English Word	Valence	Arousal	Dominance	Haitian-Creole Word
oscillation	0.562	0.433	0.431	osilasyon
oscillatory	0.375	0.520	0.480	osilatif
ostensible	0.542	0.549	0.585	aparan
ostensibly	0.473	0.529	0.509	swadizan
ostentatious	0.479	0.794	0.648	ostentatif
ostracized	0.115	0.690	0.377	ostrasize
ostrich	0.592	0.382	0.241	otrich
other	0.472	0.230	0.259	lòt
otter	0.439	0.216	0.339	lout
otto	0.427	0.425	0.404	otto
ottoman	0.531	0.337	0.444	otoman
ought	0.438	0.511	0.434	dwe
ounce	0.531	0.255	0.288	ons
oust	0.296	0.716	0.444	chase
outage	0.306	0.684	0.438	pann
outback	0.500	0.324	0.430	debòde
outbid	0.594	0.622	0.540	depase
outboard	0.448	0.491	0.456	deyò
outbreak	0.260	0.632	0.472	pwopagasyon
outburst	0.209	0.802	0.528	eklate
outcast	0.153	0.449	0.353	dezole
outcome	0.615	0.472	0.685	rezilta
outcry	0.271	0.773	0.718	kriye
outdated	0.167	0.236	0.226	demode
outdo	0.771	0.750	0.873	depase
outdoor	0.814	0.256	0.447	deyò
outdoors	0.781	0.444	0.453	deyò
outer	0.552	0.471	0.456	ekstèn
outfit	0.760	0.490	0.566	ekipe
outgoing	0.650	0.472	0.538	sòtan
outgrow	0.510	0.529	0.722	depase
outgrowth	0.771	0.620	0.688	kwasans
outhouse	0.281	0.519	0.255	anvwaye
outing	0.771	0.672	0.634	pwomnad
outlandish	0.448	0.737	0.657	etranj
outlast	0.620	0.786	0.685	depase
outlaw	0.255	0.662	0.482	òlalwa
outlet	0.610	0.396	0.245	priz
outline	0.542	0.365	0.509	deskripsyon
outlines	0.656	0.402	0.651	deskripsyon yo
outlive	0.565	0.769	0.724	survivre
outlook	0.830	0.525	0.625	pespektiv
outlying	0.460	0.562	0.503	andeyò
outnumber	0.347	0.615	0.577	depase kantite
outpatient	0.260	0.400	0.395	pasyan ekstèn
outpost	0.635	0.571	0.675	avanpòs
outpouring	0.562	0.685	0.552	koule
output	0.604	0.389	0.434	pwodiksyon
outrage	0.060	0.689	0.542	outraj
outraged	0.156	0.696	0.538	imilye
outrageous	0.153	0.945	0.713	ekzòbitan
outrank	0.653	0.643	0.817	depase
outreach	0.540	0.462	0.672	kontak
outright	0.767	0.396	0.755	kareman
outrun	0.531	0.833	0.573	depase
outset	0.750	0.500	0.582	kòmansman
outsider	0.398	0.549	0.447	andeyò
outskirts	0.474	0.519	0.312	katye
outsmart	0.673	0.657	0.864	outsmart
outspoken	0.582	0.413	0.667	franse
outstanding	0.898	0.760	0.896	eksepsyonel
outstretched	0.448	0.481	0.519	lonje
outward	0.449	0.439	0.365	deyò
outwards	0.440	0.472	0.400	deyò
outweigh	0.486	0.600	0.682	depase
outwit	0.302	0.755	0.356	depase
oval	0.417	0.280	0.330	oval
ovary	0.469	0.399	0.280	ovè
ovate	0.385	0.286	0.368	ovate
ovation	0.719	0.758	0.750	ovasyon
oven	0.583	0.425	0.606	fou
overactive	0.667	0.885	0.592	twòp aktif
overall	0.583	0.370	0.670	an jeneral
overalls	0.500	0.392	0.373	konbinazon
overbearing	0.323	0.833	0.861	enpotan
overburden	0.115	0.755	0.546	debòde
overcast	0.417	0.250	0.475	nwaj
overcharged	0.276	0.780	0.569	chaje twòp
overcoat	0.594	0.265	0.430	manto
overcome	0.719	0.689	0.848	simonte
overcoming	0.842	0.765	0.855	simonte
overcrowded	0.292	0.520	0.491	twòp moun
overdo	0.156	0.864	0.602	twòp
overdose	0.110	0.820	0.468	surdozaj
overdrive	0.303	0.715	0.732	overdrive
overdue	0.125	0.427	0.259	anreta
overestimate	0.367	0.796	0.444	overestimate
overestimated	0.344	0.646	0.527	surestime
overflow	0.398	0.792	0.500	debòde
overflowing	0.439	0.796	0.635	debòde
overgrown	0.333	0.500	0.369	anvayi
overgrowth	0.417	0.790	0.673	kwasans twòp
overhanging	0.698	0.755	0.812	anlèv
overhaul	0.500	0.651	0.491	revizyon
overhead	0.344	0.700	0.538	anlè
overhear	0.650	0.365	0.580	tande
overheated	0.250	0.598	0.547	sichofe
overjoyed	0.908	0.708	0.755	kontan anpil
overkill	0.379	0.861	0.678	twòp
overlaid	0.620	0.610	0.676	kouvri
overlap	0.594	0.615	0.627	sipèpoze
overlapping	0.595	0.578	0.684	sipèpoze
overlay	0.564	0.596	0.749	kouvri
overload	0.381	0.690	0.652	surcharge
overlook	0.292	0.418	0.415	neglije
overlord	0.750	0.755	0.932	chèf
overlying	0.500	0.519	0.691	anlè
overpaid	0.429	0.670	0.585	peye anplis
overpass	0.562	0.561	0.565	pasaj siperyè
overplayed	0.224	0.798	0.586	overplayed
overpower	0.448	0.859	0.783	depase
overpowering	0.392	0.779	0.589	overpowering
overpriced	0.271	0.556	0.472	chè
overprotective	0.448	0.673	0.741	twòp pwoteksyon
overrated	0.312	0.630	0.482	surévalué
overreact	0.306	0.912	0.471	reyaji twòp
override	0.316	0.491	0.529	pase sou plas
overriding	0.240	0.490	0.384	depase
overrule	0.224	0.412	0.429	anile
overrun	0.271	0.764	0.598	depase
oversee	0.541	0.649	0.778	sipèvize
overseer	0.552	0.520	0.873	siveyan
overshadow	0.333	0.549	0.654	kouvri lonbraj
oversight	0.385	0.618	0.723	sipèvizyon
oversized	0.552	0.540	0.679	oversize
overslept	0.408	0.315	0.300	dòmi twòp
overstate	0.281	0.779	0.635	egzajere
overstock	0.344	0.592	0.589	overstock
overt	0.708	0.326	0.607	ouvè
overtake	0.573	0.620	0.718	rapouswiv
overtaken	0.594	0.552	0.702	depase
overthemoon	0.643	0.531	0.481	overthemoon
overthinker	0.430	0.606	0.552	overthinker
overthinking	0.408	0.761	0.525	panse twop
overthrow	0.260	0.868	0.620	ranvèse
overtime	0.447	0.504	0.529	lè siplemantè
overtired	0.210	0.357	0.273	fatige twòp
overture	0.490	0.402	0.491	ouverture
overturn	0.240	0.765	0.396	ranvèse
overview	0.615	0.380	0.539	BECA
overweight	0.052	0.500	0.389	ki twò gwo
overwhelm	0.250	0.823	0.462	akable
overwhelmed	0.341	0.680	0.348	akable
overwhelming	0.327	0.830	0.640	akablan
overworked	0.133	0.670	0.387	twòp travay
overwrought	0.156	0.900	0.571	depase
overzealous	0.427	0.804	0.703	twò zele
owe	0.500	0.429	0.386	dwe
owing	0.396	0.307	0.381	dwe
owl	0.520	0.270	0.321	chwèt
owner	0.776	0.449	0.920	pwopriyetè
ownership	0.628	0.445	0.741	pwopriyetè
ox	0.417	0.396	0.412	bèf
oxidation	0.453	0.415	0.211	oksidasyon
oxide	0.354	0.377	0.298	oksid
oxygen	0.908	0.310	0.575	oksijèn
oxymoron	0.427	0.481	0.398	oksimòn
oyster	0.500	0.311	0.327	zuit
ozone	0.560	0.345	0.518	ozòn
pace	0.510	0.380	0.390	vitès
pacemaker	0.448	0.569	0.582	pesmekè
pacific	0.627	0.118	0.580	pasifik
pacified	0.802	0.194	0.414	pasifye
pacifier	0.615	0.342	0.356	sison
pacifist	0.663	0.153	0.557	pasifik
pacify	0.812	0.283	0.629	pasifye
pacing	0.583	0.551	0.491	ritm
pack	0.510	0.347	0.475	pake
package	0.571	0.433	0.443	pake
packaging	0.604	0.393	0.549	anbalaj
packer	0.520	0.480	0.537	pake
packet	0.582	0.385	0.407	pakèt
pact	0.442	0.444	0.593	pak
pad	0.684	0.279	0.330	pad
padded	0.606	0.212	0.371	Matlasye
padding	0.561	0.398	0.423	padding
paddle	0.561	0.375	0.393	pagay
paddle boat	0.663	0.373	0.415	bato pedal
paddock	0.480	0.429	0.481	paddock
paddy	0.653	0.330	0.330	paddy
padlock	0.459	0.284	0.457	kadna
padre	0.684	0.407	0.647	papa
paean	0.552	0.547	0.471	penyen
pagan	0.292	0.578	0.542	payen
paganism	0.240	0.640	0.411	paganism
page	0.677	0.224	0.278	paj
pageant	0.719	0.667	0.651	èspèktak
pager	0.510	0.526	0.554	pager
pagination	0.459	0.333	0.400	paginasyon
paging	0.542	0.398	0.423	paging
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	bokal
pain	0.012	0.765	0.395	doulè
pained	0.112	0.500	0.250	lapenn
painful	0.050	0.742	0.330	douloure
painfully	0.156	0.720	0.407	fè mal
painkiller	0.487	0.312	0.481	kalman
painless	0.785	0.173	0.491	san doulè
pains	0.106	0.673	0.362	doulè
painstaking	0.396	0.335	0.386	rigoureux
paint	0.667	0.343	0.413	penti
paintball	0.615	0.745	0.537	penbol
paintbrush	0.714	0.226	0.353	pens
painted	0.667	0.333	0.424	pentire
painter	0.677	0.366	0.487	pent
painting	0.792	0.324	0.333	penti
pair	0.552	0.317	0.304	pè
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	pijama
pajamas	0.719	0.170	0.264	pijama
pal	0.812	0.426	0.596	pal
palace	0.878	0.510	0.804	palè
palatable	0.823	0.500	0.594	gou
palate	0.625	0.350	0.358	palè
pale	0.281	0.259	0.245	pal
paleontology	0.438	0.308	0.617	paleontoloji
palette	0.590	0.333	0.205	palèt
pall	0.277	0.387	0.394	pal
palladium	0.470	0.380	0.393	paladyòm
pallet	0.604	0.241	0.349	palèt
palliative	0.548	0.394	0.518	palyatif
palm	0.531	0.194	0.340	palmis
palmer	0.480	0.269	0.413	palmer
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	palpab
palpitations	0.417	0.702	0.528	palpitasyon
palsy	0.083	0.446	0.221	paralezi
paltry	0.333	0.491	0.320	misérable
pamper	0.792	0.321	0.348	dòlote
pamphlet	0.530	0.250	0.327	ti liv
pan	0.734	0.182	0.364	chodyè
panacea	0.420	0.427	0.613	mirak
panache	0.510	0.363	0.306	panach
pancake	0.802	0.274	0.364	galèt
pancakes	0.844	0.373	0.402	krèp
pancreas	0.469	0.302	0.366	pankreyas
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	trapan
pandemonium	0.229	0.885	0.500	pandemonyòm
pane	0.385	0.250	0.444	fenèt
panel	0.469	0.321	0.425	panèl
pang	0.146	0.595	0.455	pang
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	panik
panicattack	0.255	0.724	0.386	panikatak
panicked	0.100	0.949	0.260	panike
panicking	0.094	0.882	0.333	panike
panicky	0.284	0.962	0.393	panik
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	panorama
panoramic	0.542	0.462	0.684	panoramique
pansy	0.653	0.283	0.589	panse
pant	0.448	0.463	0.409	pantalon
pantheon	0.144	0.410	0.610	panteon
panther	0.303	0.594	0.682	pantèr
panties	0.594	0.529	0.312	kilòt
pantomime	0.552	0.481	0.385	pantomim
pantry	0.622	0.294	0.312	gadmanje
pants	0.673	0.320	0.333	pantalon
panty	0.451	0.557	0.303	kilòt
pantyhose	0.570	0.539	0.250	kulot
pap	0.438	0.403	0.302	pap
papa	0.656	0.340	0.527	papa
papacy	0.481	0.263	0.553	papal
papal	0.493	0.304	0.559	papal
papaya	0.630	0.306	0.300	papay
paper	0.520	0.123	0.293	papye
paperback	0.633	0.269	0.314	papye
paperboy	0.521	0.490	0.471	paperboy
paperweight	0.421	0.278	0.433	paperweight
paperwork	0.448	0.355	0.422	papye
paprika	0.417	0.250	0.264	paprika
papyrus	0.459	0.240	0.324	papiris
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	parabòl
parabola	0.542	0.413	0.620	parabòl
parabolic	0.459	0.509	0.500	parabolik
parachute	0.562	0.787	0.564	parachit
parade	0.792	0.685	0.509	parad
paradigm	0.573	0.429	0.779	paradigm
paradise	0.875	0.540	0.796	paradi
paradox	0.417	0.442	0.482	paradoks
paradoxical	0.406	0.547	0.433	paradoks
paraffin	0.426	0.291	0.343	parafine
paragon	0.490	0.431	0.473	paragon
paragraph	0.510	0.164	0.269	paragraf
parakeet	0.576	0.387	0.227	perruche
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	paralaks
parallel	0.568	0.284	0.465	paralèl
parallelism	0.549	0.363	0.527	paralelis
paralysis	0.156	0.500	0.305	paralizi
paralyze	0.188	0.367	0.471	paralize
paramedic	0.673	0.464	0.636	paramedik
paramedics	0.479	0.594	0.712	paramedik yo
paramilitary	0.154	0.804	0.727	paramilitè
paramount	0.771	0.615	0.902	esansyèl
paranoia	0.146	0.841	0.407	paranoya
paranoid	0.122	0.918	0.364	paranoya
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	parapè
paraphernalia	0.443	0.726	0.509	ekipman
paraphrase	0.500	0.375	0.444	parafraz
paraplegic	0.188	0.441	0.321	parapjik
parasite	0.092	0.442	0.324	parazit
parasitic	0.037	0.600	0.364	parazit
parasol	0.604	0.255	0.304	parasol
parcel	0.660	0.324	0.411	pasèl
parcels	0.551	0.445	0.418	pasèl
parched	0.250	0.235	0.255	parche
parchment	0.615	0.228	0.455	parchemin
pardon	0.552	0.413	0.542	padon
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parenchyma
parent	0.812	0.357	0.860	paran
parentage	0.903	0.382	0.595	paran
parental	0.760	0.430	0.627	paran
parenthesis	0.510	0.255	0.380	parantèz
parenthetical	0.490	0.327	0.391	parantèz
parenthood	0.750	0.630	0.782	paran
parenting	0.812	0.520	0.676	paran
pariah	0.397	0.478	0.293	paria
parietal	0.481	0.333	0.491	parietal
paring	0.429	0.441	0.324	paring
parish	0.698	0.354	0.582	pawas
parity	0.582	0.406	0.407	parite
park	0.816	0.343	0.414	pak
parka	0.469	0.481	0.395	pak
parking	0.777	0.469	0.510	pakin
parkinsons	0.104	0.570	0.373	pakinson
parlance	0.510	0.350	0.462	langaj
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	palman an
parliamentary	0.490	0.554	0.755	palmantè
parlor	0.500	0.327	0.366	salon
parmesan	0.698	0.321	0.382	parmesan
parody	0.561	0.651	0.375	parody
parole	0.388	0.620	0.526	libète
parquet	0.541	0.240	0.422	partez
parrot	0.588	0.333	0.292	jako
parry	0.510	0.404	0.436	parye
parse	0.469	0.456	0.667	analize
parsimonious	0.417	0.312	0.446	parsimonious
parsimony	0.449	0.280	0.403	parsimoni
parsley	0.458	0.170	0.291	pèsi
parson	0.583	0.250	0.615	pastè
part	0.663	0.278	0.360	pati
partake	0.755	0.656	0.629	patisipe
partial	0.429	0.324	0.348	pasyèl
partiality	0.375	0.380	0.490	pasyalite
partially	0.418	0.368	0.396	pasyèlman
participant	0.712	0.598	0.613	patisipan
participate	0.755	0.580	0.684	patisipe
participation	0.781	0.700	0.702	patisipasyon
particle	0.521	0.265	0.438	patikil
particular	0.562	0.402	0.552	patikilye
particularity	0.670	0.434	0.586	patikilye
particulars	0.604	0.348	0.525	an patikilye
parting	0.260	0.542	0.353	separe
partisan	0.615	0.549	0.669	patizan
partisanship	0.438	0.566	0.551	patizan
partition	0.615	0.469	0.567	patisyon
partly	0.415	0.410	0.396	an pati
partner	0.673	0.302	0.586	patnè
partnership	0.786	0.387	0.545	patenarya
partridge	0.583	0.415	0.250	pèrdri
parts	0.459	0.327	0.392	pati
party	0.948	0.840	0.547	pati
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	pase
passable	0.688	0.337	0.633	pasab
passage	0.429	0.314	0.370	pasaj
passageway	0.490	0.389	0.400	pasaj
passe	0.531	0.357	0.426	pase
passenger	0.717	0.413	0.481	pasaje
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	pase
passion	0.854	0.865	0.728	pasyon
passionate	0.990	0.827	0.731	pasyone
passive	0.420	0.116	0.241	pasif
passivity	0.241	0.115	0.246	pasivite
passkey	0.646	0.500	0.791	passkey
passport	0.653	0.457	0.682	paspò
password	0.390	0.356	0.559	modpas
past	0.490	0.422	0.311	sot pase
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	kole
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	al pran plezi
pastor	0.698	0.236	0.746	pastè
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	patisri
pasture	0.688	0.145	0.170	patiraj
pasty	0.479	0.363	0.375	pasti
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	plak
patchwork	0.500	0.260	0.325	patchwork
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	patant
patented	0.571	0.422	0.685	patante
paternal	0.776	0.353	0.755	patènèl
paternity	0.704	0.590	0.806	patènite
path	0.590	0.245	0.421	chemen
pathetic	0.088	0.464	0.139	pathetic
pathological	0.220	0.602	0.580	patolojik
pathologist	0.354	0.552	0.585	patolojis
pathology	0.271	0.560	0.558	patoloji
pathos	0.350	0.449	0.462	pathos
pathway	0.646	0.410	0.519	chemen
patience	0.771	0.125	0.387	pasyans
patient	0.583	0.193	0.340	pasyan
patio	0.562	0.245	0.402	patyo
patriarch	0.592	0.448	0.898	patriyach
patriarchal	0.531	0.500	0.857	patriyakal
patrimony	0.719	0.406	0.740	patrimwàn
patriot	0.771	0.635	0.886	patriyòt
patriotic	0.875	0.509	0.933	patriyotik
patriotism	0.708	0.635	0.848	patriyotis
patrol	0.427	0.664	0.736	patwouy
patrolman	0.469	0.731	0.884	patwouy
patron	0.583	0.451	0.870	patwon
patronage	0.583	0.490	0.583	patwonaj
patronising	0.439	0.455	0.582	patronize
patronize	0.430	0.451	0.591	patronize
patronizing	0.542	0.365	0.529	patronize
patter	0.312	0.635	0.451	bato
pattern	0.479	0.422	0.664	modèl
paucity	0.153	0.453	0.175	povrete
pauper	0.260	0.347	0.151	mizè
pause	0.429	0.188	0.264	pran yon poz
pave	0.594	0.490	0.509	pave
pavement	0.460	0.353	0.475	pave
pavilion	0.583	0.500	0.770	pavilion
paving	0.408	0.469	0.545	pavaj
paw	0.417	0.360	0.286	paw
pawn	0.390	0.321	0.187	pion
pawnshop	0.396	0.439	0.519	pion
pax	0.551	0.421	0.473	paks
pay	0.514	0.588	0.592	peye
payable	0.385	0.480	0.606	peyab
payback	0.459	0.500	0.567	ranbousman
paycheck	0.896	0.630	0.652	chèk salè
payday	0.833	0.741	0.571	jou peman
payer	0.313	0.630	0.638	moun ki peye
payload	0.612	0.510	0.682	chaj
payment	0.629	0.452	0.643	peman
payoff	0.740	0.644	0.673	peman
payout	0.646	0.600	0.575	peman
payphone	0.469	0.360	0.370	telefòn peye
payroll	0.521	0.360	0.549	pewòl
pea	0.580	0.275	0.298	pwa
peace	0.939	0.156	0.613	lapè
peaceable	0.776	0.134	0.453	lapè
peaceful	0.867	0.108	0.569	lapè
peacefully	0.901	0.190	0.639	pasifikman
peacekeeper	0.865	0.320	0.644	mentyen lapè
peaceofmind	0.786	0.160	0.519	lapè nan tèt
peacetime	0.949	0.180	0.579	tan lapè
peach	0.704	0.480	0.272	pèch
peachy	0.755	0.479	0.388	pèch
peacock	0.786	0.449	0.458	paon
peak	0.500	0.345	0.431	pik
peaked	0.677	0.704	0.857	pik
peanut	0.646	0.202	0.246	pistach
peanuts	0.542	0.294	0.324	pistach
pear	0.677	0.158	0.241	pwa
pearl	0.905	0.425	0.642	pèl
pearly	0.635	0.337	0.373	pèl
peas	0.542	0.283	0.310	pwa
peasant	0.530	0.275	0.407	peyizan
peat	0.333	0.655	0.504	sfèy
pebble	0.354	0.353	0.287	ti wòch
pecan	0.552	0.316	0.358	pakan
peck	0.202	0.530	0.321	pike
pecker	0.459	0.509	0.375	pikè
peculiar	0.600	0.491	0.564	spesifik
peculiarities	0.511	0.460	0.528	sengularite
peculiarity	0.439	0.452	0.652	singularité
peculiarly	0.615	0.450	0.454	spesifikman
pecuniary	0.490	0.490	0.500	lajan
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedantik
peddle	0.539	0.549	0.538	peddle
peddler	0.408	0.481	0.390	machann vann
pedestal	0.735	0.284	0.579	pedestal
pedestrian	0.438	0.360	0.448	pyeton
pediatric	0.560	0.462	0.490	pedyatrik
pediatrician	0.602	0.500	0.627	pedyat
pediatrics	0.750	0.380	0.596	pedyatri
pedicure	0.695	0.269	0.296	pedikur
pedigree	0.625	0.340	0.609	pedigree
pedometer	0.469	0.561	0.405	pedomètr
pedophile	0.051	0.724	0.430	pedofil
pee	0.449	0.529	0.391	pipi
peek	0.486	0.360	0.411	gade vit
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	kale
peep	0.573	0.317	0.269	fè jouda
peeper	0.182	0.537	0.343	peeper
peephole	0.479	0.500	0.310	peephole
peer	0.458	0.321	0.569	kanmarad
peering	0.514	0.409	0.451	peering
peerless	0.688	0.450	0.462	san parèy
peeved	0.156	0.750	0.467	pete
peg	0.520	0.357	0.393	pikèt
pegs	0.408	0.286	0.386	pikèt
peice	0.479	0.422	0.398	moso
pelagic	0.521	0.554	0.491	pelajik
pelican	0.573	0.391	0.380	pelikan
pellet	0.448	0.390	0.466	granules
pelvic	0.320	0.632	0.373	basen
pelvis	0.378	0.618	0.380	basen
pen	0.622	0.194	0.250	plim
penal	0.208	0.565	0.610	penal
penalty	0.062	0.490	0.240	penalite
penance	0.219	0.667	0.463	penitans
penchant	0.688	0.480	0.609	tandans
pencil	0.552	0.200	0.263	kreyon
pendant	0.676	0.321	0.385	pendant
pendency	0.396	0.452	0.472	depandans
pendent	0.470	0.380	0.425	pend
pending	0.396	0.441	0.473	annatant
pendulum	0.542	0.368	0.434	pandil
penetrate	0.287	0.877	0.732	penetre
penetrating	0.469	0.792	0.782	penetre
penetration	0.438	0.885	0.792	pénétration
penguin	0.615	0.296	0.307	pengwen
penicillin	0.417	0.431	0.566	penisilin
penile	0.490	0.736	0.491	penis
peninsula	0.551	0.384	0.627	penensil
penis	0.354	0.810	0.556	pati gason
penitent	0.542	0.530	0.508	penitan
penitentiary	0.229	0.726	0.491	penitansye
penmanship	0.677	0.284	0.509	ekriti
pennant	0.542	0.380	0.426	pennant
penniless	0.062	0.316	0.083	san lajan
penny	0.615	0.302	0.324	peni
pension	0.625	0.409	0.406	pansyon
pensioner	0.440	0.245	0.442	invalid
pensive	0.540	0.220	0.529	panse
pentagon	0.490	0.636	0.774	pentagòn
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	penthouse
penultimate	0.469	0.366	0.255	penultyèm
people	0.604	0.400	0.500	moun
peopled	0.594	0.450	0.679	pèp
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	pwav
peppermint	0.720	0.264	0.271	mant
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	dinamize
peptic	0.398	0.463	0.362	peptik
peptide	0.380	0.480	0.411	peptide
perceive	0.653	0.490	0.655	wè
percent	0.470	0.350	0.356	pousan
percentage	0.469	0.400	0.553	pousantaj
percentile	0.479	0.410	0.390	percentile
perceptible	0.710	0.460	0.620	pèsepsyon
perception	0.653	0.481	0.655	pèsepsyon
perceptive	0.745	0.500	0.741	pèsepsyon
perch	0.531	0.300	0.314	juchwar
perchance	0.480	0.224	0.298	petèt
percolation	0.397	0.417	0.415	pèkilasyon
percussion	0.622	0.635	0.642	pèkisyon
perdition	0.135	0.656	0.496	perdisyon
peremptory	0.429	0.426	0.606	peremptory
perennial	0.527	0.358	0.500	kontinuèl
perfect	0.980	0.471	0.870	pafè
perfection	0.881	0.745	0.934	pèfeksyon
perfectionist	0.667	0.704	0.905	pèfeksyonis
perfecto	0.802	0.567	0.889	pafè
perforated	0.219	0.607	0.344	detache
perforation	0.365	0.668	0.578	pèforasyon
perforce	0.357	0.689	0.354	fòse
perform	0.765	0.555	0.773	fè
performance	0.750	0.520	0.672	pèfòmans
performer	0.541	0.530	0.708	pèfòmè
perfume	0.740	0.472	0.463	pafen
perfumed	0.816	0.471	0.509	pafen
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	danje
perilous	0.143	0.862	0.575	danjere
perimeter	0.470	0.443	0.555	perimèt
period	0.396	0.324	0.588	peryòd
periodic	0.677	0.324	0.508	peryodik
periodical	0.550	0.298	0.430	peryodik
periodically	0.480	0.314	0.515	detanzantan
periodicity	0.646	0.324	0.645	peryodikite
peripheral	0.406	0.406	0.549	periferik
periphery	0.469	0.360	0.366	periferik
periscope	0.604	0.375	0.609	periskòp
perish	0.296	0.570	0.415	peri
perishable	0.270	0.464	0.354	gate
perished	0.135	0.596	0.225	peri
perishing	0.229	0.423	0.148	peri
perjury	0.229	0.686	0.409	fo temwayaj
perk	0.903	0.519	0.682	avantaj
perky	0.896	0.792	0.673	kouray
perm	0.667	0.465	0.741	pèm
permanence	0.771	0.370	0.708	pèmanans
permanent	0.745	0.345	0.736	pèmanan
permeable	0.635	0.402	0.495	pèmeyab
permeate	0.417	0.410	0.407	pénétrer
permeation	0.418	0.559	0.536	pèmeyasyon
permissible	0.684	0.646	0.612	akseptab
permission	0.612	0.311	0.580	pèmisyon
permissive	0.633	0.389	0.413	tolerans
permit	0.733	0.349	0.518	pèmi
permitted	0.865	0.410	0.613	pèmèt
permitting	0.724	0.481	0.661	pèmèt
permutation	0.385	0.588	0.500	pèmitasyon
pernicious	0.229	0.600	0.382	malfezan
peroxide	0.458	0.529	0.510	oksijene
perpendicular	0.510	0.398	0.439	pèpandikilè
perpetrate	0.327	0.837	0.732	komèt
perpetrator	0.229	0.765	0.538	otè krim
perpetual	0.625	0.438	0.741	tout tan tout tan
perpetually	0.510	0.473	0.868	pou tout tan
perpetuate	0.397	0.588	0.788	perpétuer
perpetuation	0.510	0.677	0.716	perpétuation
perpetuity	0.590	0.434	0.759	perpetuite
perplexed	0.312	0.705	0.318	perplexe
perplexing	0.316	0.530	0.362	pèpleks
perplexity	0.275	0.720	0.500	perplexite
persecute	0.281	0.873	0.509	pèsekite
persecution	0.229	0.865	0.660	pèsekisyon
perseverance	0.888	0.630	0.796	pèseverans
persevere	0.802	0.583	0.937	pèsevere
persist	0.765	0.644	0.727	pèsiste
persistence	0.684	0.611	0.873	pèsistans
persistent	0.646	0.667	0.815	ki pèsistan
