English Word	Valence	Arousal	Dominance	Czech Word
lending	0.510	0.585	0.462	půjčování
length	0.479	0.308	0.533	délka
lengthen	0.619	0.481	0.566	prodloužit
lengthened	0.448	0.530	0.474	prodloužena
lengthening	0.673	0.530	0.528	prodlužování
lengthwise	0.571	0.470	0.528	podélně
lengthy	0.570	0.342	0.528	zdlouhavý
leniency	0.517	0.436	0.545	shovívavost
lenient	0.520	0.451	0.340	shovívavý
lens	0.420	0.245	0.472	objektiv
leopard	0.542	0.755	0.611	leopard
leotard	0.510	0.429	0.391	trikot
leper	0.075	0.589	0.206	malomocný
leprechaun	0.417	0.480	0.417	skřítek
leprosy	0.130	0.670	0.349	malomocenství
lesion	0.240	0.623	0.361	léze
less	0.265	0.240	0.115	méně
lessee	0.417	0.474	0.595	nájemce
lessen	0.235	0.284	0.255	snížit
lessening	0.375	0.300	0.277	zmenšování
lesser	0.396	0.167	0.211	menší
lesson	0.704	0.577	0.593	lekce
lessor	0.552	0.490	0.623	pronajímatel
let	0.427	0.373	0.307	nechat
lethal	0.156	0.800	0.745	smrtící
lethargic	0.214	0.245	0.375	letargický
lethargy	0.194	0.302	0.316	letargie
letter	0.635	0.279	0.342	dopis
lettered	0.542	0.361	0.482	s písmeny
letterhead	0.450	0.316	0.462	hlavičkový papír
lettering	0.541	0.180	0.431	nápis
letters	0.663	0.327	0.364	písmena
lettuce	0.594	0.163	0.291	salát
leukemia	0.094	0.572	0.351	leukémie
levee	0.520	0.324	0.490	hráz
level	0.622	0.277	0.491	úroveň
lever	0.400	0.343	0.402	páka
leverage	0.459	0.500	0.629	vliv
levitate	0.561	0.598	0.551	levitovat
levy	0.438	0.420	0.491	odvod
lewd	0.188	0.673	0.412	oplzlý
lexicon	0.561	0.463	0.615	Lexikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	závazky
liability	0.646	0.500	0.802	odpovědnost
liable	0.656	0.519	0.821	odpovědný
liaison	0.698	0.337	0.472	spojení
liar	0.042	0.606	0.339	lhář
libel	0.128	0.694	0.403	pomluva
libelous	0.125	0.735	0.436	hanlivý
liberal	0.565	0.565	0.755	liberální
liberalism	0.562	0.712	0.750	liberalismus
liberate	0.760	0.632	0.708	osvobodit
liberated	0.780	0.630	0.683	osvobozeno
liberating	0.915	0.620	0.745	osvobozující
liberation	0.745	0.614	0.857	osvobození
liberty	0.938	0.579	0.836	svoboda
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	knihovník
library	0.776	0.122	0.549	knihovna
libretto	0.612	0.328	0.406	libreto
lice	0.133	0.500	0.194	vši
license	0.500	0.394	0.702	licence
lichen	0.418	0.388	0.463	lišejník
lick	0.470	0.482	0.330	lízat
licorice	0.677	0.310	0.400	lékořice
lid	0.490	0.189	0.255	víčko
lie	0.130	0.725	0.272	lhát
liege	0.479	0.426	0.452	léno
lien	0.396	0.580	0.441	zástavní právo
lieu	0.427	0.410	0.312	místo
lieutenant	0.594	0.612	0.920	poručík
life	0.918	0.615	0.824	život
lifeblood	0.673	0.690	0.708	životodárná krev
lifeboat	0.724	0.425	0.533	záchranný člun
lifeguard	0.870	0.606	0.786	PLAVČÍK
lifeisgood	0.812	0.575	0.611	život je dobrý
lifeless	0.042	0.333	0.163	bez života
lifelike	0.776	0.567	0.765	živý
lifeline	0.735	0.552	0.496	záchranné lano
lifelong	0.823	0.330	0.640	celoživotní
lifer	0.427	0.519	0.398	odsouzenec na doživotí
lifesaver	0.908	0.745	0.703	zachránce života
lifestyle	0.750	0.472	0.645	životní styl
lifesucks	0.167	0.637	0.377	životodárci
lifetime	0.816	0.559	0.736	život
lift	0.704	0.518	0.656	výtah
lifted	0.714	0.441	0.657	zvedl
liftoff	0.531	0.667	0.588	vzlet
ligament	0.490	0.410	0.510	vaz
ligation	0.344	0.423	0.396	podvázání
ligature	0.478	0.430	0.447	ligatura
light	0.771	0.320	0.519	světlo
light year	0.719	0.425	0.593	světelný rok
lightbulb	0.573	0.255	0.302	žárovka
lighten	0.688	0.438	0.362	zesvětlit
lightheaded	0.347	0.620	0.255	světlý
lighthouse	0.622	0.240	0.510	maják
lighting	0.765	0.440	0.750	osvětlení
lightness	0.794	0.360	0.526	světlost
lightning	0.429	0.683	0.595	Blesk
lights	0.750	0.480	0.575	světla
lightweight	0.670	0.300	0.358	lehká váha
likable	0.865	0.480	0.663	sympatický
like	0.719	0.353	0.446	jako
likelihood	0.760	0.469	0.542	pravděpodobnost
likely	0.633	0.356	0.454	pravděpodobně
likeness	0.688	0.410	0.561	podoba
likewise	0.651	0.217	0.312	rovněž
liking	0.963	0.604	0.589	záliba
lilac	0.688	0.180	0.357	šeřík
lily	0.640	0.245	0.263	lilie
limb	0.510	0.397	0.427	končetina
limber	0.688	0.729	0.673	ohebný
limbo	0.385	0.284	0.309	předpeklí
lime	0.594	0.240	0.415	Limetka
limelight	0.667	0.639	0.694	výsluní
limestone	0.602	0.323	0.381	vápenec
limey	0.469	0.347	0.415	limety
limit	0.427	0.453	0.500	omezit
limitation	0.190	0.431	0.225	omezení
limited	0.229	0.273	0.380	omezený
limitless	0.688	0.574	0.655	neomezený
limo	0.760	0.367	0.667	limonáda
limousine	0.638	0.531	0.640	limuzína
limp	0.393	0.440	0.172	kulhat
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	čára
lineage	0.633	0.465	0.721	linie
lineal	0.521	0.170	0.474	lineární
linear	0.646	0.250	0.472	lineární
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	lemované
linen	0.656	0.323	0.286	prádlo
liner	0.469	0.396	0.400	vložka
lines	0.542	0.317	0.330	linky
lineup	0.635	0.427	0.638	sestava
linger	0.480	0.311	0.412	prodlévat
lingerie	0.543	0.463	0.308	spodní prádlo
lingering	0.630	0.643	0.667	zdržující se
lingo	0.448	0.364	0.447	žargon
lingual	0.500	0.457	0.315	lingvální
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	lingvista
linguistic	0.646	0.351	0.618	lingvistické
linguistics	0.552	0.390	0.618	lingvistika
lining	0.571	0.363	0.472	podšívka
link	0.427	0.264	0.491	odkaz
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	vlákna
lion	0.532	0.717	0.682	lev
lip	0.541	0.348	0.443	ret
liposuction	0.292	0.684	0.464	liposukce
lipstick	0.653	0.429	0.306	rtěnka
liquefaction	0.449	0.622	0.535	zkapalnění
liquefied	0.562	0.463	0.342	zkapalněný
liqueur	0.670	0.612	0.389	likér
liquid	0.562	0.235	0.307	kapalina
liquidate	0.327	0.654	0.664	likvidovat
liquidation	0.417	0.625	0.649	likvidace
liquidator	0.354	0.663	0.750	likvidátor
liquidity	0.688	0.529	0.534	likvidita
liquor	0.603	0.702	0.433	alkohol
lira	0.530	0.255	0.370	lira
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	seznam
listen	0.771	0.360	0.445	poslouchat
listener	0.667	0.375	0.403	posluchač
listenting	0.640	0.377	0.491	poslouchání
listing	0.438	0.273	0.432	výpis
listless	0.219	0.350	0.231	apatický
listneing	0.531	0.370	0.433	naslouchání
litany	0.510	0.365	0.482	litanie
liter	0.573	0.208	0.382	litr
literacy	0.730	0.306	0.638	gramotnost
literal	0.570	0.353	0.574	doslovný
literally	0.571	0.353	0.673	doslova
literary	0.719	0.324	0.667	literární
literature	0.708	0.250	0.598	literatura
lithe	0.656	0.596	0.602	pružný
lithium	0.417	0.330	0.430	lithium
lithograph	0.551	0.327	0.481	litografie
lithography	0.561	0.346	0.473	litografie
lithology	0.519	0.378	0.525	litologie
lithosphere	0.473	0.333	0.689	litosféra
litigant	0.219	0.577	0.696	účastník řízení
litigate	0.260	0.819	0.712	soudní spor
litigation	0.388	0.760	0.602	soudní spory
litigator	0.429	0.630	0.732	soudce
litigious	0.360	0.736	0.632	sporný
litter	0.255	0.551	0.110	smetí
little	0.385	0.160	0.213	málo
littlethings	0.740	0.311	0.242	malé věci
littoral	0.551	0.387	0.452	pobřežní
liturgy	0.490	0.327	0.568	liturgie
live	0.880	0.673	0.676	žít
livelife	0.792	0.624	0.664	žít život
livelihood	0.698	0.481	0.721	živobytí
lively	0.847	0.810	0.642	živý
liven	0.708	0.713	0.673	oživit
liver	0.439	0.290	0.385	játra
livery	0.510	0.417	0.429	livrej
livestock	0.729	0.420	0.519	hospodářských zvířat
livid	0.469	0.788	0.490	rozzuřený
living	0.865	0.608	0.727	živobytí
lizard	0.378	0.375	0.324	ještěrka
llama	0.490	0.590	0.519	lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	zatížení
loader	0.562	0.377	0.686	nakladač
loaf	0.755	0.250	0.277	bochník
loafer	0.235	0.396	0.254	povaleč
loam	0.469	0.373	0.673	hlína
loan	0.552	0.480	0.352	půjčka
loath	0.135	0.714	0.445	nechuť
loathe	0.094	0.730	0.429	nenávidět
loathful	0.068	0.740	0.358	odporný
loathing	0.083	0.796	0.368	ošklivost
loathsome	0.120	0.694	0.343	odporný
lobby	0.625	0.427	0.472	lobby
lobbyist	0.385	0.527	0.565	lobbista
lobe	0.459	0.364	0.352	lalok
lobotomy	0.296	0.598	0.402	lobotomie
lobster	0.571	0.356	0.291	humr
local	0.656	0.269	0.452	místní
locale	0.449	0.387	0.352	národní prostředí
locality	0.582	0.336	0.464	lokalita
localization	0.552	0.330	0.545	lokalizace
localize	0.520	0.481	0.679	lokalizovat
localized	0.490	0.460	0.621	lokalizované
locate	0.583	0.520	0.786	lokalizovat
location	0.615	0.375	0.546	umístění
locator	0.480	0.426	0.614	lokátor
loch	0.449	0.235	0.425	jezero
lock	0.271	0.585	0.600	zámek
locker	0.439	0.300	0.393	skříňka
locket	0.615	0.327	0.616	medailonek
locksmith	0.510	0.417	0.491	zámečník
lockup	0.240	0.602	0.617	zamknout
loco	0.306	0.774	0.226	lokomotiva
locomotion	0.470	0.600	0.595	pohyb
locomotive	0.542	0.650	0.721	lokomotiva
locust	0.479	0.412	0.417	saranče
lode	0.365	0.423	0.318	loď
lodge	0.656	0.356	0.474	lóže
lodger	0.480	0.448	0.304	nocležník
lodging	0.713	0.286	0.527	nocleh
loft	0.510	0.378	0.343	loft
lofty	0.755	0.306	0.569	vznešený
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	logaritmus
logarithmic	0.469	0.458	0.606	logaritmický
logic	0.646	0.245	0.819	logika
logical	0.805	0.400	0.648	logický
logistics	0.633	0.500	0.730	logistiky
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logotyp
loin	0.420	0.298	0.379	bedra
lollipop	0.628	0.483	0.357	lízátko
lone	0.198	0.204	0.367	osamělý
loneliness	0.146	0.182	0.222	osamělost
lonely	0.250	0.226	0.238	osamělý
loner	0.347	0.152	0.221	samotář
lonesome	0.281	0.213	0.336	osamělý
long	0.541	0.353	0.543	dlouho
longboat	0.551	0.454	0.490	dlouhý člun
longevity	0.750	0.353	0.745	dlouhověkost
longing	0.604	0.434	0.560	touha
longitude	0.479	0.310	0.516	zeměpisná délka
longitudinal	0.542	0.398	0.582	podélný
longitudinally	0.541	0.380	0.569	podélně
longtime	0.362	0.442	0.546	dlouho
loo	0.385	0.357	0.283	hle
look	0.719	0.429	0.615	Koukni se
looker	0.583	0.354	0.451	hledač
lookout	0.698	0.538	0.639	pozor
loom	0.531	0.245	0.325	tkalcovský stav
looming	0.367	0.750	0.528	rýsující se
loon	0.429	0.392	0.325	cvok
loony	0.439	0.474	0.295	praštěný
loop	0.516	0.343	0.317	smyčka
loophole	0.406	0.755	0.491	střílna
loopy	0.438	0.520	0.195	kličkující
loose	0.573	0.312	0.365	volný
loosen	0.487	0.337	0.218	uvolnit
loosening	0.378	0.343	0.295	uvolnění
loot	0.604	0.711	0.537	kořist
lop	0.429	0.363	0.426	prokreslit
lopsided	0.125	0.500	0.272	nakloněný
lord	0.618	0.327	0.684	pán
lords	0.571	0.356	0.781	páni
lordship	0.573	0.557	0.736	lordstvo
lore	0.719	0.373	0.768	tradice
lorry	0.521	0.481	0.402	nákladní auto
lose	0.115	0.538	0.176	prohrát
loser	0.083	0.510	0.155	ztroskotanec
losing	0.076	0.686	0.223	prohrává
loss	0.062	0.567	0.211	ztráta
lost	0.199	0.663	0.148	ztracený
lot	0.531	0.215	0.370	hodně
lotion	0.724	0.261	0.188	pleťová voda
lots	0.604	0.417	0.424	spousty
lottery	0.771	0.731	0.491	loterie
lotto	0.760	0.635	0.475	loterie
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	hlasitý
loudly	0.541	0.755	0.667	hlasitě
loudmouth	0.337	0.615	0.456	křikloun
loudness	0.350	0.582	0.620	hlasitost
loudspeaker	0.490	0.735	0.689	reproduktor
lounge	0.592	0.245	0.466	salonek
lounging	0.735	0.167	0.449	lenošení
louse	0.184	0.439	0.154	veš
lousy	0.125	0.482	0.234	mizerný
lovable	0.948	0.335	0.565	roztomilý
love	1.000	0.519	0.673	milovat
loved	0.927	0.452	0.582	miloval
lovee	0.949	0.592	0.611	miláčku
loveee	0.927	0.592	0.693	miláčku
loveless	0.102	0.365	0.216	bez lásky
lovelife	0.837	0.610	0.592	milostný život
loveliness	0.959	0.509	0.750	roztomilost
lovelovelove	0.948	0.582	0.554	láska láska láska
lovely	0.917	0.456	0.741	půvabný
lovemaking	0.969	0.927	0.814	milování
lovemylife	0.896	0.800	0.573	Miluji svůj život
lover	0.881	0.816	0.750	milenec
lovesick	0.796	0.842	0.500	roztoužený
lovethis	0.867	0.552	0.526	miluji to
loving	0.948	0.612	0.636	milující
lovinglife	0.979	0.404	0.673	milující život
lovinlife	0.714	0.460	0.544	láskyplný život
low	0.292	0.220	0.102	nízký
lowdown	0.306	0.441	0.441	lowdown
lower	0.327	0.296	0.258	dolní
lowering	0.286	0.363	0.236	snížení
lowest	0.312	0.304	0.129	Nejnižší
lowlands	0.323	0.290	0.331	nížiny
lowlife	0.296	0.529	0.309	nízká výdrž
lowly	0.562	0.294	0.417	pokorný
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	loajální
loyalty	0.885	0.406	0.793	věrnost
lsd	0.375	0.471	0.390	LSD
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	lubrikant
lubricant	0.656	0.550	0.454	lubrikant
lubricate	0.552	0.490	0.470	mazat
lubrication	0.624	0.646	0.491	mazání
lucid	0.771	0.490	0.705	přehledný
luck	0.854	0.490	0.717	štěstí
luckiest	0.917	0.690	0.852	nejšťastnější
lucky	0.960	0.610	0.793	šťastný
luckygirl	0.781	0.712	0.471	šťastná dívka
lucrative	0.729	0.519	0.798	lukrativní
ludicrous	0.137	0.553	0.274	směšné
lug	0.344	0.443	0.340	tahat se
luggage	0.561	0.226	0.319	zavazadlo
lukewarm	0.573	0.300	0.241	vlažný
lull	0.602	0.130	0.402	přestávka
lullaby	0.796	0.156	0.339	ukolébavka
lumbar	0.323	0.418	0.342	bederní
lumber	0.517	0.184	0.373	řezivo
lumbering	0.354	0.561	0.655	těžba dřeva
lumberjack	0.500	0.660	0.726	dřevorubec
luminescent	0.796	0.550	0.526	světélkující
luminous	0.918	0.392	0.783	svítící
lump	0.438	0.337	0.463	kus
lumpy	0.271	0.378	0.365	hrudkovitý
lunacy	0.132	0.847	0.330	šílenství
lunar	0.562	0.296	0.427	měsíční
lunatic	0.125	0.792	0.442	blázen
lunch	0.880	0.410	0.542	oběd
lunchbox	0.663	0.346	0.346	obědová krabička
luncheon	0.837	0.240	0.441	oběd
lunchtime	0.896	0.398	0.444	čas oběda
lung	0.510	0.292	0.629	plíce
lunge	0.354	0.721	0.509	výpad
lungs	0.531	0.352	0.555	plíce
lurch	0.404	0.694	0.363	škubnutí
lure	0.439	0.565	0.300	lákat
lurid	0.186	0.833	0.536	odporný
lurk	0.219	0.740	0.655	číhat
lurking	0.421	0.781	0.575	číhající
luscious	0.885	0.552	0.545	lahodný
lush	0.740	0.783	0.833	bujný
lust	0.469	0.944	0.518	chtíč
luster	0.833	0.566	0.558	lesk
lustful	0.427	0.896	0.643	chlípný
lustrous	0.771	0.606	0.598	lesklý
lusty	0.469	0.941	0.673	chtivý
lute	0.459	0.407	0.500	loutna
luxuriant	0.760	0.745	0.812	bujný
luxurious	0.947	0.644	0.754	luxusní
luxury	0.932	0.673	0.750	luxus
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	louh
lying	0.208	0.704	0.317	ležící
lymph	0.398	0.510	0.390	lymfy
lymphatic	0.380	0.509	0.472	lymfatický
lymphoma	0.208	0.645	0.330	lymfom
lynch	0.167	0.885	0.482	lynčovat
lynching	0.135	0.920	0.548	lynčování
lynx	0.510	0.590	0.567	rys
lyre	0.719	0.347	0.414	lyra
lyric	0.702	0.269	0.464	lyrika
lyrical	0.708	0.451	0.618	lyrický
lyrics	0.582	0.214	0.333	text
macadamia	0.635	0.330	0.434	makadamie
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	makaróny
mace	0.450	0.412	0.415	žezlo
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	mačeta
machine	0.510	0.500	0.707	stroj
machinery	0.458	0.615	0.629	stroje
machinist	0.490	0.598	0.721	strojník
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	makrela
macro	0.552	0.469	0.647	makro
mad	0.219	0.873	0.277	šílený
madam	0.580	0.308	0.571	paní
madame	0.604	0.500	0.635	madame
madden	0.329	0.602	0.457	šílený
madder	0.323	0.853	0.267	šílenější
mademoiselle	0.752	0.459	0.461	mademoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	blázinec
madman	0.135	0.880	0.312	šílenec
madness	0.104	0.804	0.440	šílenství
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	mafie
magazine	0.615	0.332	0.377	časopis
mage	0.622	0.373	0.453	kouzelník
magenta	0.635	0.275	0.415	purpurová
maggot	0.235	0.500	0.235	červ
magic	0.868	0.663	0.578	kouzlo
magical	0.875	0.651	0.595	magický
magician	0.714	0.657	0.551	kouzelník
magistrate	0.587	0.541	0.904	smírčí soudce
magma	0.323	0.623	0.609	magma
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	magnát
magnesium	0.542	0.320	0.321	hořčík
magnet	0.571	0.318	0.553	magnet
magnetic	0.612	0.529	0.673	magnetický
magnetism	0.630	0.529	0.741	magnetismus
magnetite	0.531	0.490	0.581	magnetit
magnification	0.890	0.615	0.880	zvětšení
magnificence	0.802	0.810	0.920	velkolepost
magnificent	1.000	0.680	0.886	velkolepý
magnifier	0.469	0.216	0.345	lupa
magnify	0.729	0.561	0.839	zvětšit
magnifying	0.594	0.265	0.406	zvětšovací
magnitude	0.608	0.613	0.774	velikost
magnolia	0.558	0.343	0.379	magnólie
magpie	0.500	0.458	0.327	straka
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahagon
maid	0.406	0.324	0.300	služka
maiden	0.755	0.396	0.461	dívčí
mail	0.615	0.231	0.548	pošta
mailbox	0.573	0.222	0.404	poštovní schránka
mailing	0.688	0.324	0.375	zasílání poštou
mailman	0.659	0.418	0.462	listonoš
maim	0.133	0.724	0.496	zmrzačit
main	0.667	0.510	0.811	hlavní
mainframe	0.531	0.490	0.557	sálový počítač
mainland	0.680	0.407	0.806	pevnina
mainstay	0.694	0.400	0.713	opora
mainstream	0.653	0.527	0.660	hlavní proud
maintain	0.684	0.398	0.647	udržovat
maintenance	0.592	0.410	0.545	údržba
majestic	0.948	0.731	0.906	majestátní
majesty	0.823	0.602	0.955	majestát
major	0.684	0.538	0.874	hlavní, důležitý
majority	0.684	0.560	0.930	většina
make	0.684	0.420	0.480	udělat
makeover	0.771	0.510	0.596	přeměna
maker	0.698	0.544	0.706	výrobce
makeshift	0.479	0.611	0.389	provizorní
makesmehappy	0.894	0.663	0.712	dělá mě šťastným
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	makeup
makingdisciples	0.684	0.402	0.664	dělat učedníky
malady	0.190	0.686	0.304	nemoc
malaise	0.150	0.600	0.161	nevolnost
malaria	0.125	0.653	0.304	malárie
malarkey	0.396	0.500	0.465	malárie
malevolent	0.094	0.854	0.613	zlovolný
malfeasance	0.062	0.745	0.325	zneužití
malformation	0.083	0.602	0.357	malformace
malfunction	0.125	0.577	0.229	nefunkčnost
malice	0.073	0.811	0.492	zlomyslnost
malicious	0.177	0.765	0.607	zlomyslný
malign	0.140	0.765	0.481	pomlouvat
malignancy	0.149	0.814	0.614	malignita
malignant	0.143	0.824	0.370	zhoubný
maligned	0.102	0.684	0.218	zhoubný
mall	0.724	0.663	0.492	nákupní centrum
malleable	0.500	0.500	0.391	tvárný
mallet	0.354	0.390	0.483	palička
malnutrition	0.024	0.592	0.277	podvýživa
malpractice	0.094	0.559	0.330	zanedbání povinné péče
malt	0.750	0.373	0.324	slad
mama	0.860	0.413	0.728	máma
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	máma
mammal	0.618	0.449	0.421	savec
mammoth	0.480	0.471	0.537	mamut
mammy	0.680	0.415	0.436	maminka
manage	0.560	0.530	0.719	spravovat
manageable	0.750	0.361	0.655	zvládnutelné
management	0.792	0.491	0.806	řízení
manager	0.625	0.549	0.897	manažer
managerial	0.604	0.520	0.791	manažerské
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarinka
mandate	0.448	0.670	0.779	mandát
mandatory	0.271	0.667	0.777	povinné
mandible	0.510	0.431	0.500	mandibula
mandolin	0.708	0.433	0.367	mandolína
mandrel	0.310	0.490	0.481	trn
mane	0.521	0.277	0.373	hříva
maneuver	0.615	0.663	0.608	manévr
maneuvering	0.635	0.640	0.745	manévrování
mange	0.311	0.558	0.348	prašivina
manger	0.656	0.276	0.398	žlab
mangle	0.292	0.449	0.355	mandl
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangostanu
mangy	0.214	0.698	0.270	prašivý
manhole	0.378	0.500	0.516	průlez
manhood	0.625	0.735	0.858	mužství
manhunt	0.145	0.925	0.657	hon na lidi
mania	0.290	0.683	0.382	mánie
maniac	0.120	0.849	0.431	maniak
maniacal	0.200	0.848	0.500	maniakální
manic	0.054	0.892	0.368	maniakální
manicure	0.706	0.308	0.284	manikúra
manicurist	0.583	0.352	0.341	manikérka
manifest	0.667	0.647	0.704	manifest
manifestation	0.583	0.750	0.655	manifestace
manifested	0.580	0.618	0.667	projevil
manifestly	0.469	0.588	0.577	zjevně
manifesto	0.646	0.519	0.676	manifest
manifold	0.500	0.461	0.435	potrubí
manipulate	0.255	0.700	0.772	manipulovat
manipulation	0.188	0.775	0.536	manipulace
manipulative	0.177	0.724	0.546	manipulativní
mankind	0.823	0.471	0.768	lidstvo
manly	0.698	0.633	0.846	mužný
manna	0.698	0.294	0.544	manna
manned	0.551	0.588	0.484	obsazený
mannequin	0.427	0.302	0.295	manekýn
manner	0.618	0.250	0.320	způsob
mannered	0.469	0.556	0.291	vychovaný
manners	0.816	0.284	0.517	mravy
manor	0.646	0.358	0.738	panství
manpower	0.531	0.620	0.543	pracovní síla
mansion	0.847	0.490	0.717	sídlo
mansions	0.735	0.529	0.777	panská sídla
manslaughter	0.090	0.920	0.473	zabití
mantel	0.500	0.265	0.471	výklenek krbu
mantis	0.480	0.355	0.421	kudlanka
mantle	0.510	0.269	0.422	plášť
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	manuál
manufacture	0.868	0.703	0.780	výroba
manufacturer	0.688	0.537	0.830	výrobce
manufacturing	0.653	0.613	0.804	výrobní
manure	0.250	0.471	0.241	hnůj
manuscript	0.510	0.208	0.540	rukopis
map	0.561	0.229	0.463	mapa
maple	0.541	0.390	0.339	javor
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	maratón
marble	0.604	0.212	0.667	mramor
marbled	0.396	0.385	0.418	mramorované
marbles	0.714	0.345	0.241	kuličky
march	0.531	0.200	0.483	březen
mare	0.541	0.320	0.417	kobyla
margarine	0.530	0.316	0.333	margarín
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	okraj
marginal	0.235	0.644	0.345	okrajový
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	marihuana
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	námořní
mariner	0.652	0.491	0.676	námořník
