English Word	Valence	Arousal	Dominance	Irish Word
overlord	0.750	0.755	0.932	tiarna
overlying	0.500	0.519	0.691	forshuite
overpaid	0.429	0.670	0.585	ró-íoctha
overpass	0.562	0.561	0.565	overpass
overplayed	0.224	0.798	0.586	overplayed
overpower	0.448	0.859	0.783	róchumhacht
overpowering	0.392	0.779	0.589	overpowering
overpriced	0.271	0.556	0.472	róphraghas
overprotective	0.448	0.673	0.741	róchosanta
overrated	0.312	0.630	0.482	rórátáilte
overreact	0.306	0.912	0.471	overreact
override	0.316	0.491	0.529	shárú
overriding	0.240	0.490	0.384	ag dul thar fóir
overrule	0.224	0.412	0.429	smacht
overrun	0.271	0.764	0.598	dul thar fóir
oversee	0.541	0.649	0.778	maoirsiú
overseer	0.552	0.520	0.873	feitheoir
overshadow	0.333	0.549	0.654	scáil
oversight	0.385	0.618	0.723	maoirseacht
oversized	0.552	0.540	0.679	rómhór
overslept	0.408	0.315	0.300	oversleite
overstate	0.281	0.779	0.635	áibhéil
overstock	0.344	0.592	0.589	róstoc
overt	0.708	0.326	0.607	follasach
overtake	0.573	0.620	0.718	scoitheadh
overtaken	0.594	0.552	0.702	overtaken
overthemoon	0.643	0.531	0.481	overthemoon
overthinker	0.430	0.606	0.552	rósmaointeoir
overthinking	0.408	0.761	0.525	rósmaoineamh
overthrow	0.260	0.868	0.620	threascairt
overtime	0.447	0.504	0.529	thar am
overtired	0.210	0.357	0.273	traochta
overture	0.490	0.402	0.491	overture
overturn	0.240	0.765	0.396	seachrán
overview	0.615	0.380	0.539	forbhreathnú
overweight	0.052	0.500	0.389	róthrom
overwhelm	0.250	0.823	0.462	thar fóir
overwhelmed	0.341	0.680	0.348	faoi léigear
overwhelming	0.327	0.830	0.640	thar fóir
overworked	0.133	0.670	0.387	ró-oibrithe
overwrought	0.156	0.900	0.571	overwrought
overzealous	0.427	0.804	0.703	ró díograiseach
owe	0.500	0.429	0.386	chomaoin
owing	0.396	0.307	0.381	dlite
owl	0.520	0.270	0.321	ulchabhán
owner	0.776	0.449	0.920	úinéir
ownership	0.628	0.445	0.741	úinéireacht
ox	0.417	0.396	0.412	daimh
oxidation	0.453	0.415	0.211	ocsaídiúcháin
oxide	0.354	0.377	0.298	ocsaíd
oxygen	0.908	0.310	0.575	ocsaigine
oxymoron	0.427	0.481	0.398	ocsamóin
oyster	0.500	0.311	0.327	oisrí
ozone	0.560	0.345	0.518	ózóin
pace	0.510	0.380	0.390	luas
pacemaker	0.448	0.569	0.582	luasaire
pacific	0.627	0.118	0.580	an tAigéan Ciúin
pacified	0.802	0.194	0.414	sámh
pacifier	0.615	0.342	0.356	pacifier
pacifist	0.663	0.153	0.557	paciste
pacify	0.812	0.283	0.629	suaimhneas
pacing	0.583	0.551	0.491	ag luascadh
pack	0.510	0.347	0.475	paca
package	0.571	0.433	0.443	pacáiste
packaging	0.604	0.393	0.549	pacáistiú
packer	0.520	0.480	0.537	pacálaí
packet	0.582	0.385	0.407	paicéad
pact	0.442	0.444	0.593	comhaontú
pad	0.684	0.279	0.330	ceap
padded	0.606	0.212	0.371	padded
padding	0.561	0.398	0.423	stuáil
paddle	0.561	0.375	0.393	stuáil
paddle boat	0.663	0.373	0.415	bád paddle
paddock	0.480	0.429	0.481	padóg
paddy	0.653	0.330	0.330	Paddy
padlock	0.459	0.284	0.457	glas eochaircheap
padre	0.684	0.407	0.647	padre
paean	0.552	0.547	0.471	paean
pagan	0.292	0.578	0.542	págánach
paganism	0.240	0.640	0.411	paganachas
page	0.677	0.224	0.278	leathanach
pageant	0.719	0.667	0.651	leathanach
pager	0.510	0.526	0.554	glaoire
pagination	0.459	0.333	0.400	leathanach
paging	0.542	0.398	0.423	glaoireachta
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	pail
pain	0.012	0.765	0.395	pian
pained	0.112	0.500	0.250	pianta
painful	0.050	0.742	0.330	pianmhar
painfully	0.156	0.720	0.407	go pianmhar
painkiller	0.487	0.312	0.481	painkiller
painless	0.785	0.173	0.491	gan phian
pains	0.106	0.673	0.362	pianta
painstaking	0.396	0.335	0.386	dian
paint	0.667	0.343	0.413	péint
paintball	0.615	0.745	0.537	liathróid péinte
paintbrush	0.714	0.226	0.353	scuab péinte
painted	0.667	0.333	0.424	péinteáilte
painter	0.677	0.366	0.487	péintéir
painting	0.792	0.324	0.333	péinteáil
pair	0.552	0.317	0.304	péire
paisley	0.531	0.327	0.347	paisli
pajama	0.908	0.157	0.245	pajama
pajamas	0.719	0.170	0.264	pitseámaí
pal	0.812	0.426	0.596	cara
palace	0.878	0.510	0.804	pálás
palatable	0.823	0.500	0.594	blasta
palate	0.625	0.350	0.358	carball scoilte
pale	0.281	0.259	0.245	pale
paleontology	0.438	0.308	0.617	paleontology
palette	0.590	0.333	0.205	pailéad
pall	0.277	0.387	0.394	paill
palladium	0.470	0.380	0.393	pallaidiam
pallet	0.604	0.241	0.349	phailléid
palliative	0.548	0.394	0.518	maolaitheach
palm	0.531	0.194	0.340	pailme
palmer	0.480	0.269	0.413	pailme
palomino	0.616	0.349	0.396	pailimín
palpable	0.552	0.343	0.611	infheicthe
palpitations	0.417	0.702	0.528	palpitations
palsy	0.083	0.446	0.221	pairilis
paltry	0.333	0.491	0.320	paltry
pamper	0.792	0.321	0.348	pamper
pamphlet	0.530	0.250	0.327	paimfléad
pan	0.734	0.182	0.364	pan
panacea	0.420	0.427	0.613	uile-íoc
panache	0.510	0.363	0.306	panache
pancake	0.802	0.274	0.364	pancóg
pancakes	0.844	0.373	0.402	pancóga
pancreas	0.469	0.302	0.366	briseán
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	paindéim
pandemonium	0.229	0.885	0.500	pandemonium
pane	0.385	0.250	0.444	phána
panel	0.469	0.321	0.425	painéal
pang	0.146	0.595	0.455	pang
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	scaoll
panicattack	0.255	0.724	0.386	ionsaí scaoll
panicked	0.100	0.949	0.260	scaoll
panicking	0.094	0.882	0.333	ag scaoll
panicky	0.284	0.962	0.393	scaoll
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	lánléargas
panoramic	0.542	0.462	0.684	lánléargais
pansy	0.653	0.283	0.589	pansy
pant	0.448	0.463	0.409	pant
pantheon	0.144	0.410	0.610	pantheon
panther	0.303	0.594	0.682	panther
panties	0.594	0.529	0.312	mionbhrístíní
pantomime	0.552	0.481	0.385	pantomaim
pantry	0.622	0.294	0.312	pantry
pants	0.673	0.320	0.333	pants
panty	0.451	0.557	0.303	panty
pantyhose	0.570	0.539	0.250	pantyhose
pap	0.438	0.403	0.302	pág
papa	0.656	0.340	0.527	phápa
papacy	0.481	0.263	0.553	papacy
papal	0.493	0.304	0.559	pápa
papaya	0.630	0.306	0.300	papaya
paper	0.520	0.123	0.293	páipéar
paperback	0.633	0.269	0.314	bog páipéar
paperboy	0.521	0.490	0.471	paipéir
paperweight	0.421	0.278	0.433	meáchan páipéir
paperwork	0.448	0.355	0.422	páipéarachas
paprika	0.417	0.250	0.264	paprika
papyrus	0.459	0.240	0.324	paipír
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	parabal
parabola	0.542	0.413	0.620	parabóil
parabolic	0.459	0.509	0.500	parabolic
parachute	0.562	0.787	0.564	paraisiúit
parade	0.792	0.685	0.509	pharáid
paradigm	0.573	0.429	0.779	paradigm
paradise	0.875	0.540	0.796	Paradise
paradox	0.417	0.442	0.482	paradacsa
paradoxical	0.406	0.547	0.433	paradoxical
paraffin	0.426	0.291	0.343	pairifín
paragon	0.490	0.431	0.473	paragon
paragraph	0.510	0.164	0.269	alt
parakeet	0.576	0.387	0.227	parakeet
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	parallax
parallel	0.568	0.284	0.465	comhthreomhar
parallelism	0.549	0.363	0.527	comhthreomhaireacht
paralysis	0.156	0.500	0.305	pairilis
paralyze	0.188	0.367	0.471	pairilis
paramedic	0.673	0.464	0.636	paraimhíochaine
paramedics	0.479	0.594	0.712	paraimhíochaineoirí
paramilitary	0.154	0.804	0.727	paraimíleata
paramount	0.771	0.615	0.902	fíorthábhachtach
paranoia	0.146	0.841	0.407	paranóia
paranoid	0.122	0.918	0.364	paranóideach
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	uchtbhalla
paraphernalia	0.443	0.726	0.509	paraphernalia
paraphrase	0.500	0.375	0.444	athinsint
paraplegic	0.188	0.441	0.321	paraplegic
parasite	0.092	0.442	0.324	seadán
parasitic	0.037	0.600	0.364	seadán
parasol	0.604	0.255	0.304	parasol
parcel	0.660	0.324	0.411	beartán
parcels	0.551	0.445	0.418	beartáin
parched	0.250	0.235	0.255	pár
parchment	0.615	0.228	0.455	pár
pardon	0.552	0.413	0.542	pardún
pare	0.500	0.356	0.309	par
parenchyma	0.500	0.399	0.595	parenchyma
parent	0.812	0.357	0.860	tuismitheoir
parentage	0.903	0.382	0.595	tuismíocht
parental	0.760	0.430	0.627	tuismitheora
parenthesis	0.510	0.255	0.380	lúibíní
parenthetical	0.490	0.327	0.391	tuismeach
parenthood	0.750	0.630	0.782	tuismíocht
parenting	0.812	0.520	0.676	tuismitheoireachta
pariah	0.397	0.478	0.293	pariah
parietal	0.481	0.333	0.491	pairteach
paring	0.429	0.441	0.324	paráil
parish	0.698	0.354	0.582	paróiste
parity	0.582	0.406	0.407	paireacht
park	0.816	0.343	0.414	pháirc
parka	0.469	0.481	0.395	páirce
parking	0.777	0.469	0.510	páirceáil
parkinsons	0.104	0.570	0.373	páirceanna
parlance	0.510	0.350	0.462	parlance
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	Pharlaimint
parliamentary	0.490	0.554	0.755	parlaiminte
parlor	0.500	0.327	0.366	parlús
parmesan	0.698	0.321	0.382	parmesan
parody	0.561	0.651	0.375	scigaithris
parole	0.388	0.620	0.526	parúil
parquet	0.541	0.240	0.422	iontlaise
parrot	0.588	0.333	0.292	parrot
parry	0.510	0.404	0.436	parry
parse	0.469	0.456	0.667	pharsáil
parsimonious	0.417	0.312	0.446	parsimonious
parsimony	0.449	0.280	0.403	peirsil
parsley	0.458	0.170	0.291	peirsil
parson	0.583	0.250	0.615	parson
part	0.663	0.278	0.360	chuid
partake	0.755	0.656	0.629	páirt a ghlacadh
partial	0.429	0.324	0.348	páirteach
partiality	0.375	0.380	0.490	chlaontacht
partially	0.418	0.368	0.396	go páirteach
participant	0.712	0.598	0.613	rannpháirtí
participate	0.755	0.580	0.684	páirt a ghlacadh
participation	0.781	0.700	0.702	rannpháirtíocht
particle	0.521	0.265	0.438	cáithnín
particular	0.562	0.402	0.552	ar leith
particularity	0.670	0.434	0.586	sainiúlacht
particulars	0.604	0.348	0.525	sonraí
parting	0.260	0.542	0.353	scaradh
partisan	0.615	0.549	0.669	páirtíneach
partisanship	0.438	0.566	0.551	páirtíneach
partition	0.615	0.469	0.567	críochdheighilte
partly	0.415	0.410	0.396	go páirteach
partner	0.673	0.302	0.586	comhpháirtí
partnership	0.786	0.387	0.545	comhpháirtíocht
partridge	0.583	0.415	0.250	partridge
parts	0.459	0.327	0.392	páirteanna
party	0.948	0.840	0.547	cóisir
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	pas
passable	0.688	0.337	0.633	inaistrithe
passage	0.429	0.314	0.370	sliocht
passageway	0.490	0.389	0.400	pasáiste
passe	0.531	0.357	0.426	pas
passenger	0.717	0.413	0.481	paisinéir
passim	0.458	0.491	0.333	pasim
passing	0.458	0.298	0.509	ag rith
passion	0.854	0.865	0.728	paisean
passionate	0.990	0.827	0.731	paiseanta
passive	0.420	0.116	0.241	éighníomhach
passivity	0.241	0.115	0.246	fhulangacht
passkey	0.646	0.500	0.791	pasfhocal
passport	0.653	0.457	0.682	pas
password	0.390	0.356	0.559	pasfhocal
past	0.490	0.422	0.311	caite
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	greamaigh
pastel	0.719	0.357	0.367	pastail
pastime	0.677	0.353	0.443	caitheamh aimsire
pastor	0.698	0.236	0.746	sagart
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	taosrán
pasture	0.688	0.145	0.170	féarach
pasty	0.479	0.363	0.375	taosg
pat	0.418	0.377	0.340	Pádraig
patch	0.439	0.288	0.283	paiste
patchwork	0.500	0.260	0.325	bhreacachan
pate	0.406	0.260	0.260	pait
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	paitinn
patented	0.571	0.422	0.685	paitinnithe
paternal	0.776	0.353	0.755	athar
paternity	0.704	0.590	0.806	atharthacht
path	0.590	0.245	0.421	cosán
pathetic	0.088	0.464	0.139	foighneach
pathological	0.220	0.602	0.580	paiteolaíocha
pathologist	0.354	0.552	0.585	paiteolaí
pathology	0.271	0.560	0.558	paiteolaíocht
pathos	0.350	0.449	0.462	cos ar bolg
pathway	0.646	0.410	0.519	cosán
patience	0.771	0.125	0.387	foighne
patient	0.583	0.193	0.340	othar
patio	0.562	0.245	0.402	paitió
patriarch	0.592	0.448	0.898	patriarch
patriarchal	0.531	0.500	0.857	patriarchal
patrimony	0.719	0.406	0.740	patrimony
patriot	0.771	0.635	0.886	tírghráthóir
patriotic	0.875	0.509	0.933	tírghrá
patriotism	0.708	0.635	0.848	tírghrá
patrol	0.427	0.664	0.736	patróil
patrolman	0.469	0.731	0.884	patróil
patron	0.583	0.451	0.870	pátrún
patronage	0.583	0.490	0.583	pátrúnacht
patronising	0.439	0.455	0.582	pátrúnach
patronize	0.430	0.451	0.591	pátrúnacht
patronizing	0.542	0.365	0.529	pátrúnach
patter	0.312	0.635	0.451	patrún
pattern	0.479	0.422	0.664	patrún
paucity	0.153	0.453	0.175	ganntanas
pauper	0.260	0.347	0.151	papaire
pause	0.429	0.188	0.264	sos
pave	0.594	0.490	0.509	pábháil
pavement	0.460	0.353	0.475	cosán
pavilion	0.583	0.500	0.770	pailliún
paving	0.408	0.469	0.545	pábháil
paw	0.417	0.360	0.286	lapa
pawn	0.390	0.321	0.187	saighdiúir
pawnshop	0.396	0.439	0.519	siopa gealltóireachta
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	pá
payable	0.385	0.480	0.606	iníoctha
payback	0.459	0.500	0.567	aisíocaíocht
paycheck	0.896	0.630	0.652	íoc-íoc
payday	0.833	0.741	0.571	páighe
payer	0.313	0.630	0.638	íocóir
payload	0.612	0.510	0.682	pálasta
payment	0.629	0.452	0.643	íocaíocht
payoff	0.740	0.644	0.673	íoc as
payout	0.646	0.600	0.575	íocaíocht amach
payphone	0.469	0.360	0.370	fón pá
payroll	0.521	0.360	0.549	párolla
pea	0.580	0.275	0.298	piseanna
peace	0.939	0.156	0.613	síocháin
peaceable	0.776	0.134	0.453	suaimhneach
peaceful	0.867	0.108	0.569	suaimhneach
peacefully	0.901	0.190	0.639	go suaimhneach
peacekeeper	0.865	0.320	0.644	coimeádaí síochána
peaceofmind	0.786	0.160	0.519	suaimhneas intinne
peacetime	0.949	0.180	0.579	suaimhneas
peach	0.704	0.480	0.272	péitseog
peachy	0.755	0.479	0.388	péitseog
peacock	0.786	0.449	0.458	péacóg
peak	0.500	0.345	0.431	buaic
peaked	0.677	0.704	0.857	buaic
peanut	0.646	0.202	0.246	peanut
peanuts	0.542	0.294	0.324	peanuts
pear	0.677	0.158	0.241	piorra
pearl	0.905	0.425	0.642	péarla
pearly	0.635	0.337	0.373	péarlach
peas	0.542	0.283	0.310	piseanna
peasant	0.530	0.275	0.407	tuathánach
peat	0.333	0.655	0.504	móin
pebble	0.354	0.353	0.287	méaróg
pecan	0.552	0.316	0.358	pecan
peck	0.202	0.530	0.321	peic
pecker	0.459	0.509	0.375	peicear
peculiar	0.600	0.491	0.564	aisteach
peculiarities	0.511	0.460	0.528	peculiarities
peculiarity	0.439	0.452	0.652	peculiarity
peculiarly	0.615	0.450	0.454	go háirithe
pecuniary	0.490	0.490	0.500	airgid
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedantic
peddle	0.539	0.549	0.538	peddle
peddler	0.408	0.481	0.390	peddler
pedestal	0.735	0.284	0.579	pedestal
pedestrian	0.438	0.360	0.448	coisithe
pediatric	0.560	0.462	0.490	péidiatraiceach
pediatrician	0.602	0.500	0.627	péidiatraí
pediatrics	0.750	0.380	0.596	péidiatraiceach
pedicure	0.695	0.269	0.296	pedicure
pedigree	0.625	0.340	0.609	pedigree
pedometer	0.469	0.561	0.405	pedometer
pedophile	0.051	0.724	0.430	pedophile
pee	0.449	0.529	0.391	peic
peek	0.486	0.360	0.411	peic
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	craiceann
peep	0.573	0.317	0.269	peep
peeper	0.182	0.537	0.343	piobair
peephole	0.479	0.500	0.310	peephole
peer	0.458	0.321	0.569	piaraí
peering	0.514	0.409	0.451	ag breathnú
peerless	0.688	0.450	0.462	gan phiara
peeved	0.156	0.750	0.467	peeved
peg	0.520	0.357	0.393	peig
pegs	0.408	0.286	0.386	pionnaí
peice	0.479	0.422	0.398	peice
pelagic	0.521	0.554	0.491	peiligeach
pelican	0.573	0.391	0.380	peileacánach
pellet	0.448	0.390	0.466	millíní
pelvic	0.320	0.632	0.373	pelvic
pelvis	0.378	0.618	0.380	pelvis
pen	0.622	0.194	0.250	peann
penal	0.208	0.565	0.610	pionósach
penalty	0.062	0.490	0.240	pionós
penance	0.219	0.667	0.463	aithrighe
penchant	0.688	0.480	0.609	penchant
pencil	0.552	0.200	0.263	peann luaidhe
pendant	0.676	0.321	0.385	siogairlín
pendency	0.396	0.452	0.472	spleáchas
pendent	0.470	0.380	0.425	pendant
pending	0.396	0.441	0.473	ar feitheamh
pendulum	0.542	0.368	0.434	luascadán
penetrate	0.287	0.877	0.732	treá
penetrating	0.469	0.792	0.782	treáiteach
penetration	0.438	0.885	0.792	treá
penguin	0.615	0.296	0.307	piongain
penicillin	0.417	0.431	0.566	peinicillin
penile	0.490	0.736	0.491	penile
peninsula	0.551	0.384	0.627	leithinis
penis	0.354	0.810	0.556	bod
penitent	0.542	0.530	0.508	aithreach
penitentiary	0.229	0.726	0.491	pionta
penmanship	0.677	0.284	0.509	peannaireacht
pennant	0.542	0.380	0.426	pingin
penniless	0.062	0.316	0.083	gan phingin
penny	0.615	0.302	0.324	pingin
pension	0.625	0.409	0.406	pinsean
pensioner	0.440	0.245	0.442	pinsinéir
pensive	0.540	0.220	0.529	pensive
pentagon	0.490	0.636	0.774	peinteagán
pentagram	0.510	0.433	0.466	peinteagram
penthouse	0.592	0.430	0.395	penthouse
penultimate	0.469	0.366	0.255	leathdhéanach
people	0.604	0.400	0.500	daoine
peopled	0.594	0.450	0.679	daoined
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	piobar
peppermint	0.720	0.264	0.271	lus an phiobair
pepperoni	0.796	0.472	0.358	piobarán
peppy	0.677	0.529	0.438	piobair
peptic	0.398	0.463	0.362	peipteach
peptide	0.380	0.480	0.411	peptide
perceive	0.653	0.490	0.655	bhrath
percent	0.470	0.350	0.356	faoin gcéad
percentage	0.469	0.400	0.553	céatadán
percentile	0.479	0.410	0.390	peircintíl
perceptible	0.710	0.460	0.620	inbhraite
perception	0.653	0.481	0.655	dearcadh
perceptive	0.745	0.500	0.741	perceptive
perch	0.531	0.300	0.314	péirse
perchance	0.480	0.224	0.298	perchance
percolation	0.397	0.417	0.415	síothlú
percussion	0.622	0.635	0.642	cnaguirlisí
perdition	0.135	0.656	0.496	truaill
peremptory	0.429	0.426	0.606	suarach
perennial	0.527	0.358	0.500	ilbhliantúil
perfect	0.980	0.471	0.870	foirfe
perfection	0.881	0.745	0.934	foirfeachta
perfectionist	0.667	0.704	0.905	foirfeachta
perfecto	0.802	0.567	0.889	foirfe
perforated	0.219	0.607	0.344	bréifneach
perforation	0.365	0.668	0.578	perforation
perforce	0.357	0.689	0.354	perforce
perform	0.765	0.555	0.773	feidhmiú
performance	0.750	0.520	0.672	feidhmíocht
performer	0.541	0.530	0.708	oirfideach
perfume	0.740	0.472	0.463	cumhrán
perfumed	0.816	0.471	0.509	cumhraithe
peri	0.448	0.433	0.370	peiriú
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	guais
perilous	0.143	0.862	0.575	contúirteach
perimeter	0.470	0.443	0.555	imlíne
period	0.396	0.324	0.588	tréimhse
periodic	0.677	0.324	0.508	tréimhsiúil
periodical	0.550	0.298	0.430	tréimhseachán
periodically	0.480	0.314	0.515	go tréimhsiúil
periodicity	0.646	0.324	0.645	tréimhsiúlacht
peripheral	0.406	0.406	0.549	imeallach
periphery	0.469	0.360	0.366	imeall
periscope	0.604	0.375	0.609	peireascóip
perish	0.296	0.570	0.415	bás
perishable	0.270	0.464	0.354	meatacha
perished	0.135	0.596	0.225	básaithe
perishing	0.229	0.423	0.148	básaithe
perjury	0.229	0.686	0.409	mionnú éithigh
perk	0.903	0.519	0.682	pionta
perky	0.896	0.792	0.673	perky
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	buanseasmhacht
permanent	0.745	0.345	0.736	buan
permeable	0.635	0.402	0.495	tréscaoilteach
permeate	0.417	0.410	0.407	tréanáil
permeation	0.418	0.559	0.536	tréscaoilteacht
permissible	0.684	0.646	0.612	ceadaithe
permission	0.612	0.311	0.580	cead
permissive	0.633	0.389	0.413	ceadaitheach
permit	0.733	0.349	0.518	cead
permitted	0.865	0.410	0.613	ceadaithe
permitting	0.724	0.481	0.661	ag ceadú
permutation	0.385	0.588	0.500	iomalartú
pernicious	0.229	0.600	0.382	millteach
peroxide	0.458	0.529	0.510	sárocsaíd
perpendicular	0.510	0.398	0.439	ingearach
perpetrate	0.327	0.837	0.732	déanamh
perpetrator	0.229	0.765	0.538	coire
perpetual	0.625	0.438	0.741	suthain
perpetually	0.510	0.473	0.868	go brách
perpetuate	0.397	0.588	0.788	buan
perpetuation	0.510	0.677	0.716	suthain
perpetuity	0.590	0.434	0.759	suthain
perplexed	0.312	0.705	0.318	perplexed
perplexing	0.316	0.530	0.362	perplexing
perplexity	0.275	0.720	0.500	perplexity
persecute	0.281	0.873	0.509	géarleanúint
persecution	0.229	0.865	0.660	géarleanúint
perseverance	0.888	0.630	0.796	buanseasmhacht
persevere	0.802	0.583	0.937	buanseasmhach
persist	0.765	0.644	0.727	seasfaidh siad
persistence	0.684	0.611	0.873	marthanachta
persistent	0.646	0.667	0.815	leanúnach
persisting	0.697	0.677	0.745	leanúnach
person	0.646	0.363	0.596	duine
persona	0.741	0.480	0.743	pearsana
personable	0.816	0.520	0.637	pearsanta
personage	0.653	0.324	0.698	pearsantacht
personal	0.750	0.311	0.467	pearsanta
personality	0.896	0.513	0.790	pearsantacht
personification	0.760	0.471	0.691	pearsanú
personnel	0.729	0.344	0.587	pearsanra
persons	0.869	0.302	0.588	daoine
perspective	0.688	0.470	0.704	peirspictíocht
perspiration	0.385	0.667	0.490	perspiration
persuade	0.620	0.618	0.709	a chur ina luí
persuasion	0.612	0.670	0.537	áitimh
persuasive	0.740	0.700	0.657	áititheach
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	ábhartha
perturbation	0.270	0.840	0.500	suaitheadh
pertussis	0.279	0.569	0.386	pertussis
perusal	0.622	0.235	0.543	perusal
peruse	0.503	0.270	0.439	peruse
pervading	0.418	0.684	0.728	pervading
perverse	0.146	0.808	0.464	claon
perversion	0.083	0.830	0.490	perversion
pervert	0.082	0.863	0.500	shaobhadh
perverted	0.062	0.918	0.436	shaobhadh
pesky	0.250	0.760	0.431	pesky
pessimism	0.083	0.484	0.264	pessimism
pessimist	0.125	0.470	0.218	pessimist
pessimistic	0.088	0.394	0.236	Doirbh
pest	0.188	0.680	0.452	lotnaid
pester	0.143	0.780	0.385	péist
pestilence	0.122	0.660	0.283	plaigh
pestle	0.427	0.463	0.426	pestle
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	peata
petal	0.810	0.194	0.211	peitil
petite	0.510	0.354	0.245	petite
petition	0.498	0.575	0.415	achainí
petitioner	0.601	0.531	0.566	achainíoch
petloss	0.271	0.481	0.424	petloss
petpeeve	0.375	0.594	0.392	peasair
petrified	0.221	0.625	0.232	peitriúil
petrify	0.177	0.571	0.447	caosach
petrol	0.418	0.519	0.577	peitril
petroleum	0.583	0.451	0.640	peitriliam
petticoat	0.550	0.396	0.351	peata
petting	0.812	0.462	0.480	petting
petty	0.210	0.537	0.236	beagáinín
petulant	0.247	0.685	0.491	petulant
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	pew
pewter	0.396	0.260	0.321	péatar
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	phalanx
phantom	0.260	0.759	0.448	phantom
pharaoh	0.656	0.491	0.798	pharaoh
pharmaceutical	0.500	0.435	0.562	cógaisíochta
pharmacist	0.592	0.382	0.648	poitigéir
pharmacology	0.560	0.440	0.526	cógaseolaíocht
pharmacy	0.531	0.337	0.542	cógaslann
phase	0.645	0.300	0.482	chéim
pheasant	0.541	0.362	0.292	piasún
phenomenal	0.915	0.750	0.918	iontach
