English Word	Valence	Arousal	Dominance	Filipino Word
pensioner	0.440	0.245	0.442	pensiyonado
pensive	0.540	0.220	0.529	nag-iisip
pentagon	0.490	0.636	0.774	pentagon
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	penthouse
penultimate	0.469	0.366	0.255	penultimate
people	0.604	0.400	0.500	mga tao
peopled	0.594	0.450	0.679	peopled
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	paminta
peppermint	0.720	0.264	0.271	peppermint
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	masigla
peptic	0.398	0.463	0.362	peptic
peptide	0.380	0.480	0.411	peptide
perceive	0.653	0.490	0.655	maramdaman
percent	0.470	0.350	0.356	porsyento
percentage	0.469	0.400	0.553	porsyento
percentile	0.479	0.410	0.390	percentile
perceptible	0.710	0.460	0.620	mahahalata
perception	0.653	0.481	0.655	pang-unawa
perceptive	0.745	0.500	0.741	perceptive
perch	0.531	0.300	0.314	dumapo
perchance	0.480	0.224	0.298	malamang
percolation	0.397	0.417	0.415	percolation
percussion	0.622	0.635	0.642	pagtambulin
perdition	0.135	0.656	0.496	kapahamakan
peremptory	0.429	0.426	0.606	walang kabuluhan
perennial	0.527	0.358	0.500	pangmatagalan
perfect	0.980	0.471	0.870	perpekto
perfection	0.881	0.745	0.934	pagiging perpekto
perfectionist	0.667	0.704	0.905	perfectionist
perfecto	0.802	0.567	0.889	perfecto
perforated	0.219	0.607	0.344	butas-butas
perforation	0.365	0.668	0.578	pagbubutas
perforce	0.357	0.689	0.354	pilitin
perform	0.765	0.555	0.773	gumanap
performance	0.750	0.520	0.672	pagganap
performer	0.541	0.530	0.708	tagaganap
perfume	0.740	0.472	0.463	pabango
perfumed	0.816	0.471	0.509	pinabanguhan
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	panganib
perilous	0.143	0.862	0.575	delikado
perimeter	0.470	0.443	0.555	perimeter
period	0.396	0.324	0.588	panahon
periodic	0.677	0.324	0.508	pana-panahon
periodical	0.550	0.298	0.430	periodical
periodically	0.480	0.314	0.515	pana-panahon
periodicity	0.646	0.324	0.645	periodicity
peripheral	0.406	0.406	0.549	paligid
periphery	0.469	0.360	0.366	paligid
periscope	0.604	0.375	0.609	periskop
perish	0.296	0.570	0.415	mapahamak
perishable	0.270	0.464	0.354	nabubulok
perished	0.135	0.596	0.225	nasawi
perishing	0.229	0.423	0.148	namamatay
perjury	0.229	0.686	0.409	pagsisinungaling
perk	0.903	0.519	0.682	perk
perky	0.896	0.792	0.673	masigla
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	pagiging permanente
permanent	0.745	0.345	0.736	permanente
permeable	0.635	0.402	0.495	natatagusan
permeate	0.417	0.410	0.407	tumagos
permeation	0.418	0.559	0.536	pagtagos
permissible	0.684	0.646	0.612	pinahihintulutan
permission	0.612	0.311	0.580	pahintulot
permissive	0.633	0.389	0.413	permissive
permit	0.733	0.349	0.518	pahintulot
permitted	0.865	0.410	0.613	pinahihintulutan
permitting	0.724	0.481	0.661	pinahihintulutan
permutation	0.385	0.588	0.500	permutasyon
pernicious	0.229	0.600	0.382	nakapipinsala
peroxide	0.458	0.529	0.510	peroxide
perpendicular	0.510	0.398	0.439	patayo
perpetrate	0.327	0.837	0.732	isagawa
perpetrator	0.229	0.765	0.538	salarin
perpetual	0.625	0.438	0.741	walang hanggan
perpetually	0.510	0.473	0.868	magpakailanman
perpetuate	0.397	0.588	0.788	ipagpatuloy
perpetuation	0.510	0.677	0.716	pagpapatuloy
perpetuity	0.590	0.434	0.759	walang hanggan
perplexed	0.312	0.705	0.318	naguguluhan
perplexing	0.316	0.530	0.362	nakakalito
perplexity	0.275	0.720	0.500	pagkalito
persecute	0.281	0.873	0.509	usigin
persecution	0.229	0.865	0.660	pag-uusig
perseverance	0.888	0.630	0.796	tiyaga
persevere	0.802	0.583	0.937	magtiyaga
persist	0.765	0.644	0.727	magpumilit
persistence	0.684	0.611	0.873	pagpupursige
persistent	0.646	0.667	0.815	tuloy-tuloy
persisting	0.697	0.677	0.745	nagpapatuloy
person	0.646	0.363	0.596	tao
persona	0.741	0.480	0.743	katauhan
personable	0.816	0.520	0.637	personalable
personage	0.653	0.324	0.698	katauhan
personal	0.750	0.311	0.467	personal
personality	0.896	0.513	0.790	pagkatao
personification	0.760	0.471	0.691	personipikasyon
personnel	0.729	0.344	0.587	tauhan
persons	0.869	0.302	0.588	mga tao
perspective	0.688	0.470	0.704	pananaw
perspiration	0.385	0.667	0.490	pagpapawis
persuade	0.620	0.618	0.709	manghikayat
persuasion	0.612	0.670	0.537	panghihikayat
persuasive	0.740	0.700	0.657	mapanghikayat
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	may kinalaman
perturbation	0.270	0.840	0.500	kaguluhan
pertussis	0.279	0.569	0.386	pertussis
perusal	0.622	0.235	0.543	pagbabasa
peruse	0.503	0.270	0.439	bumasang mabuti
pervading	0.418	0.684	0.728	lumaganap
perverse	0.146	0.808	0.464	baliw
perversion	0.083	0.830	0.490	kabuktutan
pervert	0.082	0.863	0.500	pervert
perverted	0.062	0.918	0.436	baluktot
pesky	0.250	0.760	0.431	nakakainis
pessimism	0.083	0.484	0.264	pesimismo
pessimist	0.125	0.470	0.218	pesimista
pessimistic	0.088	0.394	0.236	pesimista
pest	0.188	0.680	0.452	peste
pester	0.143	0.780	0.385	manggulo
pestilence	0.122	0.660	0.283	salot
pestle	0.427	0.463	0.426	halo
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	alagang hayop
petal	0.810	0.194	0.211	talulot
petite	0.510	0.354	0.245	maliit
petition	0.498	0.575	0.415	petisyon
petitioner	0.601	0.531	0.566	nagpetisyon
petloss	0.271	0.481	0.424	petloss
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	nababato
petrify	0.177	0.571	0.447	mabango
petrol	0.418	0.519	0.577	gasolina
petroleum	0.583	0.451	0.640	petrolyo
petticoat	0.550	0.396	0.351	petticoat
petting	0.812	0.462	0.480	naglalambing
petty	0.210	0.537	0.236	maliit
petulant	0.247	0.685	0.491	makulit
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	pew
pewter	0.396	0.260	0.321	pyuter
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	phalanx
phantom	0.260	0.759	0.448	multo
pharaoh	0.656	0.491	0.798	pharaoh
pharmaceutical	0.500	0.435	0.562	pharmaceutical
pharmacist	0.592	0.382	0.648	parmasyutiko
pharmacology	0.560	0.440	0.526	pharmacology
pharmacy	0.531	0.337	0.542	parmasya
phase	0.645	0.300	0.482	yugto
pheasant	0.541	0.362	0.292	pheasant
phenomenal	0.915	0.750	0.918	kahanga-hanga
phenomenon	0.625	0.721	0.848	kababalaghan
pheromone	0.561	0.573	0.561	pheromone
phew	0.531	0.429	0.302	Phew
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	mapagkawanggawa
philanthropist	0.704	0.463	0.623	pilantropo
philanthropy	0.745	0.412	0.801	pagkakawanggawa
philistine	0.390	0.500	0.491	pilitin
philosopher	0.684	0.316	0.720	pilosopo
philosophic	0.688	0.270	0.655	pilosopo
philosophical	0.719	0.275	0.713	pilosopo
philosophy	0.684	0.255	0.640	pilosopiya
phlegm	0.173	0.394	0.240	plema
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	phobia
phoenix	0.653	0.481	0.594	phoenix
phone	0.729	0.344	0.418	telepono
phonetic	0.542	0.435	0.536	phonetic
phonetics	0.646	0.425	0.519	phonetics
phonics	0.490	0.519	0.455	palabigkasan
phonograph	0.561	0.398	0.565	ponograpo
phonology	0.695	0.402	0.512	ponolohiya
phony	0.115	0.592	0.202	huwad
phooey	0.333	0.490	0.352	phooey
phosphate	0.500	0.306	0.407	pospeyt
phosphor	0.438	0.480	0.427	pospor
phosphorus	0.429	0.539	0.370	posporus
photo	0.729	0.327	0.431	larawan
photogenic	0.780	0.500	0.495	photogenic
photograph	0.677	0.353	0.358	litrato
photographer	0.714	0.481	0.562	photographer
photographic	0.761	0.429	0.564	photographic
photography	0.630	0.431	0.360	pagkuha ng litrato
photometry	0.417	0.456	0.436	photometry
photon	0.459	0.439	0.455	photon
phrase	0.630	0.264	0.314	parirala
phraseology	0.620	0.406	0.537	parirala
phylogeny	0.378	0.410	0.481	phylogeny
physical	0.750	0.520	0.607	pisikal
physical therapist	0.531	0.337	0.775	pisikal na therapist
physician	0.583	0.490	0.843	manggagamot
physicist	0.635	0.538	0.693	pisiko
physics	0.582	0.415	0.664	pisika
physiological	0.510	0.418	0.620	pisyolohikal
physiology	0.521	0.451	0.519	pisyolohiya
physique	0.643	0.500	0.543	pangangatawan
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	piyanista
piano	0.704	0.343	0.438	piano
piazza	0.625	0.471	0.472	piazza
piccolo	0.625	0.423	0.380	piccolo
pick	0.500	0.464	0.525	Pumili
picked	0.740	0.518	0.670	pinili
picker	0.534	0.340	0.609	tagapili
picket	0.365	0.615	0.451	piket
picketing	0.330	0.557	0.471	pagpicket
pickle	0.593	0.449	0.288	atsara
pickled	0.344	0.450	0.291	adobo
pickpocket	0.365	0.704	0.449	mandurukot
pickup	0.561	0.529	0.420	pulutin
picky	0.257	0.729	0.598	mapili
picnic	0.625	0.470	0.375	piknik
pictorial	0.704	0.481	0.476	pictorial
picture	0.714	0.308	0.462	larawan
pictures	0.653	0.240	0.405	mga larawan
picturesque	0.802	0.491	0.483	parang larawan
pie	0.880	0.402	0.368	pie
piece	0.646	0.245	0.367	piraso
piecemeal	0.615	0.269	0.319	unti-unti
pieceofshit	0.083	0.724	0.292	pieceofshit
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	pier
pierce	0.365	0.670	0.611	tumagos
piety	0.760	0.340	0.482	kabanalan
pig	0.343	0.368	0.324	baboy
pigeon	0.688	0.224	0.276	kalapati
piggy	0.541	0.365	0.412	piggy
piggyback	0.438	0.490	0.343	piggyback
pigheaded	0.271	0.472	0.358	may ulo ng baboy
piglet	0.540	0.443	0.250	biik
pigment	0.390	0.333	0.339	pigment
pigskin	0.347	0.449	0.300	balat ng baboy
pigsty	0.133	0.529	0.221	kulungan ng baboy
pike	0.427	0.410	0.452	pike
pile	0.461	0.320	0.539	bunton
piles	0.469	0.423	0.468	mga tambak
pileup	0.340	0.559	0.446	pileup
pilgrim	0.531	0.404	0.569	pilgrim
pilgrimage	0.708	0.522	0.625	paglalakbay sa banal na lugar
pill	0.573	0.407	0.368	tableta
pillage	0.240	0.685	0.375	pandarambong
pillar	0.583	0.330	0.684	haligi
pillbox	0.385	0.339	0.296	pillbox
pillow	0.663	0.128	0.195	unan
pillowcase	0.500	0.179	0.250	punda ng unan
pilot	0.688	0.680	0.736	piloto
pimp	0.146	0.700	0.536	bugaw
pimple	0.245	0.370	0.274	tagihawat
pin	0.438	0.346	0.390	pin
pinball	0.582	0.640	0.442	pinball
pinch	0.340	0.632	0.339	kurutin
pinching	0.250	0.788	0.345	pagkukurot
pine	0.583	0.225	0.312	pine
pineapple	0.677	0.316	0.245	pinya
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	ulo ng pino
pinhole	0.375	0.279	0.345	butas ng ipit
pinion	0.444	0.361	0.346	pinion
pink	0.806	0.269	0.471	kulay rosas
pinkie	0.663	0.265	0.269	pinkie
pinnacle	0.633	0.390	0.508	sumikat
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	ituro
pint	0.686	0.333	0.321	pinta
pinto	0.570	0.354	0.373	pinto
pinup	0.610	0.459	0.393	pinup
pioneer	0.796	0.618	0.802	pioneer
pious	0.698	0.306	0.426	makadiyos
pip	0.448	0.430	0.366	pip
pipe	0.541	0.340	0.330	tubo
piped	0.360	0.529	0.379	piped
pipeline	0.479	0.337	0.411	pipeline
piper	0.569	0.442	0.398	piper
pipette	0.480	0.403	0.418	pipette
piping	0.365	0.337	0.405	piping
pipsqueak	0.347	0.481	0.349	pipsqueak
pique	0.417	0.500	0.426	pique
piracy	0.296	0.792	0.567	pandarambong
piranha	0.219	0.799	0.575	piranha
pirate	0.156	0.740	0.559	pirata
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	umihi
pissed	0.102	0.888	0.543	asar
pissedoff	0.240	0.651	0.459	naiinis
pisser	0.378	0.547	0.398	asar
pissesmeoff	0.180	0.587	0.441	pissesmeoff
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	asar
pistachio	0.643	0.336	0.305	pistachio
pistol	0.170	0.900	0.677	baril
piston	0.398	0.480	0.500	piston
pit	0.408	0.396	0.278	hukay
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	pitch
pitcher	0.510	0.673	0.704	pitsel
pitchfork	0.312	0.580	0.529	pitchfork
pitfall	0.177	0.775	0.508	patibong
pith	0.458	0.350	0.596	pith
pithy	0.480	0.360	0.635	malungkot
pitiful	0.219	0.490	0.232	nakakaawa
pitted	0.358	0.653	0.470	pitted
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	pituitary
pity	0.160	0.398	0.114	kawawa naman
pivot	0.458	0.382	0.440	pivot
pivotal	0.582	0.471	0.536	mahalaga
pix	0.521	0.373	0.364	pix
pixie	0.562	0.537	0.325	pixie
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	pizzeria
placard	0.388	0.442	0.500	plakard
place	0.573	0.261	0.398	lugar
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	pagkakalagay
placenta	0.375	0.433	0.443	inunan
placid	0.640	0.317	0.491	kalmado
placket	0.408	0.231	0.228	placket
plagiarism	0.135	0.716	0.436	plagiarism
plague	0.083	0.596	0.355	salot
plaid	0.480	0.330	0.417	plaid
plain	0.500	0.167	0.311	payak
plainclothes	0.698	0.337	0.424	simpleng damit
plaintiff	0.365	0.806	0.711	nagsasakdal
plaintive	0.292	0.529	0.306	malungkot
plan	0.646	0.540	0.733	plano
plane	0.510	0.356	0.386	eroplano
planes	0.667	0.606	0.575	mga eroplano
planet	0.698	0.404	0.832	planeta
planetarium	0.704	0.462	0.655	planetarium
planetary	0.604	0.500	0.620	planetaryo
planets	0.724	0.318	0.658	mga planeta
plank	0.427	0.280	0.333	tabla
plankton	0.552	0.321	0.371	plankton
planned	0.740	0.385	0.729	binalak
planner	0.760	0.469	0.868	tagaplano
planning	0.894	0.462	0.705	pagpaplano
plant	0.730	0.180	0.371	halaman
plantation	0.573	0.585	0.575	plantasyon
planter	0.604	0.450	0.634	nagtatanim
planting	0.635	0.343	0.595	pagtatanim
plaque	0.520	0.333	0.420	plaka
plasma	0.474	0.398	0.360	plasma
plaster	0.438	0.264	0.255	plaster
plastic	0.490	0.269	0.320	plastik
plasticity	0.542	0.471	0.402	kaplastikan
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	plato
plateau	0.611	0.316	0.400	talampas
plated	0.562	0.458	0.457	nilagyan ng plated
platform	0.602	0.340	0.718	platform
plating	0.576	0.368	0.433	kalupkop
platinum	0.750	0.518	0.702	platinum
platonic	0.490	0.461	0.469	platonic
platoon	0.448	0.700	0.745	platun
platter	0.686	0.245	0.219	pinggan
plaudit	0.816	0.813	0.546	papuri
plausibility	0.705	0.451	0.570	pagiging makatotohanan
plausible	0.714	0.404	0.510	makatwiran
play	0.812	0.765	0.358	maglaro
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	playback
playbook	0.673	0.582	0.500	playbook
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	manlalaro
playful	0.892	0.688	0.463	mapaglaro
playground	0.888	0.620	0.435	palaruan
playhouse	0.719	0.729	0.426	playhouse
playmate	0.878	0.509	0.398	kalaro
playoff	0.622	0.716	0.550	playoff
playpen	0.698	0.481	0.475	playpen
playroom	0.844	0.661	0.380	playroom
plaything	0.708	0.602	0.277	laruan
playtime	0.760	0.596	0.566	oras ng laro
playwright	0.672	0.550	0.667	mandudula
plaza	0.690	0.346	0.529	plaza
plea	0.633	0.491	0.517	pagsusumamo
plead	0.177	0.596	0.195	pakiusap
pleasant	0.939	0.310	0.673	kaaya-aya
pleased	0.939	0.548	0.795	natutuwa
pleasing	0.917	0.449	0.788	nakalulugod
pleasurable	0.948	0.529	0.669	kasiya-siya
pleasure	0.939	0.740	0.682	kasiyahan
pleasures	0.896	0.654	0.705	kasiyahan
pleat	0.490	0.345	0.316	pleat
pleated	0.534	0.318	0.436	pleated
pledge	0.719	0.490	0.764	pangako
pledged	0.719	0.630	0.658	nangako
plenary	0.573	0.356	0.598	plenaryo
plentiful	0.833	0.735	0.745	sagana
plenty	0.827	0.612	0.824	marami
plenum	0.531	0.454	0.596	plenum
plethora	0.646	0.602	0.547	kalabisan
plexus	0.333	0.405	0.395	plexus
pliable	0.625	0.370	0.440	masunurin
plication	0.360	0.460	0.500	plikasyon
pliers	0.561	0.334	0.441	plays
plight	0.450	0.520	0.547	kalagayan
plinth	0.438	0.346	0.473	plinth
plodding	0.449	0.481	0.439	masungit
plop	0.385	0.475	0.349	plop
plot	0.469	0.567	0.510	balangkas
plough	0.677	0.427	0.458	araro
ploughed	0.438	0.420	0.431	inararo
plover	0.439	0.434	0.191	plover
plow	0.531	0.560	0.456	araro
plowed	0.552	0.490	0.355	inararo
plowing	0.562	0.531	0.518	nag-aararo
ploy	0.458	0.559	0.741	pakana
pluck	0.375	0.583	0.474	pumulot
plucky	0.816	0.817	0.880	masungit
plug	0.531	0.356	0.473	plug
plum	0.724	0.306	0.170	plum
plumage	0.656	0.286	0.284	balahibo
plumb	0.448	0.500	0.554	tubo
plumber	0.327	0.510	0.448	tubero
plumbing	0.469	0.427	0.441	pagtutubero
plume	0.469	0.323	0.375	balahibo
plummet	0.302	0.750	0.360	bumagsak
plump	0.385	0.480	0.387	matambok
plumper	0.406	0.429	0.353	mataba
plunder	0.125	0.894	0.574	pandarambong
plunge	0.307	0.690	0.550	plunge
plunger	0.365	0.510	0.373	plunger
plural	0.560	0.432	0.564	maramihan
plurality	0.683	0.473	0.587	maramihan
plush	0.625	0.265	0.318	plush
plutonium	0.406	0.675	0.731	plutonium
ply	0.458	0.320	0.324	sapin
plywood	0.561	0.245	0.380	playwud
pneumatic	0.337	0.520	0.500	niyumatik
pneumonia	0.208	0.608	0.324	pulmonya
poacher	0.240	0.673	0.612	poacher
poachers	0.315	0.857	0.632	mga poachers
poaching	0.302	0.824	0.526	poaching
pocket	0.458	0.275	0.340	bulsa
pocketbook	0.551	0.231	0.343	pocketbook
pocketful	0.594	0.279	0.306	baon sa bulsa
pod	0.480	0.396	0.339	pod
podium	0.627	0.365	0.702	podium
poem	0.810	0.270	0.571	tula
poems	0.833	0.388	0.418	mga tula
poet	0.827	0.350	0.556	makata
poetic	0.860	0.269	0.548	patula
poetical	0.802	0.327	0.518	patula
poetics	0.833	0.306	0.353	patula
poetry	0.697	0.235	0.629	mga tula
pogo	0.480	0.426	0.368	pogo
poignant	0.646	0.444	0.518	madamdamin
point	0.490	0.193	0.431	punto
pointedly	0.408	0.706	0.569	patulis
pointer	0.583	0.382	0.500	panturo
pointless	0.055	0.353	0.111	walang kabuluhan
pointy	0.469	0.651	0.438	matulis
poise	0.677	0.202	0.708	poise
poison	0.083	0.760	0.573	lason
poisoned	0.057	0.808	0.402	nalason
poisoning	0.094	0.837	0.526	pagkalason
poisonous	0.102	0.870	0.533	nakakalason
poke	0.365	0.713	0.475	sundutin
poker	0.480	0.689	0.398	poker
pokes	0.365	0.480	0.538	mga sundot
polar	0.468	0.261	0.500	polar
polarity	0.510	0.472	0.500	polarity
pole	0.418	0.398	0.368	poste
polemic	0.133	0.750	0.652	polemic
police	0.458	0.770	0.830	pulis
police officer	0.479	0.816	0.858	pulis
policeman	0.542	0.708	0.898	pulis
policewoman	0.530	0.740	0.727	babaeng pulis
policy	0.324	0.735	0.833	patakaran
polio	0.296	0.452	0.409	polio
polish	0.604	0.412	0.533	magpakintab
polished	0.667	0.413	0.491	pinakintab
polite	0.927	0.378	0.562	magalang
politeness	0.875	0.353	0.618	pagiging magalang
politic	0.365	0.581	0.798	pampulitika
political	0.347	0.730	0.875	pampulitika
politician	0.323	0.551	0.863	politiko
politics	0.250	0.528	0.855	pulitika
polity	0.268	0.583	0.802	pampulitika
polka	0.604	0.451	0.426	polka
poll	0.552	0.500	0.554	poll
pollen	0.622	0.212	0.292	pollen
polling	0.448	0.598	0.602	botohan
pollute	0.173	0.660	0.480	magdumi
pollution	0.062	0.694	0.445	polusyon
polo	0.582	0.360	0.415	polo
poltergeist	0.271	0.784	0.544	poltergeist
polyester	0.479	0.270	0.366	polyester
polygamy	0.365	0.647	0.563	poligamya
polygon	0.490	0.558	0.557	polygon
polygonal	0.427	0.441	0.528	polygonal
polygraph	0.427	0.491	0.602	polygraph
polymer	0.438	0.330	0.393	polimer
polymorphism	0.429	0.592	0.558	polymorphism
pomp	0.448	0.491	0.413	karangyaan
pompous	0.500	0.571	0.409	magarbo
poncho	0.490	0.265	0.231	poncho
pond	0.520	0.337	0.358	lawa
ponder	0.740	0.380	0.689	pag-isipan
ponderous	0.290	0.450	0.534	mabigat
pong	0.500	0.500	0.396	pong
pontiff	0.625	0.363	0.723	pontiff
pontificate	0.584	0.424	0.704	pontificate
pontoon	0.500	0.377	0.373	pontoon
pony	0.812	0.413	0.315	parang buriko
ponytail	0.541	0.337	0.302	nakapusod
pooch	0.355	0.360	0.347	aso
poodle	0.500	0.413	0.301	poodle
poof	0.469	0.387	0.210	poof
pool	0.625	0.356	0.598	pool
poop	0.163	0.430	0.172	tae
poor	0.156	0.358	0.087	mahirap
poorly	0.077	0.620	0.196	mahina
pop	0.673	0.510	0.491	pop
popcorn	0.875	0.441	0.231	popcorn
pope	0.600	0.375	0.636	papa
popper	0.420	0.509	0.411	popper
poppy	0.635	0.392	0.357	poppy
poppycock	0.347	0.510	0.385	poppycock
popsicle	0.667	0.300	0.364	popsicle
popular	0.880	0.676	0.731	sikat
popularity	0.896	0.784	0.861	katanyagan
popularized	0.750	0.771	0.745	pinasikat
population	0.615	0.423	0.667	populasyon
populous	0.520	0.630	0.725	matao
porcelain	0.562	0.310	0.349	porselana
porch	0.535	0.324	0.388	beranda
porcupine	0.388	0.421	0.367	porcupine
pore	0.427	0.271	0.342	pore
pork	0.370	0.450	0.333	baboy
porker	0.521	0.602	0.500	porke
porky	0.234	0.483	0.333	baboy-ramo
porn	0.344	0.915	0.421	porn
porno	0.302	0.923	0.519	porno
pornographic	0.230	0.896	0.500	pornograpiko
pornography	0.323	0.921	0.481	pornograpiya
porosity	0.312	0.343	0.402	porosidad
porous	0.385	0.370	0.264	buhaghag
porridge	0.573	0.229	0.274	sinigang
port	0.550	0.409	0.513	daungan
portable	0.615	0.356	0.582	portable
portage	0.490	0.490	0.445	portage
portal	0.583	0.347	0.547	portal
porter	0.571	0.375	0.654	tagabitbit
porterhouse	0.602	0.364	0.418	porterhouse
portfolio	0.625	0.280	0.498	portfolio
porthole	0.500	0.353	0.382	porthole
portico	0.521	0.444	0.366	portiko
portion	0.536	0.364	0.398	bahagi
portrait	0.698	0.186	0.467	portrait
portraiture	0.735	0.298	0.445	portraiture
portray	0.656	0.529	0.457	ilarawan
pose	0.427	0.330	0.361	pose
poser	0.469	0.385	0.316	poser
posh	0.823	0.337	0.750	marangya
posited	0.615	0.410	0.620	nakalagay
position	0.604	0.451	0.538	posisyon
positioning	0.615	0.490	0.795	pagpoposisyon
positive	0.959	0.510	0.855	positibo
positiveenergy	0.940	0.500	0.808	positibong enerhiya
positively	0.969	0.645	0.795	positibo
positivity	0.959	0.549	0.870	pagiging positibo
posse	0.398	0.510	0.473	posse
possess	0.670	0.590	0.727	angkinin
possessed	0.327	0.884	0.611	nagmamay ari
possessing	0.461	0.593	0.612	pagmamay-ari
possession	0.677	0.676	0.848	pagmamay-ari
possessive	0.279	0.648	0.696	possessive
possessor	0.480	0.573	0.773	may-ari
possibility	0.816	0.481	0.596	posibilidad
possible	0.688	0.316	0.548	maaari
possibly	0.448	0.400	0.500	malamang
possum	0.408	0.471	0.306	possum
post	0.520	0.426	0.548	post
postage	0.560	0.471	0.527	selyo
postal	0.765	0.245	0.411	postal
postcard	0.822	0.292	0.390	postcard
poster	0.542	0.275	0.365	poster
posterior	0.510	0.385	0.517	hulihan
posterity	0.565	0.460	0.683	salinlahi
posthumous	0.232	0.441	0.430	posthumous
postman	0.643	0.482	0.455	kartero
postmortem	0.296	0.486	0.420	postmortem
postpone	0.316	0.408	0.451	ipagpaliban
postponed	0.439	0.327	0.402	ipinagpaliban
postponement	0.448	0.569	0.414	pagpapaliban
postscript	0.487	0.300	0.409	pahabol
postulate	0.487	0.470	0.694	postulate
