English Word	Valence	Arousal	Dominance	Uzbek Word
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	o'yin-kulgi
pastor	0.698	0.236	0.746	pastor
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	qandolat
pasture	0.688	0.145	0.170	yaylov
pasty	0.479	0.363	0.375	xamirsimon
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	yamoq
patchwork	0.500	0.260	0.325	yamoq ishlari
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	Patent
patented	0.571	0.422	0.685	patentlangan
paternal	0.776	0.353	0.755	otalik
paternity	0.704	0.590	0.806	otalik
path	0.590	0.245	0.421	yo'l
pathetic	0.088	0.464	0.139	achinarli
pathological	0.220	0.602	0.580	patologik
pathologist	0.354	0.552	0.585	patolog
pathology	0.271	0.560	0.558	patologiya
pathos	0.350	0.449	0.462	pafos
pathway	0.646	0.410	0.519	yo'l
patience	0.771	0.125	0.387	sabr
patient	0.583	0.193	0.340	sabr
patio	0.562	0.245	0.402	hovli
patriarch	0.592	0.448	0.898	patriarx
patriarchal	0.531	0.500	0.857	patriarxal
patrimony	0.719	0.406	0.740	meros
patriot	0.771	0.635	0.886	vatanparvar
patriotic	0.875	0.509	0.933	vatanparvar
patriotism	0.708	0.635	0.848	vatanparvarlik
patrol	0.427	0.664	0.736	patrul
patrolman	0.469	0.731	0.884	patrulchi
patron	0.583	0.451	0.870	homiysi
patronage	0.583	0.490	0.583	homiylik
patronising	0.439	0.455	0.582	homiylik qilish
patronize	0.430	0.451	0.591	homiylik qilish
patronizing	0.542	0.365	0.529	homiylik qilish
patter	0.312	0.635	0.451	patter
pattern	0.479	0.422	0.664	naqsh
paucity	0.153	0.453	0.175	kamlik
pauper	0.260	0.347	0.151	faqir
pause	0.429	0.188	0.264	pauza
pave	0.594	0.490	0.509	asfaltlash
pavement	0.460	0.353	0.475	yulka
pavilion	0.583	0.500	0.770	pavilon
paving	0.408	0.469	0.545	asfaltlash
paw	0.417	0.360	0.286	panja
pawn	0.390	0.321	0.187	piyon
pawnshop	0.396	0.439	0.519	lombard
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	to'lash
payable	0.385	0.480	0.606	to'lanishi kerak
payback	0.459	0.500	0.567	to'lov
paycheck	0.896	0.630	0.652	ish haqi
payday	0.833	0.741	0.571	ish haqi kuni
payer	0.313	0.630	0.638	to'lovchi
payload	0.612	0.510	0.682	foydali yuk
payment	0.629	0.452	0.643	to'lov
payoff	0.740	0.644	0.673	qarzlarni to'lash; samara berish
payout	0.646	0.600	0.575	to'lov
payphone	0.469	0.360	0.370	taksofon
payroll	0.521	0.360	0.549	ish haqi fondi
pea	0.580	0.275	0.298	no'xat
peace	0.939	0.156	0.613	tinchlik
peaceable	0.776	0.134	0.453	tinch
peaceful	0.867	0.108	0.569	tinch
peacefully	0.901	0.190	0.639	tinchgina
peacekeeper	0.865	0.320	0.644	tinchlikparvar
peaceofmind	0.786	0.160	0.519	xotirjamlik
peacetime	0.949	0.180	0.579	tinchlik davri
peach	0.704	0.480	0.272	shaftoli
peachy	0.755	0.479	0.388	shaftoli
peacock	0.786	0.449	0.458	tovus
peak	0.500	0.345	0.431	cho'qqisi
peaked	0.677	0.704	0.857	cho'qqisiga chiqdi
peanut	0.646	0.202	0.246	yeryong'oq
peanuts	0.542	0.294	0.324	yeryong'oq
pear	0.677	0.158	0.241	nok
pearl	0.905	0.425	0.642	dur
pearly	0.635	0.337	0.373	marvarid
peas	0.542	0.283	0.310	no'xat
peasant	0.530	0.275	0.407	dehqon
peat	0.333	0.655	0.504	torf
pebble	0.354	0.353	0.287	tosh
pecan	0.552	0.316	0.358	pekan
peck	0.202	0.530	0.321	peck
pecker	0.459	0.509	0.375	peker
peculiar	0.600	0.491	0.564	o'ziga xos
peculiarities	0.511	0.460	0.528	o'ziga xos xususiyatlar
peculiarity	0.439	0.452	0.652	o'ziga xoslik
peculiarly	0.615	0.450	0.454	o'ziga xos tarzda
pecuniary	0.490	0.490	0.500	moddiy
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedantik
peddle	0.539	0.549	0.538	sotmoq
peddler	0.408	0.481	0.390	sotuvchi
pedestal	0.735	0.284	0.579	poydevor
pedestrian	0.438	0.360	0.448	piyoda
pediatric	0.560	0.462	0.490	pediatriya
pediatrician	0.602	0.500	0.627	pediatr
pediatrics	0.750	0.380	0.596	pediatriya
pedicure	0.695	0.269	0.296	pedikyur
pedigree	0.625	0.340	0.609	naslchilik
pedometer	0.469	0.561	0.405	pedometr
pedophile	0.051	0.724	0.430	pedofil
pee	0.449	0.529	0.391	siyish
peek	0.486	0.360	0.411	qarash
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	qobig'i
peep	0.573	0.317	0.269	qara
peeper	0.182	0.537	0.343	kuzatuvchi
peephole	0.479	0.500	0.310	ko'rish teshigi
peer	0.458	0.321	0.569	tengdosh
peering	0.514	0.409	0.451	ko'rish
peerless	0.688	0.450	0.462	tengsiz
peeved	0.156	0.750	0.467	g'azablandi
peg	0.520	0.357	0.393	qoziq
pegs	0.408	0.286	0.386	qoziqlar
peice	0.479	0.422	0.398	pece
pelagic	0.521	0.554	0.491	pelagik
pelican	0.573	0.391	0.380	pelikan
pellet	0.448	0.390	0.466	pellet
pelvic	0.320	0.632	0.373	tos bo'shlig'i
pelvis	0.378	0.618	0.380	tos suyagi
pen	0.622	0.194	0.250	qalam
penal	0.208	0.565	0.610	jazo
penalty	0.062	0.490	0.240	jarima
penance	0.219	0.667	0.463	tavba
penchant	0.688	0.480	0.609	moyillik
pencil	0.552	0.200	0.263	qalam
pendant	0.676	0.321	0.385	kulon
pendency	0.396	0.452	0.472	qaramlik
pendent	0.470	0.380	0.425	osilgan
pending	0.396	0.441	0.473	kutilmoqda
pendulum	0.542	0.368	0.434	mayatnik
penetrate	0.287	0.877	0.732	kirib borish
penetrating	0.469	0.792	0.782	kirib boruvchi
penetration	0.438	0.885	0.792	kirib borish
penguin	0.615	0.296	0.307	pingvin
penicillin	0.417	0.431	0.566	penitsillin
penile	0.490	0.736	0.491	jinsiy olatni
peninsula	0.551	0.384	0.627	yarim orol
penis	0.354	0.810	0.556	jinsiy olatni
penitent	0.542	0.530	0.508	tavba qiluvchi
penitentiary	0.229	0.726	0.491	jazoni ijro etish muassasasi
penmanship	0.677	0.284	0.509	qalamkashlik
pennant	0.542	0.380	0.426	vimpel
penniless	0.062	0.316	0.083	pulsiz
penny	0.615	0.302	0.324	tiyin
pension	0.625	0.409	0.406	pensiya
pensioner	0.440	0.245	0.442	pensioner
pensive	0.540	0.220	0.529	o'ychan
pentagon	0.490	0.636	0.774	beshburchak
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	penthaus
penultimate	0.469	0.366	0.255	oxirgidan oldingi
people	0.604	0.400	0.500	odamlar
peopled	0.594	0.450	0.679	odamlar
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	qalapmir
peppermint	0.720	0.264	0.271	yalpiz
pepperoni	0.796	0.472	0.358	qalampir
peppy	0.677	0.529	0.438	achchiq
peptic	0.398	0.463	0.362	peptik
peptide	0.380	0.480	0.411	peptid
perceive	0.653	0.490	0.655	idrok etish
percent	0.470	0.350	0.356	foiz
percentage	0.469	0.400	0.553	foiz
percentile	0.479	0.410	0.390	foizli
perceptible	0.710	0.460	0.620	seziladigan
perception	0.653	0.481	0.655	idrok
perceptive	0.745	0.500	0.741	idrok etuvchi
perch	0.531	0.300	0.314	perch
perchance	0.480	0.224	0.298	ehtimol
percolation	0.397	0.417	0.415	perkolatsiya
percussion	0.622	0.635	0.642	perkussiya
perdition	0.135	0.656	0.496	halokat
peremptory	0.429	0.426	0.606	majburiy
perennial	0.527	0.358	0.500	ko'p yillik
perfect	0.980	0.471	0.870	mukammal
perfection	0.881	0.745	0.934	mukammallik
perfectionist	0.667	0.704	0.905	perfektsionist
perfecto	0.802	0.567	0.889	mukammal
perforated	0.219	0.607	0.344	teshilgan
perforation	0.365	0.668	0.578	teshilish
perforce	0.357	0.689	0.354	bajarish
perform	0.765	0.555	0.773	bajarish
performance	0.750	0.520	0.672	ishlash
performer	0.541	0.530	0.708	ijrochi
perfume	0.740	0.472	0.463	parfyumeriya
perfumed	0.816	0.471	0.509	parfyumlangan
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	xavf
perilous	0.143	0.862	0.575	xavfli
perimeter	0.470	0.443	0.555	perimetri
period	0.396	0.324	0.588	davr
periodic	0.677	0.324	0.508	davriy
periodical	0.550	0.298	0.430	davriy nashr
periodically	0.480	0.314	0.515	vaqti-vaqti bilan
periodicity	0.646	0.324	0.645	davriylik
peripheral	0.406	0.406	0.549	periferik
periphery	0.469	0.360	0.366	periferiya
periscope	0.604	0.375	0.609	periskop
perish	0.296	0.570	0.415	halok bo'lish
perishable	0.270	0.464	0.354	tez buziladigan
perished	0.135	0.596	0.225	halok bo'ldi
perishing	0.229	0.423	0.148	halok bo'lish
perjury	0.229	0.686	0.409	yolg'on guvohlik berish
perk	0.903	0.519	0.682	imtiyoz
perky	0.896	0.792	0.673	jozibali
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	doimiylik
permanent	0.745	0.345	0.736	doimiy
permeable	0.635	0.402	0.495	o'tkazuvchan
permeate	0.417	0.410	0.407	o'tkazmoq
permeation	0.418	0.559	0.536	o'tkazuvchanlik
permissible	0.684	0.646	0.612	joiz
permission	0.612	0.311	0.580	ruxsat
permissive	0.633	0.389	0.413	ruxsat beruvchi
permit	0.733	0.349	0.518	ruxsat
permitted	0.865	0.410	0.613	ruxsat etilgan
permitting	0.724	0.481	0.661	ruxsat berish
permutation	0.385	0.588	0.500	almashtirish
pernicious	0.229	0.600	0.382	zararli
peroxide	0.458	0.529	0.510	peroksid
perpendicular	0.510	0.398	0.439	perpendikulyar
perpetrate	0.327	0.837	0.732	qilmoq
perpetrator	0.229	0.765	0.538	jinoyatchi
perpetual	0.625	0.438	0.741	abadiy
perpetually	0.510	0.473	0.868	abadiy
perpetuate	0.397	0.588	0.788	abadiylashtirmoq
perpetuation	0.510	0.677	0.716	abadiylashtirish
perpetuity	0.590	0.434	0.759	abadiylik
perplexed	0.312	0.705	0.318	dovdirab qolgan
perplexing	0.316	0.530	0.362	hayratga soladigan
perplexity	0.275	0.720	0.500	chalkashlik
persecute	0.281	0.873	0.509	quvg'in qilish
persecution	0.229	0.865	0.660	ta'qiblar
perseverance	0.888	0.630	0.796	qat'iyatlilik
persevere	0.802	0.583	0.937	sabr qil
persist	0.765	0.644	0.727	davom eting
persistence	0.684	0.611	0.873	qat'iyatlilik
persistent	0.646	0.667	0.815	doimiy
persisting	0.697	0.677	0.745	davom etuvchi
person	0.646	0.363	0.596	odam
persona	0.741	0.480	0.743	shaxs
personable	0.816	0.520	0.637	odobli
personage	0.653	0.324	0.698	shaxs
personal	0.750	0.311	0.467	shaxsiy
personality	0.896	0.513	0.790	shaxsiyat
personification	0.760	0.471	0.691	shaxslashtirish
personnel	0.729	0.344	0.587	xodimlar
persons	0.869	0.302	0.588	shaxslar
perspective	0.688	0.470	0.704	nuqtai nazar
perspiration	0.385	0.667	0.490	terlash
persuade	0.620	0.618	0.709	ishontirish
persuasion	0.612	0.670	0.537	ishontirish
persuasive	0.740	0.700	0.657	ishontiruvchi
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	tegishli
perturbation	0.270	0.840	0.500	bezovtalanish
pertussis	0.279	0.569	0.386	ko'kyo'tal
perusal	0.622	0.235	0.543	ko'rib chiqish
peruse	0.503	0.270	0.439	ko'rib chiqish
pervading	0.418	0.684	0.728	qamrab oluvchi
perverse	0.146	0.808	0.464	buzuq
perversion	0.083	0.830	0.490	buzuqlik
pervert	0.082	0.863	0.500	buzuq
perverted	0.062	0.918	0.436	buzuq
pesky	0.250	0.760	0.431	bezovta
pessimism	0.083	0.484	0.264	pessimizm
pessimist	0.125	0.470	0.218	pessimist
pessimistic	0.088	0.394	0.236	pessimistik
pest	0.188	0.680	0.452	zararkunanda
pester	0.143	0.780	0.385	bezori
pestilence	0.122	0.660	0.283	o'lat
pestle	0.427	0.463	0.426	pestle
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	Uy hayvoni
petal	0.810	0.194	0.211	gulbarg
petite	0.510	0.354	0.245	mayda
petition	0.498	0.575	0.415	ariza
petitioner	0.601	0.531	0.566	arizachi
petloss	0.271	0.481	0.424	petloss
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	toshga aylangan
petrify	0.177	0.571	0.447	toshlash
petrol	0.418	0.519	0.577	benzin
petroleum	0.583	0.451	0.640	neft
petticoat	0.550	0.396	0.351	palto
petting	0.812	0.462	0.480	erkalash
petty	0.210	0.537	0.236	mayda
petulant	0.247	0.685	0.491	shafqatsiz
petunia	0.583	0.260	0.356	petuniya
pew	0.449	0.235	0.664	pew
pewter	0.396	0.260	0.321	kalay
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	falanks
phantom	0.260	0.759	0.448	xayol
pharaoh	0.656	0.491	0.798	fir'avn
pharmaceutical	0.500	0.435	0.562	farmatsevtika
pharmacist	0.592	0.382	0.648	farmatsevt
pharmacology	0.560	0.440	0.526	farmakologiya
pharmacy	0.531	0.337	0.542	dorixona
phase	0.645	0.300	0.482	bosqichi
pheasant	0.541	0.362	0.292	tustovuq
phenomenal	0.915	0.750	0.918	fenomenal
phenomenon	0.625	0.721	0.848	hodisa
pheromone	0.561	0.573	0.561	feromon
phew	0.531	0.429	0.302	vay
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	xayriya
philanthropist	0.704	0.463	0.623	xayriyachi
philanthropy	0.745	0.412	0.801	xayriya
philistine	0.390	0.500	0.491	filist
philosopher	0.684	0.316	0.720	faylasuf
philosophic	0.688	0.270	0.655	falsafiy
philosophical	0.719	0.275	0.713	falsafiy
philosophy	0.684	0.255	0.640	falsafa
phlegm	0.173	0.394	0.240	balg'am
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	fobiya
phoenix	0.653	0.481	0.594	feniks
phone	0.729	0.344	0.418	telefon
phonetic	0.542	0.435	0.536	fonetik
phonetics	0.646	0.425	0.519	fonetika
phonics	0.490	0.519	0.455	fonika
phonograph	0.561	0.398	0.565	fonograf
phonology	0.695	0.402	0.512	fonologiya
phony	0.115	0.592	0.202	soxta
phooey	0.333	0.490	0.352	ahmoq
phosphate	0.500	0.306	0.407	fosfat
phosphor	0.438	0.480	0.427	fosfor
phosphorus	0.429	0.539	0.370	fosfor
photo	0.729	0.327	0.431	fotosurat
photogenic	0.780	0.500	0.495	fotogenik
photograph	0.677	0.353	0.358	fotosurat
photographer	0.714	0.481	0.562	fotograf
photographic	0.761	0.429	0.564	fotografik
photography	0.630	0.431	0.360	fotografiya
photometry	0.417	0.456	0.436	fotometriya
photon	0.459	0.439	0.455	foton
phrase	0.630	0.264	0.314	ibora
phraseology	0.620	0.406	0.537	frazeologiya
phylogeny	0.378	0.410	0.481	filogeniya
physical	0.750	0.520	0.607	jismoniy
physical therapist	0.531	0.337	0.775	jismoniy terapevt
physician	0.583	0.490	0.843	shifokor
physicist	0.635	0.538	0.693	fizik
physics	0.582	0.415	0.664	fizika
physiological	0.510	0.418	0.620	fiziologik
physiology	0.521	0.451	0.519	fiziologiya
physique	0.643	0.500	0.543	fizika
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	pianinochi
piano	0.704	0.343	0.438	pianino
piazza	0.625	0.471	0.472	piazza
piccolo	0.625	0.423	0.380	pikkolo
pick	0.500	0.464	0.525	tanlash
picked	0.740	0.518	0.670	tanlangan
picker	0.534	0.340	0.609	tanlovchi
picket	0.365	0.615	0.451	piket
picketing	0.330	0.557	0.471	piket
pickle	0.593	0.449	0.288	tuzlangan
pickled	0.344	0.450	0.291	tuzlangan
pickpocket	0.365	0.704	0.449	cho'ntakchi
pickup	0.561	0.529	0.420	termoq
picky	0.257	0.729	0.598	tanlab oluvchi
picnic	0.625	0.470	0.375	piknik
pictorial	0.704	0.481	0.476	tasviriy
picture	0.714	0.308	0.462	rasm
pictures	0.653	0.240	0.405	rasmlar
picturesque	0.802	0.491	0.483	manzarali
pie	0.880	0.402	0.368	pirog
piece	0.646	0.245	0.367	parcha
piecemeal	0.615	0.269	0.319	parcha-parcha
pieceofshit	0.083	0.724	0.292	bo'lak
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	iskala
pierce	0.365	0.670	0.611	teshish
piety	0.760	0.340	0.482	taqvo
pig	0.343	0.368	0.324	cho'chqa
pigeon	0.688	0.224	0.276	kaptar
piggy	0.541	0.365	0.412	cho'chqachilik
piggyback	0.438	0.490	0.343	piggyback
pigheaded	0.271	0.472	0.358	cho'chqa boshli
piglet	0.540	0.443	0.250	cho'chqa bolasi
pigment	0.390	0.333	0.339	pigment
pigskin	0.347	0.449	0.300	cho'chqa terisi
pigsty	0.133	0.529	0.221	cho'chqaxona
pike	0.427	0.410	0.452	pike
pile	0.461	0.320	0.539	qoziq
piles	0.469	0.423	0.468	qoziqlar
pileup	0.340	0.559	0.446	to'planish
pilgrim	0.531	0.404	0.569	hoji
pilgrimage	0.708	0.522	0.625	ziyorat
pill	0.573	0.407	0.368	hap
pillage	0.240	0.685	0.375	talon-taroj qilish
pillar	0.583	0.330	0.684	ustun
pillbox	0.385	0.339	0.296	hap qutisi
pillow	0.663	0.128	0.195	yostiq
pillowcase	0.500	0.179	0.250	yostiq jild
pilot	0.688	0.680	0.736	uchuvchi
pimp	0.146	0.700	0.536	sutenyor
pimple	0.245	0.370	0.274	sivilce
pin	0.438	0.346	0.390	pin
pinball	0.582	0.640	0.442	pinbol
pinch	0.340	0.632	0.339	chimdim
pinching	0.250	0.788	0.345	chimchilash
pine	0.583	0.225	0.312	qarag'ay
pineapple	0.677	0.316	0.245	ananas
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	pin boshi
pinhole	0.375	0.279	0.345	pin teshigi
pinion	0.444	0.361	0.346	pinion
pink	0.806	0.269	0.471	pushti
pinkie	0.663	0.265	0.269	pinkie
pinnacle	0.633	0.390	0.508	cho'qqi
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	aniq belgilash
pint	0.686	0.333	0.321	pint
pinto	0.570	0.354	0.373	pinto
pinup	0.610	0.459	0.393	go'zal qiz
pioneer	0.796	0.618	0.802	kashshof
pious	0.698	0.306	0.426	taqvodor
pip	0.448	0.430	0.366	pip
pipe	0.541	0.340	0.330	quvur
piped	0.360	0.529	0.379	quvurli
pipeline	0.479	0.337	0.411	quvur liniyasi
piper	0.569	0.442	0.398	piper
pipette	0.480	0.403	0.418	pipetka
piping	0.365	0.337	0.405	quvurlar
pipsqueak	0.347	0.481	0.349	siqilish
pique	0.417	0.500	0.426	pike
piracy	0.296	0.792	0.567	qaroqchilik
piranha	0.219	0.799	0.575	piranha
pirate	0.156	0.740	0.559	qaroqchi
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	siyish
pissed	0.102	0.888	0.543	jahli chiqdi
pissedoff	0.240	0.651	0.459	jahl chiqishi; joniga tegib ketishi
pisser	0.378	0.547	0.398	pissing
pissesmeoff	0.180	0.587	0.441	g'azablandim
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	asabiylashish
pistachio	0.643	0.336	0.305	pista
pistol	0.170	0.900	0.677	to'pponcha
piston	0.398	0.480	0.500	piston
pit	0.408	0.396	0.278	chuqur
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	balandlik
pitcher	0.510	0.673	0.704	ko'za
pitchfork	0.312	0.580	0.529	vilka
pitfall	0.177	0.775	0.508	tuzoq
pith	0.458	0.350	0.596	chuqur
pithy	0.480	0.360	0.635	achchiq
pitiful	0.219	0.490	0.232	achinarli
pitted	0.358	0.653	0.470	chuqurchaga aylangan
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	gipofiz bezi
pity	0.160	0.398	0.114	achinish
pivot	0.458	0.382	0.440	aylanish
pivotal	0.582	0.471	0.536	Asosiy
pix	0.521	0.373	0.364	piksel
pixie	0.562	0.537	0.325	pixie
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	pitseriya
placard	0.388	0.442	0.500	plakat
place	0.573	0.261	0.398	joy
placebo	0.520	0.306	0.365	platsebo
placement	0.643	0.460	0.528	joylashtirish
placenta	0.375	0.433	0.443	platsenta
placid	0.640	0.317	0.491	xotirjam
placket	0.408	0.231	0.228	plaket
plagiarism	0.135	0.716	0.436	plagiat
plague	0.083	0.596	0.355	vabo
plaid	0.480	0.330	0.417	plaid
plain	0.500	0.167	0.311	oddiy
plainclothes	0.698	0.337	0.424	fuqarolik kiyimlari
plaintiff	0.365	0.806	0.711	da'vogar
plaintive	0.292	0.529	0.306	shikoyatchi
plan	0.646	0.540	0.733	reja
plane	0.510	0.356	0.386	samolyot
planes	0.667	0.606	0.575	samolyotlar
planet	0.698	0.404	0.832	sayyora
planetarium	0.704	0.462	0.655	planetariy
planetary	0.604	0.500	0.620	sayyoraviy
planets	0.724	0.318	0.658	sayyoralar
plank	0.427	0.280	0.333	taxta
plankton	0.552	0.321	0.371	plankton
planned	0.740	0.385	0.729	rejalashtirilgan
planner	0.760	0.469	0.868	rejalashtiruvchi
planning	0.894	0.462	0.705	rejalashtirish
plant	0.730	0.180	0.371	o'simlik
plantation	0.573	0.585	0.575	plantatsiya
planter	0.604	0.450	0.634	ekuvchi
planting	0.635	0.343	0.595	ekish
plaque	0.520	0.333	0.420	blyashka
plasma	0.474	0.398	0.360	plazma
plaster	0.438	0.264	0.255	gips
plastic	0.490	0.269	0.320	plastik
plasticity	0.542	0.471	0.402	plastiklik
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	plastinka
plateau	0.611	0.316	0.400	plato
plated	0.562	0.458	0.457	qoplangan
platform	0.602	0.340	0.718	platforma
plating	0.576	0.368	0.433	qoplama
platinum	0.750	0.518	0.702	platina
platonic	0.490	0.461	0.469	platonik
platoon	0.448	0.700	0.745	vzvod
platter	0.686	0.245	0.219	lagan
plaudit	0.816	0.813	0.546	maqtov
plausibility	0.705	0.451	0.570	ishonchlilik
plausible	0.714	0.404	0.510	ishonarli
play	0.812	0.765	0.358	o'ynash
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	ijro etish
playbook	0.673	0.582	0.500	o'yin kitobi
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	futbolchi
playful	0.892	0.688	0.463	o'ynoqi
playground	0.888	0.620	0.435	o'yin maydonchasi
playhouse	0.719	0.729	0.426	o'yin uyi
playmate	0.878	0.509	0.398	o'yindosh
playoff	0.622	0.716	0.550	musobaqa final o'yini
playpen	0.698	0.481	0.475	bolalar maydonchasi
playroom	0.844	0.661	0.380	o'yin xonasi
plaything	0.708	0.602	0.277	o'yinchoq
playtime	0.760	0.596	0.566	o'yin vaqti
playwright	0.672	0.550	0.667	dramaturg
plaza	0.690	0.346	0.529	maydon
plea	0.633	0.491	0.517	iltimos
plead	0.177	0.596	0.195	iltimos
pleasant	0.939	0.310	0.673	yoqimli
pleased	0.939	0.548	0.795	mamnun
pleasing	0.917	0.449	0.788	yoqimli
pleasurable	0.948	0.529	0.669	yoqimli
pleasure	0.939	0.740	0.682	zavq
pleasures	0.896	0.654	0.705	zavqlar
pleat	0.490	0.345	0.316	pli
pleated	0.534	0.318	0.436	plashli
pledge	0.719	0.490	0.764	garov
pledged	0.719	0.630	0.658	va'da qilingan
plenary	0.573	0.356	0.598	yalpi majlis
plentiful	0.833	0.735	0.745	ko'p
plenty	0.827	0.612	0.824	ko'p
plenum	0.531	0.454	0.596	plenum
plethora	0.646	0.602	0.547	ko'p
plexus	0.333	0.405	0.395	pleksus
pliable	0.625	0.370	0.440	egiluvchan
plication	0.360	0.460	0.500	takrorlash
pliers	0.561	0.334	0.441	pense
plight	0.450	0.520	0.547	ahvol
plinth	0.438	0.346	0.473	plintus
plodding	0.449	0.481	0.439	suzib yurish
plop	0.385	0.475	0.349	plop
plot	0.469	0.567	0.510	uchastka
plough	0.677	0.427	0.458	shudgor
ploughed	0.438	0.420	0.431	haydalgan
plover	0.439	0.434	0.191	plover
plow	0.531	0.560	0.456	shudgor
plowed	0.552	0.490	0.355	haydalgan
plowing	0.562	0.531	0.518	shudgorlash
ploy	0.458	0.559	0.741	hiyla
pluck	0.375	0.583	0.474	yulib olish
plucky	0.816	0.817	0.880	quvnoq
plug	0.531	0.356	0.473	vilka
plum	0.724	0.306	0.170	olxo'ri
plumage	0.656	0.286	0.284	patlar
plumb	0.448	0.500	0.554	plumb
plumber	0.327	0.510	0.448	chilangar
plumbing	0.469	0.427	0.441	sanitariya-tesisat
plume	0.469	0.323	0.375	shilimshiq
plummet	0.302	0.750	0.360	keskin tushish
plump	0.385	0.480	0.387	do'mboq
plumper	0.406	0.429	0.353	to'lg'oq
plunder	0.125	0.894	0.574	talon-taroj qilish
plunge	0.307	0.690	0.550	cho'kish
plunger	0.365	0.510	0.373	piston
plural	0.560	0.432	0.564	koʻplik
plurality	0.683	0.473	0.587	ko'plik
plush	0.625	0.265	0.318	peluş
plutonium	0.406	0.675	0.731	plutoniy
ply	0.458	0.320	0.324	qatlam
plywood	0.561	0.245	0.380	fanera
pneumatic	0.337	0.520	0.500	pnevmatik
pneumonia	0.208	0.608	0.324	zotiljam
poacher	0.240	0.673	0.612	brakoner
poachers	0.315	0.857	0.632	brakonerlar
poaching	0.302	0.824	0.526	brakonerlik
pocket	0.458	0.275	0.340	cho'ntak
pocketbook	0.551	0.231	0.343	cho'ntak kitobi
pocketful	0.594	0.279	0.306	cho'ntak
pod	0.480	0.396	0.339	pod
podium	0.627	0.365	0.702	podium
poem	0.810	0.270	0.571	she'r
poems	0.833	0.388	0.418	she'rlar
poet	0.827	0.350	0.556	shoir
poetic	0.860	0.269	0.548	she'riy
poetical	0.802	0.327	0.518	poetik
poetics	0.833	0.306	0.353	poetika
poetry	0.697	0.235	0.629	she'riyat
pogo	0.480	0.426	0.368	pogo
poignant	0.646	0.444	0.518	achchiq
point	0.490	0.193	0.431	nuqta
pointedly	0.408	0.706	0.569	aniqlik bilan
pointer	0.583	0.382	0.500	ko'rsatgich
