English Word	Valence	Arousal	Dominance	Kannada Word
losing	0.076	0.686	0.223	ಸೋಲುತ್ತಿದೆ
loss	0.062	0.567	0.211	ನಷ್ಟ
lost	0.199	0.663	0.148	ಸೋತರು
lot	0.531	0.215	0.370	ಬಹಳಷ್ಟು
lotion	0.724	0.261	0.188	ಲೋಷನ್
lots	0.604	0.417	0.424	ಸಾಕಷ್ಟು
lottery	0.771	0.731	0.491	ಲಾಟರಿ
lotto	0.760	0.635	0.475	ಲೊಟ್ಟೊ
lotus	0.604	0.377	0.510	ಕಮಲ
loud	0.573	0.650	0.870	ಜೋರಾಗಿ
loudly	0.541	0.755	0.667	ಜೋರಾಗಿ
loudmouth	0.337	0.615	0.456	ಜೋರಾಗಿ
loudness	0.350	0.582	0.620	ಜೋರಾಗಿ
loudspeaker	0.490	0.735	0.689	ಧ್ವನಿವರ್ಧಕ
lounge	0.592	0.245	0.466	ವಿಶ್ರಾಂತಿ ಕೋಣೆ
lounging	0.735	0.167	0.449	ಲಾಂಗಿಂಗ್
louse	0.184	0.439	0.154	ಕಾಸು
lousy	0.125	0.482	0.234	ಕೊಳಕಾದ
lovable	0.948	0.335	0.565	ಪ್ರೀತಿಪಾತ್ರ
love	1.000	0.519	0.673	ಪ್ರೀತಿ
loved	0.927	0.452	0.582	ಪ್ರೀತಿಸಿದ
lovee	0.949	0.592	0.611	ಪ್ರೇಮಿ
loveee	0.927	0.592	0.693	ಪ್ರೇಮಿ
loveless	0.102	0.365	0.216	ಪ್ರೀತಿರಹಿತ
lovelife	0.837	0.610	0.592	ಪ್ರೇಮ ಜೀವನ
loveliness	0.959	0.509	0.750	ಸುಂದರತೆ
lovelovelove	0.948	0.582	0.554	ಪ್ರೀತಿ ಪ್ರೀತಿ ಪ್ರೀತಿ
lovely	0.917	0.456	0.741	ಸುಂದರ
lovemaking	0.969	0.927	0.814	ಪ್ರೀತಿಮಾಡುವುದು
lovemylife	0.896	0.800	0.573	ಪ್ರೀತಿಯ ಜೀವನ
lover	0.881	0.816	0.750	ಪ್ರೇಮಿ
lovesick	0.796	0.842	0.500	ಪ್ರೀತಿಸಿದ
lovethis	0.867	0.552	0.526	ಇದನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ
loving	0.948	0.612	0.636	ಪ್ರೀತಿಸುವ
lovinglife	0.979	0.404	0.673	ಪ್ರೀತಿಯ ಜೀವನ
lovinlife	0.714	0.460	0.544	ಪ್ರೀತಿಯ ಜೀವನ
low	0.292	0.220	0.102	ಕಡಿಮೆ
lowdown	0.306	0.441	0.441	ತಗ್ಗು
lower	0.327	0.296	0.258	ಕಡಿಮೆ
lowering	0.286	0.363	0.236	ತಗ್ಗಿಸುವುದು
lowest	0.312	0.304	0.129	ಕಡಿಮೆ
lowlands	0.323	0.290	0.331	ತಗ್ಗು ಪ್ರದೇಶಗಳು
lowlife	0.296	0.529	0.309	ಕೆಳಮಟ್ಟದ ಜೀವನ
lowly	0.562	0.294	0.417	ಕೀಳುಮಟ್ಟದ
lox	0.490	0.373	0.318	ಲೋಕ್ಸ್
loyal	0.896	0.265	0.657	ನಿಷ್ಠಾವಂತ
loyalty	0.885	0.406	0.793	ನಿಷ್ಠೆ
lsd	0.375	0.471	0.390	ಎಲ್ಎಸ್ಡಿ
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	ಲ್ಯೂಬ್
lubricant	0.656	0.550	0.454	ಲೂಬ್ರಿಕಂಟ್
lubricate	0.552	0.490	0.470	ನಯಗೊಳಿಸಿ
lubrication	0.624	0.646	0.491	ನಯಗೊಳಿಸುವಿಕೆ
lucid	0.771	0.490	0.705	ಸ್ಪಷ್ಟವಾದ
luck	0.854	0.490	0.717	ಅದೃಷ್ಟ
luckiest	0.917	0.690	0.852	ಅದೃಷ್ಟಶಾಲಿ
lucky	0.960	0.610	0.793	ಅದೃಷ್ಟವಂತ
luckygirl	0.781	0.712	0.471	ಅದೃಷ್ಟವಂತ ಹುಡುಗಿ
lucrative	0.729	0.519	0.798	ಲಾಭದಾಯಕ
ludicrous	0.137	0.553	0.274	ಹಾಸ್ಯಾಸ್ಪದ
lug	0.344	0.443	0.340	ಲಗ್
luggage	0.561	0.226	0.319	ಸಾಮಾನು
lukewarm	0.573	0.300	0.241	ಉಗುರುಬೆಚ್ಚಗಿನ
lull	0.602	0.130	0.402	ವಿರಾಮ
lullaby	0.796	0.156	0.339	ಲಾಲಿ
lumbar	0.323	0.418	0.342	ಸೊಂಟದ
lumber	0.517	0.184	0.373	ಸೌದೆ
lumbering	0.354	0.561	0.655	ಮರಗೆಲಸ
lumberjack	0.500	0.660	0.726	ಮರ ಕಡಿಯುವವನು
luminescent	0.796	0.550	0.526	ಪ್ರಕಾಶಕ
luminous	0.918	0.392	0.783	ಹೊಳೆಯುವ
lump	0.438	0.337	0.463	ಮುದ್ದೆ
lumpy	0.271	0.378	0.365	ಮುದ್ದೆಯಾದ
lunacy	0.132	0.847	0.330	ಹುಚ್ಚುತನ
lunar	0.562	0.296	0.427	ಚಂದ್ರನ
lunatic	0.125	0.792	0.442	ಹುಚ್ಚುತನದ
lunch	0.880	0.410	0.542	ಊಟ
lunchbox	0.663	0.346	0.346	ಊಟದ ಡಬ್ಬಿ
luncheon	0.837	0.240	0.441	ಊಟದ
lunchtime	0.896	0.398	0.444	ಊಟದ ಸಮಯ
lung	0.510	0.292	0.629	ಶ್ವಾಸಕೋಶ
lunge	0.354	0.721	0.509	ಲುಂಜ್
lungs	0.531	0.352	0.555	ಶ್ವಾಸಕೋಶಗಳು
lurch	0.404	0.694	0.363	ಎಡವಟ್ಟು
lure	0.439	0.565	0.300	ಆಮಿಷ
lurid	0.186	0.833	0.536	ಅಸ್ಪಷ್ಟ
lurk	0.219	0.740	0.655	ಅಡಗಿಸು
lurking	0.421	0.781	0.575	ಸುಪ್ತ
luscious	0.885	0.552	0.545	ಸುವಾಸನೆಯ
lush	0.740	0.783	0.833	ಸೊಂಪಾದ
lust	0.469	0.944	0.518	ಕಾಮ
luster	0.833	0.566	0.558	ಹೊಳಪು
lustful	0.427	0.896	0.643	ಕಾಮಭರಿತ
lustrous	0.771	0.606	0.598	ಹೊಳಪುಳ್ಳ
lusty	0.469	0.941	0.673	ಕಾಮಭರಿತ
lute	0.459	0.407	0.500	ವೀಣೆ
luxuriant	0.760	0.745	0.812	ಐಷಾರಾಮಿ
luxurious	0.947	0.644	0.754	ಐಷಾರಾಮಿ
luxury	0.932	0.673	0.750	ಐಷಾರಾಮಿ
lycra	0.520	0.449	0.328	ಲೈಕ್ರಾ
lye	0.378	0.396	0.443	ಲೈ
lying	0.208	0.704	0.317	ಸುಳ್ಳು
lymph	0.398	0.510	0.390	ದುಗ್ಧರಸ
lymphatic	0.380	0.509	0.472	ದುಗ್ಧರಸ
lymphoma	0.208	0.645	0.330	ಲಿಂಫೋಮಾ
lynch	0.167	0.885	0.482	ಲಿಂಚ್
lynching	0.135	0.920	0.548	ಹತ್ಯೆ
lynx	0.510	0.590	0.567	ಲಿಂಕ್ಸ್
lyre	0.719	0.347	0.414	ಲೈರ್
lyric	0.702	0.269	0.464	ಭಾವಗೀತೆ
lyrical	0.708	0.451	0.618	ಭಾವಗೀತಾತ್ಮಕ
lyrics	0.582	0.214	0.333	ಸಾಹಿತ್ಯ
macadamia	0.635	0.330	0.434	ಮಕಾಡಾಮಿಯಾ
macarena	0.802	0.601	0.368	ಮಕರೆನಾ
macaroni	0.816	0.410	0.382	ತಿಳಿಹಳದಿ
mace	0.450	0.412	0.415	ಗದೆ
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	ಮಚ್ಚು
machine	0.510	0.500	0.707	ಯಂತ್ರ
machinery	0.458	0.615	0.629	ಯಂತ್ರೋಪಕರಣಗಳು
machinist	0.490	0.598	0.721	ಯಂತ್ರಶಾಸ್ತ್ರಜ್ಞ
macho	0.643	0.690	0.676	ಮ್ಯಾಕೋ
mackerel	0.418	0.423	0.426	ಮ್ಯಾಕೆರೆಲ್
macro	0.552	0.469	0.647	ಮ್ಯಾಕ್ರೋ
mad	0.219	0.873	0.277	ಹುಚ್ಚು
madam	0.580	0.308	0.571	ಮೇಡಂ
madame	0.604	0.500	0.635	ಮೇಡಮ್
madden	0.329	0.602	0.457	ಹುಚ್ಚು ಹಿಡಿದ
madder	0.323	0.853	0.267	ಹುಚ್ಚು
mademoiselle	0.752	0.459	0.461	ಮಡೆಮೊಯಿಸೆಲ್
mademyday	0.694	0.573	0.537	ನನ್ನ ದಿನ ಸಂಪೂರ್ಣವಾಯ್ತು
madhouse	0.156	0.736	0.440	ಹುಚ್ಚಾಸ್ಪತ್ರೆ
madman	0.135	0.880	0.312	ಹುಚ್ಚ
madness	0.104	0.804	0.440	ಹುಚ್ಚುತನ
maestro	0.823	0.357	0.849	ಮೇಷ್ಟ್ರು
mafia	0.204	0.867	0.676	ಮಾಫಿಯಾ
magazine	0.615	0.332	0.377	ಪತ್ರಿಕೆ
mage	0.622	0.373	0.453	ಮಂತ್ರವಾದಿ
magenta	0.635	0.275	0.415	ಕೆನ್ನೇರಳೆ ಬಣ್ಣ
maggot	0.235	0.500	0.235	ಹುಳು
magic	0.868	0.663	0.578	ಮ್ಯಾಜಿಕ್
magical	0.875	0.651	0.595	ಮಾಂತ್ರಿಕ
magician	0.714	0.657	0.551	ಜಾದೂಗಾರ
magistrate	0.587	0.541	0.904	ಮ್ಯಾಜಿಸ್ಟ್ರೇಟ್
magma	0.323	0.623	0.609	ಶಿಲಾಪಾಕ
magna	0.605	0.490	0.652	ಮಗ್ನ
magnate	0.627	0.708	0.868	ದೊರೆ
magnesium	0.542	0.320	0.321	ಮೆಗ್ನೀಸಿಯಮ್
magnet	0.571	0.318	0.553	ಅಯಸ್ಕಾಂತ
magnetic	0.612	0.529	0.673	ಕಾಂತೀಯ
magnetism	0.630	0.529	0.741	ಕಾಂತೀಯತೆ
magnetite	0.531	0.490	0.581	ಮ್ಯಾಗ್ನೆಟೈಟ್
magnification	0.890	0.615	0.880	ವರ್ಧನೆ
magnificence	0.802	0.810	0.920	ಭವ್ಯತೆ
magnificent	1.000	0.680	0.886	ಭವ್ಯವಾದ
magnifier	0.469	0.216	0.345	ವರ್ಧಕ
magnify	0.729	0.561	0.839	ಹಿಗ್ಗಿಸಿ
magnifying	0.594	0.265	0.406	ವರ್ಧಕ
magnitude	0.608	0.613	0.774	ಪರಿಮಾಣ
magnolia	0.558	0.343	0.379	ಮ್ಯಾಗ್ನೋಲಿಯಾ
magpie	0.500	0.458	0.327	ಮ್ಯಾಗ್ಪಿ
mahi mahi	0.510	0.410	0.398	ಮಾಹಿ ಮಾಹಿ
mahjong	0.556	0.418	0.440	ಮಹ್ಜಾಂಗ್
mahogany	0.602	0.225	0.393	ಮಹೋಗಾನಿ
maid	0.406	0.324	0.300	ಸೇವಕಿ
maiden	0.755	0.396	0.461	ಕನ್ಯೆ
mail	0.615	0.231	0.548	ಮೇಲ್
mailbox	0.573	0.222	0.404	ಅಂಚೆಪೆಟ್ಟಿಗೆ
mailing	0.688	0.324	0.375	ಮೇಲಿಂಗ್
mailman	0.659	0.418	0.462	ಅಂಚೆಯವನು
maim	0.133	0.724	0.496	ಅಂಗವಿಕಲ
main	0.667	0.510	0.811	ಮುಖ್ಯ
mainframe	0.531	0.490	0.557	ಮೇನ್ಫ್ರೇಮ್
mainland	0.680	0.407	0.806	ಮುಖ್ಯಭೂಮಿ
mainstay	0.694	0.400	0.713	ಆಧಾರಸ್ತಂಭ
mainstream	0.653	0.527	0.660	ಮುಖ್ಯವಾಹಿನಿ
maintain	0.684	0.398	0.647	ನಿರ್ವಹಿಸುತ್ತವೆ
maintenance	0.592	0.410	0.545	ನಿರ್ವಹಣೆ
majestic	0.948	0.731	0.906	ಭವ್ಯವಾದ
majesty	0.823	0.602	0.955	ಮಹಿಮೆ
major	0.684	0.538	0.874	ಪ್ರಮುಖ
majority	0.684	0.560	0.930	ಬಹುಮತ
make	0.684	0.420	0.480	ಮಾಡಿ
makeover	0.771	0.510	0.596	ಬದಲಾವಣೆ
maker	0.698	0.544	0.706	ತಯಾರಕ
makeshift	0.479	0.611	0.389	ತಾತ್ಕಾಲಿಕ
makesmehappy	0.894	0.663	0.712	ಸಂತೋಷವನ್ನುಂಟುಮಾಡುತ್ತದೆ
makesmemad	0.296	0.643	0.500	ಹುಚ್ಚನಾಗುತ್ತಾನೆ
makeup	0.740	0.333	0.331	ಸೌಂದರ್ಯ ವರ್ಧಕ
makingdisciples	0.684	0.402	0.664	ಶಿಷ್ಯರನ್ನಾಗಿ ಮಾಡುವುದು
malady	0.190	0.686	0.304	ಖಾಯಿಲೆ
malaise	0.150	0.600	0.161	ಅಸ್ವಸ್ಥತೆ
malaria	0.125	0.653	0.304	ಮಲೇರಿಯಾ
malarkey	0.396	0.500	0.465	ಮಲಾರ್ಕಿ
malevolent	0.094	0.854	0.613	ದುರುದ್ದೇಶಪೂರಿತ
malfeasance	0.062	0.745	0.325	ದುಷ್ಕೃತ್ಯ
malformation	0.083	0.602	0.357	ವಿರೂಪತೆ
malfunction	0.125	0.577	0.229	ಅಸಮರ್ಪಕ ಕ್ರಿಯೆ
malice	0.073	0.811	0.492	ದುರುದ್ದೇಶ
malicious	0.177	0.765	0.607	ದುರುದ್ದೇಶಪೂರಿತ
malign	0.140	0.765	0.481	ಕೆಡುಕು
malignancy	0.149	0.814	0.614	ಮಾರಣಾಂತಿಕತೆ
malignant	0.143	0.824	0.370	ಮಾರಣಾಂತಿಕ
maligned	0.102	0.684	0.218	ಕೆಡುಕಿದೆ
mall	0.724	0.663	0.492	ಮಾಲ್
malleable	0.500	0.500	0.391	ಮೆತುವಾದ
mallet	0.354	0.390	0.483	ಬಡಿಗೆ
malnutrition	0.024	0.592	0.277	ಅಪೌಷ್ಟಿಕತೆ
malpractice	0.094	0.559	0.330	ದುರಾಚಾರ
malt	0.750	0.373	0.324	ಮಾಲ್ಟ್
mama	0.860	0.413	0.728	ಅಮ್ಮ
mambo	0.808	0.622	0.445	ಮಾಂಬೊ
mamma	0.600	0.358	0.449	ಅಮ್ಮ
mammal	0.618	0.449	0.421	ಸಸ್ತನಿ
mammoth	0.480	0.471	0.537	ಮಹಾಗಜ
mammy	0.680	0.415	0.436	ಮಮ್ಮಿ
manage	0.560	0.530	0.719	ನಿರ್ವಹಿಸು
manageable	0.750	0.361	0.655	ನಿರ್ವಹಿಸಬಲ್ಲ
management	0.792	0.491	0.806	ನಿರ್ವಹಣೆ
manager	0.625	0.549	0.897	ಮ್ಯಾನೇಜರ್
managerial	0.604	0.520	0.791	ವ್ಯವಸ್ಥಾಪಕ
mandamus	0.439	0.577	0.556	ಮ್ಯಾಂಡಮಸ್
mandarin	0.625	0.398	0.491	ಮ್ಯಾಂಡರಿನ್
mandate	0.448	0.670	0.779	ಆದೇಶ
mandatory	0.271	0.667	0.777	ಕಡ್ಡಾಯ
mandible	0.510	0.431	0.500	ದವಡೆಯ
mandolin	0.708	0.433	0.367	ಮ್ಯಾಂಡೋಲಿನ್
mandrel	0.310	0.490	0.481	ಮ್ಯಾಂಡ್ರೆಲ್
mane	0.521	0.277	0.373	ಮೇನ್
maneuver	0.615	0.663	0.608	ಕುಶಲ
maneuvering	0.635	0.640	0.745	ಕುಶಲ
mange	0.311	0.558	0.348	ಮಂಜ್
manger	0.656	0.276	0.398	ಮಡದಿ
mangle	0.292	0.449	0.355	ಮಂಗಲ್
mango	0.765	0.327	0.290	ಮಾವು
mangosteen	0.562	0.500	0.414	ಮ್ಯಾಂಗೋಸ್ಟೀನ್
mangy	0.214	0.698	0.270	ಮಾವುತ
manhole	0.378	0.500	0.516	ಮ್ಯಾನ್ಹೋಲ್
manhood	0.625	0.735	0.858	ಪೌರುಷ
manhunt	0.145	0.925	0.657	ಮಾನವ ಬೇಟೆ
mania	0.290	0.683	0.382	ಉನ್ಮಾದ
maniac	0.120	0.849	0.431	ಹುಚ್ಚ
maniacal	0.200	0.848	0.500	ಉನ್ಮಾದದ
manic	0.054	0.892	0.368	ಉನ್ಮಾದ
manicure	0.706	0.308	0.284	ಹಸ್ತಾಲಂಕಾರ ಮಾಡು
manicurist	0.583	0.352	0.341	ಹಸ್ತಾಲಂಕಾರಕಾರ
manifest	0.667	0.647	0.704	ಸ್ಪಷ್ಟವಾಗಿ
manifestation	0.583	0.750	0.655	ಅಭಿವ್ಯಕ್ತಿ
manifested	0.580	0.618	0.667	ಪ್ರಕಟವಾಯಿತು
manifestly	0.469	0.588	0.577	ಸ್ಪಷ್ಟವಾಗಿ
manifesto	0.646	0.519	0.676	ಪ್ರಣಾಳಿಕೆ
manifold	0.500	0.461	0.435	ಬಹುದ್ವಾರಿ
manipulate	0.255	0.700	0.772	ಕುಶಲತೆಯಿಂದ
manipulation	0.188	0.775	0.536	ಕುಶಲತೆ
manipulative	0.177	0.724	0.546	ಕುಶಲ
mankind	0.823	0.471	0.768	ಮಾನವಕುಲ
manly	0.698	0.633	0.846	ಪೌರುಷ
manna	0.698	0.294	0.544	ಮನ್ನಾ
manned	0.551	0.588	0.484	ಮಾನವಸಹಿತ
mannequin	0.427	0.302	0.295	ಮನುಷ್ಯಾಕೃತಿ
manner	0.618	0.250	0.320	ರೀತಿಯಲ್ಲಿ
mannered	0.469	0.556	0.291	ನಡತೆಯ
manners	0.816	0.284	0.517	ಶಿಷ್ಟಾಚಾರ
manor	0.646	0.358	0.738	ಮೇನರ್
manpower	0.531	0.620	0.543	ಮಾನವಶಕ್ತಿ
mansion	0.847	0.490	0.717	ಮಹಲು
mansions	0.735	0.529	0.777	ಮಹಲುಗಳು
manslaughter	0.090	0.920	0.473	ನರಹತ್ಯೆ
mantel	0.500	0.265	0.471	ಕವಚ
mantis	0.480	0.355	0.421	ಮಂಟಿಸ್
mantle	0.510	0.269	0.422	ನಿಲುವಂಗಿ
mantra	0.396	0.249	0.357	ಮಂತ್ರ
manual	0.635	0.245	0.449	ಕೈಪಿಡಿ
manufacture	0.868	0.703	0.780	ತಯಾರಿಕೆ
manufacturer	0.688	0.537	0.830	ತಯಾರಕ
manufacturing	0.653	0.613	0.804	ಉತ್ಪಾದನೆ
manure	0.250	0.471	0.241	ಗೊಬ್ಬರ
manuscript	0.510	0.208	0.540	ಹಸ್ತಪ್ರತಿ
map	0.561	0.229	0.463	ನಕ್ಷೆ
maple	0.541	0.390	0.339	ಮೇಪಲ್
mar	0.622	0.544	0.545	ಮಾರ್
marathon	0.646	0.778	0.740	ಮ್ಯಾರಥಾನ್
marble	0.604	0.212	0.667	ಅಮೃತಶಿಲೆ
marbled	0.396	0.385	0.418	ಅಮೃತಶಿಲೆಯ
marbles	0.714	0.345	0.241	ಗೋಲಿಗಳು
march	0.531	0.200	0.483	ಮಾರ್ಚ್
mare	0.541	0.320	0.417	ಮೇರ್
margarine	0.530	0.316	0.333	ಮಾರ್ಗರೀನ್
margarita	0.750	0.438	0.420	ಮಾರ್ಗರಿಟಾ
margin	0.500	0.219	0.331	ಅಂಚು
marginal	0.235	0.644	0.345	ಕನಿಷ್ಠ
mariachi	0.710	0.559	0.609	ಮರಿಯಾಚಿ
marijuana	0.312	0.779	0.558	ಗಾಂಜಾ
marinara	0.657	0.388	0.435	ಮರಿನಾರಾ
marine	0.633	0.471	0.679	ಸಮುದ್ರ
mariner	0.652	0.491	0.676	ನಾವಿಕ
marital	0.760	0.529	0.500	ವೈವಾಹಿಕ
maritime	0.646	0.490	0.713	ಸಮುದ್ರಯಾನ
mark	0.491	0.231	0.600	ಗುರುತು
marked	0.592	0.358	0.554	ಗುರುತಿಸಲಾಗಿದೆ
marker	0.500	0.333	0.605	ಮಾರ್ಕರ್
market	0.724	0.480	0.521	ಮಾರುಕಟ್ಟೆ
marketable	0.746	0.545	0.664	ಮಾರಾಟ ಮಾಡಬಹುದಾದ
marketing	0.521	0.774	0.675	ಮಾರ್ಕೆಟಿಂಗ್
marketplace	0.698	0.420	0.525	ಮಾರುಕಟ್ಟೆ
marks	0.430	0.480	0.424	ಅಂಕಗಳು
marksman	0.500	0.833	0.692	ಗುರಿಕಾರ
marksmanship	0.573	0.531	0.664	ಗುರಿಕಾರ
marl	0.372	0.471	0.351	ಮಾರ್ಲ್
marmalade	0.729	0.370	0.288	ಮುರಬ್ಬ
maroon	0.469	0.358	0.336	ಮರೂನ್
marooned	0.229	0.480	0.160	ದಿಗ್ಭ್ರಮೆಗೊಂಡ
marquee	0.602	0.284	0.508	ಮಾರ್ಕ್ಯೂ
marquis	0.521	0.444	0.562	ಮಾರ್ಕ್ವಿಸ್
marred	0.181	0.561	0.233	ಹಾಳಾಗಿದೆ
marriage	0.844	0.684	0.750	ಮದುವೆ
married	0.674	0.570	0.602	ಮದುವೆಯಾದ
marrow	0.398	0.422	0.472	ಮಜ್ಜೆ
marry	0.896	0.765	0.673	ಮದುವೆಯಾಗು
marsh	0.302	0.358	0.277	ಜವುಗು
marshal	0.469	0.610	0.819	ಮಾರ್ಷಲ್
marshmallow	0.740	0.441	0.391	ಮಾರ್ಷ್ಮ್ಯಾಲೋ
mart	0.531	0.402	0.418	ಮಾರ್ಟ್
martial	0.480	0.710	0.737	ಸಮರ
martingale	0.469	0.510	0.455	ಮಾರ್ಟಿಂಗೇಲ್
martini	0.828	0.500	0.519	ಮಾರ್ಟಿನಿ
martyr	0.281	0.708	0.509	ಹುತಾತ್ಮ
martyrdom	0.323	0.745	0.442	ಹುತಾತ್ಮತೆ
marvel	0.961	0.755	0.866	ಅದ್ಭುತ
marvellous	0.878	0.809	0.849	ಅದ್ಭುತ
marvelous	0.948	0.637	0.778	ಅದ್ಭುತ
marvelously	0.968	0.708	0.764	ಅದ್ಭುತವಾಗಿ
marzipan	0.684	0.380	0.258	ಮಾರ್ಜಿಪಾನ್
mascara	0.575	0.450	0.269	ಮಸ್ಕರಾ
mascot	0.750	0.337	0.337	ಮ್ಯಾಸ್ಕಾಟ್
masculine	0.653	0.540	0.773	ಪುಲ್ಲಿಂಗ
masculinity	0.583	0.670	0.851	ಪುರುಷತ್ವ
mash	0.440	0.363	0.283	ಮ್ಯಾಶ್
mashed	0.531	0.337	0.194	ಹಿಸುಕಿದ
mask	0.510	0.490	0.537	ಮುಖವಾಡ
masked	0.375	0.549	0.518	ಮುಖವಾಡ ಧರಿಸಿದ
masks	0.510	0.472	0.241	ಮುಖವಾಡಗಳು
masochism	0.194	0.845	0.483	ಮಾಸೋಕಿಸಂ
masochist	0.164	0.784	0.353	ಮಾಸೋಕಿಸ್ಟ್
mason	0.541	0.442	0.580	ಮೇಸ್ತ್ರಿ
masquerade	0.431	0.633	0.446	ಛದ್ಮವೇಷ
mass	0.458	0.245	0.277	ಸಮೂಹ
massacre	0.031	0.887	0.640	ಹತ್ಯಾಕಾಂಡ
massage	0.708	0.356	0.413	ಮಸಾಜ್
masses	0.552	0.453	0.473	ಜನಸಾಮಾನ್ಯರು
masseur	0.622	0.265	0.463	ಮಸಾಜ್ ಮಾಡುವವರು
masseuse	0.594	0.373	0.391	ಮಸಾಜ್
massive	0.569	0.660	0.750	ಬೃಹತ್
mast	0.542	0.390	0.580	ಮಸ್ತ್
master	0.694	0.490	0.849	ಮಾಸ್ಟರ್
masterful	0.854	0.510	0.960	ಪಾಂಡಿತ್ಯಪೂರ್ಣ
mastermind	0.792	0.625	0.918	ಸೂತ್ರಧಾರ
masterpiece	0.926	0.623	0.847	ಮೇರುಕೃತಿ
mastery	0.755	0.648	0.873	ಪಾಂಡಿತ್ಯ
masturbate	0.552	0.926	0.500	ಹಸ್ತಮೈಥುನ ಮಾಡಿಕೊಳ್ಳಿ
masturbation	0.542	0.961	0.509	ಹಸ್ತಮೈಥುನ
mat	0.459	0.221	0.304	ಚಾಪೆ
matador	0.224	0.880	0.667	ಮ್ಯಾಟಡೋರ್
match	0.599	0.573	0.500	ಹೊಂದಾಣಿಕೆ
matchbook	0.562	0.391	0.412	ಮ್ಯಾಚ್ಬುಕ್
matching	0.719	0.735	0.418	ಹೊಂದಾಣಿಕೆಗೆ
matchmaker	0.615	0.509	0.519	ಮ್ಯಾಚ್ಮೇಕರ್
mate	0.847	0.417	0.669	ಸಂಗಾತಿ
material	0.521	0.363	0.439	ವಸ್ತು
materialism	0.220	0.390	0.556	ಭೌತವಾದ
materialist	0.255	0.491	0.504	ಭೌತವಾದಿ
materialistic	0.420	0.506	0.589	ಭೌತಿಕವಾದ
materiality	0.417	0.450	0.636	ಭೌತಿಕತೆ
materialize	0.688	0.596	0.728	ವಸ್ತುವಾಗಿಸುತ್ತದೆ
materially	0.490	0.451	0.670	ಭೌತಿಕವಾಗಿ
materials	0.633	0.361	0.473	ಸಾಮಗ್ರಿಗಳು
materiel	0.531	0.294	0.417	ವಸ್ತು
maternal	0.847	0.417	0.634	ತಾಯಿಯ
maternity	0.865	0.480	0.622	ಮಾತೃತ್ವ
math	0.417	0.375	0.600	ಗಣಿತ
mathematical	0.620	0.500	0.548	ಗಣಿತಶಾಸ್ತ್ರದ
mathematician	0.541	0.418	0.773	ಗಣಿತಜ್ಞ
mathematics	0.438	0.435	0.664	ಗಣಿತಶಾಸ್ತ್ರ
matinee	0.694	0.578	0.447	ಮ್ಯಾಟಿನಿ
mating	0.755	0.840	0.759	ಮಿಲನ
matriculation	0.622	0.490	0.675	ಮೆಟ್ರಿಕ್ಯುಲೇಷನ್
matrimony	0.850	0.637	0.843	ದಾಂಪತ್ಯ
matrix	0.551	0.378	0.673	ಮ್ಯಾಟ್ರಿಕ್ಸ್
matron	0.520	0.519	0.555	ಮ್ಯಾಟ್ರಾನ್
matted	0.281	0.519	0.393	ಮ್ಯಾಟೆಡ್
matter	0.487	0.353	0.562	ವಿಷಯ
matting	0.479	0.405	0.423	ಮ್ಯಾಟಿಂಗ್
mattress	0.612	0.255	0.397	ಹಾಸಿಗೆ
maturation	0.612	0.439	0.698	ಪಕ್ವತೆ
mature	0.625	0.347	0.600	ಪ್ರಬುದ್ಧ
maturity	0.827	0.400	0.806	ಪ್ರಬುದ್ಧತೆ
maudlin	0.337	0.417	0.368	ಮೌಡ್ಲಿನ್
mausoleum	0.344	0.281	0.594	ಸಮಾಧಿ
mauve	0.533	0.330	0.314	ಮೌವ್
maverick	0.354	0.676	0.409	ಮೇವರಿಕ್
maxim	0.875	0.562	0.887	ಗರಿಷ್ಠ
maximize	0.823	0.765	0.792	ಗರಿಷ್ಠಗೊಳಿಸು
maximum	0.724	0.724	0.852	ಗರಿಷ್ಠ
may	0.704	0.273	0.245	ಮೇ
mayday	0.344	0.643	0.423	ಮೇದಿನ
mayflower	0.690	0.463	0.429	ಮೇಫ್ಲವರ್
mayhem	0.188	0.870	0.364	ಅಪಾಯಕರ
mayonnaise	0.510	0.320	0.222	ಮೇಯನೇಸ್
mayor	0.469	0.481	0.818	ಮೇಯರ್
maze	0.438	0.608	0.444	ಜಟಿಲ
mead	0.667	0.337	0.441	ಮೀಡ್
meadow	0.622	0.130	0.382	ಹುಲ್ಲುಗಾವಲು
meager	0.144	0.389	0.281	ಅತ್ಯಲ್ಪ
meal	0.833	0.461	0.473	ಊಟ
mean	0.440	0.467	0.620	ಅರ್ಥ
meander	0.480	0.443	0.454	ಬಾಗಿಸು
meandering	0.427	0.644	0.539	ಅಂಕುಡೊಂಕಾದ
meanie	0.388	0.420	0.404	ಅರ್ಥ
meaning	0.663	0.395	0.625	ಅರ್ಥ
meaningful	0.770	0.500	0.802	ಅರ್ಥಪೂರ್ಣ
meaningless	0.156	0.314	0.143	ಅರ್ಥಹೀನ
meanness	0.102	0.694	0.368	ನೀಚತನ
means	0.615	0.373	0.460	ಅರ್ಥ
meantime	0.432	0.222	0.300	ಅದೇ ಸಮಯದಲ್ಲಿ
