English Word	Valence	Arousal	Dominance	Sindhi Word
karaoke	0.763	0.649	0.342	ڪاروائي
karate	0.562	0.833	0.598	ڪراٽي
karma	0.500	0.510	0.537	ڪرما
karmic	0.357	0.459	0.464	ڪارمي
kayak	0.592	0.600	0.364	ڪيڪ
kazoo	0.503	0.462	0.411	ڪازو
kebab	0.531	0.431	0.377	ڪباب
keel	0.344	0.417	0.419	ڪٽڻ
keen	0.823	0.719	0.806	شوق
keep	0.714	0.296	0.547	رکڻ
keeper	0.612	0.457	0.773	سنڀاليندڙ
keeping	0.592	0.280	0.723	رکڻ
keepsake	0.740	0.307	0.491	يادگار
keg	0.551	0.389	0.404	ڪيگ
kelp	0.479	0.264	0.213	ڪلپ
ken	0.438	0.409	0.360	ڪين
kennel	0.430	0.480	0.406	ڪنگڻ
kerchief	0.520	0.189	0.236	رومال
kern	0.438	0.420	0.449	ڪڪڙ
kernel	0.542	0.453	0.462	دانا
kerosene	0.302	0.472	0.427	مٽي جو تيل
ketchup	0.653	0.338	0.282	ڪيچپ
kettle	0.357	0.497	0.333	ڪيٽلي
key	0.615	0.275	0.519	چاٻي
keyboard	0.573	0.279	0.349	ڪي بورڊ
keyed	0.469	0.497	0.521	چاٻي
keyhole	0.438	0.358	0.356	چاٻي
keynote	0.630	0.431	0.545	اهم نوٽ
keypad	0.604	0.255	0.330	ڪي پيڊ
keystone	0.573	0.438	0.491	ڪيسٽون
keyword	0.602	0.520	0.747	لفظ
khaki	0.594	0.252	0.278	خاڪي
khan	0.463	0.476	0.529	خان
kibble	0.510	0.458	0.404	ڪٻٽ
kick	0.271	0.791	0.526	لات مارڻ
kickboxing	0.427	0.882	0.651	ڪڪ باڪسنگ
kicker	0.427	0.711	0.614	ڪڪر
kicking	0.327	0.802	0.510	لات مارڻ
kickoff	0.583	0.600	0.629	شروع ڪريو
kid	0.760	0.453	0.298	ٻار
kidder	0.708	0.768	0.471	ٻارڙو
kidding	0.622	0.625	0.457	مذاق ڪرڻ
kiddo	0.674	0.393	0.419	ٻار
kiddos	0.500	0.480	0.342	ٻارڙا
kidnap	0.032	0.923	0.535	اغوا ڪرڻ
kidnapped	0.044	0.923	0.455	اغوا ٿيل
kidnapper	0.115	0.906	0.618	اغوا ڪندڙ
kidnapping	0.094	0.880	0.561	اغوا
kidney	0.448	0.363	0.380	گردو
kids	0.837	0.500	0.417	ٻار
kill	0.052	0.941	0.736	مارڻ
killer	0.041	0.971	0.543	قاتل
killing	0.080	0.959	0.696	مارڻ
killjoy	0.178	0.550	0.324	مارڻ
kiln	0.451	0.423	0.414	ڀُٽو
kilo	0.438	0.358	0.461	ڪلو
kilogram	0.510	0.260	0.455	ڪلوگرام
kilometer	0.490	0.439	0.485	ڪلوميٽر
kilt	0.448	0.346	0.348	ڪلٽ
kimono	0.643	0.280	0.363	ڪيمونو
kin	0.543	0.441	0.457	مائٽ
kind	0.918	0.240	0.618	قسم
kindergarten	0.833	0.462	0.308	ڪنڊرگارٽن
kindling	0.520	0.651	0.421	ٻارڻ
kindness	0.938	0.350	0.508	مهرباني
kindred	0.760	0.418	0.517	مائٽ
kinematics	0.594	0.480	0.614	ڪنيميٽيڪس
kinesiology	0.491	0.480	0.633	ڪائناتولوجي
kinetic	0.582	0.540	0.537	متحرڪ
king	0.677	0.690	0.892	بادشاهه
king snake	0.458	0.835	0.647	بادشاهه سانپ
kingdom	0.714	0.547	0.910	بادشاهت
kingpin	0.357	0.626	0.642	بادشاهه
kink	0.337	0.634	0.321	ڪنڪ
kinky	0.449	0.558	0.361	ٿلهو
kinship	0.771	0.300	0.652	رشتا
kiosk	0.500	0.286	0.321	ڪوسڪ
kirk	0.510	0.390	0.388	ڪرڪ
kiss	0.967	0.813	0.630	چمي
kisser	0.844	0.682	0.618	چميندڙ
kissy	0.874	0.684	0.402	چمي وارو
kit	0.583	0.344	0.420	کٽ
kitchen	0.700	0.234	0.398	باورچی خانه
kite	0.643	0.500	0.573	لغڙ
kitten	0.816	0.343	0.260	ٻلي
kiwi	0.646	0.273	0.282	ڪيوي
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	مهارت
knapsack	0.551	0.317	0.268	ڪپڙو
knead	0.490	0.457	0.345	گونجڻ
knee	0.520	0.245	0.396	گھٹو
kneecap	0.427	0.360	0.440	گوڏن جو ڪپ
kneel	0.426	0.417	0.217	گوڏا کوڙڻ
kneeling	0.245	0.435	0.144	گوڏا کوڙڻ
knell	0.354	0.500	0.377	گھڙي
knick	0.480	0.509	0.420	ڇڪڻ
knickers	0.552	0.428	0.328	نڪر
knife	0.344	0.717	0.573	چاقو
knight	0.780	0.441	0.835	نائيٽ
knighthood	0.740	0.660	0.769	نائيٽ جو درجو
knit	0.630	0.144	0.295	آڻڻ
knob	0.340	0.360	0.272	ڇڪ
knock	0.312	0.531	0.527	کڙڪائڻ
knockoff	0.350	0.606	0.240	ڇڪڻ
knockout	0.388	0.755	0.664	ختم ڪرڻ
knoll	0.434	0.347	0.333	ڪنول
knot	0.541	0.221	0.408	ڳنڍ
knots	0.418	0.346	0.267	ڳنڍ
knotted	0.226	0.412	0.294	ڳنڍيل
know	0.765	0.361	0.704	ڄاڻ
knowing	0.833	0.353	0.658	ڄاڻڻ
knowingly	0.500	0.459	0.481	ڄاڻي واڻي
knowledge	0.847	0.430	0.896	ڄاڻ
knowledgeable	0.865	0.455	0.971	ڄاڻندڙ
knuckle	0.655	0.333	0.393	ڌڪ
knucklehead	0.157	0.485	0.288	ڪنڌ
knuckles	0.271	0.461	0.320	ڪنڌ
koala	0.608	0.210	0.311	ڪوالا
kook	0.417	0.471	0.398	ڪوڪ
kooky	0.418	0.582	0.366	ڪوڪي
kool-aid	0.531	0.318	0.393	کولڻ جي مدد
kos	0.500	0.471	0.407	ڪوس
kosher	0.469	0.443	0.312	ڪوشر
kraut	0.388	0.500	0.390	ڪروٽ
kris	0.427	0.417	0.407	ڪرس
kryptonite	0.306	0.690	0.588	kryptonite
kudos	0.925	0.587	0.642	مهرباني
kumquat	0.417	0.426	0.390	ڪمڪوٽ
lab	0.479	0.500	0.600	ليبارٽري
label	0.582	0.245	0.423	ليبل
labor	0.594	0.639	0.754	محنت
laboratory	0.571	0.490	0.537	ليبارٽري
labored	0.646	0.451	0.637	محنت ڪئي
laborer	0.561	0.510	0.698	مزدور
laboring	0.705	0.644	0.737	محنت ڪرڻ
laborious	0.393	0.635	0.709	محنتي
labyrinth	0.479	0.811	0.491	ليبارينٿ
lac	0.408	0.418	0.331	لک
lace	0.625	0.200	0.293	ليس
laceration	0.143	0.667	0.443	ڦاٽڻ
lack	0.250	0.365	0.242	گهٽتائي
lackey	0.260	0.510	0.166	لاچار
lacking	0.229	0.375	0.121	فقدان
lackluster	0.250	0.311	0.264	بيڪار
lacquer	0.510	0.353	0.258	لاک
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	ليڪٽوز
lad	0.637	0.388	0.336	ڇوڪرو
ladder	0.560	0.438	0.358	ڏاڪڻ
laddie	0.668	0.539	0.391	ڇوڪري
laden	0.392	0.478	0.554	ڀريل
lading	0.388	0.463	0.409	لڏڻ
ladle	0.531	0.368	0.352	ڏاڙهي
lady	0.854	0.481	0.602	عورت
lady bug	0.490	0.434	0.381	ليڊي بگ
ladybug	0.602	0.400	0.224	ليڊي بگ
ladylike	0.592	0.559	0.538	عورت جهڙو
ladyship	0.561	0.480	0.822	ليڊي شپ
lag	0.220	0.375	0.246	دير
lager	0.584	0.480	0.353	ليجر
lagging	0.135	0.538	0.277	دير ٿيڻ
lagoon	0.660	0.231	0.373	ڍنڍ
lair	0.469	0.438	0.392	ليئر
laity	0.510	0.320	0.487	عام ماڻهو
lake	0.694	0.196	0.425	ڍنڍ
lama	0.560	0.320	0.400	لاما
lamb	0.646	0.284	0.321	گھڙو
lame	0.145	0.410	0.217	لٺ
lament	0.198	0.398	0.352	ماتم
lamenting	0.156	0.390	0.254	ماتم ڪرڻ
lamina	0.510	0.314	0.408	لامينا
laminated	0.417	0.304	0.373	لامحدود
lamp	0.510	0.260	0.309	چراغ
lamppost	0.420	0.337	0.455	ليمپپوسٽ
lance	0.406	0.620	0.587	لانس
lancer	0.417	0.528	0.519	لانسر
land	0.582	0.260	0.616	زمين
landed	0.709	0.620	0.480	لينڊ ڪيو
landfall	0.521	0.434	0.407	زمينداري
landfill	0.398	0.423	0.324	زمين ڀرڻ
landing	0.552	0.696	0.596	لينڊنگ
landlady	0.677	0.303	0.417	زميندار
landlocked	0.280	0.391	0.367	زمين بند
landlord	0.684	0.500	0.858	زميندار
landmark	0.694	0.355	0.681	نشان
lands	0.594	0.280	0.492	زمينون
landscape	0.719	0.176	0.423	نظارو
landscaping	0.823	0.379	0.519	زمين جي جوڙجڪ
landslide	0.250	0.864	0.530	لينڊ سلائيڊ
lane	0.449	0.490	0.451	لين
language	0.677	0.337	0.704	ٻولي
languid	0.281	0.270	0.283	سست
languish	0.235	0.408	0.382	سست ٿيڻ
languishing	0.308	0.459	0.353	سست ٿيڻ
lanky	0.412	0.426	0.370	خراب
lantern	0.622	0.250	0.243	لالٽين
lap	0.583	0.510	0.412	گود
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	گم ٿيڻ
lapsed	0.357	0.333	0.276	ختم ٿي ويو
laptop	0.724	0.270	0.519	ليپ ٽاپ
larceny	0.272	0.821	0.454	چوري
lard	0.427	0.239	0.179	چرٻي
larder	0.656	0.290	0.509	ڏاڙهي
large	0.704	0.565	0.736	وڏو
larger	0.729	0.654	0.763	وڏو
largo	0.521	0.480	0.517	لارگو
lark	0.570	0.292	0.352	لڙڪ
larva	0.245	0.423	0.254	لاروا
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	larynx
lasagna	0.719	0.441	0.396	لاسگنا
laser	0.469	0.531	0.769	ليزر
lash	0.235	0.794	0.609	ڌڪ
lass	0.656	0.536	0.433	ڇوڪري
lasso	0.438	0.460	0.339	لسو
lastday	0.309	0.580	0.463	آخري ڏينهن
lasting	0.804	0.535	0.745	پائيدار
lastminute	0.418	0.582	0.385	آخري منٽ
latch	0.395	0.263	0.288	ڪڙي
late	0.245	0.358	0.315	دير
lateness	0.214	0.388	0.343	دير
latent	0.469	0.500	0.653	پوشيده
lateral	0.469	0.370	0.322	پس منظر
laterally	0.562	0.255	0.450	دير سان
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	ليٿ
lather	0.635	0.327	0.313	ڇنڊڇاڻ
latitude	0.562	0.306	0.490	ويڪرائي ڦاڪ
latrine	0.380	0.353	0.176	غسل خانو
latrines	0.214	0.462	0.267	غسل خانو
latte	0.615	0.320	0.311	لٽي
lattice	0.406	0.420	0.349	جالي
laud	0.493	0.427	0.383	ساراهه
laudable	0.740	0.472	0.682	قابل تعريف
laudation	0.542	0.547	0.623	ساراهه
laudatory	0.612	0.417	0.450	ساراهه ڪرڻ وارو
laugh	0.980	0.639	0.587	کلڻ
laughable	0.592	0.627	0.298	مسڪرائيندڙ
laughing	0.906	0.596	0.534	کلڻ
laughingstock	0.427	0.779	0.312	کلڻ وارو
laughs	0.812	0.846	0.425	کلندو آهي
laughter	0.959	0.654	0.588	کلڻ
launch	0.684	0.814	0.598	لانچ
launcher	0.677	0.745	0.808	لانچر
launches	0.490	0.663	0.602	لانچ ڪري ٿو
launder	0.479	0.450	0.349	ڌوئڻ
laundering	0.439	0.327	0.444	لانڊرنگ
laundry	0.644	0.292	0.377	ڌوٻي
laureate	0.724	0.402	0.702	انعام حاصل ڪندڙ
laurel	0.646	0.146	0.302	لورل
laurels	0.684	0.279	0.545	اعزاز
lava	0.280	0.539	0.615	لاوا
lavage	0.615	0.467	0.361	ڌوئڻ
lavatory	0.510	0.400	0.259	غسل خانو
lavender	0.812	0.198	0.388	ليوينڊر
lavish	0.792	0.648	0.730	شاندار
law	0.740	0.590	0.815	قانون
lawful	0.660	0.394	0.780	جائز
lawless	0.219	0.690	0.420	بي قانون
lawlessness	0.156	0.804	0.509	لاقانونيت
lawman	0.510	0.523	0.786	قانون ساز
lawn	0.686	0.153	0.192	لان
lawnmower	0.480	0.531	0.355	لان ڪٽڻ وارو
lawsuit	0.219	0.794	0.611	مقدمو
lawyer	0.521	0.569	0.784	وڪيل
lax	0.430	0.401	0.300	سست
laxative	0.271	0.550	0.528	جلاب ڪرڻ وارو
lay	0.521	0.336	0.491	رکڻ
layaway	0.429	0.510	0.451	layway
layer	0.500	0.208	0.366	پرت
layered	0.571	0.306	0.436	پرت وارو
layman	0.531	0.339	0.424	عام ماڻهو
layout	0.615	0.442	0.557	ترتيب
layover	0.520	0.355	0.500	موڪل
laziness	0.271	0.240	0.132	سستي
lazy	0.392	0.264	0.096	سست
lazyday	0.337	0.319	0.145	سست ڏينهن
lea	0.583	0.294	0.358	لي
lead	0.323	0.657	0.455	اڳواڻي
leaded	0.439	0.625	0.595	اڳواڻي ڪئي
leader	0.833	0.582	0.926	aggwan
leadership	0.870	0.690	0.983	قيادت
leading	0.823	0.698	0.954	اڳواڻي
leads	0.530	0.471	0.615	ليڊ
leaf	0.583	0.156	0.294	پتي
leaflet	0.490	0.206	0.375	ليفليٽ
leafy	0.653	0.530	0.700	پنن وارو
league	0.656	0.340	0.462	ليگ
leak	0.378	0.833	0.520	ليڪ
leakage	0.188	0.731	0.528	رسڻ
leaky	0.170	0.686	0.288	ليڪي
lean	0.734	0.353	0.438	ٿلهو
leaned	0.570	0.373	0.490	جھڪيل
leaning	0.480	0.409	0.352	جھڪڻ
leap	0.750	0.663	0.667	ليپ
learn	0.833	0.643	0.829	سکڻ
learned	0.704	0.462	0.543	سکيا
learner	0.698	0.475	0.398	سکيا ڏيندڙ
learning	0.833	0.588	0.574	سکيا
lease	0.520	0.463	0.545	ليز
leash	0.320	0.347	0.427	پٽي
leather	0.510	0.324	0.341	چمڙو
leathery	0.418	0.471	0.411	چمڙو
leave	0.375	0.315	0.295	ڇڏڻ
leavemealone	0.240	0.472	0.402	مون کي اڪيلو ڇڏيو
leaving	0.163	0.542	0.371	ڇڏڻ
lecherous	0.135	0.704	0.376	بدمعاش
lecture	0.594	0.462	0.737	ليڪچر
lecturer	0.677	0.549	0.736	ليڪچرر
ledge	0.406	0.235	0.339	ڪناري
ledger	0.510	0.362	0.609	ليجر
lee	0.510	0.269	0.296	لي
leech	0.250	0.623	0.268	ليچ
leeches	0.115	0.698	0.295	ليچس
leer	0.612	0.348	0.509	لير
leery	0.337	0.640	0.410	ليري
lees	0.360	0.567	0.406	ليس
leeway	0.562	0.577	0.569	رستو
left	0.354	0.370	0.361	کاٻو
leftout	0.229	0.365	0.245	ڇڏي ويو
leftover	0.490	0.460	0.222	بچيل
leftovers	0.219	0.350	0.116	بچيل شيون
lefty	0.490	0.406	0.379	کاٻي
leg	0.510	0.373	0.313	ٽنگ
legacy	0.792	0.529	0.827	ورثي
legal	0.653	0.387	0.887	قانوني
legality	0.765	0.343	0.713	قانونيت
legalize	0.510	0.460	0.818	قانوني ڪرڻ
legalized	0.760	0.440	0.855	قانوني ڪيو
legally	0.771	0.482	0.842	قانوني طور
legend	0.837	0.519	0.750	ڏند ڪٿا
legendary	0.857	0.537	0.863	افسانوي
legibility	0.771	0.481	0.580	جائزيت
legible	0.673	0.279	0.509	پڙهڻ لائق
legion	0.469	0.570	0.852	لشڪر
legislate	0.571	0.582	0.736	قانون سازي ڪرڻ
legislation	0.531	0.418	0.808	قانون سازي
legislative	0.633	0.365	0.800	قانون ساز
legislator	0.490	0.580	0.877	قانون ساز
legislature	0.540	0.435	0.698	قانون سازي
legit	0.747	0.427	0.849	جائز
legitimacy	0.823	0.420	0.855	قانونيت
legitimate	0.792	0.363	0.841	جائز
lego	0.600	0.294	0.189	ليگو
legs	0.479	0.407	0.228	ٽنگون
legume	0.520	0.302	0.465	ڀاڄي
legwork	0.622	0.560	0.509	ٽنگ جو ڪم
leisure	0.631	0.429	0.421	فرصت
leisurely	0.806	0.250	0.367	آرام سان
lemma	0.530	0.284	0.391	ليما
lemon	0.596	0.317	0.316	ليمون
lemonade	0.661	0.287	0.412	ليمونيڊ
lend	0.520	0.461	0.508	قرض ڏيڻ
lender	0.340	0.520	0.703	قرض ڏيندڙ
lending	0.510	0.585	0.462	قرض ڏيڻ
length	0.479	0.308	0.533	ڊگھائي
lengthen	0.619	0.481	0.566	ڊگهو ڪرڻ
lengthened	0.448	0.530	0.474	ڊگھو
lengthening	0.673	0.530	0.528	ڊگهو ڪرڻ
lengthwise	0.571	0.470	0.528	ڊگھائي
lengthy	0.570	0.342	0.528	ڊگهو
leniency	0.517	0.436	0.545	نرمي
lenient	0.520	0.451	0.340	نرمي ڪندڙ
lens	0.420	0.245	0.472	لينس
leopard	0.542	0.755	0.611	چيتا
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	ڪوڙهه جو مريض
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	ڪوڙهه جو مرض
lesion	0.240	0.623	0.361	زخم
less	0.265	0.240	0.115	گهٽ
lessee	0.417	0.474	0.595	اجوري
lessen	0.235	0.284	0.255	گھٽائڻ
lessening	0.375	0.300	0.277	گھٽائڻ
lesser	0.396	0.167	0.211	گهٽ
lesson	0.704	0.577	0.593	سبق
lessor	0.552	0.490	0.623	اجورو
let	0.427	0.373	0.307	ڪرڻ
lethal	0.156	0.800	0.745	موتمار
lethargic	0.214	0.245	0.375	سستي
lethargy	0.194	0.302	0.316	سستي
letter	0.635	0.279	0.342	خط
lettered	0.542	0.361	0.482	خط لکيل
letterhead	0.450	0.316	0.462	ليٽر هيڊ
lettering	0.541	0.180	0.431	خط لکڻ
letters	0.663	0.327	0.364	اکر
lettuce	0.594	0.163	0.291	ليٽس
leukemia	0.094	0.572	0.351	ليوڪيميا
levee	0.520	0.324	0.490	ليوي
level	0.622	0.277	0.491	سطح
lever	0.400	0.343	0.402	ليور
leverage	0.459	0.500	0.629	فائدو وٺڻ
levitate	0.561	0.598	0.551	ڇڏڻ
levy	0.438	0.420	0.491	محصول
lewd	0.188	0.673	0.412	فحش
lexicon	0.561	0.463	0.615	لغت
ley	0.604	0.389	0.764	لي
liabilities	0.429	0.608	0.694	ذميواريون
liability	0.646	0.500	0.802	ذميواري
liable	0.656	0.519	0.821	ذميوار
liaison	0.698	0.337	0.472	رابطو
liar	0.042	0.606	0.339	ڪوڙو
libel	0.128	0.694	0.403	بدنام ڪرڻ
libelous	0.125	0.735	0.436	بي عزتي ڪندڙ
liberal	0.565	0.565	0.755	لبرل
liberalism	0.562	0.712	0.750	لبرلزم
liberate	0.760	0.632	0.708	آزاد ڪرڻ
liberated	0.780	0.630	0.683	آزاد ڪيو
liberating	0.915	0.620	0.745	آزاد ڪرڻ
liberation	0.745	0.614	0.857	آزادي
liberty	0.938	0.579	0.836	آزادي
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	لائبريرين
library	0.776	0.122	0.549	لائبريري
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	جيون
license	0.500	0.394	0.702	لائسنس
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	چاٽڻ
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	ڍڪڻ
lie	0.130	0.725	0.272	ڪوڙ
liege	0.479	0.426	0.452	ليج
lien	0.396	0.580	0.441	لين
lieu	0.427	0.410	0.312	ڪوڙ
lieutenant	0.594	0.612	0.920	ليفٽيننٽ
life	0.918	0.615	0.824	زندگي
lifeblood	0.673	0.690	0.708	زندگي جو رت
lifeboat	0.724	0.425	0.533	زندگي جي ٻيڙي
lifeguard	0.870	0.606	0.786	جاندار
lifeisgood	0.812	0.575	0.611	زندگي سٺي آهي
lifeless	0.042	0.333	0.163	بي جان
lifelike	0.776	0.567	0.765	زندگي جهڙو
lifeline	0.735	0.552	0.496	لائف لائن
lifelong	0.823	0.330	0.640	عمر بھر
lifer	0.427	0.519	0.398	حياتي ڪندڙ
lifesaver	0.908	0.745	0.703	زندگي بچائيندڙ
lifestyle	0.750	0.472	0.645	طرز زندگي
lifesucks	0.167	0.637	0.377	زندگي گذارڻ
lifetime	0.816	0.559	0.736	زندگي گذارڻ
lift	0.704	0.518	0.656	کڻڻ
lifted	0.714	0.441	0.657	مٿي کنيو
liftoff	0.531	0.667	0.588	کڻڻ
ligament	0.490	0.410	0.510	ligament
ligation	0.344	0.423	0.396	بندش
ligature	0.478	0.430	0.447	ligature
light	0.771	0.320	0.519	روشني
light year	0.719	0.425	0.593	نوري سال
lightbulb	0.573	0.255	0.302	بلب ٻاريو
lighten	0.688	0.438	0.362	هلڪو ڪرڻ
lightheaded	0.347	0.620	0.255	هلڪو سر
lighthouse	0.622	0.240	0.510	لائٽ ھاؤس
lighting	0.765	0.440	0.750	روشني
lightness	0.794	0.360	0.526	روشني
lightning	0.429	0.683	0.595	وڄ
lights	0.750	0.480	0.575	روشنيون
lightweight	0.670	0.300	0.358	ہلڪو
likable	0.865	0.480	0.663	پسند ڪرڻ
like	0.719	0.353	0.446	جهڙو
likelihood	0.760	0.469	0.542	امڪان
likely	0.633	0.356	0.454	امڪان
likeness	0.688	0.410	0.561	مشابهت
likewise	0.651	0.217	0.312	ساڳئي طرح
liking	0.963	0.604	0.589	پسند ڪرڻ
lilac	0.688	0.180	0.357	lilac
lily	0.640	0.245	0.263	للي
limb	0.510	0.397	0.427	عضوو
limber	0.688	0.729	0.673	لٺ
limbo	0.385	0.284	0.309	لمبو
lime	0.594	0.240	0.415	چون
limelight	0.667	0.639	0.694	روشني
limestone	0.602	0.323	0.381	چن جو پٿر
limey	0.469	0.347	0.415	ليمي
limit	0.427	0.453	0.500	حد
limitation	0.190	0.431	0.225	حد بندي
limited	0.229	0.273	0.380	محدود
limitless	0.688	0.574	0.655	بي حد
limo	0.760	0.367	0.667	ليمو
limousine	0.638	0.531	0.640	ليموزين
limp	0.393	0.440	0.172	لنگڙو
lin	0.416	0.362	0.343	لن
line	0.541	0.180	0.353	ليڪ
lineage	0.633	0.465	0.721	نسب
lineal	0.521	0.170	0.474	خطي
linear	0.646	0.250	0.472	لڪير
linebacker	0.490	0.660	0.543	لائن بيڪر
lined	0.438	0.367	0.424	قطار ٿيل
linen	0.656	0.323	0.286	ڪپڙو
liner	0.469	0.396	0.400	لائنر
lines	0.542	0.317	0.330	لائينون
lineup	0.635	0.427	0.638	قطار ٺاهيو
linger	0.480	0.311	0.412	دير ڪرڻ
lingerie	0.543	0.463	0.308	لانگري
lingering	0.630	0.643	0.667	دير ٿيڻ
lingo	0.448	0.364	0.447	ٻولي
lingual	0.500	0.457	0.315	لساني
linguini	0.625	0.338	0.355	لساني
linguist	0.583	0.330	0.634	لسانيات جو ماهر
linguistic	0.646	0.351	0.618	لساني
linguistics	0.552	0.390	0.618	لسانيات
lining	0.571	0.363	0.472	استر
link	0.427	0.264	0.491	ڳنڍ
linoleum	0.510	0.378	0.402	لينوليم
lint	0.388	0.173	0.214	لينٽ
lion	0.532	0.717	0.682	شينهن
lip	0.541	0.348	0.443	لب
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	لپ اسٽڪ
liquefaction	0.449	0.622	0.535	مائع ڪرڻ
liquefied	0.562	0.463	0.342	مائع ٿيل
liqueur	0.670	0.612	0.389	شراب
liquid	0.562	0.235	0.307	مائع
liquidate	0.327	0.654	0.664	ختم ڪرڻ
liquidation	0.417	0.625	0.649	ختم ڪرڻ
liquidator	0.354	0.663	0.750	ختم ڪندڙ
liquidity	0.688	0.529	0.534	لياقت
liquor	0.603	0.702	0.433	شراب
lira	0.530	0.255	0.370	ليرا
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	فهرست
listen	0.771	0.360	0.445	ٻڌ
listener	0.667	0.375	0.403	ٻڌندڙ
listenting	0.640	0.377	0.491	ٻڌڻ
listing	0.438	0.273	0.432	لسٽنگ
listless	0.219	0.350	0.231	بي فهرست
listneing	0.531	0.370	0.433	ٻڌڻ
litany	0.510	0.365	0.482	litany
liter	0.573	0.208	0.382	ليٽر
literacy	0.730	0.306	0.638	خواندگي
literal	0.570	0.353	0.574	لفظي
literally	0.571	0.353	0.673	لفظي طور
literary	0.719	0.324	0.667	ادبي
literature	0.708	0.250	0.598	ادب
lithe	0.656	0.596	0.602	ليٿ
lithium	0.417	0.330	0.430	ليٿيم
lithograph	0.551	0.327	0.481	ليٿوگراف
lithography	0.561	0.346	0.473	ليٿوگرافي
lithology	0.519	0.378	0.525	lithology
lithosphere	0.473	0.333	0.689	ليٿوسفير
litigant	0.219	0.577	0.696	دعويٰ ڪندڙ
litigate	0.260	0.819	0.712	مقدمو ڪرڻ
litigation	0.388	0.760	0.602	مقدمو
litigator	0.429	0.630	0.732	وڪيل
litigious	0.360	0.736	0.632	قانوني
litter	0.255	0.551	0.110	گندگي
little	0.385	0.160	0.213	ٿورو
littlethings	0.740	0.311	0.242	ننڍيون شيون
littoral	0.551	0.387	0.452	ساحلي
liturgy	0.490	0.327	0.568	عقيدت
live	0.880	0.673	0.676	جيئرو
livelife	0.792	0.624	0.664	زندگي جيئڻ
livelihood	0.698	0.481	0.721	معيشت
lively	0.847	0.810	0.642	جاندار
liven	0.708	0.713	0.673	زنده
liver	0.439	0.290	0.385	جگر
