English Word	Valence	Arousal	Dominance	Bengali Word
pagan	0.292	0.578	0.542	পৌত্তলিক
paganism	0.240	0.640	0.411	পৌত্তলিকতা
page	0.677	0.224	0.278	পৃষ্ঠা
pageant	0.719	0.667	0.651	প্রতিযোগিতা
pager	0.510	0.526	0.554	পেজার
pagination	0.459	0.333	0.400	পৃষ্ঠা সংখ্যা
paging	0.542	0.398	0.423	পেজিং
pagoda	0.571	0.259	0.435	প্যাগোডা
pail	0.448	0.177	0.188	বাটি
pain	0.012	0.765	0.395	ব্যথা
pained	0.112	0.500	0.250	ব্যাথা
painful	0.050	0.742	0.330	বেদনাদায়ক
painfully	0.156	0.720	0.407	বেদনাদায়ক
painkiller	0.487	0.312	0.481	ব্যথানাশক
painless	0.785	0.173	0.491	ব্যথাহীন
pains	0.106	0.673	0.362	ব্যথা
painstaking	0.396	0.335	0.386	শ্রমসাধ্য
paint	0.667	0.343	0.413	পেইন্ট
paintball	0.615	0.745	0.537	পেন্টবল
paintbrush	0.714	0.226	0.353	পেইন্টব্রাশ
painted	0.667	0.333	0.424	আঁকা
painter	0.677	0.366	0.487	চিত্রকর
painting	0.792	0.324	0.333	পেইন্টিং
pair	0.552	0.317	0.304	জোড়া
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	পায়জামা
pajamas	0.719	0.170	0.264	পায়জামা
pal	0.812	0.426	0.596	সাথী
palace	0.878	0.510	0.804	প্রাসাদ
palatable	0.823	0.500	0.594	সুস্বাদু
palate	0.625	0.350	0.358	তালু
pale	0.281	0.259	0.245	ফ্যাকাশে
paleontology	0.438	0.308	0.617	জীবাশ্ম বিজ্ঞান
palette	0.590	0.333	0.205	প্যালেট
pall	0.277	0.387	0.394	প্যাল
palladium	0.470	0.380	0.393	প্যালাডিয়াম
pallet	0.604	0.241	0.349	তৃণশয্যা
palliative	0.548	0.394	0.518	উপশমকারী
palm	0.531	0.194	0.340	পাম
palmer	0.480	0.269	0.413	পামার
palomino	0.616	0.349	0.396	পালোমিনো
palpable	0.552	0.343	0.611	স্পষ্ট
palpitations	0.417	0.702	0.528	ধড়ফড়
palsy	0.083	0.446	0.221	পক্ষাঘাত
paltry	0.333	0.491	0.320	তুচ্ছ
pamper	0.792	0.321	0.348	প্যাম্পার
pamphlet	0.530	0.250	0.327	পুস্তিকা
pan	0.734	0.182	0.364	প্যান
panacea	0.420	0.427	0.613	প্যানেসিয়া
panache	0.510	0.363	0.306	প্যাঁচ
pancake	0.802	0.274	0.364	প্যানকেক
pancakes	0.844	0.373	0.402	প্যানকেক
pancreas	0.469	0.302	0.366	অগ্ন্যাশয়
panda	0.646	0.194	0.406	পান্ডা
pandemic	0.160	0.790	0.544	অতিমারী
pandemonium	0.229	0.885	0.500	মহামারী
pane	0.385	0.250	0.444	ফলক
panel	0.469	0.321	0.425	প্যানেল
pang	0.146	0.595	0.455	যন্ত্রণা
panhandle	0.441	0.431	0.414	প্যানহ্যান্ডেল
panic	0.062	0.938	0.400	আতঙ্ক
panicattack	0.255	0.724	0.386	প্যানিকট্যাক
panicked	0.100	0.949	0.260	আতঙ্কিত
panicking	0.094	0.882	0.333	আতঙ্কিত
panicky	0.284	0.962	0.393	আতঙ্কিত
panier	0.500	0.392	0.380	প্যানিয়ার
panorama	0.719	0.402	0.625	প্যানোরামা
panoramic	0.542	0.462	0.684	প্যানোরামিক
pansy	0.653	0.283	0.589	পানসি
pant	0.448	0.463	0.409	প্যান্ট
pantheon	0.144	0.410	0.610	প্যান্থিয়ন
panther	0.303	0.594	0.682	প্যান্থার
panties	0.594	0.529	0.312	প্যান্টি
pantomime	0.552	0.481	0.385	প্যান্টোমাইম
pantry	0.622	0.294	0.312	প্যান্ট্রি
pants	0.673	0.320	0.333	প্যান্ট
panty	0.451	0.557	0.303	প্যান্টি
pantyhose	0.570	0.539	0.250	প্যান্টিহোজ
pap	0.438	0.403	0.302	প্যাপ
papa	0.656	0.340	0.527	বাবা
papacy	0.481	0.263	0.553	পোপ
papal	0.493	0.304	0.559	পোপ
papaya	0.630	0.306	0.300	পেঁপে
paper	0.520	0.123	0.293	কাগজ
paperback	0.633	0.269	0.314	পেপারব্যাক
paperboy	0.521	0.490	0.471	কাগজের ছেলে
paperweight	0.421	0.278	0.433	কাগজের ওজন
paperwork	0.448	0.355	0.422	কাগজপত্র
paprika	0.417	0.250	0.264	পেপারিকা
papyrus	0.459	0.240	0.324	প্যাপিরাস
par	0.615	0.372	0.429	সমতুল্য
parable	0.479	0.357	0.525	দৃষ্টান্ত
parabola	0.542	0.413	0.620	পরাবৃত্ত
parabolic	0.459	0.509	0.500	প্যারাবলিক
parachute	0.562	0.787	0.564	প্যারাসুট
parade	0.792	0.685	0.509	কুচকাওয়াজ
paradigm	0.573	0.429	0.779	দৃষ্টান্ত
paradise	0.875	0.540	0.796	স্বর্গ
paradox	0.417	0.442	0.482	প্যারাডক্স
paradoxical	0.406	0.547	0.433	প্যারাডক্সিক্যাল
paraffin	0.426	0.291	0.343	প্যারাফিন
paragon	0.490	0.431	0.473	প্যারাগন
paragraph	0.510	0.164	0.269	অনুচ্ছেদ
parakeet	0.576	0.387	0.227	প্যারাকিট
paralegal	0.479	0.470	0.519	প্যারালিগাল
parallax	0.437	0.394	0.471	প্যারালাক্স
parallel	0.568	0.284	0.465	সমান্তরাল
parallelism	0.549	0.363	0.527	সমান্তরালতা
paralysis	0.156	0.500	0.305	পক্ষাঘাত
paralyze	0.188	0.367	0.471	পক্ষাঘাত
paramedic	0.673	0.464	0.636	প্যারামেডিক
paramedics	0.479	0.594	0.712	প্যারামেডিকস
paramilitary	0.154	0.804	0.727	আধাসামরিক
paramount	0.771	0.615	0.902	সর্বোপরি
paranoia	0.146	0.841	0.407	প্যারানয়া
paranoid	0.122	0.918	0.364	প্যারানয়েড
paranormal	0.167	0.814	0.560	প্যারানরমাল
parapet	0.450	0.356	0.279	প্যারাপেট
paraphernalia	0.443	0.726	0.509	সরঞ্জাম
paraphrase	0.500	0.375	0.444	প্যারাফ্রেজ
paraplegic	0.188	0.441	0.321	প্যারাপ্লেজিক
parasite	0.092	0.442	0.324	পরজীবী
parasitic	0.037	0.600	0.364	পরজীবী
parasol	0.604	0.255	0.304	প্যারাসল
parcel	0.660	0.324	0.411	পার্সেল
parcels	0.551	0.445	0.418	পার্সেল
parched	0.250	0.235	0.255	শুকনো
parchment	0.615	0.228	0.455	পার্চমেন্ট
pardon	0.552	0.413	0.542	ক্ষমা
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	প্যারেনকাইমা
parent	0.812	0.357	0.860	অভিভাবক
parentage	0.903	0.382	0.595	পিতৃত্ব
parental	0.760	0.430	0.627	পিতামাতার
parenthesis	0.510	0.255	0.380	বন্ধনী
parenthetical	0.490	0.327	0.391	বন্ধনী সংক্রান্ত
parenthood	0.750	0.630	0.782	পিতৃত্ব
parenting	0.812	0.520	0.676	প্যারেন্টিং
pariah	0.397	0.478	0.293	প্যারিয়া
parietal	0.481	0.333	0.491	প্যারিটাল
paring	0.429	0.441	0.324	প্যারিং
parish	0.698	0.354	0.582	প্যারিশ
parity	0.582	0.406	0.407	সমতা
park	0.816	0.343	0.414	পার্ক
parka	0.469	0.481	0.395	পার্ক
parking	0.777	0.469	0.510	পার্কিং
parkinsons	0.104	0.570	0.373	পার্কিনসন
parlance	0.510	0.350	0.462	কথাবার্তা
parlay	0.469	0.611	0.483	পার্লে
parliament	0.573	0.540	0.858	সংসদ
parliamentary	0.490	0.554	0.755	সংসদীয়
parlor	0.500	0.327	0.366	পার্লার
parmesan	0.698	0.321	0.382	পারমেসান
parody	0.561	0.651	0.375	প্যারোডি
parole	0.388	0.620	0.526	প্যারোল
parquet	0.541	0.240	0.422	কাঠবাদাম
parrot	0.588	0.333	0.292	টিয়া পাখি
parry	0.510	0.404	0.436	প্যারি
parse	0.469	0.456	0.667	পার্স
parsimonious	0.417	0.312	0.446	parsimonious
parsimony	0.449	0.280	0.403	পার্সিমনি
parsley	0.458	0.170	0.291	পার্সলে
parson	0.583	0.250	0.615	পার্সন
part	0.663	0.278	0.360	অংশ
partake	0.755	0.656	0.629	অংশ গ্রহণ
partial	0.429	0.324	0.348	আংশিক
partiality	0.375	0.380	0.490	পক্ষপাত
partially	0.418	0.368	0.396	আংশিকভাবে
participant	0.712	0.598	0.613	অংশগ্রহণকারী
participate	0.755	0.580	0.684	অংশগ্রহণ
participation	0.781	0.700	0.702	অংশগ্রহণ
particle	0.521	0.265	0.438	কণা
particular	0.562	0.402	0.552	বিশেষ
particularity	0.670	0.434	0.586	বিশেষত্ব
particulars	0.604	0.348	0.525	বিবরণ
parting	0.260	0.542	0.353	বিচ্ছেদ
partisan	0.615	0.549	0.669	পক্ষপাতমূলক
partisanship	0.438	0.566	0.551	পক্ষপাতিত্ব
partition	0.615	0.469	0.567	বিভাজন
partly	0.415	0.410	0.396	আংশিকভাবে
partner	0.673	0.302	0.586	অংশীদার
partnership	0.786	0.387	0.545	অংশীদারিত্ব
partridge	0.583	0.415	0.250	তিতির
parts	0.459	0.327	0.392	অংশ
party	0.948	0.840	0.547	পার্টি
pas	0.490	0.344	0.262	পাস
pass	0.510	0.324	0.362	পাস
passable	0.688	0.337	0.633	পাসযোগ্য
passage	0.429	0.314	0.370	উত্তরণ
passageway	0.490	0.389	0.400	পথ
passe	0.531	0.357	0.426	পাস
passenger	0.717	0.413	0.481	যাত্রী
passim	0.458	0.491	0.333	পাসিম
passing	0.458	0.298	0.509	পাসিং
passion	0.854	0.865	0.728	আবেগ
passionate	0.990	0.827	0.731	অনুরাগী
passive	0.420	0.116	0.241	নিষ্ক্রিয়
passivity	0.241	0.115	0.246	নিষ্ক্রিয়তা
passkey	0.646	0.500	0.791	পাসকি
passport	0.653	0.457	0.682	পাসপোর্ট
password	0.390	0.356	0.559	পাসওয়ার্ড
past	0.490	0.422	0.311	অতীত
pasta	0.615	0.306	0.375	পাস্তা
paste	0.500	0.556	0.500	পেস্ট
pastel	0.719	0.357	0.367	প্যাস্টেল
pastime	0.677	0.353	0.443	বিনোদন
pastor	0.698	0.236	0.746	যাজক
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	প্যাস্ট্রি
pasture	0.688	0.145	0.170	চারণভূমি
pasty	0.479	0.363	0.375	পেস্টি
pat	0.418	0.377	0.340	প্যাট
patch	0.439	0.288	0.283	প্যাচ
patchwork	0.500	0.260	0.325	প্যাচওয়ার্ক
pate	0.406	0.260	0.260	প্যাট
patella	0.430	0.260	0.342	প্যাটেলা
patent	0.724	0.391	0.609	পেটেন্ট
patented	0.571	0.422	0.685	পেটেন্ট
paternal	0.776	0.353	0.755	পৈতৃক
paternity	0.704	0.590	0.806	পিতৃত্ব
path	0.590	0.245	0.421	পথ
pathetic	0.088	0.464	0.139	করুণ
pathological	0.220	0.602	0.580	রোগগত
pathologist	0.354	0.552	0.585	প্যাথলজিস্ট
pathology	0.271	0.560	0.558	প্যাথলজি
pathos	0.350	0.449	0.462	প্যাথোস
pathway	0.646	0.410	0.519	পথ
patience	0.771	0.125	0.387	ধৈর্য
patient	0.583	0.193	0.340	রোগী
patio	0.562	0.245	0.402	বহিঃপ্রাঙ্গণ
patriarch	0.592	0.448	0.898	patriarch
patriarchal	0.531	0.500	0.857	পিতৃতান্ত্রিক
patrimony	0.719	0.406	0.740	patrimony
patriot	0.771	0.635	0.886	দেশপ্রেমিক
patriotic	0.875	0.509	0.933	দেশপ্রেমিক
patriotism	0.708	0.635	0.848	দেশপ্রেম
patrol	0.427	0.664	0.736	টহল
patrolman	0.469	0.731	0.884	টহলদার
patron	0.583	0.451	0.870	পৃষ্ঠপোষক
patronage	0.583	0.490	0.583	পৃষ্ঠপোষকতা
patronising	0.439	0.455	0.582	পৃষ্ঠপোষকতা
patronize	0.430	0.451	0.591	পৃষ্ঠপোষকতা
patronizing	0.542	0.365	0.529	পৃষ্ঠপোষকতা
patter	0.312	0.635	0.451	প্যাটার
pattern	0.479	0.422	0.664	প্যাটার্ন
paucity	0.153	0.453	0.175	অভাব
pauper	0.260	0.347	0.151	দরিদ্র
pause	0.429	0.188	0.264	বিরতি
pave	0.594	0.490	0.509	পাকা
pavement	0.460	0.353	0.475	ফুটপাথ
pavilion	0.583	0.500	0.770	প্যাভিলিয়ন
paving	0.408	0.469	0.545	পাকা
paw	0.417	0.360	0.286	থাবা
pawn	0.390	0.321	0.187	প্যান
pawnshop	0.396	0.439	0.519	বন্ধকী দোকান
pax	0.551	0.421	0.473	প্যাক্স
pay	0.514	0.588	0.592	বেতন
payable	0.385	0.480	0.606	প্রদেয়
payback	0.459	0.500	0.567	পরিশোধ
paycheck	0.896	0.630	0.652	বেতন চেক
payday	0.833	0.741	0.571	বেতন দিবস
payer	0.313	0.630	0.638	প্রদানকারী
payload	0.612	0.510	0.682	পেলোড
payment	0.629	0.452	0.643	পেমেন্ট
payoff	0.740	0.644	0.673	পরিশোধ
payout	0.646	0.600	0.575	পরিশোধ
payphone	0.469	0.360	0.370	পেফোন
payroll	0.521	0.360	0.549	বেতন
pea	0.580	0.275	0.298	মটর
peace	0.939	0.156	0.613	শান্তি
peaceable	0.776	0.134	0.453	শান্তিপূর্ণ
peaceful	0.867	0.108	0.569	শান্তিপূর্ণ
peacefully	0.901	0.190	0.639	শান্তিপূর্ণভাবে
peacekeeper	0.865	0.320	0.644	শান্তিরক্ষী
peaceofmind	0.786	0.160	0.519	মনের শান্তি
peacetime	0.949	0.180	0.579	শান্তির সময়
peach	0.704	0.480	0.272	পীচ
peachy	0.755	0.479	0.388	পীচী
peacock	0.786	0.449	0.458	ময়ূর
peak	0.500	0.345	0.431	শিখর
peaked	0.677	0.704	0.857	চূড়া
peanut	0.646	0.202	0.246	চিনাবাদাম
peanuts	0.542	0.294	0.324	চিনাবাদাম
pear	0.677	0.158	0.241	নাশপাতি
pearl	0.905	0.425	0.642	মুক্তা
pearly	0.635	0.337	0.373	মুক্তা
peas	0.542	0.283	0.310	মটর
peasant	0.530	0.275	0.407	কৃষক
peat	0.333	0.655	0.504	পিট
pebble	0.354	0.353	0.287	নুড়ি
pecan	0.552	0.316	0.358	পেকান
peck	0.202	0.530	0.321	পেক
pecker	0.459	0.509	0.375	পেকার
peculiar	0.600	0.491	0.564	অদ্ভুত
peculiarities	0.511	0.460	0.528	অদ্ভুততা
peculiarity	0.439	0.452	0.652	অদ্ভুততা
peculiarly	0.615	0.450	0.454	অদ্ভুতভাবে
pecuniary	0.490	0.490	0.500	আর্থিক
pedal	0.500	0.320	0.342	প্যাডেল
pedantic	0.229	0.608	0.253	বৃত্তিমূলক
peddle	0.539	0.549	0.538	পেডেল
peddler	0.408	0.481	0.390	ব্যবসায়ী
pedestal	0.735	0.284	0.579	পাদদেশ
pedestrian	0.438	0.360	0.448	পথচারী
pediatric	0.560	0.462	0.490	শিশুরোগ
pediatrician	0.602	0.500	0.627	শিশুরোগ বিশেষজ্ঞ
pediatrics	0.750	0.380	0.596	শিশুরোগ
pedicure	0.695	0.269	0.296	পেডিকিউর
pedigree	0.625	0.340	0.609	বংশ
pedometer	0.469	0.561	0.405	পেডোমিটার
pedophile	0.051	0.724	0.430	পেডোফাইল
pee	0.449	0.529	0.391	প্রস্রাব
peek	0.486	0.360	0.411	উঁকি
peekaboo	0.592	0.607	0.412	পিকবু
peel	0.439	0.250	0.279	খোসা
peep	0.573	0.317	0.269	উঁকি
peeper	0.182	0.537	0.343	পিপার
peephole	0.479	0.500	0.310	peephole
peer	0.458	0.321	0.569	সমকক্ষ ব্যক্তি
peering	0.514	0.409	0.451	পিয়ারিং
peerless	0.688	0.450	0.462	পিয়ারলেস
peeved	0.156	0.750	0.467	বিরক্ত
peg	0.520	0.357	0.393	পেগ
pegs	0.408	0.286	0.386	খুঁটি
peice	0.479	0.422	0.398	পিস
pelagic	0.521	0.554	0.491	পেলাজিক
pelican	0.573	0.391	0.380	চাতক
pellet	0.448	0.390	0.466	গুলি
pelvic	0.320	0.632	0.373	শ্রোণী
pelvis	0.378	0.618	0.380	শ্রোণী
pen	0.622	0.194	0.250	কলম
penal	0.208	0.565	0.610	শাস্তি
penalty	0.062	0.490	0.240	শাস্তি
penance	0.219	0.667	0.463	তপস্যা
penchant	0.688	0.480	0.609	অনুরাগ
pencil	0.552	0.200	0.263	পেন্সিল
pendant	0.676	0.321	0.385	দুল
pendency	0.396	0.452	0.472	পেন্ডেন্সি
pendent	0.470	0.380	0.425	পেন্ডেন্ট
pending	0.396	0.441	0.473	বিচারাধীন
pendulum	0.542	0.368	0.434	পেন্ডুলাম
penetrate	0.287	0.877	0.732	পশা
penetrating	0.469	0.792	0.782	অনুপ্রবেশকারী
penetration	0.438	0.885	0.792	অনুপ্রবেশ
penguin	0.615	0.296	0.307	পেঙ্গুইন
penicillin	0.417	0.431	0.566	পেনিসিলিন
penile	0.490	0.736	0.491	penile
peninsula	0.551	0.384	0.627	উপদ্বীপ
penis	0.354	0.810	0.556	লিঙ্গ
penitent	0.542	0.530	0.508	অনুতপ্ত
penitentiary	0.229	0.726	0.491	pententiary
penmanship	0.677	0.284	0.509	penmanship
pennant	0.542	0.380	0.426	পেন্যান্ট
penniless	0.062	0.316	0.083	অর্থহীন
penny	0.615	0.302	0.324	পেনি
pension	0.625	0.409	0.406	পেনশন
pensioner	0.440	0.245	0.442	পেনশনভোগী
pensive	0.540	0.220	0.529	চিন্তাশীল
pentagon	0.490	0.636	0.774	পেন্টাগন
pentagram	0.510	0.433	0.466	পেন্টাগ্রাম
penthouse	0.592	0.430	0.395	পেন্টহাউস
penultimate	0.469	0.366	0.255	অন্তিম
