English Word	Valence	Arousal	Dominance	Sesotho Word
investor	0.794	0.655	0.791	motseteli
invidious	0.112	0.650	0.364	bohlasoa
invigorate	0.821	0.798	0.831	hlasimolla
invincible	0.867	0.853	0.914	e sa hloleheng
invisibility	0.438	0.461	0.382	ho se bonahale
invisible	0.417	0.345	0.412	sa bonahaleng
invitation	0.802	0.549	0.647	memo
invite	0.745	0.655	0.611	mema
inviting	0.938	0.571	0.538	ho mema
invocation	0.430	0.620	0.673	khothatso
invoice	0.480	0.380	0.474	invoice
invoke	0.583	0.740	0.579	kopa
involuntary	0.354	0.490	0.231	boithatelo
involution	0.296	0.420	0.407	boiphetoho
involve	0.694	0.490	0.728	kenyeletsa
involvement	0.760	0.620	0.696	ho kenya letsoho
invulnerable	0.552	0.683	0.745	e sa tshoheng
inwards	0.490	0.385	0.438	ka hare
iodine	0.390	0.265	0.333	iodine
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	koatile
ire	0.198	0.740	0.575	ire
iridescent	0.602	0.588	0.539	e sa hlakang
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	koatile
irks	0.276	0.781	0.339	e khopisa
iron	0.448	0.351	0.679	tšepe
ironclad	0.561	0.648	0.679	ironclad
ironic	0.435	0.550	0.500	tse makatsang
irons	0.531	0.441	0.625	litšepe
irony	0.390	0.587	0.508	tshoaro
irradiation	0.385	0.736	0.509	kgalase
irrational	0.125	0.648	0.394	e hlokang kelello
irrationality	0.198	0.735	0.361	ho hloka kelello
irreconcilable	0.146	0.667	0.375	e sa dumellaneng
irreducible	0.296	0.455	0.569	e sa fokotseng
irrefutable	0.496	0.549	0.716	e sa hanetsoeng
irregular	0.312	0.548	0.321	e sa tloaelehang
irregularity	0.104	0.647	0.306	irregularity
irregularly	0.292	0.565	0.397	ka tsela e sa tloaelehang
irrelevant	0.138	0.311	0.296	e sa lokelang
irreparable	0.061	0.530	0.430	e sa lokisitsoeng
irreplaceable	0.479	0.580	0.833	e sa nkeheng sebaka
irrepressible	0.512	0.566	0.745	e sa hatelloeng
irresistible	0.823	0.833	0.839	e sa thijoeng
irrespective	0.497	0.538	0.745	ho sa tsotellehe
irresponsible	0.177	0.680	0.241	ho hloka boikarabelo
irreverent	0.191	0.694	0.634	e hlokang tlhompho
irreversible	0.170	0.541	0.667	e sa fetoheng
irrevocable	0.296	0.560	0.712	e sa fetoheng
irrigate	0.272	0.458	0.490	nosetsa
irrigation	0.259	0.426	0.426	nosetso
irritability	0.146	0.853	0.283	ho teneha
irritable	0.112	0.952	0.462	teneha
irritate	0.167	0.890	0.368	koatisa
irritated	0.210	0.816	0.281	koatile
irritates	0.173	0.810	0.295	koatisa
irritating	0.104	0.912	0.393	hlabang pelo
irritation	0.073	0.833	0.496	ho teneha
island	0.745	0.347	0.432	sehlekehleke
isle	0.667	0.390	0.443	sehlekehleke
islet	0.612	0.314	0.367	sehlekehleke
isolate	0.235	0.422	0.336	arola
isolated	0.221	0.356	0.255	ka thoko
isolation	0.198	0.338	0.339	ho behwa ka thoko
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotope
issue	0.316	0.819	0.351	hlahisa
itch	0.319	0.610	0.465	ho hlohlona
itching	0.208	0.690	0.300	ho hlohlona
itchy	0.334	0.726	0.296	ho hlohlona
item	0.594	0.270	0.465	ntho
itemize	0.459	0.527	0.518	itemize
items	0.542	0.401	0.434	lintho
iterate	0.449	0.460	0.440	pheta-pheta
iteration	0.531	0.449	0.486	pheteletso
iterative	0.429	0.420	0.500	pheta-pheto
itinerant	0.449	0.545	0.439	motsamai
itinerary	0.551	0.550	0.454	leetong
ivory	0.625	0.235	0.566	lenaka la tlou
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	phokojwe
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	baki
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	lijeke
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	jaded
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	jagged
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	chankana
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	molebeli oa teronko
jailhouse	0.104	0.887	0.430	ntlo ea chankana
jalopy	0.396	0.436	0.337	joalopy
jam	0.510	0.548	0.318	jeme
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	jammed
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	mohlokomedi
janitorial	0.490	0.373	0.481	mohlokomedi wa ntlo
japan	0.667	0.482	0.580	Japane
jar	0.430	0.346	0.318	nkho
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	jarring
jasmine	0.765	0.230	0.286	jasmine
jasper	0.480	0.425	0.402	jaspere
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	lerumo
jaw	0.500	0.510	0.420	mohlahare
jawbone	0.468	0.413	0.342	mohlahare
jaws	0.385	0.528	0.455	mehlahare
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	mohono
jealousy	0.146	0.783	0.481	poulelo
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	ho sotla
jelly	0.651	0.294	0.256	jeli
jellybean	0.592	0.406	0.399	pompong ea jeli
jellyfish	0.531	0.567	0.377	jellyfish
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	beha kotsing
jeopardy	0.129	0.908	0.536	tsietsi
jerk	0.194	0.630	0.238	qhekella
jerks	0.214	0.788	0.395	bahlakodi
jerky	0.233	0.538	0.358	jerky
jersey	0.594	0.317	0.411	jeresi
jest	0.520	0.736	0.222	motlae
jester	0.388	0.670	0.264	jester
jesus	0.800	0.400	0.620	Jesu
jet	0.612	0.721	0.606	jete
jetty	0.602	0.480	0.453	jete
jewel	0.827	0.588	0.625	lehakoe
jeweler	0.760	0.482	0.500	moetsi oa mabenyane
jewelry	0.823	0.569	0.597	mabenyane
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	tsikitlanya
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	Jimmy
jingle	0.635	0.500	0.424	tsingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitters
jittery	0.344	0.856	0.255	jittery
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	mosebetsi
jobinterview	0.684	0.837	0.723	puisano ea mosebetsi
jock	0.592	0.656	0.473	jock
jockey	0.562	0.644	0.703	joki
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	taboha
jogger	0.417	0.510	0.424	Jogger/
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	kopanya
joined	0.667	0.394	0.600	kopanetse
joining	0.755	0.469	0.685	ho kopanya
joint	0.615	0.392	0.566	kopanetsoe
jointly	0.708	0.425	0.602	kopanelo
joke	0.704	0.610	0.316	motlae
joker	0.771	0.760	0.416	motlae
joking	0.776	0.839	0.407	ho soasoa
jolly	0.959	0.705	0.708	jolly
jolt	0.365	0.708	0.358	jolt
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	letsatsi
journal	0.688	0.240	0.352	koranta
journalism	0.622	0.500	0.684	boralitaba
journalist	0.542	0.452	0.732	moqolotsi oa litaba
journalistic	0.696	0.449	0.495	boralitaba
journey	0.910	0.702	0.625	leetong
journeyman	0.765	0.596	0.741	motsamai
joust	0.520	0.528	0.551	joust
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	thabo
joyful	0.990	0.740	0.667	thabileng
joyous	0.958	0.580	0.728	nyakallo
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	thabo
jubilant	0.844	0.673	0.664	thabileng
jubilee	0.916	0.500	0.579	jubile
judge	0.510	0.604	0.857	moahlodi
judged	0.281	0.686	0.722	ahlotsoe
judging	0.240	0.625	0.693	ho ahlola
judgment	0.396	0.600	0.816	kahlolo
judgmental	0.330	0.602	0.579	ahlolang
judicial	0.378	0.667	0.833	tsa boahloli
judiciary	0.439	0.740	0.897	boahloli
judicious	0.630	0.432	0.772	e nang le kahlolo e molemo
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	nkho
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	juggling
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	lero
juicer	0.552	0.520	0.564	juicer
juicy	0.823	0.529	0.490	lero
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	qhoqhoa
jumbled	0.292	0.602	0.445	qhoqhoa
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	qhoma
jump rope	0.656	0.660	0.368	qhoma thapo
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	qhoma
junction	0.490	0.481	0.364	mateano
juncture	0.365	0.582	0.491	thulano
jungle	0.500	0.510	0.481	morung
junior	0.635	0.343	0.304	e monyane
juniper	0.583	0.327	0.352	junipere
junk	0.115	0.481	0.118	litšila
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	tse mpe
junkyard	0.177	0.398	0.302	jarete ea bokhopo
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	tsa molao
jurisdiction	0.480	0.580	0.820	bolaoli
jurisprudence	0.360	0.425	0.764	molao oa molao
jurist	0.479	0.523	0.713	moahloli
juror	0.582	0.640	0.750	juror
jury	0.479	0.607	0.789	jury
justice	0.760	0.538	0.787	toka
justifiable	0.786	0.413	0.821	lokafatsa
justification	0.622	0.444	0.661	tokafatso
justify	0.612	0.473	0.615	lokafatsa
juststop	0.417	0.379	0.364	ema feela
justthebeginning	0.573	0.451	0.481	qalong feela
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	ngoana
juxtaposition	0.427	0.500	0.460	kopanelo
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	khale
kaleidoscope	0.615	0.439	0.580	khaleidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	khangaroo
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kapa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmic
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	cheen
keep	0.714	0.296	0.547	boloka
keeper	0.612	0.457	0.773	mohlokomedi
keeping	0.592	0.280	0.723	ho boloka
keepsake	0.740	0.307	0.491	keepsake
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	ntloana
kerchief	0.520	0.189	0.236	kerchief
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	thollo
kerosene	0.302	0.472	0.427	parafine
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	ketlele
key	0.615	0.275	0.519	senotlolo
keyboard	0.573	0.279	0.349	keyboard
keyed	0.469	0.497	0.521	keyed
keyhole	0.438	0.358	0.356	lesoba la senotlolo
keynote	0.630	0.431	0.545	molaetsa oa sehlooho
keypad	0.604	0.255	0.330	keypad
keystone	0.573	0.438	0.491	lejoe la bohlokoa
keyword	0.602	0.520	0.747	lentsoe la sehlooho
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibble
kick	0.271	0.791	0.526	raha
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	raha
kicking	0.327	0.802	0.510	ho raha
kickoff	0.583	0.600	0.629	qaleho ea papali
kid	0.760	0.453	0.298	ngoana
kidder	0.708	0.768	0.471	ngoana
kidding	0.622	0.625	0.457	tshehisa
kiddo	0.674	0.393	0.419	ngoana
kiddos	0.500	0.480	0.342	bana
kidnap	0.032	0.923	0.535	koetela
kidnapped	0.044	0.923	0.455	koeteloa
kidnapper	0.115	0.906	0.618	mokoetli
kidnapping	0.094	0.880	0.561	ho koetela
kidney	0.448	0.363	0.380	liphio
kids	0.837	0.500	0.417	bana
kill	0.052	0.941	0.736	bolaea
killer	0.041	0.971	0.543	'molai
killing	0.080	0.959	0.696	ho bolaea
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	kiln
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	k'hilograma
kilometer	0.490	0.439	0.485	km
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	mong ka
kind	0.918	0.240	0.618	mosa
kindergarten	0.833	0.462	0.308	kereche
kindling	0.520	0.651	0.421	ho betsa
kindness	0.938	0.350	0.508	mosa
kindred	0.760	0.418	0.517	leloko
kinematics	0.594	0.480	0.614	kinematics
kinesiology	0.491	0.480	0.633	kinesiology
kinetic	0.582	0.540	0.537	kinetic
king	0.677	0.690	0.892	morena
king snake	0.458	0.835	0.647	morena noha
kingdom	0.714	0.547	0.910	borena
kingpin	0.357	0.626	0.642	kingpin
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	leloko
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	aka
kisser	0.844	0.682	0.618	mosuki
kissy	0.874	0.684	0.402	kissy
kit	0.583	0.344	0.420	kit
kitchen	0.700	0.234	0.398	kichineng
kite	0.643	0.500	0.573	khaete
kitten	0.816	0.343	0.260	katsana
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	boqhetseke
knapsack	0.551	0.317	0.268	kgetsi
knead	0.490	0.457	0.345	kneha
knee	0.520	0.245	0.396	lengole
kneecap	0.427	0.360	0.440	sekoaelo sa lengole
kneel	0.426	0.417	0.217	kgumama
kneeling	0.245	0.435	0.144	kgumama
knell	0.354	0.500	0.377	knell/
knick	0.480	0.509	0.420	knick
knickers	0.552	0.428	0.328	ba knickers
knife	0.344	0.717	0.573	thipa
knight	0.780	0.441	0.835	knight
knighthood	0.740	0.660	0.769	boqhobane
knit	0.630	0.144	0.295	knithile
knob	0.340	0.360	0.272	kotola
knock	0.312	0.531	0.527	kokota
knockoff	0.350	0.606	0.240	ho kokota
knockout	0.388	0.755	0.664	kakalatsa
knoll	0.434	0.347	0.333	knoll
knot	0.541	0.221	0.408	lefito
knots	0.418	0.346	0.267	mafito
knotted	0.226	0.412	0.294	knotted
know	0.765	0.361	0.704	tseba
knowing	0.833	0.353	0.658	ho tseba
knowingly	0.500	0.459	0.481	ka ho tseba
knowledge	0.847	0.430	0.896	tsebo
knowledgeable	0.865	0.455	0.971	tsebo
knuckle	0.655	0.333	0.393	knuckle
knucklehead	0.157	0.485	0.288	hlooho ea hlooho
knuckles	0.271	0.461	0.320	makukuno
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	kooky
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonite
kudos	0.925	0.587	0.642	tlotla
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	label
labor	0.594	0.639	0.754	mosebetsi
laboratory	0.571	0.490	0.537	laboratori
labored	0.646	0.451	0.637	khathetse
laborer	0.561	0.510	0.698	mosebeletsi
laboring	0.705	0.644	0.737	ho sebetsa ka thata
laborious	0.393	0.635	0.709	e boima
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	lace
laceration	0.143	0.667	0.443	leqeba
lack	0.250	0.365	0.242	khaello
lackey	0.260	0.510	0.166	lackey
lacking	0.229	0.375	0.121	haelloa
lackluster	0.250	0.311	0.264	khaello
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactose
lad	0.637	0.388	0.336	moshanyana
ladder	0.560	0.438	0.358	lere
laddie	0.668	0.539	0.391	mofumahadi
laden	0.392	0.478	0.554	e imetsoeng
lading	0.388	0.463	0.409	lading
ladle	0.531	0.368	0.352	ladle
lady	0.854	0.481	0.602	mofumahadi
lady bug	0.490	0.434	0.381	mofumahali kokoanyana
ladybug	0.602	0.400	0.224	bo-ladybug
ladylike	0.592	0.559	0.538	joalo ka mosali
ladyship	0.561	0.480	0.822	bofumahadi
lag	0.220	0.375	0.246	lag
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	lagging
lagoon	0.660	0.231	0.373	letangoana
lair	0.469	0.438	0.392	selao
laity	0.510	0.320	0.487	laity
lake	0.694	0.196	0.425	letsha
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	nku
lame	0.145	0.410	0.217	hlotsa
lament	0.198	0.398	0.352	lla
lamenting	0.156	0.390	0.254	ho lla
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminated
lamp	0.510	0.260	0.309	lebone
lamppost	0.420	0.337	0.455	palo ea lebone
lance	0.406	0.620	0.587	lehare
lancer	0.417	0.528	0.519	sehlahlobi
land	0.582	0.260	0.616	naha
landed	0.709	0.620	0.480	dutse
landfall	0.521	0.434	0.407	ho wela fatshe
landfill	0.398	0.423	0.324	thotobolo
landing	0.552	0.696	0.596	ho kolla
landlady	0.677	0.303	0.417	monghali
landlocked	0.280	0.391	0.367	e koaletsoeng ke naha
landlord	0.684	0.500	0.858	mong'a ntlo
landmark	0.694	0.355	0.681	sebaka sa naha
lands	0.594	0.280	0.492	masimo
landscape	0.719	0.176	0.423	naha
landscaping	0.823	0.379	0.519	kabo ya naha
landslide	0.250	0.864	0.530	ho ritsa ha mobu
lane	0.449	0.490	0.451	lane
language	0.677	0.337	0.704	puo
languid	0.281	0.270	0.283	lapile
languish	0.235	0.408	0.382	nyahama
languishing	0.308	0.459	0.353	nyanyeletsa
lanky	0.412	0.426	0.370	lanky
lantern	0.622	0.250	0.243	lebone
lap	0.583	0.510	0.412	serope
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	felloa ke matla
lapsed	0.357	0.333	0.276	fodile
laptop	0.724	0.270	0.519	laptop
larceny	0.272	0.821	0.454	bosholu
lard	0.427	0.239	0.179	mafura a mafura
larder	0.656	0.290	0.509	larder
large	0.704	0.565	0.736	e kgolo
larger	0.729	0.654	0.763	kholoanyane
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	larva
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	qoqotho
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	hlapa
lass	0.656	0.536	0.433	ngoanana
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	letsatsi la ho qetela
lasting	0.804	0.535	0.745	e tšoarellang
lastminute	0.418	0.582	0.385	motsotso wa ho qetela
latch	0.395	0.263	0.288	latch
late	0.245	0.358	0.315	morao
lateness	0.214	0.388	0.343	tieho
latent	0.469	0.500	0.653	patisitse
lateral	0.469	0.370	0.322	lateral
laterally	0.562	0.255	0.450	ka thoko
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	lathe
lather	0.635	0.327	0.313	letlapa
latitude	0.562	0.306	0.490	latitude
latrine	0.380	0.353	0.176	ntloana
latrines	0.214	0.462	0.267	matloana
latte	0.615	0.320	0.311	latté
lattice	0.406	0.420	0.349	lethati
laud	0.493	0.427	0.383	rorisa
laudable	0.740	0.472	0.682	thoholetsoa
laudation	0.542	0.547	0.623	thoholetso
laudatory	0.612	0.417	0.450	thoholetso
laugh	0.980	0.639	0.587	tsheha
laughable	0.592	0.627	0.298	tshehang
laughing	0.906	0.596	0.534	tsheha
laughingstock	0.427	0.779	0.312	ditsheho
laughs	0.812	0.846	0.425	ditsheho
laughter	0.959	0.654	0.588	ditsheho
launch	0.684	0.814	0.598	qala
launcher	0.677	0.745	0.808	sehlahisoa
launches	0.490	0.663	0.602	qala
launder	0.479	0.450	0.349	mohlatsuoa
laundering	0.439	0.327	0.444	ho hlatsoetsa
laundry	0.644	0.292	0.377	hlatsoetsoa
laureate	0.724	0.402	0.702	mohapi
laurel	0.646	0.146	0.302	laurel
laurels	0.684	0.279	0.545	laurels
lava	0.280	0.539	0.615	seretse se chesang
lavage	0.615	0.467	0.361	hlapa
lavatory	0.510	0.400	0.259	ntloana
lavender	0.812	0.198	0.388	lavender
lavish	0.792	0.648	0.730	tse monate
law	0.740	0.590	0.815	molao
lawful	0.660	0.394	0.780	molaong
lawless	0.219	0.690	0.420	ya hlokang molao
lawlessness	0.156	0.804	0.509	ho hloka molao
lawman	0.510	0.523	0.786	molaoli
lawn	0.686	0.153	0.192	mohloa
lawnmower	0.480	0.531	0.355	mochini u kutang mohloa
lawsuit	0.219	0.794	0.611	qoso
lawyer	0.521	0.569	0.784	ramolao
lax	0.430	0.401	0.300	khoehlisa
laxative	0.271	0.550	0.528	laxative
lay	0.521	0.336	0.491	lay
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	lera
layered	0.571	0.306	0.436	layered
layman	0.531	0.339	0.424	motho ea tloaelehileng
layout	0.615	0.442	0.557	sebopeho
layover	0.520	0.355	0.500	phomolo
laziness	0.271	0.240	0.132	botsoa
lazy	0.392	0.264	0.096	botsoa
lazyday	0.337	0.319	0.145	lazyday
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	etella pele
leaded	0.439	0.625	0.595	etella pele
leader	0.833	0.582	0.926	moetapele
leadership	0.870	0.690	0.983	boetapele
leading	0.823	0.698	0.954	etellang pele
leads	0.530	0.471	0.615	etella pele
leaf	0.583	0.156	0.294	lehlaku
leaflet	0.490	0.206	0.375	pampitšana
leafy	0.653	0.530	0.700	e mahlaku
league	0.656	0.340	0.462	ligi
leak	0.378	0.833	0.520	dutla
leakage	0.188	0.731	0.528	dutla
leaky	0.170	0.686	0.288	dutla
lean	0.734	0.353	0.438	tšetlehile
leaned	0.570	0.373	0.490	tshetlehile
leaning	0.480	0.409	0.352	tshetlehile
leap	0.750	0.663	0.667	tlola
learn	0.833	0.643	0.829	ithute
learned	0.704	0.462	0.543	ithutileng
learner	0.698	0.475	0.398	moithuti
learning	0.833	0.588	0.574	ho ithuta
lease	0.520	0.463	0.545	hirisa
leash	0.320	0.347	0.427	leash
leather	0.510	0.324	0.341	letlalo
leathery	0.418	0.471	0.411	letlalo
leave	0.375	0.315	0.295	tloha
leavemealone	0.240	0.472	0.402	khaohana le 'na
leaving	0.163	0.542	0.371	ho tloha
lecherous	0.135	0.704	0.376	lecherous
lecture	0.594	0.462	0.737	thuto
lecturer	0.677	0.549	0.736	morupelli
ledge	0.406	0.235	0.339	lekhalo
ledger	0.510	0.362	0.609	lejara
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	leech
leeches	0.115	0.698	0.295	leeches
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	lehloa
lees	0.360	0.567	0.406	lee
leeway	0.562	0.577	0.569	leeway
left	0.354	0.370	0.361	letsetsoa
leftout	0.229	0.365	0.245	setseng
leftover	0.490	0.460	0.222	se setseng
leftovers	0.219	0.350	0.116	tse setseng
lefty	0.490	0.406	0.379	letshehadi
leg	0.510	0.373	0.313	leoto
legacy	0.792	0.529	0.827	lefa
legal	0.653	0.387	0.887	molao
legality	0.765	0.343	0.713	semolao
legalize	0.510	0.460	0.818	etsa molao
legalized	0.760	0.440	0.855	ngolisoa ka molao
legally	0.771	0.482	0.842	ka molao
legend	0.837	0.519	0.750	tšōmo
legendary	0.857	0.537	0.863	tshomo
legibility	0.771	0.481	0.580	ho balella
legible	0.673	0.279	0.509	e balehang
legion	0.469	0.570	0.852	legione
legislate	0.571	0.582	0.736	etsa molao
legislation	0.531	0.418	0.808	molao
legislative	0.633	0.365	0.800	molaodi
legislator	0.490	0.580	0.877	moetsi oa molao
