English Word	Valence	Arousal	Dominance	Dutch Word
matriculation	0.622	0.490	0.675	toelatingsexamen
matrimony	0.850	0.637	0.843	huwelijk
matrix	0.551	0.378	0.673	Matrix
matron	0.520	0.519	0.555	matrone
matted	0.281	0.519	0.393	gematteerd
matter	0.487	0.353	0.562	er toe doen
matting	0.479	0.405	0.423	matten
mattress	0.612	0.255	0.397	matras
maturation	0.612	0.439	0.698	rijping
mature	0.625	0.347	0.600	volwassen
maturity	0.827	0.400	0.806	volwassenheid
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	mausoleum
mauve	0.533	0.330	0.314	mauve
maverick	0.354	0.676	0.409	onafhankelijk denkend persoon
maxim	0.875	0.562	0.887	Maxim
maximize	0.823	0.765	0.792	maximaliseren
maximum	0.724	0.724	0.852	maximum
may	0.704	0.273	0.245	kunnen
mayday	0.344	0.643	0.423	mayday
mayflower	0.690	0.463	0.429	meibloem
mayhem	0.188	0.870	0.364	bocht
mayonnaise	0.510	0.320	0.222	mayonaise
mayor	0.469	0.481	0.818	burgemeester
maze	0.438	0.608	0.444	doolhof
mead	0.667	0.337	0.441	mede
meadow	0.622	0.130	0.382	weide
meager	0.144	0.389	0.281	mager
meal	0.833	0.461	0.473	maaltijd
mean	0.440	0.467	0.620	gemeen
meander	0.480	0.443	0.454	dwalen
meandering	0.427	0.644	0.539	meanderend
meanie	0.388	0.420	0.404	gemenerik
meaning	0.663	0.395	0.625	betekenis
meaningful	0.770	0.500	0.802	betekenisvol
meaningless	0.156	0.314	0.143	zinloos
meanness	0.102	0.694	0.368	gemeenheid
means	0.615	0.373	0.460	middelen
meantime	0.432	0.222	0.300	ondertussen
measles	0.092	0.635	0.422	mazelen
measurable	0.604	0.410	0.602	meetbaar
measure	0.510	0.375	0.365	meeteenheid
measured	0.542	0.265	0.578	gemeten
measurement	0.622	0.418	0.491	meting
measuring	0.448	0.337	0.529	meten
measuring cup	0.557	0.343	0.377	maatbeker
measuring tape	0.337	0.280	0.327	meetlint
meat	0.612	0.421	0.413	vlees
meatball	0.612	0.279	0.343	gehaktbal
meathead	0.306	0.534	0.490	vleeskop
meatloaf	0.625	0.389	0.375	gehaktbrood
mechanic	0.571	0.433	0.566	monteur
mechanical	0.479	0.569	0.564	mechanisch
mechanics	0.542	0.500	0.761	mechanica
mechanism	0.573	0.583	0.664	mechanisme
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	medaille
medallion	0.750	0.510	0.710	medaillon
medallist	0.796	0.821	0.897	medaillewinnaar
meddle	0.302	0.770	0.526	bemoeien met
meddling	0.245	0.600	0.461	bemoeienis
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	mediaal
median	0.459	0.216	0.375	mediaan-
mediate	0.635	0.308	0.654	bemiddelen
mediation	0.661	0.350	0.657	bemiddeling
mediator	0.592	0.438	0.580	bemiddelaar
medic	0.500	0.472	0.585	dokter
medical	0.583	0.373	0.616	medisch
medicate	0.417	0.375	0.546	medicijnen
medication	0.615	0.439	0.500	medicatie
medicinal	0.667	0.417	0.614	medicinaal
medicine	0.708	0.318	0.679	geneesmiddel
medieval	0.560	0.408	0.455	middeleeuws
mediocre	0.188	0.481	0.149	middelmatig
mediocrity	0.073	0.398	0.225	middelmatigheid
meditate	0.812	0.146	0.564	mediteren
meditating	0.718	0.185	0.399	mediteren
meditation	0.786	0.120	0.478	meditatie
meditative	0.614	0.120	0.454	meditatief
mediterranean	0.663	0.454	0.545	mediterraan
medium	0.559	0.356	0.358	medium
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	bescheiden
meet	0.760	0.510	0.580	voldoen aan
meeting	0.750	0.569	0.613	ontmoeting
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melancholisch
melancholy	0.188	0.260	0.237	melancholie
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	zacht
melodious	0.932	0.530	0.587	melodieus
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatisch
melody	0.847	0.434	0.405	melodie
melon	0.461	0.231	0.271	meloen
melt	0.448	0.615	0.312	smelten
meltdown	0.629	0.657	0.602	kernsmelting
melting	0.592	0.470	0.538	smeltend
member	0.698	0.333	0.555	lid
membership	0.698	0.411	0.778	lidmaatschap
membrane	0.406	0.430	0.418	membraan
memento	0.708	0.360	0.536	aandenken
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	memoires
memorabilia	0.780	0.412	0.491	memorabilia
memorable	0.939	0.510	0.769	gedenkwaardig
memorandum	0.600	0.500	0.639	memorandum
memorial	0.602	0.304	0.600	gedenkteken
memorials	0.771	0.333	0.679	gedenktekens
memories	0.963	0.487	0.510	herinneringen
memoriesiwontforget	0.635	0.542	0.455	herinneringen zal ik niet vergeten
memorize	0.520	0.451	0.716	memoriseren
memory	0.792	0.378	0.573	geheugen
menace	0.125	0.894	0.759	bedreiging
menacing	0.042	0.880	0.643	dreigend
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	herstellen
mending	0.500	0.633	0.657	herstellen
menial	0.490	0.420	0.352	ondergeschikt
meningitis	0.104	0.612	0.407	meningitis
meniscus	0.323	0.330	0.453	meniscus
menopause	0.204	0.460	0.306	menopauze
menses	0.163	0.686	0.331	menstruatie
menstrual	0.408	0.519	0.435	menstruatie-
mental	0.490	0.490	0.585	mentaal
mentalhealth	0.562	0.541	0.670	mentale gezondheid
mentality	0.711	0.415	0.726	mentaliteit
menthol	0.490	0.292	0.433	menthol
mention	0.562	0.365	0.562	noemen
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	menu
meow	0.510	0.510	0.412	mauw
mercantile	0.480	0.490	0.713	mercantiele
mercenary	0.245	0.837	0.673	huurling
merchandise	0.594	0.460	0.621	handelswaar
merchant	0.675	0.500	0.620	handelaar
merciful	0.854	0.346	0.500	barmhartig
merciless	0.062	0.880	0.634	genadeloos
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	kwik
mercy	0.719	0.229	0.500	genade
mere	0.396	0.221	0.176	alleen maar
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	samenvoegen
merger	0.592	0.490	0.642	fusie
meridian	0.510	0.324	0.558	meridiaan
meridional	0.365	0.290	0.600	meridionale
meringue	0.625	0.580	0.411	schuimgebakje
merit	0.854	0.500	0.722	verdienste
meritorious	0.781	0.618	0.855	verdienstelijk
mermaid	0.765	0.623	0.452	meermin
merriment	0.948	0.721	0.632	vrolijkheid
merry	0.979	0.731	0.764	vrolijk
merrychristmas	0.888	0.510	0.536	vrolijk kerstfeest
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	mesh
meshes	0.440	0.363	0.362	mazen
mesmerized	0.520	0.552	0.421	gebiologeerd
mess	0.143	0.843	0.273	troep
message	0.650	0.391	0.415	bericht
messedup	0.333	0.615	0.358	verknald
messenger	0.694	0.434	0.500	boodschapper
messiah	0.781	0.634	0.800	Messias
messy	0.260	0.635	0.140	rommelig
metabolic	0.408	0.531	0.559	metabolisch
metabolism	0.698	0.509	0.555	metabolisme
metal	0.551	0.429	0.547	metaal
metallic	0.615	0.330	0.607	metalen
metallurgy	0.396	0.509	0.587	metallurgie
metamorphosis	0.541	0.571	0.613	metamorfose
metaphor	0.562	0.280	0.470	metafoor
metaphorical	0.500	0.412	0.480	metaforisch
metaphysical	0.630	0.573	0.686	metafysisch
metaphysics	0.561	0.396	0.588	metafysica
metastasis	0.177	0.646	0.452	metastase
meteor	0.398	0.714	0.737	meteoor
meteoric	0.590	0.802	0.684	meteorisch
meteorite	0.385	0.794	0.750	meteoriet
meteorological	0.635	0.557	0.556	meteorologisch
meteorology	0.630	0.418	0.689	meteorologie
meter	0.438	0.300	0.463	meter
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	methadon
methane	0.290	0.460	0.569	methaan
methanol	0.292	0.500	0.570	methanol
method	0.640	0.275	0.698	methode
methodical	0.663	0.360	0.745	methodisch
methodology	0.664	0.327	0.745	methodologie
meticulous	0.555	0.480	0.555	zorgvuldig
metime	0.531	0.398	0.417	tijd voor mezelf
metric	0.519	0.248	0.573	metriek
metrical	0.521	0.375	0.482	metrisch
metrology	0.531	0.432	0.439	metrologie
metropolis	0.656	0.625	0.779	metropolis
metropolitan	0.387	0.408	0.723	grootstedelijke
mettle	0.667	0.529	0.750	moed
mew	0.418	0.481	0.380	miauw
mezzanine	0.479	0.427	0.404	tussenverdieping
mica	0.531	0.250	0.314	mica-
mick	0.449	0.451	0.382	Mick
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	microbe
microbiology	0.571	0.378	0.560	microbiologie
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	microkosmos
microfilm	0.469	0.352	0.412	microfilm
microgram	0.448	0.286	0.355	microgram
micrometer	0.573	0.358	0.394	micrometer
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	microfoon
microscope	0.531	0.330	0.464	microscoop
microscopic	0.360	0.327	0.433	microscopisch
microscopically	0.623	0.370	0.412	microscopisch
microscopy	0.500	0.339	0.455	microscopie
microwave	0.542	0.497	0.443	magnetron
mid	0.500	0.315	0.356	midden
midair	0.633	0.413	0.455	in de lucht
midday	0.658	0.250	0.403	middag
middle	0.458	0.157	0.300	midden-
middleman	0.500	0.404	0.452	tussenpersoon
middleweight	0.510	0.302	0.428	middengewicht
midget	0.396	0.295	0.254	miniatuur
midland	0.521	0.402	0.456	middenland
midlife	0.594	0.244	0.473	middelbare leeftijd
midline	0.332	0.224	0.330	middenlijn
midnight	0.562	0.470	0.545	middernacht
midshipman	0.469	0.615	0.785	adelborst
midst	0.324	0.275	0.296	midden
midsummer	0.781	0.480	0.492	midzomer
midterm	0.427	0.337	0.425	tussentijds
midtown	0.479	0.442	0.538	binnenstad
midway	0.459	0.316	0.304	halverwege
midwife	0.531	0.570	0.453	verloskundige
midwifery	0.510	0.570	0.459	verloskunde
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	gekwetst
mighty	0.855	0.837	0.936	machtig
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migraine
migrate	0.415	0.580	0.454	migreren
migration	0.492	0.731	0.566	migratie
migratory	0.448	0.521	0.491	migrerend
mike	0.542	0.365	0.423	Mike
mil	0.534	0.388	0.347	mili
mild	0.635	0.198	0.216	mild
mildew	0.344	0.250	0.241	meeldauw
mildness	0.827	0.226	0.311	mildheid
mile	0.521	0.417	0.456	mijl
mileage	0.510	0.458	0.562	kilometerstand
milestone	0.719	0.373	0.558	mijlpaal
militant	0.418	0.667	0.750	militant
militants	0.260	0.673	0.652	militanten
military	0.396	0.710	0.875	leger
militia	0.396	0.729	0.769	militie
milk	0.817	0.270	0.327	melk
milkman	0.750	0.380	0.304	melkboer
milkshake	0.796	0.521	0.330	milkshake
milky	0.517	0.283	0.311	melkachtig
mill	0.531	0.382	0.347	molen
millennium	0.573	0.398	0.760	millennium
milligram	0.429	0.217	0.302	milligram
millimeter	0.427	0.177	0.360	millimeter
million	0.776	0.647	0.812	miljoen
millionaire	0.917	0.755	0.850	miljonair
millionth	0.635	0.528	0.611	miljoenste
millstone	0.510	0.433	0.492	molensteen
mime	0.455	0.235	0.302	mime
mimic	0.557	0.587	0.391	nabootsen
mimicking	0.316	0.433	0.364	nabootsen
mimicry	0.420	0.337	0.472	mimicry
mince	0.417	0.529	0.378	fijnhakken
mincemeat	0.396	0.435	0.358	pasteivulling
mind	0.650	0.388	0.627	verstand
minded	0.656	0.394	0.627	geestig
mindful	0.765	0.450	0.725	bewust
mindfulness	0.729	0.635	0.745	opmerkzaamheid
mindless	0.184	0.333	0.153	hersenloos
mine	0.688	0.418	0.578	de mijne
minefield	0.188	0.839	0.684	mijnenveld
miner	0.408	0.594	0.644	mijnwerker
mineral	0.519	0.287	0.605	mineraal
mineralogy	0.551	0.408	0.545	mineralogie
mingle	0.561	0.480	0.434	mengen
mingled	0.521	0.392	0.357	vermengd
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniatuur
minibus	0.439	0.390	0.428	minibus
minim	0.518	0.208	0.138	minimaal
minimal	0.448	0.147	0.206	minimaal
minimize	0.360	0.236	0.311	minimaliseren
minimized	0.458	0.137	0.208	geminimaliseerd
minimum	0.380	0.198	0.194	minimum
mining	0.633	0.598	0.554	mijnbouw
minion	0.490	0.430	0.167	minion
minister	0.547	0.441	0.892	minister
ministerial	0.571	0.519	0.660	ministeriële
ministry	0.510	0.346	0.717	ministerie
minivan	0.592	0.356	0.452	busje
mink	0.560	0.515	0.430	nerts
minnow	0.541	0.367	0.364	voorn
minor	0.250	0.235	0.175	minderjarige
minority	0.310	0.332	0.211	minderheid
minstrel	0.458	0.541	0.397	minstreel
mint	0.688	0.221	0.345	munt
minty	0.635	0.292	0.361	muntachtig
minuscule	0.396	0.286	0.214	minuscuul
minute	0.582	0.279	0.356	minuut
minutiae	0.323	0.257	0.316	minutiae
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	wonder
miracles	0.922	0.735	0.692	wonderen
miraculous	0.875	0.706	0.812	wonderbaarlijk
mirage	0.546	0.487	0.562	luchtspiegeling
mire	0.344	0.376	0.298	slijk
mirror	0.677	0.310	0.438	spiegel
mirth	0.888	0.640	0.608	vrolijkheid
misappropriation	0.097	0.831	0.500	verduistering
misbehave	0.020	0.847	0.304	zich misdragen
misbehavior	0.031	0.704	0.269	wangedrag
miscalculation	0.177	0.490	0.353	misrekening
miscarriage	0.042	0.781	0.312	miskraam
miscellaneous	0.531	0.321	0.196	Diversen
miscellany	0.500	0.412	0.384	diversen
mischief	0.385	0.834	0.292	baldadigheid
mischievous	0.439	0.804	0.472	ondeugend
misconception	0.210	0.557	0.291	misvatting
misconduct	0.061	0.667	0.304	wangedrag
misdemeanor	0.210	0.640	0.364	misdrijf
misdirection	0.131	0.710	0.281	misleiding
miser	0.208	0.633	0.311	vrek
miserable	0.062	0.461	0.188	miserabel
miserably	0.280	0.545	0.150	jammerlijk
misery	0.146	0.378	0.158	ellende
misfire	0.153	0.453	0.200	misfire
misfit	0.173	0.500	0.393	buitenbeentje
misfortune	0.094	0.780	0.311	tegenslag
misguided	0.280	0.531	0.259	misleid
mishap	0.071	0.654	0.227	ongeluk
misinformed	0.156	0.567	0.250	verkeerd geinformeerd
misinterpretation	0.112	0.556	0.360	verkeerde interpretatie
mislead	0.167	0.765	0.412	misleiden
misleading	0.070	0.660	0.272	misleidend
misled	0.177	0.606	0.353	misleid
mismanagement	0.094	0.520	0.295	wanbeheer
mismatch	0.250	0.459	0.282	mismatch
mismatched	0.250	0.557	0.302	niet-overeenkomend
misnomer	0.296	0.528	0.284	verkeerde benaming
misplace	0.229	0.461	0.191	misplaatsen
misplaced	0.247	0.450	0.324	misplaatst
misread	0.115	0.558	0.315	verkeerd gelezen
misrepresent	0.198	0.542	0.418	verkeerde voorstelling van zaken
misrepresentation	0.323	0.618	0.518	verkeerde voorstelling van zaken
misrepresented	0.042	0.519	0.466	verkeerd voorgesteld
miss	0.573	0.490	0.408	missen
missile	0.240	0.830	0.764	raket
missiles	0.070	0.922	0.830	raketten
missing	0.306	0.418	0.222	missend
missingyou	0.260	0.471	0.377	mis je
mission	0.765	0.633	0.870	missie
missionary	0.729	0.404	0.596	missionaris
misspell	0.292	0.423	0.281	spelfout
misstatement	0.302	0.547	0.221	onjuistheid
missy	0.521	0.480	0.333	missy
mist	0.375	0.194	0.221	de nevel
mistake	0.208	0.585	0.102	vergissing
mistaken	0.131	0.630	0.212	vergis je
mister	0.604	0.406	0.663	meneer
mistletoe	0.542	0.470	0.324	maretak
mistreated	0.010	0.792	0.200	mishandeld
mistress	0.630	0.796	0.694	meesteres
mistrial	0.427	0.539	0.536	nietig geding
mistrust	0.135	0.657	0.231	wantrouwen
misty	0.427	0.451	0.278	nevelig
misunderstand	0.177	0.548	0.382	verkeerd begrijpen
misunderstanding	0.112	0.618	0.284	misverstand
misunderstood	0.177	0.625	0.309	verkeerd begrepen
misuse	0.083	0.560	0.196	misbruik
mite	0.290	0.584	0.271	mijt
miter	0.458	0.500	0.414	mijter
mitigate	0.506	0.427	0.456	verzachten
mitigating	0.551	0.520	0.600	verzachtend
mitigation	0.448	0.527	0.423	verzachting
mitt	0.406	0.183	0.264	handschoen
mitten	0.531	0.330	0.408	want
mitzvah	0.422	0.610	0.409	mitswa
mix	0.542	0.490	0.472	mengen
mixed	0.510	0.346	0.444	gemengd
mixedemotions	0.440	0.673	0.430	gemengde gevoelens
mixer	0.562	0.500	0.556	mixer
mixture	0.546	0.360	0.481	mengsel
mnemonic	0.531	0.480	0.452	geheugensteuntje
moan	0.357	0.735	0.352	klagen
moat	0.398	0.380	0.314	gracht
mob	0.296	0.788	0.567	menigte
mobile	0.615	0.569	0.481	mobiel
mobility	0.700	0.596	0.654	mobiliteit
mobilization	0.688	0.720	0.787	mobilisatie
mobilize	0.604	0.684	0.727	mobiliseren
mobster	0.188	0.870	0.638	gangster
mocha	0.500	0.396	0.311	mokka
mock	0.360	0.606	0.618	bespotten
mocked	0.225	0.746	0.204	bespot
mockery	0.094	0.806	0.181	spot
mocking	0.082	0.755	0.394	bespotten
mockingbird	0.513	0.337	0.423	spotvogel
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modaal
modality	0.633	0.404	0.527	modaliteit
mode	0.531	0.185	0.367	modus
model	0.607	0.388	0.723	model-
modeler	0.500	0.510	0.730	modelleur
modeling	0.684	0.404	0.490	modellering
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	gematigd
moderate anticipation	0.667	0.451	0.574	matige anticipatie
moderate disgust	0.229	0.558	0.381	matige afkeer
moderate negative	0.177	0.500	0.306	matig negatief
moderate positive	0.896	0.453	0.753	matig positief
moderate surprise	0.776	0.663	0.637	matige verrassing
moderate trust	0.677	0.350	0.773	matig vertrouwen
moderately	0.604	0.264	0.500	matig
moderating	0.667	0.402	0.783	modereren
moderation	0.531	0.240	0.453	met mate
moderator	0.519	0.354	0.802	moderator
modern	0.855	0.423	0.691	modern
modernism	0.760	0.553	0.703	modernisme
modest	0.760	0.130	0.412	bescheiden
modesty	0.778	0.240	0.500	bescheidenheid
modicum	0.234	0.417	0.327	beetje
modifiable	0.541	0.422	0.373	aanpasbaar
modification	0.480	0.520	0.625	wijziging
modified	0.561	0.458	0.693	gewijzigd
modify	0.458	0.584	0.625	bewerken
modulate	0.673	0.343	0.555	moduleren
modulation	0.458	0.365	0.565	modulatie
module	0.582	0.388	0.571	module
modulus	0.622	0.304	0.481	modulus
mogul	0.510	0.652	0.865	mogul
moiety	0.378	0.343	0.454	deel
moist	0.470	0.316	0.386	vochtig
moisture	0.406	0.398	0.327	vocht
moisturizer	0.750	0.280	0.386	vochtinbrengende crème
molar	0.544	0.426	0.350	kies
molasses	0.490	0.269	0.286	stroop
mold	0.330	0.274	0.402	gietvorm
molded	0.667	0.361	0.373	gegoten
molding	0.552	0.308	0.546	gieten
moldy	0.235	0.387	0.250	beschimmeld
mole	0.436	0.377	0.352	wrat
molecular	0.495	0.440	0.536	moleculair
molecule	0.531	0.259	0.375	molecuul
molest	0.133	0.816	0.319	molest
molestation	0.102	0.808	0.407	molestering
molester	0.143	0.811	0.478	aanrander
molten	0.417	0.490	0.339	gesmolten
mom	0.927	0.336	0.639	mama
moment	0.604	0.435	0.509	moment
momentary	0.562	0.271	0.330	kortstondig
momentous	0.792	0.587	0.760	gewichtig
momentum	0.663	0.750	0.688	momentum
momma	0.833	0.412	0.527	mama
mommy	0.854	0.353	0.422	mama
monad	0.510	0.482	0.451	monade
monarch	0.583	0.559	0.870	monarch
monarchy	0.450	0.557	0.870	monarchie
monastery	0.694	0.183	0.726	klooster
monastic	0.438	0.314	0.676	kloosterlijk
monetary	0.583	0.494	0.716	monetair
money	0.844	0.608	0.827	geld
mongoloid	0.177	0.364	0.317	Mongooltje
mongoose	0.327	0.380	0.546	mangoest
mongrel	0.425	0.438	0.395	bastaard-
monitor	0.490	0.298	0.538	monitor
monk	0.472	0.208	0.439	monnik
monkey	0.548	0.449	0.283	aap
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	monochroom
monogamous	0.510	0.335	0.402	monogaam
monogamy	0.542	0.380	0.455	monogamie
monogram	0.480	0.210	0.425	monogram
monogrammed	0.503	0.270	0.402	gemonogrammeerd
monograph	0.500	0.242	0.481	monografie
monolayer	0.427	0.294	0.433	monolaag
monolith	0.429	0.327	0.500	monoliet
monologue	0.500	0.284	0.534	monoloog
monopolist	0.330	0.590	0.725	monopolist
monopoly	0.449	0.509	0.640	Monopoly
monotonous	0.354	0.221	0.400	eentonig
monotony	0.398	0.135	0.353	eentonigheid
monoxide	0.433	0.430	0.490	koolmonoxide
monsieur	0.552	0.340	0.623	monsieur
monsoon	0.358	0.600	0.481	moesson
monster	0.133	0.935	0.596	monster
monstrosity	0.094	0.933	0.611	monsterachtigheid
monstrous	0.094	0.942	0.649	monsterlijk
montage	0.438	0.520	0.388	montage
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	maand
monthly	0.622	0.314	0.364	maandelijks
monument	0.833	0.404	0.811	monument
monumental	0.656	0.594	0.955	monumentaal
moo	0.438	0.355	0.300	loeien
mooch	0.378	0.413	0.309	loeien
mood	0.720	0.500	0.500	stemming
moods	0.578	0.633	0.491	stemmingen
moody	0.245	0.811	0.595	humeurig
moon	0.673	0.233	0.547	maan
moonbeam	0.700	0.290	0.491	maanstraal
moonlight	0.865	0.264	0.409	maanlicht
moonlit	0.873	0.269	0.508	maanverlicht
moonshine	0.633	0.389	0.491	maneschijn
moonstruck	0.583	0.438	0.407	door de maan getroffen
moonwalk	0.615	0.586	0.525	maanwandeling
moor	0.311	0.464	0.378	Moor
moored	0.344	0.500	0.417	afgemeerd
mooring	0.323	0.490	0.444	aanmeren
moorings	0.406	0.500	0.516	aanlegsteigers
moorland	0.490	0.370	0.456	heide
moose	0.648	0.373	0.318	eland
moot	0.344	0.500	0.615	hypothetisch
mooted	0.388	0.580	0.463	geopperd
mop	0.396	0.442	0.296	dweil
mope	0.406	0.309	0.345	kniezen
moped	0.582	0.582	0.554	bromfiets
moral	0.700	0.459	0.796	Moreel
morale	0.729	0.158	0.792	moreel
morality	0.750	0.408	0.759	moraliteit
morals	0.646	0.430	0.611	moraal
morass	0.387	0.348	0.375	moeras
moratorium	0.337	0.427	0.373	moratorium
moray	0.510	0.402	0.463	murene
morbid	0.090	0.833	0.395	morbide
morbidity	0.370	0.630	0.443	ziektecijfers
morbidness	0.120	0.694	0.339	morbiditeit
mores	0.582	0.317	0.684	zeden
morgue	0.022	0.539	0.241	lijkenhuis
moribund	0.083	0.488	0.167	stervende
morn	0.542	0.284	0.345	morgen
morning	0.688	0.235	0.444	ochtend
moron	0.133	0.587	0.183	idioot
moronic	0.122	0.500	0.224	idioot
morose	0.240	0.663	0.264	somber
morph	0.448	0.469	0.451	morph
morphine	0.229	0.490	0.496	morfine
morphism	0.398	0.549	0.386	morfisme
morphology	0.516	0.373	0.639	morfologie
morrow	0.708	0.314	0.490	morgen
morsel	0.490	0.296	0.400	hap
mortal	0.196	0.786	0.510	sterveling
mortality	0.229	0.726	0.518	sterfte
mortar	0.333	0.627	0.562	Mortier
mortgage	0.255	0.408	0.537	hypotheek
mortgagee	0.418	0.633	0.723	hypotheekhouder
mortgagor	0.431	0.522	0.490	hypotheekgever
mortician	0.104	0.429	0.275	begrafenisondernemer
mortification	0.135	0.644	0.404	versterving
mortified	0.073	0.731	0.270	gekrenkt
mortuary	0.133	0.606	0.427	mortuarium
mosaic	0.635	0.250	0.302	mozaïek-
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	mug
moss	0.235	0.270	0.245	mos
mossy	0.375	0.329	0.286	bemoste
mote	0.375	0.388	0.260	splinter
motel	0.531	0.372	0.450	motel
moth	0.323	0.350	0.196	mot
mother	0.931	0.408	0.725	moeder
motherfucker	0.122	0.827	0.351	klootzak
motherfucking	0.071	0.823	0.373	klootzak
motherhood	0.844	0.546	0.667	moederschap
motherland	0.677	0.375	0.731	moederland
motherless	0.163	0.541	0.337	moederloos
motherly	0.927	0.324	0.710	moederlijk
motif	0.688	0.481	0.527	motief
motion	0.667	0.538	0.657	beweging
motionless	0.323	0.210	0.246	roerloos
motivate	0.812	0.776	0.873	motiveren
motivating	0.958	0.820	0.787	motiverend
motivation	0.854	0.784	0.802	motivatie
motivational	0.906	0.646	0.858	motiverend
motive	0.667	0.588	0.663	motief
motley	0.480	0.398	0.412	bont
motor	0.531	0.551	0.648	motor
motorbike	0.552	0.608	0.616	motor
motorboat	0.677	0.500	0.390	motorboot
