English Word	Valence	Arousal	Dominance	Armenian Word
oxymoron	0.427	0.481	0.398	օքսիմորոն
oyster	0.500	0.311	0.327	ոստրե
ozone	0.560	0.345	0.518	օզոն
pace	0.510	0.380	0.390	տեմպը
pacemaker	0.448	0.569	0.582	սրտի ռիթմավար
pacific	0.627	0.118	0.580	խաղաղօվկիանոսյան
pacified	0.802	0.194	0.414	խաղաղվել
pacifier	0.615	0.342	0.356	ծծակ
pacifist	0.663	0.153	0.557	պացիֆիստ
pacify	0.812	0.283	0.629	հանդարտեցնել
pacing	0.583	0.551	0.491	տեմպը
pack	0.510	0.347	0.475	փաթեթավորել
package	0.571	0.433	0.443	փաթեթ
packaging	0.604	0.393	0.549	փաթեթավորում
packer	0.520	0.480	0.537	փաթեթավորող
packet	0.582	0.385	0.407	փաթեթ
pact	0.442	0.444	0.593	դաշնագիր
pad	0.684	0.279	0.330	պահոց
padded	0.606	0.212	0.371	լիցքավորված
padding	0.561	0.398	0.423	լիցքավորում
paddle	0.561	0.375	0.393	թիավարել
paddle boat	0.663	0.373	0.415	թիավար նավակ
paddock	0.480	0.429	0.481	paddock
paddy	0.653	0.330	0.330	բրինձ
padlock	0.459	0.284	0.457	կողպեք
padre	0.684	0.407	0.647	հայրիկ
paean	0.552	0.547	0.471	պաեան
pagan	0.292	0.578	0.542	հեթանոսական
paganism	0.240	0.640	0.411	հեթանոսություն
page	0.677	0.224	0.278	էջ
pageant	0.719	0.667	0.651	մրցույթ
pager	0.510	0.526	0.554	փեյջեր
pagination	0.459	0.333	0.400	էջադրում
paging	0.542	0.398	0.423	էջիջում
pagoda	0.571	0.259	0.435	պագոդա
pail	0.448	0.177	0.188	դույլ
pain	0.012	0.765	0.395	ցավը
pained	0.112	0.500	0.250	ցավոտ
painful	0.050	0.742	0.330	ցավոտ
painfully	0.156	0.720	0.407	ցավալիորեն
painkiller	0.487	0.312	0.481	ցավազրկող
painless	0.785	0.173	0.491	ցավազուրկ
pains	0.106	0.673	0.362	ցավեր
painstaking	0.396	0.335	0.386	տքնաջան
paint	0.667	0.343	0.413	ներկել
paintball	0.615	0.745	0.537	փեյնթբոլ
paintbrush	0.714	0.226	0.353	վրձին
painted	0.667	0.333	0.424	ներկված
painter	0.677	0.366	0.487	Նկարիչ
painting	0.792	0.324	0.333	Նկարչություն
pair	0.552	0.317	0.304	զույգ
paisley	0.531	0.327	0.347	փեյսլի
pajama	0.908	0.157	0.245	պիժամա
pajamas	0.719	0.170	0.264	գիշերազգեստ
pal	0.812	0.426	0.596	ընկեր
palace	0.878	0.510	0.804	պալատ
palatable	0.823	0.500	0.594	համեղ
palate	0.625	0.350	0.358	քիմք
pale	0.281	0.259	0.245	գունատ
paleontology	0.438	0.308	0.617	պալեոնտոլոգիա
palette	0.590	0.333	0.205	գունապնակ
pall	0.277	0.387	0.394	գունատ
palladium	0.470	0.380	0.393	պալադիում
pallet	0.604	0.241	0.349	ծղոտե ներքնակ
palliative	0.548	0.394	0.518	պալիատիվ
palm	0.531	0.194	0.340	արմավենի
palmer	0.480	0.269	0.413	palmer
palomino	0.616	0.349	0.396	պալոմինո
palpable	0.552	0.343	0.611	շոշափելի
palpitations	0.417	0.702	0.528	սրտխփոցներ
palsy	0.083	0.446	0.221	կաթված
paltry	0.333	0.491	0.320	չնչին
pamper	0.792	0.321	0.348	փայփայել
pamphlet	0.530	0.250	0.327	բրոշյուր
pan	0.734	0.182	0.364	թավայի
panacea	0.420	0.427	0.613	համադարման
panache	0.510	0.363	0.306	փափախ
pancake	0.802	0.274	0.364	նրբաբլիթ
pancakes	0.844	0.373	0.402	նրբաբլիթներ
pancreas	0.469	0.302	0.366	ենթաստամոքսային գեղձի
panda	0.646	0.194	0.406	պանդա
pandemic	0.160	0.790	0.544	համավարակ
pandemonium	0.229	0.885	0.500	պանդեմոնիա
pane	0.385	0.250	0.444	ապակի
panel	0.469	0.321	0.425	վահանակ
pang	0.146	0.595	0.455	ցավ
panhandle	0.441	0.431	0.414	տախտակ
panic	0.062	0.938	0.400	խուճապ
panicattack	0.255	0.724	0.386	խուճապի հարձակում
panicked	0.100	0.949	0.260	խուճապահար
panicking	0.094	0.882	0.333	խուճապի մատնված
panicky	0.284	0.962	0.393	խուճապահար
panier	0.500	0.392	0.380	պանիր
panorama	0.719	0.402	0.625	համայնապատկեր
panoramic	0.542	0.462	0.684	համայնապատկեր
pansy	0.653	0.283	0.589	pansy
pant	0.448	0.463	0.409	շալվար
pantheon	0.144	0.410	0.610	պանթեոն
panther	0.303	0.594	0.682	պանտերա
panties	0.594	0.529	0.312	վարտիք
pantomime	0.552	0.481	0.385	մնջախաղ
pantry	0.622	0.294	0.312	մառան
pants	0.673	0.320	0.333	շալվար
panty	0.451	0.557	0.303	վարտիք
pantyhose	0.570	0.539	0.250	շալվար
pap	0.438	0.403	0.302	պապ
papa	0.656	0.340	0.527	պապա
papacy	0.481	0.263	0.553	պապականություն
papal	0.493	0.304	0.559	պապական
papaya	0.630	0.306	0.300	պապայա
paper	0.520	0.123	0.293	թուղթ
paperback	0.633	0.269	0.314	թուղթ
paperboy	0.521	0.490	0.471	թղթախաղ
paperweight	0.421	0.278	0.433	թղթի կշիռ
paperwork	0.448	0.355	0.422	թղթաբանություն
paprika	0.417	0.250	0.264	պապրիկա
papyrus	0.459	0.240	0.324	պապիրուս
par	0.615	0.372	0.429	պարբ
parable	0.479	0.357	0.525	առակ
parabola	0.542	0.413	0.620	պարաբոլա
parabolic	0.459	0.509	0.500	պարաբոլիկ
parachute	0.562	0.787	0.564	պարաշյուտ
parade	0.792	0.685	0.509	շքերթ
paradigm	0.573	0.429	0.779	պարադիգմ
paradise	0.875	0.540	0.796	դրախտ
paradox	0.417	0.442	0.482	պարադոքս
paradoxical	0.406	0.547	0.433	պարադոքսալ
paraffin	0.426	0.291	0.343	պարաֆին
paragon	0.490	0.431	0.473	պարագլուխ
paragraph	0.510	0.164	0.269	պարբերություն
parakeet	0.576	0.387	0.227	պարկետ
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	պարալաքս
parallel	0.568	0.284	0.465	զուգահեռ
parallelism	0.549	0.363	0.527	զուգահեռականություն
paralysis	0.156	0.500	0.305	կաթվածահարություն
paralyze	0.188	0.367	0.471	կաթվածահար անել
paramedic	0.673	0.464	0.636	բուժաշխատող
paramedics	0.479	0.594	0.712	բուժաշխատողներ
paramilitary	0.154	0.804	0.727	կիսառազմական
paramount	0.771	0.615	0.902	գերակա
paranoia	0.146	0.841	0.407	պարանոյա
paranoid	0.122	0.918	0.364	պարանոյիկ
paranormal	0.167	0.814	0.560	պարանորմալ
parapet	0.450	0.356	0.279	պարապետ
paraphernalia	0.443	0.726	0.509	պարագաներ
paraphrase	0.500	0.375	0.444	վերափոխել
paraplegic	0.188	0.441	0.321	պարապլեգիկ
parasite	0.092	0.442	0.324	մակաբույծ
parasitic	0.037	0.600	0.364	մակաբուծական
parasol	0.604	0.255	0.304	հովանոց
parcel	0.660	0.324	0.411	ծանրոց
parcels	0.551	0.445	0.418	ծանրոցներ
parched	0.250	0.235	0.255	չորացած
parchment	0.615	0.228	0.455	մագաղաթ
pardon	0.552	0.413	0.542	ներում
pare	0.500	0.356	0.309	պարա
parenchyma	0.500	0.399	0.595	պարենխիմա
parent	0.812	0.357	0.860	ծնող
parentage	0.903	0.382	0.595	ծագումնաբանություն
parental	0.760	0.430	0.627	ծնողական
parenthesis	0.510	0.255	0.380	փակագծեր
parenthetical	0.490	0.327	0.391	փակագծային
parenthood	0.750	0.630	0.782	ծնողություն
parenting	0.812	0.520	0.676	դաստիարակություն
pariah	0.397	0.478	0.293	պարային
parietal	0.481	0.333	0.491	պարիետալ
paring	0.429	0.441	0.324	ջարդել
parish	0.698	0.354	0.582	ծխական
parity	0.582	0.406	0.407	հավասարություն
park	0.816	0.343	0.414	այգի
parka	0.469	0.481	0.395	պուրակ
parking	0.777	0.469	0.510	կայանատեղի
parkinsons	0.104	0.570	0.373	պարկինսոններ
parlance	0.510	0.350	0.462	խոսակցություն
parlay	0.469	0.611	0.483	խոսակցություն
parliament	0.573	0.540	0.858	խորհրդարան
parliamentary	0.490	0.554	0.755	խորհրդարանական
parlor	0.500	0.327	0.366	սրահ
parmesan	0.698	0.321	0.382	պարմեզան
parody	0.561	0.651	0.375	պարոդիա
parole	0.388	0.620	0.526	պայմանական վաղաժամկետ ազատում
parquet	0.541	0.240	0.422	մանրահատակ
parrot	0.588	0.333	0.292	թութակ
parry	0.510	0.404	0.436	ընդհատել
parse	0.469	0.456	0.667	վերլուծել
parsimonious	0.417	0.312	0.446	խնայող
parsimony	0.449	0.280	0.403	խնայողություն
parsley	0.458	0.170	0.291	մաղադանոս
parson	0.583	0.250	0.615	հոգևորական
part	0.663	0.278	0.360	մաս
partake	0.755	0.656	0.629	մասնակցել
partial	0.429	0.324	0.348	մասնակի
partiality	0.375	0.380	0.490	կողմնակալություն
partially	0.418	0.368	0.396	մասամբ
participant	0.712	0.598	0.613	մասնակից
participate	0.755	0.580	0.684	մասնակցել
participation	0.781	0.700	0.702	մասնակցությունը
particle	0.521	0.265	0.438	մասնիկ
particular	0.562	0.402	0.552	հատուկ
particularity	0.670	0.434	0.586	առանձնահատկություն
particulars	0.604	0.348	0.525	մանրամասներ
parting	0.260	0.542	0.353	բաժանում
partisan	0.615	0.549	0.669	կուսակցական
partisanship	0.438	0.566	0.551	կուսակցականություն
partition	0.615	0.469	0.567	միջնորմ
partly	0.415	0.410	0.396	մասամբ
partner	0.673	0.302	0.586	գործընկեր
partnership	0.786	0.387	0.545	գործընկերություն
partridge	0.583	0.415	0.250	կաքավ
parts	0.459	0.327	0.392	մասեր
party	0.948	0.840	0.547	կուսակցություն
pas	0.490	0.344	0.262	անց
pass	0.510	0.324	0.362	անցնել
passable	0.688	0.337	0.633	անցանելի
passage	0.429	0.314	0.370	հատված
passageway	0.490	0.389	0.400	անցուղի
passe	0.531	0.357	0.426	անցնել
passenger	0.717	0.413	0.481	ուղեւոր
passim	0.458	0.491	0.333	պասիմ
passing	0.458	0.298	0.509	անցնող
passion	0.854	0.865	0.728	կիրք
passionate	0.990	0.827	0.731	կրքոտ
passive	0.420	0.116	0.241	պասիվ
passivity	0.241	0.115	0.246	պասիվություն
passkey	0.646	0.500	0.791	անցաբառ
passport	0.653	0.457	0.682	անձնագիր
password	0.390	0.356	0.559	գաղտնաբառը
past	0.490	0.422	0.311	անցյալ
pasta	0.615	0.306	0.375	Մակարոնեղեն
paste	0.500	0.556	0.500	մածուկ
pastel	0.719	0.357	0.367	պաստել
pastime	0.677	0.353	0.443	զբոսանք
pastor	0.698	0.236	0.746	հովիվ
pastrami	0.542	0.415	0.348	պաստրամի
pastry	0.870	0.407	0.419	խմորեղեն
pasture	0.688	0.145	0.170	արոտավայր
pasty	0.479	0.363	0.375	մածուկ
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	կարկատել
patchwork	0.500	0.260	0.325	կարկատան
pate	0.406	0.260	0.260	պաշտետ
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	արտոնագիր
patented	0.571	0.422	0.685	արտոնագրված
paternal	0.776	0.353	0.755	հայրական
paternity	0.704	0.590	0.806	հայրություն
path	0.590	0.245	0.421	ուղին
pathetic	0.088	0.464	0.139	պաթետիկ
pathological	0.220	0.602	0.580	պաթոլոգիական
pathologist	0.354	0.552	0.585	պաթոլոգ
pathology	0.271	0.560	0.558	պաթոլոգիա
pathos	0.350	0.449	0.462	պաթոս
pathway	0.646	0.410	0.519	ճանապարհ
patience	0.771	0.125	0.387	համբերություն
patient	0.583	0.193	0.340	հիվանդ
patio	0.562	0.245	0.402	պատշգամբ
patriarch	0.592	0.448	0.898	պատրիարք
patriarchal	0.531	0.500	0.857	հայրապետական
patrimony	0.719	0.406	0.740	ժառանգություն
patriot	0.771	0.635	0.886	հայրենասեր
patriotic	0.875	0.509	0.933	հայրենասիրական
patriotism	0.708	0.635	0.848	հայրենասիրություն
patrol	0.427	0.664	0.736	պարեկություն
patrolman	0.469	0.731	0.884	պարեկ
patron	0.583	0.451	0.870	հովանավոր
patronage	0.583	0.490	0.583	հովանավորչություն
patronising	0.439	0.455	0.582	հովանավորող
patronize	0.430	0.451	0.591	հովանավորել
patronizing	0.542	0.365	0.529	հովանավորող
patter	0.312	0.635	0.451	կարկաչել
pattern	0.479	0.422	0.664	օրինակը
paucity	0.153	0.453	0.175	սակավություն
pauper	0.260	0.347	0.151	աղքատ
pause	0.429	0.188	0.264	դադար
pave	0.594	0.490	0.509	հարթել
pavement	0.460	0.353	0.475	մայթ
pavilion	0.583	0.500	0.770	տաղավար
paving	0.408	0.469	0.545	սալահատակ
paw	0.417	0.360	0.286	թաթ
pawn	0.390	0.321	0.187	գրավատուն
pawnshop	0.396	0.439	0.519	Գրավատուն
pax	0.551	0.421	0.473	պաքս
pay	0.514	0.588	0.592	վճարել
payable	0.385	0.480	0.606	վճարման ենթակա
payback	0.459	0.500	0.567	հատուցում
paycheck	0.896	0.630	0.652	վարձատրության կտրոն
payday	0.833	0.741	0.571	վարձատրության օր
payer	0.313	0.630	0.638	վճարող
payload	0.612	0.510	0.682	օգտակար բեռ
payment	0.629	0.452	0.643	վճարում
payoff	0.740	0.644	0.673	վճարել
payout	0.646	0.600	0.575	վճարել
payphone	0.469	0.360	0.370	բարձրախոս
payroll	0.521	0.360	0.549	աշխատավարձի ցուցակ
pea	0.580	0.275	0.298	սիսեռ
peace	0.939	0.156	0.613	խաղաղություն
peaceable	0.776	0.134	0.453	խաղաղասեր
peaceful	0.867	0.108	0.569	խաղաղ
peacefully	0.901	0.190	0.639	խաղաղ
peacekeeper	0.865	0.320	0.644	խաղաղապահ
peaceofmind	0.786	0.160	0.519	մտքի խաղաղություն
peacetime	0.949	0.180	0.579	խաղաղ ժամանակ
peach	0.704	0.480	0.272	դեղձ
peachy	0.755	0.479	0.388	դեղձի
peacock	0.786	0.449	0.458	սիրամարգ
peak	0.500	0.345	0.431	գագաթնակետ
peaked	0.677	0.704	0.857	գագաթնակետին է հասել
peanut	0.646	0.202	0.246	գետնանուշ
peanuts	0.542	0.294	0.324	գետնանուշ
pear	0.677	0.158	0.241	տանձ
pearl	0.905	0.425	0.642	մարգարիտ
pearly	0.635	0.337	0.373	մարգարիտ
peas	0.542	0.283	0.310	սիսեռ
peasant	0.530	0.275	0.407	գյուղացի
peat	0.333	0.655	0.504	տորֆ
pebble	0.354	0.353	0.287	խճաքար
pecan	0.552	0.316	0.358	պեկան
peck	0.202	0.530	0.321	ծակել
pecker	0.459	0.509	0.375	պեկեր
peculiar	0.600	0.491	0.564	յուրօրինակ
peculiarities	0.511	0.460	0.528	առանձնահատկությունները
peculiarity	0.439	0.452	0.652	յուրահատկությունը
peculiarly	0.615	0.450	0.454	յուրօրինակ կերպով
pecuniary	0.490	0.490	0.500	դրամական
pedal	0.500	0.320	0.342	ոտնակ
pedantic	0.229	0.608	0.253	մանկական
peddle	0.539	0.549	0.538	վաճառել
peddler	0.408	0.481	0.390	վաճառող
pedestal	0.735	0.284	0.579	պատվանդան
pedestrian	0.438	0.360	0.448	հետիոտն
pediatric	0.560	0.462	0.490	մանկական
pediatrician	0.602	0.500	0.627	մանկաբույժ
pediatrics	0.750	0.380	0.596	մանկաբուժություն
pedicure	0.695	0.269	0.296	պեդիկյուր
pedigree	0.625	0.340	0.609	տոհմային
pedometer	0.469	0.561	0.405	քայլաչափ
pedophile	0.051	0.724	0.430	մանկապիղծ
pee	0.449	0.529	0.391	միզել
peek	0.486	0.360	0.411	հայացք նետել
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	կեղեւ
peep	0.573	0.317	0.269	շողոքորթել
peeper	0.182	0.537	0.343	նայող
peephole	0.479	0.500	0.310	դիտակ
peer	0.458	0.321	0.569	հասակակից
peering	0.514	0.409	0.451	նայող
peerless	0.688	0.450	0.462	անզուգական
peeved	0.156	0.750	0.467	խեղճացած
peg	0.520	0.357	0.393	կցորդ
pegs	0.408	0.286	0.386	ցցիկներ
peice	0.479	0.422	0.398	կտոր
pelagic	0.521	0.554	0.491	պելագիկ
pelican	0.573	0.391	0.380	հավալուսն
pellet	0.448	0.390	0.466	գնդիկ
pelvic	0.320	0.632	0.373	կոնքային
pelvis	0.378	0.618	0.380	կոնք
pen	0.622	0.194	0.250	գրիչ
penal	0.208	0.565	0.610	պատժիչ
penalty	0.062	0.490	0.240	տուգանք
penance	0.219	0.667	0.463	ապաշխարություն
penchant	0.688	0.480	0.609	հակում
pencil	0.552	0.200	0.263	մատիտ
pendant	0.676	0.321	0.385	կախազարդ
pendency	0.396	0.452	0.472	կուսակալություն
pendent	0.470	0.380	0.425	կախված
pending	0.396	0.441	0.473	սպասվում է
pendulum	0.542	0.368	0.434	ճոճանակ
penetrate	0.287	0.877	0.732	թափանցել
penetrating	0.469	0.792	0.782	թափանցող
penetration	0.438	0.885	0.792	ներթափանցում
penguin	0.615	0.296	0.307	պինգվին
penicillin	0.417	0.431	0.566	պենիցիլին
penile	0.490	0.736	0.491	առնանդամ
peninsula	0.551	0.384	0.627	թերակղզի
penis	0.354	0.810	0.556	առնանդամ
penitent	0.542	0.530	0.508	ապաշխարող
penitentiary	0.229	0.726	0.491	քրեակատարողական հիմնարկ
penmanship	0.677	0.284	0.509	գրչագործություն
pennant	0.542	0.380	0.426	գրիչ
penniless	0.062	0.316	0.083	անփող
penny	0.615	0.302	0.324	կոպեկ
pension	0.625	0.409	0.406	կենսաթոշակ
pensioner	0.440	0.245	0.442	թոշակառու
pensive	0.540	0.220	0.529	մտախոհ
pentagon	0.490	0.636	0.774	հնգանկյուն
pentagram	0.510	0.433	0.466	հնգագիր
penthouse	0.592	0.430	0.395	պենտհաուս
penultimate	0.469	0.366	0.255	նախավերջին
people	0.604	0.400	0.500	Ժողովուրդ
peopled	0.594	0.450	0.679	մարդիկ
pep	0.510	0.510	0.364	պեպ
pepper	0.400	0.539	0.328	պղպեղ
peppermint	0.720	0.264	0.271	անանուխ
pepperoni	0.796	0.472	0.358	պեպպերոնի
peppy	0.677	0.529	0.438	եռանդուն
peptic	0.398	0.463	0.362	պեպտիկ
peptide	0.380	0.480	0.411	պեպտիդ
perceive	0.653	0.490	0.655	ընկալել
percent	0.470	0.350	0.356	տոկոսը
percentage	0.469	0.400	0.553	տոկոսը
percentile	0.479	0.410	0.390	տոկոսային
perceptible	0.710	0.460	0.620	ընկալելի
perception	0.653	0.481	0.655	ընկալում
perceptive	0.745	0.500	0.741	ընկալունակ
perch	0.531	0.300	0.314	թառ
perchance	0.480	0.224	0.298	հավանաբար
percolation	0.397	0.417	0.415	թափանցում
percussion	0.622	0.635	0.642	հարվածային գործիքներ
perdition	0.135	0.656	0.496	կործանում
peremptory	0.429	0.426	0.606	պարտադիր
perennial	0.527	0.358	0.500	բազմամյա
perfect	0.980	0.471	0.870	կատարյալ
