English Word	Valence	Arousal	Dominance	Sundanese Word
killing	0.080	0.959	0.696	maehan
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	kiln
kilo	0.438	0.358	0.461	kiloan
kilogram	0.510	0.260	0.455	kiloan
kilometer	0.490	0.439	0.485	kilométer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	baraya
kind	0.918	0.240	0.618	nanaon
kindergarten	0.833	0.462	0.308	TK
kindling	0.520	0.651	0.421	hurung
kindness	0.938	0.350	0.508	kahadean
kindred	0.760	0.418	0.517	baraya
kinematics	0.594	0.480	0.614	kinematika
kinesiology	0.491	0.480	0.633	kinesiologi
kinetic	0.582	0.540	0.537	kinétik
king	0.677	0.690	0.892	raja
king snake	0.458	0.835	0.647	raja oray
kingdom	0.714	0.547	0.910	karajaan
kingpin	0.357	0.626	0.642	rajapati
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kusut
kinship	0.771	0.300	0.652	kekerabatan
kiosk	0.500	0.286	0.321	kios
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	nyium
kisser	0.844	0.682	0.618	pangambung
kissy	0.874	0.684	0.402	ciuman
kit	0.583	0.344	0.420	kit
kitchen	0.700	0.234	0.398	dapur
kite	0.643	0.500	0.573	langlayangan
kitten	0.816	0.343	0.260	anak ucing
kiwi	0.646	0.273	0.282	buah kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	kaahlian
knapsack	0.551	0.317	0.268	ransel
knead	0.490	0.457	0.345	knead
knee	0.520	0.245	0.396	tuur
kneecap	0.427	0.360	0.440	dengkul
kneel	0.426	0.417	0.217	tuur
kneeling	0.245	0.435	0.144	jongjon
knell	0.354	0.500	0.377	rengkuh
knick	0.480	0.509	0.420	ketukan
knickers	0.552	0.428	0.328	calana panjang
knife	0.344	0.717	0.573	péso
knight	0.780	0.441	0.835	satria
knighthood	0.740	0.660	0.769	ksatria
knit	0.630	0.144	0.295	ngarajut
knob	0.340	0.360	0.272	kenop
knock	0.312	0.531	0.527	sambel
knockoff	0.350	0.606	0.240	timbel
knockout	0.388	0.755	0.664	pingsan
knoll	0.434	0.347	0.333	knoll
knot	0.541	0.221	0.408	cangreud
knots	0.418	0.346	0.267	knots
knotted	0.226	0.412	0.294	dicangcang
know	0.765	0.361	0.704	nyaho
knowing	0.833	0.353	0.658	nyaho
knowingly	0.500	0.459	0.481	sadar
knowledge	0.847	0.430	0.896	pangaweruh
knowledgeable	0.865	0.455	0.971	pangaweruh
knuckle	0.655	0.333	0.393	ros-rosan
knucklehead	0.157	0.485	0.288	sirah jongjon
knuckles	0.271	0.461	0.320	ros-rosan
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	kook
kool-aid	0.531	0.318	0.393	kool-bantuan
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	halal
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	keris
kryptonite	0.306	0.690	0.588	kriptonit
kudos	0.925	0.587	0.642	pujian
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	labél
labor	0.594	0.639	0.754	buruh
laboratory	0.571	0.490	0.537	laboratorium
labored	0.646	0.451	0.637	digawé
laborer	0.561	0.510	0.698	kuli
laboring	0.705	0.644	0.737	kuli
laborious	0.393	0.635	0.709	kuli
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	renda
laceration	0.143	0.667	0.443	laserasi
lack	0.250	0.365	0.242	kakurangan
lackey	0.260	0.510	0.166	budak leutik
lacking	0.229	0.375	0.121	kakurangan
lackluster	0.250	0.311	0.264	kurang sumanget
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktosa
lad	0.637	0.388	0.336	budak lalaki
ladder	0.560	0.438	0.358	tangga
laddie	0.668	0.539	0.391	bongan
laden	0.392	0.478	0.554	sarat
lading	0.388	0.463	0.409	muatan
ladle	0.531	0.368	0.352	sendok
lady	0.854	0.481	0.602	nona
lady bug	0.490	0.434	0.381	bug nona
ladybug	0.602	0.400	0.224	kumbang
ladylike	0.592	0.559	0.538	kawas awéwé
ladyship	0.561	0.480	0.822	awéwé
lag	0.220	0.375	0.246	katinggaleun
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	katinggaleun
lagoon	0.660	0.231	0.373	laguna
lair	0.469	0.438	0.392	sarang
laity	0.510	0.320	0.487	awam
lake	0.694	0.196	0.425	situ
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	domba
lame	0.145	0.410	0.217	pincang
lament	0.198	0.398	0.352	ngadu’a
lamenting	0.156	0.390	0.254	lamenting
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	dilaminasi
lamp	0.510	0.260	0.309	lampu
lamppost	0.420	0.337	0.455	lampu pos
lance	0.406	0.620	0.587	lanceuk
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	darat
landed	0.709	0.620	0.480	daratang
landfall	0.521	0.434	0.407	daratang
landfill	0.398	0.423	0.324	TPA
landing	0.552	0.696	0.596	badarat
landlady	0.677	0.303	0.417	awewe nu boga imah
landlocked	0.280	0.391	0.367	daratang
landlord	0.684	0.500	0.858	tuan tanah
landmark	0.694	0.355	0.681	tetengger
lands	0.594	0.280	0.492	lahan
landscape	0.719	0.176	0.423	bentang
landscaping	0.823	0.379	0.519	landscaping
landslide	0.250	0.864	0.530	urug
lane	0.449	0.490	0.451	jalur
language	0.677	0.337	0.704	basa
languid	0.281	0.270	0.283	leuleus
languish	0.235	0.408	0.382	ngalangkang
languishing	0.308	0.459	0.353	ngalangkang
lanky	0.412	0.426	0.370	langsing
lantern	0.622	0.250	0.243	lantera
lap	0.583	0.510	0.412	pangkuan
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	lekasan
lapsed	0.357	0.333	0.276	lapsed
laptop	0.724	0.270	0.519	laptop
larceny	0.272	0.821	0.454	rampog
lard	0.427	0.239	0.179	gajih babi
larder	0.656	0.290	0.509	larder
large	0.704	0.565	0.736	badag
larger	0.729	0.654	0.763	gedé
largo	0.521	0.480	0.517	badag
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	larva
laryngitis	0.125	0.500	0.370	radang tenggorokan
larynx	0.460	0.420	0.402	laring
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	sebatan
lass	0.656	0.536	0.433	budak awéwé
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	poé kamari
lasting	0.804	0.535	0.745	langgeng
lastminute	0.418	0.582	0.385	menit panungtungan
latch	0.395	0.263	0.288	kaitkeun
late	0.245	0.358	0.315	telat
lateness	0.214	0.388	0.343	telat
latent	0.469	0.500	0.653	laten
lateral	0.469	0.370	0.322	gurat-gurat
laterally	0.562	0.255	0.450	gurat-gurat
latex	0.479	0.413	0.325	latéks
lathe	0.510	0.450	0.425	mesin bubut
lather	0.635	0.327	0.313	bubur
latitude	0.562	0.306	0.490	lintang
latrine	0.380	0.353	0.176	jamban
latrines	0.214	0.462	0.267	jamban
latte	0.615	0.320	0.311	latté
lattice	0.406	0.420	0.349	kisi
laud	0.493	0.427	0.383	muji
laudable	0.740	0.472	0.682	terpuji
laudation	0.542	0.547	0.623	pujian
laudatory	0.612	0.417	0.450	pujian
laugh	0.980	0.639	0.587	seuri
laughable	0.592	0.627	0.298	seuri
laughing	0.906	0.596	0.534	seuri
laughingstock	0.427	0.779	0.312	seuri
laughs	0.812	0.846	0.425	seuri
laughter	0.959	0.654	0.588	seuri
launch	0.684	0.814	0.598	ngaluncurkeun
launcher	0.677	0.745	0.808	ngaluncurkeun
launches	0.490	0.663	0.602	ngaluncurkeun
launder	0.479	0.450	0.349	nyeuseuh
laundering	0.439	0.327	0.444	pencucian
laundry	0.644	0.292	0.377	cucian
laureate	0.724	0.402	0.702	pameget
laurel	0.646	0.146	0.302	laurel
laurels	0.684	0.279	0.545	laurels
lava	0.280	0.539	0.615	lahar
lavage	0.615	0.467	0.361	nyeuseuh
lavatory	0.510	0.400	0.259	jamban
lavender	0.812	0.198	0.388	lavender
lavish	0.792	0.648	0.730	mewah
law	0.740	0.590	0.815	hukum
lawful	0.660	0.394	0.780	sah
lawless	0.219	0.690	0.420	teu patuh hukum
lawlessness	0.156	0.804	0.509	kajahatan
lawman	0.510	0.523	0.786	ahli hukum
lawn	0.686	0.153	0.192	padang rumput hejo
lawnmower	0.480	0.531	0.355	pamotong jukut
lawsuit	0.219	0.794	0.611	gugatan
lawyer	0.521	0.569	0.784	pengacara
lax	0.430	0.401	0.300	leuleus
laxative	0.271	0.550	0.528	laxative
lay	0.521	0.336	0.491	iklas
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	lapisan
layered	0.571	0.306	0.436	dilapis
layman	0.531	0.339	0.424	jalma awam
layout	0.615	0.442	0.557	perenah
layover	0.520	0.355	0.500	singgah
laziness	0.271	0.240	0.132	katinggang
lazy	0.392	0.264	0.096	puguh
lazyday	0.337	0.319	0.145	puguh
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	kalungguhan
leaded	0.439	0.625	0.595	diterangkeun
leader	0.833	0.582	0.926	pamingpin
leadership	0.870	0.690	0.983	kapamimpinan
leading	0.823	0.698	0.954	ngarah
leads	0.530	0.471	0.615	ngarah
leaf	0.583	0.156	0.294	daun
leaflet	0.490	0.206	0.375	selebaran
leafy	0.653	0.530	0.700	daunan
league	0.656	0.340	0.462	Liga
leak	0.378	0.833	0.520	bocor
leakage	0.188	0.731	0.528	bocorna
leaky	0.170	0.686	0.288	bocor
lean	0.734	0.353	0.438	kurus
leaned	0.570	0.373	0.490	ngadepong
leaning	0.480	0.409	0.352	condong
leap	0.750	0.663	0.667	ngaluncat
learn	0.833	0.643	0.829	diajar
learned	0.704	0.462	0.543	diajar
learner	0.698	0.475	0.398	palajar
learning	0.833	0.588	0.574	diajar
lease	0.520	0.463	0.545	ngajakan
leash	0.320	0.347	0.427	tali
leather	0.510	0.324	0.341	kulit
leathery	0.418	0.471	0.411	kulitna
leave	0.375	0.315	0.295	ninggalkeun
leavemealone	0.240	0.472	0.402	kantunkeun abdi nyalira
leaving	0.163	0.542	0.371	miang
lecherous	0.135	0.704	0.376	lecherous
lecture	0.594	0.462	0.737	ceramah
lecturer	0.677	0.549	0.736	dosen
ledge	0.406	0.235	0.339	jungkrang
ledger	0.510	0.362	0.609	buku besar
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	lintah
leeches	0.115	0.698	0.295	lintah
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	lieur
lees	0.360	0.567	0.406	lees
leeway	0.562	0.577	0.569	kelonggaran
left	0.354	0.370	0.361	ditinggalkeun
leftout	0.229	0.365	0.245	ditinggalkeun
leftover	0.490	0.460	0.222	sésa-sésa
leftovers	0.219	0.350	0.116	sésa-sésa
lefty	0.490	0.406	0.379	kenca
leg	0.510	0.373	0.313	suku
legacy	0.792	0.529	0.827	warisan
legal	0.653	0.387	0.887	sah
legality	0.765	0.343	0.713	legalitas
legalize	0.510	0.460	0.818	ngalegalkeun
legalized	0.760	0.440	0.855	legalized
legally	0.771	0.482	0.842	sacara hukum
legend	0.837	0.519	0.750	legenda
legendary	0.857	0.537	0.863	legendaris
legibility	0.771	0.481	0.580	kabacaan
legible	0.673	0.279	0.509	kabaca
legion	0.469	0.570	0.852	legiun
legislate	0.571	0.582	0.736	ngadatangkeun undang-undang
legislation	0.531	0.418	0.808	panerapan
legislative	0.633	0.365	0.800	législatif
legislator	0.490	0.580	0.877	legislator
legislature	0.540	0.435	0.698	legislatif
legit	0.747	0.427	0.849	sah
legitimacy	0.823	0.420	0.855	legitimasi
legitimate	0.792	0.363	0.841	sah
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	suku
legume	0.520	0.302	0.465	legum
legwork	0.622	0.560	0.509	legwork
leisure	0.631	0.429	0.421	luang
leisurely	0.806	0.250	0.367	leisurely
lemma	0.530	0.284	0.391	lema
lemon	0.596	0.317	0.316	Lémon
lemonade	0.661	0.287	0.412	Lémon
lend	0.520	0.461	0.508	nginjeumkeun
lender	0.340	0.520	0.703	tukang ngahutang
lending	0.510	0.585	0.462	nginjeumkeun
length	0.479	0.308	0.533	panjangna
lengthen	0.619	0.481	0.566	manjangkeun
lengthened	0.448	0.530	0.474	dipanjangkeun
lengthening	0.673	0.530	0.528	manjangan
lengthwise	0.571	0.470	0.528	manjang
lengthy	0.570	0.342	0.528	panjangna
leniency	0.517	0.436	0.545	kasabaran
lenient	0.520	0.451	0.340	leuleus
lens	0.420	0.245	0.472	lénsa
leopard	0.542	0.755	0.611	macan tutul
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	lepra
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	kusta
lesion	0.240	0.623	0.361	lesi
less	0.265	0.240	0.115	Langkung sakedik
lessee	0.417	0.474	0.595	panyewa
lessen	0.235	0.284	0.255	ngurangan
lessening	0.375	0.300	0.277	ngurangan
lesser	0.396	0.167	0.211	leuwih saeutik
lesson	0.704	0.577	0.593	palajaran
lessor	0.552	0.490	0.623	lessor
let	0.427	0.373	0.307	hayu
lethal	0.156	0.800	0.745	bisa nepi ka tiwasna
lethargic	0.214	0.245	0.375	lesu
lethargy	0.194	0.302	0.316	létoy
letter	0.635	0.279	0.342	surat
lettered	0.542	0.361	0.482	hurup
letterhead	0.450	0.316	0.462	kop surat
lettering	0.541	0.180	0.431	hurup
letters	0.663	0.327	0.364	hurup
lettuce	0.594	0.163	0.291	salada
leukemia	0.094	0.572	0.351	leukemia
levee	0.520	0.324	0.490	tanggul
level	0.622	0.277	0.491	tingkat
lever	0.400	0.343	0.402	tuas
leverage	0.459	0.500	0.629	ngungkit
levitate	0.561	0.598	0.551	ngalayang
levy	0.438	0.420	0.491	pungutan
lewd	0.188	0.673	0.412	cabul
lexicon	0.561	0.463	0.615	leksikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	kawajiban
liability	0.646	0.500	0.802	tanggung jawab
liable	0.656	0.519	0.821	tanggung jawab
liaison	0.698	0.337	0.472	penghubung
liar	0.042	0.606	0.339	tukang bohong
libel	0.128	0.694	0.403	fitnah
libelous	0.125	0.735	0.436	libelous
liberal	0.565	0.565	0.755	liberal
liberalism	0.562	0.712	0.750	liberalisme
liberate	0.760	0.632	0.708	ngabebaskeun
liberated	0.780	0.630	0.683	dibébaskeun
liberating	0.915	0.620	0.745	ngabebaskeun
liberation	0.745	0.614	0.857	pembebasan
liberty	0.938	0.579	0.836	kamerdikaan
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	pustakawan
library	0.776	0.122	0.549	perpustakaan
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	kutu
license	0.500	0.394	0.702	lisénsi
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	ngaletak
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	tutup
lie	0.130	0.725	0.272	ngabohong
liege	0.479	0.426	0.452	liege
lien	0.396	0.580	0.441	lien
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	Létnan
life	0.918	0.615	0.824	hirup
lifeblood	0.673	0.690	0.708	nyawa
lifeboat	0.724	0.425	0.533	sakoci
lifeguard	0.870	0.606	0.786	Panjaga renang
lifeisgood	0.812	0.575	0.611	hirup teh alus
lifeless	0.042	0.333	0.163	teu nyawaan
lifelike	0.776	0.567	0.765	hirup-hirup
lifeline	0.735	0.552	0.496	garis hirup
lifelong	0.823	0.330	0.640	saumur hirup
lifer	0.427	0.519	0.398	tukang hirup
lifesaver	0.908	0.745	0.703	lifesaver
lifestyle	0.750	0.472	0.645	gaya hirup
lifesucks	0.167	0.637	0.377	nyawaan
lifetime	0.816	0.559	0.736	saumur hirup
lift	0.704	0.518	0.656	angkat
lifted	0.714	0.441	0.657	diangkat
liftoff	0.531	0.667	0.588	angkat
ligament	0.490	0.410	0.510	ligamén
ligation	0.344	0.423	0.396	ligasi
ligature	0.478	0.430	0.447	ligatur
light	0.771	0.320	0.519	cahayaan
light year	0.719	0.425	0.593	taun cahaya
lightbulb	0.573	0.255	0.302	bohlam
lighten	0.688	0.438	0.362	ngaringankeun
lightheaded	0.347	0.620	0.255	lieur
lighthouse	0.622	0.240	0.510	mercusuar
lighting	0.765	0.440	0.750	cahayaan
lightness	0.794	0.360	0.526	karinganan
lightning	0.429	0.683	0.595	kilat
lights	0.750	0.480	0.575	lampu
lightweight	0.670	0.300	0.358	hampang
likable	0.865	0.480	0.663	pikaresepeun
like	0.719	0.353	0.446	siga
likelihood	0.760	0.469	0.542	kamungkinan
likely	0.633	0.356	0.454	kamungkinan
likeness	0.688	0.410	0.561	sasaruaan
likewise	0.651	0.217	0.312	kitu deui
liking	0.963	0.604	0.589	resep
lilac	0.688	0.180	0.357	lilac
lily	0.640	0.245	0.263	kembang bakung
limb	0.510	0.397	0.427	anggota awak
limber	0.688	0.729	0.673	lempang
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	jeruk nipis
limelight	0.667	0.639	0.694	sorotan
limestone	0.602	0.323	0.381	batu kapur
limey	0.469	0.347	0.415	limey
limit	0.427	0.453	0.500	wates
limitation	0.190	0.431	0.225	watesan
limited	0.229	0.273	0.380	kawates
limitless	0.688	0.574	0.655	taya watesna
limo	0.760	0.367	0.667	limo
limousine	0.638	0.531	0.640	limousine
limp	0.393	0.440	0.172	leuleus
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	garis
lineage	0.633	0.465	0.721	turunan
lineal	0.521	0.170	0.474	lineal
linear	0.646	0.250	0.472	liniér
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	ngajajar
linen	0.656	0.323	0.286	linen
liner	0.469	0.396	0.400	liner
lines	0.542	0.317	0.330	garis
lineup	0.635	0.427	0.638	baris
linger	0.480	0.311	0.412	lieur
lingerie	0.543	0.463	0.308	baju jero
lingering	0.630	0.643	0.667	nyangsang
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	lingual
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	ahli basa
linguistic	0.646	0.351	0.618	linguistik
linguistics	0.552	0.390	0.618	linguistik
lining	0.571	0.363	0.472	lining
link	0.427	0.264	0.491	link
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	maung
lip	0.541	0.348	0.443	biwir
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	lipstik
liquefaction	0.449	0.622	0.535	liquefaction
liquefied	0.562	0.463	0.342	liquefied
liqueur	0.670	0.612	0.389	miras
liquid	0.562	0.235	0.307	cair
liquidate	0.327	0.654	0.664	likuidasi
liquidation	0.417	0.625	0.649	likuidasi
liquidator	0.354	0.663	0.750	likuidator
liquidity	0.688	0.529	0.534	likuiditas
liquor	0.603	0.702	0.433	inuman keras
lira	0.530	0.255	0.370	lir
lisp	0.365	0.412	0.288	cacap
list	0.528	0.260	0.402	daptar
listen	0.771	0.360	0.445	ngadangukeun
listener	0.667	0.375	0.403	pangdéngé
listenting	0.640	0.377	0.491	ngupingkeun
listing	0.438	0.273	0.432	daptar
listless	0.219	0.350	0.231	teu puguh
listneing	0.531	0.370	0.433	ngadengekeun
litany	0.510	0.365	0.482	litanya
liter	0.573	0.208	0.382	liter
literacy	0.730	0.306	0.638	melek
literal	0.570	0.353	0.574	literal
literally	0.571	0.353	0.673	sacara harfiah
literary	0.719	0.324	0.667	sastra
literature	0.708	0.250	0.598	sastra
lithe	0.656	0.596	0.602	leuleus
lithium	0.417	0.330	0.430	litium
lithograph	0.551	0.327	0.481	lithograph
lithography	0.561	0.346	0.473	litografi
lithology	0.519	0.378	0.525	litologi
lithosphere	0.473	0.333	0.689	litosfir
litigant	0.219	0.577	0.696	gugatan
litigate	0.260	0.819	0.712	ngagugat
litigation	0.388	0.760	0.602	litigation
litigator	0.429	0.630	0.732	litigator
litigious	0.360	0.736	0.632	litigious
litter	0.255	0.551	0.110	runtah
little	0.385	0.160	0.213	saeutik
littlethings	0.740	0.311	0.242	hal-hal alit
littoral	0.551	0.387	0.452	litoral
liturgy	0.490	0.327	0.568	liturgi
live	0.880	0.673	0.676	hirup
livelife	0.792	0.624	0.664	hirup hirup
livelihood	0.698	0.481	0.721	mata pencaharian
lively	0.847	0.810	0.642	meriah
liven	0.708	0.713	0.673	hirup
liver	0.439	0.290	0.385	ati
livery	0.510	0.417	0.429	livery
livestock	0.729	0.420	0.519	ingon-ingon
livid	0.469	0.788	0.490	ngambekan
living	0.865	0.608	0.727	hirup
lizard	0.378	0.375	0.324	kadal
llama	0.490	0.590	0.519	llama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	beban
loader	0.562	0.377	0.686	pamuat
loaf	0.755	0.250	0.277	roti
loafer	0.235	0.396	0.254	loafer
loam	0.469	0.373	0.673	loam
loan	0.552	0.480	0.352	injeuman
loath	0.135	0.714	0.445	heureuy
loathe	0.094	0.730	0.429	benci
loathful	0.068	0.740	0.358	hina
loathing	0.083	0.796	0.368	ngahinakeun
loathsome	0.120	0.694	0.343	pikasebeleun
lobby	0.625	0.427	0.472	lobi
lobbyist	0.385	0.527	0.565	tukang lobi
lobe	0.459	0.364	0.352	lobus
lobotomy	0.296	0.598	0.402	lobotomi
lobster	0.571	0.356	0.291	udang ageung
local	0.656	0.269	0.452	lokal
locale	0.449	0.387	0.352	lokal
locality	0.582	0.336	0.464	lokalitas
localization	0.552	0.330	0.545	lokalisasi
localize	0.520	0.481	0.679	ngalokalkeun
localized	0.490	0.460	0.621	dilokalkeun
locate	0.583	0.520	0.786	maluruh
location	0.615	0.375	0.546	lokasi
locator	0.480	0.426	0.614	locator
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	ngonci
locker	0.439	0.300	0.393	loker
locket	0.615	0.327	0.616	lokét
locksmith	0.510	0.417	0.491	juru kunci
lockup	0.240	0.602	0.617	kurungan
loco	0.306	0.774	0.226	loco
locomotion	0.470	0.600	0.595	gerak
locomotive	0.542	0.650	0.721	lokomotif
locust	0.479	0.412	0.417	simeut
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	panginepan
lodger	0.480	0.448	0.304	panginepan
lodging	0.713	0.286	0.527	panginepan
loft	0.510	0.378	0.343	loteng
lofty	0.755	0.306	0.569	luhur
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	logaritma
logarithmic	0.469	0.458	0.606	logaritmik
logic	0.646	0.245	0.819	logika
logical	0.805	0.400	0.648	logis
logistics	0.633	0.500	0.730	logistik
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logotype
loin	0.420	0.298	0.379	cangkéng
lollipop	0.628	0.483	0.357	lolipop
lone	0.198	0.204	0.367	nyaliara
loneliness	0.146	0.182	0.222	katiisan
lonely	0.250	0.226	0.238	sorangan
loner	0.347	0.152	0.221	nyaliara
lonesome	0.281	0.213	0.336	nyaliara
long	0.541	0.353	0.543	panjang
longboat	0.551	0.454	0.490	parahu panjang
longevity	0.750	0.353	0.745	umur panjang
longing	0.604	0.434	0.560	kangen
longitude	0.479	0.310	0.516	bujur
longitudinal	0.542	0.398	0.582	longitudinal
longitudinally	0.541	0.380	0.569	sacara longitudinal
longtime	0.362	0.442	0.546	waktos na lami
loo	0.385	0.357	0.283	heuh
look	0.719	0.429	0.615	neuteup
looker	0.583	0.354	0.451	pameget
lookout	0.698	0.538	0.639	awas
loom	0.531	0.245	0.325	alat tenun
looming	0.367	0.750	0.528	ngahuleng
loon	0.429	0.392	0.325	loon
loony	0.439	0.474	0.295	boloho
loop	0.516	0.343	0.317	gelung
loophole	0.406	0.755	0.491	lolongkrang
loopy	0.438	0.520	0.195	leuleuy
loose	0.573	0.312	0.365	leupas
loosen	0.487	0.337	0.218	ngaleupas
loosening	0.378	0.343	0.295	loosening
loot	0.604	0.711	0.537	jarah
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	miring
lord	0.618	0.327	0.684	gusti
lords	0.571	0.356	0.781	tuan-tuan
lordship	0.573	0.557	0.736	katuhanan
lore	0.719	0.373	0.768	pangaweruh
lorry	0.521	0.481	0.402	lori
lose	0.115	0.538	0.176	eleh
loser	0.083	0.510	0.155	éléhan
losing	0.076	0.686	0.223	kaleungitan
loss	0.062	0.567	0.211	leungitna
lost	0.199	0.663	0.148	leungit
lot	0.531	0.215	0.370	loba
lotion	0.724	0.261	0.188	lotion
lots	0.604	0.417	0.424	loba
lottery	0.771	0.731	0.491	undian
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	nyaring
loudly	0.541	0.755	0.667	nyaring
loudmouth	0.337	0.615	0.456	loudmouth
loudness	0.350	0.582	0.620	nyaring
loudspeaker	0.490	0.735	0.689	spiker
lounge	0.592	0.245	0.466	lounge
lounging	0.735	0.167	0.449	ngorong
louse	0.184	0.439	0.154	kutu
lousy	0.125	0.482	0.234	goréng
