English Word	Valence	Arousal	Dominance	Tamil Word
hilarious	0.750	0.640	0.537	பெருங்களிப்புடைய
hilarity	0.745	0.480	0.575	உல்லாசம்
hill	0.615	0.353	0.518	மலை
hillside	0.625	0.292	0.458	மலைப்பகுதி
hilltop	0.688	0.643	0.787	மலையுச்சி
hilly	0.643	0.479	0.603	மலைப்பாங்கான
hilt	0.396	0.650	0.537	உச்சிவரை
hind	0.483	0.644	0.337	பின்
hinder	0.276	0.537	0.470	தடை
hindering	0.260	0.654	0.435	தடையாக
hindrance	0.135	0.545	0.473	தடை
hindsight	0.333	0.431	0.532	பின்னோக்கி
hinge	0.458	0.292	0.417	கீல்
hint	0.602	0.330	0.517	குறிப்பு
hinterland	0.530	0.520	0.457	உள்நாடு
hip	0.448	0.415	0.345	இடுப்பு
hip hop	0.740	0.714	0.484	ஹிப் ஹாப்
hippie	0.551	0.400	0.396	ஹிப்பி
hippo	0.490	0.404	0.477	நீர்யானை
hippopotamus	0.541	0.472	0.615	நீர்யானை
hire	0.688	0.558	0.556	வாடகைக்கு
hirsute	0.385	0.483	0.373	ஹிர்சூட்
hiss	0.388	0.480	0.370	சத்தம்
hissing	0.500	0.454	0.400	சீறும்
histology	0.490	0.320	0.560	ஹிஸ்டாலஜி
historian	0.688	0.270	0.637	வரலாற்றாசிரியர்
historic	0.816	0.473	0.784	வரலாற்று
historical	0.653	0.357	0.833	வரலாற்று
historiography	0.562	0.415	0.634	வரலாற்று வரலாறு
history	0.729	0.382	0.754	வரலாறு
hit	0.235	0.931	0.679	தாக்கியது
hitch	0.512	0.480	0.554	தடை
hitchhike	0.396	0.622	0.385	ஹிட்ச்சிக்
hitchhiker	0.594	0.626	0.603	ஹிட்ச்சிகர்
hitherto	0.448	0.356	0.463	இதுவரை
hitter	0.418	0.683	0.713	அடிப்பவர்
hive	0.471	0.452	0.544	ஹைவ்
hives	0.417	0.473	0.591	படை நோய்
hoard	0.506	0.412	0.518	பதுக்கல்
hoarse	0.281	0.402	0.315	கரகரப்பான
hoary	0.469	0.298	0.424	கொந்தளிப்பான
hoax	0.146	0.696	0.303	புரளி
hob	0.633	0.363	0.415	ஹாப்
hobbit	0.479	0.489	0.472	ஹாபிட்
hobby	0.827	0.560	0.471	பொழுதுபோக்கு
hobo	0.323	0.443	0.282	ஹோபோ
hock	0.513	0.452	0.412	ஹாக்
hockey	0.565	0.786	0.548	ஹாக்கி
hoe	0.302	0.480	0.418	மண்வெட்டி
hog	0.317	0.509	0.271	பன்றி
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	ஹோ ஹோ ஹோ
hoist	0.521	0.520	0.458	ஏற்றி
hokey	0.604	0.667	0.430	ஹாக்கி
hold	0.448	0.290	0.364	பிடி
holder	0.592	0.330	0.713	வைத்திருப்பவர்
holding	0.600	0.385	0.670	வைத்திருக்கும்
holdup	0.398	0.471	0.398	பிடித்து கொள்
hole	0.531	0.310	0.330	துளை
holiday	0.948	0.431	0.593	விடுமுறை
holidays	0.939	0.521	0.512	விடுமுறை
holidayseason	0.875	0.566	0.518	விடுமுறை காலம்
holiness	0.860	0.264	0.742	பரிசுத்தம்
holistic	0.670	0.348	0.547	முழுமையான
holler	0.276	0.825	0.406	உரக்க கத்து
hollow	0.300	0.337	0.222	வெற்று
holly	0.510	0.250	0.443	ஹோலி
holocaust	0.062	0.918	0.618	படுகொலை
hologram	0.615	0.461	0.575	ஹாலோகிராம்
holographic	0.510	0.471	0.555	ஹாலோகிராபிக்
holster	0.561	0.255	0.339	அடைப்பு
holy	0.812	0.112	0.690	புனிதமானது
holyspirit	0.740	0.480	0.526	பரிசுத்த ஆவி
homage	0.833	0.560	0.737	அஞ்சலி
hombre	0.656	0.472	0.696	ஹோம்ப்ரே
hombres	0.510	0.538	0.652	ஹோம்ப்ரெஸ்
home	0.854	0.270	0.545	வீடு
homeboy	0.602	0.255	0.436	வீட்டு பையன்
homecoming	0.760	0.413	0.472	வீடு திரும்புதல்
homeland	0.663	0.439	0.868	தாயகம்
homeless	0.042	0.450	0.188	வீடற்ற
homely	0.745	0.157	0.399	இல்லறம்
homemade	0.869	0.340	0.398	வீட்டில் தயாரிக்கப்பட்டது
homeopathic	0.417	0.268	0.400	ஹோமியோபதி
homeopathy	0.469	0.284	0.439	ஹோமியோபதி
homeowner	0.635	0.397	0.962	வீட்டு உரிமையாளர்
homeroom	0.604	0.480	0.491	வீட்டு அறை
homesick	0.436	0.304	0.347	இல்லறம்
homestead	0.865	0.221	0.536	வீட்டு மனை
homesweethome	0.796	0.380	0.538	இல்லறம்
hometown	0.858	0.333	0.605	சொந்த ஊரான
homeward	0.833	0.275	0.435	வீட்டிற்கு
homework	0.396	0.412	0.459	வீட்டு பாடம்
homey	0.769	0.278	0.500	வீட்டார்
homicidal	0.020	0.912	0.573	கொலை
homicide	0.010	0.973	0.518	கொலை
homily	0.621	0.358	0.425	இறைவழிபாடு
homing	0.551	0.460	0.527	இல்லறம்
hominy	0.479	0.382	0.429	ஹோமினி
homo	0.531	0.368	0.415	ஹோமோ
homogeneity	0.715	0.365	0.582	ஒருமைப்பாடு
homogeneous	0.552	0.255	0.617	ஒரேவிதமான
homologous	0.471	0.353	0.536	ஒரே மாதிரியான
homologue	0.542	0.356	0.509	ஓரினச்சேர்க்கை
homology	0.571	0.494	0.527	ஹோமோலஜி
homophobic	0.130	0.736	0.464	ஓரினச்சேர்க்கையாளர்
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	சாணை
honest	0.927	0.254	0.750	நேர்மையான
honesty	0.938	0.411	0.728	நேர்மை
honey	0.920	0.431	0.510	தேன்
honeycomb	0.541	0.417	0.412	தேன்கூடு
honeymoon	0.979	0.678	0.526	தேனிலவு
honeysuckle	0.597	0.451	0.517	ஹனிசக்கிள்
honk	0.549	0.635	0.415	சத்தம்
honky	0.458	0.632	0.425	ஹான்கி
honor	0.896	0.587	0.857	மரியாதை
honorable	0.963	0.412	0.830	மரியாதைக்குரிய
honorarium	0.796	0.510	0.746	கௌரவ ஊதியம்
honorary	0.885	0.565	0.811	கௌரவம்
honored	0.938	0.447	0.732	கௌரவிக்கப்பட்டது
hooch	0.429	0.538	0.373	ஹூச்
hood	0.357	0.459	0.306	பேட்டை
hooded	0.306	0.745	0.439	பேட்டை
hoodlum	0.354	0.720	0.432	பேட்டை
hoof	0.427	0.341	0.365	குளம்பு
hook	0.418	0.444	0.395	கொக்கி
hooked	0.610	0.661	0.454	இணந்துவிட்டார்
hooker	0.214	0.889	0.373	ஹூக்கர்
hookup	0.625	0.529	0.683	இணைப்பு
hooky	0.468	0.500	0.452	கொக்கி
hooligan	0.295	0.712	0.455	போக்கிரி
hoop	0.635	0.204	0.315	வளைய
hoopla	0.542	0.471	0.353	ஹூப்லா
hooray	0.610	0.481	0.536	ஹூரே
hoot	0.449	0.560	0.430	கூச்சல்
hooter	0.470	0.615	0.455	கூச்சலிடுபவர்
hop	0.450	0.520	0.427	ஹாப்
hope	0.927	0.317	0.739	நம்பிக்கை
hopeful	0.947	0.357	0.627	நம்பிக்கையுடன்
hopeless	0.094	0.298	0.112	நம்பிக்கையற்ற
hopelessness	0.052	0.402	0.223	நம்பிக்கையின்மை
hopes	0.917	0.500	0.702	நம்பிக்கைகள்
hoping	0.684	0.469	0.454	நம்பிக்கையுடன்
hopper	0.396	0.491	0.442	தொப்பி
horde	0.286	0.713	0.684	கூட்டம்
horizon	0.729	0.284	0.590	அடிவானம்
horizontal	0.573	0.304	0.387	கிடைமட்ட
horizontally	0.500	0.356	0.439	கிடைமட்டமாக
hormonal	0.500	0.620	0.551	ஹார்மோன்
hormone	0.490	0.750	0.621	ஹார்மோன்
horn	0.385	0.510	0.366	கொம்பு
horned	0.316	0.610	0.375	கொம்பு
hornet	0.398	0.594	0.500	ஹார்னெட்
horny	0.490	0.908	0.560	கொம்பு
horoscope	0.500	0.360	0.490	ஜாதகம்
horrendous	0.073	0.755	0.365	பயங்கரமான
horrible	0.071	0.857	0.398	பயங்கரமான
horribly	0.050	0.631	0.454	பயங்கரமாக
horrid	0.052	0.765	0.419	பயங்கரமான
horrific	0.094	0.846	0.481	பயங்கரமான
horrified	0.040	0.885	0.368	திகிலடைந்தது
horrifying	0.010	0.760	0.352	திகிலூட்டும்
horror	0.115	0.850	0.438	திகில்
horrors	0.061	0.852	0.409	பயங்கரங்கள்
horse	0.635	0.510	0.529	குதிரை
horseback	0.688	0.588	0.566	குதிரை
horseman	0.441	0.700	0.676	குதிரைவீரன்
horsepower	0.594	0.735	0.735	குதிரைத்திறன்
horseradish	0.321	0.584	0.476	குதிரைவாலி
horseshit	0.153	0.582	0.179	குதிரைவாலி
horseshoe	0.673	0.350	0.406	குதிரைவாலி
horsey	0.602	0.454	0.462	குதிரை
horticultural	0.594	0.387	0.509	தோட்டக்கலை
horticulture	0.700	0.420	0.434	தோட்டக்கலை
hosannah	0.679	0.373	0.500	ஹோசன்னா
hose	0.469	0.288	0.263	குழாய்
hosiery	0.520	0.344	0.373	உள்ளாடை
hospice	0.337	0.443	0.535	விருந்தோம்பல்
hospitable	0.791	0.470	0.661	விருந்தோம்பல்
hospital	0.323	0.537	0.598	மருத்துவமனை
hospitality	0.865	0.333	0.725	விருந்தோம்பல்
host	0.693	0.471	0.537	தொகுப்பாளர்
hostage	0.163	0.923	0.325	பணயக்கைதி
hostel	0.479	0.500	0.398	தங்கும் விடுதி
hostess	0.792	0.604	0.688	தொகுப்பாளினி
hostile	0.188	0.877	0.474	விரோதமான
hostilities	0.276	0.810	0.444	பகைமைகள்
hostility	0.122	0.775	0.465	விரோதம்
hot	0.490	0.740	0.573	சூடான
hot sauce	0.333	0.740	0.509	சூடான சாஸ்
hotbed	0.510	0.285	0.395	சுடுகாடு
hotdog	0.720	0.438	0.373	ஹாட் டாக்
hotel	0.740	0.370	0.407	ஹோட்டல்
hothead	0.240	0.849	0.518	சூடான தலை
hotline	0.592	0.565	0.663	ஹாட்லைன்
hotshot	0.500	0.727	0.615	ஹாட்ஷாட்
hotyoga	0.683	0.609	0.446	சூடான யோகா
hound	0.417	0.528	0.582	வேட்டை நாய்
hour	0.552	0.265	0.336	மணி
hourglass	0.542	0.284	0.492	மணிநேர கண்ணாடி
hourly	0.469	0.418	0.491	மணிநேரம்
house	0.587	0.135	0.533	வீடு
houseboat	0.604	0.389	0.429	படகு படகு
houseboy	0.479	0.415	0.393	வீட்டு பையன்
housebroken	0.518	0.461	0.389	வீடு உடைக்கப்பட்டது
houseguest	0.530	0.500	0.481	வீட்டு விருந்தினர்
household	0.781	0.230	0.667	வீட்டு
householder	0.816	0.541	0.833	வீட்டுக்காரர்
housekeeper	0.694	0.279	0.520	வீட்டு வேலை செய்பவர்
housekeeping	0.604	0.500	0.445	வீட்டு பராமரிப்பு
housewarming	0.857	0.710	0.727	இல்லறம்
housewife	0.656	0.361	0.449	இல்லத்தரசி
housework	0.484	0.413	0.342	வீட்டு வேலை
housing	0.776	0.304	0.591	வீட்டுவசதி
hovel	0.333	0.296	0.322	மிதவை
hover	0.510	0.431	0.404	மிதவை
hovercraft	0.541	0.654	0.588	மிதவை கப்பல்
howl	0.357	0.646	0.407	அலறல்
howsoever	0.459	0.309	0.345	எப்படி இருந்தாலும்
hoy	0.583	0.298	0.471	ஹோய்
hub	0.479	0.399	0.433	மையம்
hubby	0.548	0.435	0.430	கணவன்
huckleberry	0.600	0.279	0.296	ஹக்கிள்பெர்ரி
huddle	0.604	0.509	0.445	சலசலப்பு
hue	0.507	0.416	0.417	சாயல்
huff	0.388	0.491	0.315	ஒலி
huffy	0.420	0.616	0.375	ஹஃபி
hug	0.908	0.427	0.548	கட்டிப்பிடி
huge	0.573	0.625	0.783	மிகப்பெரிய
hugger	0.520	0.480	0.412	கட்டிப்பிடி
huggy	0.854	0.429	0.451	கட்டிப்பிடித்த
hugs	0.980	0.422	0.600	அணைத்துக்கொள்கிறார்
hulk	0.460	0.740	0.750	ஹல்க்
hull	0.542	0.265	0.353	மேலோடு
hum	0.490	0.296	0.276	ஹம்
human	0.767	0.314	0.605	மனிதன்
humane	0.800	0.370	0.580	மனிதாபிமானமுள்ள
humanitarian	0.786	0.317	0.709	மனிதாபிமானம்
humanities	0.729	0.325	0.677	மனிதநேயம்
humanity	0.750	0.360	0.727	மனிதநேயம்
humankind	0.885	0.394	0.714	மனித இனம்
humanoid	0.521	0.462	0.491	மனித உருவம்
humanrights	0.792	0.559	0.730	மனித உரிமைகள்
humble	0.867	0.236	0.483	அடக்கமான
humbled	0.280	0.618	0.198	தாழ்த்தப்பட்டது
humbly	0.771	0.194	0.370	பணிவுடன்
humbug	0.219	0.622	0.456	ஹம்பக்
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	ஈரமான
humidity	0.464	0.373	0.367	ஈரப்பதம்
humiliate	0.052	0.714	0.275	அவமானப்படுத்துகின்றன
humiliated	0.104	0.712	0.216	அவமானப்படுத்தப்பட்டது
humiliating	0.062	0.716	0.279	அவமானப்படுத்துகிறது
humiliation	0.048	0.712	0.310	அவமானம்
humility	0.740	0.118	0.444	பணிவு
hummer	0.510	0.622	0.589	ஹம்மர்
hummingbird	0.750	0.370	0.273	ஹம்மிங் பறவை
humongous	0.378	0.538	0.536	மிகப்பெரிய
humor	0.890	0.633	0.462	நகைச்சுவை
humored	0.854	0.657	0.545	நகைச்சுவையாக
humorist	0.958	0.790	0.607	நகைச்சுவையாளர்
humorous	0.906	0.616	0.665	நகைச்சுவையான
hump	0.296	0.462	0.250	கூம்பு
humpback	0.235	0.346	0.247	கூம்பு முதுகு
hunch	0.561	0.630	0.567	ஊன்
hunchback	0.208	0.390	0.259	hunchback
hundred	0.604	0.370	0.406	நூறு
hundredth	0.427	0.368	0.466	நூறாவது
hunger	0.083	0.554	0.328	பசி
hungry	0.083	0.690	0.254	பசி
hunk	0.438	0.375	0.361	ஹங்க்
hunks	0.417	0.453	0.482	ஹங்க்ஸ்
hunky	0.469	0.571	0.438	ஹங்கி
hunt	0.327	0.806	0.588	வேட்டை
hunter	0.292	0.817	0.817	வேட்டைக்காரன்
hunting	0.448	0.713	0.714	வேட்டையாடுதல்
huntress	0.357	0.717	0.765	வேட்டைக்காரன்
hurdle	0.198	0.682	0.434	தடையாக
hurl	0.316	0.745	0.574	வீசுதல்
hurrah	0.802	0.740	0.500	அவசரம்
hurricane	0.177	0.958	0.787	சூறாவளி
hurricanes	0.286	0.898	0.784	சூறாவளி
hurried	0.314	0.806	0.393	விரைந்தார்
hurry	0.422	0.735	0.481	அவசரம்
hurryup	0.473	0.791	0.555	சீக்கிரம்
hurt	0.062	0.773	0.291	காயப்படுத்தியது
hurtful	0.104	0.680	0.463	புண்படுத்தும்
hurting	0.153	0.778	0.221	வலிக்கிறது
husband	0.771	0.500	0.655	கணவன்
husbandry	0.643	0.473	0.445	வளர்ப்பு
hush	0.471	0.231	0.312	அமைதி
hushed	0.292	0.194	0.272	அமைதியாக
husk	0.378	0.173	0.147	உமி
husky	0.630	0.450	0.490	உமி
hussy	0.219	0.594	0.384	ஹஸ்ஸி
hustle	0.406	0.661	0.427	சலசலப்பு
hustler	0.260	0.821	0.627	சலசலப்பவர்
hut	0.633	0.270	0.375	குடிசை
hutch	0.385	0.453	0.520	குடிசை
hyacinth	0.372	0.360	0.342	பதுமராகம்
hybrid	0.500	0.365	0.570	கலப்பு
hydra	0.406	0.598	0.534	ஹைட்ரா
hydrant	0.570	0.413	0.367	நீரேற்றம்
