English Word	Valence	Arousal	Dominance	Shona Word
moderate surprise	0.776	0.663	0.637	kushamisika kuri pakati nepakati
moderate trust	0.677	0.350	0.773	kuvimba kuri pakati nepakati
moderately	0.604	0.264	0.500	zvine mwero
moderating	0.667	0.402	0.783	moderating
moderation	0.531	0.240	0.453	moderation
moderator	0.519	0.354	0.802	moderator
modern	0.855	0.423	0.691	mazuvano
modernism	0.760	0.553	0.703	modernism
modest	0.760	0.130	0.412	mwero
modesty	0.778	0.240	0.500	kuzvininipisa
modicum	0.234	0.417	0.327	modicum
modifiable	0.541	0.422	0.373	modifiable
modification	0.480	0.520	0.625	modification
modified	0.561	0.458	0.693	modified
modify	0.458	0.584	0.625	modify
modulate	0.673	0.343	0.555	modulate
modulation	0.458	0.365	0.565	modulation
module	0.582	0.388	0.571	module
modulus	0.622	0.304	0.481	modulus
mogul	0.510	0.652	0.865	mogul
moiety	0.378	0.343	0.454	moiety
moist	0.470	0.316	0.386	nyoro
moisture	0.406	0.398	0.327	mwando
moisturizer	0.750	0.280	0.386	moisturizer
molar	0.544	0.426	0.350	molar
molasses	0.490	0.269	0.286	molasses
mold	0.330	0.274	0.402	mold
molded	0.667	0.361	0.373	molded
molding	0.552	0.308	0.546	kuumba
moldy	0.235	0.387	0.250	moldy
mole	0.436	0.377	0.352	mole
molecular	0.495	0.440	0.536	molecular
molecule	0.531	0.259	0.375	molecule
molest	0.133	0.816	0.319	most
molestation	0.102	0.808	0.407	kushungurudza
molester	0.143	0.811	0.478	mutambudzi
molten	0.417	0.490	0.339	yakanyungudutswa
mom	0.927	0.336	0.639	amai
moment	0.604	0.435	0.509	nguva
momentary	0.562	0.271	0.330	zvechinguvana
momentous	0.792	0.587	0.760	inokosha
momentum	0.663	0.750	0.688	momentum
momma	0.833	0.412	0.527	mhamha
mommy	0.854	0.353	0.422	mhamha
monad	0.510	0.482	0.451	monad
monarch	0.583	0.559	0.870	monarch
monarchy	0.450	0.557	0.870	humambo
monastery	0.694	0.183	0.726	monastery
monastic	0.438	0.314	0.676	monastic
monetary	0.583	0.494	0.716	monetary
money	0.844	0.608	0.827	mari
mongoloid	0.177	0.364	0.317	Mongoloid
mongoose	0.327	0.380	0.546	mongoose
mongrel	0.425	0.438	0.395	mongrel
monitor	0.490	0.298	0.538	monitor
monk	0.472	0.208	0.439	monk
monkey	0.548	0.449	0.283	monkey
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	monochrome
monogamous	0.510	0.335	0.402	murume mumwe chete
monogamy	0.542	0.380	0.455	murume mumwe chete
monogram	0.480	0.210	0.425	monogram
monogrammed	0.503	0.270	0.402	monogrammed
monograph	0.500	0.242	0.481	monograph
monolayer	0.427	0.294	0.433	monolayer
monolith	0.429	0.327	0.500	monolith
monologue	0.500	0.284	0.534	monologue
monopolist	0.330	0.590	0.725	monopolist
monopoly	0.449	0.509	0.640	monopoly
monotonous	0.354	0.221	0.400	monotonous
monotony	0.398	0.135	0.353	monotony
monoxide	0.433	0.430	0.490	monoxide
monsieur	0.552	0.340	0.623	monsieur
monsoon	0.358	0.600	0.481	monsoon
monster	0.133	0.935	0.596	monster
monstrosity	0.094	0.933	0.611	monstrosity
monstrous	0.094	0.942	0.649	monstrous
montage	0.438	0.520	0.388	montage
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	mwedzi
monthly	0.622	0.314	0.364	pamwedzi
monument	0.833	0.404	0.811	monument
monumental	0.656	0.594	0.955	monumental
moo	0.438	0.355	0.300	moo
mooch	0.378	0.413	0.309	mooch
mood	0.720	0.500	0.500	mood
moods	0.578	0.633	0.491	moods
moody	0.245	0.811	0.595	moody
moon	0.673	0.233	0.547	mwedzi
moonbeam	0.700	0.290	0.491	moonbeam
moonlight	0.865	0.264	0.409	mwedzi chiedza
moonlit	0.873	0.269	0.508	moonlit
moonshine	0.633	0.389	0.491	moonshine
moonstruck	0.583	0.438	0.407	moonstruck
moonwalk	0.615	0.586	0.525	moonwalk
moor	0.311	0.464	0.378	moor
moored	0.344	0.500	0.417	moored
mooring	0.323	0.490	0.444	mooring
moorings	0.406	0.500	0.516	moorings
moorland	0.490	0.370	0.456	moorland
moose	0.648	0.373	0.318	moose
moot	0.344	0.500	0.615	moot
mooted	0.388	0.580	0.463	mooted
mop	0.396	0.442	0.296	mop
mope	0.406	0.309	0.345	mope
moped	0.582	0.582	0.554	moped
moral	0.700	0.459	0.796	tsika
morale	0.729	0.158	0.792	tsika
morality	0.750	0.408	0.759	tsika
morals	0.646	0.430	0.611	tsika
morass	0.387	0.348	0.375	morass
moratorium	0.337	0.427	0.373	moratorium
moray	0.510	0.402	0.463	moray
morbid	0.090	0.833	0.395	morbid
morbidity	0.370	0.630	0.443	chirwere
morbidness	0.120	0.694	0.339	morbidness
mores	0.582	0.317	0.684	mores
morgue	0.022	0.539	0.241	morgue
moribund	0.083	0.488	0.167	moribund
morn	0.542	0.284	0.345	mangwanani
morning	0.688	0.235	0.444	mangwanani
moron	0.133	0.587	0.183	moron
moronic	0.122	0.500	0.224	moronic
morose	0.240	0.663	0.264	morose
morph	0.448	0.469	0.451	morph
morphine	0.229	0.490	0.496	morphine
morphism	0.398	0.549	0.386	morphism
morphology	0.516	0.373	0.639	morphology
morrow	0.708	0.314	0.490	mangwana
morsel	0.490	0.296	0.400	morsel
mortal	0.196	0.786	0.510	anofa
mortality	0.229	0.726	0.518	kufa
mortar	0.333	0.627	0.562	dhaka
mortgage	0.255	0.408	0.537	mortgage
mortgagee	0.418	0.633	0.723	mortgagee
mortgagor	0.431	0.522	0.490	mortgagor
mortician	0.104	0.429	0.275	mortician
mortification	0.135	0.644	0.404	mortification
mortified	0.073	0.731	0.270	mortified
mortuary	0.133	0.606	0.427	motuary
mosaic	0.635	0.250	0.302	mosaic
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	mosquito
moss	0.235	0.270	0.245	moss
mossy	0.375	0.329	0.286	mossy
mote	0.375	0.388	0.260	mote
motel	0.531	0.372	0.450	motel
moth	0.323	0.350	0.196	moth
mother	0.931	0.408	0.725	amai
motherfucker	0.122	0.827	0.351	mhamha
motherfucking	0.071	0.823	0.373	kuhura
motherhood	0.844	0.546	0.667	humai
motherland	0.677	0.375	0.731	motherland
motherless	0.163	0.541	0.337	vasina mai
motherly	0.927	0.324	0.710	samai
motif	0.688	0.481	0.527	motif
motion	0.667	0.538	0.657	kufamba
motionless	0.323	0.210	0.246	isina kufamba
motivate	0.812	0.776	0.873	kurudzira
motivating	0.958	0.820	0.787	kukurudzira
motivation	0.854	0.784	0.802	kukurudzira
motivational	0.906	0.646	0.858	motivational
motive	0.667	0.588	0.663	vavariro
motley	0.480	0.398	0.412	motley
motor	0.531	0.551	0.648	mota
motorbike	0.552	0.608	0.616	mudhudhudhu
motorboat	0.677	0.500	0.390	motaboat
motorcade	0.708	0.730	0.593	motorcade
motorcar	0.694	0.565	0.682	motorcar
motorcycle	0.677	0.764	0.713	mudhudhudhu
motorist	0.562	0.663	0.578	mutyairi
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	mottled
motto	0.688	0.317	0.439	motto
mould	0.357	0.176	0.246	mold
mound	0.520	0.481	0.509	murwi
mount	0.500	0.292	0.348	mount
mountain	0.698	0.408	0.649	gomo
mountaineer	0.635	0.774	0.535	murwi wemakomo
mountainous	0.635	0.519	0.612	makomo
mountains	0.766	0.433	0.569	makomo
mountaintop	0.653	0.541	0.713	mountaintop
mourn	0.056	0.583	0.150	kuchema
mournful	0.180	0.441	0.188	kuchema
mourning	0.177	0.490	0.266	kuchema
mouse	0.427	0.441	0.206	mouse
mousetrap	0.180	0.643	0.330	mousetrap
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	ndebvu
mousy	0.480	0.413	0.339	mousy
mouth	0.734	0.294	0.336	muromo
mouthful	0.609	0.565	0.389	muromo
mouthpiece	0.573	0.346	0.393	muromo
mouthwash	0.438	0.385	0.352	kugeza mukanwa
movable	0.469	0.509	0.500	zvinofambiswa
move	0.656	0.647	0.670	kufamba
movement	0.656	0.654	0.658	kufamba
mover	0.615	0.539	0.466	mover
movie	0.792	0.560	0.471	bhaisikopo
movies	0.724	0.426	0.472	mafirimu
moving	0.479	0.673	0.358	kufamba
movingforward	0.857	0.518	0.848	tichienda mberi
movingon	0.490	0.529	0.435	moveon
mow	0.420	0.559	0.393	mow
mower	0.458	0.510	0.368	mower
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	muchneeded
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	muck
mucked	0.184	0.500	0.373	mucked
mucous	0.330	0.296	0.293	mucous
mucus	0.143	0.309	0.228	mucus
mud	0.333	0.260	0.185	madhaka
muddle	0.184	0.710	0.336	muddle
muddled	0.250	0.615	0.263	muddled
muddy	0.292	0.400	0.283	madhaka
muff	0.542	0.335	0.314	muff
muffin	0.684	0.430	0.306	muffin
muffled	0.479	0.330	0.421	muffled
muffler	0.357	0.407	0.454	muffler
mug	0.542	0.214	0.382	mug
mugger	0.125	0.850	0.500	mugger
mulberry	0.469	0.315	0.361	mulberry
mulch	0.349	0.361	0.383	mulch
mule	0.320	0.337	0.254	nyurusi
mull	0.663	0.340	0.594	mull
mullet	0.521	0.356	0.377	mullet
multilateral	0.500	0.469	0.705	multilateral
multimedia	0.611	0.390	0.607	multimedia
multinational	0.656	0.510	0.842	multinational
multiple	0.660	0.510	0.578	akawanda
multiple sclerosis	0.188	0.587	0.483	multiple sclerosis
multiplex	0.610	0.590	0.667	multiplex
multiplication	0.646	0.565	0.762	kuwanda
multiplicity	0.677	0.490	0.777	kuwanda
multiplied	0.802	0.559	0.729	kuwanda
multiplier	0.643	0.615	0.741	multiplier
multiply	0.802	0.625	0.777	wedzera
multitude	0.562	0.765	0.847	chaunga
mum	0.802	0.317	0.698	mhamha
mumble	0.292	0.444	0.245	mumble
mumbo	0.429	0.506	0.336	mumbo
mummy	0.400	0.588	0.415	mummy
mumps	0.099	0.410	0.311	mumps
munch	0.541	0.277	0.434	munch
munchies	0.562	0.470	0.491	munchies
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	mundane
municipal	0.625	0.390	0.758	kanzuru
municipality	0.569	0.280	0.614	kanzuru
mural	0.551	0.265	0.454	Mural
murder	0.061	0.942	0.615	kuuraya
murderer	0.010	0.960	0.650	mhondi
murderess	0.041	0.941	0.462	mhondi
murderous	0.017	0.940	0.682	mhondi
murky	0.143	0.618	0.370	murky
murmur	0.458	0.520	0.200	gunun'una
muscle	0.359	0.490	0.645	tsandanyama
muscular	0.531	0.434	0.577	tsandanyama
muse	0.760	0.360	0.509	muse
muses	0.714	0.434	0.571	muses
museum	0.792	0.206	0.481	museum
mush	0.500	0.311	0.125	mush
mushroom	0.490	0.274	0.269	howa
mushy	0.520	0.200	0.182	mushy
music	0.833	0.563	0.605	music
musical	0.908	0.630	0.530	musical
musician	0.816	0.509	0.618	muimbi
musing	0.740	0.151	0.465	musing
musk	0.469	0.454	0.453	musk
musket	0.260	0.654	0.510	musket
musketeer	0.694	0.569	0.705	musketeer
muskrat	0.439	0.510	0.368	muskrat
muslin	0.439	0.304	0.352	muslin
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	anofanira
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	mustard
muster	0.635	0.460	0.548	muster
musty	0.354	0.367	0.267	musty
mutable	0.426	0.531	0.491	mutable
mutant	0.337	0.676	0.573	mutant
mutate	0.281	0.548	0.463	mutate
mutation	0.365	0.625	0.611	mutation
mute	0.271	0.200	0.250	mute
muted	0.260	0.167	0.162	muted
mutilate	0.125	0.900	0.465	mutilate
mutilated	0.041	0.841	0.356	mutilated
mutilation	0.122	0.782	0.456	kuchekeresa
mutiny	0.323	0.890	0.549	mutiny
mutt	0.418	0.408	0.387	mutt
mutter	0.406	0.427	0.228	gunun'una
mutton	0.427	0.283	0.393	mutton
mutual	0.729	0.321	0.464	mutual
mutually	0.844	0.490	0.582	mutually
muzzle	0.388	0.430	0.232	muromo
myfavorite	0.812	0.587	0.615	myfavorite
myopia	0.245	0.387	0.226	myopia
myopic	0.344	0.396	0.218	myopic
myriad	0.480	0.429	0.550	makumi ezviuru
mysterious	0.448	0.699	0.455	zvisinganzwisisike
mystery	0.417	0.667	0.519	chakavanzika
mystic	0.643	0.520	0.535	mystic
mystical	0.594	0.443	0.689	mystical
mysticism	0.594	0.598	0.423	zvakavanzika
mystified	0.344	0.600	0.509	mystified
mystique	0.668	0.633	0.667	mystique
myth	0.458	0.432	0.338	ngano
mythic	0.635	0.528	0.645	mythic
mythical	0.625	0.556	0.583	ngano
mythological	0.760	0.573	0.658	mythological
mythology	0.684	0.439	0.688	mythology
nab	0.469	0.544	0.407	nab
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	nag
nail	0.469	0.397	0.282	chipikiri
nail gun	0.378	0.806	0.574	chipikiri pfuti
naive	0.406	0.260	0.375	naive
naked	0.323	0.885	0.288	vasina kupfeka
nakedness	0.480	0.760	0.350	kushama
namaste	0.719	0.255	0.464	namaste
name	0.573	0.300	0.415	zita
named	0.562	0.396	0.565	zita
nameless	0.344	0.280	0.164	asina zita
namesake	0.418	0.327	0.404	namesake
naming	0.667	0.410	0.559	kutumidza mazita
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	nanny
nanometer	0.375	0.356	0.446	nanometer
nap	0.660	0.098	0.342	kurara
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nape
napkin	0.469	0.142	0.209	napkin
napping	0.765	0.046	0.306	kurara
nappy	0.529	0.333	0.207	nappy
narcissism	0.214	0.639	0.540	narcissism
narcissist	0.173	0.614	0.629	narcissist
narcissistic	0.323	0.708	0.655	narcissistic
narcotic	0.102	0.858	0.450	zvinodhaka
narrate	0.541	0.480	0.473	rondedzera
narration	0.622	0.408	0.551	kurondedzera
narrative	0.580	0.303	0.443	nhoroondo
narrator	0.673	0.430	0.623	narrator
narrow	0.260	0.368	0.356	nhete
narrowing	0.354	0.593	0.357	narrowing
nasal	0.479	0.340	0.330	nasal
nascent	0.684	0.373	0.585	nascent
nasty	0.115	0.620	0.264	nasty
natal	0.755	0.462	0.481	natal
nation	0.594	0.443	0.821	rudzi
national	0.698	0.365	0.663	national
nationality	0.642	0.400	0.772	rudzi
nationwide	0.684	0.217	0.672	munyika yose
native	0.635	0.422	0.710	native
nativity	0.750	0.337	0.673	kuzvarwa
natural	0.854	0.118	0.481	natural
natural gas	0.635	0.324	0.396	gasi rechisikigo
naturalist	0.844	0.255	0.562	naturalist
naturalization	0.781	0.279	0.652	naturalization
naturalized	0.760	0.333	0.600	naturalized
naturally	0.854	0.276	0.549	zvakasikwa
nature	0.857	0.184	0.643	nature
naught	0.344	0.176	0.161	hapana
naughty	0.451	0.857	0.371	naughty
nausea	0.104	0.781	0.273	kuda kurutsa
nauseate	0.062	0.660	0.176	kusvotwa
nauseating	0.021	0.640	0.250	kusvotwa
nauseous	0.135	0.780	0.284	kusvotwa
nautical	0.646	0.250	0.579	nautical
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	naval
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	guvhu
navigable	0.749	0.406	0.645	inofambika
navigate	0.740	0.555	0.675	navigate
navigation	0.841	0.470	0.720	navigation
navigational	0.573	0.481	0.564	navigational
navigator	0.583	0.592	0.623	navigator
navy	0.531	0.760	0.764	navy
nay	0.344	0.290	0.325	kwete
nearsighted	0.271	0.373	0.265	kuona pedyo
neat	0.878	0.235	0.491	neat
neatly	0.802	0.412	0.588	neatly
nebula	0.510	0.418	0.438	nebula
nebulae	0.490	0.330	0.472	nebulae
nebulous	0.469	0.347	0.417	nebulous
necessarily	0.667	0.423	0.598	hazvo
necessary	0.750	0.433	0.679	zvakakodzera
necessitate	0.578	0.604	0.516	fanira
necessities	0.520	0.630	0.463	zvinodiwa
necessity	0.567	0.471	0.588	zvinodiwa
neck	0.541	0.245	0.345	mutsipa
necklace	0.760	0.294	0.373	necklace
necktie	0.583	0.229	0.314	necktie
necromancer	0.333	0.625	0.536	necromancer
necrosis	0.115	0.622	0.385	necrosis
nectar	0.746	0.331	0.398	nekita
need	0.510	0.574	0.200	need
needalife	0.490	0.443	0.394	needalife
needed	0.677	0.342	0.679	zvinodiwa
needful	0.582	0.460	0.614	zvinodiwa
needit	0.250	0.472	0.356	needit
needle	0.250	0.472	0.360	tsono
needlepoint	0.653	0.500	0.556	needlepoint
needles	0.250	0.602	0.348	tsono
needless	0.327	0.385	0.200	zvisina basa
needtoknow	0.427	0.606	0.474	needtoknow
needtorelax	0.673	0.438	0.274	needtorelax
needy	0.360	0.451	0.245	vanoshaya
nefarious	0.184	0.720	0.528	nefarious
negation	0.255	0.461	0.297	negation
negative	0.102	0.527	0.176	negative
negativity	0.060	0.520	0.273	negativity
neglect	0.045	0.550	0.163	kuregeredza
neglected	0.271	0.385	0.160	kuregeredzwa
neglecting	0.177	0.441	0.230	kuregeredza
negligee	0.385	0.520	0.336	negligee
negligence	0.092	0.570	0.251	kuregeredza
negligent	0.167	0.583	0.259	negligent
negligently	0.056	0.583	0.266	nekushaya hanya
negligible	0.177	0.292	0.232	negligible
negotiable	0.688	0.585	0.731	negotiable
negotiate	0.612	0.708	0.769	negotiate
negotiation	0.490	0.615	0.728	nhaurirano
negotiator	0.635	0.471	0.817	negotiator
negro	0.354	0.368	0.461	negro
neigh	0.378	0.642	0.373	neigh
neighbor	0.657	0.448	0.434	muvakidzani
neighborhood	0.385	0.469	0.373	nharaunda
neighboring	0.656	0.306	0.481	muvakidzani
nemesis	0.271	0.688	0.647	nemesis
neon	0.594	0.480	0.380	neon
neonatal	0.542	0.529	0.357	neonatal
neophyte	0.286	0.363	0.411	neophyte
neoprene	0.316	0.451	0.443	neoprene
nephew	0.719	0.337	0.412	muzukuru
nepotism	0.349	0.584	0.517	nepotism
nerd	0.408	0.481	0.315	nerd
nerdy	0.296	0.255	0.292	nerdy
nerve	0.129	0.698	0.307	nerve
nerves	0.333	0.783	0.264	nerves
nervous	0.235	0.820	0.213	kutya
nervousness	0.163	0.915	0.241	kutya
nervouswreck	0.112	0.867	0.179	nervouswreck
nervy	0.250	0.830	0.241	nervy
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	nest
nestle	0.625	0.308	0.379	nestle
nestling	0.604	0.427	0.286	nestling
net	0.441	0.288	0.417	net
nether	0.240	0.265	0.259	nether
netting	0.368	0.509	0.585	netting
nettle	0.406	0.324	0.490	nettle
network	0.531	0.337	0.466	network
networking	0.625	0.482	0.545	networking
neural	0.582	0.426	0.391	neural
neuralgia	0.092	0.706	0.439	neuralgia
neurological	0.500	0.540	0.558	neurological
neurologist	0.608	0.500	0.736	chiremba wetsinga
neurology	0.459	0.537	0.580	neurology
neurosis	0.122	0.766	0.418	neurosis
neurosurgeon	0.590	0.673	0.755	neurosurgeon
neurosurgery	0.490	0.632	0.730	neurosurgery
neurotic	0.198	0.801	0.387	neurotic
neuter	0.621	0.163	0.302	neuter
neutral	0.469	0.184	0.357	kwaakarerekera
neutrality	0.469	0.205	0.434	kusatora rutivi
neutralize	0.519	0.363	0.719	neutralize
neutron	0.469	0.440	0.679	neutron
new	0.917	0.490	0.582	itsva
new age	0.694	0.556	0.727	zera idzva
newbeginnings	0.802	0.613	0.524	newbeginnings
newborn	0.918	0.580	0.372	achangozvarwa
newcomer	0.622	0.380	0.396	mutsva
newday	0.847	0.388	0.618	newday
newfound	0.745	0.741	0.520	newfound
newjob	0.755	0.643	0.729	newjob
newlife	0.898	0.646	0.701	hupenyu hutsva
newly	0.688	0.422	0.552	patsva
newlywed	0.847	0.706	0.570	achangoroora
newme	0.643	0.550	0.527	newme
newness	0.740	0.522	0.588	hutsva
news	0.633	0.580	0.610	nhau
newscast	0.531	0.509	0.714	newscast
newscaster	0.646	0.510	0.764	mushambadzi wenhau
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	tsamba yenhau
newsman	0.604	0.480	0.696	newsman
newspaper	0.602	0.283	0.444	newspaper
newspaperman	0.561	0.458	0.750	newspaperman
newsreel	0.625	0.571	0.577	newsreel
newsroom	0.531	0.392	0.658	nhau
newsstand	0.615	0.222	0.336	newsstand
newstart	0.802	0.510	0.667	newstart
newt	0.458	0.380	0.541	newt
newyear	0.938	0.784	0.520	goredzva
nexus	0.496	0.368	0.412	nexus
nib	0.510	0.282	0.406	nib
nibble	0.551	0.551	0.411	nibble
nice	0.930	0.442	0.650	zvakanaka
niche	0.459	0.413	0.318	niche
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	nick
nickel	0.510	0.347	0.406	nickel
nickname	0.490	0.470	0.263	zita remadunhurirwa
nicotine	0.235	0.608	0.447	chikakananda
niece	0.771	0.320	0.400	muzukuru
nifty	0.740	0.745	0.815	nifty
nigh	0.653	0.216	0.336	pedyo
night	0.598	0.396	0.404	husiku
nightcap	0.750	0.196	0.268	nightcap
nightclub	0.802	0.894	0.528	kirabhu usiku
nightfall	0.490	0.436	0.426	manheru
nightgown	0.643	0.408	0.250	nguo yekurarisa
nightie	0.630	0.388	0.274	nightie
nightingale	0.740	0.340	0.496	nightingale
nightlife	0.542	0.783	0.510	husiku hupenyu
nightly	0.673	0.410	0.474	husiku
nightmare	0.005	0.810	0.436	hope dzakaipa
nightmares	0.082	0.942	0.448	hope dzinotyisa
nightstand	0.490	0.130	0.327	nightstand
nightstick	0.500	0.461	0.348	nightstick
nighttime	0.735	0.385	0.439	husiku
nihilism	0.367	0.510	0.364	nihilism
nil	0.286	0.143	0.157	nil
nimble	0.833	0.729	0.769	nimble
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	pfumbamwe
nineteen	0.673	0.304	0.375	gumi nepfumbamwe
ninety	0.479	0.349	0.436	makumi mapfumbamwe
ninja	0.542	0.844	0.682	ninja
ninny	0.344	0.343	0.309	ninny
nintendo	0.802	0.571	0.464	Nintendo
ninth	0.490	0.212	0.396	chepfumbamwe
nip	0.281	0.700	0.264	nip
nipper	0.386	0.422	0.317	nipper
nipple	0.480	0.786	0.415	zamu
nippy	0.540	0.500	0.416	nippy
nitrate	0.388	0.406	0.500	nitrate
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	nitrogen
nitrous	0.435	0.561	0.411	nitrous
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	hapana tarisiro
no disgust	0.510	0.324	0.448	hapana kusemesa
no emotion	0.170	0.109	0.225	hapana manzwiro
no sentiment	0.092	0.382	0.278	hapana manzwiro
no surprise	0.171	0.224	0.412	hazvishamisi
no trust	0.055	0.445	0.257	hapana kuvimbana
nobility	0.844	0.347	0.736	nobility
noble	0.906	0.345	0.610	noble
nobleman	0.675	0.286	0.709	nobleman
nobodycares	0.365	0.410	0.354	hapana anebasa nazvo
nocomplaints	0.677	0.164	0.491	nocomplaints
nocturnal	0.540	0.500	0.462	nocturnal
nod	0.590	0.367	0.427	nod
nodding	0.694	0.294	0.426	nemusoro
node	0.396	0.343	0.361	node
nodular	0.438	0.351	0.411	nodular
nodule	0.312	0.426	0.349	nodule
noggin	0.510	0.433	0.382	noggin
nohope	0.200	0.441	0.385	hapana tariro
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	noise
noisy	0.271	0.812	0.561	ruzha
nomad	0.375	0.413	0.433	nomad
nomadic	0.427	0.519	0.422	nomadic
nomenclature	0.500	0.222	0.575	nomenclature
nominal	0.594	0.250	0.463	nominal
nominate	0.615	0.471	0.669	nominate
nomination	0.663	0.637	0.696	nomination
nominee	0.662	0.625	0.765	nominee
nonce	0.422	0.370	0.377	nonce
nonchalant	0.312	0.314	0.366	nonchalant
noncompliance	0.112	0.598	0.259	kusateerera
nondescript	0.490	0.434	0.348	nondescript
nonexistent	0.208	0.429	0.149	isipo
nonfat	0.604	0.260	0.340	nonfat
nonfiction	0.426	0.315	0.431	nonfiction
nonpayment	0.229	0.510	0.298	kusabhadhara
nonresident	0.250	0.340	0.302	nonresident
nonsense	0.214	0.531	0.155	zvisina maturo
nonsensical	0.173	0.268	0.193	zvisina musoro
nonviolent	0.640	0.287	0.346	vasina chisimba
noob	0.417	0.430	0.267	noob
noodle	0.633	0.216	0.225	noodle
nook	0.480	0.321	0.296	nook
noon	0.531	0.343	0.518	masikati
noose	0.356	0.300	0.330	noose
nopoint	0.276	0.324	0.314	nopoint
noregrets	0.469	0.476	0.426	hapana chekudemba
norm	0.500	0.245	0.527	normal
normal	0.740	0.127	0.380	normal
normalcy	0.805	0.151	0.620	normalcy
normality	0.781	0.089	0.444	normality
north	0.531	0.255	0.450	mawodzanyemba
northbound	0.604	0.454	0.491	northbound
northeast	0.562	0.260	0.375	kuchamhembe kwakadziva kumabvazuva
