English Word	Valence	Arousal	Dominance	Danish Word
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	bagværk
pasture	0.688	0.145	0.170	græsgange
pasty	0.479	0.363	0.375	dejagtig
pat	0.418	0.377	0.340	klappe
patch	0.439	0.288	0.283	lappe
patchwork	0.500	0.260	0.325	patchwork
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	patent
patented	0.571	0.422	0.685	patenteret
paternal	0.776	0.353	0.755	faderlig
paternity	0.704	0.590	0.806	faderskab
path	0.590	0.245	0.421	sti
pathetic	0.088	0.464	0.139	patetisk
pathological	0.220	0.602	0.580	patologisk
pathologist	0.354	0.552	0.585	patolog
pathology	0.271	0.560	0.558	patologi
pathos	0.350	0.449	0.462	patos
pathway	0.646	0.410	0.519	vej
patience	0.771	0.125	0.387	tålmodighed
patient	0.583	0.193	0.340	patient
patio	0.562	0.245	0.402	gårdhave
patriarch	0.592	0.448	0.898	patriark
patriarchal	0.531	0.500	0.857	patriarkalsk
patrimony	0.719	0.406	0.740	arv
patriot	0.771	0.635	0.886	patriot
patriotic	0.875	0.509	0.933	patriotisk
patriotism	0.708	0.635	0.848	patriotisme
patrol	0.427	0.664	0.736	patrulje
patrolman	0.469	0.731	0.884	patruljemand
patron	0.583	0.451	0.870	protektor
patronage	0.583	0.490	0.583	protektion
patronising	0.439	0.455	0.582	nedladende
patronize	0.430	0.451	0.591	patronisere
patronizing	0.542	0.365	0.529	nedladende
patter	0.312	0.635	0.451	klappe
pattern	0.479	0.422	0.664	mønster
paucity	0.153	0.453	0.175	knaphed
pauper	0.260	0.347	0.151	fattiglem
pause	0.429	0.188	0.264	pause
pave	0.594	0.490	0.509	bane
pavement	0.460	0.353	0.475	fortov
pavilion	0.583	0.500	0.770	pavillon
paving	0.408	0.469	0.545	brolægning
paw	0.417	0.360	0.286	pote
pawn	0.390	0.321	0.187	Bonde
pawnshop	0.396	0.439	0.519	pantelånerbutik
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	betale
payable	0.385	0.480	0.606	betales
payback	0.459	0.500	0.567	hævn
paycheck	0.896	0.630	0.652	lønseddel
payday	0.833	0.741	0.571	lønningsdag
payer	0.313	0.630	0.638	betaler
payload	0.612	0.510	0.682	nyttelast
payment	0.629	0.452	0.643	betaling
payoff	0.740	0.644	0.673	udbetaling
payout	0.646	0.600	0.575	udbetaling
payphone	0.469	0.360	0.370	telefonboks
payroll	0.521	0.360	0.549	lønningsliste
pea	0.580	0.275	0.298	ært
peace	0.939	0.156	0.613	fred
peaceable	0.776	0.134	0.453	fredelig
peaceful	0.867	0.108	0.569	fredelig
peacefully	0.901	0.190	0.639	fredeligt
peacekeeper	0.865	0.320	0.644	fredsbevarende
peaceofmind	0.786	0.160	0.519	sindsro
peacetime	0.949	0.180	0.579	fredstid
peach	0.704	0.480	0.272	fersken
peachy	0.755	0.479	0.388	ferskenagtig
peacock	0.786	0.449	0.458	påfugl
peak	0.500	0.345	0.431	spids
peaked	0.677	0.704	0.857	toppede
peanut	0.646	0.202	0.246	jordnød
peanuts	0.542	0.294	0.324	jordnødder
pear	0.677	0.158	0.241	pære
pearl	0.905	0.425	0.642	perle
pearly	0.635	0.337	0.373	perleagtigt
peas	0.542	0.283	0.310	ærter
peasant	0.530	0.275	0.407	Bonde
peat	0.333	0.655	0.504	tørv
pebble	0.354	0.353	0.287	rullesten
pecan	0.552	0.316	0.358	pekannød
peck	0.202	0.530	0.321	hakke
pecker	0.459	0.509	0.375	pecker
peculiar	0.600	0.491	0.564	ejendommelige
peculiarities	0.511	0.460	0.528	ejendommeligheder
peculiarity	0.439	0.452	0.652	ejendommelighed
peculiarly	0.615	0.450	0.454	ejendommeligt
pecuniary	0.490	0.490	0.500	økonomisk
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedantisk
peddle	0.539	0.549	0.538	handle
peddler	0.408	0.481	0.390	kræmmer
pedestal	0.735	0.284	0.579	piedestal
pedestrian	0.438	0.360	0.448	fodgænger
pediatric	0.560	0.462	0.490	pædiatrisk
pediatrician	0.602	0.500	0.627	børnelæge
pediatrics	0.750	0.380	0.596	pædiatri
pedicure	0.695	0.269	0.296	pedicure
pedigree	0.625	0.340	0.609	stamtavle
pedometer	0.469	0.561	0.405	skridttæller
pedophile	0.051	0.724	0.430	pædofil
pee	0.449	0.529	0.391	tisse
peek	0.486	0.360	0.411	kig
peekaboo	0.592	0.607	0.412	titte bøh
peel	0.439	0.250	0.279	skræl
peep	0.573	0.317	0.269	pip
peeper	0.182	0.537	0.343	peeper
peephole	0.479	0.500	0.310	kighul
peer	0.458	0.321	0.569	jævnaldrende
peering	0.514	0.409	0.451	peering
peerless	0.688	0.450	0.462	jævnaldrende
peeved	0.156	0.750	0.467	ærgerlig
peg	0.520	0.357	0.393	pind
pegs	0.408	0.286	0.386	pløkker
peice	0.479	0.422	0.398	stykke
pelagic	0.521	0.554	0.491	pelagisk
pelican	0.573	0.391	0.380	pelikan
pellet	0.448	0.390	0.466	pellet
pelvic	0.320	0.632	0.373	bækken
pelvis	0.378	0.618	0.380	bækken
pen	0.622	0.194	0.250	pen
penal	0.208	0.565	0.610	straf
penalty	0.062	0.490	0.240	straf
penance	0.219	0.667	0.463	bod
penchant	0.688	0.480	0.609	forkærlighed
pencil	0.552	0.200	0.263	blyant
pendant	0.676	0.321	0.385	vedhæng
pendency	0.396	0.452	0.472	afhængighed
pendent	0.470	0.380	0.425	vedhængende
pending	0.396	0.441	0.473	verserende
pendulum	0.542	0.368	0.434	pendul
penetrate	0.287	0.877	0.732	trænge ind
penetrating	0.469	0.792	0.782	gennemtrængende
penetration	0.438	0.885	0.792	trænge ind
penguin	0.615	0.296	0.307	pingvin
penicillin	0.417	0.431	0.566	penicillin
penile	0.490	0.736	0.491	penis
peninsula	0.551	0.384	0.627	halvø
penis	0.354	0.810	0.556	penis
penitent	0.542	0.530	0.508	angrende
penitentiary	0.229	0.726	0.491	tugthus
penmanship	0.677	0.284	0.509	skrivekunst
pennant	0.542	0.380	0.426	vimpel
penniless	0.062	0.316	0.083	pengeløs
penny	0.615	0.302	0.324	øre
pension	0.625	0.409	0.406	pension
pensioner	0.440	0.245	0.442	pensionist
pensive	0.540	0.220	0.529	eftertænksom
pentagon	0.490	0.636	0.774	femkant
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	penthouse
penultimate	0.469	0.366	0.255	næstsidste
people	0.604	0.400	0.500	mennesker
peopled	0.594	0.450	0.679	befolket
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	peber
peppermint	0.720	0.264	0.271	pebermynte
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	peppy
peptic	0.398	0.463	0.362	peptisk
peptide	0.380	0.480	0.411	peptid
perceive	0.653	0.490	0.655	erkende
percent	0.470	0.350	0.356	procent
percentage	0.469	0.400	0.553	procent
percentile	0.479	0.410	0.390	percentil
perceptible	0.710	0.460	0.620	mærkbar
perception	0.653	0.481	0.655	opfattelse
perceptive	0.745	0.500	0.741	opfattende
perch	0.531	0.300	0.314	aborre
perchance	0.480	0.224	0.298	måske
percolation	0.397	0.417	0.415	nedsivning
percussion	0.622	0.635	0.642	percussion
perdition	0.135	0.656	0.496	fortabelse
peremptory	0.429	0.426	0.606	tvingende
perennial	0.527	0.358	0.500	flerårig
perfect	0.980	0.471	0.870	Perfekt
perfection	0.881	0.745	0.934	fuldkommenhed
perfectionist	0.667	0.704	0.905	perfektionistisk
perfecto	0.802	0.567	0.889	perfekto
perforated	0.219	0.607	0.344	perforeret
perforation	0.365	0.668	0.578	perforering
perforce	0.357	0.689	0.354	perforce
perform	0.765	0.555	0.773	udføre
performance	0.750	0.520	0.672	ydeevne
performer	0.541	0.530	0.708	performer
perfume	0.740	0.472	0.463	parfume
perfumed	0.816	0.471	0.509	parfumeret
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	fare
perilous	0.143	0.862	0.575	faretruende
perimeter	0.470	0.443	0.555	omkreds
period	0.396	0.324	0.588	periode
periodic	0.677	0.324	0.508	periodisk
periodical	0.550	0.298	0.430	tidsskrift
periodically	0.480	0.314	0.515	periodisk
periodicity	0.646	0.324	0.645	periodicitet
peripheral	0.406	0.406	0.549	perifer
periphery	0.469	0.360	0.366	periferi
periscope	0.604	0.375	0.609	periskop
perish	0.296	0.570	0.415	Forsvinde
perishable	0.270	0.464	0.354	forgængelige
perished	0.135	0.596	0.225	omkom
perishing	0.229	0.423	0.148	går til grunde
perjury	0.229	0.686	0.409	mened
perk	0.903	0.519	0.682	frynsegode
perky	0.896	0.792	0.673	munter
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	varighed
permanent	0.745	0.345	0.736	permanent
permeable	0.635	0.402	0.495	permeable
permeate	0.417	0.410	0.407	gennemtrænge
permeation	0.418	0.559	0.536	gennemtrængning
permissible	0.684	0.646	0.612	tilladelig
permission	0.612	0.311	0.580	tilladelse
permissive	0.633	0.389	0.413	eftergivende
permit	0.733	0.349	0.518	tilladelse
permitted	0.865	0.410	0.613	tilladt
permitting	0.724	0.481	0.661	tillader
permutation	0.385	0.588	0.500	permutation
pernicious	0.229	0.600	0.382	ødelæggende
peroxide	0.458	0.529	0.510	peroxid
perpendicular	0.510	0.398	0.439	vinkelret
perpetrate	0.327	0.837	0.732	begå
perpetrator	0.229	0.765	0.538	gerningsmand
perpetual	0.625	0.438	0.741	evigt
perpetually	0.510	0.473	0.868	evigt
perpetuate	0.397	0.588	0.788	forevige
perpetuation	0.510	0.677	0.716	forevigelse
perpetuity	0.590	0.434	0.759	evighed
perplexed	0.312	0.705	0.318	forvirret
perplexing	0.316	0.530	0.362	forvirrende
perplexity	0.275	0.720	0.500	forvirring
persecute	0.281	0.873	0.509	forfølge
persecution	0.229	0.865	0.660	forfølgelse
perseverance	0.888	0.630	0.796	udholdenhed
persevere	0.802	0.583	0.937	holde ud
persist	0.765	0.644	0.727	blive ved
persistence	0.684	0.611	0.873	udholdenhed
persistent	0.646	0.667	0.815	vedholdende
persisting	0.697	0.677	0.745	vedholdende
person	0.646	0.363	0.596	person
persona	0.741	0.480	0.743	persona
personable	0.816	0.520	0.637	personlig
personage	0.653	0.324	0.698	personlighed
personal	0.750	0.311	0.467	personlig
personality	0.896	0.513	0.790	personlighed
personification	0.760	0.471	0.691	personificering
personnel	0.729	0.344	0.587	personale
persons	0.869	0.302	0.588	personer
perspective	0.688	0.470	0.704	perspektiv
perspiration	0.385	0.667	0.490	sved
persuade	0.620	0.618	0.709	overtale
persuasion	0.612	0.670	0.537	overtalelse
persuasive	0.740	0.700	0.657	overbevisende
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	relevant
perturbation	0.270	0.840	0.500	forstyrrelse
pertussis	0.279	0.569	0.386	kighoste
perusal	0.622	0.235	0.543	gennemlæsning
peruse	0.503	0.270	0.439	gennemlæse
pervading	0.418	0.684	0.728	gennemtrængende
perverse	0.146	0.808	0.464	pervers
perversion	0.083	0.830	0.490	perversion
pervert	0.082	0.863	0.500	pervers
perverted	0.062	0.918	0.436	perverteret
pesky	0.250	0.760	0.431	irriterende
pessimism	0.083	0.484	0.264	pessimisme
pessimist	0.125	0.470	0.218	pessimist
pessimistic	0.088	0.394	0.236	pessimistisk
pest	0.188	0.680	0.452	skadedyr
pester	0.143	0.780	0.385	plage
pestilence	0.122	0.660	0.283	pest
pestle	0.427	0.463	0.426	støder
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	kæledyr
petal	0.810	0.194	0.211	kronblad
petite	0.510	0.354	0.245	petite
petition	0.498	0.575	0.415	andragende
petitioner	0.601	0.531	0.566	andrageren
petloss	0.271	0.481	0.424	tab af kæledyr
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	forstenet
petrify	0.177	0.571	0.447	forstene
petrol	0.418	0.519	0.577	benzin
petroleum	0.583	0.451	0.640	petroleum
petticoat	0.550	0.396	0.351	underkjole
petting	0.812	0.462	0.480	kæledyr
petty	0.210	0.537	0.236	smålig
petulant	0.247	0.685	0.491	irriterende
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	kirkestol
pewter	0.396	0.260	0.321	tin
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	falanks
phantom	0.260	0.759	0.448	fantom
pharaoh	0.656	0.491	0.798	farao
pharmaceutical	0.500	0.435	0.562	lægemiddel
pharmacist	0.592	0.382	0.648	farmaceut
pharmacology	0.560	0.440	0.526	farmakologi
pharmacy	0.531	0.337	0.542	apotek
phase	0.645	0.300	0.482	fase
pheasant	0.541	0.362	0.292	fasan
phenomenal	0.915	0.750	0.918	fænomenal
phenomenon	0.625	0.721	0.848	fænomen
pheromone	0.561	0.573	0.561	feromon
phew	0.531	0.429	0.302	puha
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	filantropisk
philanthropist	0.704	0.463	0.623	filantrop
philanthropy	0.745	0.412	0.801	filantropi
philistine	0.390	0.500	0.491	filister
philosopher	0.684	0.316	0.720	filosof
philosophic	0.688	0.270	0.655	filosofisk
philosophical	0.719	0.275	0.713	filosofisk
philosophy	0.684	0.255	0.640	filosofi
phlegm	0.173	0.394	0.240	slim
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	fobi
phoenix	0.653	0.481	0.594	føniks
phone	0.729	0.344	0.418	telefon
phonetic	0.542	0.435	0.536	fonetisk
phonetics	0.646	0.425	0.519	fonetik
phonics	0.490	0.519	0.455	lyde
phonograph	0.561	0.398	0.565	fonograf
phonology	0.695	0.402	0.512	fonologi
phony	0.115	0.592	0.202	falsk
phooey	0.333	0.490	0.352	puha
phosphate	0.500	0.306	0.407	fosfat
phosphor	0.438	0.480	0.427	fosfor
phosphorus	0.429	0.539	0.370	fosfor
photo	0.729	0.327	0.431	Foto
photogenic	0.780	0.500	0.495	fotogen
photograph	0.677	0.353	0.358	fotografi
photographer	0.714	0.481	0.562	fotograf
photographic	0.761	0.429	0.564	fotografisk
photography	0.630	0.431	0.360	fotografering
photometry	0.417	0.456	0.436	fotometri
photon	0.459	0.439	0.455	foton
phrase	0.630	0.264	0.314	udtryk
phraseology	0.620	0.406	0.537	fraseologi
phylogeny	0.378	0.410	0.481	fylogeni
physical	0.750	0.520	0.607	fysisk
physical therapist	0.531	0.337	0.775	fysioterapeut
physician	0.583	0.490	0.843	læge
physicist	0.635	0.538	0.693	fysiker
physics	0.582	0.415	0.664	fysik
physiological	0.510	0.418	0.620	fysiologisk
physiology	0.521	0.451	0.519	fysiologi
physique	0.643	0.500	0.543	fysik
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	pianist
piano	0.704	0.343	0.438	klaver
piazza	0.625	0.471	0.472	piazza
piccolo	0.625	0.423	0.380	piccolo
pick	0.500	0.464	0.525	plukke
picked	0.740	0.518	0.670	plukket
picker	0.534	0.340	0.609	plukker
picket	0.365	0.615	0.451	strejke
picketing	0.330	0.557	0.471	pikettering
pickle	0.593	0.449	0.288	pickle
pickled	0.344	0.450	0.291	syltet
pickpocket	0.365	0.704	0.449	lommetyv
pickup	0.561	0.529	0.420	Saml op
picky	0.257	0.729	0.598	kræsen
picnic	0.625	0.470	0.375	picnic
pictorial	0.704	0.481	0.476	billedlig
picture	0.714	0.308	0.462	billede
pictures	0.653	0.240	0.405	billeder
picturesque	0.802	0.491	0.483	maleriske
pie	0.880	0.402	0.368	pie
piece	0.646	0.245	0.367	stykke
piecemeal	0.615	0.269	0.319	stykvis
pieceofshit	0.083	0.724	0.292	lort
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	mole
pierce	0.365	0.670	0.611	gennembore
piety	0.760	0.340	0.482	fromhed
pig	0.343	0.368	0.324	svin
pigeon	0.688	0.224	0.276	Due
piggy	0.541	0.365	0.412	piggy
piggyback	0.438	0.490	0.343	piggyback
pigheaded	0.271	0.472	0.358	grisehoved
piglet	0.540	0.443	0.250	pattegrise
pigment	0.390	0.333	0.339	pigment
pigskin	0.347	0.449	0.300	svineskind
pigsty	0.133	0.529	0.221	svinestald
pike	0.427	0.410	0.452	gedde
pile	0.461	0.320	0.539	bunke
piles	0.469	0.423	0.468	bunker
pileup	0.340	0.559	0.446	pileup
pilgrim	0.531	0.404	0.569	pilgrim
pilgrimage	0.708	0.522	0.625	pilgrimsrejse
pill	0.573	0.407	0.368	pille
pillage	0.240	0.685	0.375	plyndring
pillar	0.583	0.330	0.684	søjle
pillbox	0.385	0.339	0.296	pilleæske
pillow	0.663	0.128	0.195	pude
pillowcase	0.500	0.179	0.250	pudebetræk
pilot	0.688	0.680	0.736	pilot
pimp	0.146	0.700	0.536	alfons
pimple	0.245	0.370	0.274	filipens
pin	0.438	0.346	0.390	pin
pinball	0.582	0.640	0.442	pinball
pinch	0.340	0.632	0.339	at klemme
pinching	0.250	0.788	0.345	klemme
pine	0.583	0.225	0.312	fyrretræ
pineapple	0.677	0.316	0.245	ananas
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	nålehoved
pinhole	0.375	0.279	0.345	nålehul
pinion	0.444	0.361	0.346	tandhjul
pink	0.806	0.269	0.471	lyserød
pinkie	0.663	0.265	0.269	pinkie
pinnacle	0.633	0.390	0.508	højdepunktet
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	udpege
pint	0.686	0.333	0.321	pint
pinto	0.570	0.354	0.373	pinto
pinup	0.610	0.459	0.393	pinup
pioneer	0.796	0.618	0.802	pioner
pious	0.698	0.306	0.426	fromme
pip	0.448	0.430	0.366	pip
pipe	0.541	0.340	0.330	rør
piped	0.360	0.529	0.379	rør
pipeline	0.479	0.337	0.411	rørledning
piper	0.569	0.442	0.398	piper
pipette	0.480	0.403	0.418	pipette
piping	0.365	0.337	0.405	rørføring
pipsqueak	0.347	0.481	0.349	pipsqueak
pique	0.417	0.500	0.426	pique
piracy	0.296	0.792	0.567	piratkopiering
piranha	0.219	0.799	0.575	piranha
pirate	0.156	0.740	0.559	pirat
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	pisse
pissed	0.102	0.888	0.543	sur
pissedoff	0.240	0.651	0.459	sur
pisser	0.378	0.547	0.398	pisser
pissesmeoff	0.180	0.587	0.441	pisser mig af
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	pisse af
pistachio	0.643	0.336	0.305	pistacie
pistol	0.170	0.900	0.677	pistol
piston	0.398	0.480	0.500	stempel
pit	0.408	0.396	0.278	grube
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	tonehøjde
pitcher	0.510	0.673	0.704	kande
pitchfork	0.312	0.580	0.529	fork
pitfall	0.177	0.775	0.508	faldgrube
pith	0.458	0.350	0.596	marv
pithy	0.480	0.360	0.635	pittig
pitiful	0.219	0.490	0.232	ynkeligt
pitted	0.358	0.653	0.470	udhulet
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	hypofyse
pity	0.160	0.398	0.114	medlidenhed
pivot	0.458	0.382	0.440	omdrejningspunkt
pivotal	0.582	0.471	0.536	afgørende
pix	0.521	0.373	0.364	pix
pixie	0.562	0.537	0.325	nisse
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	pizzeria
placard	0.388	0.442	0.500	plakat
place	0.573	0.261	0.398	placere
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	placering
placenta	0.375	0.433	0.443	moderkage
placid	0.640	0.317	0.491	rolig
placket	0.408	0.231	0.228	stolpe
plagiarism	0.135	0.716	0.436	plagiat
plague	0.083	0.596	0.355	pest
plaid	0.480	0.330	0.417	plaid
plain	0.500	0.167	0.311	almindeligt
plainclothes	0.698	0.337	0.424	almindeligt tøj
plaintiff	0.365	0.806	0.711	sagsøger
plaintive	0.292	0.529	0.306	klagende
plan	0.646	0.540	0.733	plan
plane	0.510	0.356	0.386	fly
planes	0.667	0.606	0.575	fly
planet	0.698	0.404	0.832	planet
planetarium	0.704	0.462	0.655	planetarium
planetary	0.604	0.500	0.620	planetarisk
planets	0.724	0.318	0.658	planeter
plank	0.427	0.280	0.333	planke
plankton	0.552	0.321	0.371	plankton
planned	0.740	0.385	0.729	planlagt
planner	0.760	0.469	0.868	planlægger
planning	0.894	0.462	0.705	planlægning
plant	0.730	0.180	0.371	plante
plantation	0.573	0.585	0.575	plantage
planter	0.604	0.450	0.634	planter
planting	0.635	0.343	0.595	plantning
plaque	0.520	0.333	0.420	plak
plasma	0.474	0.398	0.360	plasma
plaster	0.438	0.264	0.255	gips
plastic	0.490	0.269	0.320	plast
plasticity	0.542	0.471	0.402	plasticitet
plat	0.716	0.359	0.556	plat
plate	0.583	0.245	0.366	plade
plateau	0.611	0.316	0.400	plateau
plated	0.562	0.458	0.457	belagt
platform	0.602	0.340	0.718	platform
plating	0.576	0.368	0.433	plettering
platinum	0.750	0.518	0.702	platin
platonic	0.490	0.461	0.469	platonisk
platoon	0.448	0.700	0.745	deling
platter	0.686	0.245	0.219	fad
plaudit	0.816	0.813	0.546	ros
plausibility	0.705	0.451	0.570	plausibilitet
plausible	0.714	0.404	0.510	plausible
play	0.812	0.765	0.358	Spil
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	afspilning
playbook	0.673	0.582	0.500	spillebog
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	spiller
playful	0.892	0.688	0.463	legende
playground	0.888	0.620	0.435	legeplads
playhouse	0.719	0.729	0.426	legehus
playmate	0.878	0.509	0.398	legekammerat
playoff	0.622	0.716	0.550	slutspillet
playpen	0.698	0.481	0.475	kravlegård
playroom	0.844	0.661	0.380	legerum
plaything	0.708	0.602	0.277	legetøj
playtime	0.760	0.596	0.566	lege tid
playwright	0.672	0.550	0.667	dramatiker
plaza	0.690	0.346	0.529	plaza
plea	0.633	0.491	0.517	anbringende
plead	0.177	0.596	0.195	påberåbe sig
pleasant	0.939	0.310	0.673	behagelig
pleased	0.939	0.548	0.795	tilfreds
pleasing	0.917	0.449	0.788	behagelig
pleasurable	0.948	0.529	0.669	behageligt
pleasure	0.939	0.740	0.682	fornøjelse
pleasures	0.896	0.654	0.705	fornøjelser
pleat	0.490	0.345	0.316	læg
pleated	0.534	0.318	0.436	plisseret
pledge	0.719	0.490	0.764	løfte
pledged	0.719	0.630	0.658	lovet
plenary	0.573	0.356	0.598	plenum
plentiful	0.833	0.735	0.745	rigelig
plenty	0.827	0.612	0.824	rigeligt
plenum	0.531	0.454	0.596	plenum
plethora	0.646	0.602	0.547	overflod
plexus	0.333	0.405	0.395	plexus
pliable	0.625	0.370	0.440	bøjelig
plication	0.360	0.460	0.500	anvendelse
pliers	0.561	0.334	0.441	tang
plight	0.450	0.520	0.547	situation
plinth	0.438	0.346	0.473	sokkel
plodding	0.449	0.481	0.439	pladder
plop	0.385	0.475	0.349	plop
plot	0.469	0.567	0.510	grund
plough	0.677	0.427	0.458	pløje
ploughed	0.438	0.420	0.431	pløjet
plover	0.439	0.434	0.191	plover
plow	0.531	0.560	0.456	pløje
plowed	0.552	0.490	0.355	pløjet
plowing	0.562	0.531	0.518	pløjning
ploy	0.458	0.559	0.741	kneb
pluck	0.375	0.583	0.474	plukke
plucky	0.816	0.817	0.880	modig
plug	0.531	0.356	0.473	prop
plum	0.724	0.306	0.170	blomme
plumage	0.656	0.286	0.284	fjerdragt
plumb	0.448	0.500	0.554	lod
plumber	0.327	0.510	0.448	blikkenslager
plumbing	0.469	0.427	0.441	VVS
plume	0.469	0.323	0.375	fane
plummet	0.302	0.750	0.360	styrtdykke
plump	0.385	0.480	0.387	buttet
plumper	0.406	0.429	0.353	fyldigere
plunder	0.125	0.894	0.574	plyndre
plunge	0.307	0.690	0.550	dykke
plunger	0.365	0.510	0.373	svupper
plural	0.560	0.432	0.564	flertal
plurality	0.683	0.473	0.587	pluralitet
plush	0.625	0.265	0.318	plys
plutonium	0.406	0.675	0.731	plutonium
ply	0.458	0.320	0.324	lag
plywood	0.561	0.245	0.380	krydsfiner
pneumatic	0.337	0.520	0.500	pneumatisk
pneumonia	0.208	0.608	0.324	lungebetændelse
poacher	0.240	0.673	0.612	krybskytte
poachers	0.315	0.857	0.632	krybskytter
poaching	0.302	0.824	0.526	krybskytteri
pocket	0.458	0.275	0.340	lomme
pocketbook	0.551	0.231	0.343	lommebog
pocketful	0.594	0.279	0.306	lommefuld
pod	0.480	0.396	0.339	pod
