English Word	Valence	Arousal	Dominance	Kyrgyz Word
motionless	0.323	0.210	0.246	кыймылсыз
motivate	0.812	0.776	0.873	түрткү берүү
motivating	0.958	0.820	0.787	түрткү берүүчү
motivation	0.854	0.784	0.802	мотивация
motivational	0.906	0.646	0.858	мотивациялоочу
motive	0.667	0.588	0.663	мотив
motley	0.480	0.398	0.412	ала-була
motor	0.531	0.551	0.648	мотор
motorbike	0.552	0.608	0.616	мотоцикл
motorboat	0.677	0.500	0.390	моторлуу кайык
motorcade	0.708	0.730	0.593	кортеж
motorcar	0.694	0.565	0.682	автомобиль
motorcycle	0.677	0.764	0.713	мотоцикл
motorist	0.562	0.663	0.578	моторист
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	ала
motto	0.688	0.317	0.439	урааны
mould	0.357	0.176	0.246	көк
mound	0.520	0.481	0.509	дөбө
mount	0.500	0.292	0.348	тоо
mountain	0.698	0.408	0.649	тоо
mountaineer	0.635	0.774	0.535	альпинист
mountainous	0.635	0.519	0.612	тоолуу
mountains	0.766	0.433	0.569	тоолор
mountaintop	0.653	0.541	0.713	тоонун чокусу
mourn	0.056	0.583	0.150	кайгыруу
mournful	0.180	0.441	0.188	кайгылуу
mourning	0.177	0.490	0.266	аза күтүү
mouse	0.427	0.441	0.206	чычкан
mousetrap	0.180	0.643	0.330	чычкан капкан
mousse	0.604	0.336	0.368	мусс
moustache	0.470	0.236	0.409	мурут
mousy	0.480	0.413	0.339	чычкан
mouth	0.734	0.294	0.336	ооз
mouthful	0.609	0.565	0.389	оозу
mouthpiece	0.573	0.346	0.393	ооздук
mouthwash	0.438	0.385	0.352	ооз чайкоо
movable	0.469	0.509	0.500	кыймылдуу
move	0.656	0.647	0.670	жылдыруу
movement	0.656	0.654	0.658	кыймыл
mover	0.615	0.539	0.466	кыймылдаткыч
movie	0.792	0.560	0.471	кино
movies	0.724	0.426	0.472	тасмалар
moving	0.479	0.673	0.358	кыймылдуу
movingforward	0.857	0.518	0.848	алдыга жылдыруу
movingon	0.490	0.529	0.435	кыймылдоо
mow	0.420	0.559	0.393	чабуу
mower	0.458	0.510	0.368	чөп чапкыч
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	моцарелла
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	абдан керек
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	мук
mucked	0.184	0.500	0.373	булганган
mucous	0.330	0.296	0.293	былжырлуу
mucus	0.143	0.309	0.228	былжыр
mud	0.333	0.260	0.185	ылай
muddle	0.184	0.710	0.336	ылай
muddled	0.250	0.615	0.263	былжырап
muddy	0.292	0.400	0.283	ылай
muff	0.542	0.335	0.314	муфф
muffin	0.684	0.430	0.306	токоч
muffled	0.479	0.330	0.421	муңканган
muffler	0.357	0.407	0.454	глушитель
mug	0.542	0.214	0.382	кружка
mugger	0.125	0.850	0.500	каракчы
mulberry	0.469	0.315	0.361	тыт
mulch	0.349	0.361	0.383	мульча
mule	0.320	0.337	0.254	качыр
mull	0.663	0.340	0.594	мулл
mullet	0.521	0.356	0.377	кефир
multilateral	0.500	0.469	0.705	көп тараптуу
multimedia	0.611	0.390	0.607	мультимедиа
multinational	0.656	0.510	0.842	көп улуттуу
multiple	0.660	0.510	0.578	көп
multiple sclerosis	0.188	0.587	0.483	көп склероз
multiplex	0.610	0.590	0.667	мультиплекс
multiplication	0.646	0.565	0.762	көбөйтүү
multiplicity	0.677	0.490	0.777	көптүктү
multiplied	0.802	0.559	0.729	көбөйдү
multiplier	0.643	0.615	0.741	мультипликатор
multiply	0.802	0.625	0.777	көбөйүү
multitude	0.562	0.765	0.847	көп
mum	0.802	0.317	0.698	апа
mumble	0.292	0.444	0.245	күбүрөп
mumbo	0.429	0.506	0.336	мумбо
mummy	0.400	0.588	0.415	мумия
mumps	0.099	0.410	0.311	паротит
munch	0.541	0.277	0.434	мунч
munchies	0.562	0.470	0.491	мунчилер
munchkin	0.490	0.466	0.374	мунчкин
mundane	0.312	0.420	0.480	күнүмдүк
municipal	0.625	0.390	0.758	муниципалдык
municipality	0.569	0.280	0.614	муниципалитет
mural	0.551	0.265	0.454	мурал
murder	0.061	0.942	0.615	өлтүрүү
murderer	0.010	0.960	0.650	канкор
murderess	0.041	0.941	0.462	канкор
murderous	0.017	0.940	0.682	канкор
murky	0.143	0.618	0.370	күңүрт
murmur	0.458	0.520	0.200	күңкүлдөп
muscle	0.359	0.490	0.645	булчуң
muscular	0.531	0.434	0.577	булчуңдуу
muse	0.760	0.360	0.509	муз
muses	0.714	0.434	0.571	музалар
museum	0.792	0.206	0.481	музей
mush	0.500	0.311	0.125	муш
mushroom	0.490	0.274	0.269	козу карын
mushy	0.520	0.200	0.182	былжырлуу
music	0.833	0.563	0.605	музыка
musical	0.908	0.630	0.530	музыкалык
musician	0.816	0.509	0.618	музыкант
musing	0.740	0.151	0.465	ой жүгүртүү
musk	0.469	0.454	0.453	миск
musket	0.260	0.654	0.510	мушкет
musketeer	0.694	0.569	0.705	мушкетёр
muskrat	0.439	0.510	0.368	ондатра
muslin	0.439	0.304	0.352	муслин
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	керек
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	горчица
muster	0.635	0.460	0.548	чогултуу
musty	0.354	0.367	0.267	кычыраган
mutable	0.426	0.531	0.491	өзгөрмөлүү
mutant	0.337	0.676	0.573	мутант
mutate	0.281	0.548	0.463	мутация
mutation	0.365	0.625	0.611	мутация
mute	0.271	0.200	0.250	үнсүз
muted	0.260	0.167	0.162	үнсүз
mutilate	0.125	0.900	0.465	кыйрат
mutilated	0.041	0.841	0.356	кесилген
mutilation	0.122	0.782	0.456	кыйноо
mutiny	0.323	0.890	0.549	козголоң
mutt	0.418	0.408	0.387	мутт
mutter	0.406	0.427	0.228	кобурап
mutton	0.427	0.283	0.393	кой эти
mutual	0.729	0.321	0.464	өз ара
mutually	0.844	0.490	0.582	өз ара
muzzle	0.388	0.430	0.232	оозу
myfavorite	0.812	0.587	0.615	Менин жакшы көргөн
myopia	0.245	0.387	0.226	миопия
myopic	0.344	0.396	0.218	миопиялык
myriad	0.480	0.429	0.550	сансыз
mysterious	0.448	0.699	0.455	сырдуу
mystery	0.417	0.667	0.519	сыр
mystic	0.643	0.520	0.535	мистикалык
mystical	0.594	0.443	0.689	мистикалык
mysticism	0.594	0.598	0.423	мистика
mystified	0.344	0.600	0.509	сырдуу
mystique	0.668	0.633	0.667	мистика
myth	0.458	0.432	0.338	миф
mythic	0.635	0.528	0.645	мифтик
mythical	0.625	0.556	0.583	мифтик
mythological	0.760	0.573	0.658	мифологиялык
mythology	0.684	0.439	0.688	мифология
nab	0.469	0.544	0.407	наб
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	нада
nadir	0.479	0.363	0.424	нан
nag	0.271	0.451	0.472	наг
nail	0.469	0.397	0.282	мык
nail gun	0.378	0.806	0.574	мык мылтыгы
naive	0.406	0.260	0.375	naive
naked	0.323	0.885	0.288	жылаңач
nakedness	0.480	0.760	0.350	жылаңачтык
namaste	0.719	0.255	0.464	салам
name	0.573	0.300	0.415	аты
named	0.562	0.396	0.565	аталган
nameless	0.344	0.280	0.164	аты жок
namesake	0.418	0.327	0.404	ат
naming	0.667	0.410	0.559	ат коюу
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	няня
nanometer	0.375	0.356	0.446	нанометр
nap	0.660	0.098	0.342	уйку
napalm	0.265	0.580	0.471	напалм
nape	0.427	0.268	0.298	желке
napkin	0.469	0.142	0.209	салфетка
napping	0.765	0.046	0.306	уйку
nappy	0.529	0.333	0.207	жалаяк
narcissism	0.214	0.639	0.540	нарциссизм
narcissist	0.173	0.614	0.629	нарциссист
narcissistic	0.323	0.708	0.655	нарциссисттик
narcotic	0.102	0.858	0.450	наркотикалык
narrate	0.541	0.480	0.473	айтып берүү
narration	0.622	0.408	0.551	баяндоо
narrative	0.580	0.303	0.443	баян
narrator	0.673	0.430	0.623	баяндоочу
narrow	0.260	0.368	0.356	тар
narrowing	0.354	0.593	0.357	тарытуу
nasal	0.479	0.340	0.330	мурун
nascent	0.684	0.373	0.585	жаралган
nasty	0.115	0.620	0.264	жаман
natal	0.755	0.462	0.481	төрөт
nation	0.594	0.443	0.821	улут
national	0.698	0.365	0.663	улуттук
nationality	0.642	0.400	0.772	улуту
nationwide	0.684	0.217	0.672	жалпы улуттук
native	0.635	0.422	0.710	жергиликтүү
nativity	0.750	0.337	0.673	туулган
natural	0.854	0.118	0.481	табигый
natural gas	0.635	0.324	0.396	табигый газ
naturalist	0.844	0.255	0.562	натуралист
naturalization	0.781	0.279	0.652	натурализация
naturalized	0.760	0.333	0.600	натуралдаштырылган
naturally	0.854	0.276	0.549	табигый түрдө
nature	0.857	0.184	0.643	жаратылыш
naught	0.344	0.176	0.161	эч нерсе
naughty	0.451	0.857	0.371	тентек
nausea	0.104	0.781	0.273	жүрөк айлануу
nauseate	0.062	0.660	0.176	жүрөк айлануу
nauseating	0.021	0.640	0.250	жүрөк айлантуу
nauseous	0.135	0.780	0.284	жүрөк айлануу
nautical	0.646	0.250	0.579	деңиздик
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	деңиз
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	киндик
navigable	0.749	0.406	0.645	навигация
navigate	0.740	0.555	0.675	багыттоо
navigation	0.841	0.470	0.720	навигация
navigational	0.573	0.481	0.564	навигациялык
navigator	0.583	0.592	0.623	навигатор
navy	0.531	0.760	0.764	флот
nay	0.344	0.290	0.325	жок
nearsighted	0.271	0.373	0.265	жакынды көрө албаган
neat	0.878	0.235	0.491	тыкан
neatly	0.802	0.412	0.588	тыкан
nebula	0.510	0.418	0.438	тумандуулук
nebulae	0.490	0.330	0.472	тумандуулуктар
nebulous	0.469	0.347	0.417	тумандуу
necessarily	0.667	0.423	0.598	сөзсүз түрдө
necessary	0.750	0.433	0.679	зарыл
necessitate	0.578	0.604	0.516	талап кылуу
necessities	0.520	0.630	0.463	зарыл нерселер
necessity	0.567	0.471	0.588	зарылчылык
neck	0.541	0.245	0.345	моюн
necklace	0.760	0.294	0.373	мончок
necktie	0.583	0.229	0.314	галстук
necromancer	0.333	0.625	0.536	некромансер
necrosis	0.115	0.622	0.385	некроз
nectar	0.746	0.331	0.398	нектар
need	0.510	0.574	0.200	керек
needalife	0.490	0.443	0.394	needlife
needed	0.677	0.342	0.679	керек
needful	0.582	0.460	0.614	керектүү
needit	0.250	0.472	0.356	муктаж
needle	0.250	0.472	0.360	ийне
needlepoint	0.653	0.500	0.556	ийне учагы
needles	0.250	0.602	0.348	ийнелер
needless	0.327	0.385	0.200	кереги жок
needtoknow	0.427	0.606	0.474	билиш керек
needtorelax	0.673	0.438	0.274	керек
needy	0.360	0.451	0.245	муктаж
nefarious	0.184	0.720	0.528	жаман
negation	0.255	0.461	0.297	четке кагуу
negative	0.102	0.527	0.176	терс
negativity	0.060	0.520	0.273	негатив
neglect	0.045	0.550	0.163	кароосуздук
neglected	0.271	0.385	0.160	кароосуз калган
neglecting	0.177	0.441	0.230	көңүл бурбоо
negligee	0.385	0.520	0.336	кароосуз
negligence	0.092	0.570	0.251	шалаакылык
negligent	0.167	0.583	0.259	шалаакылык
negligently	0.056	0.583	0.266	шалаакылык менен
negligible	0.177	0.292	0.232	жокко эсе
negotiable	0.688	0.585	0.731	келишимдүү
negotiate	0.612	0.708	0.769	сүйлөшүү
negotiation	0.490	0.615	0.728	сүйлөшүү
negotiator	0.635	0.471	0.817	сүйлөшүүчү
negro	0.354	0.368	0.461	негр
neigh	0.378	0.642	0.373	кошуна
neighbor	0.657	0.448	0.434	кошуна
neighborhood	0.385	0.469	0.373	кошуна колоң
neighboring	0.656	0.306	0.481	кошуна
nemesis	0.271	0.688	0.647	душман
neon	0.594	0.480	0.380	неон
neonatal	0.542	0.529	0.357	неонаталдык
neophyte	0.286	0.363	0.411	неофит
neoprene	0.316	0.451	0.443	неопрен
nephew	0.719	0.337	0.412	жээни
nepotism	0.349	0.584	0.517	непотизм
nerd	0.408	0.481	0.315	нерд
nerdy	0.296	0.255	0.292	нервный
nerve	0.129	0.698	0.307	нерв
nerves	0.333	0.783	0.264	нервдер
nervous	0.235	0.820	0.213	нерв
nervousness	0.163	0.915	0.241	нервдүүлүк
nervouswreck	0.112	0.867	0.179	нерв кризиси
nervy	0.250	0.830	0.241	нервдүү
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	уя
nestle	0.625	0.308	0.379	nestle
nestling	0.604	0.427	0.286	уя багуу
net	0.441	0.288	0.417	тор
nether	0.240	0.265	0.259	нетер
netting	0.368	0.509	0.585	тор
nettle	0.406	0.324	0.490	чалкан
network	0.531	0.337	0.466	тармак
networking	0.625	0.482	0.545	тармактык
neural	0.582	0.426	0.391	нервдик
neuralgia	0.092	0.706	0.439	невралгия
neurological	0.500	0.540	0.558	неврологиялык
neurologist	0.608	0.500	0.736	невропатолог
neurology	0.459	0.537	0.580	неврология
neurosis	0.122	0.766	0.418	невроз
neurosurgeon	0.590	0.673	0.755	нейрохирург
neurosurgery	0.490	0.632	0.730	нейрохирургия
neurotic	0.198	0.801	0.387	невротикалык
neuter	0.621	0.163	0.302	нейтр
neutral	0.469	0.184	0.357	нейтралдуу
neutrality	0.469	0.205	0.434	бейтараптуулук
neutralize	0.519	0.363	0.719	нейтралдаштыруу
neutron	0.469	0.440	0.679	нейтрон
new	0.917	0.490	0.582	жаңы
new age	0.694	0.556	0.727	жаңы доор
newbeginnings	0.802	0.613	0.524	жаңы баштоолор
newborn	0.918	0.580	0.372	жаңы төрөлгөн
newcomer	0.622	0.380	0.396	жаңы келген
newday	0.847	0.388	0.618	жаңы күн
newfound	0.745	0.741	0.520	жаңы табылган
newjob	0.755	0.643	0.729	жаңы жумуш
newlife	0.898	0.646	0.701	жаңы жашоо
newly	0.688	0.422	0.552	жаңы
newlywed	0.847	0.706	0.570	жаңы үйлөнгөн
newme	0.643	0.550	0.527	newme
newness	0.740	0.522	0.588	жаңылык
news	0.633	0.580	0.610	жаңылыктар
newscast	0.531	0.509	0.714	жаңылыктар программасы
newscaster	0.646	0.510	0.764	кабар алып баруучу
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	маалымат бюллетень
newsman	0.604	0.480	0.696	кабарчы
newspaper	0.602	0.283	0.444	газета
newspaperman	0.561	0.458	0.750	газетачы
newsreel	0.625	0.571	0.577	кинохроника
newsroom	0.531	0.392	0.658	жаңылыктар бөлмөсү
newsstand	0.615	0.222	0.336	гезит дүкөнү
newstart	0.802	0.510	0.667	жаңы баштоо
newt	0.458	0.380	0.541	тритон
newyear	0.938	0.784	0.520	жаңы жыл
nexus	0.496	0.368	0.412	nexus
nib	0.510	0.282	0.406	уч
nibble	0.551	0.551	0.411	кычышуу
nice	0.930	0.442	0.650	жакшы
niche	0.459	0.413	0.318	ниш
nichts	0.406	0.293	0.404	ничтер
nick	0.554	0.388	0.387	ник
nickel	0.510	0.347	0.406	никель
nickname	0.490	0.470	0.263	лакап ат
nicotine	0.235	0.608	0.447	никотин
niece	0.771	0.320	0.400	жээн
nifty	0.740	0.745	0.815	татынакай
nigh	0.653	0.216	0.336	жакын
night	0.598	0.396	0.404	түн
nightcap	0.750	0.196	0.268	түнкү кепка
nightclub	0.802	0.894	0.528	түнкү клуб
nightfall	0.490	0.436	0.426	түн
nightgown	0.643	0.408	0.250	түнкү көйнөк
nightie	0.630	0.388	0.274	түн
nightingale	0.740	0.340	0.496	булбул
nightlife	0.542	0.783	0.510	түнкү жашоо
nightly	0.673	0.410	0.474	түнү
nightmare	0.005	0.810	0.436	коркунучтуу түш
nightmares	0.082	0.942	0.448	коркунучтуу түштөр
nightstand	0.490	0.130	0.327	тумбочка
nightstick	0.500	0.461	0.348	түнкү таяк
nighttime	0.735	0.385	0.439	түн
nihilism	0.367	0.510	0.364	нигилизм
nil	0.286	0.143	0.157	нөл
nimble	0.833	0.729	0.769	шамдагай
nimrod	0.327	0.500	0.539	нимрод
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	тогуз
nineteen	0.673	0.304	0.375	он тогуз
ninety	0.479	0.349	0.436	токсон
ninja	0.542	0.844	0.682	ниндзя
ninny	0.344	0.343	0.309	ninny
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	тогузунчу
nip	0.281	0.700	0.264	nip
nipper	0.386	0.422	0.317	кычкач
nipple	0.480	0.786	0.415	эмчек
nippy	0.540	0.500	0.416	nippy
nitrate	0.388	0.406	0.500	нитрат
nitro	0.500	0.647	0.639	нитро
nitrogen	0.427	0.435	0.562	азот
nitrous	0.435	0.561	0.411	азот
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	күтүү жок
no disgust	0.510	0.324	0.448	жийиркенич жок
no emotion	0.170	0.109	0.225	эмоция жок
no sentiment	0.092	0.382	0.278	сезим жок
no surprise	0.171	0.224	0.412	сюрприз жок
