English Word	Valence	Arousal	Dominance	Persian Word
illegally	0.133	0.788	0.402	به صورت غیر قانونی
illegible	0.296	0.490	0.315	ناخوانا
illegitimate	0.184	0.644	0.302	نامشروع
illicit	0.188	0.794	0.390	قاچاق
illiterate	0.120	0.410	0.151	بی سواد
illness	0.098	0.717	0.211	بیماری
illogical	0.208	0.630	0.251	غیر منطقی
illuminate	0.905	0.646	0.782	روشن کردن
illuminating	0.949	0.613	0.773	روشن کننده
illumination	0.760	0.588	0.537	روشنایی
illuminator	0.770	0.566	0.718	روشنگر
illusion	0.562	0.490	0.387	توهم
illustrate	0.750	0.430	0.690	نشان دادن
illustration	0.740	0.441	0.640	تصویر
illustrative	0.771	0.452	0.647	گویا
illustrious	0.673	0.550	0.741	برجسته
ilovechristmas	0.885	0.590	0.525	کریسمس عاشقانه
iloveher	0.750	0.519	0.556	دوست داشتنی
image	0.653	0.241	0.453	تصویر
imagery	0.653	0.327	0.390	تصویرسازی
imaginable	0.613	0.529	0.596	قابل تصور
imaginary	0.560	0.424	0.310	خیالی
imagination	0.802	0.491	0.547	خیال پردازی
imaginative	0.780	0.541	0.593	تخیلی
imagine	0.759	0.480	0.587	تصور کنید
imagined	0.656	0.412	0.418	تصور کرد
imaging	0.724	0.394	0.482	تصویربرداری
imagining	0.765	0.458	0.545	تصور کردن
imam	0.527	0.337	0.539	امام
imbalance	0.115	0.538	0.264	عدم تعادل
imbecile	0.082	0.569	0.260	ابله
imbedded	0.406	0.580	0.562	تعبیه شده است
imissyou	0.480	0.608	0.344	دلم برات تنگ شده
imitate	0.469	0.561	0.336	تقلید کنید
imitated	0.333	0.391	0.442	تقلید کرد
imitation	0.406	0.592	0.343	تقلید
immaculate	0.698	0.330	0.688	معصوم
immaterial	0.296	0.309	0.295	غیر مادی
immature	0.114	0.500	0.200	نابالغ
immaturity	0.146	0.567	0.221	نابالغی
immeasurable	0.510	0.539	0.712	غیر قابل اندازه گیری
immeasurably	0.510	0.640	0.680	بی اندازه
immediacy	0.635	0.630	0.627	بی واسطه بودن
immediate	0.656	0.548	0.716	فوری
immediately	0.552	0.780	0.707	بلافاصله. مستقیما
immemorial	0.327	0.469	0.454	به یاد ماندنی
immense	0.755	0.750	0.811	عظیم
immerse	0.510	0.577	0.509	غوطه ور کردن
immersion	0.510	0.556	0.564	غوطه وری
immigrant	0.357	0.663	0.509	مهاجر
immigration	0.390	0.667	0.454	مهاجرت
imminent	0.490	0.784	0.643	قریب الوقوع
immobile	0.225	0.217	0.298	بی حرکت
immoral	0.143	0.622	0.385	غیر اخلاقی
immorality	0.188	0.689	0.315	بی اخلاقی
immortal	0.812	0.750	0.795	جاویدان
immortality	0.688	0.635	0.861	جاودانگی
immovable	0.480	0.310	0.571	غیر منقول
immune	0.629	0.472	0.780	مصون
immunity	0.633	0.316	0.786	مصونیت
immunization	0.667	0.510	0.733	ایمن سازی
immutable	0.427	0.431	0.571	تغییرناپذیر
imp	0.350	0.448	0.420	بد
impact	0.469	0.884	0.776	تأثیر
impair	0.153	0.500	0.360	خدشه دار کردن
impaired	0.130	0.459	0.269	دچار اختلال شده است
impairment	0.170	0.571	0.220	اختلال
impart	0.521	0.441	0.694	به اشتراک بگذارند
impartial	0.531	0.406	0.685	بی طرف
impartiality	0.622	0.394	0.616	بی طرفی
impassable	0.342	0.458	0.553	صعب العبور
impassioned	0.740	0.780	0.802	پرشور
impatience	0.278	0.780	0.411	بی حوصلگی
impatient	0.250	0.708	0.429	بی صبر
impatiently	0.194	0.750	0.539	بی صبرانه
impeach	0.208	0.776	0.664	استیضاح
impeachment	0.163	0.735	0.694	استیضاح
impeccable	0.833	0.370	0.824	بی عیب و نقص
impede	0.271	0.510	0.604	مانع
impediment	0.163	0.600	0.409	مانع
impelled	0.604	0.741	0.690	رانده شده است
impending	0.480	0.735	0.752	قریب الوقوع
impenetrable	0.531	0.577	0.839	غیر قابل نفوذ
imperative	0.625	0.647	0.708	ضروری
imperceptible	0.378	0.490	0.548	نامحسوس
imperfect	0.173	0.527	0.202	ناقص
imperfection	0.190	0.567	0.321	نقص
imperfectly	0.297	0.481	0.330	به طور ناقص
imperial	0.669	0.646	0.922	امپراتوری
imperialist	0.284	0.786	0.833	امپریالیستی
impermeable	0.510	0.308	0.558	غیر قابل نفوذ
impermissible	0.188	0.464	0.352	غیر مجاز
impersonal	0.316	0.356	0.472	غیر شخصی
impersonate	0.510	0.632	0.591	جعل هویت
impersonation	0.375	0.618	0.528	جعل هویت
impersonator	0.469	0.586	0.406	جعل کننده
impertinence	0.170	0.653	0.420	گستاخی
impertinent	0.219	0.826	0.373	بی احترام
impervious	0.582	0.408	0.536	غیر قابل نفوذ
impetuous	0.602	0.814	0.712	پر شور
impetus	0.521	0.740	0.635	انگیزه
implacable	0.569	0.663	0.830	تسلیم ناپذیر
implant	0.429	0.510	0.588	ایمپلنت
implantation	0.396	0.604	0.741	کاشت
implanted	0.347	0.500	0.679	کاشته شده است
implement	0.720	0.573	0.792	پیاده سازی
implicate	0.250	0.670	0.434	دخیل کردن
implicated	0.354	0.673	0.438	دخیل است
implication	0.337	0.528	0.690	پیامد
implied	0.327	0.530	0.481	ضمنی
implore	0.396	0.650	0.377	التماس کردن
implosion	0.412	0.724	0.547	انفجار
imply	0.542	0.670	0.533	دلالت
impolite	0.167	0.590	0.282	بی ادب
import	0.615	0.480	0.623	وارد كردن
importance	0.750	0.580	0.864	اهمیت
important	0.827	0.630	0.836	مهم
importation	0.625	0.500	0.733	واردات
impose	0.503	0.721	0.745	تحمیل کند
imposing	0.392	0.731	0.836	تحمیل کننده
imposition	0.357	0.604	0.618	تحمیل
impossibility	0.170	0.625	0.306	عدم امکان
impossible	0.153	0.510	0.407	غیر ممکن
impostor	0.135	0.704	0.442	فریبکار
impotence	0.198	0.689	0.224	ناتوانی جنسی
impotent	0.146	0.587	0.333	ناتوان
impound	0.230	0.587	0.583	توقیف
impoverished	0.125	0.311	0.203	فقیر شده
impracticable	0.398	0.549	0.381	غیر عملی
impractical	0.160	0.373	0.291	غیر عملی
impregnable	0.378	0.549	0.667	رسوخ ناپذیر
impregnate	0.510	0.721	0.655	اشباع کردن
impress	0.816	0.744	0.895	تاثیر گذاشتن
impressed	0.806	0.770	0.429	تحت تاثیر قرار
impression	0.684	0.557	0.577	احساس؛ عقیده؛ گمان
impressionable	0.827	0.720	0.645	تاثیر پذیر
impressive	0.781	0.830	0.873	چشمگیر
imprint	0.615	0.574	0.685	حک
imprison	0.112	0.829	0.545	زندانی کردن
imprisoned	0.032	0.717	0.302	زندانی شده است
imprisonment	0.133	0.630	0.471	زندان
improbable	0.097	0.412	0.439	غیر محتمل
impromptu	0.541	0.729	0.415	بداهه
improper	0.229	0.520	0.259	نامناسب
impropriety	0.133	0.591	0.389	ناشایستگی
improve	0.833	0.528	0.815	بهتر کردن
improved	0.919	0.480	0.679	بهبود یافته
improvement	0.786	0.500	0.611	بهبود
improves	0.929	0.625	0.727	بهبود می بخشد
improving	0.911	0.510	0.682	در حال بهبود
improvisation	0.631	0.812	0.529	ابتکار
improvise	0.646	0.650	0.519	بداهه
improvised	0.610	0.673	0.443	بداهه
imprudent	0.170	0.676	0.265	بی احتیاط
impudence	0.214	0.500	0.472	گستاخی
impudent	0.302	0.604	0.462	گستاخ
impulse	0.530	0.840	0.611	تکانه
impulsive	0.365	0.864	0.607	تکانشی
impunity	0.313	0.721	0.602	بخشودگی
impure	0.260	0.560	0.208	نجس
impurity	0.173	0.546	0.306	ناخالصی
imputation	0.333	0.654	0.621	نسبت دادن
imtryingtosleep	0.438	0.363	0.385	تلاش برای خوابیدن
inability	0.150	0.529	0.250	عجز
inaccessible	0.083	0.585	0.446	غیر قابل دسترس
inaccurate	0.135	0.450	0.250	نادرست
inaction	0.323	0.225	0.325	بی عملی
inactivate	0.245	0.240	0.415	غیر فعال کردن
inactivation	0.198	0.260	0.220	غیر فعال سازی
inactive	0.271	0.167	0.159	غیر فعال
inactivity	0.135	0.143	0.227	عدم فعالیت
inadequacy	0.286	0.500	0.297	بی کفایتی
inadequate	0.122	0.450	0.223	ناکافی
inadequateness	0.240	0.529	0.316	ناکافی بودن
inadmissible	0.188	0.636	0.389	غیر قابل قبول
inadvertent	0.365	0.368	0.286	سهوی
inadvertently	0.302	0.541	0.549	ناخواسته
inaffable	0.388	0.518	0.455	ناگفتنی
inalienable	0.437	0.459	0.608	غیرقابل انکار
inane	0.271	0.350	0.268	احمقانه
inanimate	0.281	0.143	0.224	بی جان
inapplicable	0.281	0.402	0.330	غیر قابل اجرا
inappropriate	0.135	0.542	0.353	نامناسب
inattention	0.208	0.433	0.188	بی توجهی
inaudible	0.280	0.398	0.358	غیر قابل شنیدن
inaugural	0.684	0.567	0.608	افتتاحیه
inaugurate	0.781	0.582	0.800	افتتاح
inauguration	0.847	0.712	0.769	افتتاح
inborn	0.590	0.288	0.546	ذاتی
inbound	0.531	0.388	0.538	ورودی
inbred	0.397	0.520	0.473	همخون
incalculable	0.449	0.620	0.679	غیر قابل محاسبه
incandescent	0.354	0.612	0.621	رشته ای
incantation	0.439	0.632	0.548	افسون
incapable	0.156	0.529	0.155	ناتوان
incapacity	0.052	0.500	0.217	ناتوانی
incarceration	0.100	0.800	0.397	حبس
incarnate	0.552	0.651	0.593	مجسم کردن
incase	0.580	0.196	0.365	در صورت
incendiary	0.281	0.810	0.598	آتش زا
incense	0.698	0.275	0.328	بخور دادن
incensed	0.338	0.643	0.392	برافروخته
incentive	0.812	0.618	0.718	مشوق
inception	0.604	0.425	0.561	شروع
incessant	0.438	0.760	0.544	بی وقفه
incessantly	0.417	0.765	0.606	بی وقفه
incest	0.073	0.853	0.491	محارم
incestuous	0.188	0.736	0.442	محارم
inch	0.481	0.327	0.300	اینچ
incidence	0.417	0.527	0.429	وقوع
incident	0.084	0.662	0.482	حادثه
incidental	0.281	0.610	0.404	اتفاقی
incidentally	0.479	0.500	0.500	اتفاقا
incineration	0.229	0.787	0.470	سوزاندن
incinerator	0.250	0.643	0.591	زباله سوز
incipient	0.442	0.382	0.430	ابتدایی
incision	0.240	0.663	0.558	برش
incisive	0.380	0.602	0.545	نافذ
incite	0.449	0.736	0.642	تحریک کردن
incitement	0.302	0.943	0.598	تحریک
inclement	0.260	0.676	0.616	شدید
inclination	0.378	0.490	0.538	تمایل
incline	0.490	0.423	0.345	متمایل شدن
inclined	0.469	0.347	0.402	شیب دار
include	0.729	0.449	0.702	عبارتند از
included	0.760	0.402	0.570	مشمول
including	0.700	0.378	0.518	شامل
inclusion	0.774	0.404	0.712	شمول
inclusive	0.604	0.420	0.564	شامل
incognito	0.610	0.490	0.446	ناشناس
incoherent	0.122	0.612	0.250	نامنسجم
income	0.750	0.510	0.728	درآمد
incoming	0.660	0.509	0.596	ورودی
incomparable	0.625	0.577	0.670	غیر قابل مقایسه
incompatible	0.196	0.500	0.310	ناسازگار
incompetence	0.077	0.551	0.208	بی کفایتی
incompetent	0.133	0.566	0.239	بی عرضه
incomplete	0.153	0.370	0.205	ناقص
incompletely	0.344	0.442	0.232	به طور ناقص
incompleteness	0.271	0.451	0.234	ناقص بودن
incomprehensible	0.250	0.550	0.344	غیر قابل درک
inconceivable	0.198	0.552	0.561	غیر قابل تصور
inconclusive	0.153	0.442	0.340	بی نتیجه
incongruous	0.177	0.504	0.343	ناهمخوان
inconsequential	0.250	0.480	0.345	بی اهمیت
inconsiderate	0.224	0.519	0.423	بی ملاحظه
inconsistency	0.125	0.480	0.314	ناسازگاری
inconsistent	0.271	0.431	0.295	ناسازگار
inconspicuous	0.604	0.214	0.368	نامحسوس
incontinence	0.150	0.598	0.272	بی اختیاری
inconvenience	0.063	0.667	0.291	ناراحتی
inconvenient	0.224	0.610	0.375	نامناسب
incorporate	0.745	0.612	0.571	گنجاندن
incorporation	0.573	0.404	0.768	الحاق
incorrect	0.140	0.569	0.255	غلط
incorrigible	0.130	0.667	0.500	اصلاح ناپذیر
increase	0.810	0.657	0.886	افزایش دادن
increased	0.684	0.660	0.773	افزایش یافت
incredible	0.857	0.796	0.902	باور نکردنی
incredulous	0.286	0.510	0.269	بی اعتقاد
increment	0.684	0.637	0.750	افزایش
incriminate	0.188	0.810	0.416	متهم کردن
incriminating	0.133	0.788	0.500	متهم کننده
incrimination	0.152	0.865	0.545	جرم انگاری
incubation	0.461	0.490	0.397	دوره نهفتگی یا کمون
incubator	0.510	0.435	0.405	ماشین جوجه کشی
incubus	0.458	0.529	0.482	انکوبوس
incumbent	0.396	0.540	0.565	متصدی
incur	0.312	0.667	0.495	متحمل شدن
incurable	0.104	0.667	0.255	غیر قابل درمان
incursion	0.552	0.830	0.719	هجوم
indebted	0.138	0.698	0.275	بدهکار
indecency	0.135	0.670	0.491	بی حیایی
indecent	0.083	0.683	0.240	ناشایست
indecision	0.184	0.480	0.196	بلاتکلیفی
indecisive	0.271	0.420	0.190	بلاتکلیف
indefensible	0.173	0.647	0.484	غیر قابل دفاع
indefinite	0.448	0.292	0.296	نامعین
indelible	0.490	0.337	0.591	پاک نشدنی
indemnification	0.521	0.490	0.770	غرامت
indemnify	0.449	0.548	0.613	غرامت بدهد
indemnity	0.470	0.607	0.692	غرامت
indent	0.479	0.346	0.379	تورفتگی
indentation	0.374	0.500	0.349	تورفتگی
indenture	0.434	0.382	0.636	قرارداد
independence	0.896	0.663	0.911	استقلال
independent	0.885	0.440	0.872	مستقل
indescribable	0.448	0.529	0.648	غیر قابل توصیف
indestructible	0.772	0.731	0.853	نابود نشدنی
indeterminate	0.360	0.402	0.322	نامشخص
index	0.448	0.268	0.342	فهرست مطالب
indicate	0.594	0.350	0.676	نشان می دهد
indicating	0.745	0.339	0.555	نشان می دهد
indication	0.719	0.432	0.750	نشانه
indicative	0.510	0.510	0.591	نشان دهنده
indicator	0.573	0.451	0.670	نشانگر
indice	0.469	0.377	0.541	شاخص
indict	0.188	0.731	0.458	کیفرخواست
indictment	0.245	0.745	0.577	اعلام جرم
indie	0.479	0.368	0.430	مستقل
indifference	0.265	0.417	0.299	بی تفاوتی
indifferent	0.396	0.157	0.250	بي تفاوت
indigenous	0.500	0.509	0.552	بومی
indigent	0.156	0.481	0.223	بیچاره
indigestion	0.204	0.610	0.182	سوء هاضمه
indignant	0.260	0.600	0.423	خشمگین
indignation	0.173	0.778	0.431	خشم
indignity	0.167	0.500	0.306	هتک ابرو
indigo	0.514	0.365	0.473	نیلی
indirect	0.385	0.402	0.330	غیر مستقیم
indiscreet	0.177	0.587	0.342	بی احتیاط
indiscretion	0.265	0.637	0.390	بی احتیاطی
indispensable	0.710	0.449	0.802	ضروری
indisposed	0.122	0.519	0.206	ناتوان
indistinct	0.255	0.340	0.360	نامشخص
indistinguishable	0.346	0.458	0.548	غیر قابل تشخیص
individual	0.627	0.327	0.533	شخصی
individuality	0.612	0.469	0.527	فردیت
indivisible	0.646	0.398	0.580	غیر قابل تقسیم
indoctrination	0.327	0.657	0.698	تلقین
indolent	0.177	0.381	0.259	تنبل
indomitable	0.458	0.800	0.830	رام نشدنی
indoor	0.615	0.245	0.347	داخلی
induce	0.257	0.606	0.684	وادار کردن
induced	0.397	0.471	0.491	القاء شده
inducement	0.647	0.765	0.685	انگیزه
induction	0.392	0.593	0.627	القاء
indulge	0.833	0.716	0.669	افراط کردن
indulgence	0.479	0.490	0.517	زیاده خواهی
indulgent	0.560	0.481	0.529	ممتنع
industrial	0.469	0.600	0.875	صنعتی
industrialist	0.562	0.633	0.843	صنعتگر
industrious	0.720	0.537	0.791	سخت کوش
industry	0.650	0.447	0.836	صنعت
ineffable	0.551	0.577	0.585	غیر قابل توصیف
ineffective	0.093	0.422	0.094	بی اثر
ineffectual	0.163	0.412	0.200	بی تاثیر
inefficiency	0.092	0.466	0.181	ناکارآمدی
inefficient	0.190	0.460	0.173	ناکارآمد
inelastic	0.396	0.426	0.385	غیر کشسان
ineligible	0.143	0.377	0.457	غیر واجد شرایط
inept	0.156	0.418	0.209	بی منطق
ineptitude	0.177	0.471	0.250	ناتوانی
inequality	0.122	0.575	0.259	نابرابری
inequitable	0.281	0.519	0.373	ناعادلانه
inert	0.323	0.180	0.319	بی اثر
inertia	0.344	0.288	0.322	اینرسی
inevitable	0.316	0.419	0.623	اجتناب ناپذیر
inexact	0.153	0.459	0.170	غیر دقیق
inexcusable	0.271	0.582	0.546	غیر قابل توجیه
inexhaustible	0.602	0.541	0.643	تمام نشدنی
inexpensive	0.694	0.414	0.260	ارزان
inexperience	0.208	0.614	0.151	بی تجربگی
inexperienced	0.281	0.473	0.231	بی تجربه
inexplicable	0.224	0.635	0.443	غیر قابل توضیح
inexpressible	0.198	0.608	0.364	غیر قابل بیان
infallibility	0.583	0.663	0.764	عصمت
infallible	0.776	0.687	0.809	خطاناپذیر
infamous	0.146	0.580	0.472	بدنام
infamy	0.177	0.676	0.421	بدنامی
infancy	0.750	0.399	0.370	دوران نوزادی
infant	0.802	0.431	0.328	نوزاد
infanticide	0.167	0.856	0.443	کودک کشی
infantile	0.604	0.382	0.259	نوزادی
infantry	0.531	0.684	0.791	پیاده نظام
infarct	0.080	0.846	0.386	انفارکتوس
infatuated	0.729	0.764	0.417	شیفته
infatuation	0.844	0.745	0.530	شیفتگی
infeasible	0.245	0.472	0.236	غیر قابل اجرا
infect	0.102	0.777	0.424	آلوده کردن
infection	0.083	0.735	0.407	عفونت
infectious	0.142	0.760	0.422	عفونی
infer	0.449	0.490	0.453	نتیجه گیری
inference	0.359	0.479	0.398	استنتاج
inferential	0.426	0.451	0.455	استنباطی
inferior	0.260	0.254	0.106	پست تر
inferiority	0.177	0.430	0.205	حقارت
infernal	0.083	0.837	0.571	جهنمی
inferno	0.051	0.857	0.463	دوزخ
infertile	0.274	0.458	0.255	نابارور
infertility	0.170	0.664	0.328	ناباروری
infestation	0.256	0.776	0.527	آلودگی
infidel	0.177	0.740	0.404	کافر
infidelity	0.062	0.777	0.392	خیانت
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	نفوذ کند
infiltration	0.265	0.792	0.536	نفوذ
infinite	0.724	0.583	0.735	نا محدود
infinitely	0.688	0.643	0.829	بی نهایت
infinitesimal	0.388	0.472	0.496	بی نهایت کوچک
infinity	0.516	0.459	0.805	بی نهایت
infirm	0.115	0.521	0.210	ناتوان
infirmary	0.500	0.438	0.517	درمانگاه
infirmity	0.094	0.482	0.252	ناتوانی
inflammation	0.146	0.765	0.423	التهاب
inflammatory	0.177	0.642	0.404	التهابی
inflatable	0.510	0.510	0.400	بادی
inflate	0.305	0.569	0.462	باد کردن
inflated	0.303	0.431	0.617	باد کرده
inflation	0.219	0.792	0.508	تورم
inflection	0.385	0.635	0.377	عطف
inflict	0.167	0.760	0.609	ایجاد کند
infliction	0.302	0.722	0.571	ایجاد
inflorescence	0.459	0.344	0.412	گل آذین
influence	0.622	0.663	0.824	نفوذ
influential	0.899	0.688	0.944	موثر
influenza	0.271	0.718	0.321	آنفولانزا
influx	0.622	0.635	0.575	هجوم
info	0.750	0.330	0.642	اطلاعات
infomercial	0.427	0.462	0.555	اطلاعات تجاری
inform	0.723	0.582	0.679	آگاه کردن
informal	0.480	0.398	0.441	دوستانه و غیر رسمی
informant	0.604	0.612	0.719	خبرچین
information	0.765	0.370	0.711	اطلاعات
informative	0.812	0.419	0.741	آموزنده
informed	0.543	0.298	0.617	مطلع
informer	0.521	0.578	0.580	خبر رسان
infraction	0.245	0.660	0.471	تخلف
infrared	0.469	0.588	0.526	فرو سرخ
infrastructure	0.604	0.460	0.694	زیر ساخت
infrequent	0.312	0.377	0.192	نادر
infrequently	0.204	0.250	0.327	به ندرت
infringement	0.153	0.800	0.481	نقض
infuriate	0.102	0.934	0.596	خشمگین کردن
infuriated	0.073	0.930	0.510	خشمگین شد
infuriates	0.135	0.913	0.627	خشمگین می کند
infuriating	0.139	0.870	0.509	خشمگین
infuse	0.380	0.705	0.589	تزریق کنند
infused	0.385	0.473	0.546	تزریق شده است
infuser	0.469	0.433	0.536	تزریق کننده
infusion	0.583	0.365	0.453	تزریق
ingenious	0.760	0.690	0.891	مبتکرانه
ingenuity	0.708	0.590	0.868	نبوغ
ingest	0.510	0.559	0.473	بلعیدن
ingestion	0.429	0.612	0.512	گوارشی
ingot	0.688	0.444	0.615	شمش
ingrained	0.531	0.490	0.712	ریشه دار
ingrate	0.235	0.606	0.327	قدردانی کردن
ingredient	0.792	0.373	0.451	جزء
ingress	0.601	0.366	0.736	ورود
inhabit	0.656	0.378	0.556	ساکن بودن
inhabitant	0.604	0.356	0.519	مقیم
inhabited	0.667	0.361	0.510	مسکونی
inhabiting	0.458	0.440	0.598	ساکن
inhalation	0.510	0.613	0.464	استنشاق
inhale	0.427	0.340	0.492	استنشاق
inhaler	0.408	0.500	0.349	استنشاقی
inherent	0.562	0.439	0.480	ذاتی
inherit	0.745	0.546	0.694	به ارث می برند
inheritance	0.900	0.565	0.798	وراثت
