English Word	Valence	Arousal	Dominance	Turkish Word
hectares	0.570	0.250	0.471	hektar
hectic	0.167	0.811	0.438	telaşlı
hedge	0.604	0.602	0.569	çit
hedgehog	0.458	0.491	0.377	kirpi
hedonism	0.510	0.500	0.608	hazcılık
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	önemsemek
heel	0.480	0.350	0.385	topuk
heels	0.500	0.439	0.396	topuklar
heft	0.503	0.340	0.530	ağırlık
hefty	0.550	0.654	0.745	ağır
hegemonic	0.462	0.519	0.558	hegemonik
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	düve
height	0.677	0.608	0.648	yükseklik
heighten	0.755	0.622	0.765	yükseltmek
heightened	0.592	0.529	0.788	yükseltilmiş
heinous	0.133	0.792	0.471	iğrenç
heir	0.840	0.654	0.764	varis
heiress	0.827	0.571	0.676	mirasçı
heirloom	0.684	0.375	0.745	yadigarı
heirs	0.796	0.519	0.698	mirasçılar
heist	0.184	0.850	0.645	soygun
helical	0.379	0.429	0.468	helezoni
helicopter	0.714	0.806	0.617	helikopter
helipad	0.780	0.637	0.573	helikopter pisti
heliport	0.594	0.604	0.527	helikopter pisti
helium	0.490	0.316	0.304	helyum
helix	0.521	0.462	0.509	sarmal
hell	0.020	0.918	0.565	cehennem
hellfire	0.143	0.890	0.618	cehennem ateşi
hellhole	0.200	0.615	0.421	cehennem çukuru
hellish	0.125	0.860	0.545	cehennem gibi
helm	0.511	0.450	0.615	dümen
helmet	0.573	0.327	0.402	kask
helmsman	0.490	0.441	0.647	dümenci
help	0.673	0.471	0.460	Yardım Edin
helper	0.704	0.438	0.567	yardımcı
helpful	0.816	0.337	0.705	yardımsever
helpless	0.104	0.420	0.214	çaresiz
helplessness	0.087	0.480	0.250	çaresizlik
hem	0.562	0.283	0.291	etek ucu
hematite	0.448	0.389	0.342	hematit
hematoma	0.146	0.600	0.398	hematom
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	yarım küre
hemispheric	0.562	0.449	0.603	yarım küre
hemlock	0.438	0.350	0.434	baldıran otu
hemoglobin	0.469	0.481	0.418	hemoglobin
hemorrhage	0.031	0.849	0.426	kanama
hemorrhoids	0.133	0.702	0.304	hemoroid
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	kenevir
hen	0.385	0.276	0.241	tavuk
henceforth	0.527	0.404	0.466	bundan böyle
henhouse	0.500	0.577	0.414	kümes
hepatitis	0.055	0.596	0.358	hepatit
herald	0.643	0.382	0.500	haberci
heraldry	0.550	0.520	0.607	hanedanlık armaları
herb	0.643	0.418	0.353	ot
herbaceous	0.560	0.220	0.310	otsu
herbal	0.592	0.255	0.390	bitkisel
herbarium	0.602	0.188	0.327	herbaryum
herbs	0.620	0.299	0.308	otlar
herd	0.592	0.500	0.474	sürü
hereditary	0.531	0.600	0.737	kalıtsal
heredity	0.704	0.445	0.818	kalıtım
heresy	0.265	0.765	0.443	sapkınlık
heretic	0.090	0.710	0.447	sapkın
heretical	0.229	0.630	0.487	inanışa ters düşen
heretofore	0.479	0.388	0.385	şimdiye kadar
hereunto	0.500	0.225	0.333	buraya kadar
herewith	0.450	0.360	0.415	bu vesile ile
heritage	0.842	0.512	0.815	miras
hermaphrodite	0.480	0.684	0.481	hermafrodit
hermeneutics	0.406	0.577	0.562	hermeneutik
hermit	0.271	0.337	0.351	keşiş
hernia	0.146	0.486	0.223	fıtık
hero	0.940	0.806	0.881	kahraman
heroic	0.890	0.770	0.912	kahramanca
heroics	0.865	0.673	0.894	kahramanlıklar
heroin	0.276	0.843	0.655	eroin
heroine	0.729	0.755	0.833	kadın kahraman
heroism	0.844	0.802	0.898	kahramanlık
herpes	0.110	0.600	0.309	uçuk
herpesvirus	0.219	0.558	0.435	herpes virüsü
herring	0.531	0.387	0.422	ringa
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	tereddütlü
hesitate	0.459	0.548	0.232	tereddüt etmek
hesitating	0.265	0.528	0.240	tereddüt
hesitation	0.286	0.396	0.217	tereddüt
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	heterojenlik
hew	0.417	0.470	0.377	yontmak
hex	0.410	0.510	0.363	altıgen
hexagon	0.542	0.226	0.425	altıgen
heyday	0.646	0.680	0.673	parlak gün
hiatus	0.479	0.294	0.352	ara
hibernate	0.500	0.317	0.431	kış uykusuna yatmak
hibernation	0.469	0.245	0.384	kış uykusu
hiccup	0.271	0.549	0.240	hıçkırık
hick	0.357	0.442	0.314	hıçkırık
hickey	0.448	0.529	0.345	hıçkırık
hickory	0.520	0.490	0.415	ceviz
hidden	0.208	0.430	0.327	gizlenmiş
hide	0.438	0.510	0.218	saklamak
hideaway	0.448	0.481	0.360	saklanma yeri
hideous	0.091	0.750	0.328	iğrenç
hideout	0.337	0.443	0.302	saklanma yeri
hiding	0.250	0.567	0.364	gizleme
hierarchical	0.521	0.620	0.939	hiyerarşik
hierarchy	0.583	0.722	0.902	hiyerarşi
hieroglyphics	0.479	0.325	0.509	hiyeroglif
high	0.684	0.510	0.614	yüksek
high heels	0.646	0.528	0.429	yüksek topuklu
highball	0.656	0.520	0.481	yüksek top
higher	0.866	0.528	0.713	daha yüksek
highest	0.771	0.640	0.710	en yüksek
highland	0.615	0.481	0.611	yayla
highlands	0.735	0.431	0.596	yaylalar
highlight	0.844	0.637	0.882	vurgulamak
highness	0.740	0.670	0.931	yücelik
hight	0.667	0.637	0.645	yükseklik
hightail	0.448	0.480	0.481	fırlamak
highway	0.640	0.583	0.425	otoyol
hijack	0.042	0.908	0.594	Merhaba Jack
hijacker	0.104	0.953	0.683	korsan
hike	0.615	0.442	0.538	yürüyüş
hiker	0.694	0.802	0.644	uzun yürüyüşe çıkan kimse
hiking	0.820	0.843	0.670	Doğa yürüyüşü
hiking boot	0.657	0.353	0.446	yürüyüş botu
hilarious	0.750	0.640	0.537	gülünç
hilarity	0.745	0.480	0.575	neşe
hill	0.615	0.353	0.518	Tepe
hillside	0.625	0.292	0.458	yamaç
hilltop	0.688	0.643	0.787	tepe
hilly	0.643	0.479	0.603	tepelik
hilt	0.396	0.650	0.537	kabza
hind	0.483	0.644	0.337	arka
hinder	0.276	0.537	0.470	engellemek
hindering	0.260	0.654	0.435	engelleyici
hindrance	0.135	0.545	0.473	engel
hindsight	0.333	0.431	0.532	gez
hinge	0.458	0.292	0.417	menteşe
hint	0.602	0.330	0.517	ipucu
hinterland	0.530	0.520	0.457	hinterlandı
hip	0.448	0.415	0.345	belki
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippi
hippo	0.490	0.404	0.477	su aygırı
hippopotamus	0.541	0.472	0.615	su aygırı
hire	0.688	0.558	0.556	kiralamak
hirsute	0.385	0.483	0.373	kıllı
hiss	0.388	0.480	0.370	tıslama
hissing	0.500	0.454	0.400	tıslama
histology	0.490	0.320	0.560	histoloji
historian	0.688	0.270	0.637	tarihçi
historic	0.816	0.473	0.784	tarihi
historical	0.653	0.357	0.833	tarihi
historiography	0.562	0.415	0.634	tarihçilik
history	0.729	0.382	0.754	Tarih
hit	0.235	0.931	0.679	vurmak
hitch	0.512	0.480	0.554	aksama
hitchhike	0.396	0.622	0.385	otostop
hitchhiker	0.594	0.626	0.603	otostopçu
hitherto	0.448	0.356	0.463	şimdiye kadar
hitter	0.418	0.683	0.713	vurucu
hive	0.471	0.452	0.544	kovan
hives	0.417	0.473	0.591	kovanlar
hoard	0.506	0.412	0.518	zula
hoarse	0.281	0.402	0.315	boğuk
hoary	0.469	0.298	0.424	ağarmış
hoax	0.146	0.696	0.303	şaka
hob	0.633	0.363	0.415	ocak
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	hobi
hobo	0.323	0.443	0.282	serseri
hock	0.513	0.452	0.412	hokka
hockey	0.565	0.786	0.548	hokey
hoe	0.302	0.480	0.418	çapa
hog	0.317	0.509	0.271	açgözlü
hogwash	0.420	0.490	0.361	pislik
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	vinç
hokey	0.604	0.667	0.430	Hokey
hold	0.448	0.290	0.364	tutmak
holder	0.592	0.330	0.713	Kulp
holding	0.600	0.385	0.670	tutma
holdup	0.398	0.471	0.398	gecikmek
hole	0.531	0.310	0.330	delik
holiday	0.948	0.431	0.593	tatil
holidays	0.939	0.521	0.512	Bayram
holidayseason	0.875	0.566	0.518	tatil sezonu
holiness	0.860	0.264	0.742	kutsallık
holistic	0.670	0.348	0.547	bütünsel
holler	0.276	0.825	0.406	bağırmak
hollow	0.300	0.337	0.222	oyuk
holly	0.510	0.250	0.443	çobanpüskülü
holocaust	0.062	0.918	0.618	soykırım
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holografik
holster	0.561	0.255	0.339	kılıf
holy	0.812	0.112	0.690	kutsal
holyspirit	0.740	0.480	0.526	Kutsal ruh
homage	0.833	0.560	0.737	saygı
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	ev
homeboy	0.602	0.255	0.436	ev çocuğu
homecoming	0.760	0.413	0.472	eve dönüş
homeland	0.663	0.439	0.868	vatan
homeless	0.042	0.450	0.188	evsiz
homely	0.745	0.157	0.399	sade
homemade	0.869	0.340	0.398	ev yapımı
homeopathic	0.417	0.268	0.400	homeopatik
homeopathy	0.469	0.284	0.439	homeopati
homeowner	0.635	0.397	0.962	ev sahibi
homeroom	0.604	0.480	0.491	ev Odası
homesick	0.436	0.304	0.347	Vatan hasreti çeken
homestead	0.865	0.221	0.536	çiftlik evi
homesweethome	0.796	0.380	0.538	Evim güzel evim
hometown	0.858	0.333	0.605	Memleket
homeward	0.833	0.275	0.435	eve doğru
homework	0.396	0.412	0.459	ev ödevi
homey	0.769	0.278	0.500	ev gibi
homicidal	0.020	0.912	0.573	öldürücü
homicide	0.010	0.973	0.518	cinayet
homily	0.621	0.358	0.425	vaaz
homing	0.551	0.460	0.527	hedef arama
hominy	0.479	0.382	0.429	homini
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	homojenlik
homogeneous	0.552	0.255	0.617	homojen
homologous	0.471	0.353	0.536	homolog
homologue	0.542	0.356	0.509	homolog
homology	0.571	0.494	0.527	homoloji
homophobic	0.130	0.736	0.464	homofobik
honcho	0.469	0.464	0.397	şef
hone	0.688	0.392	0.473	bilemek
honest	0.927	0.254	0.750	açık sözlü
honesty	0.938	0.411	0.728	dürüstlük
honey	0.920	0.431	0.510	bal
honeycomb	0.541	0.417	0.412	bal peteği
honeymoon	0.979	0.678	0.526	balayı
honeysuckle	0.597	0.451	0.517	hanımeli
honk	0.549	0.635	0.415	korna çalmak
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	Onur
honorable	0.963	0.412	0.830	onurlu
honorarium	0.796	0.510	0.746	huzurevi
honorary	0.885	0.565	0.811	fahri
honored	0.938	0.447	0.732	onur
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	kapüşon
hooded	0.306	0.745	0.439	kukuletalı
hoodlum	0.354	0.720	0.432	serseri
hoof	0.427	0.341	0.365	toynak
hook	0.418	0.444	0.395	kanca
hooked	0.610	0.661	0.454	bağlanmış
hooker	0.214	0.889	0.373	fahişe
hookup	0.625	0.529	0.683	ilişki kurmak
hooky	0.468	0.500	0.452	kanca
hooligan	0.295	0.712	0.455	holigan
hoop	0.635	0.204	0.315	çember
hoopla	0.542	0.471	0.353	çember
hooray	0.610	0.481	0.536	Yaşasın
hoot	0.449	0.560	0.430	yuh
hooter	0.470	0.615	0.455	atıcı
hop	0.450	0.520	0.427	hoplamak
hope	0.927	0.317	0.739	Ümit etmek
hopeful	0.947	0.357	0.627	umutlu
hopeless	0.094	0.298	0.112	Umutsuz
hopelessness	0.052	0.402	0.223	umutsuzluk
hopes	0.917	0.500	0.702	umutlar
hoping	0.684	0.469	0.454	umut etmek
hopper	0.396	0.491	0.442	huni
horde	0.286	0.713	0.684	kalabalık
horizon	0.729	0.284	0.590	ufuk
horizontal	0.573	0.304	0.387	yatay
horizontally	0.500	0.356	0.439	yatay olarak
hormonal	0.500	0.620	0.551	hormonlu
hormone	0.490	0.750	0.621	hormon
horn	0.385	0.510	0.366	Boynuz
horned	0.316	0.610	0.375	boynuzlu
hornet	0.398	0.594	0.500	eşekarısı
horny	0.490	0.908	0.560	azgın
horoscope	0.500	0.360	0.490	Burçlar
horrendous	0.073	0.755	0.365	korkunç
horrible	0.071	0.857	0.398	berbat
horribly	0.050	0.631	0.454	korkunç
horrid	0.052	0.765	0.419	korkunç
horrific	0.094	0.846	0.481	korkunç
horrified	0.040	0.885	0.368	dehşete düşmüş
horrifying	0.010	0.760	0.352	korkunç
horror	0.115	0.850	0.438	korku
horrors	0.061	0.852	0.409	dehşet
horse	0.635	0.510	0.529	atış
horseback	0.688	0.588	0.566	atlı
horseman	0.441	0.700	0.676	atlı
horsepower	0.594	0.735	0.735	beygir gücü
horseradish	0.321	0.584	0.476	yabanturpu
horseshit	0.153	0.582	0.179	at boku
horseshoe	0.673	0.350	0.406	at nalı
horsey	0.602	0.454	0.462	atlı
horticultural	0.594	0.387	0.509	bahçecilik
horticulture	0.700	0.420	0.434	bahçecilik
hosannah	0.679	0.373	0.500	hosannah
hose	0.469	0.288	0.263	hortum
hosiery	0.520	0.344	0.373	çorap
hospice	0.337	0.443	0.535	darülaceze
hospitable	0.791	0.470	0.661	misafirperver
hospital	0.323	0.537	0.598	hastane
hospitality	0.865	0.333	0.725	misafirperverlik
host	0.693	0.471	0.537	ev sahibi
hostage	0.163	0.923	0.325	rehin
hostel	0.479	0.500	0.398	pansiyon
hostess	0.792	0.604	0.688	hostes
hostile	0.188	0.877	0.474	hasım
hostilities	0.276	0.810	0.444	düşmanlıklar
hostility	0.122	0.775	0.465	düşmanlık
hot	0.490	0.740	0.573	sıcak
hot sauce	0.333	0.740	0.509	acı sos
hotbed	0.510	0.285	0.395	sıcak yatak
hotdog	0.720	0.438	0.373	sosisli
hotel	0.740	0.370	0.407	otel
hothead	0.240	0.849	0.518	öfkeli
hotline	0.592	0.565	0.663	yardım hattı
hotshot	0.500	0.727	0.615	sıcak çekim
hotyoga	0.683	0.609	0.446	sıcak yoga
hound	0.417	0.528	0.582	tazı
hour	0.552	0.265	0.336	saat
hourglass	0.542	0.284	0.492	kum saati
hourly	0.469	0.418	0.491	saatlik
house	0.587	0.135	0.533	ev
houseboat	0.604	0.389	0.429	yüzen ev
houseboy	0.479	0.415	0.393	uşak
housebroken	0.518	0.461	0.389	evi kırılmış
houseguest	0.530	0.500	0.481	misafir
household	0.781	0.230	0.667	ev
householder	0.816	0.541	0.833	ev sahibi
housekeeper	0.694	0.279	0.520	kahya
housekeeping	0.604	0.500	0.445	temizlik
housewarming	0.857	0.710	0.727	yeni eve taşınma partisi
housewife	0.656	0.361	0.449	ev hanımı
housework	0.484	0.413	0.342	ev işi
housing	0.776	0.304	0.591	Konut
hovel	0.333	0.296	0.322	kulübe
hover	0.510	0.431	0.404	üzerine gelmek
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	uluma
howsoever	0.459	0.309	0.345	her ne kadar
hoy	0.583	0.298	0.471	merhaba
hub	0.479	0.399	0.433	merkez
hubby	0.548	0.435	0.430	koca
huckleberry	0.600	0.279	0.296	yaban mersini
huddle	0.604	0.509	0.445	toplanmak
hue	0.507	0.416	0.417	renk tonu
huff	0.388	0.491	0.315	hırıltı
huffy	0.420	0.616	0.375	huysuz
hug	0.908	0.427	0.548	sarılmak
huge	0.573	0.625	0.783	Kocaman
hugger	0.520	0.480	0.412	kucaklayıcı
huggy	0.854	0.429	0.451	sarılmak
hugs	0.980	0.422	0.600	sarılmalar
hulk	0.460	0.740	0.750	Hulk
hull	0.542	0.265	0.353	gövde
hum	0.490	0.296	0.276	uğultu
human	0.767	0.314	0.605	insan
humane	0.800	0.370	0.580	insancıl
humanitarian	0.786	0.317	0.709	insancıl
humanities	0.729	0.325	0.677	beşeri bilimler
humanity	0.750	0.360	0.727	insanlık
humankind	0.885	0.394	0.714	insanlık
humanoid	0.521	0.462	0.491	insansı
humanrights	0.792	0.559	0.730	insan hakları
humble	0.867	0.236	0.483	mütevazı
humbled	0.280	0.618	0.198	alçakgönüllü
humbly	0.771	0.194	0.370	alçakgönüllülükle
humbug	0.219	0.622	0.456	riyakârlık
humdrum	0.269	0.246	0.353	tekdüze
humid	0.375	0.324	0.366	nemli
humidity	0.464	0.373	0.367	nem
humiliate	0.052	0.714	0.275	aşağılamak
humiliated	0.104	0.712	0.216	aşağılanmış
humiliating	0.062	0.716	0.279	küçük düşürücü
humiliation	0.048	0.712	0.310	aşağılama
humility	0.740	0.118	0.444	alçakgönüllülük
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	sinek kuşu
humongous	0.378	0.538	0.536	devasa
humor	0.890	0.633	0.462	mizah
humored	0.854	0.657	0.545	esprili
humorist	0.958	0.790	0.607	mizahçı
humorous	0.906	0.616	0.665	nükteli, komik
hump	0.296	0.462	0.250	kambur
humpback	0.235	0.346	0.247	kambur
hunch	0.561	0.630	0.567	kambur
hunchback	0.208	0.390	0.259	kambur
hundred	0.604	0.370	0.406	yüz
hundredth	0.427	0.368	0.466	yüzüncü
hunger	0.083	0.554	0.328	açlık
hungry	0.083	0.690	0.254	aç
hunk	0.438	0.375	0.361	iri parça
hunks	0.417	0.453	0.482	yakışıklılar
hunky	0.469	0.571	0.438	yakışıklı
hunt	0.327	0.806	0.588	avlamak
hunter	0.292	0.817	0.817	avcı
hunting	0.448	0.713	0.714	avlanma
huntress	0.357	0.717	0.765	avcı
hurdle	0.198	0.682	0.434	engel
hurl	0.316	0.745	0.574	savurmak
hurrah	0.802	0.740	0.500	yaşasın
hurricane	0.177	0.958	0.787	kasırga
hurricanes	0.286	0.898	0.784	kasırgalar
hurried	0.314	0.806	0.393	acele
hurry	0.422	0.735	0.481	acele etmek
hurryup	0.473	0.791	0.555	acele et
hurt	0.062	0.773	0.291	acıtmak
hurtful	0.104	0.680	0.463	incitici
hurting	0.153	0.778	0.221	incinme
husband	0.771	0.500	0.655	erkek eş
husbandry	0.643	0.473	0.445	hayvancılık
hush	0.471	0.231	0.312	sus
hushed	0.292	0.194	0.272	sessiz
husk	0.378	0.173	0.147	kabuk
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	şirret
hustle	0.406	0.661	0.427	acele
hustler	0.260	0.821	0.627	dolandırıcı
hut	0.633	0.270	0.375	kulübe
hutch	0.385	0.453	0.520	kulübe
hyacinth	0.372	0.360	0.342	sümbül
hybrid	0.500	0.365	0.570	melez
hydra	0.406	0.598	0.534	hidra
hydrant	0.570	0.413	0.367	hidrant
hydrate	0.610	0.367	0.547	hidrat
hydraulic	0.522	0.398	0.596	hidrolik
hydraulics	0.500	0.530	0.588	hidrolik
hydrocephalus	0.286	0.629	0.393	hidrosefali
hydrodynamics	0.552	0.582	0.664	hidrodinamik
hydrogen	0.469	0.303	0.554	hidrojen
hydrographic	0.490	0.396	0.642	hidrografik
hydrology	0.500	0.380	0.509	hidroloji
hydrophobia	0.323	0.784	0.351	hidrofobi
hydroponics	0.500	0.549	0.500	hidroponik
hyena	0.396	0.719	0.464	sırtlan
hygiene	0.781	0.287	0.537	hijyen
hygienic	0.719	0.245	0.702	hijyenik
hygienist	0.698	0.389	0.682	hijyenist
hymen	0.469	0.651	0.457	kızlık zarı
hymn	0.735	0.292	0.634	ilahi
hype	0.510	0.500	0.586	heyecanlandırmak
hyped	0.708	0.582	0.679	heyecanlı
hyper	0.542	0.616	0.640	aşırı
hyperactive	0.500	0.921	0.660	hiperaktif
hyperbole	0.469	0.521	0.542	abartma
hyperspace	0.510	0.623	0.755	hiper uzay
hypertension	0.133	0.784	0.427	hipertansiyon
hypertrophy	0.312	0.625	0.413	hipertrofi
hyperventilate	0.347	0.729	0.556	hiperventilasyon
hyperventilating	0.164	0.802	0.625	soluk soluğa
hyphen	0.552	0.356	0.381	tire
hypnosis	0.417	0.410	0.546	hipnoz
hypnotic	0.571	0.560	0.569	hipnotik
hypnotist	0.490	0.455	0.627	hipnozcu
hypnotize	0.469	0.507	0.508	hipnotize etmek
hypnotized	0.449	0.434	0.380	hipnotize edilmiş
hypochondriac	0.194	0.588	0.333	hastalık hastası
hypocrisy	0.156	0.523	0.370	ikiyüzlülük
hypocrite	0.082	0.673	0.306	ikiyüzlü
hypocritical	0.048	0.740	0.415	ikiyüzlü
hypodermic	0.240	0.441	0.445	hipodermik
hypothalamus	0.593	0.427	0.539	hipotalamus
hypothermia	0.184	0.620	0.301	hipotermi
hypothesis	0.552	0.370	0.509	hipotez
hypothetical	0.480	0.367	0.361	varsayımsal
hysterectomy	0.178	0.660	0.470	histerektomi
hysteria	0.224	0.906	0.482	histeri
hysterical	0.290	0.942	0.398	histerik
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	buz
ice tea	0.771	0.337	0.336	soğuk çay
iceberg	0.344	0.540	0.648	buzdağı
icebox	0.560	0.222	0.370	buz kutusu
icebreaker	0.571	0.545	0.848	buzkıran
iced	0.564	0.482	0.339	buzlu
icing	0.688	0.452	0.411	buz örtüsü
icky	0.357	0.510	0.342	iğrenç
icon	0.549	0.349	0.415	simge
iconic	0.583	0.537	0.700	ikonik
iconography	0.602	0.382	0.653	ikonografi
icy	0.684	0.375	0.345	buzlu
id	0.449	0.344	0.391	İD
idea	0.750	0.538	0.704	fikir
ideal	0.802	0.437	0.736	ideal
idealism	0.635	0.436	0.689	idealizm
idealist	0.816	0.510	0.802	idealist
idealistic	0.812	0.469	0.755	idealist
identical	0.635	0.380	0.527	birebir aynı
identically	0.667	0.427	0.487	aynı şekilde
identification	0.714	0.451	0.692	Tanılama
identify	0.635	0.480	0.667	tanımlamak
identity	0.663	0.360	0.780	Kimlik
ideology	0.573	0.344	0.692	ideoloji
idiocy	0.112	0.635	0.137	aptallık
idiom	0.520	0.337	0.445	deyim
idiomatic	0.531	0.429	0.516	deyimsel
idiot	0.086	0.567	0.113	geri zekalı
idiotic	0.104	0.620	0.170	aptal
idiots	0.143	0.600	0.144	aptallar
idle	0.179	0.167	0.112	Boşta
idleness	0.308	0.330	0.228	tembellik
idler	0.200	0.304	0.194	avare
idol	0.684	0.805	0.853	idol
idolatry	0.365	0.571	0.625	putperestlik
idolizing	0.676	0.712	0.643	idolleştirmek
idyllic	0.571	0.394	0.593	pastoral
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	Keşke
igloo	0.569	0.302	0.345	eskimo
igneous	0.469	0.466	0.517	magmatik
ignite	0.458	0.785	0.675	tutuşturmak
ignition	0.365	0.720	0.657	ateşleme
ignorance	0.153	0.417	0.209	cehalet
ignorant	0.102	0.461	0.223	cahil
ignore	0.146	0.230	0.295	aldırmamak
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	hasta
illegal	0.061	0.787	0.337	yasadışı
illegality	0.094	0.635	0.427	yasadışılık
illegally	0.133	0.788	0.402	yasadışı olarak
illegible	0.296	0.490	0.315	okunaksız
illegitimate	0.184	0.644	0.302	gayri meşru
illicit	0.188	0.794	0.390	yasadışı
illiterate	0.120	0.410	0.151	okuma yazma bilmeyen
illness	0.098	0.717	0.211	hastalık
illogical	0.208	0.630	0.251	mantıksız
illuminate	0.905	0.646	0.782	aydınlatmak
illuminating	0.949	0.613	0.773	aydınlatıcı
illumination	0.760	0.588	0.537	aydınlatma
illuminator	0.770	0.566	0.718	Aydınlatıcı
illusion	0.562	0.490	0.387	yanılsama
illustrate	0.750	0.430	0.690	gözünde canlandırmak
illustration	0.740	0.441	0.640	illüstrasyon
illustrative	0.771	0.452	0.647	açıklayıcı
illustrious	0.673	0.550	0.741	şanlı
ilovechristmas	0.885	0.590	0.525	yılbaşını severim
iloveher	0.750	0.519	0.556	onu seviyorum
image	0.653	0.241	0.453	resim
imagery	0.653	0.327	0.390	görüntü
imaginable	0.613	0.529	0.596	hayal edilebilir
imaginary	0.560	0.424	0.310	hayali
imagination	0.802	0.491	0.547	hayal gücü
imaginative	0.780	0.541	0.593	yaratıcı
imagine	0.759	0.480	0.587	hayal etmek
imagined	0.656	0.412	0.418	hayal
imaging	0.724	0.394	0.482	görüntüleme
imagining	0.765	0.458	0.545	hayal etmek
imam	0.527	0.337	0.539	cami hocası
imbalance	0.115	0.538	0.264	dengesizlik
imbecile	0.082	0.569	0.260	embesil
imbedded	0.406	0.580	0.562	gömülü
imissyou	0.480	0.608	0.344	seni özledim
imitate	0.469	0.561	0.336	taklit etmek
imitated	0.333	0.391	0.442	taklit
imitation	0.406	0.592	0.343	taklit
immaculate	0.698	0.330	0.688	tertemiz
immaterial	0.296	0.309	0.295	önemsiz
immature	0.114	0.500	0.200	olgunlaşmamış
immaturity	0.146	0.567	0.221	olgunlaşmamışlık
immeasurable	0.510	0.539	0.712	ölçülemez
immeasurably	0.510	0.640	0.680	ölçülemeyecek kadar
immediacy	0.635	0.630	0.627	aciliyet
immediate	0.656	0.548	0.716	acil
immediately	0.552	0.780	0.707	hemen
immemorial	0.327	0.469	0.454	çok eski
immense	0.755	0.750	0.811	engin
immerse	0.510	0.577	0.509	daldırmak
immersion	0.510	0.556	0.564	daldırma
immigrant	0.357	0.663	0.509	göçmen
immigration	0.390	0.667	0.454	göç
imminent	0.490	0.784	0.643	yakın
immobile	0.225	0.217	0.298	hareketsiz
immoral	0.143	0.622	0.385	ahlaksız
immorality	0.188	0.689	0.315	ahlaksızlık
immortal	0.812	0.750	0.795	ölümsüz
immortality	0.688	0.635	0.861	ölümsüzlük
immovable	0.480	0.310	0.571	taşınmaz
immune	0.629	0.472	0.780	bağışıklık
immunity	0.633	0.316	0.786	bağışıklık
immunization	0.667	0.510	0.733	bağışıklama
immutable	0.427	0.431	0.571	değişmez
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	darbe
impair	0.153	0.500	0.360	bozmak, zayıflatmak
impaired	0.130	0.459	0.269	ayrılmış
impairment	0.170	0.571	0.220	bozulma
impart	0.521	0.441	0.694	vermek
