English Word	Valence	Arousal	Dominance	French Word
inventive	0.780	0.627	0.721	inventif
inventor	0.781	0.667	0.847	inventeur
inventory	0.594	0.463	0.490	inventaire
inverse	0.459	0.337	0.319	inverse
inversely	0.286	0.418	0.351	inversement
inversion	0.602	0.630	0.772	renversement
invert	0.510	0.585	0.706	inverser
inverted	0.310	0.471	0.357	inversé
invest	0.650	0.663	0.682	investir
investigate	0.640	0.500	0.781	enquêter
investigation	0.531	0.592	0.820	enquête
investigative	0.562	0.600	0.704	investigateur
investigator	0.615	0.509	0.779	enquêteur
investment	0.720	0.592	0.745	investissement
investor	0.794	0.655	0.791	investisseur
invidious	0.112	0.650	0.364	injuste
invigorate	0.821	0.798	0.831	revigorer
invincible	0.867	0.853	0.914	invincible
invisibility	0.438	0.461	0.382	invisibilité
invisible	0.417	0.345	0.412	invisible
invitation	0.802	0.549	0.647	invitation
invite	0.745	0.655	0.611	inviter
inviting	0.938	0.571	0.538	attrayant
invocation	0.430	0.620	0.673	invocation
invoice	0.480	0.380	0.474	facture d'achat
invoke	0.583	0.740	0.579	invoquer
involuntary	0.354	0.490	0.231	involontaire
involution	0.296	0.420	0.407	involution
involve	0.694	0.490	0.728	impliquer
involvement	0.760	0.620	0.696	participation
invulnerable	0.552	0.683	0.745	invulnérable
inwards	0.490	0.385	0.438	vers l'intérieur
iodine	0.390	0.265	0.333	iode
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	furieux
ire	0.198	0.740	0.575	colère
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	irrité
irks	0.276	0.781	0.339	irrite
iron	0.448	0.351	0.679	le fer
ironclad	0.561	0.648	0.679	cuirassé
ironic	0.435	0.550	0.500	ironique
irons	0.531	0.441	0.625	fers
irony	0.390	0.587	0.508	ironie
irradiation	0.385	0.736	0.509	irradiation
irrational	0.125	0.648	0.394	irrationnel
irrationality	0.198	0.735	0.361	irrationalité
irreconcilable	0.146	0.667	0.375	irréconciliable
irreducible	0.296	0.455	0.569	irréductible
irrefutable	0.496	0.549	0.716	irréfutable
irregular	0.312	0.548	0.321	irrégulier
irregularity	0.104	0.647	0.306	irrégularité
irregularly	0.292	0.565	0.397	irrégulièrement
irrelevant	0.138	0.311	0.296	hors du sujet
irreparable	0.061	0.530	0.430	irréparable
irreplaceable	0.479	0.580	0.833	irremplaçable
irrepressible	0.512	0.566	0.745	irrépressible
irresistible	0.823	0.833	0.839	irrésistible
irrespective	0.497	0.538	0.745	indépendamment
irresponsible	0.177	0.680	0.241	irresponsable
irreverent	0.191	0.694	0.634	irrévérencieux
irreversible	0.170	0.541	0.667	irréversible
irrevocable	0.296	0.560	0.712	irrévocable
irrigate	0.272	0.458	0.490	irriguer
irrigation	0.259	0.426	0.426	irrigation
irritability	0.146	0.853	0.283	irritabilité
irritable	0.112	0.952	0.462	irritable
irritate	0.167	0.890	0.368	irriter
irritated	0.210	0.816	0.281	irrité
irritates	0.173	0.810	0.295	irrite
irritating	0.104	0.912	0.393	irritant
irritation	0.073	0.833	0.496	irritation
island	0.745	0.347	0.432	île
isle	0.667	0.390	0.443	île
islet	0.612	0.314	0.367	îlot
isolate	0.235	0.422	0.336	isoler
isolated	0.221	0.356	0.255	isolé
isolation	0.198	0.338	0.339	isolation
isomorphism	0.448	0.361	0.481	isomorphisme
isothermal	0.459	0.491	0.500	isotherme
isotope	0.429	0.404	0.407	isotope
issue	0.316	0.819	0.351	publier
itch	0.319	0.610	0.465	démanger
itching	0.208	0.690	0.300	démangeaison
itchy	0.334	0.726	0.296	qui démange
item	0.594	0.270	0.465	Objet
itemize	0.459	0.527	0.518	détailler
items	0.542	0.401	0.434	éléments
iterate	0.449	0.460	0.440	répéter
iteration	0.531	0.449	0.486	itération
iterative	0.429	0.420	0.500	itératif
itinerant	0.449	0.545	0.439	itinérant
itinerary	0.551	0.550	0.454	itinéraire
ivory	0.625	0.235	0.566	Ivoire
jab	0.385	0.519	0.482	coup
jabber	0.417	0.506	0.342	jacasser
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	chacal
jackass	0.188	0.692	0.279	âne
jacket	0.656	0.302	0.382	veste
jackhammer	0.199	0.690	0.519	marteau-piqueur
jackpot	0.950	0.750	0.786	cagnotte
jackrabbit	0.625	0.379	0.344	lièvre
jacks	0.490	0.400	0.505	crics
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	blasé
jag	0.408	0.440	0.427	pointe
jagged	0.082	0.462	0.213	déchiqueté
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	prison
jailbird	0.240	0.567	0.473	récidiviste
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	geôlier
jailhouse	0.104	0.887	0.430	prison
jalopy	0.396	0.436	0.337	guimbarde
jam	0.510	0.548	0.318	Confiture
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	coincé
jammer	0.417	0.540	0.491	brouilleur
janitor	0.510	0.350	0.527	concierge
janitorial	0.490	0.373	0.481	conciergerie
japan	0.667	0.482	0.580	Japon
jar	0.430	0.346	0.318	pot
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	discordant
jasmine	0.765	0.230	0.286	jasmin
jasper	0.480	0.425	0.402	jaspe
jaundice	0.214	0.480	0.355	jaunisse
jaunt	0.808	0.451	0.500	balade
java	0.459	0.321	0.343	Java
javelin	0.385	0.481	0.465	javelot
jaw	0.500	0.510	0.420	mâchoire
jawbone	0.468	0.413	0.342	maxillaire
jaws	0.385	0.528	0.455	mâchoires
jay	0.531	0.408	0.389	geai
jazz	0.677	0.362	0.450	le jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	jaloux
jealousy	0.146	0.783	0.481	jalousie
jean	0.602	0.444	0.364	Jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	se moquer
jelly	0.651	0.294	0.256	gelée
jellybean	0.592	0.406	0.399	dragée
jellyfish	0.531	0.567	0.377	méduse
jenny	0.542	0.406	0.407	Jenny
jeopardize	0.260	0.877	0.582	compromettre
jeopardy	0.129	0.908	0.536	péril
jerk	0.194	0.630	0.238	secousse
jerks	0.214	0.788	0.395	secousses
jerky	0.233	0.538	0.358	saccadé
jersey	0.594	0.317	0.411	Jersey
jest	0.520	0.736	0.222	plaisanter
jester	0.388	0.670	0.264	fou du roi
jesus	0.800	0.400	0.620	Jésus
jet	0.612	0.721	0.606	jet
jetty	0.602	0.480	0.453	jetée
jewel	0.827	0.588	0.625	bijou
jeweler	0.760	0.482	0.500	bijoutier
jewelry	0.823	0.569	0.597	bijoux
jib	0.406	0.420	0.413	foc
jiff	0.576	0.404	0.349	instant
jiffy	0.410	0.444	0.380	instant
jig	0.531	0.396	0.357	gigue
jiggle	0.592	0.673	0.518	se trémousser
jigsaw	0.594	0.582	0.519	scie sauteuse
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	Jimmy
jingle	0.635	0.500	0.424	tinter
jinx	0.337	0.582	0.373	porte-poisse
jitters	0.224	0.918	0.192	frousse
jittery	0.344	0.856	0.255	nerveux
jive	0.561	0.551	0.373	swing
job	0.694	0.541	0.717	travail
jobinterview	0.684	0.837	0.723	entretien d'embauche
jock	0.592	0.656	0.473	sportif
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	suspensoir
jog	0.510	0.708	0.519	faire du jogging
jogger	0.417	0.510	0.424	joggeur
john	0.562	0.382	0.327	Jean
join	0.729	0.479	0.684	rejoindre
joined	0.667	0.394	0.600	rejoint
joining	0.755	0.469	0.685	joindre
joint	0.615	0.392	0.566	découper
jointly	0.708	0.425	0.602	conjointement
joke	0.704	0.610	0.316	plaisanter
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	plaisanterie
jolly	0.959	0.705	0.708	gai
jolt	0.365	0.708	0.358	secousse
jornada	0.417	0.500	0.533	journée
jot	0.406	0.323	0.350	iota
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	journal
journalism	0.622	0.500	0.684	journalisme
journalist	0.542	0.452	0.732	journaliste
journalistic	0.696	0.449	0.495	journalistique
journey	0.910	0.702	0.625	périple
journeyman	0.765	0.596	0.741	compagnon
joust	0.520	0.528	0.551	joute
jovial	0.823	0.460	0.526	jovial
joy	0.980	0.824	0.794	joie
joyful	0.990	0.740	0.667	joyeux
joyous	0.958	0.580	0.728	joyeux
joyride	0.694	0.550	0.500	balade
joys	0.981	0.643	0.651	joies
jubilant	0.844	0.673	0.664	radieux
jubilee	0.916	0.500	0.579	jubilé
judge	0.510	0.604	0.857	juge
judged	0.281	0.686	0.722	jugé
judging	0.240	0.625	0.693	juger
judgment	0.396	0.600	0.816	jugement
judgmental	0.330	0.602	0.579	jugement
judicial	0.378	0.667	0.833	judiciaire
judiciary	0.439	0.740	0.897	judiciaire
judicious	0.630	0.432	0.772	judicieux
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	cruche
juggle	0.594	0.760	0.426	Jongler
juggler	0.633	0.821	0.480	jongleur
juggling	0.562	0.874	0.346	jonglerie
jugular	0.271	0.573	0.426	jugulaire
juice	0.776	0.281	0.352	jus
juicer	0.552	0.520	0.564	presse-agrumes
juicy	0.823	0.529	0.490	juteux
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	juke-box
jumble	0.357	0.613	0.331	fouillis
jumbled	0.292	0.602	0.445	mélangé
jumbo	0.680	0.552	0.447	géant
jump	0.625	0.865	0.611	saut
jump rope	0.656	0.660	0.368	corde à sauter
jumper	0.615	0.336	0.481	sauteur
jumpsuit	0.562	0.365	0.361	combinaison
jumpy	0.353	0.810	0.216	nerveux
junction	0.490	0.481	0.364	jonction
juncture	0.365	0.582	0.491	conjoncture
jungle	0.500	0.510	0.481	jungle
junior	0.635	0.343	0.304	junior
juniper	0.583	0.327	0.352	genévrier
junk	0.115	0.481	0.118	déchet
junket	0.490	0.519	0.386	voyage
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	dépotoir
junta	0.451	0.503	0.704	junte
juridical	0.520	0.431	0.873	juridique
jurisdiction	0.480	0.580	0.820	juridiction
jurisprudence	0.360	0.425	0.764	jurisprudence
jurist	0.479	0.523	0.713	juriste
juror	0.582	0.640	0.750	juré
jury	0.479	0.607	0.789	jury
justice	0.760	0.538	0.787	Justice
justifiable	0.786	0.413	0.821	justifiable
justification	0.622	0.444	0.661	justification
justify	0.612	0.473	0.615	justifier
juststop	0.417	0.379	0.364	Arrête
justthebeginning	0.573	0.451	0.481	juste le commencement
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	juvénile
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	chou frisé
kaleidoscope	0.615	0.439	0.580	kaléidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangourou
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	fichu
karaoke	0.763	0.649	0.342	karaoké
karate	0.562	0.833	0.598	karaté
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmique
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	Quille
keen	0.823	0.719	0.806	enthousiaste
keep	0.714	0.296	0.547	donjon
keeper	0.612	0.457	0.773	gardien
keeping	0.592	0.280	0.723	en gardant
keepsake	0.740	0.307	0.491	souvenir
keg	0.551	0.389	0.404	tonnelet
kelp	0.479	0.264	0.213	varech
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	chenil
kerchief	0.520	0.189	0.236	foulard
kern	0.438	0.420	0.449	noyau
kernel	0.542	0.453	0.462	noyau
kerosene	0.302	0.472	0.427	kérosène
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	bouilloire
key	0.615	0.275	0.519	clé
keyboard	0.573	0.279	0.349	clavier
keyed	0.469	0.497	0.521	à clé
keyhole	0.438	0.358	0.356	trou de serrure
keynote	0.630	0.431	0.545	discours d'ouverture
keypad	0.604	0.255	0.330	clavier
keystone	0.573	0.438	0.491	clé de voûte
keyword	0.602	0.520	0.747	mot-clé
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	croquette
kick	0.271	0.791	0.526	donner un coup
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	botteur
kicking	0.327	0.802	0.510	coups de pied
kickoff	0.583	0.600	0.629	démarrer
kid	0.760	0.453	0.298	enfant
kidder	0.708	0.768	0.471	plaisantin
kidding	0.622	0.625	0.457	plaisanter
kiddo	0.674	0.393	0.419	gamin
kiddos	0.500	0.480	0.342	les enfants
kidnap	0.032	0.923	0.535	kidnapper
kidnapped	0.044	0.923	0.455	kidnappé
kidnapper	0.115	0.906	0.618	kidnappeur
kidnapping	0.094	0.880	0.561	enlèvement
kidney	0.448	0.363	0.380	un rein
kids	0.837	0.500	0.417	des gamins
kill	0.052	0.941	0.736	tuer
killer	0.041	0.971	0.543	tueur
killing	0.080	0.959	0.696	meurtre
killjoy	0.178	0.550	0.324	rabat-joie
kiln	0.451	0.423	0.414	four
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogramme
kilometer	0.490	0.439	0.485	kilomètre
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	proche
kind	0.918	0.240	0.618	gentil
kindergarten	0.833	0.462	0.308	Jardin d'enfants
kindling	0.520	0.651	0.421	allumage
kindness	0.938	0.350	0.508	la gentillesse
kindred	0.760	0.418	0.517	parenté
kinematics	0.594	0.480	0.614	cinématique
kinesiology	0.491	0.480	0.633	kinésiologie
kinetic	0.582	0.540	0.537	cinétique
king	0.677	0.690	0.892	Roi
king snake	0.458	0.835	0.647	Roi serpent
kingdom	0.714	0.547	0.910	Royaume
kingpin	0.357	0.626	0.642	pivot central
kink	0.337	0.634	0.321	entortiller
kinky	0.449	0.558	0.361	coquin
kinship	0.771	0.300	0.652	parenté
kiosk	0.500	0.286	0.321	kiosque
kirk	0.510	0.390	0.388	église
kiss	0.967	0.813	0.630	embrasser
kisser	0.844	0.682	0.618	embrasser
kissy	0.874	0.684	0.402	baiser
kit	0.583	0.344	0.420	trousse
kitchen	0.700	0.234	0.398	cuisine
kite	0.643	0.500	0.573	cerf-volant
kitten	0.816	0.343	0.260	chaton
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	truc
knapsack	0.551	0.317	0.268	sac à dos
knead	0.490	0.457	0.345	pétrir
knee	0.520	0.245	0.396	genou
kneecap	0.427	0.360	0.440	rotule
kneel	0.426	0.417	0.217	s'agenouiller
kneeling	0.245	0.435	0.144	a genou
knell	0.354	0.500	0.377	glas
knick	0.480	0.509	0.420	bibelot
knickers	0.552	0.428	0.328	culotte
knife	0.344	0.717	0.573	couteau
knight	0.780	0.441	0.835	Chevalier
knighthood	0.740	0.660	0.769	chevalerie
knit	0.630	0.144	0.295	tricoter
knob	0.340	0.360	0.272	bouton
knock	0.312	0.531	0.527	frappe
knockoff	0.350	0.606	0.240	contrefaçon
knockout	0.388	0.755	0.664	Assommer
knoll	0.434	0.347	0.333	monticule
knot	0.541	0.221	0.408	nouer
knots	0.418	0.346	0.267	noeuds
knotted	0.226	0.412	0.294	noué
know	0.765	0.361	0.704	connaître
knowing	0.833	0.353	0.658	connaissance
knowingly	0.500	0.459	0.481	sciemment
knowledge	0.847	0.430	0.896	connaissances
knowledgeable	0.865	0.455	0.971	bien informé
knuckle	0.655	0.333	0.393	articulation
knucklehead	0.157	0.485	0.288	crétin
knuckles	0.271	0.461	0.320	jointures
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	fou
kooky	0.418	0.582	0.366	excentrique
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	cos
kosher	0.469	0.443	0.312	kascher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	Kris
kryptonite	0.306	0.690	0.588	kryptonite
kudos	0.925	0.587	0.642	gloire
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	laboratoire
label	0.582	0.245	0.423	étiquette
labor	0.594	0.639	0.754	travail
laboratory	0.571	0.490	0.537	laboratoire
labored	0.646	0.451	0.637	laborieux
laborer	0.561	0.510	0.698	ouvrier
laboring	0.705	0.644	0.737	travaillant
laborious	0.393	0.635	0.709	laborieux
labyrinth	0.479	0.811	0.491	labyrinthe
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	dentelle
laceration	0.143	0.667	0.443	lacération
lack	0.250	0.365	0.242	manque
lackey	0.260	0.510	0.166	laquais
lacking	0.229	0.375	0.121	manquant
lackluster	0.250	0.311	0.264	terne
lacquer	0.510	0.353	0.258	laque
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactose
lad	0.637	0.388	0.336	garçon
ladder	0.560	0.438	0.358	échelle
laddie	0.668	0.539	0.391	gamin
laden	0.392	0.478	0.554	chargé
lading	0.388	0.463	0.409	chargement
ladle	0.531	0.368	0.352	louche
lady	0.854	0.481	0.602	la demoiselle
lady bug	0.490	0.434	0.381	coccinelle
ladybug	0.602	0.400	0.224	coccinelle
ladylike	0.592	0.559	0.538	distinguée
ladyship	0.561	0.480	0.822	madame
lag	0.220	0.375	0.246	décalage
lager	0.584	0.480	0.353	bière blonde
lagging	0.135	0.538	0.277	en retard
lagoon	0.660	0.231	0.373	lagune
lair	0.469	0.438	0.392	repaire
laity	0.510	0.320	0.487	laïcs
lake	0.694	0.196	0.425	Lac
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	agneau
lame	0.145	0.410	0.217	boiteux
lament	0.198	0.398	0.352	complainte
lamenting	0.156	0.390	0.254	se lamenter
lamina	0.510	0.314	0.408	lame
laminated	0.417	0.304	0.373	feuilleté
lamp	0.510	0.260	0.309	lampe
lamppost	0.420	0.337	0.455	lampadaire
lance	0.406	0.620	0.587	lance
lancer	0.417	0.528	0.519	lancier
land	0.582	0.260	0.616	terrain
landed	0.709	0.620	0.480	a atterri
landfall	0.521	0.434	0.407	touche terre
landfill	0.398	0.423	0.324	décharge
landing	0.552	0.696	0.596	un atterrissage
landlady	0.677	0.303	0.417	propriétaire
landlocked	0.280	0.391	0.367	enclavé
landlord	0.684	0.500	0.858	propriétaire
landmark	0.694	0.355	0.681	repère
lands	0.594	0.280	0.492	terres
landscape	0.719	0.176	0.423	paysage
landscaping	0.823	0.379	0.519	aménagement paysager
landslide	0.250	0.864	0.530	glissement de terrain
lane	0.449	0.490	0.451	voie
language	0.677	0.337	0.704	Langue
languid	0.281	0.270	0.283	languissant
languish	0.235	0.408	0.382	languir
languishing	0.308	0.459	0.353	languissant
lanky	0.412	0.426	0.370	dégingandé
lantern	0.622	0.250	0.243	lanterne
lap	0.583	0.510	0.412	tour
lapdog	0.388	0.490	0.269	petit chien
lapel	0.460	0.287	0.288	revers
lapse	0.420	0.316	0.281	laps
lapsed	0.357	0.333	0.276	expiré
laptop	0.724	0.270	0.519	portable
larceny	0.272	0.821	0.454	vol
lard	0.427	0.239	0.179	saindoux
larder	0.656	0.290	0.509	cellier
large	0.704	0.565	0.736	grand
larger	0.729	0.654	0.763	plus grande
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	alouette
larva	0.245	0.423	0.254	larve
laryngitis	0.125	0.500	0.370	laryngite
larynx	0.460	0.420	0.402	larynx
lasagna	0.719	0.441	0.396	lasagne
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	fouetter
lass	0.656	0.536	0.433	fille
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	dernier jour
lasting	0.804	0.535	0.745	durable
lastminute	0.418	0.582	0.385	dernière minute
latch	0.395	0.263	0.288	loquet
late	0.245	0.358	0.315	en retard
lateness	0.214	0.388	0.343	retard
latent	0.469	0.500	0.653	latent
lateral	0.469	0.370	0.322	latéral
laterally	0.562	0.255	0.450	latéralement
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	tour
lather	0.635	0.327	0.313	mousse
latitude	0.562	0.306	0.490	latitude
latrine	0.380	0.353	0.176	latrine
latrines	0.214	0.462	0.267	latrines
latte	0.615	0.320	0.311	latté
lattice	0.406	0.420	0.349	treillis
laud	0.493	0.427	0.383	louange
laudable	0.740	0.472	0.682	louable
laudation	0.542	0.547	0.623	louange
laudatory	0.612	0.417	0.450	élogieux
laugh	0.980	0.639	0.587	rire
laughable	0.592	0.627	0.298	ridicule
laughing	0.906	0.596	0.534	riant
laughingstock	0.427	0.779	0.312	risée
laughs	0.812	0.846	0.425	des rires
laughter	0.959	0.654	0.588	rire
launch	0.684	0.814	0.598	lancement
launcher	0.677	0.745	0.808	lanceur
launches	0.490	0.663	0.602	lance
launder	0.479	0.450	0.349	blanchir
laundering	0.439	0.327	0.444	blanchissage
laundry	0.644	0.292	0.377	lessive
laureate	0.724	0.402	0.702	lauréat
laurel	0.646	0.146	0.302	laurier
laurels	0.684	0.279	0.545	lauriers
lava	0.280	0.539	0.615	lave
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	toilettes
lavender	0.812	0.198	0.388	lavande
lavish	0.792	0.648	0.730	somptueux
law	0.740	0.590	0.815	droit
lawful	0.660	0.394	0.780	légitime
lawless	0.219	0.690	0.420	sans foi ni loi
