English Word	Valence	Arousal	Dominance	Slovak Word
impeccable	0.833	0.370	0.824	bezvadný
impede	0.271	0.510	0.604	prekážať
impediment	0.163	0.600	0.409	prekážka
impelled	0.604	0.741	0.690	poháňaný
impending	0.480	0.735	0.752	blížiace sa
impenetrable	0.531	0.577	0.839	nepreniknuteľný
imperative	0.625	0.647	0.708	imperatív
imperceptible	0.378	0.490	0.548	nepostrehnuteľný
imperfect	0.173	0.527	0.202	nedokonalé
imperfection	0.190	0.567	0.321	nedokonalosť
imperfectly	0.297	0.481	0.330	nedokonale
imperial	0.669	0.646	0.922	cisársky
imperialist	0.284	0.786	0.833	imperialistický
impermeable	0.510	0.308	0.558	nepriepustný
impermissible	0.188	0.464	0.352	neprípustné
impersonal	0.316	0.356	0.472	neosobný
impersonate	0.510	0.632	0.591	zosobniť sa
impersonation	0.375	0.618	0.528	zosobnenie
impersonator	0.469	0.586	0.406	imitátor
impertinence	0.170	0.653	0.420	drzosť
impertinent	0.219	0.826	0.373	impertinentný
impervious	0.582	0.408	0.536	nepriepustný
impetuous	0.602	0.814	0.712	impulzívny
impetus	0.521	0.740	0.635	impulz
implacable	0.569	0.663	0.830	nezmieriteľný
implant	0.429	0.510	0.588	implantát
implantation	0.396	0.604	0.741	implantácia
implanted	0.347	0.500	0.679	implantované
implement	0.720	0.573	0.792	realizovať
implicate	0.250	0.670	0.434	implikovať
implicated	0.354	0.673	0.438	zapletený
implication	0.337	0.528	0.690	implikácia
implied	0.327	0.530	0.481	implicitne
implore	0.396	0.650	0.377	prosiť
implosion	0.412	0.724	0.547	implózia
imply	0.542	0.670	0.533	naznačovať
impolite	0.167	0.590	0.282	nezdvorilý
import	0.615	0.480	0.623	importovať
importance	0.750	0.580	0.864	dôležitosti
important	0.827	0.630	0.836	dôležité
importation	0.625	0.500	0.733	dovoz
impose	0.503	0.721	0.745	uložiť
imposing	0.392	0.731	0.836	impozantný
imposition	0.357	0.604	0.618	uloženie
impossibility	0.170	0.625	0.306	nemožnosť
impossible	0.153	0.510	0.407	nemožné
impostor	0.135	0.704	0.442	podvodník
impotence	0.198	0.689	0.224	impotencia
impotent	0.146	0.587	0.333	impotentný
impound	0.230	0.587	0.583	zabaviť
impoverished	0.125	0.311	0.203	ochudobnený
impracticable	0.398	0.549	0.381	neuskutočniteľné
impractical	0.160	0.373	0.291	nepraktické
impregnable	0.378	0.549	0.667	nedobytný
impregnate	0.510	0.721	0.655	impregnovať
impress	0.816	0.744	0.895	zapôsobiť
impressed	0.806	0.770	0.429	dojem
impression	0.684	0.557	0.577	dojem
impressionable	0.827	0.720	0.645	ovplyvniteľný
impressive	0.781	0.830	0.873	pôsobivé
imprint	0.615	0.574	0.685	odtlačok
imprison	0.112	0.829	0.545	uväzniť
imprisoned	0.032	0.717	0.302	uväznený
imprisonment	0.133	0.630	0.471	uväznenie
improbable	0.097	0.412	0.439	nepravdepodobné
impromptu	0.541	0.729	0.415	improvizovaný
improper	0.229	0.520	0.259	nesprávny
impropriety	0.133	0.591	0.389	nevhodnosť
improve	0.833	0.528	0.815	zlepšiť
improved	0.919	0.480	0.679	vylepšený
improvement	0.786	0.500	0.611	zlepšenie
improves	0.929	0.625	0.727	zlepšuje
improving	0.911	0.510	0.682	zlepšenie
improvisation	0.631	0.812	0.529	improvizácia
improvise	0.646	0.650	0.519	improvizovať
improvised	0.610	0.673	0.443	improvizované
imprudent	0.170	0.676	0.265	nerozvážny
impudence	0.214	0.500	0.472	drzosť
impudent	0.302	0.604	0.462	drzý
impulse	0.530	0.840	0.611	impulz
impulsive	0.365	0.864	0.607	impulzívny
impunity	0.313	0.721	0.602	beztrestnosť
impure	0.260	0.560	0.208	nečistý
impurity	0.173	0.546	0.306	nečistoty
imputation	0.333	0.654	0.621	imputácia
imtryingtosleep	0.438	0.363	0.385	pokúšať sa zaspať
inability	0.150	0.529	0.250	neschopnosť
inaccessible	0.083	0.585	0.446	neprístupné
inaccurate	0.135	0.450	0.250	nepresné
inaction	0.323	0.225	0.325	nečinnosti
inactivate	0.245	0.240	0.415	inaktivovať
inactivation	0.198	0.260	0.220	inaktivácia
inactive	0.271	0.167	0.159	neaktívne
inactivity	0.135	0.143	0.227	nečinnosti
inadequacy	0.286	0.500	0.297	nedostatočnosť
inadequate	0.122	0.450	0.223	nedostačujúca
inadequateness	0.240	0.529	0.316	neadekvátnosť
inadmissible	0.188	0.636	0.389	neprípustné
inadvertent	0.365	0.368	0.286	neúmyselné
inadvertently	0.302	0.541	0.549	omylom
inaffable	0.388	0.518	0.455	neznesiteľný
inalienable	0.437	0.459	0.608	neodňateľný
inane	0.271	0.350	0.268	hlúpy
inanimate	0.281	0.143	0.224	neživý
inapplicable	0.281	0.402	0.330	nepoužiteľné
inappropriate	0.135	0.542	0.353	nevhodný
inattention	0.208	0.433	0.188	nepozornosť
inaudible	0.280	0.398	0.358	nepočuteľné
inaugural	0.684	0.567	0.608	inauguračný
inaugurate	0.781	0.582	0.800	inaugurovať
inauguration	0.847	0.712	0.769	inaugurácia
inborn	0.590	0.288	0.546	vrodený
inbound	0.531	0.388	0.538	prichádzajúci
inbred	0.397	0.520	0.473	inbredné
incalculable	0.449	0.620	0.679	nevyčísliteľné
incandescent	0.354	0.612	0.621	žiarovka
incantation	0.439	0.632	0.548	zaklínadlo
incapable	0.156	0.529	0.155	neschopný
incapacity	0.052	0.500	0.217	nespôsobilosť
incarceration	0.100	0.800	0.397	uväznenie
incarnate	0.552	0.651	0.593	vteliť sa
incase	0.580	0.196	0.365	v prípade
incendiary	0.281	0.810	0.598	zápalný
incense	0.698	0.275	0.328	kadidlo
incensed	0.338	0.643	0.392	nahnevaný
incentive	0.812	0.618	0.718	stimul
inception	0.604	0.425	0.561	vznik
incessant	0.438	0.760	0.544	neustály
incessantly	0.417	0.765	0.606	neprestajne
incest	0.073	0.853	0.491	incest
incestuous	0.188	0.736	0.442	incestný
inch	0.481	0.327	0.300	palec
incidence	0.417	0.527	0.429	výskyt
incident	0.084	0.662	0.482	incident
incidental	0.281	0.610	0.404	vedľajší
incidentally	0.479	0.500	0.500	mimochodom
incineration	0.229	0.787	0.470	spálenie
incinerator	0.250	0.643	0.591	spaľovňa
incipient	0.442	0.382	0.430	začínajúci
incision	0.240	0.663	0.558	rez
incisive	0.380	0.602	0.545	prenikavý
incite	0.449	0.736	0.642	podnecovať
incitement	0.302	0.943	0.598	podnecovanie
inclement	0.260	0.676	0.616	neprajný
inclination	0.378	0.490	0.538	sklon
incline	0.490	0.423	0.345	sklon
inclined	0.469	0.347	0.402	naklonený
include	0.729	0.449	0.702	zahŕňajú
included	0.760	0.402	0.570	zahrnuté
including	0.700	0.378	0.518	počítajúc do toho
inclusion	0.774	0.404	0.712	začlenenie
inclusive	0.604	0.420	0.564	vrátane
incognito	0.610	0.490	0.446	inkognito
incoherent	0.122	0.612	0.250	nesúvislý
income	0.750	0.510	0.728	príjem
incoming	0.660	0.509	0.596	prichádzajúce
incomparable	0.625	0.577	0.670	neporovnateľné
incompatible	0.196	0.500	0.310	nezlučiteľné
incompetence	0.077	0.551	0.208	nekompetentnosť
incompetent	0.133	0.566	0.239	neschopný
incomplete	0.153	0.370	0.205	neúplné
incompletely	0.344	0.442	0.232	neúplne
incompleteness	0.271	0.451	0.234	neúplnosť
incomprehensible	0.250	0.550	0.344	nezrozumiteľné
inconceivable	0.198	0.552	0.561	nepredstaviteľné
inconclusive	0.153	0.442	0.340	nepresvedčivá
incongruous	0.177	0.504	0.343	nesúrodé
inconsequential	0.250	0.480	0.345	bezvýznamný
inconsiderate	0.224	0.519	0.423	bezohľadný
inconsistency	0.125	0.480	0.314	nesúlad
inconsistent	0.271	0.431	0.295	nekonzistentné
inconspicuous	0.604	0.214	0.368	nenápadný
incontinence	0.150	0.598	0.272	inkontinencia
inconvenience	0.063	0.667	0.291	nepríjemnosti
inconvenient	0.224	0.610	0.375	nepohodlné
incorporate	0.745	0.612	0.571	začleniť
incorporation	0.573	0.404	0.768	začlenenie
incorrect	0.140	0.569	0.255	nesprávne
incorrigible	0.130	0.667	0.500	nenapraviteľný
increase	0.810	0.657	0.886	zvýšiť
increased	0.684	0.660	0.773	zvýšená
incredible	0.857	0.796	0.902	neuveriteľné
incredulous	0.286	0.510	0.269	neveriaci
increment	0.684	0.637	0.750	prírastok
incriminate	0.188	0.810	0.416	obviniť
incriminating	0.133	0.788	0.500	usvedčujúci
incrimination	0.152	0.865	0.545	inkriminácia
incubation	0.461	0.490	0.397	inkubácia
incubator	0.510	0.435	0.405	inkubátor
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	úradujúci
incur	0.312	0.667	0.495	spôsobiť
incurable	0.104	0.667	0.255	nevyliečiteľná
incursion	0.552	0.830	0.719	vpád
indebted	0.138	0.698	0.275	zadlžený
indecency	0.135	0.670	0.491	neslušnosť
indecent	0.083	0.683	0.240	neslušné
indecision	0.184	0.480	0.196	nerozhodnosť
indecisive	0.271	0.420	0.190	nerozhodný
indefensible	0.173	0.647	0.484	neobhájiteľné
indefinite	0.448	0.292	0.296	neurčitý
indelible	0.490	0.337	0.591	nezmazateľný
indemnification	0.521	0.490	0.770	odškodnenie
indemnify	0.449	0.548	0.613	odškodniť
indemnity	0.470	0.607	0.692	odškodnenie
indent	0.479	0.346	0.379	zarážka
indentation	0.374	0.500	0.349	odsadenie
indenture	0.434	0.382	0.636	indentúra
independence	0.896	0.663	0.911	nezávislosť
independent	0.885	0.440	0.872	nezávislý
indescribable	0.448	0.529	0.648	neopísateľné
indestructible	0.772	0.731	0.853	nezničiteľné
indeterminate	0.360	0.402	0.322	neurčitý
index	0.448	0.268	0.342	index
indicate	0.594	0.350	0.676	naznačiť
indicating	0.745	0.339	0.555	označujúci
indication	0.719	0.432	0.750	indikáciou
indicative	0.510	0.510	0.591	orientačné
indicator	0.573	0.451	0.670	indikátor
indice	0.469	0.377	0.541	index
indict	0.188	0.731	0.458	obžalovať
indictment	0.245	0.745	0.577	obžaloba
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	ľahostajnosť
indifferent	0.396	0.157	0.250	ľahostajný
indigenous	0.500	0.509	0.552	domorodý
indigent	0.156	0.481	0.223	nemajetný
indigestion	0.204	0.610	0.182	tráviace ťažkosti
indignant	0.260	0.600	0.423	rozhorčený
indignation	0.173	0.778	0.431	rozhorčenie
indignity	0.167	0.500	0.306	nedôstojnosť
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	nepriamy
indiscreet	0.177	0.587	0.342	indiskrétny
indiscretion	0.265	0.637	0.390	indiskrétnosť
indispensable	0.710	0.449	0.802	nepostrádateľný
indisposed	0.122	0.519	0.206	indisponovaný
indistinct	0.255	0.340	0.360	nevýrazný
indistinguishable	0.346	0.458	0.548	nerozoznateľný
individual	0.627	0.327	0.533	individuálne
individuality	0.612	0.469	0.527	individualita
indivisible	0.646	0.398	0.580	nedeliteľné
indoctrination	0.327	0.657	0.698	indoktrinácia
indolent	0.177	0.381	0.259	indolentný
indomitable	0.458	0.800	0.830	neodbytný
indoor	0.615	0.245	0.347	v interiéri
induce	0.257	0.606	0.684	vyvolať
induced	0.397	0.471	0.491	vyvolané
inducement	0.647	0.765	0.685	podnecovanie
induction	0.392	0.593	0.627	indukcia
indulge	0.833	0.716	0.669	dopriať si
indulgence	0.479	0.490	0.517	zhovievavosť
indulgent	0.560	0.481	0.529	zhovievavý
industrial	0.469	0.600	0.875	priemyselný
industrialist	0.562	0.633	0.843	priemyselník
industrious	0.720	0.537	0.791	pracovitý
industry	0.650	0.447	0.836	priemyslu
ineffable	0.551	0.577	0.585	nevysloviteľné
ineffective	0.093	0.422	0.094	neúčinné
ineffectual	0.163	0.412	0.200	neúspešný
inefficiency	0.092	0.466	0.181	neefektívnosť
inefficient	0.190	0.460	0.173	neefektívne
inelastic	0.396	0.426	0.385	nepružný
ineligible	0.143	0.377	0.457	nespôsobilé
inept	0.156	0.418	0.209	nešikovný
ineptitude	0.177	0.471	0.250	neschopnosť
inequality	0.122	0.575	0.259	nerovnosť
inequitable	0.281	0.519	0.373	nespravodlivé
inert	0.323	0.180	0.319	inertný
inertia	0.344	0.288	0.322	zotrvačnosť
inevitable	0.316	0.419	0.623	nevyhnutné
inexact	0.153	0.459	0.170	nepresné
inexcusable	0.271	0.582	0.546	neospravedlniteľné
inexhaustible	0.602	0.541	0.643	nevyčerpateľné
inexpensive	0.694	0.414	0.260	lacný
inexperience	0.208	0.614	0.151	neskúsenosť
inexperienced	0.281	0.473	0.231	neskúsený
inexplicable	0.224	0.635	0.443	nevysvetliteľné
inexpressible	0.198	0.608	0.364	nevysloviteľné
infallibility	0.583	0.663	0.764	neomylnosť
infallible	0.776	0.687	0.809	neomylný
infamous	0.146	0.580	0.472	neslávne známy
infamy	0.177	0.676	0.421	hanba
infancy	0.750	0.399	0.370	detstvo
infant	0.802	0.431	0.328	dojča
infanticide	0.167	0.856	0.443	zabitie novorodencov
infantile	0.604	0.382	0.259	infantilný
infantry	0.531	0.684	0.791	pechoty
infarct	0.080	0.846	0.386	infarkt
infatuated	0.729	0.764	0.417	pobláznený
infatuation	0.844	0.745	0.530	zaľúbenosť
infeasible	0.245	0.472	0.236	neuskutočniteľné
infect	0.102	0.777	0.424	infikovať
infection	0.083	0.735	0.407	infekcia
infectious	0.142	0.760	0.422	infekčné
infer	0.449	0.490	0.453	vyvodiť
inference	0.359	0.479	0.398	záver
inferential	0.426	0.451	0.455	inferenčný
inferior	0.260	0.254	0.106	menejcenný
inferiority	0.177	0.430	0.205	menejcennosť
infernal	0.083	0.837	0.571	pekelný
inferno	0.051	0.857	0.463	peklo
infertile	0.274	0.458	0.255	neplodný
infertility	0.170	0.664	0.328	neplodnosť
infestation	0.256	0.776	0.527	zamorenie
infidel	0.177	0.740	0.404	neverník
infidelity	0.062	0.777	0.392	nevera
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	infiltrovať
infiltration	0.265	0.792	0.536	infiltrácia
infinite	0.724	0.583	0.735	nekonečné
infinitely	0.688	0.643	0.829	nekonečne
infinitesimal	0.388	0.472	0.496	nekonečne malý
infinity	0.516	0.459	0.805	nekonečno
infirm	0.115	0.521	0.210	neduživý
infirmary	0.500	0.438	0.517	ošetrovňa
infirmity	0.094	0.482	0.252	invalidita
inflammation	0.146	0.765	0.423	zápal
inflammatory	0.177	0.642	0.404	zápalové
inflatable	0.510	0.510	0.400	nafukovacie
inflate	0.305	0.569	0.462	nafúknuť
inflated	0.303	0.431	0.617	nafúknutý
inflation	0.219	0.792	0.508	inflácie
inflection	0.385	0.635	0.377	skloňovanie
inflict	0.167	0.760	0.609	spôsobiť
infliction	0.302	0.722	0.571	spôsobenie
inflorescence	0.459	0.344	0.412	kvetenstvo
influence	0.622	0.663	0.824	vplyv
influential	0.899	0.688	0.944	vplyvný
influenza	0.271	0.718	0.321	chrípka
influx	0.622	0.635	0.575	prílev
info	0.750	0.330	0.642	Info
infomercial	0.427	0.462	0.555	infokomerčný
inform	0.723	0.582	0.679	informovať
informal	0.480	0.398	0.441	neformálne
informant	0.604	0.612	0.719	informátor
information	0.765	0.370	0.711	informácie
informative	0.812	0.419	0.741	informatívny
informed	0.543	0.298	0.617	informovaný
informer	0.521	0.578	0.580	informátor
infraction	0.245	0.660	0.471	priestupok
infrared	0.469	0.588	0.526	infračervené
infrastructure	0.604	0.460	0.694	infraštruktúry
infrequent	0.312	0.377	0.192	zriedkavé
infrequently	0.204	0.250	0.327	zriedkavo
infringement	0.153	0.800	0.481	porušenie
infuriate	0.102	0.934	0.596	rozzúriť
infuriated	0.073	0.930	0.510	rozzúrený
infuriates	0.135	0.913	0.627	rozhorčuje sa
infuriating	0.139	0.870	0.509	rozhorčenie
infuse	0.380	0.705	0.589	vylúhovať
infused	0.385	0.473	0.546	infúziou
infuser	0.469	0.433	0.536	infúzor
infusion	0.583	0.365	0.453	infúzie
ingenious	0.760	0.690	0.891	vynaliezavý
ingenuity	0.708	0.590	0.868	vynaliezavosť
ingest	0.510	0.559	0.473	prehltnúť
ingestion	0.429	0.612	0.512	požití
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	zakorenené
ingrate	0.235	0.606	0.327	nevďačný
ingredient	0.792	0.373	0.451	prísada
ingress	0.601	0.366	0.736	vniknutie
inhabit	0.656	0.378	0.556	obývať
inhabitant	0.604	0.356	0.519	obyvateľ
inhabited	0.667	0.361	0.510	obývaný
inhabiting	0.458	0.440	0.598	obývajúci
inhalation	0.510	0.613	0.464	inhalácia
inhale	0.427	0.340	0.492	nadýchnuť sa
inhaler	0.408	0.500	0.349	inhalátor
inherent	0.562	0.439	0.480	inherentný
inherit	0.745	0.546	0.694	dediť
inheritance	0.900	0.565	0.798	dedičstvo
inhibit	0.167	0.479	0.447	inhibovať
inhibition	0.265	0.392	0.534	inhibícia
inhibitor	0.281	0.450	0.471	inhibítor
inhospitable	0.265	0.531	0.395	nehostinný
inhuman	0.107	0.660	0.492	neľudské
inhumane	0.104	0.587	0.402	neľudský
inhumanity	0.143	0.540	0.405	neľudskosť
inimaginable	0.542	0.636	0.534	nepredstaviteľné
inimical	0.260	0.823	0.556	nepriateľský
inimitable	0.571	0.413	0.790	nenapodobiteľný
iniquity	0.219	0.567	0.425	neprávosť
initial	0.583	0.314	0.539	počiatočné
initiate	0.719	0.480	0.553	iniciovať
initiated	0.760	0.490	0.650	začaté
initiation	0.698	0.529	0.527	zasvätenie
initiative	0.833	0.615	0.768	iniciatíva
inject	0.406	0.735	0.596	vstreknúť
injection	0.281	0.741	0.518	injekciou
injunction	0.281	0.422	0.519	súdny príkaz
injure	0.177	0.710	0.364	zraniť
injured	0.083	0.680	0.302	zranený
injuring	0.073	0.790	0.245	zraňujúce
injurious	0.177	0.759	0.366	zraňujúce
injury	0.049	0.769	0.287	zranenie
injustice	0.082	0.755	0.444	nespravodlivosť
ink	0.471	0.408	0.235	atrament
inkling	0.448	0.551	0.570	tušenie
inland	0.510	0.417	0.423	vo vnútrozemí
inlay	0.406	0.531	0.565	vložka
inlet	0.646	0.378	0.466	prívod
inmate	0.235	0.663	0.398	chovanec
inn	0.660	0.284	0.475	hostinec
innards	0.302	0.480	0.400	vnútornosti
innate	0.490	0.400	0.521	vrodený
inner	0.551	0.216	0.443	vnútorné
innermost	0.583	0.500	0.510	najvnútornejšie
innerpeace	0.714	0.318	0.551	vnútorný mier
inning	0.602	0.315	0.520	smena
innings	0.573	0.487	0.443	smeny
innkeeper	0.578	0.224	0.472	krčmár
innocence	0.802	0.260	0.307	nevinnosť
innocent	0.729	0.206	0.340	nevinný
innocently	0.776	0.250	0.302	nevinne
innocuous	0.510	0.321	0.172	neškodný
innovate	0.898	0.872	0.750	inovovať
innovation	0.949	0.680	0.890	inovácie
innovative	0.880	0.640	0.830	inovačný
innuendo	0.467	0.670	0.463	narážky
innumerable	0.667	0.445	0.704	nespočetné množstvo
inoculation	0.333	0.570	0.598	očkovanie
inoperable	0.184	0.422	0.304	nefunkčný
inoperative	0.138	0.425	0.273	nefunkčný
inordinate	0.163	0.630	0.330	neprimerané
inorganic	0.385	0.345	0.282	anorganické
input	0.643	0.337	0.527	vstup
inquest	0.458	0.569	0.721	vyšetrovanie
inquire	0.583	0.519	0.363	pýtať sa
inquirer	0.573	0.598	0.776	pýtajúci sa
inquiring	0.479	0.510	0.500	pýtajúc sa
inquiry	0.541	0.420	0.536	vyšetrovanie
inquisitive	0.301	0.637	0.615	zvedavý
inquisitor	0.385	0.873	0.642	inkvizítor
insane	0.062	0.670	0.265	šialený
insanity	0.098	0.847	0.337	šialenstvo
insatiable	0.375	0.656	0.558	nenásytný
inscription	0.592	0.422	0.542	nápis
inscrutable	0.459	0.541	0.613	nevyspytateľný
insect	0.276	0.633	0.242	hmyzu
insecticide	0.188	0.598	0.430	insekticíd
insecure	0.114	0.538	0.132	neistý
insecurity	0.094	0.647	0.350	neistota
insemination	0.542	0.644	0.622	inseminácia
insensitive	0.219	0.471	0.302	necitlivý
inseparable	0.700	0.520	0.571	neoddeliteľné
insert	0.481	0.552	0.519	vložiť
inserted	0.479	0.402	0.476	vložené
insertion	0.521	0.520	0.565	vkladanie
inside	0.612	0.404	0.472	vnútri
insider	0.625	0.562	0.750	zasvätený
insidious	0.146	0.622	0.480	zákerný
insight	0.613	0.363	0.649	náhľad
insightful	0.664	0.691	0.713	bystrý
insignia	0.665	0.282	0.685	insígnie
insignificance	0.250	0.216	0.222	bezvýznamnosť
insignificant	0.083	0.306	0.114	bezvýznamný
insinuate	0.292	0.635	0.413	naznačovať
insipid	0.214	0.250	0.241	nevýrazný
insist	0.635	0.651	0.688	trvať na tom
insistence	0.418	0.704	0.645	naliehanie
insistent	0.552	0.635	0.701	naliehavý
insists	0.490	0.587	0.610	trvá na tom
insolence	0.115	0.731	0.402	drzosť
insolent	0.112	0.663	0.343	drzý
insoluble	0.439	0.290	0.414	nerozpustný
insolvency	0.323	0.431	0.300	platobná neschopnosť
insolvent	0.230	0.481	0.318	bez peňazí
insomnia	0.198	0.611	0.373	nespavosť
insomniac	0.231	0.367	0.329	nespavý
inspect	0.479	0.603	0.793	kontrolovať
inspection	0.459	0.630	0.718	inšpekcia
inspector	0.418	0.580	0.852	inšpektor
inspiration	0.938	0.600	0.779	inšpiráciu
inspirational	0.927	0.720	0.810	inšpiratívny
inspire	0.918	0.627	0.759	inšpirovať
inspired	0.967	0.702	0.736	inšpirovaný
instability	0.177	0.760	0.353	nestabilita
install	0.630	0.583	0.736	Inštalácia
installation	0.656	0.469	0.759	inštalácia
installment	0.619	0.396	0.483	splátka
instance	0.547	0.450	0.558	príklad
instant	0.766	0.454	0.554	okamžite
instantaneous	0.750	0.500	0.585	okamžitý
instantaneously	0.656	0.640	0.600	okamžite
instigate	0.278	0.765	0.642	podnecovať
instigation	0.323	0.769	0.648	podnecovanie
instill	0.562	0.490	0.618	vštepiť
instinct	0.771	0.602	0.642	inštinkt
instinctive	0.752	0.575	0.694	inštinktívny
institute	0.604	0.480	0.807	inštitútu
institution	0.580	0.311	0.790	inštitúcie
instruct	0.729	0.490	0.833	poučiť
instructed	0.740	0.388	0.722	poučený
instruction	0.656	0.434	0.736	poučenie
instructional	0.698	0.500	0.773	inštruktážne
instructions	0.582	0.302	0.556	inštrukcie
instructive	0.583	0.420	0.643	poučný
instructor	0.771	0.490	0.782	inštruktor
instrument	0.562	0.537	0.655	nástroj
instrumental	0.740	0.472	0.647	inštrumentálne
instrumentalist	0.656	0.540	0.740	inštrumentalista
instrumentality	0.637	0.510	0.618	inštrumentálnosť
insubordination	0.281	0.775	0.634	neposlušnosť
insufferable	0.220	0.784	0.291	neznesiteľný
insufficiency	0.115	0.431	0.210	nedostatočnosť
insufficient	0.188	0.380	0.093	nedostatočné
insufficiently	0.147	0.509	0.198	nedostatočne
insular	0.531	0.426	0.465	ostrovný
insulate	0.365	0.358	0.286	izolovať
insulated	0.208	0.265	0.304	izolované
insulation	0.245	0.327	0.264	izolácia
insulin	0.429	0.472	0.375	inzulín
insult	0.085	0.831	0.389	urážka
insulting	0.094	0.840	0.412	urážlivý
insurance	0.714	0.308	0.825	poistenie
insure	0.700	0.415	0.698	poistiť
insurgent	0.235	0.735	0.660	povstalca
insurmountable	0.620	0.627	0.737	neprekonateľné
insurrection	0.229	0.706	0.582	povstanie
intact	0.716	0.212	0.602	neporušené
intake	0.604	0.527	0.442	príjem
intangible	0.525	0.480	0.473	nehmotný
integer	0.573	0.327	0.595	celé číslo
integral	0.590	0.337	0.615	integrálne
integrate	0.729	0.390	0.700	integrovať
integration	0.771	0.480	0.737	integrácia
integrity	0.865	0.413	0.848	bezúhonnosť
intellect	0.844	0.418	0.870	intelekt
intellectual	0.906	0.455	0.845	intelektuál
intelligence	0.833	0.587	0.885	inteligenciu
intelligent	0.917	0.541	0.868	inteligentný
intelligibility	0.740	0.481	0.689	zrozumiteľnosť
intelligible	0.635	0.480	0.691	zrozumiteľný
intend	0.562	0.520	0.519	zamýšľať
intended	0.406	0.542	0.587	zamýšľané
