English Word	Valence	Arousal	Dominance	Kurdish-Kurmanji Word
immediate	0.656	0.548	0.716	derhal
immediately	0.552	0.780	0.707	derhal
immemorial	0.327	0.469	0.454	nememorial
immense	0.755	0.750	0.811	aqilnebirrrane
immerse	0.510	0.577	0.509	navdekirin
immersion	0.510	0.556	0.564	navdekirinî
immigrant	0.357	0.663	0.509	nûhhatî
immigration	0.390	0.667	0.454	macirî
imminent	0.490	0.784	0.643	pêşdema
immobile	0.225	0.217	0.298	nemobile
immoral	0.143	0.622	0.385	bêehlaqane
immorality	0.188	0.689	0.315	bêexlaqî
immortal	0.812	0.750	0.795	nemir
immortality	0.688	0.635	0.861	nemirî
immovable	0.480	0.310	0.571	neguhêzbar
immune	0.629	0.472	0.780	lênakev
immunity	0.633	0.316	0.786	zixtî
immunization	0.667	0.510	0.733	immunization
immutable	0.427	0.431	0.571	neguherbar
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	tesîr
impair	0.153	0.500	0.360	kêmkirin
impaired	0.130	0.459	0.269	bêhêz kirin
impairment	0.170	0.571	0.220	astengî
impart	0.521	0.441	0.694	belav kirin
impartial	0.531	0.406	0.685	bêdengîn
impartiality	0.622	0.394	0.616	bêalîbûn
impassable	0.342	0.458	0.553	rêneda
impassioned	0.740	0.780	0.802	passioned
impatience	0.278	0.780	0.411	bêsebirî
impatient	0.250	0.708	0.429	bêsebir
impatiently	0.194	0.750	0.539	bêsebir
impeach	0.208	0.776	0.664	sûcdarkirin
impeachment	0.163	0.735	0.694	impeachment
impeccable	0.833	0.370	0.824	bêqisûr
impede	0.271	0.510	0.604	asteng kirin
impediment	0.163	0.600	0.409	astengkirin
impelled	0.604	0.741	0.690	impelled
impending	0.480	0.735	0.752	nêzîk
impenetrable	0.531	0.577	0.839	bênavber
imperative	0.625	0.647	0.708	imperative
imperceptible	0.378	0.490	0.548	nedîtî
imperfect	0.173	0.527	0.202	bêkêmasî
imperfection	0.190	0.567	0.321	bêkêmasî
imperfectly	0.297	0.481	0.330	bêkêmasî
imperial	0.669	0.646	0.922	keyserane
imperialist	0.284	0.786	0.833	emperyalîst
impermeable	0.510	0.308	0.558	bêserûber
impermissible	0.188	0.464	0.352	bê destûr
impersonal	0.316	0.356	0.472	neşexsane
impersonate	0.510	0.632	0.591	nepenî kirin
impersonation	0.375	0.618	0.528	nenaskirin
impersonator	0.469	0.586	0.406	qelpkar
impertinence	0.170	0.653	0.420	bêaqilî
impertinent	0.219	0.826	0.373	bêhemdî
impervious	0.582	0.408	0.536	bêserûber
impetuous	0.602	0.814	0.712	impetuous
impetus	0.521	0.740	0.635	impetus
implacable	0.569	0.663	0.830	implacable
implant	0.429	0.510	0.588	implant kirin
implantation	0.396	0.604	0.741	implantasyon
implanted	0.347	0.500	0.679	çandin
implement	0.720	0.573	0.792	bicîanîn
implicate	0.250	0.670	0.434	têkel kirin
implicated	0.354	0.673	0.438	têkel kirin
implication	0.337	0.528	0.690	implication
implied	0.327	0.530	0.481	tê wateya
implore	0.396	0.650	0.377	lava kirin
implosion	0.412	0.724	0.547	teqîn
imply	0.542	0.670	0.533	belîkirin
impolite	0.167	0.590	0.282	nedost
import	0.615	0.480	0.623	malanîn
importance	0.750	0.580	0.864	giringî
important	0.827	0.630	0.836	giring
importation	0.625	0.500	0.733	importation
impose	0.503	0.721	0.745	ferz bikin
imposing	0.392	0.731	0.836	ferzkirin
imposition	0.357	0.604	0.618	ferzkirin
impossibility	0.170	0.625	0.306	nemimkunî
impossible	0.153	0.510	0.407	nemimkûn
impostor	0.135	0.704	0.442	xapînok
impotence	0.198	0.689	0.224	bêqûdretî
impotent	0.146	0.587	0.333	bêhêz
impound	0.230	0.587	0.583	girtin
impoverished	0.125	0.311	0.203	feqîr kirin
impracticable	0.398	0.549	0.381	nepraktîk
impractical	0.160	0.373	0.291	nepraktîk
impregnable	0.378	0.549	0.667	impregnable
impregnate	0.510	0.721	0.655	impregnate
impress	0.816	0.744	0.895	tûjkirin
impressed	0.806	0.770	0.429	bandor kirin
impression	0.684	0.557	0.577	şop
impressionable	0.827	0.720	0.645	impressionable
impressive	0.781	0.830	0.873	şopgiran
imprint	0.615	0.574	0.685	şop
imprison	0.112	0.829	0.545	sicinkirin
imprisoned	0.032	0.717	0.302	girtî
imprisonment	0.133	0.630	0.471	ceza sicnê
improbable	0.097	0.412	0.439	bêgûman
impromptu	0.541	0.729	0.415	impromptu
improper	0.229	0.520	0.259	lihevnehat
impropriety	0.133	0.591	0.389	neheqî
improve	0.833	0.528	0.815	serrastkirin
improved	0.919	0.480	0.679	çêtir kirin
improvement	0.786	0.500	0.611	serrastkirinî
improves	0.929	0.625	0.727	çêtir dike
improving	0.911	0.510	0.682	başkirin
improvisation	0.631	0.812	0.529	improvizasyon
improvise	0.646	0.650	0.519	lihevanîn
improvised	0.610	0.673	0.443	improvised
imprudent	0.170	0.676	0.265	bêaqil
impudence	0.214	0.500	0.472	bêaqilî
impudent	0.302	0.604	0.462	bêhêvî
impulse	0.530	0.840	0.611	pal
impulsive	0.365	0.864	0.607	palînî
impunity	0.313	0.721	0.602	bêcezabûnê
impure	0.260	0.560	0.208	nepak
impurity	0.173	0.546	0.306	nepakî
imputation	0.333	0.654	0.621	binavkirin
imtryingtosleep	0.438	0.363	0.385	di xew de neçû
inability	0.150	0.529	0.250	nekarhatî
inaccessible	0.083	0.585	0.446	derbasnabe
inaccurate	0.135	0.450	0.250	netemam
inaction	0.323	0.225	0.325	bêçalakî
inactivate	0.245	0.240	0.415	neçalak bike
inactivation	0.198	0.260	0.220	neçalakkirin
inactive	0.271	0.167	0.159	bêkar
inactivity	0.135	0.143	0.227	bêçalaktî
inadequacy	0.286	0.500	0.297	kêmasî
inadequate	0.122	0.450	0.223	neqbûl
inadequateness	0.240	0.529	0.316	kêmasî
inadmissible	0.188	0.636	0.389	nayê qebûlkirin
inadvertent	0.365	0.368	0.286	bêhemdî
inadvertently	0.302	0.541	0.549	bêhemd
inaffable	0.388	0.518	0.455	inafable
inalienable	0.437	0.459	0.608	nebiyanî
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	bêcan
inapplicable	0.281	0.402	0.330	ne sepandin
inappropriate	0.135	0.542	0.353	neguncaw
inattention	0.208	0.433	0.188	bêhişkirin
inaudible	0.280	0.398	0.358	nebihîstin
inaugural	0.684	0.567	0.608	destpêkê
inaugurate	0.781	0.582	0.800	vekirin
inauguration	0.847	0.712	0.769	bikarkirina fermî
inborn	0.590	0.288	0.546	inborn
inbound	0.531	0.388	0.538	inbound
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	bêhesab
incandescent	0.354	0.612	0.621	incandescent
incantation	0.439	0.632	0.548	incantation
incapable	0.156	0.529	0.155	bêkarhat
incapacity	0.052	0.500	0.217	bêkarîbûn
incarceration	0.100	0.800	0.397	girtîgehê
incarnate	0.552	0.651	0.593	incarnate
incase	0.580	0.196	0.365	eger
incendiary	0.281	0.810	0.598	şewitandin
incense	0.698	0.275	0.328	dixana bînxweş
incensed	0.338	0.643	0.392	hêrs kirin
incentive	0.812	0.618	0.718	dilkêş
inception	0.604	0.425	0.561	destpêk
incessant	0.438	0.760	0.544	bêdawî
incessantly	0.417	0.765	0.606	bênavber
incest	0.073	0.853	0.491	zewaca nav malbatê
incestuous	0.188	0.736	0.442	ensestous
inch	0.481	0.327	0.300	inch
incidence	0.417	0.527	0.429	bûyer
incident	0.084	0.662	0.482	bûyer
incidental	0.281	0.610	0.404	bûyer
incidentally	0.479	0.500	0.500	herwiha
incineration	0.229	0.787	0.470	şewitandin
incinerator	0.250	0.643	0.591	incinerator
incipient	0.442	0.382	0.430	destpêkî
incision	0.240	0.663	0.558	incision
incisive	0.380	0.602	0.545	incisive
incite	0.449	0.736	0.642	lihevxistin
incitement	0.302	0.943	0.598	teşwîqkirin
inclement	0.260	0.676	0.616	inclement
inclination	0.378	0.490	0.538	meyil
incline	0.490	0.423	0.345	bilindeyî
inclined	0.469	0.347	0.402	meyldar kirin
include	0.729	0.449	0.702	linavxistin
included	0.760	0.402	0.570	tê de
including	0.700	0.378	0.518	giştî
inclusion	0.774	0.404	0.712	tevlêbûn
inclusive	0.604	0.420	0.564	tevhev
incognito	0.610	0.490	0.446	nenaskirî
incoherent	0.122	0.612	0.250	nehevgirtî
income	0.750	0.510	0.728	hatin
incoming	0.660	0.509	0.596	hatin
incomparable	0.625	0.577	0.670	bêhempa
incompatible	0.196	0.500	0.310	lihevnehat
incompetence	0.077	0.551	0.208	bêkêmasî
incompetent	0.133	0.566	0.239	bêkêr
incomplete	0.153	0.370	0.205	netemam
incompletely	0.344	0.442	0.232	bi temamî
incompleteness	0.271	0.451	0.234	netemamî
incomprehensible	0.250	0.550	0.344	netêgiştî
inconceivable	0.198	0.552	0.561	nefermî
inconclusive	0.153	0.442	0.340	bêtesîr
incongruous	0.177	0.504	0.343	nelihev
inconsequential	0.250	0.480	0.345	bêbandor
inconsiderate	0.224	0.519	0.423	bêbal
inconsistency	0.125	0.480	0.314	nakokî
inconsistent	0.271	0.431	0.295	nakokî
inconspicuous	0.604	0.214	0.368	nedîtî
incontinence	0.150	0.598	0.272	bêhêvîbûn
inconvenience	0.063	0.667	0.291	nebaşî
inconvenient	0.224	0.610	0.375	neerzan
incorporate	0.745	0.612	0.571	tevlêkirin
incorporation	0.573	0.404	0.768	incorporation
incorrect	0.140	0.569	0.255	nerast
incorrigible	0.130	0.667	0.500	bêserûber
increase	0.810	0.657	0.886	zêdekirin
increased	0.684	0.660	0.773	zêde bû
incredible	0.857	0.796	0.902	bêbawer
incredulous	0.286	0.510	0.269	incredulous
increment	0.684	0.637	0.750	zêdekirin
incriminate	0.188	0.810	0.416	bargirankirin
incriminating	0.133	0.788	0.500	sûcdarkirin
incrimination	0.152	0.865	0.545	sûcdarkirin
incubation	0.461	0.490	0.397	inkubasyon
incubator	0.510	0.435	0.405	inkubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	wezîfedar
incur	0.312	0.667	0.495	çêbibin
incurable	0.104	0.667	0.255	saxnabe
incursion	0.552	0.830	0.719	incursion
indebted	0.138	0.698	0.275	deyndar
indecency	0.135	0.670	0.491	bêedebî
indecent	0.083	0.683	0.240	bêşerm
indecision	0.184	0.480	0.196	dûdilî
indecisive	0.271	0.420	0.190	bêbiryar
indefensible	0.173	0.647	0.484	bêparastin
indefinite	0.448	0.292	0.296	nebelî
indelible	0.490	0.337	0.591	bênavber
indemnification	0.521	0.490	0.770	tezmînatkirin
indemnify	0.449	0.548	0.613	tezmînat kirin
indemnity	0.470	0.607	0.692	berdêl
indent	0.479	0.346	0.379	indent
indentation	0.374	0.500	0.349	indentation
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	serxwebûnî
independent	0.885	0.440	0.872	serbixwe
indescribable	0.448	0.529	0.648	nayê şirovekirin
indestructible	0.772	0.731	0.853	bêhêvî
indeterminate	0.360	0.402	0.322	nediyar
index	0.448	0.268	0.342	naverok
indicate	0.594	0.350	0.676	nîşandan
indicating	0.745	0.339	0.555	nîşan dide
indication	0.719	0.432	0.750	delîl
indicative	0.510	0.510	0.591	nîşanî
indicator	0.573	0.451	0.670	nîşanker
indice	0.469	0.377	0.541	îndeks
indict	0.188	0.731	0.458	gilîkirin
indictment	0.245	0.745	0.577	gilîname
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	xemsariyê
indifferent	0.396	0.157	0.250	bêhemdî
indigenous	0.500	0.509	0.552	xwecihî
indigent	0.156	0.481	0.223	belengaz
indigestion	0.204	0.610	0.182	madeêş
indignant	0.260	0.600	0.423	aciz kirin
indignation	0.173	0.778	0.431	hêrsbûn
indignity	0.167	0.500	0.306	bêrûmetî
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	nerasterast
indiscreet	0.177	0.587	0.342	bêhemdî
indiscretion	0.265	0.637	0.390	bêserûberî
indispensable	0.710	0.449	0.802	neçarî
indisposed	0.122	0.519	0.206	indisposed
indistinct	0.255	0.340	0.360	nediyar
indistinguishable	0.346	0.458	0.548	nayê cudakirin
individual	0.627	0.327	0.533	şexsî
individuality	0.612	0.469	0.527	kesayetî
indivisible	0.646	0.398	0.580	nayê dabeşkirin
indoctrination	0.327	0.657	0.698	indoktrînasyon
indolent	0.177	0.381	0.259	bêhêz
indomitable	0.458	0.800	0.830	bêserûber
indoor	0.615	0.245	0.347	hundir
induce	0.257	0.606	0.684	induce
induced	0.397	0.471	0.491	induced
inducement	0.647	0.765	0.685	inducement
induction	0.392	0.593	0.627	induction
indulge	0.833	0.716	0.669	dilgeş kirin
indulgence	0.479	0.490	0.517	indulgence
indulgent	0.560	0.481	0.529	indulgent
industrial	0.469	0.600	0.875	sinaî
industrialist	0.562	0.633	0.843	pîşesazkar
industrious	0.720	0.537	0.791	xebatkar
industry	0.650	0.447	0.836	ava
ineffable	0.551	0.577	0.585	ineffable
ineffective	0.093	0.422	0.094	nebor
ineffectual	0.163	0.412	0.200	bêbandor
inefficiency	0.092	0.466	0.181	bêkêmasî
inefficient	0.190	0.460	0.173	bêkêr
inelastic	0.396	0.426	0.385	neelastîk
ineligible	0.143	0.377	0.457	neheqî
inept	0.156	0.418	0.209	inept
ineptitude	0.177	0.471	0.250	bêaqilî
inequality	0.122	0.575	0.259	newekhevî
inequitable	0.281	0.519	0.373	neheqî
inert	0.323	0.180	0.319	bêhêz
inertia	0.344	0.288	0.322	bêhêzî
inevitable	0.316	0.419	0.623	neçarî
inexact	0.153	0.459	0.170	inexact
inexcusable	0.271	0.582	0.546	bê efûkirin
inexhaustible	0.602	0.541	0.643	bêdawî
inexpensive	0.694	0.414	0.260	erzan
inexperience	0.208	0.614	0.151	bêtecrube
inexperienced	0.281	0.473	0.231	bêtecrube
inexplicable	0.224	0.635	0.443	bê ravekirin
inexpressible	0.198	0.608	0.364	nayê vegotin
infallibility	0.583	0.663	0.764	infallibility
infallible	0.776	0.687	0.809	infallible
infamous	0.146	0.580	0.472	binav û deng
infamy	0.177	0.676	0.421	infamy
infancy	0.750	0.399	0.370	zaroktiyê
infant	0.802	0.431	0.328	zarokê biçûk
infanticide	0.167	0.856	0.443	zarokkujî
infantile	0.604	0.382	0.259	infantile
infantry	0.531	0.684	0.791	pîyde
infarct	0.080	0.846	0.386	infarkt
infatuated	0.729	0.764	0.417	dilşewatî
infatuation	0.844	0.745	0.530	infatuation
infeasible	0.245	0.472	0.236	ne pêkan e
infect	0.102	0.777	0.424	derbaskirin
infection	0.083	0.735	0.407	derbasî
infectious	0.142	0.760	0.422	derbasbar
infer	0.449	0.490	0.453	infer
inference	0.359	0.479	0.398	inference
inferential	0.426	0.451	0.455	inferential
inferior	0.260	0.254	0.106	bênirx
inferiority	0.177	0.430	0.205	kêmbûn
infernal	0.083	0.837	0.571	dojehî
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	bêber
infertility	0.170	0.664	0.328	nefermî
infestation	0.256	0.776	0.527	infestation
infidel	0.177	0.740	0.404	nebawer
infidelity	0.062	0.777	0.392	nebawer
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	infiltrate
infiltration	0.265	0.792	0.536	infiltration
infinite	0.724	0.583	0.735	bêsînor
infinitely	0.688	0.643	0.829	bêsînor
infinitesimal	0.388	0.472	0.496	bêsînor
infinity	0.516	0.459	0.805	bêdawîtî
infirm	0.115	0.521	0.210	bêhêz
infirmary	0.500	0.438	0.517	nexweşxane
infirmity	0.094	0.482	0.252	nexweşî
inflammation	0.146	0.765	0.423	kûl
inflammatory	0.177	0.642	0.404	înflamatuar
inflatable	0.510	0.510	0.400	inflatable
inflate	0.305	0.569	0.462	nepixandin
inflated	0.303	0.431	0.617	enflated
inflation	0.219	0.792	0.508	ji qîmetketin
inflection	0.385	0.635	0.377	tewandin
inflict	0.167	0.760	0.609	lêzêdekirin
infliction	0.302	0.722	0.571	kirin
inflorescence	0.459	0.344	0.412	inflorescence
influence	0.622	0.663	0.824	tesîr
influential	0.899	0.688	0.944	tesirpir
influenza	0.271	0.718	0.321	bapêş
influx	0.622	0.635	0.575	herrik
info	0.750	0.330	0.642	info
infomercial	0.427	0.462	0.555	infomercial
inform	0.723	0.582	0.679	agahdayin
informal	0.480	0.398	0.441	nefermî
informant	0.604	0.612	0.719	agahdarker
information	0.765	0.370	0.711	agahî
informative	0.812	0.419	0.741	dersda
informed	0.543	0.298	0.617	agahdar kirin
informer	0.521	0.578	0.580	mûkirhat
infraction	0.245	0.660	0.471	binpêkirin
infrared	0.469	0.588	0.526	infrasor
infrastructure	0.604	0.460	0.694	binesaziya
infrequent	0.312	0.377	0.192	kêm
infrequently	0.204	0.250	0.327	kêm caran
infringement	0.153	0.800	0.481	birîn
infuriate	0.102	0.934	0.596	qeherandin
infuriated	0.073	0.930	0.510	hêrs kirin
infuriates	0.135	0.913	0.627	hêrs dike
infuriating	0.139	0.870	0.509	hêrs kirin
infuse	0.380	0.705	0.589	infuse
infused	0.385	0.473	0.546	infused
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	înfuzyonê
ingenious	0.760	0.690	0.891	dahî
ingenuity	0.708	0.590	0.868	dahîtî
ingest	0.510	0.559	0.473	ingest
ingestion	0.429	0.612	0.512	ingestion
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	binavkirî
ingrate	0.235	0.606	0.327	ingrate
ingredient	0.792	0.373	0.451	pêvok
ingress	0.601	0.366	0.736	ingress
inhabit	0.656	0.378	0.556	lê rûniştin
inhabitant	0.604	0.356	0.519	rûniştevan
inhabited	0.667	0.361	0.510	rûniştiye
inhabiting	0.458	0.440	0.598	dijîn
inhalation	0.510	0.613	0.464	inhalation
inhale	0.427	0.340	0.492	bêhnkirin
inhaler	0.408	0.500	0.349	inhaler
inherent	0.562	0.439	0.480	inherent
inherit	0.745	0.546	0.694	mîratgirtin
inheritance	0.900	0.565	0.798	mîratî
inhibit	0.167	0.479	0.447	asteng kirin
inhibition	0.265	0.392	0.534	astengkirin
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	bêmêhvan
inhuman	0.107	0.660	0.492	nemirovî
inhumane	0.104	0.587	0.402	nemirovane
inhumanity	0.143	0.540	0.405	nemirovî
inimaginable	0.542	0.636	0.534	xeyalkirin
inimical	0.260	0.823	0.556	dijminane
inimitable	0.571	0.413	0.790	bêhempa
iniquity	0.219	0.567	0.425	neheqî
initial	0.583	0.314	0.539	destpêkî
initiate	0.719	0.480	0.553	destpêkirin
initiated	0.760	0.490	0.650	destpêkirin
initiation	0.698	0.529	0.527	destpêk
initiative	0.833	0.615	0.768	serkêşî
inject	0.406	0.735	0.596	derzîkirin
injection	0.281	0.741	0.518	derzîkirinî
injunction	0.281	0.422	0.519	ferman
injure	0.177	0.710	0.364	birînkirin
injured	0.083	0.680	0.302	birîndar kirin
injuring	0.073	0.790	0.245	birîndar kirin
injurious	0.177	0.759	0.366	birîndar
injury	0.049	0.769	0.287	birîn
injustice	0.082	0.755	0.444	neadaletî
ink	0.471	0.408	0.235	mirkeb
inkling	0.448	0.551	0.570	inkling
inland	0.510	0.417	0.423	di nav
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	pîyê derya
inmate	0.235	0.663	0.398	rûneştevan
inn	0.660	0.284	0.475	aşxane
innards	0.302	0.480	0.400	hundurîn
innate	0.490	0.400	0.521	zikmakî
inner	0.551	0.216	0.443	navî
innermost	0.583	0.500	0.510	hundurîn
innerpeace	0.714	0.318	0.551	aştiya navxweyî
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	innings
innkeeper	0.578	0.224	0.472	mêvanxane
innocence	0.802	0.260	0.307	bêsûcî
innocent	0.729	0.206	0.340	bêsûc
innocently	0.776	0.250	0.302	bêguneh
innocuous	0.510	0.321	0.172	bêguneh
innovate	0.898	0.872	0.750	nûkirin
innovation	0.949	0.680	0.890	nûkirinî
innovative	0.880	0.640	0.830	nû
innuendo	0.467	0.670	0.463	innuendo
innumerable	0.667	0.445	0.704	bêjimar
inoculation	0.333	0.570	0.598	derzîlêdanê
inoperable	0.184	0.422	0.304	nexebitî
inoperative	0.138	0.425	0.273	nexebitî
inordinate	0.163	0.630	0.330	inordinate
inorganic	0.385	0.345	0.282	neorganîk
input	0.643	0.337	0.527	beyan
inquest	0.458	0.569	0.721	lêkolîn
inquire	0.583	0.519	0.363	agahgirtin
inquirer	0.573	0.598	0.776	lêpirsîner
inquiring	0.479	0.510	0.500	lêpirsîn
inquiry	0.541	0.420	0.536	pirs
inquisitive	0.301	0.637	0.615	bimiraq
inquisitor	0.385	0.873	0.642	inquisitor
insane	0.062	0.670	0.265	rûhnexweş
insanity	0.098	0.847	0.337	rûhnexweşî
insatiable	0.375	0.656	0.558	têrbûn
inscription	0.592	0.422	0.542	nivîs
inscrutable	0.459	0.541	0.613	nescrutable
insect	0.276	0.633	0.242	mêşik
insecticide	0.188	0.598	0.430	insecticide
insecure	0.114	0.538	0.132	xwenebawer
insecurity	0.094	0.647	0.350	xwenebawerî
insemination	0.542	0.644	0.622	insemination
insensitive	0.219	0.471	0.302	bêxem
inseparable	0.700	0.520	0.571	ji hev nayên veqetandin
insert	0.481	0.552	0.519	lêzêdekirin
inserted	0.479	0.402	0.476	têxistin
insertion	0.521	0.520	0.565	lêzêdekirinî
inside	0.612	0.404	0.472	nav
insider	0.625	0.562	0.750	insider
insidious	0.146	0.622	0.480	xapînok
insight	0.613	0.363	0.649	rastdîtinî
insightful	0.664	0.691	0.713	têgihîştî
insignia	0.665	0.282	0.685	nîşan
insignificance	0.250	0.216	0.222	negirîngî
insignificant	0.083	0.306	0.114	bêqîmet
insinuate	0.292	0.635	0.413	belîkirin
insipid	0.214	0.250	0.241	bêhêz
insist	0.635	0.651	0.688	liserekinîn
insistence	0.418	0.704	0.645	îsrarî
insistent	0.552	0.635	0.701	îsrarî
insists	0.490	0.587	0.610	israr dike
insolence	0.115	0.731	0.402	bêaqilî
insolent	0.112	0.663	0.343	bêhêvî
insoluble	0.439	0.290	0.414	nesoluble
insolvency	0.323	0.431	0.300	îflasê
insolvent	0.230	0.481	0.318	dehndarê nikarda
insomnia	0.198	0.611	0.373	bêxewî
insomniac	0.231	0.367	0.329	bêxewî
inspect	0.479	0.603	0.793	berçavderbaskirin
inspection	0.459	0.630	0.718	berçavderbasî
inspector	0.418	0.580	0.852	berçavker
inspiration	0.938	0.600	0.779	eyan
inspirational	0.927	0.720	0.810	inspirational
inspire	0.918	0.627	0.759	eyankirin
inspired	0.967	0.702	0.736	îlham kirin
instability	0.177	0.760	0.353	bêîstîqrar
install	0.630	0.583	0.736	lêkirin
installation	0.656	0.469	0.759	lêkirinî
installment	0.619	0.396	0.483	teqsîtan
instance	0.547	0.450	0.558	mînak
instant	0.766	0.454	0.554	derhal
instantaneous	0.750	0.500	0.585	instantaneous
instantaneously	0.656	0.640	0.600	yekser
instigate	0.278	0.765	0.642	teşwîq kirin
instigation	0.323	0.769	0.648	teşwîqkirin
instill	0.562	0.490	0.618	instill
instinct	0.771	0.602	0.642	hîssîtî
instinctive	0.752	0.575	0.694	hîssî
institute	0.604	0.480	0.807	enstîtû
institution	0.580	0.311	0.790	dayre
instruct	0.729	0.490	0.833	dersdan
instructed	0.740	0.388	0.722	talîmat da
instruction	0.656	0.434	0.736	ders
instructional	0.698	0.500	0.773	hînkarî
instructions	0.582	0.302	0.556	talîmatên
instructive	0.583	0.420	0.643	hînker
instructor	0.771	0.490	0.782	dersda
instrument	0.562	0.537	0.655	alet
instrumental	0.740	0.472	0.647	alîkar
instrumentalist	0.656	0.540	0.740	instrumentîst
instrumentality	0.637	0.510	0.618	instrumentality
insubordination	0.281	0.775	0.634	bêbextî
insufferable	0.220	0.784	0.291	bêserûber
insufficiency	0.115	0.431	0.210	kêmasî
insufficient	0.188	0.380	0.093	nebes
insufficiently	0.147	0.509	0.198	têr nake
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	tenêkirin
insulated	0.208	0.265	0.304	îzole kirin
insulation	0.245	0.327	0.264	tenêkirinî
insulin	0.429	0.472	0.375	derzîya nexweşîya şekir
insult	0.085	0.831	0.389	kêmkirinî
insulting	0.094	0.840	0.412	kêmkir
insurance	0.714	0.308	0.825	sixorte
insure	0.700	0.415	0.698	sîxortekirin
insurgent	0.235	0.735	0.660	serhildêr
insurmountable	0.620	0.627	0.737	bêserûber
insurrection	0.229	0.706	0.582	serhildan
intact	0.716	0.212	0.602	serhev
intake	0.604	0.527	0.442	wergirtin
intangible	0.525	0.480	0.473	nemanbar
integer	0.573	0.327	0.595	yekjimar
integral	0.590	0.337	0.615	integral
integrate	0.729	0.390	0.700	linavxistin
integration	0.771	0.480	0.737	pêxistinî
integrity	0.865	0.413	0.848	linavketinî
intellect	0.844	0.418	0.870	rewşen
intellectual	0.906	0.455	0.845	rewşenbîr
intelligence	0.833	0.587	0.885	nûçe
intelligent	0.917	0.541	0.868	reweşenbîr
intelligibility	0.740	0.481	0.689	têgihiştinî
intelligible	0.635	0.480	0.691	têgihîştin
intend	0.562	0.520	0.519	nêtkirin
intended	0.406	0.542	0.587	armanc kirin
