English Word	Valence	Arousal	Dominance	Chinese-Simplified Word
indicating	0.745	0.339	0.555	表示
indication	0.719	0.432	0.750	指示
indicative	0.510	0.510	0.591	指示性的
indicator	0.573	0.451	0.670	指标
indice	0.469	0.377	0.541	指数
indict	0.188	0.731	0.458	起诉
indictment	0.245	0.745	0.577	起诉书
indie	0.479	0.368	0.430	独立
indifference	0.265	0.417	0.299	漠不关心
indifferent	0.396	0.157	0.250	冷漠
indigenous	0.500	0.509	0.552	土著
indigent	0.156	0.481	0.223	贫穷的
indigestion	0.204	0.610	0.182	消化不良
indignant	0.260	0.600	0.423	愤怒
indignation	0.173	0.778	0.431	愤慨
indignity	0.167	0.500	0.306	侮辱
indigo	0.514	0.365	0.473	靛青
indirect	0.385	0.402	0.330	间接
indiscreet	0.177	0.587	0.342	轻率
indiscretion	0.265	0.637	0.390	轻率
indispensable	0.710	0.449	0.802	必不可少
indisposed	0.122	0.519	0.206	不适
indistinct	0.255	0.340	0.360	模糊
indistinguishable	0.346	0.458	0.548	难以区分
individual	0.627	0.327	0.533	个人
individuality	0.612	0.469	0.527	个性
indivisible	0.646	0.398	0.580	不可分割
indoctrination	0.327	0.657	0.698	灌输
indolent	0.177	0.381	0.259	懒惰的
indomitable	0.458	0.800	0.830	不屈不挠
indoor	0.615	0.245	0.347	室内的
induce	0.257	0.606	0.684	诱导
induced	0.397	0.471	0.491	诱导
inducement	0.647	0.765	0.685	诱因
induction	0.392	0.593	0.627	就职
indulge	0.833	0.716	0.669	放纵
indulgence	0.479	0.490	0.517	放纵
indulgent	0.560	0.481	0.529	放纵的
industrial	0.469	0.600	0.875	工业的
industrialist	0.562	0.633	0.843	实业家
industrious	0.720	0.537	0.791	勤劳
industry	0.650	0.447	0.836	行业
ineffable	0.551	0.577	0.585	无法形容
ineffective	0.093	0.422	0.094	无效
ineffectual	0.163	0.412	0.200	无效的
inefficiency	0.092	0.466	0.181	效率低下
inefficient	0.190	0.460	0.173	效率低下
inelastic	0.396	0.426	0.385	无弹性
ineligible	0.143	0.377	0.457	不合格
inept	0.156	0.418	0.209	无能
ineptitude	0.177	0.471	0.250	无能
inequality	0.122	0.575	0.259	不等式
inequitable	0.281	0.519	0.373	不公平的
inert	0.323	0.180	0.319	惰性
inertia	0.344	0.288	0.322	惯性
inevitable	0.316	0.419	0.623	不可避免的
inexact	0.153	0.459	0.170	不准确
inexcusable	0.271	0.582	0.546	不可原谅
inexhaustible	0.602	0.541	0.643	取之不尽
inexpensive	0.694	0.414	0.260	便宜
inexperience	0.208	0.614	0.151	经验不足
inexperienced	0.281	0.473	0.231	没有经验
inexplicable	0.224	0.635	0.443	莫名其妙
inexpressible	0.198	0.608	0.364	无法表达
infallibility	0.583	0.663	0.764	万无一失
infallible	0.776	0.687	0.809	万无一失
infamous	0.146	0.580	0.472	臭名昭著
infamy	0.177	0.676	0.421	骂名
infancy	0.750	0.399	0.370	婴儿期
infant	0.802	0.431	0.328	婴儿
infanticide	0.167	0.856	0.443	杀婴
infantile	0.604	0.382	0.259	婴儿
infantry	0.531	0.684	0.791	步兵
infarct	0.080	0.846	0.386	梗塞
infatuated	0.729	0.764	0.417	迷恋
infatuation	0.844	0.745	0.530	痴情
infeasible	0.245	0.472	0.236	不可行
infect	0.102	0.777	0.424	感染
infection	0.083	0.735	0.407	感染
infectious	0.142	0.760	0.422	传染性
infer	0.449	0.490	0.453	推断
inference	0.359	0.479	0.398	推理
inferential	0.426	0.451	0.455	推理的
inferior	0.260	0.254	0.106	下
inferiority	0.177	0.430	0.205	自卑
infernal	0.083	0.837	0.571	地狱
inferno	0.051	0.857	0.463	地狱
infertile	0.274	0.458	0.255	不育
infertility	0.170	0.664	0.328	不孕不育
infestation	0.256	0.776	0.527	侵染
infidel	0.177	0.740	0.404	异教徒
infidelity	0.062	0.777	0.392	不忠
infield	0.510	0.571	0.438	内场
infiltrate	0.408	0.745	0.587	浸润
infiltration	0.265	0.792	0.536	浸润
infinite	0.724	0.583	0.735	无穷
infinitely	0.688	0.643	0.829	无限地
infinitesimal	0.388	0.472	0.496	无穷小
infinity	0.516	0.459	0.805	无穷
infirm	0.115	0.521	0.210	体弱多病
infirmary	0.500	0.438	0.517	医务室
infirmity	0.094	0.482	0.252	虚弱
inflammation	0.146	0.765	0.423	炎
inflammatory	0.177	0.642	0.404	炎症
inflatable	0.510	0.510	0.400	充气的
inflate	0.305	0.569	0.462	膨胀
inflated	0.303	0.431	0.617	膨胀的
inflation	0.219	0.792	0.508	通货膨胀
inflection	0.385	0.635	0.377	拐点
inflict	0.167	0.760	0.609	施加
infliction	0.302	0.722	0.571	施加
inflorescence	0.459	0.344	0.412	花序
influence	0.622	0.663	0.824	影响
influential	0.899	0.688	0.944	有影响
influenza	0.271	0.718	0.321	流感
influx	0.622	0.635	0.575	涌入
info	0.750	0.330	0.642	信息
infomercial	0.427	0.462	0.555	商业广告
inform	0.723	0.582	0.679	通知
informal	0.480	0.398	0.441	非正式的
informant	0.604	0.612	0.719	线人
information	0.765	0.370	0.711	信息
informative	0.812	0.419	0.741	内容丰富
informed	0.543	0.298	0.617	知情的
informer	0.521	0.578	0.580	告密者
infraction	0.245	0.660	0.471	违规
infrared	0.469	0.588	0.526	红外线的
infrastructure	0.604	0.460	0.694	基础设施
infrequent	0.312	0.377	0.192	不经常
infrequently	0.204	0.250	0.327	不经常
infringement	0.153	0.800	0.481	侵权
infuriate	0.102	0.934	0.596	激怒
infuriated	0.073	0.930	0.510	被激怒了
infuriates	0.135	0.913	0.627	激怒了
infuriating	0.139	0.870	0.509	真气
infuse	0.380	0.705	0.589	注入
infused	0.385	0.473	0.546	注入
infuser	0.469	0.433	0.536	输液器
infusion	0.583	0.365	0.453	输液
ingenious	0.760	0.690	0.891	巧妙
ingenuity	0.708	0.590	0.868	独创性
ingest	0.510	0.559	0.473	摄取
ingestion	0.429	0.612	0.512	摄取
ingot	0.688	0.444	0.615	锭
ingrained	0.531	0.490	0.712	根深蒂固
ingrate	0.235	0.606	0.327	忘恩负义
ingredient	0.792	0.373	0.451	成分
ingress	0.601	0.366	0.736	入口
inhabit	0.656	0.378	0.556	居住于
inhabitant	0.604	0.356	0.519	居民
inhabited	0.667	0.361	0.510	有人居住
inhabiting	0.458	0.440	0.598	居住
inhalation	0.510	0.613	0.464	吸入
inhale	0.427	0.340	0.492	吸入
inhaler	0.408	0.500	0.349	吸入器
inherent	0.562	0.439	0.480	固有
inherit	0.745	0.546	0.694	继承
inheritance	0.900	0.565	0.798	遗产
inhibit	0.167	0.479	0.447	抑制
inhibition	0.265	0.392	0.534	抑制
inhibitor	0.281	0.450	0.471	抑制剂
inhospitable	0.265	0.531	0.395	荒凉
inhuman	0.107	0.660	0.492	不人道
inhumane	0.104	0.587	0.402	不人道
inhumanity	0.143	0.540	0.405	不人道
inimaginable	0.542	0.636	0.534	难以想象
inimical	0.260	0.823	0.556	敌对的
inimitable	0.571	0.413	0.790	无比
iniquity	0.219	0.567	0.425	罪孽
initial	0.583	0.314	0.539	最初的
initiate	0.719	0.480	0.553	发起
initiated	0.760	0.490	0.650	发起
initiation	0.698	0.529	0.527	引发
initiative	0.833	0.615	0.768	倡议
inject	0.406	0.735	0.596	注入
injection	0.281	0.741	0.518	注射
injunction	0.281	0.422	0.519	禁令
injure	0.177	0.710	0.364	损伤
injured	0.083	0.680	0.302	受伤
injuring	0.073	0.790	0.245	伤害
injurious	0.177	0.759	0.366	有害的
injury	0.049	0.769	0.287	受伤
injustice	0.082	0.755	0.444	不公正
ink	0.471	0.408	0.235	墨水
inkling	0.448	0.551	0.570	暗示
inland	0.510	0.417	0.423	内陆
inlay	0.406	0.531	0.565	镶嵌
inlet	0.646	0.378	0.466	进口
inmate	0.235	0.663	0.398	犯人
inn	0.660	0.284	0.475	客栈
innards	0.302	0.480	0.400	内脏
innate	0.490	0.400	0.521	先天
inner	0.551	0.216	0.443	内
innermost	0.583	0.500	0.510	最里面
innerpeace	0.714	0.318	0.551	内心的平静
inning	0.602	0.315	0.520	局
innings	0.573	0.487	0.443	局
innkeeper	0.578	0.224	0.472	旅店老板
innocence	0.802	0.260	0.307	纯真
innocent	0.729	0.206	0.340	清白的
innocently	0.776	0.250	0.302	无辜地
innocuous	0.510	0.321	0.172	无害的
innovate	0.898	0.872	0.750	创新
innovation	0.949	0.680	0.890	创新
innovative	0.880	0.640	0.830	创新的
innuendo	0.467	0.670	0.463	影射
innumerable	0.667	0.445	0.704	无数
inoculation	0.333	0.570	0.598	接种
inoperable	0.184	0.422	0.304	无法操作
inoperative	0.138	0.425	0.273	不工作
inordinate	0.163	0.630	0.330	过度的
inorganic	0.385	0.345	0.282	无机物
input	0.643	0.337	0.527	输入
inquest	0.458	0.569	0.721	审讯
inquire	0.583	0.519	0.363	查询
inquirer	0.573	0.598	0.776	询问者
inquiring	0.479	0.510	0.500	查询
inquiry	0.541	0.420	0.536	询问
inquisitive	0.301	0.637	0.615	好奇
inquisitor	0.385	0.873	0.642	调查官
insane	0.062	0.670	0.265	疯狂的
insanity	0.098	0.847	0.337	疯狂
insatiable	0.375	0.656	0.558	贪得无厌
inscription	0.592	0.422	0.542	题词
inscrutable	0.459	0.541	0.613	高深莫测
insect	0.276	0.633	0.242	昆虫
insecticide	0.188	0.598	0.430	杀虫剂
insecure	0.114	0.538	0.132	不安全
insecurity	0.094	0.647	0.350	不安全感
insemination	0.542	0.644	0.622	授精
insensitive	0.219	0.471	0.302	麻木不仁
inseparable	0.700	0.520	0.571	形影不离
insert	0.481	0.552	0.519	插入
inserted	0.479	0.402	0.476	插入
insertion	0.521	0.520	0.565	插入
inside	0.612	0.404	0.472	里面
insider	0.625	0.562	0.750	内幕
insidious	0.146	0.622	0.480	阴险
insight	0.613	0.363	0.649	洞察力
insightful	0.664	0.691	0.713	有见地
insignia	0.665	0.282	0.685	徽章
insignificance	0.250	0.216	0.222	无足轻重
insignificant	0.083	0.306	0.114	微不足道
insinuate	0.292	0.635	0.413	暗示
insipid	0.214	0.250	0.241	平淡
insist	0.635	0.651	0.688	坚持
insistence	0.418	0.704	0.645	坚持
insistent	0.552	0.635	0.701	坚持
insists	0.490	0.587	0.610	坚持
insolence	0.115	0.731	0.402	傲慢
insolent	0.112	0.663	0.343	蛮横的
insoluble	0.439	0.290	0.414	不溶
insolvency	0.323	0.431	0.300	破产
insolvent	0.230	0.481	0.318	资不抵债
insomnia	0.198	0.611	0.373	失眠
insomniac	0.231	0.367	0.329	失眠的
inspect	0.479	0.603	0.793	检查
inspection	0.459	0.630	0.718	检查
inspector	0.418	0.580	0.852	检查员
inspiration	0.938	0.600	0.779	灵感
inspirational	0.927	0.720	0.810	鼓舞人心的
inspire	0.918	0.627	0.759	启发
inspired	0.967	0.702	0.736	启发
instability	0.177	0.760	0.353	不稳定
install	0.630	0.583	0.736	安装
installation	0.656	0.469	0.759	安装
installment	0.619	0.396	0.483	分期付款
instance	0.547	0.450	0.558	实例
instant	0.766	0.454	0.554	立即的
instantaneous	0.750	0.500	0.585	瞬间
instantaneously	0.656	0.640	0.600	瞬间
instigate	0.278	0.765	0.642	唆
instigation	0.323	0.769	0.648	煽动
instill	0.562	0.490	0.618	灌输
instinct	0.771	0.602	0.642	直觉
instinctive	0.752	0.575	0.694	本能的
institute	0.604	0.480	0.807	研究所
institution	0.580	0.311	0.790	机构
instruct	0.729	0.490	0.833	指导
instructed	0.740	0.388	0.722	指示
instruction	0.656	0.434	0.736	操作说明
instructional	0.698	0.500	0.773	指导性的
instructions	0.582	0.302	0.556	指示
instructive	0.583	0.420	0.643	有指导意义的
instructor	0.771	0.490	0.782	讲师
instrument	0.562	0.537	0.655	乐器
instrumental	0.740	0.472	0.647	器乐的
instrumentalist	0.656	0.540	0.740	器乐主义者
instrumentality	0.637	0.510	0.618	工具性
insubordination	0.281	0.775	0.634	不服从
insufferable	0.220	0.784	0.291	难以忍受
insufficiency	0.115	0.431	0.210	不足
insufficient	0.188	0.380	0.093	不足的
insufficiently	0.147	0.509	0.198	不足够
insular	0.531	0.426	0.465	孤岛
insulate	0.365	0.358	0.286	隔离
insulated	0.208	0.265	0.304	绝缘
insulation	0.245	0.327	0.264	绝缘
insulin	0.429	0.472	0.375	胰岛素
insult	0.085	0.831	0.389	侮辱
insulting	0.094	0.840	0.412	侮辱
insurance	0.714	0.308	0.825	保险
insure	0.700	0.415	0.698	保证
insurgent	0.235	0.735	0.660	叛乱分子
insurmountable	0.620	0.627	0.737	不可逾越
insurrection	0.229	0.706	0.582	起义
intact	0.716	0.212	0.602	完好无损的
intake	0.604	0.527	0.442	录取
intangible	0.525	0.480	0.473	无形的
integer	0.573	0.327	0.595	整数
integral	0.590	0.337	0.615	不可缺少的
integrate	0.729	0.390	0.700	整合
integration	0.771	0.480	0.737	一体化
integrity	0.865	0.413	0.848	正直
intellect	0.844	0.418	0.870	智力
intellectual	0.906	0.455	0.845	知识分子
intelligence	0.833	0.587	0.885	智力
intelligent	0.917	0.541	0.868	聪明的
intelligibility	0.740	0.481	0.689	可理解性
intelligible	0.635	0.480	0.691	可理解的
intend	0.562	0.520	0.519	打算
intended	0.406	0.542	0.587	故意的
intending	0.510	0.567	0.597	有意
intense	0.592	0.774	0.679	激烈的
intensely	0.694	0.846	0.750	强烈地
intensify	0.604	0.870	0.737	强化
intensity	0.622	0.930	0.952	强度
intensive	0.570	0.842	0.776	密集的
intent	0.550	0.481	0.500	意图
intention	0.531	0.480	0.636	意图
intentional	0.650	0.615	0.750	故意的
intentionally	0.450	0.676	0.696	故意地
inter	0.510	0.375	0.466	间
interact	0.822	0.690	0.759	相互作用
interaction	0.646	0.735	0.750	相互作用
interactive	0.727	0.811	0.770	交互的
intercede	0.582	0.577	0.630	说情
intercept	0.221	0.660	0.676	截距
interception	0.327	0.673	0.643	拦截
intercession	0.503	0.486	0.598	代祷
interchange	0.615	0.527	0.565	互换
interchangeable	0.615	0.459	0.526	可互换
interchanged	0.396	0.472	0.434	互换
intercom	0.623	0.429	0.453	对讲机
intercourse	0.551	0.608	0.557	交往
interdependence	0.608	0.618	0.639	相互依存
interdependent	0.410	0.482	0.598	相互依存
interdiction	0.337	0.500	0.585	阻截
interest	0.780	0.667	0.618	兴趣
interested	0.750	0.529	0.725	感兴趣的
interesting	0.927	0.726	0.731	有趣的
interface	0.643	0.357	0.600	界面
interfere	0.323	0.714	0.471	干扰
interference	0.396	0.736	0.357	干涉
interferometer	0.510	0.510	0.517	干涉仪
intergalactic	0.562	0.661	0.741	星系际
interim	0.604	0.400	0.524	临时
interior	0.618	0.157	0.462	内部的
interject	0.333	0.648	0.658	插
interlocutory	0.490	0.500	0.527	中间人
interlude	0.470	0.417	0.377	插曲
intermediary	0.427	0.510	0.643	中介
intermediate	0.480	0.368	0.400	中间的
interment	0.235	0.608	0.346	安葬
interminable	0.327	0.481	0.561	没完没了
intermission	0.490	0.360	0.402	中场休息
intermittent	0.337	0.565	0.436	间歇性的
intern	0.459	0.460	0.392	实习生
internal	0.439	0.349	0.423	内部的
internally	0.615	0.400	0.616	内部
international	0.800	0.519	0.702	国际的
internet	0.760	0.462	0.755	互联网
internship	0.590	0.510	0.482	实习
interoffice	0.439	0.375	0.556	办公室间
interpolate	0.460	0.490	0.569	插
interpolation	0.419	0.506	0.528	插值
interpret	0.646	0.625	0.673	解释
interpretation	0.677	0.594	0.620	解释
interpreter	0.708	0.461	0.596	口译员
interpretive	0.531	0.549	0.595	解释性的
interrelated	0.615	0.469	0.592	相关
interrogate	0.323	0.808	0.680	审问
interrogation	0.302	0.827	0.657	审讯
interrupt	0.210	0.635	0.509	打断
interrupted	0.281	0.559	0.333	被打断
interrupting	0.146	0.593	0.509	打断
interruption	0.184	0.632	0.425	中断
interrupts	0.204	0.545	0.389	中断
intersect	0.521	0.510	0.480	相交
intersection	0.344	0.541	0.658	路口
interstate	0.520	0.443	0.600	州际公路
interstellar	0.708	0.702	0.622	星际
interstitial	0.333	0.471	0.534	插页式
interval	0.510	0.284	0.400	间隔
intervene	0.520	0.677	0.768	干预
intervening	0.398	0.627	0.442	干预
intervention	0.388	0.696	0.689	干涉
interview	0.573	0.770	0.619	面试
interviewer	0.552	0.736	0.816	面试官
interworking	0.552	0.587	0.691	互通
intestate	0.459	0.467	0.415	无遗嘱
intestinal	0.357	0.531	0.370	肠
intestine	0.343	0.450	0.380	肠
intestines	0.292	0.547	0.398	肠子
intimacy	0.857	0.802	0.558	亲密
intimate	0.724	0.598	0.393	亲密的
intimately	0.806	0.573	0.590	亲密地
intimation	0.406	0.673	0.500	暗示
intimidate	0.210	0.804	0.632	威逼
intimidated	0.177	0.663	0.208	被吓倒
intimidating	0.229	0.790	0.708	吓人的
intimidation	0.177	0.791	0.644	恐吓
intolerable	0.146	0.660	0.439	无法忍受
intolerance	0.052	0.704	0.520	不宽容
intolerant	0.135	0.676	0.509	不可忍耐
intonation	0.615	0.442	0.598	语调
intoxicated	0.079	0.824	0.246	酣
intoxicating	0.224	0.760	0.464	醉人
intoxication	0.323	0.710	0.400	陶醉
intracranial	0.281	0.602	0.553	颅内
intractable	0.154	0.694	0.302	棘手的
intramural	0.490	0.464	0.447	校内
intravenous	0.357	0.538	0.458	静脉
intrepid	0.753	0.696	0.637	强悍
intricate	0.559	0.704	0.500	错综复杂
intrigue	0.362	0.830	0.327	阴谋
intriguing	0.422	0.713	0.462	耐人寻味
intrinsic	0.406	0.471	0.526	固有的
intrinsically	0.459	0.382	0.538	本质上
intro	0.510	0.331	0.657	介绍
introduce	0.592	0.559	0.648	介绍
introduction	0.612	0.413	0.640	介绍
introductory	0.635	0.368	0.593	介绍性的
introspection	0.603	0.337	0.575	内省
introspective	0.552	0.360	0.471	内省的
intrude	0.058	0.735	0.480	侵入
intruder	0.146	0.740	0.324	入侵者
intrusion	0.293	0.641	0.670	入侵
intrusive	0.461	0.607	0.538	侵入性的
intubation	0.276	0.598	0.526	插管
intuition	0.857	0.508	0.602	直觉
intuitive	0.771	0.573	0.690	直觉的
intuitively	0.670	0.561	0.648	直观地
inundation	0.177	0.780	0.455	淹没
invade	0.408	0.892	0.714	入侵
invader	0.200	0.827	0.618	侵略者
invalid	0.180	0.330	0.255	无效的
invalidate	0.315	0.480	0.397	无效
invalidation	0.181	0.490	0.278	失效
invalidity	0.186	0.394	0.158	无效
invaluable	0.740	0.500	0.745	无价
invariably	0.458	0.365	0.550	总是
invasion	0.271	0.843	0.808	入侵
invasive	0.194	0.730	0.598	侵入性
invent	0.719	0.689	0.833	发明
invention	0.714	0.577	0.811	发明
inventive	0.780	0.627	0.721	创造性的
inventor	0.781	0.667	0.847	发明者
inventory	0.594	0.463	0.490	存货
inverse	0.459	0.337	0.319	逆
inversely	0.286	0.418	0.351	反过来
inversion	0.602	0.630	0.772	倒置
invert	0.510	0.585	0.706	倒置
inverted	0.310	0.471	0.357	倒
invest	0.650	0.663	0.682	投资
investigate	0.640	0.500	0.781	调查
investigation	0.531	0.592	0.820	调查
investigative	0.562	0.600	0.704	调查性的
investigator	0.615	0.509	0.779	研究者
investment	0.720	0.592	0.745	投资
investor	0.794	0.655	0.791	投资者
invidious	0.112	0.650	0.364	令人反感的
invigorate	0.821	0.798	0.831	振奋
invincible	0.867	0.853	0.914	无敌
invisibility	0.438	0.461	0.382	隐形
invisible	0.417	0.345	0.412	无形的
invitation	0.802	0.549	0.647	邀请
invite	0.745	0.655	0.611	邀请
inviting	0.938	0.571	0.538	邀请
invocation	0.430	0.620	0.673	调用
invoice	0.480	0.380	0.474	发票
invoke	0.583	0.740	0.579	调用
involuntary	0.354	0.490	0.231	非自愿
involution	0.296	0.420	0.407	对合
involve	0.694	0.490	0.728	涉及
involvement	0.760	0.620	0.696	参与
invulnerable	0.552	0.683	0.745	刀枪不入
inwards	0.490	0.385	0.438	向内
iodine	0.390	0.265	0.333	碘
ion	0.429	0.330	0.408	离子
iota	0.344	0.385	0.314	微塔
irate	0.188	0.852	0.474	愤怒
ire	0.198	0.740	0.575	愤怒
iridescent	0.602	0.588	0.539	虹彩
iris	0.708	0.275	0.380	虹膜
irked	0.164	0.791	0.353	惹恼了
irks	0.276	0.781	0.339	讨厌
iron	0.448	0.351	0.679	铁
ironclad	0.561	0.648	0.679	铁定的
ironic	0.435	0.550	0.500	讽刺的
irons	0.531	0.441	0.625	熨斗
irony	0.390	0.587	0.508	讽刺
irradiation	0.385	0.736	0.509	辐照
irrational	0.125	0.648	0.394	非理性的
irrationality	0.198	0.735	0.361	非理性
irreconcilable	0.146	0.667	0.375	不可调和的
irreducible	0.296	0.455	0.569	不可约
irrefutable	0.496	0.549	0.716	无可辩驳
irregular	0.312	0.548	0.321	不规律的
irregularity	0.104	0.647	0.306	不规则
irregularly	0.292	0.565	0.397	不规则地
irrelevant	0.138	0.311	0.296	无关紧要的
irreparable	0.061	0.530	0.430	无法弥补
irreplaceable	0.479	0.580	0.833	无可替代
irrepressible	0.512	0.566	0.745	无法抑制
irresistible	0.823	0.833	0.839	不可抗拒
irrespective	0.497	0.538	0.745	无所谓
irresponsible	0.177	0.680	0.241	不负责任的
irreverent	0.191	0.694	0.634	不敬的
irreversible	0.170	0.541	0.667	不可逆转
irrevocable	0.296	0.560	0.712	不可撤销
irrigate	0.272	0.458	0.490	灌溉
irrigation	0.259	0.426	0.426	灌溉
irritability	0.146	0.853	0.283	易怒
irritable	0.112	0.952	0.462	烦躁
irritate	0.167	0.890	0.368	刺激
irritated	0.210	0.816	0.281	烦躁
irritates	0.173	0.810	0.295	激怒
irritating	0.104	0.912	0.393	恼人的
irritation	0.073	0.833	0.496	刺激
island	0.745	0.347	0.432	岛
isle	0.667	0.390	0.443	小岛
islet	0.612	0.314	0.367	胰岛
isolate	0.235	0.422	0.336	隔离
isolated	0.221	0.356	0.255	孤立
isolation	0.198	0.338	0.339	隔离
isomorphism	0.448	0.361	0.481	同构
isothermal	0.459	0.491	0.500	等温
isotope	0.429	0.404	0.407	同位素
issue	0.316	0.819	0.351	问题
itch	0.319	0.610	0.465	痒
itching	0.208	0.690	0.300	瘙痒
itchy	0.334	0.726	0.296	发痒
item	0.594	0.270	0.465	物品
itemize	0.459	0.527	0.518	逐项列出
items	0.542	0.401	0.434	项目
iterate	0.449	0.460	0.440	迭代
iteration	0.531	0.449	0.486	迭代
iterative	0.429	0.420	0.500	迭代的
itinerant	0.449	0.545	0.439	巡回
itinerary	0.551	0.550	0.454	行程
ivory	0.625	0.235	0.566	象牙
jab	0.385	0.519	0.482	戳
jabber	0.417	0.506	0.342	胡言乱语
jack	0.487	0.450	0.441	杰克
jackal	0.333	0.582	0.436	豺狼
jackass	0.188	0.692	0.279	笨蛋
jacket	0.656	0.302	0.382	夹克
jackhammer	0.199	0.690	0.519	电钻
jackpot	0.950	0.750	0.786	头奖
jackrabbit	0.625	0.379	0.344	长耳兔
jacks	0.490	0.400	0.505	千斤顶
jade	0.604	0.410	0.455	玉
jaded	0.255	0.560	0.400	厌倦
