English Word	Valence	Arousal	Dominance	Malayalam Word
missile	0.240	0.830	0.764	മിസൈൽ
missiles	0.070	0.922	0.830	മിസൈലുകൾ
missing	0.306	0.418	0.222	കാണാതായി
missingyou	0.260	0.471	0.377	നിന്നെ മിസ്സാകുന്നു
mission	0.765	0.633	0.870	ദൗത്യം
missionary	0.729	0.404	0.596	മിഷനറി
misspell	0.292	0.423	0.281	അക്ഷരത്തെറ്റ്
misstatement	0.302	0.547	0.221	തെറ്റായ പ്രസ്താവന
missy	0.521	0.480	0.333	മിസ്സി
mist	0.375	0.194	0.221	മൂടൽമഞ്ഞ്
mistake	0.208	0.585	0.102	തെറ്റ്
mistaken	0.131	0.630	0.212	തെറ്റിദ്ധരിച്ചു
mister	0.604	0.406	0.663	മിസ്റ്റർ
mistletoe	0.542	0.470	0.324	മിസ്റ്റിൽറ്റോ
mistreated	0.010	0.792	0.200	മോശമായി പെരുമാറി
mistress	0.630	0.796	0.694	യജമാനത്തി
mistrial	0.427	0.539	0.536	മിസ്ട്രിയൽ
mistrust	0.135	0.657	0.231	അവിശ്വാസം
misty	0.427	0.451	0.278	മഞ്ഞുമൂടിയ
misunderstand	0.177	0.548	0.382	തെറ്റിദ്ധരിപ്പിക്കുക
misunderstanding	0.112	0.618	0.284	തെറ്റിദ്ധാരണ
misunderstood	0.177	0.625	0.309	തെറ്റിദ്ധരിക്കുക
misuse	0.083	0.560	0.196	ദുരുപയോഗം
mite	0.290	0.584	0.271	കാശ്
miter	0.458	0.500	0.414	മൈറ്റർ
mitigate	0.506	0.427	0.456	ലഘൂകരിക്കാനും
mitigating	0.551	0.520	0.600	ലഘൂകരിക്കുന്നു
mitigation	0.448	0.527	0.423	ലഘൂകരണം
mitt	0.406	0.183	0.264	മിറ്റ്
mitten	0.531	0.330	0.408	കൈത്തണ്ട
mitzvah	0.422	0.610	0.409	മിറ്റ്സ്വാ
mix	0.542	0.490	0.472	ഇളക്കുക
mixed	0.510	0.346	0.444	മിക്സഡ്
mixedemotions	0.440	0.673	0.430	സമ്മിശ്രവികാരങ്ങൾ
mixer	0.562	0.500	0.556	മിക്സർ
mixture	0.546	0.360	0.481	മിശ്രിതം
mnemonic	0.531	0.480	0.452	ഓർമ്മപ്പെടുത്തൽ
moan	0.357	0.735	0.352	വിലപിക്കുന്നു
moat	0.398	0.380	0.314	കിടങ്ങ്
mob	0.296	0.788	0.567	ജനക്കൂട്ടം
mobile	0.615	0.569	0.481	മൊബൈൽ
mobility	0.700	0.596	0.654	ചലനാത്മകത
mobilization	0.688	0.720	0.787	സമാഹരണം
mobilize	0.604	0.684	0.727	അണിനിരത്തുക
mobster	0.188	0.870	0.638	മോബ്സ്റ്റർ
mocha	0.500	0.396	0.311	മോച്ച
mock	0.360	0.606	0.618	പരിഹസിക്കുക
mocked	0.225	0.746	0.204	പരിഹസിച്ചു
mockery	0.094	0.806	0.181	പരിഹാസം
mocking	0.082	0.755	0.394	പരിഹസിക്കുക
mockingbird	0.513	0.337	0.423	പരിഹസിക്കുന്ന പക്ഷി
mod	0.458	0.367	0.384	മോഡ്
modal	0.592	0.264	0.461	മോഡൽ
modality	0.633	0.404	0.527	രീതി
mode	0.531	0.185	0.367	മോഡ്
model	0.607	0.388	0.723	മാതൃക
modeler	0.500	0.510	0.730	മോഡലർ
modeling	0.684	0.404	0.490	മോഡലിംഗ്
modem	0.573	0.355	0.500	മോഡം
moderate	0.582	0.190	0.453	മിതത്വം
moderate anticipation	0.667	0.451	0.574	മിതമായ പ്രതീക്ഷ
moderate disgust	0.229	0.558	0.381	മിതമായ വെറുപ്പ്
moderate negative	0.177	0.500	0.306	മിതമായ നെഗറ്റീവ്
moderate positive	0.896	0.453	0.753	മിതമായ പോസിറ്റീവ്
moderate surprise	0.776	0.663	0.637	മിതമായ ആശ്ചര്യം
moderate trust	0.677	0.350	0.773	മിതമായ വിശ്വാസം
moderately	0.604	0.264	0.500	മിതമായ
moderating	0.667	0.402	0.783	മോഡറേറ്റിംഗ്
moderation	0.531	0.240	0.453	മിതത്വം
moderator	0.519	0.354	0.802	മോഡറേറ്റർ
modern	0.855	0.423	0.691	ആധുനികമായ
modernism	0.760	0.553	0.703	ആധുനികത
modest	0.760	0.130	0.412	എളിമയുള്ള
modesty	0.778	0.240	0.500	എളിമ
modicum	0.234	0.417	0.327	മോഡികം
modifiable	0.541	0.422	0.373	പരിഷ്കരിക്കാവുന്ന
modification	0.480	0.520	0.625	പരിഷ്ക്കരണം
modified	0.561	0.458	0.693	തിരുത്തപ്പെട്ടത്
modify	0.458	0.584	0.625	പരിഷ്ക്കരിക്കുക
modulate	0.673	0.343	0.555	മോഡുലേറ്റ് ചെയ്യുക
modulation	0.458	0.365	0.565	മോഡുലേഷൻ
module	0.582	0.388	0.571	മൊഡ്യൂൾ
modulus	0.622	0.304	0.481	മോഡുലസ്
mogul	0.510	0.652	0.865	മുഗൾ
moiety	0.378	0.343	0.454	ഭാഗം
moist	0.470	0.316	0.386	ഈർപ്പമുള്ള
moisture	0.406	0.398	0.327	ഈർപ്പം
moisturizer	0.750	0.280	0.386	മോയ്സ്ചറൈസർ
molar	0.544	0.426	0.350	മോളാർ
molasses	0.490	0.269	0.286	മോളാസസ്
mold	0.330	0.274	0.402	പൂപ്പൽ
molded	0.667	0.361	0.373	വാർത്തെടുത്തത്
molding	0.552	0.308	0.546	മോൾഡിംഗ്
moldy	0.235	0.387	0.250	പൂപ്പൽ
mole	0.436	0.377	0.352	മോൾ
molecular	0.495	0.440	0.536	തന്മാത്ര
molecule	0.531	0.259	0.375	തന്മാത്ര
molest	0.133	0.816	0.319	ഉപദ്രവിക്കുക
molestation	0.102	0.808	0.407	പീഡനം
molester	0.143	0.811	0.478	പീഡകൻ
molten	0.417	0.490	0.339	ഉരുകിയ
mom	0.927	0.336	0.639	അമ്മ
moment	0.604	0.435	0.509	നിമിഷം
momentary	0.562	0.271	0.330	ക്ഷണികമായ
momentous	0.792	0.587	0.760	സുപ്രധാനമായ
momentum	0.663	0.750	0.688	ആക്കം
momma	0.833	0.412	0.527	അമ്മ
mommy	0.854	0.353	0.422	മമ്മി
monad	0.510	0.482	0.451	മൊണാഡ്
monarch	0.583	0.559	0.870	രാജാവ്
monarchy	0.450	0.557	0.870	രാജവാഴ്ച
monastery	0.694	0.183	0.726	ആശ്രമം
monastic	0.438	0.314	0.676	സന്യാസി
monetary	0.583	0.494	0.716	ധനപരമായ
money	0.844	0.608	0.827	പണം
mongoloid	0.177	0.364	0.317	മംഗോളോയിഡ്
mongoose	0.327	0.380	0.546	കീരി
mongrel	0.425	0.438	0.395	മോങ്ങൽ
monitor	0.490	0.298	0.538	മോണിറ്റർ
monk	0.472	0.208	0.439	സന്യാസി
monkey	0.548	0.449	0.283	കുരങ്ങൻ
mono	0.500	0.390	0.273	മോണോ
monochrome	0.312	0.292	0.339	മോണോക്രോം
monogamous	0.510	0.335	0.402	ഏകഭാര്യത്വമുള്ള
monogamy	0.542	0.380	0.455	ഏകഭാര്യത്വം
monogram	0.480	0.210	0.425	മോണോഗ്രാം
monogrammed	0.503	0.270	0.402	മോണോഗ്രാംഡ്
monograph	0.500	0.242	0.481	മോണോഗ്രാഫ്
monolayer	0.427	0.294	0.433	ഏകപാളി
monolith	0.429	0.327	0.500	ഏകശില
monologue	0.500	0.284	0.534	മോണോലോഗ്
monopolist	0.330	0.590	0.725	കുത്തക
monopoly	0.449	0.509	0.640	കുത്തക
monotonous	0.354	0.221	0.400	ഏകതാനമായ
monotony	0.398	0.135	0.353	ഏകതാനത
monoxide	0.433	0.430	0.490	മോണോക്സൈഡ്
monsieur	0.552	0.340	0.623	മോൻസി
monsoon	0.358	0.600	0.481	മൺസൂൺ
monster	0.133	0.935	0.596	രാക്ഷസൻ
monstrosity	0.094	0.933	0.611	രാക്ഷസത്വം
monstrous	0.094	0.942	0.649	ഭീകരമായ
montage	0.438	0.520	0.388	മൊണ്ടേജ്
monte	0.589	0.330	0.391	മോണ്ടെ
month	0.688	0.255	0.411	മാസം
monthly	0.622	0.314	0.364	പ്രതിമാസ
monument	0.833	0.404	0.811	സ്മാരകം
monumental	0.656	0.594	0.955	സ്മാരകം
moo	0.438	0.355	0.300	മൂ
mooch	0.378	0.413	0.309	മൂച്ച്
mood	0.720	0.500	0.500	മാനസികാവസ്ഥ
moods	0.578	0.633	0.491	മാനസികാവസ്ഥകൾ
moody	0.245	0.811	0.595	മൂഡി
moon	0.673	0.233	0.547	ചന്ദ്രൻ
moonbeam	0.700	0.290	0.491	ചന്ദ്രകിരണം
moonlight	0.865	0.264	0.409	NILAVU
moonlit	0.873	0.269	0.508	നിലാവ്
moonshine	0.633	0.389	0.491	ചന്ദ്രക്കല
moonstruck	0.583	0.438	0.407	ചന്ദ്രക്കല
moonwalk	0.615	0.586	0.525	ചന്ദ്രയാത്ര
moor	0.311	0.464	0.378	മൂർ
moored	0.344	0.500	0.417	കെട്ടിത്തൂക്കി
mooring	0.323	0.490	0.444	മൂറിംഗ്
moorings	0.406	0.500	0.516	കെട്ടുകഥകൾ
moorland	0.490	0.370	0.456	മൂർലാൻഡ്
moose	0.648	0.373	0.318	മൂസ്
moot	0.344	0.500	0.615	മൂട്ട്
mooted	0.388	0.580	0.463	ചൂണ്ടിക്കാണിച്ചു
mop	0.396	0.442	0.296	മാപ്പ്
mope	0.406	0.309	0.345	മോപ്പ്
moped	0.582	0.582	0.554	മോപ്പഡ്
moral	0.700	0.459	0.796	ധാർമിക
morale	0.729	0.158	0.792	മനോവീര്യം
morality	0.750	0.408	0.759	ധാർമ്മികത
morals	0.646	0.430	0.611	ധാർമികത
morass	0.387	0.348	0.375	പായസം
moratorium	0.337	0.427	0.373	മൊറട്ടോറിയം
moray	0.510	0.402	0.463	മൊറേ
morbid	0.090	0.833	0.395	രോഗാതുരമായ
morbidity	0.370	0.630	0.443	രോഗാവസ്ഥ
morbidness	0.120	0.694	0.339	രോഗാവസ്ഥ
mores	0.582	0.317	0.684	കൂടുതൽ
morgue	0.022	0.539	0.241	മോർച്ചറി
moribund	0.083	0.488	0.167	രോഗാവസ്ഥ
morn	0.542	0.284	0.345	രാവിലെ
morning	0.688	0.235	0.444	രാവിലെ
moron	0.133	0.587	0.183	മന്ദബുദ്ധി
moronic	0.122	0.500	0.224	ഭ്രാന്തൻ
morose	0.240	0.663	0.264	മൂർച്ചയുള്ള
morph	0.448	0.469	0.451	രൂപഭേദം
morphine	0.229	0.490	0.496	മോർഫിൻ
morphism	0.398	0.549	0.386	രൂപഭാവം
morphology	0.516	0.373	0.639	രൂപശാസ്ത്രം
morrow	0.708	0.314	0.490	നാളെ
morsel	0.490	0.296	0.400	കഷണം
mortal	0.196	0.786	0.510	മർത്യൻ
mortality	0.229	0.726	0.518	മരണനിരക്ക്
mortar	0.333	0.627	0.562	മോർട്ടാർ
mortgage	0.255	0.408	0.537	ജാമ്യം
mortgagee	0.418	0.633	0.723	പണയം
mortgagor	0.431	0.522	0.490	പണയക്കാരൻ
mortician	0.104	0.429	0.275	മോർട്ടിഷ്യൻ
mortification	0.135	0.644	0.404	മോർട്ടഫിക്കേഷൻ
mortified	0.073	0.731	0.270	ശോഷിച്ചു
mortuary	0.133	0.606	0.427	മോർച്ചറി
mosaic	0.635	0.250	0.302	മൊസൈക്ക്
mosey	0.521	0.402	0.330	മോസി
mosquito	0.229	0.400	0.198	കൊതുക്
moss	0.235	0.270	0.245	പായൽ
mossy	0.375	0.329	0.286	പായൽ
mote	0.375	0.388	0.260	മോട്ട്
motel	0.531	0.372	0.450	മോട്ടൽ
moth	0.323	0.350	0.196	പുഴു
mother	0.931	0.408	0.725	അമ്മ
motherfucker	0.122	0.827	0.351	അമ്മച്ചി
motherfucking	0.071	0.823	0.373	അമ്മച്ചി
motherhood	0.844	0.546	0.667	മാതൃത്വം
motherland	0.677	0.375	0.731	മാതൃഭൂമി
motherless	0.163	0.541	0.337	അമ്മയില്ലാത്ത
motherly	0.927	0.324	0.710	മാതൃത്വമുള്ള
motif	0.688	0.481	0.527	മോട്ടിഫ്
motion	0.667	0.538	0.657	ചലനം
motionless	0.323	0.210	0.246	ചലനരഹിതം
motivate	0.812	0.776	0.873	പ്രചോദിപ്പിക്കുക
motivating	0.958	0.820	0.787	പ്രചോദിപ്പിക്കുന്നത്
motivation	0.854	0.784	0.802	പ്രചോദനം
motivational	0.906	0.646	0.858	പ്രചോദനാത്മകമായ
motive	0.667	0.588	0.663	പ്രേരണ
motley	0.480	0.398	0.412	മോട്ട്ലി
motor	0.531	0.551	0.648	മോട്ടോർ
motorbike	0.552	0.608	0.616	മോട്ടോർബൈക്ക്
motorboat	0.677	0.500	0.390	മോട്ടോർ ബോട്ട്
motorcade	0.708	0.730	0.593	വാഹനവ്യൂഹം
motorcar	0.694	0.565	0.682	മോട്ടോർ കാർ
motorcycle	0.677	0.764	0.713	മോട്ടോർസൈക്കിൾ
motorist	0.562	0.663	0.578	വാഹനയാത്രികൻ
motte	0.481	0.389	0.370	മൊട്ടെ
mottled	0.380	0.336	0.295	മച്ചിൽ
motto	0.688	0.317	0.439	മുദ്രാവാക്യം
mould	0.357	0.176	0.246	പൂപ്പൽ
mound	0.520	0.481	0.509	കുന്ന്
mount	0.500	0.292	0.348	മൗണ്ട്
mountain	0.698	0.408	0.649	പർവ്വതം
mountaineer	0.635	0.774	0.535	പർവതാരോഹകൻ
mountainous	0.635	0.519	0.612	പർവതപ്രദേശങ്ങൾ
mountains	0.766	0.433	0.569	മലകൾ
mountaintop	0.653	0.541	0.713	മലമുകൾ
mourn	0.056	0.583	0.150	വിലപിക്കുന്നു
mournful	0.180	0.441	0.188	ശോകമൂകമായ
mourning	0.177	0.490	0.266	വിലാപം
mouse	0.427	0.441	0.206	മൗസ്
mousetrap	0.180	0.643	0.330	എലിക്കെണി
mousse	0.604	0.336	0.368	മൂസ്
moustache	0.470	0.236	0.409	മേൽമീശ
mousy	0.480	0.413	0.339	മൂഷികമായ
mouth	0.734	0.294	0.336	വായ
mouthful	0.609	0.565	0.389	വായ്മൊഴി
mouthpiece	0.573	0.346	0.393	വായ്മൊഴി
mouthwash	0.438	0.385	0.352	വായ കഴുകുക
movable	0.469	0.509	0.500	ജംഗമ
move	0.656	0.647	0.670	നീക്കുക
movement	0.656	0.654	0.658	പ്രസ്ഥാനം
mover	0.615	0.539	0.466	മൂവർ
movie	0.792	0.560	0.471	സിനിമ
movies	0.724	0.426	0.472	സിനിമകൾ
moving	0.479	0.673	0.358	നീങ്ങുന്നു
movingforward	0.857	0.518	0.848	മുന്നോട്ട് നീങ്ങുന്നു
movingon	0.490	0.529	0.435	നീങ്ങുന്നു
mow	0.420	0.559	0.393	വെട്ടുക
mower	0.458	0.510	0.368	വെട്ടുന്ന യന്ത്രം
moxie	0.531	0.490	0.366	മോക്സി
mozzarella	0.653	0.265	0.340	മൊസറെല്ല
mri	0.365	0.431	0.349	ശ്രീ
muchneeded	0.438	0.602	0.455	വളരെ ആവശ്യമായ
mucis	0.398	0.418	0.420	മ്യൂസിസ്
muck	0.347	0.423	0.272	ചെളി
mucked	0.184	0.500	0.373	മുക്കി
mucous	0.330	0.296	0.293	കഫം
mucus	0.143	0.309	0.228	കഫം
mud	0.333	0.260	0.185	ചെളി
muddle	0.184	0.710	0.336	കുഴപ്പം
muddled	0.250	0.615	0.263	കുഴഞ്ഞുമറിഞ്ഞു
muddy	0.292	0.400	0.283	ചെളി നിറഞ്ഞ
muff	0.542	0.335	0.314	മഫ്
muffin	0.684	0.430	0.306	മഫിൻ
muffled	0.479	0.330	0.421	നിശബ്ദമാക്കി
muffler	0.357	0.407	0.454	മഫ്ലർ
mug	0.542	0.214	0.382	മഗ്ഗ്
mugger	0.125	0.850	0.500	മഗ്ഗർ
mulberry	0.469	0.315	0.361	മൾബറി
mulch	0.349	0.361	0.383	ചവറുകൾ
mule	0.320	0.337	0.254	കോവർകഴുത
mull	0.663	0.340	0.594	മുൾ
mullet	0.521	0.356	0.377	മുള്ളൻ
multilateral	0.500	0.469	0.705	ബഹുമുഖ
multimedia	0.611	0.390	0.607	മൾട്ടിമീഡിയ
multinational	0.656	0.510	0.842	ബഹുരാഷ്ട്ര
multiple	0.660	0.510	0.578	ഒന്നിലധികം
multiple sclerosis	0.188	0.587	0.483	മൾട്ടിപ്പിൾ സ്ക്ലിറോസിസ്
multiplex	0.610	0.590	0.667	മൾട്ടിപ്ലക്സ്
multiplication	0.646	0.565	0.762	ഗുണനം
multiplicity	0.677	0.490	0.777	ബഹുസ്വരത
multiplied	0.802	0.559	0.729	പെരുകി
multiplier	0.643	0.615	0.741	ഗുണനം
multiply	0.802	0.625	0.777	ഗുണിക്കുക
multitude	0.562	0.765	0.847	ജനക്കൂട്ടം
mum	0.802	0.317	0.698	അമ്മ
mumble	0.292	0.444	0.245	മുറുമുറുക്കുക
mumbo	0.429	0.506	0.336	മംബോ
mummy	0.400	0.588	0.415	അമ്മാ
mumps	0.099	0.410	0.311	മുണ്ടിനീര്
munch	0.541	0.277	0.434	മഞ്ച്
munchies	0.562	0.470	0.491	മഞ്ചികൾ
munchkin	0.490	0.466	0.374	മഞ്ച്കിൻ
mundane	0.312	0.420	0.480	ലൗകികമായ
municipal	0.625	0.390	0.758	മുനിസിപ്പൽ
municipality	0.569	0.280	0.614	മുനിസിപ്പാലിറ്റി
mural	0.551	0.265	0.454	ചുവർചിത്രം
murder	0.061	0.942	0.615	കൊലപാതകം
murderer	0.010	0.960	0.650	കൊലപാതകി
murderess	0.041	0.941	0.462	കൊലപാതകി
murderous	0.017	0.940	0.682	കൊലപാതകി
murky	0.143	0.618	0.370	മങ്ങിയ
murmur	0.458	0.520	0.200	പിറുപിറുക്കുക
muscle	0.359	0.490	0.645	മാംസപേശി
muscular	0.531	0.434	0.577	പേശീബലം
muse	0.760	0.360	0.509	മ്യൂസിയം
muses	0.714	0.434	0.571	മ്യൂസുകൾ
museum	0.792	0.206	0.481	മ്യൂസിയം
mush	0.500	0.311	0.125	മുഷ്
mushroom	0.490	0.274	0.269	കൂണ്
mushy	0.520	0.200	0.182	മുഷിഞ്ഞ
music	0.833	0.563	0.605	സംഗീതം
musical	0.908	0.630	0.530	സംഗീതാത്മകമായ
musician	0.816	0.509	0.618	സംഗീതജ്ഞൻ
musing	0.740	0.151	0.465	മ്യൂസിംഗ്
musk	0.469	0.454	0.453	കസ്തൂരി
musket	0.260	0.654	0.510	മസ്കറ്റ്
musketeer	0.694	0.569	0.705	മസ്കറ്റിയർ
muskrat	0.439	0.510	0.368	കസ്തൂരി
muslin	0.439	0.304	0.352	മസ്ലിൻ
muss	0.418	0.438	0.302	മസ്സ്
must	0.408	0.382	0.441	വേണം
mustang	0.635	0.642	0.708	മസാങ്ങ്
mustard	0.500	0.346	0.275	കടുക്
muster	0.635	0.460	0.548	ശേഖരിക്കുക
