English Word	Valence	Arousal	Dominance	Slovenian Word
jerk	0.194	0.630	0.238	kreten
jerks	0.214	0.788	0.395	kreteni
jerky	0.233	0.538	0.358	sunkovito
jersey	0.594	0.317	0.411	dres
jest	0.520	0.736	0.222	šala
jester	0.388	0.670	0.264	norček
jesus	0.800	0.400	0.620	Jezus
jet	0.612	0.721	0.606	curek
jetty	0.602	0.480	0.453	pomol
jewel	0.827	0.588	0.625	dragulj
jeweler	0.760	0.482	0.500	draguljar
jewelry	0.823	0.569	0.597	nakit
jib	0.406	0.420	0.413	krak
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	hipno
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	trepetati
jigsaw	0.594	0.582	0.519	vbodna žaga
jihad	0.323	0.660	0.444	džihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	žvenketati
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	trema
jittery	0.344	0.856	0.255	živčen
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	služba
jobinterview	0.684	0.837	0.723	razgovor za službo
jock	0.592	0.656	0.473	jock
jockey	0.562	0.644	0.703	džokej
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	tek
jogger	0.417	0.510	0.424	tekač
john	0.562	0.382	0.327	Janez
join	0.729	0.479	0.684	pridruži se
joined	0.667	0.394	0.600	pridružil
joining	0.755	0.469	0.685	pridružitev
joint	0.615	0.392	0.566	sklep
jointly	0.708	0.425	0.602	skupno
joke	0.704	0.610	0.316	Šala
joker	0.771	0.760	0.416	šaljivec
joking	0.776	0.839	0.407	šali se
jolly	0.959	0.705	0.708	veselo
jolt	0.365	0.708	0.358	sunek
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	dnevnik
journalism	0.622	0.500	0.684	novinarstvo
journalist	0.542	0.452	0.732	novinar
journalistic	0.696	0.449	0.495	novinarski
journey	0.910	0.702	0.625	potovanje
journeyman	0.765	0.596	0.741	popotnik
joust	0.520	0.528	0.551	dvoboj
jovial	0.823	0.460	0.526	veseljak
joy	0.980	0.824	0.794	veselje
joyful	0.990	0.740	0.667	veselo
joyous	0.958	0.580	0.728	veselo
joyride	0.694	0.550	0.500	veselje
joys	0.981	0.643	0.651	radosti
jubilant	0.844	0.673	0.664	jubilant
jubilee	0.916	0.500	0.579	jubilejni
judge	0.510	0.604	0.857	sodnik
judged	0.281	0.686	0.722	sodil
judging	0.240	0.625	0.693	sojenje
judgment	0.396	0.600	0.816	obsodba
judgmental	0.330	0.602	0.579	obsojajoč
judicial	0.378	0.667	0.833	sodni
judiciary	0.439	0.740	0.897	sodstvo
judicious	0.630	0.432	0.772	razsoden
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	vrč
juggle	0.594	0.760	0.426	žonglirati
juggler	0.633	0.821	0.480	žongler
juggling	0.562	0.874	0.346	žongliranje
jugular	0.271	0.573	0.426	jugularni
juice	0.776	0.281	0.352	sok
juicer	0.552	0.520	0.564	sokovnik
juicy	0.823	0.529	0.490	sočno
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	zmešati
jumbled	0.292	0.602	0.445	zmešana
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	skok
jump rope	0.656	0.660	0.368	kolebnica
jumper	0.615	0.336	0.481	skakalec
jumpsuit	0.562	0.365	0.361	kombinezon
jumpy	0.353	0.810	0.216	poskočen
junction	0.490	0.481	0.364	križišče
juncture	0.365	0.582	0.491	stičišče
jungle	0.500	0.510	0.481	džungla
junior	0.635	0.343	0.304	mlajši
juniper	0.583	0.327	0.352	brin
junk	0.115	0.481	0.118	smeti
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	narkoman
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	smetišče
junta	0.451	0.503	0.704	hunta
juridical	0.520	0.431	0.873	pravno
jurisdiction	0.480	0.580	0.820	pristojnosti
jurisprudence	0.360	0.425	0.764	sodna praksa
jurist	0.479	0.523	0.713	pravnik
juror	0.582	0.640	0.750	porotnik
jury	0.479	0.607	0.789	žirija
justice	0.760	0.538	0.787	pravičnost
justifiable	0.786	0.413	0.821	opravičljivo
justification	0.622	0.444	0.661	utemeljitev
justify	0.612	0.473	0.615	utemeljiti
juststop	0.417	0.379	0.364	samo ustavi se
justthebeginning	0.573	0.451	0.481	šele začetek
jute	0.551	0.216	0.295	juta
juvenile	0.678	0.490	0.526	mladoletnik
juxtaposition	0.427	0.500	0.460	jukstapozicija
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	ohrovt
kaleidoscope	0.615	0.439	0.580	kalejdoskop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kenguru
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kapa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmično
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kobilica
keen	0.823	0.719	0.806	navdušen
keep	0.714	0.296	0.547	ohraniti
keeper	0.612	0.457	0.773	lastnik
keeping	0.592	0.280	0.723	ohranjanje
keepsake	0.740	0.307	0.491	spominek
keg	0.551	0.389	0.404	sod
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	psarna
kerchief	0.520	0.189	0.236	ruta
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	jedro
kerosene	0.302	0.472	0.427	kerozin
ketchup	0.653	0.338	0.282	kečap
kettle	0.357	0.497	0.333	Grelnik vode
key	0.615	0.275	0.519	ključ
keyboard	0.573	0.279	0.349	tipkovnico
keyed	0.469	0.497	0.521	s ključem
keyhole	0.438	0.358	0.356	ključavnica
keynote	0.630	0.431	0.545	osrednji govor
keypad	0.604	0.255	0.330	tipkovnico
keystone	0.573	0.438	0.491	ključni kamen
keyword	0.602	0.520	0.747	ključna beseda
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	kan
kibble	0.510	0.458	0.404	drobtina
kick	0.271	0.791	0.526	brcati
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	brcanje
kickoff	0.583	0.600	0.629	zacetek
kid	0.760	0.453	0.298	otrok
kidder	0.708	0.768	0.471	kidder
kidding	0.622	0.625	0.457	hecam se
kiddo	0.674	0.393	0.419	otrok
kiddos	0.500	0.480	0.342	otroci
kidnap	0.032	0.923	0.535	ugrabiti
kidnapped	0.044	0.923	0.455	ugrabljen
kidnapper	0.115	0.906	0.618	ugrabitelj
kidnapping	0.094	0.880	0.561	ugrabitev
kidney	0.448	0.363	0.380	ledvica
kids	0.837	0.500	0.417	otroci
kill	0.052	0.941	0.736	ubiti
killer	0.041	0.971	0.543	morilec
killing	0.080	0.959	0.696	ubijanje
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	peč
kilo	0.438	0.358	0.461	kilogram
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilometer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	sorodnik
kind	0.918	0.240	0.618	prijazen
kindergarten	0.833	0.462	0.308	vrtec
kindling	0.520	0.651	0.421	vžiganje
kindness	0.938	0.350	0.508	prijaznost
kindred	0.760	0.418	0.517	sorodstvo
kinematics	0.594	0.480	0.614	kinematika
kinesiology	0.491	0.480	0.633	kineziologije
kinetic	0.582	0.540	0.537	kinetično
king	0.677	0.690	0.892	kralj
king snake	0.458	0.835	0.647	kraljeva kača
kingdom	0.714	0.547	0.910	kraljestvo
kingpin	0.357	0.626	0.642	kralj
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	sorodstvo
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	poljub
kisser	0.844	0.682	0.618	poljub
kissy	0.874	0.684	0.402	poljubček
kit	0.583	0.344	0.420	komplet
kitchen	0.700	0.234	0.398	kuhinja
kite	0.643	0.500	0.573	zmaj
kitten	0.816	0.343	0.260	mucek
kiwi	0.646	0.273	0.282	kivi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	spretnost
knapsack	0.551	0.317	0.268	nahrbtnik
knead	0.490	0.457	0.345	oblikovati
knee	0.520	0.245	0.396	koleno
kneecap	0.427	0.360	0.440	kolenska kapica
kneel	0.426	0.417	0.217	poklekniti
kneeling	0.245	0.435	0.144	klečanje
knell	0.354	0.500	0.377	klečati
knick	0.480	0.509	0.420	knick
knickers	0.552	0.428	0.328	spodnje hlače
knife	0.344	0.717	0.573	nož
knight	0.780	0.441	0.835	vitez
knighthood	0.740	0.660	0.769	viteštvo
knit	0.630	0.144	0.295	plesti
knob	0.340	0.360	0.272	gumb
knock	0.312	0.531	0.527	potrkati
knockoff	0.350	0.606	0.240	prenehati
knockout	0.388	0.755	0.664	knock out
knoll	0.434	0.347	0.333	grič
knot	0.541	0.221	0.408	vozel
knots	0.418	0.346	0.267	vozli
knotted	0.226	0.412	0.294	zavozlan
know	0.765	0.361	0.704	vedeti
knowing	0.833	0.353	0.658	vedenje
knowingly	0.500	0.459	0.481	zavestno
knowledge	0.847	0.430	0.896	znanja
knowledgeable	0.865	0.455	0.971	dobro obveščen
knuckle	0.655	0.333	0.393	členek
knucklehead	0.157	0.485	0.288	knucklehead
knuckles	0.271	0.461	0.320	členki
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	norčav
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	košer
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kriptonit
kudos	0.925	0.587	0.642	pohvale
kumquat	0.417	0.426	0.390	kumkvat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	oznaka
labor	0.594	0.639	0.754	porod
laboratory	0.571	0.490	0.537	laboratorij
labored	0.646	0.451	0.637	truden
laborer	0.561	0.510	0.698	delavec
laboring	0.705	0.644	0.737	trudno
laborious	0.393	0.635	0.709	naporen
labyrinth	0.479	0.811	0.491	labirint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	čipke
laceration	0.143	0.667	0.443	raztrganina
lack	0.250	0.365	0.242	pomanjkanje
lackey	0.260	0.510	0.166	lakaj
lacking	0.229	0.375	0.121	primanjkuje
lackluster	0.250	0.311	0.264	brez sijaja
lacquer	0.510	0.353	0.258	lak
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktoza
lad	0.637	0.388	0.336	fant
ladder	0.560	0.438	0.358	lestev
laddie	0.668	0.539	0.391	fantek
laden	0.392	0.478	0.554	obremenjeno
lading	0.388	0.463	0.409	nakladanje
ladle	0.531	0.368	0.352	zajemalka
lady	0.854	0.481	0.602	gospa
lady bug	0.490	0.434	0.381	Pikapolonica
ladybug	0.602	0.400	0.224	Pikapolonica
ladylike	0.592	0.559	0.538	damski
ladyship	0.561	0.480	0.822	ladyship
lag	0.220	0.375	0.246	zaostanek
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	zaostajanje
lagoon	0.660	0.231	0.373	laguna
lair	0.469	0.438	0.392	brlog
laity	0.510	0.320	0.487	laiki
lake	0.694	0.196	0.425	jezero
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	jagnjetina
lame	0.145	0.410	0.217	šepav
lament	0.198	0.398	0.352	objokovati
lamenting	0.156	0.390	0.254	objokovanje
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminiran
lamp	0.510	0.260	0.309	svetilka
lamppost	0.420	0.337	0.455	ulična svetilka
lance	0.406	0.620	0.587	sulica
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	zemljišče
landed	0.709	0.620	0.480	pristal
landfall	0.521	0.434	0.407	kopno
landfill	0.398	0.423	0.324	odlagališče
landing	0.552	0.696	0.596	pristanek
landlady	0.677	0.303	0.417	posestnica
landlocked	0.280	0.391	0.367	brez izhoda na morje
landlord	0.684	0.500	0.858	najemodajalec
landmark	0.694	0.355	0.681	mejnik
lands	0.594	0.280	0.492	zemljišča
landscape	0.719	0.176	0.423	pokrajina
landscaping	0.823	0.379	0.519	urejanje okolice
landslide	0.250	0.864	0.530	zemeljski plaz
lane	0.449	0.490	0.451	vozni pas
language	0.677	0.337	0.704	jezik
languid	0.281	0.270	0.283	dolgočasen
languish	0.235	0.408	0.382	omahniti
languishing	0.308	0.459	0.353	hrepenenje
lanky	0.412	0.426	0.370	suh
lantern	0.622	0.250	0.243	svetilka
lap	0.583	0.510	0.412	naročje
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	rever
lapse	0.420	0.316	0.281	zamuda
lapsed	0.357	0.333	0.276	zastaral
laptop	0.724	0.270	0.519	prenosnik
larceny	0.272	0.821	0.454	tatvina
lard	0.427	0.239	0.179	mast
larder	0.656	0.290	0.509	shramba
large	0.704	0.565	0.736	velik
larger	0.729	0.654	0.763	večji
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	škrjanček
larva	0.245	0.423	0.254	ličinka
laryngitis	0.125	0.500	0.370	laringitis
larynx	0.460	0.420	0.402	grlo
lasagna	0.719	0.441	0.396	lazanja
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	trepalnica
lass	0.656	0.536	0.433	dekle
lasso	0.438	0.460	0.339	laso
lastday	0.309	0.580	0.463	zadnjič
lasting	0.804	0.535	0.745	trajna
lastminute	0.418	0.582	0.385	Zadnja minuta
latch	0.395	0.263	0.288	zapah
late	0.245	0.358	0.315	pozen
lateness	0.214	0.388	0.343	zamuda
latent	0.469	0.500	0.653	latentno
lateral	0.469	0.370	0.322	bočna
laterally	0.562	0.255	0.450	bočno
latex	0.479	0.413	0.325	lateks
lathe	0.510	0.450	0.425	stružnica
lather	0.635	0.327	0.313	pena
latitude	0.562	0.306	0.490	zemljepisna širina
latrine	0.380	0.353	0.176	stranišče
latrines	0.214	0.462	0.267	stranišča
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	mreža
laud	0.493	0.427	0.383	pohvaliti
laudable	0.740	0.472	0.682	hvalevredno
laudation	0.542	0.547	0.623	pohvala
laudatory	0.612	0.417	0.450	pohvalno
laugh	0.980	0.639	0.587	smeh
laughable	0.592	0.627	0.298	smešno
laughing	0.906	0.596	0.534	smeh
laughingstock	0.427	0.779	0.312	posmeh
laughs	0.812	0.846	0.425	se smeji
laughter	0.959	0.654	0.588	smeh
launch	0.684	0.814	0.598	kosilo
launcher	0.677	0.745	0.808	zaganjalnik
launches	0.490	0.663	0.602	izstrelitve
launder	0.479	0.450	0.349	pralnica
laundering	0.439	0.327	0.444	pranje
laundry	0.644	0.292	0.377	pranje perila
laureate	0.724	0.402	0.702	nagrajenec
laurel	0.646	0.146	0.302	lovor
laurels	0.684	0.279	0.545	lovorike
lava	0.280	0.539	0.615	lava
lavage	0.615	0.467	0.361	izpiranje
lavatory	0.510	0.400	0.259	stranišče
lavender	0.812	0.198	0.388	sivka
lavish	0.792	0.648	0.730	razkošno
law	0.740	0.590	0.815	pravo
lawful	0.660	0.394	0.780	zakonito
lawless	0.219	0.690	0.420	brezpravni
lawlessness	0.156	0.804	0.509	brezpravnost
lawman	0.510	0.523	0.786	odvetnik
lawn	0.686	0.153	0.192	travnik
lawnmower	0.480	0.531	0.355	kosilnica
lawsuit	0.219	0.794	0.611	tožba
lawyer	0.521	0.569	0.784	odvetnik
lax	0.430	0.401	0.300	ohlapen
laxative	0.271	0.550	0.528	odvajalo
lay	0.521	0.336	0.491	položiti
layaway	0.429	0.510	0.451	odsotnost
layer	0.500	0.208	0.366	plast
layered	0.571	0.306	0.436	plastno
layman	0.531	0.339	0.424	laik
layout	0.615	0.442	0.557	postavitev
layover	0.520	0.355	0.500	postanek
laziness	0.271	0.240	0.132	lenoba
lazy	0.392	0.264	0.096	len
lazyday	0.337	0.319	0.145	lenuh
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	svinec
leaded	0.439	0.625	0.595	osvinčeno
leader	0.833	0.582	0.926	vodja
leadership	0.870	0.690	0.983	vodenje
leading	0.823	0.698	0.954	vodilni
leads	0.530	0.471	0.615	vodi
leaf	0.583	0.156	0.294	list
leaflet	0.490	0.206	0.375	brošura
leafy	0.653	0.530	0.700	listnato
league	0.656	0.340	0.462	liga
leak	0.378	0.833	0.520	puščanje
leakage	0.188	0.731	0.528	puščanje
leaky	0.170	0.686	0.288	pušča
lean	0.734	0.353	0.438	vitka
leaned	0.570	0.373	0.490	nagnjen
leaning	0.480	0.409	0.352	nagnjen
leap	0.750	0.663	0.667	skok
learn	0.833	0.643	0.829	učiti se
learned	0.704	0.462	0.543	naučil
learner	0.698	0.475	0.398	učenec
learning	0.833	0.588	0.574	učenje
lease	0.520	0.463	0.545	najem
leash	0.320	0.347	0.427	povodec
leather	0.510	0.324	0.341	usnje
leathery	0.418	0.471	0.411	usnjata
leave	0.375	0.315	0.295	zapustiti
leavemealone	0.240	0.472	0.402	pusti me pri miru
leaving	0.163	0.542	0.371	odhod
lecherous	0.135	0.704	0.376	razvraten
lecture	0.594	0.462	0.737	predavanje
lecturer	0.677	0.549	0.736	predavateljica
ledge	0.406	0.235	0.339	ledge
ledger	0.510	0.362	0.609	glavna knjiga
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	pijavka
leeches	0.115	0.698	0.295	pijavke
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	sumljiv
lees	0.360	0.567	0.406	droži
leeway	0.562	0.577	0.569	manevrski prostor
left	0.354	0.370	0.361	levo
leftout	0.229	0.365	0.245	izpuščen
leftover	0.490	0.460	0.222	ostanek
leftovers	0.219	0.350	0.116	ostanki
lefty	0.490	0.406	0.379	levičar
leg	0.510	0.373	0.313	noga
legacy	0.792	0.529	0.827	zapuščina
legal	0.653	0.387	0.887	pravni
legality	0.765	0.343	0.713	zakonitost
legalize	0.510	0.460	0.818	legalizirati
legalized	0.760	0.440	0.855	legalizirana
legally	0.771	0.482	0.842	zakonito
legend	0.837	0.519	0.750	legenda
legendary	0.857	0.537	0.863	legendarni
legibility	0.771	0.481	0.580	čitljivost
legible	0.673	0.279	0.509	berljiv
legion	0.469	0.570	0.852	legija
legislate	0.571	0.582	0.736	uzakoniti
legislation	0.531	0.418	0.808	legalizacija
legislative	0.633	0.365	0.800	zakonodajni
legislator	0.490	0.580	0.877	zakonodajalec
legislature	0.540	0.435	0.698	zakonodajalec
legit	0.747	0.427	0.849	zakonit
legitimacy	0.823	0.420	0.855	legitimnost
legitimate	0.792	0.363	0.841	legitimno
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	noge
legume	0.520	0.302	0.465	stročnice
legwork	0.622	0.560	0.509	delo z nogami
leisure	0.631	0.429	0.421	prosti čas
leisurely	0.806	0.250	0.367	lagodno
lemma	0.530	0.284	0.391	lema
lemon	0.596	0.317	0.316	limona
lemonade	0.661	0.287	0.412	limonada
lend	0.520	0.461	0.508	posoditi
lender	0.340	0.520	0.703	posojilodajalec
lending	0.510	0.585	0.462	posojanje
length	0.479	0.308	0.533	dolžina
lengthen	0.619	0.481	0.566	podaljšati
lengthened	0.448	0.530	0.474	podaljšan
lengthening	0.673	0.530	0.528	podaljševanje
lengthwise	0.571	0.470	0.528	po dolžini
lengthy	0.570	0.342	0.528	dolgotrajen
leniency	0.517	0.436	0.545	prizanesljivost
lenient	0.520	0.451	0.340	prizanesljiv
lens	0.420	0.245	0.472	objektiv
leopard	0.542	0.755	0.611	Leopard
leotard	0.510	0.429	0.391	triko
leper	0.075	0.589	0.206	gobavec
leprechaun	0.417	0.480	0.417	škrat
leprosy	0.130	0.670	0.349	gobavost
lesion	0.240	0.623	0.361	lezija
less	0.265	0.240	0.115	manj
lessee	0.417	0.474	0.595	najemnik
lessen	0.235	0.284	0.255	zmanjšati
lessening	0.375	0.300	0.277	zmanjševanje
lesser	0.396	0.167	0.211	manjša
lesson	0.704	0.577	0.593	lekcija
lessor	0.552	0.490	0.623	najemodajalec
let	0.427	0.373	0.307	pustiti
lethal	0.156	0.800	0.745	smrtonosno
lethargic	0.214	0.245	0.375	letargičen
lethargy	0.194	0.302	0.316	letargija
letter	0.635	0.279	0.342	pismo
lettered	0.542	0.361	0.482	s črkami
letterhead	0.450	0.316	0.462	pisemska glava
lettering	0.541	0.180	0.431	napis
letters	0.663	0.327	0.364	pisma
lettuce	0.594	0.163	0.291	zelena solata
leukemia	0.094	0.572	0.351	levkemija
levee	0.520	0.324	0.490	nasip
level	0.622	0.277	0.491	raven
lever	0.400	0.343	0.402	vzvod
leverage	0.459	0.500	0.629	finančni vzvod
levitate	0.561	0.598	0.551	levitirati
levy	0.438	0.420	0.491	dajatev
lewd	0.188	0.673	0.412	razvratno
lexicon	0.561	0.463	0.615	leksikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	obveznosti
liability	0.646	0.500	0.802	odgovornost
liable	0.656	0.519	0.821	odgovoren
liaison	0.698	0.337	0.472	zveza
liar	0.042	0.606	0.339	lažnivec
libel	0.128	0.694	0.403	obrekovanje
libelous	0.125	0.735	0.436	klevetniški
liberal	0.565	0.565	0.755	liberalen
liberalism	0.562	0.712	0.750	liberalizem
liberate	0.760	0.632	0.708	osvoboditi
liberated	0.780	0.630	0.683	osvobojen
liberating	0.915	0.620	0.745	osvobajajoče
liberation	0.745	0.614	0.857	osvoboditev
liberty	0.938	0.579	0.836	svoboda
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	knjižničarka
library	0.776	0.122	0.549	knjižnica
libretto	0.612	0.328	0.406	libreto
lice	0.133	0.500	0.194	uši
license	0.500	0.394	0.702	dovoljenje
lichen	0.418	0.388	0.463	lišaji
lick	0.470	0.482	0.330	lizati
licorice	0.677	0.310	0.400	sladki koren
lid	0.490	0.189	0.255	pokrov
lie	0.130	0.725	0.272	laž
liege	0.479	0.426	0.452	podložnik
lien	0.396	0.580	0.441	zastavna pravica
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	poročnik
life	0.918	0.615	0.824	življenje
lifeblood	0.673	0.690	0.708	življenjska krv
lifeboat	0.724	0.425	0.533	rešilni čoln
lifeguard	0.870	0.606	0.786	reševalec iz vode
lifeisgood	0.812	0.575	0.611	življenje je dobro
lifeless	0.042	0.333	0.163	brez življenja
lifelike	0.776	0.567	0.765	življenjska
lifeline	0.735	0.552	0.496	rešilna bilka
lifelong	0.823	0.330	0.640	vseživljenjsko
lifer	0.427	0.519	0.398	dosmrtni obsojenec
lifesaver	0.908	0.745	0.703	rešilec življenja
lifestyle	0.750	0.472	0.645	življenjski slog
lifesucks	0.167	0.637	0.377	življenje je bedno
lifetime	0.816	0.559	0.736	življenska doba
lift	0.704	0.518	0.656	dvig
lifted	0.714	0.441	0.657	dvignjen
liftoff	0.531	0.667	0.588	vzlet
ligament	0.490	0.410	0.510	ligament
ligation	0.344	0.423	0.396	podvezovanje
ligature	0.478	0.430	0.447	ligatura
light	0.771	0.320	0.519	svetloba
light year	0.719	0.425	0.593	svetlobno leto
lightbulb	0.573	0.255	0.302	žarnica
lighten	0.688	0.438	0.362	osvetliti
lightheaded	0.347	0.620	0.255	lahkomiseln
lighthouse	0.622	0.240	0.510	svetilnik
lighting	0.765	0.440	0.750	osvetlitev
lightness	0.794	0.360	0.526	lahkotnost
lightning	0.429	0.683	0.595	strela
lights	0.750	0.480	0.575	luči
lightweight	0.670	0.300	0.358	lahka
likable	0.865	0.480	0.663	všečen
like	0.719	0.353	0.446	kot
likelihood	0.760	0.469	0.542	verjetnost
likely	0.633	0.356	0.454	verjetno
likeness	0.688	0.410	0.561	podobnost
likewise	0.651	0.217	0.312	prav tako
liking	0.963	0.604	0.589	všečnost
lilac	0.688	0.180	0.357	lila
lily	0.640	0.245	0.263	lilija
