English Word	Valence	Arousal	Dominance	Finnish Word
moisture	0.406	0.398	0.327	kosteutta
moisturizer	0.750	0.280	0.386	kosteusvoide
molar	0.544	0.426	0.350	molaarinen
molasses	0.490	0.269	0.286	melassi
mold	0.330	0.274	0.402	hometta
molded	0.667	0.361	0.373	valettu
molding	0.552	0.308	0.546	muovaus
moldy	0.235	0.387	0.250	homeinen
mole	0.436	0.377	0.352	mooli
molecular	0.495	0.440	0.536	molekyylinen
molecule	0.531	0.259	0.375	molekyyli
molest	0.133	0.816	0.319	pahoinpitelijä
molestation	0.102	0.808	0.407	ahdistelu
molester	0.143	0.811	0.478	ahdistelija
molten	0.417	0.490	0.339	sulanut
mom	0.927	0.336	0.639	äiti
moment	0.604	0.435	0.509	hetki
momentary	0.562	0.271	0.330	hetkellinen
momentous	0.792	0.587	0.760	tärkeä
momentum	0.663	0.750	0.688	vauhtia
momma	0.833	0.412	0.527	äiti
mommy	0.854	0.353	0.422	äiti
monad	0.510	0.482	0.451	monadi
monarch	0.583	0.559	0.870	hallitsija
monarchy	0.450	0.557	0.870	monarkia
monastery	0.694	0.183	0.726	luostari
monastic	0.438	0.314	0.676	luostari
monetary	0.583	0.494	0.716	raha-
money	0.844	0.608	0.827	raha
mongoloid	0.177	0.364	0.317	mongoloidi
mongoose	0.327	0.380	0.546	mungo
mongrel	0.425	0.438	0.395	sekalainen
monitor	0.490	0.298	0.538	monitori
monk	0.472	0.208	0.439	munkki
monkey	0.548	0.449	0.283	apina
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	yksivärinen
monogamous	0.510	0.335	0.402	yksiavioinen
monogamy	0.542	0.380	0.455	yksiavioisuus
monogram	0.480	0.210	0.425	monogrammi
monogrammed	0.503	0.270	0.402	monogrammi
monograph	0.500	0.242	0.481	monografia
monolayer	0.427	0.294	0.433	yksikerroksinen
monolith	0.429	0.327	0.500	monoliitti
monologue	0.500	0.284	0.534	monologi
monopolist	0.330	0.590	0.725	monopolisti
monopoly	0.449	0.509	0.640	monopoli
monotonous	0.354	0.221	0.400	yksitoikkoinen
monotony	0.398	0.135	0.353	yksitoikkoisuus
monoxide	0.433	0.430	0.490	monooksidi
monsieur	0.552	0.340	0.623	monsieur
monsoon	0.358	0.600	0.481	monsuuni
monster	0.133	0.935	0.596	hirviö
monstrosity	0.094	0.933	0.611	hirviö
monstrous	0.094	0.942	0.649	hirviömäinen
montage	0.438	0.520	0.388	montaasi
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	kuukausi
monthly	0.622	0.314	0.364	kuukausittain
monument	0.833	0.404	0.811	monumentti
monumental	0.656	0.594	0.955	monumentaalinen
moo	0.438	0.355	0.300	moo
mooch	0.378	0.413	0.309	maleksia
mood	0.720	0.500	0.500	mieliala
moods	0.578	0.633	0.491	tunnelmia
moody	0.245	0.811	0.595	mielialaa
moon	0.673	0.233	0.547	kuu
moonbeam	0.700	0.290	0.491	kuunsäde
moonlight	0.865	0.264	0.409	kuutamo
moonlit	0.873	0.269	0.508	kuutamoinen
moonshine	0.633	0.389	0.491	pontikka
moonstruck	0.583	0.438	0.407	kuutamoinen
moonwalk	0.615	0.586	0.525	moonwalk
moor	0.311	0.464	0.378	nummi
moored	0.344	0.500	0.417	ankkuroituna
mooring	0.323	0.490	0.444	kiinnitys
moorings	0.406	0.500	0.516	kiinnityspaikkoja
moorland	0.490	0.370	0.456	nummilla
moose	0.648	0.373	0.318	hirvi
moot	0.344	0.500	0.615	kiistanalainen
mooted	0.388	0.580	0.463	moittii
mop	0.396	0.442	0.296	moppi
mope	0.406	0.309	0.345	jurottaa
moped	0.582	0.582	0.554	mopo
moral	0.700	0.459	0.796	moraalinen
morale	0.729	0.158	0.792	moraali
morality	0.750	0.408	0.759	moraalista
morals	0.646	0.430	0.611	moraalia
morass	0.387	0.348	0.375	räme
moratorium	0.337	0.427	0.373	moratoriota
moray	0.510	0.402	0.463	Moray
morbid	0.090	0.833	0.395	sairaalloinen
morbidity	0.370	0.630	0.443	sairastuvuus
morbidness	0.120	0.694	0.339	sairastavuus
mores	0.582	0.317	0.684	lisää
morgue	0.022	0.539	0.241	ruumishuone
moribund	0.083	0.488	0.167	kuoleva
morn	0.542	0.284	0.345	aamu
morning	0.688	0.235	0.444	aamu
moron	0.133	0.587	0.183	ääliö
moronic	0.122	0.500	0.224	typerää
morose	0.240	0.663	0.264	äreä
morph	0.448	0.469	0.451	morph
morphine	0.229	0.490	0.496	morfiini
morphism	0.398	0.549	0.386	morfismi
morphology	0.516	0.373	0.639	morfologia
morrow	0.708	0.314	0.490	huomenna
morsel	0.490	0.296	0.400	suupala
mortal	0.196	0.786	0.510	kuolevainen
mortality	0.229	0.726	0.518	kuolleisuus
mortar	0.333	0.627	0.562	laasti
mortgage	0.255	0.408	0.537	kiinnitys
mortgagee	0.418	0.633	0.723	asuntolainaaja
mortgagor	0.431	0.522	0.490	kiinnittäjä
mortician	0.104	0.429	0.275	hautausurakoitsija
mortification	0.135	0.644	0.404	häpeä
mortified	0.073	0.731	0.270	nolo
mortuary	0.133	0.606	0.427	ruumishuone
mosaic	0.635	0.250	0.302	mosaiikki
mosey	0.521	0.402	0.330	kuljeskella
mosquito	0.229	0.400	0.198	hyttynen
moss	0.235	0.270	0.245	sammalta
mossy	0.375	0.329	0.286	sammaleinen
mote	0.375	0.388	0.260	mote
motel	0.531	0.372	0.450	motelli
moth	0.323	0.350	0.196	koi
mother	0.931	0.408	0.725	äiti
motherfucker	0.122	0.827	0.351	kusipää
motherfucking	0.071	0.823	0.373	perseestä
motherhood	0.844	0.546	0.667	äitiys
motherland	0.677	0.375	0.731	isänmaa
motherless	0.163	0.541	0.337	äiditön
motherly	0.927	0.324	0.710	äidillinen
motif	0.688	0.481	0.527	motiivi
motion	0.667	0.538	0.657	liikettä
motionless	0.323	0.210	0.246	liikkumaton
motivate	0.812	0.776	0.873	motivoida
motivating	0.958	0.820	0.787	motivoivaa
motivation	0.854	0.784	0.802	motivaatio
motivational	0.906	0.646	0.858	motivoivaa
motive	0.667	0.588	0.663	motiivi
motley	0.480	0.398	0.412	kirjava
motor	0.531	0.551	0.648	moottori
motorbike	0.552	0.608	0.616	moottoripyörä
motorboat	0.677	0.500	0.390	moottorivene
motorcade	0.708	0.730	0.593	autosaattue
motorcar	0.694	0.565	0.682	moottoriauto
motorcycle	0.677	0.764	0.713	moottoripyörä
motorist	0.562	0.663	0.578	autoilija
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	kirjava
motto	0.688	0.317	0.439	motto
mould	0.357	0.176	0.246	hometta
mound	0.520	0.481	0.509	röykkiö
mount	0.500	0.292	0.348	kiinnitys
mountain	0.698	0.408	0.649	vuori
mountaineer	0.635	0.774	0.535	vuorikiipeilijä
mountainous	0.635	0.519	0.612	vuoristoinen
mountains	0.766	0.433	0.569	vuoret
mountaintop	0.653	0.541	0.713	vuoren huippu
mourn	0.056	0.583	0.150	surra
mournful	0.180	0.441	0.188	surullinen
mourning	0.177	0.490	0.266	suruaika
mouse	0.427	0.441	0.206	hiiri
mousetrap	0.180	0.643	0.330	hiirenloukku
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	viikset
mousy	0.480	0.413	0.339	arka
mouth	0.734	0.294	0.336	suuhun
mouthful	0.609	0.565	0.389	suupala
mouthpiece	0.573	0.346	0.393	suukappale
mouthwash	0.438	0.385	0.352	suuvesi
movable	0.469	0.509	0.500	liikkuva
move	0.656	0.647	0.670	liikkua
movement	0.656	0.654	0.658	liikettä
mover	0.615	0.539	0.466	liikkuja
movie	0.792	0.560	0.471	elokuva
movies	0.724	0.426	0.472	elokuvia
moving	0.479	0.673	0.358	liikkuva
movingforward	0.857	0.518	0.848	siirtyä eteenpäin
movingon	0.490	0.529	0.435	liikkeessä
mow	0.420	0.559	0.393	leikata
mower	0.458	0.510	0.368	ruohonleikkuri
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	Mozzarella
mri	0.365	0.431	0.349	herra
muchneeded	0.438	0.602	0.455	paljon kaivattua
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	sonta
mucked	0.184	0.500	0.373	pilattu
mucous	0.330	0.296	0.293	limainen
mucus	0.143	0.309	0.228	lima
mud	0.333	0.260	0.185	muta
muddle	0.184	0.710	0.336	sotku
muddled	0.250	0.615	0.263	sekaisin
muddy	0.292	0.400	0.283	mutainen
muff	0.542	0.335	0.314	muffi
muffin	0.684	0.430	0.306	muffinssi
muffled	0.479	0.330	0.421	vaimentunut
muffler	0.357	0.407	0.454	äänenvaimennin
mug	0.542	0.214	0.382	muki
mugger	0.125	0.850	0.500	ryöstäjä
mulberry	0.469	0.315	0.361	mulperipuu
mulch	0.349	0.361	0.383	multaa
mule	0.320	0.337	0.254	muuli
mull	0.663	0.340	0.594	miettiä
mullet	0.521	0.356	0.377	keltti
multilateral	0.500	0.469	0.705	monenvälisiä
multimedia	0.611	0.390	0.607	multimedia
multinational	0.656	0.510	0.842	monikansallinen
multiple	0.660	0.510	0.578	useita
multiple sclerosis	0.188	0.587	0.483	multippeliskleroosi
multiplex	0.610	0.590	0.667	multipleksi
multiplication	0.646	0.565	0.762	kertolasku
multiplicity	0.677	0.490	0.777	moninaisuus
multiplied	0.802	0.559	0.729	kerrottu
multiplier	0.643	0.615	0.741	kerroin
multiply	0.802	0.625	0.777	moninkertaistaa
multitude	0.562	0.765	0.847	suuri joukko
mum	0.802	0.317	0.698	äiti
mumble	0.292	0.444	0.245	jupina
mumbo	0.429	0.506	0.336	hölmö
mummy	0.400	0.588	0.415	muumio
mumps	0.099	0.410	0.311	sikotauti
munch	0.541	0.277	0.434	ryyppää
munchies	0.562	0.470	0.491	munchies
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	arkipäiväinen
municipal	0.625	0.390	0.758	kunnallis
municipality	0.569	0.280	0.614	kunta
mural	0.551	0.265	0.454	seinämaalaus
murder	0.061	0.942	0.615	murhata
murderer	0.010	0.960	0.650	murhaaja
murderess	0.041	0.941	0.462	murhaaja
murderous	0.017	0.940	0.682	murhaaja
murky	0.143	0.618	0.370	hämärä
murmur	0.458	0.520	0.200	sivuääni
muscle	0.359	0.490	0.645	lihas
muscular	0.531	0.434	0.577	lihaksikas
muse	0.760	0.360	0.509	muusa
muses	0.714	0.434	0.571	muusat
museum	0.792	0.206	0.481	museo
mush	0.500	0.311	0.125	sose
mushroom	0.490	0.274	0.269	sieni
mushy	0.520	0.200	0.182	pehmeä
music	0.833	0.563	0.605	musiikkia
musical	0.908	0.630	0.530	musikaali
musician	0.816	0.509	0.618	muusikko
musing	0.740	0.151	0.465	mietiskellä
musk	0.469	0.454	0.453	myski
musket	0.260	0.654	0.510	musketti
musketeer	0.694	0.569	0.705	muskettisoturi
muskrat	0.439	0.510	0.368	piisami
muslin	0.439	0.304	0.352	musliini
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	on pakko
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	sinappi
muster	0.635	0.460	0.548	kokoontua
musty	0.354	0.367	0.267	ummehtunut
mutable	0.426	0.531	0.491	vaihteleva
mutant	0.337	0.676	0.573	mutantti
mutate	0.281	0.548	0.463	muuttua
mutation	0.365	0.625	0.611	mutaatio
mute	0.271	0.200	0.250	mykistää
muted	0.260	0.167	0.162	mykistetty
mutilate	0.125	0.900	0.465	silpoa
mutilated	0.041	0.841	0.356	silvottu
mutilation	0.122	0.782	0.456	silpominen
mutiny	0.323	0.890	0.549	kapina
mutt	0.418	0.408	0.387	mutt
mutter	0.406	0.427	0.228	mutisi
mutton	0.427	0.283	0.393	lampaanliha
mutual	0.729	0.321	0.464	molemminpuolinen
mutually	0.844	0.490	0.582	molemminpuolisesti
muzzle	0.388	0.430	0.232	vaientaa
myfavorite	0.812	0.587	0.615	suosikkini
myopia	0.245	0.387	0.226	likinäköisyys
myopic	0.344	0.396	0.218	likinäköinen
myriad	0.480	0.429	0.550	lukemattomia
mysterious	0.448	0.699	0.455	salaperäinen
mystery	0.417	0.667	0.519	mysteeri
mystic	0.643	0.520	0.535	mystinen
mystical	0.594	0.443	0.689	mystinen
mysticism	0.594	0.598	0.423	mystiikkaa
mystified	0.344	0.600	0.509	mystifioitunut
mystique	0.668	0.633	0.667	mystiikkaa
myth	0.458	0.432	0.338	myytti
mythic	0.635	0.528	0.645	myyttinen
mythical	0.625	0.556	0.583	myyttinen
mythological	0.760	0.573	0.658	mytologinen
mythology	0.684	0.439	0.688	mytologia
nab	0.469	0.544	0.407	napata
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	aliarvo
nag	0.271	0.451	0.472	nag
nail	0.469	0.397	0.282	naulata
nail gun	0.378	0.806	0.574	naulapyssy
naive	0.406	0.260	0.375	naiivi
naked	0.323	0.885	0.288	alasti
nakedness	0.480	0.760	0.350	alastomuus
namaste	0.719	0.255	0.464	namaste
name	0.573	0.300	0.415	nimi
named	0.562	0.396	0.565	nimetty
nameless	0.344	0.280	0.164	nimetön
namesake	0.418	0.327	0.404	kaima
naming	0.667	0.410	0.559	nimeäminen
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	lastenhoitaja
nanometer	0.375	0.356	0.446	nanometri
nap	0.660	0.098	0.342	torkut
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	niska
napkin	0.469	0.142	0.209	lautasliina
napping	0.765	0.046	0.306	nappaamassa
nappy	0.529	0.333	0.207	vaippa
narcissism	0.214	0.639	0.540	narsismi
narcissist	0.173	0.614	0.629	narsisti
narcissistic	0.323	0.708	0.655	narsistinen
narcotic	0.102	0.858	0.450	huume
narrate	0.541	0.480	0.473	kertoa
narration	0.622	0.408	0.551	kerronta
narrative	0.580	0.303	0.443	kerronta
narrator	0.673	0.430	0.623	kertoja
narrow	0.260	0.368	0.356	kapea
narrowing	0.354	0.593	0.357	kaventumista
nasal	0.479	0.340	0.330	nenän-
nascent	0.684	0.373	0.585	syntymässä
nasty	0.115	0.620	0.264	ilkeä
natal	0.755	0.462	0.481	synnytys
nation	0.594	0.443	0.821	kansakunta
national	0.698	0.365	0.663	kansallinen
nationality	0.642	0.400	0.772	kansallisuus
nationwide	0.684	0.217	0.672	valtakunnallinen
native	0.635	0.422	0.710	syntyperäinen
nativity	0.750	0.337	0.673	syntymä
natural	0.854	0.118	0.481	luonnollinen
natural gas	0.635	0.324	0.396	maakaasu
naturalist	0.844	0.255	0.562	luonnontieteilijä
naturalization	0.781	0.279	0.652	kansalaistaminen
naturalized	0.760	0.333	0.600	kansalaistettu
naturally	0.854	0.276	0.549	luonnollisesti
nature	0.857	0.184	0.643	luonto
naught	0.344	0.176	0.161	ei mitään
naughty	0.451	0.857	0.371	tuhma
nausea	0.104	0.781	0.273	pahoinvointi
nauseate	0.062	0.660	0.176	kuvottaa
nauseating	0.021	0.640	0.250	kuvottava
nauseous	0.135	0.780	0.284	pahoinvointia
nautical	0.646	0.250	0.579	merenkulun
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	merivoimien
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	napa
navigable	0.749	0.406	0.645	purjehduskelpoinen
navigate	0.740	0.555	0.675	navigoida
navigation	0.841	0.470	0.720	navigointi
navigational	0.573	0.481	0.564	navigointi
navigator	0.583	0.592	0.623	navigaattori
navy	0.531	0.760	0.764	laivasto
nay	0.344	0.290	0.325	ei
nearsighted	0.271	0.373	0.265	likinäköinen
neat	0.878	0.235	0.491	siisti
neatly	0.802	0.412	0.588	siististi
nebula	0.510	0.418	0.438	tähtisumu
nebulae	0.490	0.330	0.472	sumut
nebulous	0.469	0.347	0.417	sumuinen
necessarily	0.667	0.423	0.598	välttämättä
necessary	0.750	0.433	0.679	tarpeellista
necessitate	0.578	0.604	0.516	edellyttää
necessities	0.520	0.630	0.463	välttämättömyystarvikkeita
necessity	0.567	0.471	0.588	välttämättömyys
neck	0.541	0.245	0.345	kaula
necklace	0.760	0.294	0.373	kaulakoru
necktie	0.583	0.229	0.314	kravatti
necromancer	0.333	0.625	0.536	nekromanti
necrosis	0.115	0.622	0.385	nekroosi
nectar	0.746	0.331	0.398	nektaria
need	0.510	0.574	0.200	tarve
needalife	0.490	0.443	0.394	tarvitsevat elämää
needed	0.677	0.342	0.679	tarvittu
needful	0.582	0.460	0.614	tarpeellinen
needit	0.250	0.472	0.356	tarvita sitä
needle	0.250	0.472	0.360	neula
needlepoint	0.653	0.500	0.556	neulakärki
needles	0.250	0.602	0.348	neuloja
needless	0.327	0.385	0.200	tarpeeton
needtoknow	0.427	0.606	0.474	tarvitsee tietää
needtorelax	0.673	0.438	0.274	tarvitse rentoutua
needy	0.360	0.451	0.245	tarpeessa oleva
nefarious	0.184	0.720	0.528	ilkeä
negation	0.255	0.461	0.297	kieltäminen
negative	0.102	0.527	0.176	negatiivinen
negativity	0.060	0.520	0.273	negatiivisuus
neglect	0.045	0.550	0.163	laiminlyödä
neglected	0.271	0.385	0.160	laiminlyöty
neglecting	0.177	0.441	0.230	laiminlyömällä
negligee	0.385	0.520	0.336	aamutakki
negligence	0.092	0.570	0.251	huolimattomuudesta
negligent	0.167	0.583	0.259	huolimaton
negligently	0.056	0.583	0.266	huolimattomasti
negligible	0.177	0.292	0.232	mitätön
negotiable	0.688	0.585	0.731	neuvoteltavissa
negotiate	0.612	0.708	0.769	neuvotella
negotiation	0.490	0.615	0.728	neuvottelu
negotiator	0.635	0.471	0.817	neuvottelija
negro	0.354	0.368	0.461	neekeri
neigh	0.378	0.642	0.373	naapuri
neighbor	0.657	0.448	0.434	naapuri-
neighborhood	0.385	0.469	0.373	naapurustossa
neighboring	0.656	0.306	0.481	naapuri
nemesis	0.271	0.688	0.647	Nemesis
neon	0.594	0.480	0.380	neon
neonatal	0.542	0.529	0.357	vastasyntynyt
neophyte	0.286	0.363	0.411	aloittelija
neoprene	0.316	0.451	0.443	neopreeni
nephew	0.719	0.337	0.412	veljenpoika
nepotism	0.349	0.584	0.517	nepotismi
nerd	0.408	0.481	0.315	nörtti
nerdy	0.296	0.255	0.292	nörttimäinen
nerve	0.129	0.698	0.307	hermo
nerves	0.333	0.783	0.264	hermoja
nervous	0.235	0.820	0.213	hermostunut
nervousness	0.163	0.915	0.241	hermostuneisuus
nervouswreck	0.112	0.867	0.179	hermoromahdin
nervy	0.250	0.830	0.241	hermostunut
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	pesä
nestle	0.625	0.308	0.379	nestle
nestling	0.604	0.427	0.286	untuvikko
net	0.441	0.288	0.417	netto
nether	0.240	0.265	0.259	ei kumpikaan
netting	0.368	0.509	0.585	nettoutus
nettle	0.406	0.324	0.490	nokkonen
network	0.531	0.337	0.466	verkkoon
networking	0.625	0.482	0.545	verkottumista
neural	0.582	0.426	0.391	hermostoa
neuralgia	0.092	0.706	0.439	hermosärky
neurological	0.500	0.540	0.558	neurologinen
neurologist	0.608	0.500	0.736	neurologi
neurology	0.459	0.537	0.580	neurologia
neurosis	0.122	0.766	0.418	neuroosi
neurosurgeon	0.590	0.673	0.755	neurokirurgi
neurosurgery	0.490	0.632	0.730	neurokirurgia
neurotic	0.198	0.801	0.387	neuroottinen
neuter	0.621	0.163	0.302	kastraatti
neutral	0.469	0.184	0.357	neutraali
neutrality	0.469	0.205	0.434	neutraalisuus
neutralize	0.519	0.363	0.719	neutraloida
neutron	0.469	0.440	0.679	neutroni
new	0.917	0.490	0.582	Uusi
new age	0.694	0.556	0.727	uusi aika
newbeginnings	0.802	0.613	0.524	uudet alut
newborn	0.918	0.580	0.372	vastasyntynyt
newcomer	0.622	0.380	0.396	tulokas
newday	0.847	0.388	0.618	uusi päivä
newfound	0.745	0.741	0.520	vasta löydetty
newjob	0.755	0.643	0.729	uusi työ
newlife	0.898	0.646	0.701	uusi elämä
newly	0.688	0.422	0.552	hiljattain
newlywed	0.847	0.706	0.570	vastanainut
newme	0.643	0.550	0.527	newme
newness	0.740	0.522	0.588	uutuus
news	0.633	0.580	0.610	uutiset
newscast	0.531	0.509	0.714	uutislähetys
newscaster	0.646	0.510	0.764	uutistenlukija
newsflash	0.604	0.637	0.518	uutisflash
newsletter	0.622	0.385	0.490	uutiskirje
newsman	0.604	0.480	0.696	uutistoimittaja
newspaper	0.602	0.283	0.444	sanomalehti
newspaperman	0.561	0.458	0.750	lehtimies
newsreel	0.625	0.571	0.577	uutiskatsaus
newsroom	0.531	0.392	0.658	uutishuone
newsstand	0.615	0.222	0.336	lehtikioski
newstart	0.802	0.510	0.667	uusi aloitus
newt	0.458	0.380	0.541	newt
newyear	0.938	0.784	0.520	uusivuosi
nexus	0.496	0.368	0.412	yhteys
nib	0.510	0.282	0.406	kärki
nibble	0.551	0.551	0.411	napostella
nice	0.930	0.442	0.650	kiva
niche	0.459	0.413	0.318	markkinarako
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	nick
nickel	0.510	0.347	0.406	nikkeli
nickname	0.490	0.470	0.263	Nimimerkki
nicotine	0.235	0.608	0.447	nikotiini
niece	0.771	0.320	0.400	veljentytär
nifty	0.740	0.745	0.815	näppärä
nigh	0.653	0.216	0.336	lähellä
night	0.598	0.396	0.404	yö-
nightcap	0.750	0.196	0.268	yömyssy
nightclub	0.802	0.894	0.528	yökerho
nightfall	0.490	0.436	0.426	yön tulo
nightgown	0.643	0.408	0.250	yöpaita
nightie	0.630	0.388	0.274	yöpaita
nightingale	0.740	0.340	0.496	satakieli
nightlife	0.542	0.783	0.510	yöelämä
nightly	0.673	0.410	0.474	iltaisin
nightmare	0.005	0.810	0.436	painajainen
nightmares	0.082	0.942	0.448	painajaisia
nightstand	0.490	0.130	0.327	yöpöytä
nightstick	0.500	0.461	0.348	pamppu
nighttime	0.735	0.385	0.439	yöaikaan
nihilism	0.367	0.510	0.364	nihilismi
nil	0.286	0.143	0.157	nolla
nimble	0.833	0.729	0.769	ketterä
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	yhdeksän
nineteen	0.673	0.304	0.375	yhdeksäntoista
ninety	0.479	0.349	0.436	yhdeksänkymmentä
ninja	0.542	0.844	0.682	ninja
ninny	0.344	0.343	0.309	tomppeli
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	yhdeksäs
nip	0.281	0.700	0.264	nipistää
nipper	0.386	0.422	0.317	nipper
nipple	0.480	0.786	0.415	nänni
nippy	0.540	0.500	0.416	vikkelä
nitrate	0.388	0.406	0.500	nitraatti
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	typpeä
nitrous	0.435	0.561	0.411	typpipitoinen
nitwit	0.146	0.606	0.139	näppärä
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	ei odotusta
no disgust	0.510	0.324	0.448	ei inhoa
no emotion	0.170	0.109	0.225	ei tunnetta
no sentiment	0.092	0.382	0.278	ei tunnetta
no surprise	0.171	0.224	0.412	ei yllätys
no trust	0.055	0.445	0.257	ei luottamusta
nobility	0.844	0.347	0.736	aatelisto
noble	0.906	0.345	0.610	jalo
nobleman	0.675	0.286	0.709	aatelismies
nobodycares	0.365	0.410	0.354	kukaan ei välitä
nocomplaints	0.677	0.164	0.491	ei valittamista
nocturnal	0.540	0.500	0.462	yöllinen
nod	0.590	0.367	0.427	nyökkäys
nodding	0.694	0.294	0.426	nyökkää
node	0.396	0.343	0.361	solmu
nodular	0.438	0.351	0.411	nodulaarinen
nodule	0.312	0.426	0.349	kyhmy
noggin	0.510	0.433	0.382	ryyppy
nohope	0.200	0.441	0.385	ei toivoa
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	melua
noisy	0.271	0.812	0.561	meluisa
nomad	0.375	0.413	0.433	nomadi
nomadic	0.427	0.519	0.422	nomadi
nomenclature	0.500	0.222	0.575	nimikkeistö
nominal	0.594	0.250	0.463	nimellinen
nominate	0.615	0.471	0.669	nimittää
nomination	0.663	0.637	0.696	nimitys
nominee	0.662	0.625	0.765	ehdokas
nonce	0.422	0.370	0.377	seksuaalirikollinen
nonchalant	0.312	0.314	0.366	huoleton
noncompliance	0.112	0.598	0.259	noudattamatta jättäminen
nondescript	0.490	0.434	0.348	mitäänsanomaton
nonexistent	0.208	0.429	0.149	olematon
nonfat	0.604	0.260	0.340	rasvaton
nonfiction	0.426	0.315	0.431	tietokirjallisuutta
nonpayment	0.229	0.510	0.298	maksamatta jättäminen
nonresident	0.250	0.340	0.302	ei asukas
nonsense	0.214	0.531	0.155	hölynpöly
nonsensical	0.173	0.268	0.193	järjetöntä
nonviolent	0.640	0.287	0.346	väkivallaton
noob	0.417	0.430	0.267	nyyppä
noodle	0.633	0.216	0.225	nuudeli
nook	0.480	0.321	0.296	nurkka
noon	0.531	0.343	0.518	keskipäivä
noose	0.356	0.300	0.330	hirttosilmukka
nopoint	0.276	0.324	0.314	turha
noregrets	0.469	0.476	0.426	ei katuu
norm	0.500	0.245	0.527	normi
normal	0.740	0.127	0.380	normaali
normalcy	0.805	0.151	0.620	normaalius
normality	0.781	0.089	0.444	normaalia
north	0.531	0.255	0.450	pohjoinen
northbound	0.604	0.454	0.491	pohjoiseen päin
northeast	0.562	0.260	0.375	koilliseen
northern	0.570	0.340	0.472	pohjoinen
northwest	0.604	0.345	0.451	luoteeseen
northwestern	0.479	0.306	0.462	luoteeseen
