English Word	Valence	Arousal	Dominance	Arabic Word
jockey	0.562	0.644	0.703	فارس السباق
jockstrap	0.347	0.431	0.390	حزام رياضي
jog	0.510	0.708	0.519	يجرى
jogger	0.417	0.510	0.424	عداء ببطء
john	0.562	0.382	0.327	يوحنا
join	0.729	0.479	0.684	انضم
joined	0.667	0.394	0.600	انضم
joining	0.755	0.469	0.685	انضمام
joint	0.615	0.392	0.566	مشترك
jointly	0.708	0.425	0.602	معا
joke	0.704	0.610	0.316	نكتة
joker	0.771	0.760	0.416	مهرج
joking	0.776	0.839	0.407	يمزح
jolly	0.959	0.705	0.708	جولي
jolt	0.365	0.708	0.358	هزة
jornada	0.417	0.500	0.533	جرناطة
jot	0.406	0.323	0.350	مثقال ذرة
jour	0.479	0.394	0.415	جور
journal	0.688	0.240	0.352	مجلة
journalism	0.622	0.500	0.684	الصحافة
journalist	0.542	0.452	0.732	صحافي
journalistic	0.696	0.449	0.495	صحفي
journey	0.910	0.702	0.625	رحلة
journeyman	0.765	0.596	0.741	مياوم
joust	0.520	0.528	0.551	ناظر
jovial	0.823	0.460	0.526	مرحا
joy	0.980	0.824	0.794	مرح
joyful	0.990	0.740	0.667	بهيجة
joyous	0.958	0.580	0.728	مبهج
joyride	0.694	0.550	0.500	متعة
joys	0.981	0.643	0.651	أفراح
jubilant	0.844	0.673	0.664	مبتهج
jubilee	0.916	0.500	0.579	اليوبيل
judge	0.510	0.604	0.857	يحكم على
judged	0.281	0.686	0.722	حكم
judging	0.240	0.625	0.693	الحكم
judgment	0.396	0.600	0.816	حكم
judgmental	0.330	0.602	0.579	سريع الحكم
judicial	0.378	0.667	0.833	قضائي
judiciary	0.439	0.740	0.897	القضاء
judicious	0.630	0.432	0.772	حكيم
judo	0.500	0.790	0.612	الجودو
jug	0.520	0.250	0.213	إبريق
juggle	0.594	0.760	0.426	يقذف
juggler	0.633	0.821	0.480	المحتال
juggling	0.562	0.874	0.346	شعوذة
jugular	0.271	0.573	0.426	الوداجي
juice	0.776	0.281	0.352	عصير
juicer	0.552	0.520	0.564	عصارة
juicy	0.823	0.529	0.490	كثير العصارة
juju	0.541	0.519	0.206	جوجو
juke	0.500	0.491	0.410	جيوك
jukebox	0.699	0.540	0.429	صندوق الموسيقى
jumble	0.357	0.613	0.331	خلط
jumbled	0.292	0.602	0.445	مختلط
jumbo	0.680	0.552	0.447	جامبو
jump	0.625	0.865	0.611	قفزة
jump rope	0.656	0.660	0.368	حبل القفز
jumper	0.615	0.336	0.481	سترة او قفاز او لاعب قفز
jumpsuit	0.562	0.365	0.361	بذلة
jumpy	0.353	0.810	0.216	ثاب
junction	0.490	0.481	0.364	تقاطع طرق
juncture	0.365	0.582	0.491	المنعطف
jungle	0.500	0.510	0.481	الغابة
junior	0.635	0.343	0.304	نجارة
juniper	0.583	0.327	0.352	العرعر
junk	0.115	0.481	0.118	نفاية
junket	0.490	0.519	0.386	الجنكيت
junkie	0.135	0.860	0.363	مدمن
junky	0.385	0.595	0.343	مدمن
junkyard	0.177	0.398	0.302	المخلفات
junta	0.451	0.503	0.704	المجلس العسكري
juridical	0.520	0.431	0.873	قانوني
jurisdiction	0.480	0.580	0.820	الاختصاص القضائي
jurisprudence	0.360	0.425	0.764	فقه
jurist	0.479	0.523	0.713	فقيه
juror	0.582	0.640	0.750	المحلف
jury	0.479	0.607	0.789	هيئة المحلفين
justice	0.760	0.538	0.787	العدل
justifiable	0.786	0.413	0.821	له ما يبرره
justification	0.622	0.444	0.661	التبرير
justify	0.612	0.473	0.615	يبرر
juststop	0.417	0.379	0.364	توقف
justthebeginning	0.573	0.451	0.481	مجرد بداية
jute	0.551	0.216	0.295	الجوت
juvenile	0.678	0.490	0.526	طفولي
juxtaposition	0.427	0.500	0.460	تجاور
kaiser	0.470	0.509	0.690	القيصر
kale	0.469	0.226	0.411	كرنب
kaleidoscope	0.615	0.439	0.580	المشكال
kamikaze	0.204	0.810	0.645	كاميكازي
kangaroo	0.716	0.333	0.301	كنغر
kanji	0.510	0.413	0.425	كانجي
kappa	0.469	0.375	0.366	كابا
kaput	0.281	0.441	0.440	مفلس
karaoke	0.763	0.649	0.342	كاريوكي
karate	0.562	0.833	0.598	الكاراتيه
karma	0.500	0.510	0.537	الكرمة
karmic	0.357	0.459	0.464	الكرمية
kayak	0.592	0.600	0.364	كاياك
kazoo	0.503	0.462	0.411	كازو
kebab	0.531	0.431	0.377	كباب
keel	0.344	0.417	0.419	عارضة
keen	0.823	0.719	0.806	متحمس
keep	0.714	0.296	0.547	احتفظ
keeper	0.612	0.457	0.773	حارس
keeping	0.592	0.280	0.723	حفظ
keepsake	0.740	0.307	0.491	تذكار
keg	0.551	0.389	0.404	برميل
kelp	0.479	0.264	0.213	عشب البحر
ken	0.438	0.409	0.360	كين
kennel	0.430	0.480	0.406	تربية كلاب
kerchief	0.520	0.189	0.236	منديل
kern	0.438	0.420	0.449	نواة
kernel	0.542	0.453	0.462	نواة
kerosene	0.302	0.472	0.427	الكيروسين
ketchup	0.653	0.338	0.282	كاتشب
kettle	0.357	0.497	0.333	غلاية
key	0.615	0.275	0.519	مفتاح
keyboard	0.573	0.279	0.349	لوحة المفاتيح
keyed	0.469	0.497	0.521	مقفول
keyhole	0.438	0.358	0.356	ثقب المفتاح
keynote	0.630	0.431	0.545	الكلمة الرئيسية
keypad	0.604	0.255	0.330	لوحة المفاتيح
keystone	0.573	0.438	0.491	حجر الزاوية
keyword	0.602	0.520	0.747	كلمة رئيسية
khaki	0.594	0.252	0.278	الكاكي
khan	0.463	0.476	0.529	خان
kibble	0.510	0.458	0.404	كيبل
kick	0.271	0.791	0.526	ركلة
kickboxing	0.427	0.882	0.651	الكيك بوكسينغ
kicker	0.427	0.711	0.614	كيكر
kicking	0.327	0.802	0.510	الركل
kickoff	0.583	0.600	0.629	انطلاق
kid	0.760	0.453	0.298	طفل
kidder	0.708	0.768	0.471	كيدر
kidding	0.622	0.625	0.457	مزاح
kiddo	0.674	0.393	0.419	كيدو
kiddos	0.500	0.480	0.342	كيدو
kidnap	0.032	0.923	0.535	خطف
kidnapped	0.044	0.923	0.455	مخطوف
kidnapper	0.115	0.906	0.618	الخاطف
kidnapping	0.094	0.880	0.561	خطف
kidney	0.448	0.363	0.380	الكلى
kids	0.837	0.500	0.417	أطفال
kill	0.052	0.941	0.736	قتل
killer	0.041	0.971	0.543	القاتل
killing	0.080	0.959	0.696	قتل
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	فرن
kilo	0.438	0.358	0.461	كيلو
kilogram	0.510	0.260	0.455	كيلوغرام
kilometer	0.490	0.439	0.485	كيلومتر
kilt	0.448	0.346	0.348	النقبة
kimono	0.643	0.280	0.363	كيمونو
kin	0.543	0.441	0.457	قريب
kind	0.918	0.240	0.618	طيب القلب
kindergarten	0.833	0.462	0.308	روضة أطفال
kindling	0.520	0.651	0.421	تأجيج
kindness	0.938	0.350	0.508	العطف
kindred	0.760	0.418	0.517	عشير
kinematics	0.594	0.480	0.614	معادلات الحركة
kinesiology	0.491	0.480	0.633	علم الحركة
kinetic	0.582	0.540	0.537	حركية
king	0.677	0.690	0.892	ملِك
king snake	0.458	0.835	0.647	ملك الثعابين
kingdom	0.714	0.547	0.910	مملكة
kingpin	0.357	0.626	0.642	ملك
kink	0.337	0.634	0.321	شبك
kinky	0.449	0.558	0.361	غريب
kinship	0.771	0.300	0.652	القرابة
kiosk	0.500	0.286	0.321	كشك
kirk	0.510	0.390	0.388	كيرك
kiss	0.967	0.813	0.630	قبلة
kisser	0.844	0.682	0.618	مقبل
kissy	0.874	0.684	0.402	قبله
kit	0.583	0.344	0.420	عدة
kitchen	0.700	0.234	0.398	مطبخ
kite	0.643	0.500	0.573	طائرة ورقية
kitten	0.816	0.343	0.260	قطه صغيرة
kiwi	0.646	0.273	0.282	كيوي
klutz	0.275	0.451	0.356	كلوتز
knack	0.562	0.518	0.820	موهبة
knapsack	0.551	0.317	0.268	حقيبة
knead	0.490	0.457	0.345	دلك
knee	0.520	0.245	0.396	ركبة
kneecap	0.427	0.360	0.440	الركبة
kneel	0.426	0.417	0.217	اركع
kneeling	0.245	0.435	0.144	راكع
knell	0.354	0.500	0.377	يقرع
knick	0.480	0.509	0.420	نيك
knickers	0.552	0.428	0.328	كلسون
knife	0.344	0.717	0.573	سكين
knight	0.780	0.441	0.835	فارس
knighthood	0.740	0.660	0.769	لقب فارس
knit	0.630	0.144	0.295	متماسكة
knob	0.340	0.360	0.272	مقبض الباب
knock	0.312	0.531	0.527	طرق
knockoff	0.350	0.606	0.240	توقف عن العمل أو يقتل
knockout	0.388	0.755	0.664	قصا
knoll	0.434	0.347	0.333	هضبة
knot	0.541	0.221	0.408	عقدة
knots	0.418	0.346	0.267	عقدة
knotted	0.226	0.412	0.294	معقود
know	0.765	0.361	0.704	أعرف
knowing	0.833	0.353	0.658	معرفة
knowingly	0.500	0.459	0.481	عن علم
knowledge	0.847	0.430	0.896	المعرفه
knowledgeable	0.865	0.455	0.971	واسع المعرفة
knuckle	0.655	0.333	0.393	عقلة الاصبع
knucklehead	0.157	0.485	0.288	رأس المفصل
knuckles	0.271	0.461	0.320	المفاصل
koala	0.608	0.210	0.311	كوالا
kook	0.417	0.471	0.398	كووك
kooky	0.418	0.582	0.366	غريب الأطوار
kool-aid	0.531	0.318	0.393	كوول ايد
kos	0.500	0.471	0.407	كوس
kosher	0.469	0.443	0.312	كوشير
kraut	0.388	0.500	0.390	كراوت
kris	0.427	0.417	0.407	كريس
kryptonite	0.306	0.690	0.588	الكريبتونيت
kudos	0.925	0.587	0.642	مجد
kumquat	0.417	0.426	0.390	برتقال ذهبي
lab	0.479	0.500	0.600	مختبر
label	0.582	0.245	0.423	ضع الكلمة المناسبة
labor	0.594	0.639	0.754	العمل
laboratory	0.571	0.490	0.537	مختبر
labored	0.646	0.451	0.637	جاهد
laborer	0.561	0.510	0.698	عامل
laboring	0.705	0.644	0.737	العمل
laborious	0.393	0.635	0.709	مرهق
labyrinth	0.479	0.811	0.491	متاهة
lac	0.408	0.418	0.331	لاك
lace	0.625	0.200	0.293	ربط الحذاء
laceration	0.143	0.667	0.443	تمزق
lack	0.250	0.365	0.242	قلة
lackey	0.260	0.510	0.166	خادم
lacking	0.229	0.375	0.121	تفتقر إلى
lackluster	0.250	0.311	0.264	باهتة
lacquer	0.510	0.353	0.258	ورنيش
lacrosse	0.573	0.656	0.509	لاكروس
lactose	0.479	0.290	0.433	اللاكتوز
lad	0.637	0.388	0.336	فتى
ladder	0.560	0.438	0.358	سُلُّم
laddie	0.668	0.539	0.391	سيدة
laden	0.392	0.478	0.554	محملة
lading	0.388	0.463	0.409	الشحن
ladle	0.531	0.368	0.352	مغرفة
lady	0.854	0.481	0.602	السيدة
lady bug	0.490	0.434	0.381	دعسوقة
ladybug	0.602	0.400	0.224	دعسوقة
ladylike	0.592	0.559	0.538	مهذب
ladyship	0.561	0.480	0.822	السيادة
lag	0.220	0.375	0.246	بطئ
lager	0.584	0.480	0.353	الجعة
lagging	0.135	0.538	0.277	متخلفة
lagoon	0.660	0.231	0.373	البحيرة
lair	0.469	0.438	0.392	مخبأ
laity	0.510	0.320	0.487	علماني
lake	0.694	0.196	0.425	بحيرة
lama	0.560	0.320	0.400	لاما
lamb	0.646	0.284	0.321	لحم ضأن
lame	0.145	0.410	0.217	عاجِز
lament	0.198	0.398	0.352	رثاء
lamenting	0.156	0.390	0.254	رثاء
lamina	0.510	0.314	0.408	الصفيحة
laminated	0.417	0.304	0.373	مغلفة
lamp	0.510	0.260	0.309	مصباح
lamppost	0.420	0.337	0.455	عمود اضاءة
lance	0.406	0.620	0.587	حربة
lancer	0.417	0.528	0.519	لانسر
land	0.582	0.260	0.616	الأرض
landed	0.709	0.620	0.480	عقاري
landfall	0.521	0.434	0.407	اليابسة
landfill	0.398	0.423	0.324	مكب النفايات
landing	0.552	0.696	0.596	هبوط
landlady	0.677	0.303	0.417	‮ صاحبة ‬ ‮ البيت ‬ ‮ المؤجر ‬
landlocked	0.280	0.391	0.367	غير ساحلي
landlord	0.684	0.500	0.858	المالك
landmark	0.694	0.355	0.681	معلم معروف
lands	0.594	0.280	0.492	الأراضي
landscape	0.719	0.176	0.423	المناظر الطبيعيه
landscaping	0.823	0.379	0.519	المناظر الطبيعية
landslide	0.250	0.864	0.530	انهيار أرضي
lane	0.449	0.490	0.451	خط
language	0.677	0.337	0.704	لغة
languid	0.281	0.270	0.283	ضعيف
languish	0.235	0.408	0.382	تضعف
languishing	0.308	0.459	0.353	يذبل
lanky	0.412	0.426	0.370	نحيف
lantern	0.622	0.250	0.243	فانوس
lap	0.583	0.510	0.412	حجر
lapdog	0.388	0.490	0.269	كلب صغير
lapel	0.460	0.287	0.288	طية صدر السترة
lapse	0.420	0.316	0.281	زلة
lapsed	0.357	0.333	0.276	انقضت
laptop	0.724	0.270	0.519	حاسوب محمول
larceny	0.272	0.821	0.454	السرقة
lard	0.427	0.239	0.179	شحم الخنزير
larder	0.656	0.290	0.509	larder
large	0.704	0.565	0.736	كبير
larger	0.729	0.654	0.763	أكبر
largo	0.521	0.480	0.517	كبير
lark	0.570	0.292	0.352	قبرة
larva	0.245	0.423	0.254	يرقة
laryngitis	0.125	0.500	0.370	التهاب الحنجره
larynx	0.460	0.420	0.402	الحنجرة
lasagna	0.719	0.441	0.396	لازانيا
laser	0.469	0.531	0.769	الليزر
lash	0.235	0.794	0.609	رموش
lass	0.656	0.536	0.433	معشوقة
lasso	0.438	0.460	0.339	لاسو
lastday	0.309	0.580	0.463	بالأمس
lasting	0.804	0.535	0.745	دائم
lastminute	0.418	0.582	0.385	آخر دقيقة
latch	0.395	0.263	0.288	مزلاج
late	0.245	0.358	0.315	متأخر
lateness	0.214	0.388	0.343	تأخر
latent	0.469	0.500	0.653	كامن
lateral	0.469	0.370	0.322	جانبي
laterally	0.562	0.255	0.450	أفقيا
latex	0.479	0.413	0.325	اللاتكس
lathe	0.510	0.450	0.425	مخرطة
lather	0.635	0.327	0.313	رغوة الصابون
latitude	0.562	0.306	0.490	خط العرض
latrine	0.380	0.353	0.176	مرحاض
latrines	0.214	0.462	0.267	المراحيض
latte	0.615	0.320	0.311	لاتيه
lattice	0.406	0.420	0.349	بنية
laud	0.493	0.427	0.383	يمدح
laudable	0.740	0.472	0.682	جدير بالثناء
laudation	0.542	0.547	0.623	اشادة
laudatory	0.612	0.417	0.450	مدح
laugh	0.980	0.639	0.587	يضحك
laughable	0.592	0.627	0.298	مثير للضحك
laughing	0.906	0.596	0.534	يضحك
laughingstock	0.427	0.779	0.312	أضحوكة
laughs	0.812	0.846	0.425	يضحك
laughter	0.959	0.654	0.588	ضحك
launch	0.684	0.814	0.598	إطلاق
launcher	0.677	0.745	0.808	منصة الإطلاق
launches	0.490	0.663	0.602	يطلق
launder	0.479	0.450	0.349	غسل
laundering	0.439	0.327	0.444	غسيل
laundry	0.644	0.292	0.377	غسيل ملابس
laureate	0.724	0.402	0.702	الحائز على جائزة
laurel	0.646	0.146	0.302	الغار
laurels	0.684	0.279	0.545	أمجاد
lava	0.280	0.539	0.615	حمم بركانية
lavage	0.615	0.467	0.361	غسيل
lavatory	0.510	0.400	0.259	مرحاض
lavender	0.812	0.198	0.388	الخزامى
lavish	0.792	0.648	0.730	مسرف
law	0.740	0.590	0.815	قانون
lawful	0.660	0.394	0.780	قانوني
lawless	0.219	0.690	0.420	الخارجين على القانون
lawlessness	0.156	0.804	0.509	الفوضى
lawman	0.510	0.523	0.786	رجل القانون
lawn	0.686	0.153	0.192	العشب
lawnmower	0.480	0.531	0.355	قاطعة العشب
lawsuit	0.219	0.794	0.611	دعوى قضائية
lawyer	0.521	0.569	0.784	محامي
lax	0.430	0.401	0.300	التراخي
laxative	0.271	0.550	0.528	ملين
lay	0.521	0.336	0.491	يضع
layaway	0.429	0.510	0.451	الاستلقاء
layer	0.500	0.208	0.366	طبقة
layered	0.571	0.306	0.436	الطبقات
layman	0.531	0.339	0.424	الشخص العادي
layout	0.615	0.442	0.557	نسق
layover	0.520	0.355	0.500	توقف
laziness	0.271	0.240	0.132	الكسل
lazy	0.392	0.264	0.096	كسول
lazyday	0.337	0.319	0.145	يوم ممل
lea	0.583	0.294	0.358	ليا
lead	0.323	0.657	0.455	قيادة
leaded	0.439	0.625	0.595	المحتوي على الرصاص
leader	0.833	0.582	0.926	قائد
leadership	0.870	0.690	0.983	قيادة
leading	0.823	0.698	0.954	قيادة
leads	0.530	0.471	0.615	يؤدي
leaf	0.583	0.156	0.294	ورقة الشجر
leaflet	0.490	0.206	0.375	منشور
leafy	0.653	0.530	0.700	المورقة
league	0.656	0.340	0.462	الدوري
leak	0.378	0.833	0.520	تسريب
leakage	0.188	0.731	0.528	تسرب
leaky	0.170	0.686	0.288	راشح
lean	0.734	0.353	0.438	يتكئ
leaned	0.570	0.373	0.490	انحنى
leaning	0.480	0.409	0.352	يميل
leap	0.750	0.663	0.667	طفرة - قفزه
learn	0.833	0.643	0.829	يتعلم
learned	0.704	0.462	0.543	تعلمت
learner	0.698	0.475	0.398	المتعلم
learning	0.833	0.588	0.574	التعلم
lease	0.520	0.463	0.545	إيجار
leash	0.320	0.347	0.427	رباط
leather	0.510	0.324	0.341	جلد
leathery	0.418	0.471	0.411	مصنوع من الجلد
leave	0.375	0.315	0.295	غادر
leavemealone	0.240	0.472	0.402	اتركني وحدي
leaving	0.163	0.542	0.371	مغادرة
lecherous	0.135	0.704	0.376	فاسق
lecture	0.594	0.462	0.737	محاضرة
lecturer	0.677	0.549	0.736	محاضر
ledge	0.406	0.235	0.339	الحافة
ledger	0.510	0.362	0.609	موازنة
lee	0.510	0.269	0.296	لي
leech	0.250	0.623	0.268	علقة
leeches	0.115	0.698	0.295	العلق
leer	0.612	0.348	0.509	لير
leery	0.337	0.640	0.410	حذر
lees	0.360	0.567	0.406	ريس
leeway	0.562	0.577	0.569	فسحة
left	0.354	0.370	0.361	اليسار
leftout	0.229	0.365	0.245	خرج
leftover	0.490	0.460	0.222	بقايا
leftovers	0.219	0.350	0.116	بقايا الطعام
lefty	0.490	0.406	0.379	أعسر
leg	0.510	0.373	0.313	ساق
legacy	0.792	0.529	0.827	ميراث
legal	0.653	0.387	0.887	قانوني
legality	0.765	0.343	0.713	شرعية
legalize	0.510	0.460	0.818	تقنين
legalized	0.760	0.440	0.855	مصدق
legally	0.771	0.482	0.842	من الناحية القانونية
legend	0.837	0.519	0.750	عنوان تفسيري
legendary	0.857	0.537	0.863	أسطوري
legibility	0.771	0.481	0.580	مقروئية
legible	0.673	0.279	0.509	مقروء
legion	0.469	0.570	0.852	فيلق
legislate	0.571	0.582	0.736	التشريع
legislation	0.531	0.418	0.808	تشريع
legislative	0.633	0.365	0.800	تشريعي
legislator	0.490	0.580	0.877	مشرع
legislature	0.540	0.435	0.698	السلطة التشريعية
legit	0.747	0.427	0.849	قانوني
legitimacy	0.823	0.420	0.855	شرعية
legitimate	0.792	0.363	0.841	شرعي
lego	0.600	0.294	0.189	العاب تركيب
legs	0.479	0.407	0.228	أرجل
legume	0.520	0.302	0.465	بقوليات
legwork	0.622	0.560	0.509	العمل الشاق
leisure	0.631	0.429	0.421	راحة
leisurely	0.806	0.250	0.367	على مهل
lemma	0.530	0.284	0.391	ليما
lemon	0.596	0.317	0.316	ليمون
lemonade	0.661	0.287	0.412	عصير الليمون
lend	0.520	0.461	0.508	أعار
lender	0.340	0.520	0.703	المقرض
lending	0.510	0.585	0.462	الإقراض
length	0.479	0.308	0.533	الطول
lengthen	0.619	0.481	0.566	يطيل
lengthened	0.448	0.530	0.474	مطول
lengthening	0.673	0.530	0.528	تطويل
lengthwise	0.571	0.470	0.528	بالطول
lengthy	0.570	0.342	0.528	طويل
leniency	0.517	0.436	0.545	التساهل
lenient	0.520	0.451	0.340	متساهل
lens	0.420	0.245	0.472	عدسة
leopard	0.542	0.755	0.611	فهد
leotard	0.510	0.429	0.391	يوتار
leper	0.075	0.589	0.206	الجذام
leprechaun	0.417	0.480	0.417	متشيطن
leprosy	0.130	0.670	0.349	جذام
lesion	0.240	0.623	0.361	آفة
less	0.265	0.240	0.115	أقل
lessee	0.417	0.474	0.595	مستأجر
lessen	0.235	0.284	0.255	يقلل
lessening	0.375	0.300	0.277	التقليل
lesser	0.396	0.167	0.211	أقل
lesson	0.704	0.577	0.593	درس
lessor	0.552	0.490	0.623	المؤجر
let	0.427	0.373	0.307	يترك
lethal	0.156	0.800	0.745	قاتلة
lethargic	0.214	0.245	0.375	كسول
lethargy	0.194	0.302	0.316	الخمول
letter	0.635	0.279	0.342	رسالة
lettered	0.542	0.361	0.482	مكتوب
letterhead	0.450	0.316	0.462	ترويسة
lettering	0.541	0.180	0.431	حروف
letters	0.663	0.327	0.364	حروف
lettuce	0.594	0.163	0.291	خَسّ
leukemia	0.094	0.572	0.351	سرطان الدم
levee	0.520	0.324	0.490	السد
level	0.622	0.277	0.491	مستوى
lever	0.400	0.343	0.402	رافعة
leverage	0.459	0.500	0.629	تأثير ايجابي
levitate	0.561	0.598	0.551	حلق في الهواء
levy	0.438	0.420	0.491	الجبايه
lewd	0.188	0.673	0.412	بذيئة
lexicon	0.561	0.463	0.615	معجم
ley	0.604	0.389	0.764	لاي
liabilities	0.429	0.608	0.694	المطلوبات
