English Word	Valence	Arousal	Dominance	Pashto Word
omit	0.330	0.265	0.451	پریښودل
omitted	0.260	0.235	0.211	پریښودل
omnibus	0.490	0.410	0.473	omnibus
omnipotence	0.667	0.793	0.866	ټول قوت
omnipotent	0.719	0.679	0.919	ټول ځواکمن
omnipresent	0.688	0.452	0.825	هر اړخیز
omniscient	0.656	0.334	0.778	پوهه
onboard	0.612	0.451	0.491	په تخته باندې
oncologist	0.260	0.654	0.640	سرطان پوه
oncology	0.204	0.424	0.500	آنکولوژي
oncoming	0.594	0.625	0.773	راتلونکی
one	0.542	0.292	0.370	یو
oneday	0.667	0.245	0.374	یوه ورځ
onedge	0.479	0.552	0.400	پر څنډه
onelove	0.816	0.577	0.541	یوه مینه
oneness	0.745	0.272	0.720	یووالی
onerous	0.500	0.480	0.462	سخت
oneself	0.660	0.337	0.483	خپل ځان
ongoing	0.674	0.484	0.556	روان
onion	0.378	0.367	0.382	پیاز
onset	0.673	0.497	0.500	پیل
onslaught	0.198	0.939	0.717	برید
onstage	0.719	0.673	0.583	په سټېج باندې
ontology	0.510	0.450	0.518	آنتولوژي
onus	0.562	0.520	0.769	مسولیت
onward	0.667	0.538	0.741	مخکې
onyx	0.571	0.461	0.380	onyx
oodles	0.490	0.374	0.446	اوډل
oomph	0.449	0.613	0.315	اوومف
ooze	0.344	0.577	0.333	اوښل
oozing	0.238	0.515	0.427	اوزېدل
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	شفافیت
opal	0.623	0.479	0.379	اوپل
opaque	0.344	0.265	0.342	مبهم
ope	0.375	0.380	0.395	خلاص
open	0.620	0.480	0.569	خلاص
opener	0.584	0.526	0.377	اوپنر
opening	0.667	0.510	0.620	پرانیستل
openly	0.603	0.388	0.553	په ښکاره توګه
openness	0.837	0.561	0.667	خلاصون
opera	0.714	0.500	0.483	اوپرا
operate	0.582	0.690	0.691	چلول
operatic	0.375	0.452	0.627	عملیاتي
operation	0.475	0.611	0.755	عملیات
operational	0.562	0.570	0.679	عملیاتي
operations	0.480	0.549	0.798	عملیات
operative	0.541	0.635	0.718	عملیاتي
operator	0.612	0.630	0.726	چلوونکی
ophthalmic	0.427	0.385	0.444	سترګې
ophthalmologist	0.552	0.389	0.491	د سترګو متخصص
opiate	0.281	0.594	0.598	اپین
opinion	0.594	0.482	0.638	نظر
opinionated	0.156	0.800	0.491	نظر
opium	0.276	0.490	0.333	اپین
opponent	0.080	0.741	0.716	مخالف
opportune	0.796	0.538	0.767	مناسب
opportunism	0.571	0.752	0.673	فرصت پالنه
opportunity	0.938	0.745	0.833	فرصت
oppose	0.431	0.800	0.473	مخالفت
opposed	0.092	0.460	0.606	مخالفت وکړ
opposing	0.188	0.660	0.518	مخالف
opposite	0.235	0.545	0.408	برعکس
opposites	0.281	0.518	0.462	مخالف
opposition	0.135	0.729	0.592	مخالفت
oppress	0.186	0.654	0.555	ظلم
oppressed	0.119	0.640	0.259	مظلوم
oppression	0.080	0.673	0.615	ظلم
oppressive	0.276	0.590	0.667	ظالم
oppressor	0.160	0.776	0.629	ظالم
ops	0.417	0.550	0.528	عملیات
opt	0.510	0.471	0.345	غوره کول
optic	0.663	0.384	0.594	نظري
optical	0.677	0.311	0.542	نظری
optics	0.562	0.286	0.580	نظري
optimism	0.949	0.565	0.814	خوشبیني
optimist	0.875	0.539	0.787	خوشبین
optimistic	0.979	0.580	0.821	خوشبینه
optimum	0.892	0.469	0.808	غوره
option	0.512	0.427	0.359	اختیار
optional	0.755	0.350	0.440	اختیاري
optionally	0.365	0.405	0.481	په اختیاري توګه
options	0.622	0.327	0.473	اختیارونه
optometrist	0.446	0.455	0.668	د سترګو ډاکټر
opulence	0.620	0.615	0.648	غنيمت
opulent	0.562	0.660	0.660	غني
opus	0.458	0.368	0.391	opus
oracle	0.552	0.531	0.670	اوریکل
oral	0.530	0.448	0.375	شفاهي
orange	0.646	0.132	0.296	نارنج
orange juice	0.719	0.343	0.445	د مالټي اوبه
orangutan	0.430	0.560	0.471	اورنګوتان
oration	0.646	0.315	0.683	وینا
orator	0.667	0.375	0.682	وینا کوونکی
oratory	0.602	0.472	0.693	ویناوال
orb	0.463	0.370	0.444	orb
orbit	0.561	0.422	0.575	مدار
orbital	0.458	0.451	0.559	مدار
orbiting	0.520	0.643	0.554	مدار
orbs	0.469	0.355	0.482	اوربس
orc	0.240	0.510	0.388	orc
orchard	0.760	0.269	0.333	باغ
orchestra	0.708	0.500	0.664	آرکسټرا
orchid	0.840	0.345	0.382	آرکید
ordained	0.735	0.409	0.731	ټاکل شوی
ordeal	0.344	0.539	0.529	امتحان
order	0.780	0.295	0.814	امر
orderly	0.844	0.240	0.661	منظم
ordinance	0.615	0.452	0.776	فرمان
ordinary	0.375	0.312	0.286	عادي
ordination	0.688	0.490	0.765	تنظیم
ordnance	0.354	0.825	0.679	توکي
ore	0.500	0.333	0.356	ایسک
oregano	0.596	0.327	0.250	اوریګانو
organ	0.510	0.469	0.538	ارګان
organic	0.719	0.343	0.535	عضوي
organism	0.457	0.559	0.800	ارګانیزم
organist	0.740	0.469	0.669	ارګانیست
organization	0.810	0.535	0.851	سازمان
organize	0.802	0.655	0.781	تنظیم کول
organized	0.816	0.337	0.746	منظم
organizer	0.604	0.577	0.846	تنظیم کوونکی
orgasm	0.844	0.863	0.676	orgasm
orgies	0.388	0.953	0.433	اورګان
orgy	0.346	0.962	0.536	ننگرهار
orient	0.667	0.422	0.667	اورینټ
oriental	0.592	0.409	0.598	مشرقي
orientation	0.667	0.454	0.686	سمت
orifice	0.448	0.355	0.443	سوراخ
origami	0.684	0.276	0.294	اوریګامي
origin	0.729	0.435	0.591	اصل
original	0.765	0.480	0.746	اصلي
originality	0.898	0.500	0.824	اصليت
originate	0.702	0.500	0.866	سرچینه
origination	0.760	0.443	0.604	پیل
originator	0.592	0.510	0.868	بنسټګر
ornament	0.561	0.373	0.441	زیور
ornamental	0.663	0.392	0.460	زينتي
ornamentation	0.663	0.471	0.472	زینت
ornamented	0.677	0.350	0.490	زیور شوی
ornate	0.812	0.356	0.500	زينت
ornery	0.361	0.520	0.509	اورنی
orphan	0.133	0.388	0.140	یتیم
orphanage	0.184	0.439	0.425	یتیم خانه
orphaned	0.062	0.430	0.228	یتیم
orthodontist	0.469	0.615	0.564	ارتوډونټیسټ
orthodox	0.388	0.471	0.647	ارتودوکس
orthodoxy	0.271	0.388	0.612	ارتودوکسي
orthogonal	0.500	0.314	0.540	اورتوګونل
orthopedic	0.406	0.346	0.473	ارتوپيدي
oscillate	0.449	0.580	0.397	oscillate
oscillating	0.469	0.548	0.402	oscillating
oscillation	0.562	0.433	0.431	oscillation
oscillatory	0.375	0.520	0.480	oscillatory
ostensible	0.542	0.549	0.585	ښکاره
ostensibly	0.473	0.529	0.509	په ښکاره ډول
ostentatious	0.479	0.794	0.648	ښکاره
ostracized	0.115	0.690	0.377	شړل شوی
ostrich	0.592	0.382	0.241	شترمرغ
other	0.472	0.230	0.259	نور
otter	0.439	0.216	0.339	اوټر
otto	0.427	0.425	0.404	otto
ottoman	0.531	0.337	0.444	عثماني
ought	0.438	0.511	0.434	باید
ounce	0.531	0.255	0.288	اونس
oust	0.296	0.716	0.444	شړل
outage	0.306	0.684	0.438	بندیدل
outback	0.500	0.324	0.430	بهر
outbid	0.594	0.622	0.540	پورته کول
outboard	0.448	0.491	0.456	بهر
outbreak	0.260	0.632	0.472	ناڅاپه پیل
outburst	0.209	0.802	0.528	غورځېدل
outcast	0.153	0.449	0.353	بهر شوی
outcome	0.615	0.472	0.685	پایله
outcry	0.271	0.773	0.718	چیغې
outdated	0.167	0.236	0.226	زوړ
outdo	0.771	0.750	0.873	بهر
outdoor	0.814	0.256	0.447	بهر
outdoors	0.781	0.444	0.453	بهر
outer	0.552	0.471	0.456	بهر
outfit	0.760	0.490	0.566	تنظیم
outgoing	0.650	0.472	0.538	بهر روان
outgrow	0.510	0.529	0.722	وده کول
outgrowth	0.771	0.620	0.688	وده
outhouse	0.281	0.519	0.255	بهر کور
outing	0.771	0.672	0.634	وتل
outlandish	0.448	0.737	0.657	بهرنی
outlast	0.620	0.786	0.685	اوږد
outlaw	0.255	0.662	0.482	غیرقانوني
outlet	0.610	0.396	0.245	دکان
outline	0.542	0.365	0.509	خاکه
outlines	0.656	0.402	0.651	بڼې
outlive	0.565	0.769	0.724	ژوندی
outlook	0.830	0.525	0.625	لید
outlying	0.460	0.562	0.503	بهر
outnumber	0.347	0.615	0.577	زیات شمیر
outpatient	0.260	0.400	0.395	بهرنی ناروغ
outpost	0.635	0.571	0.675	پوسته
outpouring	0.562	0.685	0.552	توزیع کول
output	0.604	0.389	0.434	محصول
outrage	0.060	0.689	0.542	قهر
outraged	0.156	0.696	0.538	غوسه شوی
outrageous	0.153	0.945	0.713	قهرجن
outrank	0.653	0.643	0.817	outrank
outreach	0.540	0.462	0.672	لاسرسی
outright	0.767	0.396	0.755	مستقیم
outrun	0.531	0.833	0.573	وتل
outset	0.750	0.500	0.582	پیل
outsider	0.398	0.549	0.447	بهرنی
outskirts	0.474	0.519	0.312	بهر
outsmart	0.673	0.657	0.864	هوښیار
outspoken	0.582	0.413	0.667	څرګند
outstanding	0.898	0.760	0.896	بقایا
outstretched	0.448	0.481	0.519	پراخ شوی
outward	0.449	0.439	0.365	بهر
outwards	0.440	0.472	0.400	بهر ته
outweigh	0.486	0.600	0.682	زیات وزن
outwit	0.302	0.755	0.356	بهر کول
oval	0.417	0.280	0.330	اوول
ovary	0.469	0.399	0.280	تخمدان
ovate	0.385	0.286	0.368	تخم
ovation	0.719	0.758	0.750	ستاینه
oven	0.583	0.425	0.606	تنور
overactive	0.667	0.885	0.592	ډیر فعال
overall	0.583	0.370	0.670	په ټولیز ډول
overalls	0.500	0.392	0.373	ټولیز
overbearing	0.323	0.833	0.861	زړور
overburden	0.115	0.755	0.546	ډیر بار
overcast	0.417	0.250	0.475	باد
overcharged	0.276	0.780	0.569	ډیر چارج شوی
overcoat	0.594	0.265	0.430	اوورکوټ
overcome	0.719	0.689	0.848	برلاسی
overcoming	0.842	0.765	0.855	برلاسی
overcrowded	0.292	0.520	0.491	ګڼه ګوڼه
overdo	0.156	0.864	0.602	ډیر
overdose	0.110	0.820	0.468	ډیر خوراک
overdrive	0.303	0.715	0.732	ډیر چلول
overdue	0.125	0.427	0.259	ډیر وخت
overestimate	0.367	0.796	0.444	ډیر اټکل
overestimated	0.344	0.646	0.527	ډیر اټکل شوی
overflow	0.398	0.792	0.500	ډیر جریان
overflowing	0.439	0.796	0.635	ډیریږي
overgrown	0.333	0.500	0.369	ډیر شوی
overgrowth	0.417	0.790	0.673	زیاتوالی
overhanging	0.698	0.755	0.812	ډیر ځړول
overhaul	0.500	0.651	0.491	بیا کتنه
overhead	0.344	0.700	0.538	سر
overhear	0.650	0.365	0.580	اوریدل
overheated	0.250	0.598	0.547	ډیر ګرم شوی
overjoyed	0.908	0.708	0.755	ډیر خوښ
overkill	0.379	0.861	0.678	ډیرکیل
overlaid	0.620	0.610	0.676	پوښل شوی
overlap	0.594	0.615	0.627	overlap
overlapping	0.595	0.578	0.684	overlapping
overlay	0.564	0.596	0.749	پوښل
overload	0.381	0.690	0.652	ډیر بار
overlook	0.292	0.418	0.415	سترګې پټول
overlord	0.750	0.755	0.932	واکمن
overlying	0.500	0.519	0.691	ډیروالی
overpaid	0.429	0.670	0.585	ډیر تادیه شوی
overpass	0.562	0.561	0.565	تېر
overplayed	0.224	0.798	0.586	ډیر لوبیدلی
overpower	0.448	0.859	0.783	زور
overpowering	0.392	0.779	0.589	زورور
overpriced	0.271	0.556	0.472	ډیر قیمت
overprotective	0.448	0.673	0.741	ډیر محافظتي
overrated	0.312	0.630	0.482	ډیر شوی
overreact	0.306	0.912	0.471	ډیر غبرګون
override	0.316	0.491	0.529	پورته کول
overriding	0.240	0.490	0.384	زیری
overrule	0.224	0.412	0.429	له منځه وړل
overrun	0.271	0.764	0.598	زیات شوی
oversee	0.541	0.649	0.778	څارنه
overseer	0.552	0.520	0.873	څارونکی
overshadow	0.333	0.549	0.654	سیوري
oversight	0.385	0.618	0.723	نظارت
oversized	0.552	0.540	0.679	لوی
overslept	0.408	0.315	0.300	ډیر ویده شوی
overstate	0.281	0.779	0.635	زیاتول
overstock	0.344	0.592	0.589	overstock
overt	0.708	0.326	0.607	ښکاره
overtake	0.573	0.620	0.718	تېرېدل
overtaken	0.594	0.552	0.702	تېر شو
overthemoon	0.643	0.531	0.481	سپوږمۍ
overthinker	0.430	0.606	0.552	ډیر فکر کوونکی
overthinking	0.408	0.761	0.525	له فکره وتلی
overthrow	0.260	0.868	0.620	ړنګول
overtime	0.447	0.504	0.529	پس له وخته
overtired	0.210	0.357	0.273	ستړی شوی
overture	0.490	0.402	0.491	overture
overturn	0.240	0.765	0.396	غورځول
overview	0.615	0.380	0.539	عمومي کتنه
overweight	0.052	0.500	0.389	ډیر وزن
overwhelm	0.250	0.823	0.462	ډوبول
overwhelmed	0.341	0.680	0.348	ډوب شوی
overwhelming	0.327	0.830	0.640	غالب
overworked	0.133	0.670	0.387	ډیر کار شوی
overwrought	0.156	0.900	0.571	overwrought
overzealous	0.427	0.804	0.703	ډیر په زړه پوری
owe	0.500	0.429	0.386	پور
owing	0.396	0.307	0.381	واجب الادا
owl	0.520	0.270	0.321	الو
owner	0.776	0.449	0.920	مالک
ownership	0.628	0.445	0.741	ملکیت
ox	0.417	0.396	0.412	بیل
oxidation	0.453	0.415	0.211	اکسیډیشن
oxide	0.354	0.377	0.298	اکسایډ
oxygen	0.908	0.310	0.575	اکسیجن
oxymoron	0.427	0.481	0.398	اکسیمورون
oyster	0.500	0.311	0.327	اوستر
ozone	0.560	0.345	0.518	اوزون
pace	0.510	0.380	0.390	سرعت
pacemaker	0.448	0.569	0.582	پیس میکر
pacific	0.627	0.118	0.580	ارام سمندر
pacified	0.802	0.194	0.414	ارام شوی
pacifier	0.615	0.342	0.356	آرام کونکی
pacifist	0.663	0.153	0.557	سوله غوښتونکی
pacify	0.812	0.283	0.629	ارامول
pacing	0.583	0.551	0.491	چټک کول
pack	0.510	0.347	0.475	بسته
package	0.571	0.433	0.443	بسته
packaging	0.604	0.393	0.549	بسته بندي
packer	0.520	0.480	0.537	پیکر
packet	0.582	0.385	0.407	کڅوړه
pact	0.442	0.444	0.593	تړون
pad	0.684	0.279	0.330	پیډ
padded	0.606	0.212	0.371	پیډ شوی
padding	0.561	0.398	0.423	padding
paddle	0.561	0.375	0.393	پیډل
paddle boat	0.663	0.373	0.415	پیډل کشتۍ
paddock	0.480	0.429	0.481	پیډاک
paddy	0.653	0.330	0.330	واښه
padlock	0.459	0.284	0.457	تالو
padre	0.684	0.407	0.647	padre
paean	0.552	0.547	0.471	پیان
pagan	0.292	0.578	0.542	کافر
paganism	0.240	0.640	0.411	کافريت
page	0.677	0.224	0.278	پاڼه
pageant	0.719	0.667	0.651	مسابقه
pager	0.510	0.526	0.554	پاڼه
pagination	0.459	0.333	0.400	پاڼه کول
paging	0.542	0.398	0.423	پاڼه کول
pagoda	0.571	0.259	0.435	پاګوډا
pail	0.448	0.177	0.188	کڅوړه
pain	0.012	0.765	0.395	درد
pained	0.112	0.500	0.250	درد شوی
painful	0.050	0.742	0.330	دردناک
painfully	0.156	0.720	0.407	دردناکه
painkiller	0.487	0.312	0.481	درد وژونکی
painless	0.785	0.173	0.491	بې درده
pains	0.106	0.673	0.362	دردونه
painstaking	0.396	0.335	0.386	په زړه پوری
paint	0.667	0.343	0.413	رنګ
paintball	0.615	0.745	0.537	پینټبال
paintbrush	0.714	0.226	0.353	د رنګ برش
painted	0.667	0.333	0.424	رنګ شوی
painter	0.677	0.366	0.487	انځورګر
painting	0.792	0.324	0.333	نقاشي
pair	0.552	0.317	0.304	جوړه
paisley	0.531	0.327	0.347	پیسلي
pajama	0.908	0.157	0.245	پاجاما
pajamas	0.719	0.170	0.264	پاجاما
pal	0.812	0.426	0.596	ملګری
palace	0.878	0.510	0.804	ماڼۍ
palatable	0.823	0.500	0.594	خوندور
palate	0.625	0.350	0.358	تالو
pale	0.281	0.259	0.245	رنګ
paleontology	0.438	0.308	0.617	پیالیونټولوژي
palette	0.590	0.333	0.205	تڼۍ
pall	0.277	0.387	0.394	pall
palladium	0.470	0.380	0.393	پیلډیم
pallet	0.604	0.241	0.349	تخته
palliative	0.548	0.394	0.518	درد کوونکی
palm	0.531	0.194	0.340	پام
palmer	0.480	0.269	0.413	پالمر
palomino	0.616	0.349	0.396	پالومینو
palpable	0.552	0.343	0.611	د لیدلو وړ
palpitations	0.417	0.702	0.528	زړه بدوالی
palsy	0.083	0.446	0.221	فالج
paltry	0.333	0.491	0.320	لږ
pamper	0.792	0.321	0.348	پام کول
pamphlet	0.530	0.250	0.327	کتابچه
pan	0.734	0.182	0.364	پین
panacea	0.420	0.427	0.613	درملنه
panache	0.510	0.363	0.306	پانچه
pancake	0.802	0.274	0.364	پینکیک
pancakes	0.844	0.373	0.402	پینکیکونه
pancreas	0.469	0.302	0.366	پانقراص
panda	0.646	0.194	0.406	پانډا
pandemic	0.160	0.790	0.544	پراخه وبا
pandemonium	0.229	0.885	0.500	پنډمونیم
pane	0.385	0.250	0.444	تخته
panel	0.469	0.321	0.425	پینل
pang	0.146	0.595	0.455	درد
panhandle	0.441	0.431	0.414	پین هینډل
panic	0.062	0.938	0.400	ورخطايي
panicattack	0.255	0.724	0.386	panicatack
panicked	0.100	0.949	0.260	ډار شوی
panicking	0.094	0.882	0.333	ډارېدل
panicky	0.284	0.962	0.393	ډارونکی
panier	0.500	0.392	0.380	پنیر
panorama	0.719	0.402	0.625	پینوراما
panoramic	0.542	0.462	0.684	Panoramic
pansy	0.653	0.283	0.589	pansy
pant	0.448	0.463	0.409	پتلون
pantheon	0.144	0.410	0.610	پینتیون
panther	0.303	0.594	0.682	پینتر
panties	0.594	0.529	0.312	پتلون
pantomime	0.552	0.481	0.385	pantomime
pantry	0.622	0.294	0.312	پخلنځي
pants	0.673	0.320	0.333	پتلون
panty	0.451	0.557	0.303	پینټ
pantyhose	0.570	0.539	0.250	pantyhose
pap	0.438	0.403	0.302	پاپ
papa	0.656	0.340	0.527	پلار
papacy	0.481	0.263	0.553	papacy
papal	0.493	0.304	0.559	پوپل
papaya	0.630	0.306	0.300	پاپایا
paper	0.520	0.123	0.293	کاغذ
paperback	0.633	0.269	0.314	کتابچه
paperboy	0.521	0.490	0.471	کاغذي هلک
paperweight	0.421	0.278	0.433	د کاغذ وزن
paperwork	0.448	0.355	0.422	کاغذ
paprika	0.417	0.250	0.264	پاپریکا
papyrus	0.459	0.240	0.324	papyrus
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	تمثیل
parabola	0.542	0.413	0.620	پارابولا
parabolic	0.459	0.509	0.500	پارابولیک
parachute	0.562	0.787	0.564	پاراشوټ
parade	0.792	0.685	0.509	پریډ
paradigm	0.573	0.429	0.779	تمثیل
paradise	0.875	0.540	0.796	جنت
paradox	0.417	0.442	0.482	پاراډکس
paradoxical	0.406	0.547	0.433	متضاد
paraffin	0.426	0.291	0.343	پارافین
paragon	0.490	0.431	0.473	پیراګون
paragraph	0.510	0.164	0.269	پراګراف
parakeet	0.576	0.387	0.227	پارکیټ
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	parallax
parallel	0.568	0.284	0.465	موازي
parallelism	0.549	0.363	0.527	موازي
paralysis	0.156	0.500	0.305	فلج
paralyze	0.188	0.367	0.471	فلج
paramedic	0.673	0.464	0.636	پیرامیډیک
paramedics	0.479	0.594	0.712	پیرامیډکس
paramilitary	0.154	0.804	0.727	نیمه پوځي
paramount	0.771	0.615	0.902	مهم
paranoia	0.146	0.841	0.407	پارونیا
paranoid	0.122	0.918	0.364	متفکر
paranormal	0.167	0.814	0.560	غیر معمولي
parapet	0.450	0.356	0.279	پارپیټ
paraphernalia	0.443	0.726	0.509	سامان
paraphrase	0.500	0.375	0.444	تمثیل
paraplegic	0.188	0.441	0.321	ناروغه
parasite	0.092	0.442	0.324	پرازیت
parasitic	0.037	0.600	0.364	پرازيتي
parasol	0.604	0.255	0.304	پارسول
parcel	0.660	0.324	0.411	پارسل
parcels	0.551	0.445	0.418	پارسلونه
parched	0.250	0.235	0.255	سوړ
parchment	0.615	0.228	0.455	پارچمنټ
pardon	0.552	0.413	0.542	بخښنه
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parenchyma
parent	0.812	0.357	0.860	مور او پلار
parentage	0.903	0.382	0.595	والدین
parental	0.760	0.430	0.627	والدین
parenthesis	0.510	0.255	0.380	قوس
parenthetical	0.490	0.327	0.391	قوس
parenthood	0.750	0.630	0.782	پلارتوب
parenting	0.812	0.520	0.676	والدین
pariah	0.397	0.478	0.293	پاریا
parietal	0.481	0.333	0.491	پاریټال
paring	0.429	0.441	0.324	پارینګ
parish	0.698	0.354	0.582	پاریش
parity	0.582	0.406	0.407	برابري
park	0.816	0.343	0.414	پارک
parka	0.469	0.481	0.395	پارک
parking	0.777	0.469	0.510	پارکینګ
parkinsons	0.104	0.570	0.373	پارکینسون
parlance	0.510	0.350	0.462	تمثیل
parlay	0.469	0.611	0.483	پارلي
parliament	0.573	0.540	0.858	پارلمان
parliamentary	0.490	0.554	0.755	پارلماني
parlor	0.500	0.327	0.366	پارلر
parmesan	0.698	0.321	0.382	parmesan
parody	0.561	0.651	0.375	تمثیل
parole	0.388	0.620	0.526	پیرول
parquet	0.541	0.240	0.422	پارکېټ
parrot	0.588	0.333	0.292	طوطا
parry	0.510	0.404	0.436	پیري
parse	0.469	0.456	0.667	تجزیه کول
parsimonious	0.417	0.312	0.446	تمثیل
parsimony	0.449	0.280	0.403	parsimony
parsley	0.458	0.170	0.291	اجماع
parson	0.583	0.250	0.615	پارسن
part	0.663	0.278	0.360	برخه
partake	0.755	0.656	0.629	برخه اخیستل
partial	0.429	0.324	0.348	جزوی
partiality	0.375	0.380	0.490	تعصب
partially	0.418	0.368	0.396	په جزوي توګه
participant	0.712	0.598	0.613	ګډون کوونکی
participate	0.755	0.580	0.684	ګډون کول
participation	0.781	0.700	0.702	ګډون
particle	0.521	0.265	0.438	ذره
particular	0.562	0.402	0.552	ځانګړی
particularity	0.670	0.434	0.586	ځانګړتیا
particulars	0.604	0.348	0.525	جزئیات
parting	0.260	0.542	0.353	جلا کول
partisan	0.615	0.549	0.669	متعصب
partisanship	0.438	0.566	0.551	ګونديتوب
partition	0.615	0.469	0.567	تقسیم
partly	0.415	0.410	0.396	برخه
partner	0.673	0.302	0.586	ملګری
partnership	0.786	0.387	0.545	شراکت
partridge	0.583	0.415	0.250	تیتر
parts	0.459	0.327	0.392	برخې
party	0.948	0.840	0.547	ګوند
pas	0.490	0.344	0.262	پاس
pass	0.510	0.324	0.362	پاس
passable	0.688	0.337	0.633	د تېرېدو وړ
passage	0.429	0.314	0.370	تېرېدل
passageway	0.490	0.389	0.400	د تېرېدو لاره
passe	0.531	0.357	0.426	تېرېدل
