English Word	Valence	Arousal	Dominance	Belarusian Word
happen	0.677	0.670	0.551	здарыцца
happening	0.646	0.529	0.555	адбываецца
happier	0.990	0.760	0.806	шчаслівей
happiest	0.990	0.716	0.746	самы шчаслівы
happily	1.000	0.690	0.674	шчасліва
happiness	0.960	0.732	0.850	шчасце
happy	1.000	0.735	0.772	шчаслівы
happydance	0.857	0.760	0.582	шчаслівы танец
happyday	0.929	0.650	0.663	шчаслівы дзень
happyheart	0.949	0.575	0.605	шчаслівае сэрца
happyholidays	0.927	0.740	0.637	шчаслівых святаў
happynewyear	0.969	0.815	0.559	з Новым годам
happyplace	0.938	0.589	0.645	шчаслівае месца
happytweet	0.847	0.588	0.437	шчаслівы твіт
happyvalentinesday	0.929	0.784	0.509	з днём святога валянціна
harass	0.160	0.775	0.620	пераследваць
harassing	0.120	0.873	0.446	дамагацца
harassment	0.083	0.896	0.420	дамаганні
harbinger	0.490	0.389	0.692	прадвеснік
harbor	0.594	0.356	0.634	гавань
hard	0.302	0.708	0.616	цяжка
hardball	0.542	0.667	0.452	жорсткі мяч
hardcore	0.250	0.721	0.585	хардкор
harden	0.276	0.598	0.677	загартоўвацца
hardened	0.406	0.618	0.764	загартаваны
hardening	0.388	0.673	0.741	гартаванне
hardheaded	0.156	0.699	0.571	цяжка на чале
hardness	0.417	0.580	0.745	цвёрдасць
hardship	0.094	0.775	0.482	цяжкасці
hardware	0.594	0.289	0.686	абсталяванне
hardwood	0.417	0.363	0.518	лісцяных парод
hardworking	0.719	0.583	0.792	цяжка працаваць
hardy	0.571	0.569	0.810	марозаўстойлівыя
hare	0.620	0.410	0.345	заяц
harebrained	0.296	0.551	0.436	неразумны
harem	0.521	0.578	0.582	гарэм
hark	0.571	0.500	0.398	слухаць
harlot	0.198	0.798	0.330	распусніца
harm	0.073	0.679	0.423	шкоду
harmful	0.094	0.750	0.291	шкодны
harmless	0.625	0.226	0.241	бясшкодны
harmonica	0.847	0.235	0.510	гармонік
harmonics	0.865	0.400	0.575	гармонікі
harmonious	0.938	0.391	0.719	гарманічны
harmoniously	0.969	0.265	0.647	гарманічна
harmonize	0.939	0.461	0.609	гарманізаваць
harmony	0.949	0.230	0.509	гармонія
harness	0.570	0.549	0.508	вупраж
harp	0.618	0.310	0.356	арфа
harper	0.417	0.454	0.435	арпер
harpoon	0.490	0.700	0.557	гарпун
harpsichord	0.541	0.490	0.438	клавесін
harrowing	0.209	0.810	0.474	баранаванне
harry	0.520	0.409	0.390	Гары
harsh	0.250	0.650	0.623	жорсткі
harshness	0.323	0.600	0.779	жорсткасць
hart	0.643	0.389	0.447	харт
harvest	0.781	0.353	0.548	ўраджай
hash	0.344	0.453	0.355	хэш
hashish	0.370	0.570	0.358	гашыш
hassle	0.177	0.740	0.489	клопатаў
haste	0.378	0.745	0.500	паспешлівасць
hasten	0.571	0.750	0.618	спяшацца
hastily	0.271	0.609	0.609	паспешліва
hasty	0.188	0.885	0.424	паспешлівы
hat	0.604	0.183	0.353	капялюш
hatch	0.479	0.653	0.402	люк
hatchet	0.333	0.608	0.500	сякерка
hate	0.031	0.802	0.430	нянавісць
hateeee	0.219	0.606	0.368	нянавісць
hateeveryone	0.041	0.840	0.429	ненавідзець усіх
hateful	0.071	0.819	0.430	ненавісны
hater	0.052	0.702	0.422	ненавіснік
hateyou	0.125	0.735	0.464	ненавіджу цябе
hating	0.083	0.820	0.434	ненавідзячы
hatred	0.037	0.847	0.424	нянавісць
haughty	0.240	0.708	0.588	пыхлівы
haul	0.551	0.564	0.453	цягаць
haulage	0.561	0.510	0.650	перавозкі
haunt	0.288	0.676	0.576	пераследваць
haunted	0.264	0.731	0.520	пераследваў
have	0.757	0.389	0.593	мець
haven	0.684	0.265	0.547	прытулак
havoc	0.163	0.769	0.535	хаос
haw	0.406	0.426	0.431	гаў
hawk	0.583	0.530	0.631	ястраб
hawking	0.521	0.509	0.491	разнос
hay	0.469	0.212	0.343	сена
haye	0.615	0.451	0.336	сена
hayride	0.561	0.521	0.464	сенажаць
haystack	0.552	0.292	0.331	стог сена
haywire	0.358	0.545	0.430	недарэчны
hazard	0.112	0.884	0.757	небяспека
hazardous	0.061	0.750	0.670	небяспечныя
haze	0.427	0.327	0.217	дымка
hazmat	0.398	0.479	0.519	небяспека
hazy	0.450	0.433	0.230	туманны
head	0.530	0.472	0.558	кіраўнік
headache	0.168	0.755	0.273	галаўны боль
headaches	0.104	0.720	0.259	галаўныя болі
headband	0.670	0.469	0.527	павязка на галаву
headdress	0.594	0.408	0.443	галаўны ўбор
header	0.560	0.398	0.740	загаловак
headgear	0.542	0.442	0.571	галаўны ўбор
heading	0.551	0.292	0.642	загаловак
headland	0.574	0.551	0.430	мыс
headless	0.136	0.582	0.235	безгаловы
headlight	0.592	0.343	0.393	фара
headline	0.630	0.241	0.685	загаловак
headliner	0.500	0.490	0.625	хэдлайнер
headlock	0.448	0.538	0.560	галаваломка
headlong	0.354	0.548	0.409	галавой
headmaster	0.604	0.564	0.865	завуч
headphones	0.600	0.357	0.336	навушнікі
headquarter	0.615	0.269	0.525	штаб
headquarters	0.615	0.271	0.525	штаб
headset	0.602	0.340	0.302	гарнітура
headstone	0.240	0.378	0.349	надмагілле
headstrong	0.310	0.714	0.500	наравісты
headway	0.823	0.464	0.745	прагрэс
heady	0.448	0.806	0.565	п'янлівы
heal	0.765	0.245	0.556	вылечыць
healer	0.863	0.378	0.741	лекар
healing	0.750	0.452	0.585	вылячэнне
health	0.935	0.427	0.551	здароўя
healthcare	0.780	0.392	0.630	ахова здароўя
healthful	0.930	0.315	0.769	здаровы
healthy	0.938	0.319	0.818	здаровы
heap	0.582	0.510	0.474	куча
hear	0.760	0.429	0.444	пачуць
hearer	0.656	0.281	0.415	слухач
hearing	0.669	0.490	0.595	слых
hearsay	0.288	0.623	0.333	чуткі
hearse	0.177	0.490	0.324	катафалк
heart	0.827	0.500	0.693	сэрца
heart disease	0.250	0.750	0.386	хвароба сэрца
heartache	0.088	0.750	0.291	душэўны боль
heartattack	0.156	0.839	0.455	сардэчны прыступ
heartbeat	0.750	0.698	0.585	сэрцабіцце
heartbreak	0.208	0.610	0.245	разбітае сэрца
heartbreaker	0.265	0.685	0.580	сэрцаедка
heartbreaking	0.146	0.811	0.423	душэўны
heartbroken	0.082	0.551	0.235	з разбітым сэрцам
heartburn	0.143	0.613	0.398	пякотка
hearted	0.823	0.410	0.805	сардэчны
heartfelt	0.904	0.440	0.540	сардэчны
hearth	0.760	0.275	0.536	ачаг
heartily	0.927	0.531	0.664	сардэчна
heartland	0.812	0.510	0.675	сэрца
heartless	0.071	0.652	0.400	бессардэчны
hearts	0.948	0.592	0.634	сэрцайкі
heartsick	0.240	0.388	0.208	душэўны
heartworm	0.333	0.550	0.430	сардэчнік
hearty	0.760	0.684	0.792	сардэчны
heat	0.534	0.612	0.433	цяпло
heated	0.479	0.497	0.542	падагрэў
heater	0.500	0.573	0.538	абагравальнік
heath	0.802	0.387	0.546	верас
heathen	0.194	0.529	0.491	язычнік
heather	0.500	0.352	0.407	верас
heating	0.647	0.491	0.537	ацяпленне
heave	0.716	0.588	0.664	падняць
heaven	0.896	0.385	0.600	нябёсы
heavenly	0.844	0.452	0.712	нябесны
heavens	0.806	0.273	0.683	нябёсы
heavily	0.542	0.679	0.814	моцна
heaviness	0.219	0.549	0.318	цяжар
heaving	0.201	0.843	0.491	ўздым
heavy	0.250	0.454	0.600	цяжкі
heavy metal	0.417	0.755	0.621	цяжкі метал
heavyweight	0.429	0.578	0.713	цяжкавагавік
heck	0.240	0.728	0.560	чорт вазьмі
hectares	0.570	0.250	0.471	гектараў
hectic	0.167	0.811	0.438	мітуслівы
hedge	0.604	0.602	0.569	жывая загарадзь
hedgehog	0.458	0.491	0.377	вожык
hedonism	0.510	0.500	0.608	геданізм
hee	0.430	0.433	0.312	хі
heed	0.750	0.490	0.569	прыслухацца
heel	0.480	0.350	0.385	абцас
heels	0.500	0.439	0.396	абцасы
heft	0.503	0.340	0.530	цяжар
hefty	0.550	0.654	0.745	здаравенны
hegemonic	0.462	0.519	0.558	гегемонскі
heheh	0.625	0.510	0.278	хе-хе
heifer	0.439	0.443	0.321	цялушка
height	0.677	0.608	0.648	вышыня
heighten	0.755	0.622	0.765	павысіць
heightened	0.592	0.529	0.788	павышаны
heinous	0.133	0.792	0.471	гнюсны
heir	0.840	0.654	0.764	спадчыннік
heiress	0.827	0.571	0.676	спадчынніца
heirloom	0.684	0.375	0.745	рэліквія
heirs	0.796	0.519	0.698	спадчыннікі
heist	0.184	0.850	0.645	рабаванне
helical	0.379	0.429	0.468	вінтападобныя
helicopter	0.714	0.806	0.617	верталёт
helipad	0.780	0.637	0.573	верталётная пляцоўка
heliport	0.594	0.604	0.527	верталётная пляцоўка
helium	0.490	0.316	0.304	гелій
helix	0.521	0.462	0.509	спіраль
hell	0.020	0.918	0.565	пекла
hellfire	0.143	0.890	0.618	пякельны агонь
hellhole	0.200	0.615	0.421	пякельная яма
hellish	0.125	0.860	0.545	пякельны
helm	0.511	0.450	0.615	стырно
helmet	0.573	0.327	0.402	шлем
helmsman	0.490	0.441	0.647	рулявы
help	0.673	0.471	0.460	дапамагчы
helper	0.704	0.438	0.567	памочнік
helpful	0.816	0.337	0.705	карысна
helpless	0.104	0.420	0.214	бездапаможны
helplessness	0.087	0.480	0.250	бездапаможнасць
hem	0.562	0.283	0.291	падол
hematite	0.448	0.389	0.342	гематыт
hematoma	0.146	0.600	0.398	гематома
hemi	0.510	0.363	0.342	гемі
hemisphere	0.531	0.367	0.598	паўшар'я
hemispheric	0.562	0.449	0.603	паўшар'я
hemlock	0.438	0.350	0.434	балігалоў
hemoglobin	0.469	0.481	0.418	гемаглабін
hemorrhage	0.031	0.849	0.426	кровазліццё
hemorrhoids	0.133	0.702	0.304	гемарой
hemostat	0.388	0.442	0.464	кровоостанаўліваюшчае
hemp	0.469	0.439	0.422	каноплі
hen	0.385	0.276	0.241	курыца
henceforth	0.527	0.404	0.466	з гэтага часу
henhouse	0.500	0.577	0.414	куратнік
hepatitis	0.055	0.596	0.358	гепатыт
herald	0.643	0.382	0.500	веснік
heraldry	0.550	0.520	0.607	геральдыка
herb	0.643	0.418	0.353	трава
herbaceous	0.560	0.220	0.310	травяністыя
herbal	0.592	0.255	0.390	раслінны
herbarium	0.602	0.188	0.327	гербарый
herbs	0.620	0.299	0.308	травы
herd	0.592	0.500	0.474	статак
hereditary	0.531	0.600	0.737	спадчынны
heredity	0.704	0.445	0.818	спадчыннасць
heresy	0.265	0.765	0.443	ерась
heretic	0.090	0.710	0.447	ерэтык
heretical	0.229	0.630	0.487	ерэтычны
heretofore	0.479	0.388	0.385	раней
hereunto	0.500	0.225	0.333	да гэтага
herewith	0.450	0.360	0.415	пры гэтым
heritage	0.842	0.512	0.815	спадчына
hermaphrodite	0.480	0.684	0.481	гермафрадыт
hermeneutics	0.406	0.577	0.562	герменеўтыка
hermit	0.271	0.337	0.351	пустэльнік
hernia	0.146	0.486	0.223	кіла
hero	0.940	0.806	0.881	герой
heroic	0.890	0.770	0.912	гераічны
heroics	0.865	0.673	0.894	героіка
heroin	0.276	0.843	0.655	гераін
heroine	0.729	0.755	0.833	гераіня
heroism	0.844	0.802	0.898	гераізм
herpes	0.110	0.600	0.309	герпес
herpesvirus	0.219	0.558	0.435	вірус герпесу
herring	0.531	0.387	0.422	селядзец
hertz	0.396	0.417	0.506	герц
hesitant	0.333	0.542	0.321	вагаючыся
hesitate	0.459	0.548	0.232	вагацца
hesitating	0.265	0.528	0.240	вагаючыся
hesitation	0.286	0.396	0.217	ваганні
hetero	0.589	0.405	0.435	гетэра
heterogeneity	0.439	0.450	0.556	неаднастайнасць
hew	0.417	0.470	0.377	рубіць
hex	0.410	0.510	0.363	шасціграннік
hexagon	0.542	0.226	0.425	шасцікутнік
heyday	0.646	0.680	0.673	росквіту
hiatus	0.479	0.294	0.352	перапынак
hibernate	0.500	0.317	0.431	зімаваць
hibernation	0.469	0.245	0.384	спячка
hiccup	0.271	0.549	0.240	ікаўка
hick	0.357	0.442	0.314	хік
hickey	0.448	0.529	0.345	хікі
hickory	0.520	0.490	0.415	гікоры
hidden	0.208	0.430	0.327	схаваны
hide	0.438	0.510	0.218	схаваць
hideaway	0.448	0.481	0.360	хованка
hideous	0.091	0.750	0.328	агідны
hideout	0.337	0.443	0.302	хованка
hiding	0.250	0.567	0.364	хаваючыся
hierarchical	0.521	0.620	0.939	іерархічны
hierarchy	0.583	0.722	0.902	іерархія
hieroglyphics	0.479	0.325	0.509	іерогліфы
high	0.684	0.510	0.614	высокая
high heels	0.646	0.528	0.429	высокія абцасы
highball	0.656	0.520	0.481	хайбол
higher	0.866	0.528	0.713	вышэй
highest	0.771	0.640	0.710	самы высокі
highland	0.615	0.481	0.611	высакагор'е
highlands	0.735	0.431	0.596	высакагор'е
highlight	0.844	0.637	0.882	вылучыць
highness	0.740	0.670	0.931	высокасць
hight	0.667	0.637	0.645	вышыня
hightail	0.448	0.480	0.481	высокі хвост
highway	0.640	0.583	0.425	шашы
hijack	0.042	0.908	0.594	згон
hijacker	0.104	0.953	0.683	згоншчык
hike	0.615	0.442	0.538	паход
hiker	0.694	0.802	0.644	турыст
hiking	0.820	0.843	0.670	паходы
hiking boot	0.657	0.353	0.446	паходны чаравік
hilarious	0.750	0.640	0.537	вясёлы
hilarity	0.745	0.480	0.575	весялосьць
hill	0.615	0.353	0.518	пагорак
hillside	0.625	0.292	0.458	схіл пагорка
hilltop	0.688	0.643	0.787	вяршыня пагорка
hilly	0.643	0.479	0.603	узгорысты
hilt	0.396	0.650	0.537	рукаяць
hind	0.483	0.644	0.337	задні
hinder	0.276	0.537	0.470	перашкаджаць
hindering	0.260	0.654	0.435	перашкаджаючы
hindrance	0.135	0.545	0.473	перашкода
hindsight	0.333	0.431	0.532	заднім лікам
hinge	0.458	0.292	0.417	шарнір
hint	0.602	0.330	0.517	падказка
hinterland	0.530	0.520	0.457	глыбінка
hip	0.448	0.415	0.345	сцягно
hip hop	0.740	0.714	0.484	хіп-хоп
hippie	0.551	0.400	0.396	хіпі
hippo	0.490	0.404	0.477	бегемот
hippopotamus	0.541	0.472	0.615	бегемот
hire	0.688	0.558	0.556	наняць
hirsute	0.385	0.483	0.373	волосатые
hiss	0.388	0.480	0.370	шыпець
hissing	0.500	0.454	0.400	шыпячыя
histology	0.490	0.320	0.560	гісталогія
historian	0.688	0.270	0.637	гісторык
historic	0.816	0.473	0.784	гістарычны
historical	0.653	0.357	0.833	гістарычны
historiography	0.562	0.415	0.634	гістарыяграфія
history	0.729	0.382	0.754	гісторыі
hit	0.235	0.931	0.679	ўдар
hitch	0.512	0.480	0.554	счэпка
hitchhike	0.396	0.622	0.385	аўтаспынам
hitchhiker	0.594	0.626	0.603	аўтастопшчык
hitherto	0.448	0.356	0.463	да гэтага часу
hitter	0.418	0.683	0.713	нападаючы
hive	0.471	0.452	0.544	вулей
hives	0.417	0.473	0.591	вуллі
hoard	0.506	0.412	0.518	скарбонка
hoarse	0.281	0.402	0.315	хрыплы
hoary	0.469	0.298	0.424	сівы
hoax	0.146	0.696	0.303	падман
hob	0.633	0.363	0.415	варачная панэль
hobbit	0.479	0.489	0.472	хобіт
hobby	0.827	0.560	0.471	хобі
hobo	0.323	0.443	0.282	валацуга
hock	0.513	0.452	0.412	скакацельнага сустава
hockey	0.565	0.786	0.548	хакей
hoe	0.302	0.480	0.418	матыка
hog	0.317	0.509	0.271	свіння
hogwash	0.420	0.490	0.361	фігня
hohoho	0.677	0.433	0.330	хохохо
hoist	0.521	0.520	0.458	пад'ёмнік
hokey	0.604	0.667	0.430	хакей
hold	0.448	0.290	0.364	трымаць
holder	0.592	0.330	0.713	трымальнік
holding	0.600	0.385	0.670	правядзенне
holdup	0.398	0.471	0.398	захоп
hole	0.531	0.310	0.330	адтуліну
holiday	0.948	0.431	0.593	свята
holidays	0.939	0.521	0.512	святы
holidayseason	0.875	0.566	0.518	курортны сезон
holiness	0.860	0.264	0.742	святасць
holistic	0.670	0.348	0.547	цэласны
holler	0.276	0.825	0.406	крычаць
hollow	0.300	0.337	0.222	полая
holly	0.510	0.250	0.443	падуб
holocaust	0.062	0.918	0.618	халакост
hologram	0.615	0.461	0.575	галаграма
holographic	0.510	0.471	0.555	галаграфічны
holster	0.561	0.255	0.339	кабура
holy	0.812	0.112	0.690	святы
holyspirit	0.740	0.480	0.526	Святы Дух
homage	0.833	0.560	0.737	пашана
hombre	0.656	0.472	0.696	мужчына
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	дадому
homeboy	0.602	0.255	0.436	хатні хлопец
homecoming	0.760	0.413	0.472	вяртанне дадому
homeland	0.663	0.439	0.868	радзіма
homeless	0.042	0.450	0.188	бяздомныя
homely	0.745	0.157	0.399	хатні
homemade	0.869	0.340	0.398	самаробны
homeopathic	0.417	0.268	0.400	гомеапатычны
homeopathy	0.469	0.284	0.439	гамеапатыя
homeowner	0.635	0.397	0.962	домаўладальнік
