English Word	Valence	Arousal	Dominance	Urdu Word
incensed	0.338	0.643	0.392	ناراض
incentive	0.812	0.618	0.718	ترغیب
inception	0.604	0.425	0.561	آغاز
incessant	0.438	0.760	0.544	لگاتار
incessantly	0.417	0.765	0.606	لگاتار
incest	0.073	0.853	0.491	بے حیائی
incestuous	0.188	0.736	0.442	بے حیائی کرنے والا
inch	0.481	0.327	0.300	انچ
incidence	0.417	0.527	0.429	واقعہ
incident	0.084	0.662	0.482	واقعہ
incidental	0.281	0.610	0.404	اتفاقی
incidentally	0.479	0.500	0.500	اتفاق سے
incineration	0.229	0.787	0.470	جلانے
incinerator	0.250	0.643	0.591	جلانے والا
incipient	0.442	0.382	0.430	ابتدائی
incision	0.240	0.663	0.558	چیرا
incisive	0.380	0.602	0.545	incisive
incite	0.449	0.736	0.642	اکسانا
incitement	0.302	0.943	0.598	اکسانا
inclement	0.260	0.676	0.616	خرابی
inclination	0.378	0.490	0.538	جھکاؤ
incline	0.490	0.423	0.345	مائل
inclined	0.469	0.347	0.402	مائل
include	0.729	0.449	0.702	شامل
included	0.760	0.402	0.570	شامل
including	0.700	0.378	0.518	بشمول
inclusion	0.774	0.404	0.712	شمولیت
inclusive	0.604	0.420	0.564	شامل
incognito	0.610	0.490	0.446	پوشیدگی
incoherent	0.122	0.612	0.250	متضاد
income	0.750	0.510	0.728	آمدنی
incoming	0.660	0.509	0.596	آنے والا
incomparable	0.625	0.577	0.670	لاجواب
incompatible	0.196	0.500	0.310	غیر مطابقت پذیر
incompetence	0.077	0.551	0.208	نااہلی
incompetent	0.133	0.566	0.239	نااہل
incomplete	0.153	0.370	0.205	نامکمل
incompletely	0.344	0.442	0.232	نامکمل طور پر
incompleteness	0.271	0.451	0.234	نامکملیت
incomprehensible	0.250	0.550	0.344	ناقابل فہم
inconceivable	0.198	0.552	0.561	ناقابل فہم
inconclusive	0.153	0.442	0.340	غیر نتیجہ خیز
incongruous	0.177	0.504	0.343	متضاد
inconsequential	0.250	0.480	0.345	غیر ضروری
inconsiderate	0.224	0.519	0.423	لاپرواہ
inconsistency	0.125	0.480	0.314	عدم مطابقت
inconsistent	0.271	0.431	0.295	متضاد
inconspicuous	0.604	0.214	0.368	غیر واضح
incontinence	0.150	0.598	0.272	بے ضابطگی
inconvenience	0.063	0.667	0.291	تکلیف
inconvenient	0.224	0.610	0.375	تکلیف دہ
incorporate	0.745	0.612	0.571	شامل کرنا
incorporation	0.573	0.404	0.768	شامل کرنا
incorrect	0.140	0.569	0.255	غلط
incorrigible	0.130	0.667	0.500	ناقابل اصلاح
increase	0.810	0.657	0.886	اضافہ
increased	0.684	0.660	0.773	اضافہ ہوا
incredible	0.857	0.796	0.902	ناقابل یقین
incredulous	0.286	0.510	0.269	ناقابل یقین
increment	0.684	0.637	0.750	اضافہ
incriminate	0.188	0.810	0.416	الزام لگانا
incriminating	0.133	0.788	0.500	مجرمانہ
incrimination	0.152	0.865	0.545	الزام
incubation	0.461	0.490	0.397	انکیوبیشن
incubator	0.510	0.435	0.405	انکیوبیٹر
incubus	0.458	0.529	0.482	انکیوبس
incumbent	0.396	0.540	0.565	ذمہ دار
incur	0.312	0.667	0.495	اٹھانا
incurable	0.104	0.667	0.255	لاعلاج
incursion	0.552	0.830	0.719	دراندازی
indebted	0.138	0.698	0.275	مقروض
indecency	0.135	0.670	0.491	بے حیائی
indecent	0.083	0.683	0.240	بے حیائی
indecision	0.184	0.480	0.196	فیصلہ نہ کرنا
indecisive	0.271	0.420	0.190	غیر فیصلہ کن
indefensible	0.173	0.647	0.484	ناقابلِ دفاع
indefinite	0.448	0.292	0.296	غیر معینہ
indelible	0.490	0.337	0.591	انمٹ
indemnification	0.521	0.490	0.770	معاوضہ
indemnify	0.449	0.548	0.613	معاوضہ دینا
indemnity	0.470	0.607	0.692	معاوضہ
indent	0.479	0.346	0.379	حاشیہ
indentation	0.374	0.500	0.349	انڈینٹیشن
indenture	0.434	0.382	0.636	معاہدہ
independence	0.896	0.663	0.911	آزادی
independent	0.885	0.440	0.872	آزاد
indescribable	0.448	0.529	0.648	ناقابل بیان
indestructible	0.772	0.731	0.853	ناقابل تقسیم
indeterminate	0.360	0.402	0.322	غیر متعین
index	0.448	0.268	0.342	انڈیکس
indicate	0.594	0.350	0.676	اشارہ کریں
indicating	0.745	0.339	0.555	اشارہ کرنا
indication	0.719	0.432	0.750	اشارہ
indicative	0.510	0.510	0.591	اشارے
indicator	0.573	0.451	0.670	اشارے
indice	0.469	0.377	0.541	اشاریہ
indict	0.188	0.731	0.458	فرد جرم
indictment	0.245	0.745	0.577	فرد جرم
indie	0.479	0.368	0.430	انڈی
indifference	0.265	0.417	0.299	بے حسی
indifferent	0.396	0.157	0.250	لاتعلق
indigenous	0.500	0.509	0.552	سودیشی
indigent	0.156	0.481	0.223	نادار
indigestion	0.204	0.610	0.182	بدہضمی
indignant	0.260	0.600	0.423	ناراض
indignation	0.173	0.778	0.431	غصہ
indignity	0.167	0.500	0.306	بے عزتی
indigo	0.514	0.365	0.473	انڈگو
indirect	0.385	0.402	0.330	بالواسطہ
indiscreet	0.177	0.587	0.342	غیر جانبدار
indiscretion	0.265	0.637	0.390	بے راہ روی
indispensable	0.710	0.449	0.802	ناگزیر
indisposed	0.122	0.519	0.206	ناکارہ
indistinct	0.255	0.340	0.360	غیر واضح
indistinguishable	0.346	0.458	0.548	ناقابل شناخت
individual	0.627	0.327	0.533	انفرادی
individuality	0.612	0.469	0.527	انفرادیت
indivisible	0.646	0.398	0.580	ناقابل تقسیم
indoctrination	0.327	0.657	0.698	indoctrination
indolent	0.177	0.381	0.259	بے بس
indomitable	0.458	0.800	0.830	ناقابل تسخیر
indoor	0.615	0.245	0.347	گھر کے اندر
induce	0.257	0.606	0.684	دلانا
induced	0.397	0.471	0.491	حوصلہ افزائی
inducement	0.647	0.765	0.685	حوصلہ افزائی
induction	0.392	0.593	0.627	شامل کرنا
indulge	0.833	0.716	0.669	ملوث
indulgence	0.479	0.490	0.517	لذت
indulgent	0.560	0.481	0.529	دل لگی
industrial	0.469	0.600	0.875	صنعتی
industrialist	0.562	0.633	0.843	صنعتکار
industrious	0.720	0.537	0.791	محنتی
industry	0.650	0.447	0.836	صنعت
ineffable	0.551	0.577	0.585	ناقابل بیان
ineffective	0.093	0.422	0.094	غیر موثر
ineffectual	0.163	0.412	0.200	غیر موثر
inefficiency	0.092	0.466	0.181	نااہلی
inefficient	0.190	0.460	0.173	ناکارہ
inelastic	0.396	0.426	0.385	غیر لچکدار
ineligible	0.143	0.377	0.457	نااہل
inept	0.156	0.418	0.209	نااہل
ineptitude	0.177	0.471	0.250	نااہلی
inequality	0.122	0.575	0.259	عدم مساوات
inequitable	0.281	0.519	0.373	غیر منصفانہ
inert	0.323	0.180	0.319	غیر فعال
inertia	0.344	0.288	0.322	جڑتا
inevitable	0.316	0.419	0.623	ناگزیر
inexact	0.153	0.459	0.170	غیر درست
inexcusable	0.271	0.582	0.546	ناقابل معافی
inexhaustible	0.602	0.541	0.643	ناقابل تسخیر
inexpensive	0.694	0.414	0.260	سستا
inexperience	0.208	0.614	0.151	ناتجربہ کاری
inexperienced	0.281	0.473	0.231	ناتجربہ کار
inexplicable	0.224	0.635	0.443	ناقابل بیان
inexpressible	0.198	0.608	0.364	ناقابل بیان
infallibility	0.583	0.663	0.764	غلطی
infallible	0.776	0.687	0.809	ناقابل یقین
infamous	0.146	0.580	0.472	بدنام
infamy	0.177	0.676	0.421	بدنامی
infancy	0.750	0.399	0.370	بچپن
infant	0.802	0.431	0.328	شیرخوار
infanticide	0.167	0.856	0.443	بچے کا قتل
infantile	0.604	0.382	0.259	شیرخوار
infantry	0.531	0.684	0.791	پیادہ
infarct	0.080	0.846	0.386	infarct
infatuated	0.729	0.764	0.417	متوجہ
infatuation	0.844	0.745	0.530	سحر
infeasible	0.245	0.472	0.236	ناقابل عمل
infect	0.102	0.777	0.424	متاثر
infection	0.083	0.735	0.407	انفیکشن
infectious	0.142	0.760	0.422	متعدی
infer	0.449	0.490	0.453	اندازہ لگانا
inference	0.359	0.479	0.398	اندازہ
inferential	0.426	0.451	0.455	تخمینی
inferior	0.260	0.254	0.106	کمتر
inferiority	0.177	0.430	0.205	کمتری
infernal	0.083	0.837	0.571	جہنم
inferno	0.051	0.857	0.463	جہنم
infertile	0.274	0.458	0.255	بانجھ
infertility	0.170	0.664	0.328	بانجھ پن
infestation	0.256	0.776	0.527	انفیکشن
infidel	0.177	0.740	0.404	کافر
infidelity	0.062	0.777	0.392	بے وفائی
infield	0.510	0.571	0.438	انفیلڈ
infiltrate	0.408	0.745	0.587	دراندازی
infiltration	0.265	0.792	0.536	دراندازی
infinite	0.724	0.583	0.735	لامحدود
infinitely	0.688	0.643	0.829	لامحدود طور پر
infinitesimal	0.388	0.472	0.496	لامحدود
infinity	0.516	0.459	0.805	انفینٹی
infirm	0.115	0.521	0.210	کمزور
infirmary	0.500	0.438	0.517	انفرمری
infirmity	0.094	0.482	0.252	کمزوری
inflammation	0.146	0.765	0.423	سوزش
inflammatory	0.177	0.642	0.404	اشتعال انگیز
inflatable	0.510	0.510	0.400	inflatable
inflate	0.305	0.569	0.462	فلانا
inflated	0.303	0.431	0.617	فلایا ہوا
inflation	0.219	0.792	0.508	مہنگائی
inflection	0.385	0.635	0.377	موڑ
inflict	0.167	0.760	0.609	پہنچانا
infliction	0.302	0.722	0.571	سزا
inflorescence	0.459	0.344	0.412	پھول
influence	0.622	0.663	0.824	اثر و رسوخ
influential	0.899	0.688	0.944	بااثر
influenza	0.271	0.718	0.321	انفلوئنزا
influx	0.622	0.635	0.575	آمد
info	0.750	0.330	0.642	معلومات
infomercial	0.427	0.462	0.555	غیر تجارتی
inform	0.723	0.582	0.679	آگاہ کرنا
informal	0.480	0.398	0.441	غیر رسمی
informant	0.604	0.612	0.719	مخبر
information	0.765	0.370	0.711	معلومات
informative	0.812	0.419	0.741	معلوماتی
informed	0.543	0.298	0.617	مطلع
informer	0.521	0.578	0.580	مخبر
infraction	0.245	0.660	0.471	خلاف ورزی
infrared	0.469	0.588	0.526	اورکت
infrastructure	0.604	0.460	0.694	بنیادی ڈھانچہ
infrequent	0.312	0.377	0.192	کبھی کبھار
infrequently	0.204	0.250	0.327	کبھی کبھار
infringement	0.153	0.800	0.481	خلاف ورزی
infuriate	0.102	0.934	0.596	مشتعل
infuriated	0.073	0.930	0.510	مشتعل
infuriates	0.135	0.913	0.627	مشتعل
infuriating	0.139	0.870	0.509	مشتعل
infuse	0.380	0.705	0.589	infuse
infused	0.385	0.473	0.546	infused
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	ادخال
ingenious	0.760	0.690	0.891	ہوشیار
ingenuity	0.708	0.590	0.868	آسانی
ingest	0.510	0.559	0.473	نگلنا
ingestion	0.429	0.612	0.512	ادخال
ingot	0.688	0.444	0.615	پنڈ
ingrained	0.531	0.490	0.712	جڑا ہوا
ingrate	0.235	0.606	0.327	ناشکری
ingredient	0.792	0.373	0.451	جزو
ingress	0.601	0.366	0.736	داخل ہونا
inhabit	0.656	0.378	0.556	آباد
inhabitant	0.604	0.356	0.519	باشندہ
inhabited	0.667	0.361	0.510	آباد
inhabiting	0.458	0.440	0.598	آباد
inhalation	0.510	0.613	0.464	سانس لینا
inhale	0.427	0.340	0.492	سانس لینا
inhaler	0.408	0.500	0.349	انہیلر
inherent	0.562	0.439	0.480	ذاتی، پیدائشی
inherit	0.745	0.546	0.694	وراثت
inheritance	0.900	0.565	0.798	وراثت
inhibit	0.167	0.479	0.447	روکنا
inhibition	0.265	0.392	0.534	روکنا
inhibitor	0.281	0.450	0.471	روکنے والا
inhospitable	0.265	0.531	0.395	غیر مہمان
inhuman	0.107	0.660	0.492	غیر انسانی
inhumane	0.104	0.587	0.402	غیر انسانی
inhumanity	0.143	0.540	0.405	غیر انسانی
inimaginable	0.542	0.636	0.534	ناقابل تصور
inimical	0.260	0.823	0.556	دشمنی
inimitable	0.571	0.413	0.790	بے مثال
iniquity	0.219	0.567	0.425	ظلم
initial	0.583	0.314	0.539	ابتدائی
initiate	0.719	0.480	0.553	شروع کرنا
initiated	0.760	0.490	0.650	شروع کیا
initiation	0.698	0.529	0.527	آغاز
initiative	0.833	0.615	0.768	پہل
inject	0.406	0.735	0.596	انجکشن، شامل کرنا
injection	0.281	0.741	0.518	انجکشن
injunction	0.281	0.422	0.519	حکم امتناعی
injure	0.177	0.710	0.364	زخمی کرنا
injured	0.083	0.680	0.302	زخمی
injuring	0.073	0.790	0.245	زخمی
injurious	0.177	0.759	0.366	نقصان دہ
injury	0.049	0.769	0.287	چوٹ
injustice	0.082	0.755	0.444	ناانصافی
ink	0.471	0.408	0.235	سیاہی
inkling	0.448	0.551	0.570	انکلنگ
inland	0.510	0.417	0.423	اندرون ملک
inlay	0.406	0.531	0.565	جڑنا
inlet	0.646	0.378	0.466	inlet کے
inmate	0.235	0.663	0.398	قیدی
inn	0.660	0.284	0.475	سرائے
innards	0.302	0.480	0.400	اندرونی
innate	0.490	0.400	0.521	پیدائشی
inner	0.551	0.216	0.443	اندرونی
innermost	0.583	0.500	0.510	سب سے اندرونی
innerpeace	0.714	0.318	0.551	اندرونی امن
inning	0.602	0.315	0.520	اننگز
innings	0.573	0.487	0.443	اننگز
innkeeper	0.578	0.224	0.472	سرائے والا
innocence	0.802	0.260	0.307	بے گناہی
innocent	0.729	0.206	0.340	معصوم
innocently	0.776	0.250	0.302	معصومیت سے
innocuous	0.510	0.321	0.172	بے ضرر
innovate	0.898	0.872	0.750	اختراع
innovation	0.949	0.680	0.890	جدت
innovative	0.880	0.640	0.830	اختراعی
innuendo	0.467	0.670	0.463	الزام
innumerable	0.667	0.445	0.704	بے شمار
inoculation	0.333	0.570	0.598	ٹیکہ لگانا
inoperable	0.184	0.422	0.304	ناقابل استعمال
inoperative	0.138	0.425	0.273	غیر فعال
inordinate	0.163	0.630	0.330	غیر معمولی
inorganic	0.385	0.345	0.282	غیر نامیاتی
input	0.643	0.337	0.527	ان پٹ
inquest	0.458	0.569	0.721	پوچھ گچھ
inquire	0.583	0.519	0.363	پوچھ گچھ
inquirer	0.573	0.598	0.776	پوچھنے والا
inquiring	0.479	0.510	0.500	پوچھ گچھ
inquiry	0.541	0.420	0.536	انکوائری
inquisitive	0.301	0.637	0.615	جشتھاس
inquisitor	0.385	0.873	0.642	پوچھ گچھ کرنے والا
insane	0.062	0.670	0.265	پاگل
insanity	0.098	0.847	0.337	جنون
insatiable	0.375	0.656	0.558	ناقابل تسخیر
inscription	0.592	0.422	0.542	نوشتہ
inscrutable	0.459	0.541	0.613	ناقابل تسخیر
insect	0.276	0.633	0.242	کیڑے
insecticide	0.188	0.598	0.430	کیڑے مار دوا
insecure	0.114	0.538	0.132	غیر محفوظ
insecurity	0.094	0.647	0.350	عدم تحفظ
insemination	0.542	0.644	0.622	حمل
insensitive	0.219	0.471	0.302	بے حس
inseparable	0.700	0.520	0.571	لازم و ملزوم
insert	0.481	0.552	0.519	داخل کریں
inserted	0.479	0.402	0.476	داخل کیا
insertion	0.521	0.520	0.565	اندراج
inside	0.612	0.404	0.472	اندر
insider	0.625	0.562	0.750	اندرونی
insidious	0.146	0.622	0.480	کپٹی
insight	0.613	0.363	0.649	بصیرت
insightful	0.664	0.691	0.713	بصیرت انگیز
insignia	0.665	0.282	0.685	نشان
insignificance	0.250	0.216	0.222	اہمیت
insignificant	0.083	0.306	0.114	غیر معمولی
insinuate	0.292	0.635	0.413	اشارہ کرنا
insipid	0.214	0.250	0.241	بے وقوف
insist	0.635	0.651	0.688	اصرار
insistence	0.418	0.704	0.645	اصرار
insistent	0.552	0.635	0.701	اصرار
insists	0.490	0.587	0.610	اصرار کرتا ہے
insolence	0.115	0.731	0.402	گستاخی
insolent	0.112	0.663	0.343	گستاخ
insoluble	0.439	0.290	0.414	ناقابل حل
insolvency	0.323	0.431	0.300	دیوالیہ پن
insolvent	0.230	0.481	0.318	دیوالیہ
insomnia	0.198	0.611	0.373	نیند نہ آنا
insomniac	0.231	0.367	0.329	بے خوابی
inspect	0.479	0.603	0.793	معائنہ
inspection	0.459	0.630	0.718	معائنہ
inspector	0.418	0.580	0.852	انسپکٹر
inspiration	0.938	0.600	0.779	پریرتا
inspirational	0.927	0.720	0.810	متاثر کن
inspire	0.918	0.627	0.759	حوصلہ افزائی
inspired	0.967	0.702	0.736	حوصلہ افزائی
instability	0.177	0.760	0.353	عدم استحکام
install	0.630	0.583	0.736	انسٹال کریں
installation	0.656	0.469	0.759	تنصیب
installment	0.619	0.396	0.483	قسط
instance	0.547	0.450	0.558	مثال
instant	0.766	0.454	0.554	فوری
instantaneous	0.750	0.500	0.585	فوری
instantaneously	0.656	0.640	0.600	فوری طور پر
instigate	0.278	0.765	0.642	اکسانا
instigation	0.323	0.769	0.648	اکسانا
instill	0.562	0.490	0.618	ڈالنا
instinct	0.771	0.602	0.642	جبلت
instinctive	0.752	0.575	0.694	فطری
institute	0.604	0.480	0.807	انسٹی ٹیوٹ
institution	0.580	0.311	0.790	ادارہ
instruct	0.729	0.490	0.833	ہدایت
instructed	0.740	0.388	0.722	ہدایت کی
instruction	0.656	0.434	0.736	ہدایت
instructional	0.698	0.500	0.773	تدریسی
instructions	0.582	0.302	0.556	ہدایات
instructive	0.583	0.420	0.643	سبق آموز
instructor	0.771	0.490	0.782	انسٹرکٹر
instrument	0.562	0.537	0.655	آلہ
instrumental	0.740	0.472	0.647	آلہ کار
instrumentalist	0.656	0.540	0.740	آلہ کار
instrumentality	0.637	0.510	0.618	آلہ سازی
insubordination	0.281	0.775	0.634	خلاف ورزی
insufferable	0.220	0.784	0.291	ناقابل برداشت
insufficiency	0.115	0.431	0.210	کمی
insufficient	0.188	0.380	0.093	ناکافی
insufficiently	0.147	0.509	0.198	ناکافی طور پر
insular	0.531	0.426	0.465	انسولر
insulate	0.365	0.358	0.286	موصل
insulated	0.208	0.265	0.304	موصل
insulation	0.245	0.327	0.264	موصلیت
insulin	0.429	0.472	0.375	انسولین
insult	0.085	0.831	0.389	توہین
insulting	0.094	0.840	0.412	توہین آمیز
insurance	0.714	0.308	0.825	انشورنس
insure	0.700	0.415	0.698	بیمہ کرو
insurgent	0.235	0.735	0.660	باغی
insurmountable	0.620	0.627	0.737	ناقابل تسخیر
insurrection	0.229	0.706	0.582	بغاوت
intact	0.716	0.212	0.602	برقرار
intake	0.604	0.527	0.442	انٹیک
intangible	0.525	0.480	0.473	غیر مادی
integer	0.573	0.327	0.595	عدد
integral	0.590	0.337	0.615	لازمی
integrate	0.729	0.390	0.700	ضم
integration	0.771	0.480	0.737	انضمام
integrity	0.865	0.413	0.848	سالمیت
intellect	0.844	0.418	0.870	عقل
intellectual	0.906	0.455	0.845	دانشور
intelligence	0.833	0.587	0.885	ذہانت
intelligent	0.917	0.541	0.868	ذہین
intelligibility	0.740	0.481	0.689	سمجھداری
intelligible	0.635	0.480	0.691	قابل فہم
intend	0.562	0.520	0.519	ارادہ
intended	0.406	0.542	0.587	ارادہ کیا
intending	0.510	0.567	0.597	ارادہ
intense	0.592	0.774	0.679	شدید
intensely	0.694	0.846	0.750	شدت سے
intensify	0.604	0.870	0.737	تیز کرنا
intensity	0.622	0.930	0.952	شدت
intensive	0.570	0.842	0.776	شدید
intent	0.550	0.481	0.500	ارادہ
intention	0.531	0.480	0.636	ارادہ
intentional	0.650	0.615	0.750	جان بوجھ کر
intentionally	0.450	0.676	0.696	جان بوجھ کر
inter	0.510	0.375	0.466	انٹر
interact	0.822	0.690	0.759	بات چیت
interaction	0.646	0.735	0.750	تعامل
interactive	0.727	0.811	0.770	انٹرایکٹو
intercede	0.582	0.577	0.630	شفاعت
intercept	0.221	0.660	0.676	راہ میں روکنا
interception	0.327	0.673	0.643	رکاوٹ
intercession	0.503	0.486	0.598	شفاعت
interchange	0.615	0.527	0.565	تبادلہ
interchangeable	0.615	0.459	0.526	قابل تبادلہ
interchanged	0.396	0.472	0.434	تبادلہ
intercom	0.623	0.429	0.453	انٹرکام
intercourse	0.551	0.608	0.557	جماع
interdependence	0.608	0.618	0.639	باہمی انحصار
interdependent	0.410	0.482	0.598	ایک دوسرے پر منحصر
interdiction	0.337	0.500	0.585	پابندی
interest	0.780	0.667	0.618	دلچسپی
interested	0.750	0.529	0.725	دلچسپی
interesting	0.927	0.726	0.731	دلچسپ
interface	0.643	0.357	0.600	انٹرفیس
interfere	0.323	0.714	0.471	مداخلت
interference	0.396	0.736	0.357	مداخلت
interferometer	0.510	0.510	0.517	انٹرفیرومیٹر
intergalactic	0.562	0.661	0.741	خلا
interim	0.604	0.400	0.524	عبوری
interior	0.618	0.157	0.462	اندرونی
interject	0.333	0.648	0.658	مداخلت
interlocutory	0.490	0.500	0.527	بات چیت کرنے والا
interlude	0.470	0.417	0.377	وقفہ
intermediary	0.427	0.510	0.643	درمیانی
intermediate	0.480	0.368	0.400	انٹرمیڈیٹ
interment	0.235	0.608	0.346	مداخلت
interminable	0.327	0.481	0.561	لامتناہی
intermission	0.490	0.360	0.402	وقفہ
intermittent	0.337	0.565	0.436	وقفے وقفے سے
intern	0.459	0.460	0.392	انٹرن
internal	0.439	0.349	0.423	اندرونی
internally	0.615	0.400	0.616	اندرونی طور پر
international	0.800	0.519	0.702	بین اقوامی
internet	0.760	0.462	0.755	انٹرنیٹ
internship	0.590	0.510	0.482	انٹرنشپ
interoffice	0.439	0.375	0.556	انٹر آفس
interpolate	0.460	0.490	0.569	انٹرپولیٹ
interpolation	0.419	0.506	0.528	انٹرپولیشن
interpret	0.646	0.625	0.673	تشریح
interpretation	0.677	0.594	0.620	تشریح
interpreter	0.708	0.461	0.596	مترجم
interpretive	0.531	0.549	0.595	تشریح کرنے والا
interrelated	0.615	0.469	0.592	باہمی تعلق
interrogate	0.323	0.808	0.680	پوچھ گچھ
interrogation	0.302	0.827	0.657	پوچھ گچھ
interrupt	0.210	0.635	0.509	رکاوٹ
