English Word	Valence	Arousal	Dominance	Swahili Word
parity	0.582	0.406	0.407	usawa
park	0.816	0.343	0.414	mbuga
parka	0.469	0.481	0.395	mbuga
parking	0.777	0.469	0.510	maegesho
parkinsons	0.104	0.570	0.373	parkinsons
parlance	0.510	0.350	0.462	lugha
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	bunge
parliamentary	0.490	0.554	0.755	ubunge
parlor	0.500	0.327	0.366	ukumbi
parmesan	0.698	0.321	0.382	parmesan
parody	0.561	0.651	0.375	mbishi
parole	0.388	0.620	0.526	parole
parquet	0.541	0.240	0.422	parquet
parrot	0.588	0.333	0.292	kasuku
parry	0.510	0.404	0.436	parry
parse	0.469	0.456	0.667	changanua
parsimonious	0.417	0.312	0.446	mbishi
parsimony	0.449	0.280	0.403	ufahari
parsley	0.458	0.170	0.291	parsley
parson	0.583	0.250	0.615	mchungaji
part	0.663	0.278	0.360	sehemu
partake	0.755	0.656	0.629	kushiriki
partial	0.429	0.324	0.348	sehemu
partiality	0.375	0.380	0.490	upendeleo
partially	0.418	0.368	0.396	kwa sehemu
participant	0.712	0.598	0.613	mshiriki
participate	0.755	0.580	0.684	kushiriki
participation	0.781	0.700	0.702	ushiriki
particle	0.521	0.265	0.438	chembe
particular	0.562	0.402	0.552	maalum
particularity	0.670	0.434	0.586	maalum
particulars	0.604	0.348	0.525	maelezo
parting	0.260	0.542	0.353	kuagana
partisan	0.615	0.549	0.669	mshiriki
partisanship	0.438	0.566	0.551	ushabiki
partition	0.615	0.469	0.567	kizigeu
partly	0.415	0.410	0.396	sehemu
partner	0.673	0.302	0.586	mshirika
partnership	0.786	0.387	0.545	ushirikiano
partridge	0.583	0.415	0.250	kware
parts	0.459	0.327	0.392	sehemu
party	0.948	0.840	0.547	chama
pas	0.490	0.344	0.262	pasi
pass	0.510	0.324	0.362	kupita
passable	0.688	0.337	0.633	kupitika
passage	0.429	0.314	0.370	kifungu
passageway	0.490	0.389	0.400	njia ya kupita
passe	0.531	0.357	0.426	kupita
passenger	0.717	0.413	0.481	abiria
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	kupita
passion	0.854	0.865	0.728	shauku
passionate	0.990	0.827	0.731	mwenye shauku
passive	0.420	0.116	0.241	passiv
passivity	0.241	0.115	0.246	uzembe
passkey	0.646	0.500	0.791	nenosiri
passport	0.653	0.457	0.682	pasipoti
password	0.390	0.356	0.559	nenosiri
past	0.490	0.422	0.311	zilizopita
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	kuweka
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	burudani
pastor	0.698	0.236	0.746	mchungaji
pastrami	0.542	0.415	0.348	pastami
pastry	0.870	0.407	0.419	maandazi
pasture	0.688	0.145	0.170	malisho
pasty	0.479	0.363	0.375	keki
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	kiraka
patchwork	0.500	0.260	0.325	viraka
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	hati miliki
patented	0.571	0.422	0.685	yenye hati miliki
paternal	0.776	0.353	0.755	baba
paternity	0.704	0.590	0.806	ubaba
path	0.590	0.245	0.421	njia
pathetic	0.088	0.464	0.139	huzuni
pathological	0.220	0.602	0.580	kiafya
pathologist	0.354	0.552	0.585	mtaalamu wa magonjwa
pathology	0.271	0.560	0.558	patholojia
pathos	0.350	0.449	0.462	njia
pathway	0.646	0.410	0.519	njia
patience	0.771	0.125	0.387	subira
patient	0.583	0.193	0.340	mgonjwa
patio	0.562	0.245	0.402	patio
patriarch	0.592	0.448	0.898	mzalendo
patriarchal	0.531	0.500	0.857	mfumo dume
patrimony	0.719	0.406	0.740	urithi
patriot	0.771	0.635	0.886	mzalendo
patriotic	0.875	0.509	0.933	mzalendo
patriotism	0.708	0.635	0.848	uzalendo
patrol	0.427	0.664	0.736	doria
patrolman	0.469	0.731	0.884	doria
patron	0.583	0.451	0.870	mlinzi
patronage	0.583	0.490	0.583	udhamini
patronising	0.439	0.455	0.582	kuunga mkono
patronize	0.430	0.451	0.591	patronize
patronizing	0.542	0.365	0.529	kuunga mkono
patter	0.312	0.635	0.451	patter
pattern	0.479	0.422	0.664	muundo
paucity	0.153	0.453	0.175	uhaba
pauper	0.260	0.347	0.151	maskini
pause	0.429	0.188	0.264	pause
pave	0.594	0.490	0.509	weka lami
pavement	0.460	0.353	0.475	lami
pavilion	0.583	0.500	0.770	banda
paving	0.408	0.469	0.545	kutengeneza lami
paw	0.417	0.360	0.286	mguu
pawn	0.390	0.321	0.187	pauni
pawnshop	0.396	0.439	0.519	pawnshop
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	kulipa
payable	0.385	0.480	0.606	kulipwa
payback	0.459	0.500	0.567	malipo
paycheck	0.896	0.630	0.652	malipo
payday	0.833	0.741	0.571	siku ya malipo
payer	0.313	0.630	0.638	mlipaji
payload	0.612	0.510	0.682	mzigo wa malipo
payment	0.629	0.452	0.643	malipo
payoff	0.740	0.644	0.673	malipo
payout	0.646	0.600	0.575	malipo
payphone	0.469	0.360	0.370	simu ya malipo
payroll	0.521	0.360	0.549	mishahara
pea	0.580	0.275	0.298	pea
peace	0.939	0.156	0.613	amani
peaceable	0.776	0.134	0.453	mwenye amani
peaceful	0.867	0.108	0.569	yenye amani
peacefully	0.901	0.190	0.639	kwa amani
peacekeeper	0.865	0.320	0.644	mlinzi wa amani
peaceofmind	0.786	0.160	0.519	amani ya akili
peacetime	0.949	0.180	0.579	wakati wa amani
peach	0.704	0.480	0.272	peach
peachy	0.755	0.479	0.388	peachy
peacock	0.786	0.449	0.458	tausi
peak	0.500	0.345	0.431	kilele
peaked	0.677	0.704	0.857	kilele
peanut	0.646	0.202	0.246	karanga
peanuts	0.542	0.294	0.324	karanga
pear	0.677	0.158	0.241	peari
pearl	0.905	0.425	0.642	lulu
pearly	0.635	0.337	0.373	lulu
peas	0.542	0.283	0.310	mbaazi
peasant	0.530	0.275	0.407	mkulima
peat	0.333	0.655	0.504	peti
pebble	0.354	0.353	0.287	kokoto
pecan	0.552	0.316	0.358	pecan
peck	0.202	0.530	0.321	peck
pecker	0.459	0.509	0.375	pecker
peculiar	0.600	0.491	0.564	ya kipekee
peculiarities	0.511	0.460	0.528	upekee
peculiarity	0.439	0.452	0.652	upekee
peculiarly	0.615	0.450	0.454	kipekee
pecuniary	0.490	0.490	0.500	Pecuniary
pedal	0.500	0.320	0.342	kanyagio
pedantic	0.229	0.608	0.253	pedantic
peddle	0.539	0.549	0.538	mchuuzi
peddler	0.408	0.481	0.390	mchuuzi
pedestal	0.735	0.284	0.579	pedestal
pedestrian	0.438	0.360	0.448	mtembea kwa miguu
pediatric	0.560	0.462	0.490	watoto
pediatrician	0.602	0.500	0.627	daktari wa watoto
pediatrics	0.750	0.380	0.596	magonjwa ya watoto
pedicure	0.695	0.269	0.296	pedicure
pedigree	0.625	0.340	0.609	ukoo
pedometer	0.469	0.561	0.405	pedometer
pedophile	0.051	0.724	0.430	pedophile
pee	0.449	0.529	0.391	kukojoa
peek	0.486	0.360	0.411	tazama
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	peel
peep	0.573	0.317	0.269	peep
peeper	0.182	0.537	0.343	peeper
peephole	0.479	0.500	0.310	tundu la kuchungulia
peer	0.458	0.321	0.569	rika
peering	0.514	0.409	0.451	kutazama
peerless	0.688	0.450	0.462	isiyo na rika
peeved	0.156	0.750	0.467	peeved
peg	0.520	0.357	0.393	Kigingi
pegs	0.408	0.286	0.386	vigingi
peice	0.479	0.422	0.398	amani
pelagic	0.521	0.554	0.491	pelagic
pelican	0.573	0.391	0.380	mwari
pellet	0.448	0.390	0.466	pellet
pelvic	0.320	0.632	0.373	pelvic
pelvis	0.378	0.618	0.380	pelvis
pen	0.622	0.194	0.250	kalamu
penal	0.208	0.565	0.610	adhabu
penalty	0.062	0.490	0.240	adhabu
penance	0.219	0.667	0.463	toba
penchant	0.688	0.480	0.609	penda
pencil	0.552	0.200	0.263	penseli
pendant	0.676	0.321	0.385	kishaufu
pendency	0.396	0.452	0.472	utegemezi
pendent	0.470	0.380	0.425	pendenti
pending	0.396	0.441	0.473	inasubiri
pendulum	0.542	0.368	0.434	pendulum
penetrate	0.287	0.877	0.732	kupenya
penetrating	0.469	0.792	0.782	kupenya
penetration	0.438	0.885	0.792	kupenya
penguin	0.615	0.296	0.307	pengwini
penicillin	0.417	0.431	0.566	penicillin
penile	0.490	0.736	0.491	uume
peninsula	0.551	0.384	0.627	peninsula
penis	0.354	0.810	0.556	uume
penitent	0.542	0.530	0.508	mwenye kutubu
penitentiary	0.229	0.726	0.491	gereza
penmanship	0.677	0.284	0.509	ukalamu
pennant	0.542	0.380	0.426	pennant
penniless	0.062	0.316	0.083	bila senti
penny	0.615	0.302	0.324	senti
pension	0.625	0.409	0.406	pensheni
pensioner	0.440	0.245	0.442	Pensioner
pensive	0.540	0.220	0.529	mwenye kutafakari
pentagon	0.490	0.636	0.774	pentagoni
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	upenu
penultimate	0.469	0.366	0.255	ya mwisho
people	0.604	0.400	0.500	watu
peopled	0.594	0.450	0.679	watu
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	pilipili
peppermint	0.720	0.264	0.271	peremende
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	peppy
peptic	0.398	0.463	0.362	peptic
peptide	0.380	0.480	0.411	peptidi
perceive	0.653	0.490	0.655	kutambua
percent	0.470	0.350	0.356	asilimia
percentage	0.469	0.400	0.553	asilimia
percentile	0.479	0.410	0.390	percentile
perceptible	0.710	0.460	0.620	inayoonekana
perception	0.653	0.481	0.655	mtazamo
perceptive	0.745	0.500	0.741	utambuzi
perch	0.531	0.300	0.314	sangara
perchance	0.480	0.224	0.298	uwezekano
percolation	0.397	0.417	0.415	utoboaji
percussion	0.622	0.635	0.642	mdundo
perdition	0.135	0.656	0.496	uharibifu
peremptory	0.429	0.426	0.606	peremptory
perennial	0.527	0.358	0.500	kudumu
perfect	0.980	0.471	0.870	kamili
perfection	0.881	0.745	0.934	ukamilifu
perfectionist	0.667	0.704	0.905	mtu anayependa ukamilifu
perfecto	0.802	0.567	0.889	kikamilifu
perforated	0.219	0.607	0.344	iliyotobolewa
perforation	0.365	0.668	0.578	utoboaji
perforce	0.357	0.689	0.354	fanya kazi
perform	0.765	0.555	0.773	fanya
performance	0.750	0.520	0.672	utendaji
performer	0.541	0.530	0.708	mwigizaji
perfume	0.740	0.472	0.463	manukato
perfumed	0.816	0.471	0.509	yenye manukato
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	hatari
perilous	0.143	0.862	0.575	hatari
perimeter	0.470	0.443	0.555	mzunguko
period	0.396	0.324	0.588	kipindi
periodic	0.677	0.324	0.508	mara kwa mara
periodical	0.550	0.298	0.430	mara kwa mara
periodically	0.480	0.314	0.515	mara kwa mara
periodicity	0.646	0.324	0.645	periodicity
peripheral	0.406	0.406	0.549	pembeni
periphery	0.469	0.360	0.366	pembezoni
periscope	0.604	0.375	0.609	periscope
perish	0.296	0.570	0.415	kuangamia
perishable	0.270	0.464	0.354	kuharibika
perished	0.135	0.596	0.225	kuangamia
perishing	0.229	0.423	0.148	kuangamia
perjury	0.229	0.686	0.409	uwongo
perk	0.903	0.519	0.682	manufaa
perky	0.896	0.792	0.673	perky
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	kudumu
permanent	0.745	0.345	0.736	kudumu
permeable	0.635	0.402	0.495	kupenyeza
permeate	0.417	0.410	0.407	penya
permeation	0.418	0.559	0.536	upenyezaji
permissible	0.684	0.646	0.612	inaruhusiwa
permission	0.612	0.311	0.580	ruhusa
permissive	0.633	0.389	0.413	ruhusu
permit	0.733	0.349	0.518	kibali
permitted	0.865	0.410	0.613	kuruhusiwa
permitting	0.724	0.481	0.661	kuruhusu
permutation	0.385	0.588	0.500	ruhusa
pernicious	0.229	0.600	0.382	mbaya
peroxide	0.458	0.529	0.510	peroksidi
perpendicular	0.510	0.398	0.439	perpendicular
perpetrate	0.327	0.837	0.732	fanya
perpetrator	0.229	0.765	0.538	mhalifu
perpetual	0.625	0.438	0.741	daima
perpetually	0.510	0.473	0.868	daima
perpetuate	0.397	0.588	0.788	kuendeleza
perpetuation	0.510	0.677	0.716	kudumu
perpetuity	0.590	0.434	0.759	kudumu
perplexed	0.312	0.705	0.318	kuchanganyikiwa
perplexing	0.316	0.530	0.362	kutatanisha
perplexity	0.275	0.720	0.500	kuchanganyikiwa
persecute	0.281	0.873	0.509	kutesa
persecution	0.229	0.865	0.660	mateso
perseverance	0.888	0.630	0.796	uvumilivu
persevere	0.802	0.583	0.937	Vumilia
persist	0.765	0.644	0.727	kuendelea
persistence	0.684	0.611	0.873	kuendelea
persistent	0.646	0.667	0.815	kuendelea
persisting	0.697	0.677	0.745	kuendelea
person	0.646	0.363	0.596	mtu
persona	0.741	0.480	0.743	mtu
personable	0.816	0.520	0.637	mwenye utu
personage	0.653	0.324	0.698	mtu
personal	0.750	0.311	0.467	binafsi
personality	0.896	0.513	0.790	utu
personification	0.760	0.471	0.691	ubinafsishaji
personnel	0.729	0.344	0.587	wafanyakazi
persons	0.869	0.302	0.588	watu
perspective	0.688	0.470	0.704	mtazamo
perspiration	0.385	0.667	0.490	jasho
persuade	0.620	0.618	0.709	shawishi
persuasion	0.612	0.670	0.537	ushawishi
persuasive	0.740	0.700	0.657	kushawishi
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	muhimu
perturbation	0.270	0.840	0.500	usumbufu
pertussis	0.279	0.569	0.386	pertussis
perusal	0.622	0.235	0.543	kusoma
peruse	0.503	0.270	0.439	soma
pervading	0.418	0.684	0.728	zinazoenea
perverse	0.146	0.808	0.464	potovu
perversion	0.083	0.830	0.490	upotoshaji
pervert	0.082	0.863	0.500	kupotosha
perverted	0.062	0.918	0.436	kupotoshwa
pesky	0.250	0.760	0.431	mbaya
pessimism	0.083	0.484	0.264	tamaa
pessimist	0.125	0.470	0.218	mwenye kukata tamaa
pessimistic	0.088	0.394	0.236	mwenye kukata tamaa
pest	0.188	0.680	0.452	wadudu
pester	0.143	0.780	0.385	msumbufu
pestilence	0.122	0.660	0.283	tauni
pestle	0.427	0.463	0.426	mchi
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	kipenzi
petal	0.810	0.194	0.211	petali
petite	0.510	0.354	0.245	ndogo
petition	0.498	0.575	0.415	dua
petitioner	0.601	0.531	0.566	mwombaji
petloss	0.271	0.481	0.424	petloss
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	kutishwa
petrify	0.177	0.571	0.447	petrify
petrol	0.418	0.519	0.577	petroli
petroleum	0.583	0.451	0.640	mafuta ya petroli
petticoat	0.550	0.396	0.351	petikoti
petting	0.812	0.462	0.480	kubeti
petty	0.210	0.537	0.236	ndogo
petulant	0.247	0.685	0.491	mtupu
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	kiti
pewter	0.396	0.260	0.321	pewter
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	phalanx
phantom	0.260	0.759	0.448	mzuka
pharaoh	0.656	0.491	0.798	farao
pharmaceutical	0.500	0.435	0.562	dawa
pharmacist	0.592	0.382	0.648	mfamasia
pharmacology	0.560	0.440	0.526	pharmacology
pharmacy	0.531	0.337	0.542	Apoteket
phase	0.645	0.300	0.482	awamu
pheasant	0.541	0.362	0.292	pheasant
phenomenal	0.915	0.750	0.918	ajabu
phenomenon	0.625	0.721	0.848	jambo
pheromone	0.561	0.573	0.561	pheromone
phew	0.531	0.429	0.302	phew
phi	0.420	0.361	0.452	phi
philanthropic	0.812	0.426	0.717	uhisani
philanthropist	0.704	0.463	0.623	mfadhili
philanthropy	0.745	0.412	0.801	uhisani
philistine	0.390	0.500	0.491	mfilisti
philosopher	0.684	0.316	0.720	mwanafalsafa
philosophic	0.688	0.270	0.655	kifalsafa
philosophical	0.719	0.275	0.713	kifalsafa
philosophy	0.684	0.255	0.640	falsafa
phlegm	0.173	0.394	0.240	phlegm
pho	0.541	0.370	0.384	pho
phobia	0.173	0.904	0.291	phobia
phoenix	0.653	0.481	0.594	phoenix
phone	0.729	0.344	0.418	simu
phonetic	0.542	0.435	0.536	kifonetiki
phonetics	0.646	0.425	0.519	fonetiki
phonics	0.490	0.519	0.455	fonetiki
phonograph	0.561	0.398	0.565	santuri
phonology	0.695	0.402	0.512	fonolojia
phony	0.115	0.592	0.202	udanganyifu
phooey	0.333	0.490	0.352	phooey
phosphate	0.500	0.306	0.407	fosfati
phosphor	0.438	0.480	0.427	fosforasi
phosphorus	0.429	0.539	0.370	fosforasi
photo	0.729	0.327	0.431	picha
photogenic	0.780	0.500	0.495	picha
photograph	0.677	0.353	0.358	picha
photographer	0.714	0.481	0.562	mpiga picha
photographic	0.761	0.429	0.564	picha
photography	0.630	0.431	0.360	upigaji picha
photometry	0.417	0.456	0.436	fotoometri
photon	0.459	0.439	0.455	pichani
phrase	0.630	0.264	0.314	maneno
phraseology	0.620	0.406	0.537	phraseology
phylogeny	0.378	0.410	0.481	filojeni
physical	0.750	0.520	0.607	kimwili
physical therapist	0.531	0.337	0.775	mtaalamu wa kimwili
physician	0.583	0.490	0.843	daktari
physicist	0.635	0.538	0.693	mwanafizikia
physics	0.582	0.415	0.664	fizikia
physiological	0.510	0.418	0.620	kifiziolojia
physiology	0.521	0.451	0.519	fiziolojia
physique	0.643	0.500	0.543	mwili
pi	0.469	0.265	0.400	pi
pianist	0.806	0.491	0.573	mpiga kinanda
piano	0.704	0.343	0.438	piano
piazza	0.625	0.471	0.472	piazza
piccolo	0.625	0.423	0.380	piccolo
pick	0.500	0.464	0.525	chagua
picked	0.740	0.518	0.670	ilichukua
picker	0.534	0.340	0.609	mchaguaji
picket	0.365	0.615	0.451	kachumbari
picketing	0.330	0.557	0.471	kuchota
pickle	0.593	0.449	0.288	kachumbari
pickled	0.344	0.450	0.291	kachumbari
pickpocket	0.365	0.704	0.449	mchukuzi
pickup	0.561	0.529	0.420	Inua
picky	0.257	0.729	0.598	kuchagua
picnic	0.625	0.470	0.375	picnic
pictorial	0.704	0.481	0.476	picha
picture	0.714	0.308	0.462	picha
pictures	0.653	0.240	0.405	picha
picturesque	0.802	0.491	0.483	picha nzuri
pie	0.880	0.402	0.368	mkate
piece	0.646	0.245	0.367	kipande
piecemeal	0.615	0.269	0.319	kipande kidogo
pieceofshit	0.083	0.724	0.292	kipande cha uchafu
pied	0.594	0.433	0.350	pied
pier	0.583	0.279	0.445	gati
pierce	0.365	0.670	0.611	kutoboa
piety	0.760	0.340	0.482	uchamungu
pig	0.343	0.368	0.324	nguruwe
pigeon	0.688	0.224	0.276	njiwa
piggy	0.541	0.365	0.412	nguruwe
piggyback	0.438	0.490	0.343	piggyback
pigheaded	0.271	0.472	0.358	mwenye kichwa cha nguruwe
piglet	0.540	0.443	0.250	nguruwe
pigment	0.390	0.333	0.339	rangi
pigskin	0.347	0.449	0.300	ngozi ya nguruwe
pigsty	0.133	0.529	0.221	banda la nguruwe
pike	0.427	0.410	0.452	pike
pile	0.461	0.320	0.539	rundo
piles	0.469	0.423	0.468	piles
pileup	0.340	0.559	0.446	rundo
pilgrim	0.531	0.404	0.569	mhujaji
pilgrimage	0.708	0.522	0.625	kuhiji
pill	0.573	0.407	0.368	kidonge
pillage	0.240	0.685	0.375	uporaji
pillar	0.583	0.330	0.684	nguzo
pillbox	0.385	0.339	0.296	sanduku la vidonge
pillow	0.663	0.128	0.195	mto
pillowcase	0.500	0.179	0.250	foronya
pilot	0.688	0.680	0.736	rubani
pimp	0.146	0.700	0.536	pimp
pimple	0.245	0.370	0.274	chunusi
pin	0.438	0.346	0.390	pini
pinball	0.582	0.640	0.442	mpira wa pini
pinch	0.340	0.632	0.339	Bana
pinching	0.250	0.788	0.345	kubana
pine	0.583	0.225	0.312	pine
pineapple	0.677	0.316	0.245	nanasi
ping	0.541	0.490	0.391	ping
pinhead	0.459	0.300	0.308	kichwa cha pini
pinhole	0.375	0.279	0.345	shimo la siri
pinion	0.444	0.361	0.346	pinion
pink	0.806	0.269	0.471	pink
pinkie	0.663	0.265	0.269	pinkie
pinnacle	0.633	0.390	0.508	kilele
pinot	0.365	0.370	0.361	pinot
pinpoint	0.583	0.443	0.528	bainisha
pint	0.686	0.333	0.321	pinti
pinto	0.570	0.354	0.373	pinto
pinup	0.610	0.459	0.393	pinup
pioneer	0.796	0.618	0.802	waanzilishi
pious	0.698	0.306	0.426	wachamungu
pip	0.448	0.430	0.366	bomba
pipe	0.541	0.340	0.330	bomba
piped	0.360	0.529	0.379	bomba
pipeline	0.479	0.337	0.411	bomba
piper	0.569	0.442	0.398	mpiga filimbi
pipette	0.480	0.403	0.418	pipette
piping	0.365	0.337	0.405	kusambaza mabomba
pipsqueak	0.347	0.481	0.349	pipsqueak
pique	0.417	0.500	0.426	pique
piracy	0.296	0.792	0.567	uharamia
piranha	0.219	0.799	0.575	piranha
pirate	0.156	0.740	0.559	maharamia
piscina	0.714	0.500	0.443	piscina
piss	0.354	0.462	0.268	piss
pissed	0.102	0.888	0.543	hasira
pissedoff	0.240	0.651	0.459	kasirika
pisser	0.378	0.547	0.398	pisser
pissesmeoff	0.180	0.587	0.441	pissesmeoff
pissingmeoff	0.208	0.622	0.423	pissingmeoff
pissoff	0.255	0.617	0.400	udhi
pistachio	0.643	0.336	0.305	pistachio
pistol	0.170	0.900	0.677	bastola
piston	0.398	0.480	0.500	pistoni
pit	0.408	0.396	0.278	shimo
pita	0.551	0.279	0.255	pita
pitch	0.521	0.431	0.465	lami
pitcher	0.510	0.673	0.704	mtungi
pitchfork	0.312	0.580	0.529	uma
pitfall	0.177	0.775	0.508	shimo
pith	0.458	0.350	0.596	pith
pithy	0.480	0.360	0.635	pithy
pitiful	0.219	0.490	0.232	mwenye kusikitisha
pitted	0.358	0.653	0.470	pitted
pitter	0.469	0.424	0.384	pitter
pituitary	0.406	0.365	0.442	pituitary
pity	0.160	0.398	0.114	huruma
pivot	0.458	0.382	0.440	egemeo
pivotal	0.582	0.471	0.536	muhimu
pix	0.521	0.373	0.364	pix
pixie	0.562	0.537	0.325	pixie
pizza	0.847	0.390	0.295	pizza
pizzazz	0.635	0.735	0.682	pizzazz
pizzeria	0.719	0.520	0.364	pizzeria
placard	0.388	0.442	0.500	bango
place	0.573	0.261	0.398	mahali
placebo	0.520	0.306	0.365	placebo
placement	0.643	0.460	0.528	uwekaji
placenta	0.375	0.433	0.443	placenta
placid	0.640	0.317	0.491	tulivu
placket	0.408	0.231	0.228	plaketi
plagiarism	0.135	0.716	0.436	wizi
plague	0.083	0.596	0.355	tauni
plaid	0.480	0.330	0.417	plaid
plain	0.500	0.167	0.311	wazi
plainclothes	0.698	0.337	0.424	nguo za kiraia
plaintiff	0.365	0.806	0.711	mlalamikaji
plaintive	0.292	0.529	0.306	mwenye kulalamika
plan	0.646	0.540	0.733	mpango
plane	0.510	0.356	0.386	ndege
planes	0.667	0.606	0.575	ndege
planet	0.698	0.404	0.832	sayari
planetarium	0.704	0.462	0.655	sayari
planetary	0.604	0.500	0.620	sayari
planets	0.724	0.318	0.658	sayari
plank	0.427	0.280	0.333	ubao
plankton	0.552	0.321	0.371	plankton
planned	0.740	0.385	0.729	iliyopangwa
planner	0.760	0.469	0.868	mpangaji
planning	0.894	0.462	0.705	kupanga
plant	0.730	0.180	0.371	mmea
plantation	0.573	0.585	0.575	upandaji miti
planter	0.604	0.450	0.634	mpanzi
planting	0.635	0.343	0.595	kupanda
plaque	0.520	0.333	0.420	plaque
plasma	0.474	0.398	0.360	plasma
plaster	0.438	0.264	0.255	plasta
plastic	0.490	0.269	0.320	plastiki
plasticity	0.542	0.471	0.402	plastiki
plat	0.716	0.359	0.556	sahani
plate	0.583	0.245	0.366	sahani
plateau	0.611	0.316	0.400	uwanda
plated	0.562	0.458	0.457	iliyopambwa
platform	0.602	0.340	0.718	jukwaa
plating	0.576	0.368	0.433	mchovyo
platinum	0.750	0.518	0.702	platinamu
platonic	0.490	0.461	0.469	platonic
platoon	0.448	0.700	0.745	kikosi
platter	0.686	0.245	0.219	sinia
plaudit	0.816	0.813	0.546	sifu
plausibility	0.705	0.451	0.570	kusadikika
plausible	0.714	0.404	0.510	inayokubalika
play	0.812	0.765	0.358	kucheza
playa	0.724	0.510	0.575	playa
playback	0.656	0.559	0.639	kucheza tena
playbook	0.673	0.582	0.500	kitabu cha kucheza
playboy	0.646	0.900	0.519	playboy
player	0.557	0.688	0.644	mchezaji
playful	0.892	0.688	0.463	mwenye kucheza
playground	0.888	0.620	0.435	uwanja wa michezo
playhouse	0.719	0.729	0.426	jumba la michezo
playmate	0.878	0.509	0.398	mwenzako
playoff	0.622	0.716	0.550	mchujo
playpen	0.698	0.481	0.475	playpen
playroom	0.844	0.661	0.380	chumba cha kucheza
plaything	0.708	0.602	0.277	kitu cha kucheza
playtime	0.760	0.596	0.566	wakati wa kucheza
playwright	0.672	0.550	0.667	mwandishi wa tamthilia
plaza	0.690	0.346	0.529	uwanja
plea	0.633	0.491	0.517	ombi
plead	0.177	0.596	0.195	kusihi
pleasant	0.939	0.310	0.673	kupendeza
pleased	0.939	0.548	0.795	radhi
pleasing	0.917	0.449	0.788	kupendeza
pleasurable	0.948	0.529	0.669	ya kufurahisha
pleasure	0.939	0.740	0.682	furaha
pleasures	0.896	0.654	0.705	raha
pleat	0.490	0.345	0.316	kuomba
pleated	0.534	0.318	0.436	pleated
pledge	0.719	0.490	0.764	ahadi
pledged	0.719	0.630	0.658	iliahidi
plenary	0.573	0.356	0.598	kikao
plentiful	0.833	0.735	0.745	tele
plenty	0.827	0.612	0.824	nyingi
plenum	0.531	0.454	0.596	plenum
plethora	0.646	0.602	0.547	wingi
plexus	0.333	0.405	0.395	plexus
pliable	0.625	0.370	0.440	inayoweza kutekelezeka
plication	0.360	0.460	0.500	plication
pliers	0.561	0.334	0.441	koleo
plight	0.450	0.520	0.547	hali mbaya
plinth	0.438	0.346	0.473	plinth
plodding	0.449	0.481	0.439	kupiga porojo
plop	0.385	0.475	0.349	plop
plot	0.469	0.567	0.510	njama
plough	0.677	0.427	0.458	kulima
ploughed	0.438	0.420	0.431	kulimwa
plover	0.439	0.434	0.191	mpuuzi
plow	0.531	0.560	0.456	kulima
plowed	0.552	0.490	0.355	kulimwa
plowing	0.562	0.531	0.518	kulima
ploy	0.458	0.559	0.741	ujanja
pluck	0.375	0.583	0.474	ng'oa
