English Word	Valence	Arousal	Dominance	Malay Word
managerial	0.604	0.520	0.791	pengurusan
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarin
mandate	0.448	0.670	0.779	mandat
mandatory	0.271	0.667	0.777	wajib
mandible	0.510	0.431	0.500	rahang bawah
mandolin	0.708	0.433	0.367	mandolin
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	surai
maneuver	0.615	0.663	0.608	manuver
maneuvering	0.635	0.640	0.745	bergerak
mange	0.311	0.558	0.348	kurap
manger	0.656	0.276	0.398	palungan
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	mangga
mangosteen	0.562	0.500	0.414	manggis
mangy	0.214	0.698	0.270	kurap
manhole	0.378	0.500	0.516	lurang
manhood	0.625	0.735	0.858	kelelakian
manhunt	0.145	0.925	0.657	pemburuan
mania	0.290	0.683	0.382	mania
maniac	0.120	0.849	0.431	gila
maniacal	0.200	0.848	0.500	gila
manic	0.054	0.892	0.368	manik
manicure	0.706	0.308	0.284	manikur
manicurist	0.583	0.352	0.341	manikur
manifest	0.667	0.647	0.704	nyata
manifestation	0.583	0.750	0.655	manifestasi
manifested	0.580	0.618	0.667	terzahir
manifestly	0.469	0.588	0.577	secara nyata
manifesto	0.646	0.519	0.676	manifesto
manifold	0.500	0.461	0.435	manifold
manipulate	0.255	0.700	0.772	memanipulasi
manipulation	0.188	0.775	0.536	manipulasi
manipulative	0.177	0.724	0.546	manipulatif
mankind	0.823	0.471	0.768	manusia
manly	0.698	0.633	0.846	jantan
manna	0.698	0.294	0.544	manna
manned	0.551	0.588	0.484	diawaki
mannequin	0.427	0.302	0.295	patung
manner	0.618	0.250	0.320	cara
mannered	0.469	0.556	0.291	berbudi bahasa
manners	0.816	0.284	0.517	adab
manor	0.646	0.358	0.738	manor
manpower	0.531	0.620	0.543	tenaga manusia
mansion	0.847	0.490	0.717	rumah agam
mansions	0.735	0.529	0.777	rumah agam
manslaughter	0.090	0.920	0.473	pembunuhan beramai-ramai
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	mantel
mantra	0.396	0.249	0.357	mantera
manual	0.635	0.245	0.449	manual
manufacture	0.868	0.703	0.780	pembuatan
manufacturer	0.688	0.537	0.830	pengilang
manufacturing	0.653	0.613	0.804	pembuatan
manure	0.250	0.471	0.241	baja
manuscript	0.510	0.208	0.540	manuskrip
map	0.561	0.229	0.463	peta
maple	0.541	0.390	0.339	maple
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	maraton
marble	0.604	0.212	0.667	marmar
marbled	0.396	0.385	0.418	guli
marbles	0.714	0.345	0.241	guli
march	0.531	0.200	0.483	perarakan
mare	0.541	0.320	0.417	kuda betina
margarine	0.530	0.316	0.333	marjerin
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	margin
marginal	0.235	0.644	0.345	marginal
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	ganja
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	marin
mariner	0.652	0.491	0.676	pelaut
marital	0.760	0.529	0.500	perkahwinan
maritime	0.646	0.490	0.713	maritim
mark	0.491	0.231	0.600	tanda
marked	0.592	0.358	0.554	bertanda
marker	0.500	0.333	0.605	penanda
market	0.724	0.480	0.521	pasaran
marketable	0.746	0.545	0.664	boleh dipasarkan
marketing	0.521	0.774	0.675	Pemasaran
marketplace	0.698	0.420	0.525	pasaran
marks	0.430	0.480	0.424	markah
marksman	0.500	0.833	0.692	ahli menembak
marksmanship	0.573	0.531	0.664	kemahiran menembak
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	marmalade
maroon	0.469	0.358	0.336	merah marun
marooned	0.229	0.480	0.160	terdampar
marquee	0.602	0.284	0.508	marquee
marquis	0.521	0.444	0.562	marquis
marred	0.181	0.561	0.233	rosak
marriage	0.844	0.684	0.750	perkahwinan
married	0.674	0.570	0.602	berkahwin
marrow	0.398	0.422	0.472	sumsum
marry	0.896	0.765	0.673	kahwin
marsh	0.302	0.358	0.277	paya
marshal	0.469	0.610	0.819	marshal
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	pasar raya
martial	0.480	0.710	0.737	mempertahankan diri
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	martini
martyr	0.281	0.708	0.509	syahid
martyrdom	0.323	0.745	0.442	mati syahid
marvel	0.961	0.755	0.866	kagum
marvellous	0.878	0.809	0.849	luar biasa
marvelous	0.948	0.637	0.778	luar biasa
marvelously	0.968	0.708	0.764	luar biasa
marzipan	0.684	0.380	0.258	marzipan
mascara	0.575	0.450	0.269	maskara
mascot	0.750	0.337	0.337	maskot
masculine	0.653	0.540	0.773	maskulin
masculinity	0.583	0.670	0.851	kejantanan
mash	0.440	0.363	0.283	tumbuk
mashed	0.531	0.337	0.194	tumbuk
mask	0.510	0.490	0.537	topeng
masked	0.375	0.549	0.518	bertopeng
masks	0.510	0.472	0.241	topeng muka
masochism	0.194	0.845	0.483	masokisme
masochist	0.164	0.784	0.353	masokis
mason	0.541	0.442	0.580	tukang batu
masquerade	0.431	0.633	0.446	menyamar
mass	0.458	0.245	0.277	jisim
massacre	0.031	0.887	0.640	pembunuhan beramai-ramai
massage	0.708	0.356	0.413	urut
masses	0.552	0.453	0.473	jisim
masseur	0.622	0.265	0.463	tukang urut
masseuse	0.594	0.373	0.391	tukang urut
massive	0.569	0.660	0.750	besar-besaran
mast	0.542	0.390	0.580	tiang
master	0.694	0.490	0.849	tuan
masterful	0.854	0.510	0.960	mahir
mastermind	0.792	0.625	0.918	dalang
masterpiece	0.926	0.623	0.847	karya agung
mastery	0.755	0.648	0.873	penguasaan
masturbate	0.552	0.926	0.500	melancap
masturbation	0.542	0.961	0.509	melancap
mat	0.459	0.221	0.304	tikar
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	perlawanan
matchbook	0.562	0.391	0.412	buku mancis
matching	0.719	0.735	0.418	sepadan
matchmaker	0.615	0.509	0.519	pencari jodoh
mate	0.847	0.417	0.669	jodoh
material	0.521	0.363	0.439	bahan
materialism	0.220	0.390	0.556	kebendaan
materialist	0.255	0.491	0.504	materialis
materialistic	0.420	0.506	0.589	materialistik
materiality	0.417	0.450	0.636	kebendaan
materialize	0.688	0.596	0.728	menjelma
materially	0.490	0.451	0.670	secara material
materials	0.633	0.361	0.473	bahan
materiel	0.531	0.294	0.417	bahan
maternal	0.847	0.417	0.634	ibu
maternity	0.865	0.480	0.622	bersalin
math	0.417	0.375	0.600	matematik
mathematical	0.620	0.500	0.548	matematik
mathematician	0.541	0.418	0.773	ahli matematik
mathematics	0.438	0.435	0.664	matematik
matinee	0.694	0.578	0.447	pertunjukan malam
mating	0.755	0.840	0.759	mengawan
matriculation	0.622	0.490	0.675	matrikulasi
matrimony	0.850	0.637	0.843	jodoh
matrix	0.551	0.378	0.673	matriks
matron	0.520	0.519	0.555	matron
matted	0.281	0.519	0.393	kusut
matter	0.487	0.353	0.562	perkara
matting	0.479	0.405	0.423	tikar
mattress	0.612	0.255	0.397	tilam
maturation	0.612	0.439	0.698	kematangan
mature	0.625	0.347	0.600	matang
maturity	0.827	0.400	0.806	kematangan
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	makam
mauve	0.533	0.330	0.314	ungu muda
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	maksim
maximize	0.823	0.765	0.792	memaksimumkan
maximum	0.724	0.724	0.852	maksimum
may	0.704	0.273	0.245	mungkin
mayday	0.344	0.643	0.423	mayday
mayflower	0.690	0.463	0.429	bunga maya
mayhem	0.188	0.870	0.364	kekacauan
mayonnaise	0.510	0.320	0.222	mayonis
mayor	0.469	0.481	0.818	Datuk Bandar
maze	0.438	0.608	0.444	labirin
mead	0.667	0.337	0.441	mead
meadow	0.622	0.130	0.382	padang rumput
meager	0.144	0.389	0.281	sedikit
meal	0.833	0.461	0.473	makan
mean	0.440	0.467	0.620	bermakna
meander	0.480	0.443	0.454	berliku-liku
meandering	0.427	0.644	0.539	berliku-liku
meanie	0.388	0.420	0.404	bermakna
meaning	0.663	0.395	0.625	maksudnya
meaningful	0.770	0.500	0.802	bermakna
meaningless	0.156	0.314	0.143	tak bermakna
meanness	0.102	0.694	0.368	keburukan
means	0.615	0.373	0.460	bermakna
meantime	0.432	0.222	0.300	sementara itu
measles	0.092	0.635	0.422	demam campak
measurable	0.604	0.410	0.602	boleh diukur
measure	0.510	0.375	0.365	mengukur
measured	0.542	0.265	0.578	diukur
measurement	0.622	0.418	0.491	pengukuran
measuring	0.448	0.337	0.529	mengukur
measuring cup	0.557	0.343	0.377	cawan penyukat
measuring tape	0.337	0.280	0.327	pita pengukur
meat	0.612	0.421	0.413	daging
meatball	0.612	0.279	0.343	bebola daging
meathead	0.306	0.534	0.490	kepala daging
meatloaf	0.625	0.389	0.375	roti daging
mechanic	0.571	0.433	0.566	mekanik
mechanical	0.479	0.569	0.564	mekanikal
mechanics	0.542	0.500	0.761	mekanik
mechanism	0.573	0.583	0.664	mekanisme
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	pingat
medallion	0.750	0.510	0.710	medali
medallist	0.796	0.821	0.897	pemenang pingat
meddle	0.302	0.770	0.526	campur tangan
meddling	0.245	0.600	0.461	campur tangan
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	medial
median	0.459	0.216	0.375	median
mediate	0.635	0.308	0.654	perantara
mediation	0.661	0.350	0.657	pengantaraan
mediator	0.592	0.438	0.580	pengantara
medic	0.500	0.472	0.585	medik
medical	0.583	0.373	0.616	perubatan
medicate	0.417	0.375	0.546	berubat
medication	0.615	0.439	0.500	ubat-ubatan
medicinal	0.667	0.417	0.614	perubatan
medicine	0.708	0.318	0.679	ubat
medieval	0.560	0.408	0.455	zaman pertengahan
mediocre	0.188	0.481	0.149	biasa-biasa sahaja
mediocrity	0.073	0.398	0.225	biasa-biasa sahaja
meditate	0.812	0.146	0.564	bermeditasi
meditating	0.718	0.185	0.399	bermeditasi
meditation	0.786	0.120	0.478	meditasi
meditative	0.614	0.120	0.454	bermeditasi
mediterranean	0.663	0.454	0.545	mediterania
medium	0.559	0.356	0.358	sederhana
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	lemah lembut
meet	0.760	0.510	0.580	berjumpa
meeting	0.750	0.569	0.613	mesyuarat
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melankolik
melancholy	0.188	0.260	0.237	sayu
melee	0.541	0.704	0.611	huru-hara
mellow	0.633	0.069	0.265	lembut
melodious	0.932	0.530	0.587	merdu
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatik
melody	0.847	0.434	0.405	melodi
melon	0.461	0.231	0.271	tembikai
melt	0.448	0.615	0.312	cair
meltdown	0.629	0.657	0.602	kehancuran
melting	0.592	0.470	0.538	lebur
member	0.698	0.333	0.555	ahli
membership	0.698	0.411	0.778	keahlian
membrane	0.406	0.430	0.418	selaput
memento	0.708	0.360	0.536	kenang-kenangan
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	memoir
memorabilia	0.780	0.412	0.491	kenangan
memorable	0.939	0.510	0.769	diingati
memorandum	0.600	0.500	0.639	memorandum
memorial	0.602	0.304	0.600	peringatan
memorials	0.771	0.333	0.679	peringatan
memories	0.963	0.487	0.510	kenangan
memoriesiwontforget	0.635	0.542	0.455	kenangan tidak akan dilupakan
memorize	0.520	0.451	0.716	hafal
memory	0.792	0.378	0.573	ingatan
menace	0.125	0.894	0.759	ancaman
menacing	0.042	0.880	0.643	mengancam
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	membaiki
mending	0.500	0.633	0.657	membaiki
menial	0.490	0.420	0.352	hina
meningitis	0.104	0.612	0.407	meningitis
meniscus	0.323	0.330	0.453	meniskus
menopause	0.204	0.460	0.306	menopaus
menses	0.163	0.686	0.331	haid
menstrual	0.408	0.519	0.435	haid
mental	0.490	0.490	0.585	mental
mentalhealth	0.562	0.541	0.670	kesihatan mental
mentality	0.711	0.415	0.726	mentaliti
menthol	0.490	0.292	0.433	mentol
mention	0.562	0.365	0.562	menyebut
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	menu
meow	0.510	0.510	0.412	meow
mercantile	0.480	0.490	0.713	barang dagangan
mercenary	0.245	0.837	0.673	upahan
merchandise	0.594	0.460	0.621	barang dagangan
merchant	0.675	0.500	0.620	peniaga
merciful	0.854	0.346	0.500	penyayang
merciless	0.062	0.880	0.634	tanpa belas kasihan
mercurial	0.490	0.546	0.518	merkuri
mercury	0.337	0.312	0.475	merkuri
mercy	0.719	0.229	0.500	belas kasihan
mere	0.396	0.221	0.176	semata-mata
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	bercantum
merger	0.592	0.490	0.642	penggabungan
meridian	0.510	0.324	0.558	meridian
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	merit
meritorious	0.781	0.618	0.855	berjasa
mermaid	0.765	0.623	0.452	ikan duyung
merriment	0.948	0.721	0.632	kemeriahan
merry	0.979	0.731	0.764	meriah
merrychristmas	0.888	0.510	0.536	Selamat Hari Natal
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	mesh
meshes	0.440	0.363	0.362	jerat
mesmerized	0.520	0.552	0.421	terpukau
mess	0.143	0.843	0.273	keadaan huru-hara
message	0.650	0.391	0.415	mesej
messedup	0.333	0.615	0.358	kacau bilau
messenger	0.694	0.434	0.500	utusan
messiah	0.781	0.634	0.800	mesias
messy	0.260	0.635	0.140	berantakan
metabolic	0.408	0.531	0.559	metabolik
metabolism	0.698	0.509	0.555	metabolisme
metal	0.551	0.429	0.547	logam
metallic	0.615	0.330	0.607	logam
metallurgy	0.396	0.509	0.587	metalurgi
metamorphosis	0.541	0.571	0.613	metamorfosis
metaphor	0.562	0.280	0.470	metafora
metaphorical	0.500	0.412	0.480	metafora
metaphysical	0.630	0.573	0.686	metafizik
metaphysics	0.561	0.396	0.588	metafizik
metastasis	0.177	0.646	0.452	metastasis
meteor	0.398	0.714	0.737	meteor
meteoric	0.590	0.802	0.684	meteorik
meteorite	0.385	0.794	0.750	meteorit
meteorological	0.635	0.557	0.556	meteorologi
meteorology	0.630	0.418	0.689	meteorologi
meter	0.438	0.300	0.463	meter
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	metadon
methane	0.290	0.460	0.569	metana
methanol	0.292	0.500	0.570	metanol
method	0.640	0.275	0.698	kaedah
methodical	0.663	0.360	0.745	berkaedah
methodology	0.664	0.327	0.745	metodologi
meticulous	0.555	0.480	0.555	teliti
metime	0.531	0.398	0.417	metime
metric	0.519	0.248	0.573	metrik
metrical	0.521	0.375	0.482	metrik
metrology	0.531	0.432	0.439	metrologi
metropolis	0.656	0.625	0.779	metropolis
metropolitan	0.387	0.408	0.723	metropolitan
mettle	0.667	0.529	0.750	keberanian
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	mezanin
mica	0.531	0.250	0.314	mika
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	mikro
microbe	0.255	0.450	0.340	mikrob
microbiology	0.571	0.378	0.560	mikrobiologi
microchip	0.551	0.358	0.432	cip mikro
microcosm	0.500	0.500	0.520	mikrokosmos
microfilm	0.469	0.352	0.412	mikrofilem
microgram	0.448	0.286	0.355	mikrogram
micrometer	0.573	0.358	0.394	mikrometer
micron	0.375	0.291	0.315	mikron
microphone	0.551	0.431	0.462	mikrofon
microscope	0.531	0.330	0.464	mikroskop
microscopic	0.360	0.327	0.433	mikroskopik
microscopically	0.623	0.370	0.412	secara mikroskopik
microscopy	0.500	0.339	0.455	mikroskop
microwave	0.542	0.497	0.443	gelombang mikro
mid	0.500	0.315	0.356	pertengahan
midair	0.633	0.413	0.455	di udara
midday	0.658	0.250	0.403	tengah hari
middle	0.458	0.157	0.300	tengah
middleman	0.500	0.404	0.452	orang tengah
middleweight	0.510	0.302	0.428	kelas menengah
midget	0.396	0.295	0.254	cebol
midland	0.521	0.402	0.456	tanah tengah
midlife	0.594	0.244	0.473	pertengahan umur
midline	0.332	0.224	0.330	garis tengah
midnight	0.562	0.470	0.545	tengah malam
midshipman	0.469	0.615	0.785	orang tengah kapal
midst	0.324	0.275	0.296	tengah
midsummer	0.781	0.480	0.492	pertengahan musim panas
midterm	0.427	0.337	0.425	semester pertengahan
midtown	0.479	0.442	0.538	tengah bandar
midway	0.459	0.316	0.304	tengah jalan
midwife	0.531	0.570	0.453	bidan
midwifery	0.510	0.570	0.459	perbidanan
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	geram
mighty	0.855	0.837	0.936	besar
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migrain
migrate	0.415	0.580	0.454	berhijrah
migration	0.492	0.731	0.566	penghijrahan
migratory	0.448	0.521	0.491	berhijrah
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	ringan
mildew	0.344	0.250	0.241	cendawan
mildness	0.827	0.226	0.311	kelembutan
mile	0.521	0.417	0.456	Batu
mileage	0.510	0.458	0.562	jarak tempuh
milestone	0.719	0.373	0.558	peristiwa penting
militant	0.418	0.667	0.750	militan
militants	0.260	0.673	0.652	militan
military	0.396	0.710	0.875	tentera
militia	0.396	0.729	0.769	militia
milk	0.817	0.270	0.327	susu
milkman	0.750	0.380	0.304	tukang susu
milkshake	0.796	0.521	0.330	susu kocak
milky	0.517	0.283	0.311	bersusu
mill	0.531	0.382	0.347	kilang
millennium	0.573	0.398	0.760	alaf
milligram	0.429	0.217	0.302	miligram
millimeter	0.427	0.177	0.360	milimeter
million	0.776	0.647	0.812	juta
millionaire	0.917	0.755	0.850	jutawan
millionth	0.635	0.528	0.611	kesejuta
millstone	0.510	0.433	0.492	batu kilangan
mime	0.455	0.235	0.302	mime
mimic	0.557	0.587	0.391	meniru
mimicking	0.316	0.433	0.364	mengajuk
mimicry	0.420	0.337	0.472	meniru
mince	0.417	0.529	0.378	cincang
mincemeat	0.396	0.435	0.358	daging cincang
mind	0.650	0.388	0.627	fikiran
minded	0.656	0.394	0.627	berfikiran
mindful	0.765	0.450	0.725	beringat
mindfulness	0.729	0.635	0.745	kesedaran
mindless	0.184	0.333	0.153	tidak berakal
mine	0.688	0.418	0.578	saya
minefield	0.188	0.839	0.684	padang lombong
miner	0.408	0.594	0.644	pelombong
mineral	0.519	0.287	0.605	galian
mineralogy	0.551	0.408	0.545	mineralogi
mingle	0.561	0.480	0.434	bergaul
mingled	0.521	0.392	0.357	bercampur baur
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniatur
minibus	0.439	0.390	0.428	bas mini
minim	0.518	0.208	0.138	minima
minimal	0.448	0.147	0.206	yang minimum
minimize	0.360	0.236	0.311	meminimumkan
minimized	0.458	0.137	0.208	diminimumkan
minimum	0.380	0.198	0.194	minimum
mining	0.633	0.598	0.554	perlombongan
minion	0.490	0.430	0.167	minion
minister	0.547	0.441	0.892	Menteri
ministerial	0.571	0.519	0.660	kementerian
ministry	0.510	0.346	0.717	kementerian
minivan	0.592	0.356	0.452	van mini
mink	0.560	0.515	0.430	cerpelai
minnow	0.541	0.367	0.364	ikan kecil
minor	0.250	0.235	0.175	bawah umur
minority	0.310	0.332	0.211	minoriti
minstrel	0.458	0.541	0.397	penyanyi
mint	0.688	0.221	0.345	pudina
minty	0.635	0.292	0.361	pudina
minuscule	0.396	0.286	0.214	kecil sekali
minute	0.582	0.279	0.356	minit
minutiae	0.323	0.257	0.316	perkara kecil
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	keajaiban
miracles	0.922	0.735	0.692	keajaiban
miraculous	0.875	0.706	0.812	ajaib
mirage	0.546	0.487	0.562	fatamorgana
mire	0.344	0.376	0.298	lumpur
mirror	0.677	0.310	0.438	cermin
mirth	0.888	0.640	0.608	kegembiraan
misappropriation	0.097	0.831	0.500	penyelewengan
misbehave	0.020	0.847	0.304	salah laku
misbehavior	0.031	0.704	0.269	salah laku
miscalculation	0.177	0.490	0.353	salah kira
miscarriage	0.042	0.781	0.312	keguguran
miscellaneous	0.531	0.321	0.196	macam-macam
miscellany	0.500	0.412	0.384	pelbagai
mischief	0.385	0.834	0.292	kenakalan
mischievous	0.439	0.804	0.472	nakal
misconception	0.210	0.557	0.291	salah faham
misconduct	0.061	0.667	0.304	salah laku
misdemeanor	0.210	0.640	0.364	salah laku
misdirection	0.131	0.710	0.281	salah arah
miser	0.208	0.633	0.311	kikir
miserable	0.062	0.461	0.188	sengsara
miserably	0.280	0.545	0.150	dengan sengsara
misery	0.146	0.378	0.158	kesengsaraan
misfire	0.153	0.453	0.200	salah tembak
misfit	0.173	0.500	0.393	tidak sesuai
misfortune	0.094	0.780	0.311	musibah
misguided	0.280	0.531	0.259	sesat
mishap	0.071	0.654	0.227	kemalangan
misinformed	0.156	0.567	0.250	salah maklum
misinterpretation	0.112	0.556	0.360	salah tafsir
mislead	0.167	0.765	0.412	menyesatkan
misleading	0.070	0.660	0.272	mengelirukan
misled	0.177	0.606	0.353	tersesat
mismanagement	0.094	0.520	0.295	salah urus
mismatch	0.250	0.459	0.282	tidak sepadan
mismatched	0.250	0.557	0.302	tidak sepadan
misnomer	0.296	0.528	0.284	salah nama
misplace	0.229	0.461	0.191	silap tempat
misplaced	0.247	0.450	0.324	tersalah letak
misread	0.115	0.558	0.315	salah membaca
misrepresent	0.198	0.542	0.418	salah nyata
misrepresentation	0.323	0.618	0.518	salah nyata
misrepresented	0.042	0.519	0.466	salah nyata
miss	0.573	0.490	0.408	rindu
missile	0.240	0.830	0.764	peluru berpandu
missiles	0.070	0.922	0.830	peluru berpandu
missing	0.306	0.418	0.222	hilang
missingyou	0.260	0.471	0.377	rindu awak
mission	0.765	0.633	0.870	misi
missionary	0.729	0.404	0.596	mubaligh
misspell	0.292	0.423	0.281	salah eja
misstatement	0.302	0.547	0.221	salah nyata
missy	0.521	0.480	0.333	rindu
mist	0.375	0.194	0.221	kabus
mistake	0.208	0.585	0.102	kesilapan
mistaken	0.131	0.630	0.212	tersilap
mister	0.604	0.406	0.663	tuan
mistletoe	0.542	0.470	0.324	mistletoe
mistreated	0.010	0.792	0.200	dizalimi
mistress	0.630	0.796	0.694	perempuan simpanan
mistrial	0.427	0.539	0.536	kesalahan
mistrust	0.135	0.657	0.231	ketidakpercayaan
misty	0.427	0.451	0.278	berkabus
misunderstand	0.177	0.548	0.382	salah faham
misunderstanding	0.112	0.618	0.284	salah faham
misunderstood	0.177	0.625	0.309	salah faham
misuse	0.083	0.560	0.196	salah guna
mite	0.290	0.584	0.271	hama
miter	0.458	0.500	0.414	mitra
mitigate	0.506	0.427	0.456	mengurangkan
mitigating	0.551	0.520	0.600	mengurangkan
mitigation	0.448	0.527	0.423	mitigasi
mitt	0.406	0.183	0.264	sarung tangan
mitten	0.531	0.330	0.408	sarung tangan
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	campurkan
mixed	0.510	0.346	0.444	bercampur-campur
mixedemotions	0.440	0.673	0.430	bercampur baur
mixer	0.562	0.500	0.556	pengadun
mixture	0.546	0.360	0.481	campuran
mnemonic	0.531	0.480	0.452	mnemonik
moan	0.357	0.735	0.352	mengerang
moat	0.398	0.380	0.314	parit
mob	0.296	0.788	0.567	perusuh
mobile	0.615	0.569	0.481	mudah alih
mobility	0.700	0.596	0.654	mobiliti
mobilization	0.688	0.720	0.787	mobilisasi
mobilize	0.604	0.684	0.727	menggerakkan
mobster	0.188	0.870	0.638	perompak
mocha	0.500	0.396	0.311	mocha
mock	0.360	0.606	0.618	mengejek
mocked	0.225	0.746	0.204	diejek
mockery	0.094	0.806	0.181	ejekan
mocking	0.082	0.755	0.394	mengejek
mockingbird	0.513	0.337	0.423	mockingbird
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modal
modality	0.633	0.404	0.527	modaliti
mode	0.531	0.185	0.367	mod
model	0.607	0.388	0.723	model
modeler	0.500	0.510	0.730	pemodel
modeling	0.684	0.404	0.490	pemodelan
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	sederhana
moderate anticipation	0.667	0.451	0.574	jangkaan sederhana
moderate disgust	0.229	0.558	0.381	jijik sederhana
moderate negative	0.177	0.500	0.306	negatif sederhana
moderate positive	0.896	0.453	0.753	positif sederhana
moderate surprise	0.776	0.663	0.637	kejutan sederhana
moderate trust	0.677	0.350	0.773	amanah sederhana
moderately	0.604	0.264	0.500	secara sederhana
moderating	0.667	0.402	0.783	menyederhanakan
moderation	0.531	0.240	0.453	kesederhanaan
moderator	0.519	0.354	0.802	moderator
modern	0.855	0.423	0.691	moden
