English Word	Valence	Arousal	Dominance	Polish Word
idleness	0.308	0.330	0.228	bezczynność
idler	0.200	0.304	0.194	koło pasowe luźne
idol	0.684	0.805	0.853	idol
idolatry	0.365	0.571	0.625	bałwochwalstwo
idolizing	0.676	0.712	0.643	idolizując
idyllic	0.571	0.394	0.593	idylliczny
iffy	0.380	0.442	0.333	niepewny
ifonly	0.406	0.250	0.255	gdyby tylko
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	ogniowy
ignite	0.458	0.785	0.675	zapalać
ignition	0.365	0.720	0.657	zapłon
ignorance	0.153	0.417	0.209	ignorancja
ignorant	0.102	0.461	0.223	nieświadomy
ignore	0.146	0.230	0.295	ignorować
iguana	0.521	0.235	0.291	legwan
ihatespiders	0.245	0.611	0.420	Nienawidzę pająków
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	chory
illegal	0.061	0.787	0.337	nielegalny
illegality	0.094	0.635	0.427	nielegalność
illegally	0.133	0.788	0.402	nielegalnie
illegible	0.296	0.490	0.315	nieczytelny
illegitimate	0.184	0.644	0.302	nieślubny
illicit	0.188	0.794	0.390	nielegalny
illiterate	0.120	0.410	0.151	analfabeta
illness	0.098	0.717	0.211	choroba
illogical	0.208	0.630	0.251	nielogiczny
illuminate	0.905	0.646	0.782	oświetlać
illuminating	0.949	0.613	0.773	świetlny
illumination	0.760	0.588	0.537	oświetlenie
illuminator	0.770	0.566	0.718	iluminator
illusion	0.562	0.490	0.387	iluzja
illustrate	0.750	0.430	0.690	zilustrować
illustration	0.740	0.441	0.640	ilustracja
illustrative	0.771	0.452	0.647	ilustracyjny
illustrious	0.673	0.550	0.741	znakomity
ilovechristmas	0.885	0.590	0.525	kocham święta
iloveher	0.750	0.519	0.556	kocham ją
image	0.653	0.241	0.453	obraz
imagery	0.653	0.327	0.390	obrazowość
imaginable	0.613	0.529	0.596	wyobrażalny
imaginary	0.560	0.424	0.310	wyimaginowany
imagination	0.802	0.491	0.547	wyobraźnia
imaginative	0.780	0.541	0.593	obdarzony wyobraźnią
imagine	0.759	0.480	0.587	wyobrażać sobie
imagined	0.656	0.412	0.418	wyobrażony
imaging	0.724	0.394	0.482	obrazowanie
imagining	0.765	0.458	0.545	wyobrażanie sobie
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	brak równowagi
imbecile	0.082	0.569	0.260	imbecyl
imbedded	0.406	0.580	0.562	osadzony
imissyou	0.480	0.608	0.344	tęsknię za Tobą
imitate	0.469	0.561	0.336	naśladować
imitated	0.333	0.391	0.442	naśladować
imitation	0.406	0.592	0.343	imitacja
immaculate	0.698	0.330	0.688	nieskazitelny
immaterial	0.296	0.309	0.295	niematerialny
immature	0.114	0.500	0.200	niedojrzały
immaturity	0.146	0.567	0.221	niedojrzałość
immeasurable	0.510	0.539	0.712	niezmierzony
immeasurably	0.510	0.640	0.680	bezmiernie
immediacy	0.635	0.630	0.627	bezpośredniość
immediate	0.656	0.548	0.716	natychmiastowy
immediately	0.552	0.780	0.707	od razu
immemorial	0.327	0.469	0.454	odwieczny
immense	0.755	0.750	0.811	ogromny
immerse	0.510	0.577	0.509	zanurzać
immersion	0.510	0.556	0.564	zanurzenie
immigrant	0.357	0.663	0.509	imigrant
immigration	0.390	0.667	0.454	imigracja
imminent	0.490	0.784	0.643	nadciągający
immobile	0.225	0.217	0.298	nieruchomy
immoral	0.143	0.622	0.385	niemoralny
immorality	0.188	0.689	0.315	niemoralność
immortal	0.812	0.750	0.795	nieśmiertelny
immortality	0.688	0.635	0.861	nieśmiertelność
immovable	0.480	0.310	0.571	nieruchomy
immune	0.629	0.472	0.780	odporny
immunity	0.633	0.316	0.786	odporność
immunization	0.667	0.510	0.733	immunizacja
immutable	0.427	0.431	0.571	niezmienny
imp	0.350	0.448	0.420	chochlik
impact	0.469	0.884	0.776	uderzenie
impair	0.153	0.500	0.360	osłabiać
impaired	0.130	0.459	0.269	upośledzony
impairment	0.170	0.571	0.220	osłabienie
impart	0.521	0.441	0.694	dodawać
impartial	0.531	0.406	0.685	bezstronny
impartiality	0.622	0.394	0.616	bezstronność
impassable	0.342	0.458	0.553	nieprzekraczalny
impassioned	0.740	0.780	0.802	namiętny
impatience	0.278	0.780	0.411	niecierpliwość
impatient	0.250	0.708	0.429	Jestem cierpliwy
impatiently	0.194	0.750	0.539	niecierpliwie
impeach	0.208	0.776	0.664	zakwestionować
impeachment	0.163	0.735	0.694	postawienie urzędnika państwowego w stan oskarżenia
impeccable	0.833	0.370	0.824	bez zarzutu
impede	0.271	0.510	0.604	utrudniać
impediment	0.163	0.600	0.409	utrudnienie
impelled	0.604	0.741	0.690	przymuszony
impending	0.480	0.735	0.752	bliski
impenetrable	0.531	0.577	0.839	niedostępny
imperative	0.625	0.647	0.708	tryb rozkazujący
imperceptible	0.378	0.490	0.548	niedostrzegalny
imperfect	0.173	0.527	0.202	niedoskonały
imperfection	0.190	0.567	0.321	niedoskonałość
imperfectly	0.297	0.481	0.330	niedoskonale
imperial	0.669	0.646	0.922	cesarski
imperialist	0.284	0.786	0.833	imperialistyczny
impermeable	0.510	0.308	0.558	nieprzepuszczalny
impermissible	0.188	0.464	0.352	niedopuszczalny
impersonal	0.316	0.356	0.472	bezosobowy
impersonate	0.510	0.632	0.591	podszywać się
impersonation	0.375	0.618	0.528	personifikacja
impersonator	0.469	0.586	0.406	odtwórca
impertinence	0.170	0.653	0.420	zuchwalstwo
impertinent	0.219	0.826	0.373	impertynencki
impervious	0.582	0.408	0.536	nieprzepuszczalny
impetuous	0.602	0.814	0.712	porywczy
impetus	0.521	0.740	0.635	impet
implacable	0.569	0.663	0.830	nieubłagany
implant	0.429	0.510	0.588	wszczepiać
implantation	0.396	0.604	0.741	implantacja
implanted	0.347	0.500	0.679	wszczepiony
implement	0.720	0.573	0.792	wprowadzić w życie
implicate	0.250	0.670	0.434	wplątać
implicated	0.354	0.673	0.438	zamieszany
implication	0.337	0.528	0.690	implikacja
implied	0.327	0.530	0.481	ukryty
implore	0.396	0.650	0.377	błagać
implosion	0.412	0.724	0.547	implozja
imply	0.542	0.670	0.533	sugerować
impolite	0.167	0.590	0.282	nieuprzejmy
import	0.615	0.480	0.623	import
importance	0.750	0.580	0.864	znaczenie
important	0.827	0.630	0.836	ważny
importation	0.625	0.500	0.733	przywóz
impose	0.503	0.721	0.745	narzucać
imposing	0.392	0.731	0.836	imponujący
imposition	0.357	0.604	0.618	nakładanie
impossibility	0.170	0.625	0.306	niemożliwość
impossible	0.153	0.510	0.407	niemożliwy
impostor	0.135	0.704	0.442	oszust
impotence	0.198	0.689	0.224	impotencja
impotent	0.146	0.587	0.333	bezsilny
impound	0.230	0.587	0.583	zająć własność
impoverished	0.125	0.311	0.203	zubożały
impracticable	0.398	0.549	0.381	niewykonalny
impractical	0.160	0.373	0.291	niepraktyczny
impregnable	0.378	0.549	0.667	nie do zdobycia
impregnate	0.510	0.721	0.655	impregnować
impress	0.816	0.744	0.895	imponować
impressed	0.806	0.770	0.429	pod wrażeniem
impression	0.684	0.557	0.577	wrażenie
impressionable	0.827	0.720	0.645	sugestywny
impressive	0.781	0.830	0.873	imponujący
imprint	0.615	0.574	0.685	odcisk
imprison	0.112	0.829	0.545	uwięzić
imprisoned	0.032	0.717	0.302	uwięziony
imprisonment	0.133	0.630	0.471	uwięzienie
improbable	0.097	0.412	0.439	nieprawdopodobny
impromptu	0.541	0.729	0.415	zaimprowizowany
improper	0.229	0.520	0.259	niewłaściwy
impropriety	0.133	0.591	0.389	niewłaściwość
improve	0.833	0.528	0.815	poprawić
improved	0.919	0.480	0.679	ulepszony
improvement	0.786	0.500	0.611	poprawa
improves	0.929	0.625	0.727	poprawia
improving	0.911	0.510	0.682	poprawa
improvisation	0.631	0.812	0.529	improwizacja
improvise	0.646	0.650	0.519	improwizować
improvised	0.610	0.673	0.443	zaimprowizowany
imprudent	0.170	0.676	0.265	nieroztropny
impudence	0.214	0.500	0.472	bezczelność
impudent	0.302	0.604	0.462	bezczelny
impulse	0.530	0.840	0.611	impuls
impulsive	0.365	0.864	0.607	impulsywny
impunity	0.313	0.721	0.602	bezkarność
impure	0.260	0.560	0.208	zanieczyszczony
impurity	0.173	0.546	0.306	zanieczyszczenie
imputation	0.333	0.654	0.621	przypisanie
imtryingtosleep	0.438	0.363	0.385	próbuję zasnąć
inability	0.150	0.529	0.250	niemożność
inaccessible	0.083	0.585	0.446	niedostępny
inaccurate	0.135	0.450	0.250	niedokładny
inaction	0.323	0.225	0.325	bezczynność
inactivate	0.245	0.240	0.415	unieczynnić
inactivation	0.198	0.260	0.220	dezaktywacja
inactive	0.271	0.167	0.159	nieaktywny
inactivity	0.135	0.143	0.227	bezczynność
inadequacy	0.286	0.500	0.297	nieodpowiedniość
inadequate	0.122	0.450	0.223	niewystarczający
inadequateness	0.240	0.529	0.316	nieadekwatność
inadmissible	0.188	0.636	0.389	niedopuszczalny
inadvertent	0.365	0.368	0.286	nieumyślny
inadvertently	0.302	0.541	0.549	nieumyślnie
inaffable	0.388	0.518	0.455	nieuprzejmy
inalienable	0.437	0.459	0.608	niezbywalny
inane	0.271	0.350	0.268	głupkowaty
inanimate	0.281	0.143	0.224	nieożywiony
inapplicable	0.281	0.402	0.330	nieodpowiedni
inappropriate	0.135	0.542	0.353	nieodpowiedni
inattention	0.208	0.433	0.188	nieuwaga
inaudible	0.280	0.398	0.358	niesłyszalny
inaugural	0.684	0.567	0.608	inauguracyjny
inaugurate	0.781	0.582	0.800	zainaugurować
inauguration	0.847	0.712	0.769	inauguracja
inborn	0.590	0.288	0.546	wrodzony
inbound	0.531	0.388	0.538	przychodzące
inbred	0.397	0.520	0.473	wsobny
incalculable	0.449	0.620	0.679	nieobliczalny
incandescent	0.354	0.612	0.621	rozżarzony
incantation	0.439	0.632	0.548	zaklęcie
incapable	0.156	0.529	0.155	niezdolny
incapacity	0.052	0.500	0.217	nieudolność
incarceration	0.100	0.800	0.397	uwięzienie
incarnate	0.552	0.651	0.593	wcielony
incase	0.580	0.196	0.365	w razie
incendiary	0.281	0.810	0.598	zapalający
incense	0.698	0.275	0.328	kadzidło
incensed	0.338	0.643	0.392	rozwścieczony
incentive	0.812	0.618	0.718	zachęta
inception	0.604	0.425	0.561	początek
incessant	0.438	0.760	0.544	nieustanny
incessantly	0.417	0.765	0.606	nieustannie
incest	0.073	0.853	0.491	kazirodztwo
incestuous	0.188	0.736	0.442	kazirodczy
inch	0.481	0.327	0.300	cal
incidence	0.417	0.527	0.429	zakres
incident	0.084	0.662	0.482	incydent
incidental	0.281	0.610	0.404	przypadkowy
incidentally	0.479	0.500	0.500	nawiasem mówiąc
incineration	0.229	0.787	0.470	spopielanie
incinerator	0.250	0.643	0.591	krematorium
incipient	0.442	0.382	0.430	w początkowym stadium
incision	0.240	0.663	0.558	nacięcie
incisive	0.380	0.602	0.545	zjadliwy
incite	0.449	0.736	0.642	nawoływać
incitement	0.302	0.943	0.598	podżeganie
inclement	0.260	0.676	0.616	surowy
inclination	0.378	0.490	0.538	nachylenie
incline	0.490	0.423	0.345	skłonić
inclined	0.469	0.347	0.402	skłonny
include	0.729	0.449	0.702	włączać
included	0.760	0.402	0.570	w zestawie
including	0.700	0.378	0.518	włącznie z
inclusion	0.774	0.404	0.712	włączenie
inclusive	0.604	0.420	0.564	włącznie
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	niespójny
income	0.750	0.510	0.728	dochód
incoming	0.660	0.509	0.596	przychodzący
incomparable	0.625	0.577	0.670	niezrównany
incompatible	0.196	0.500	0.310	niekompatybilny
incompetence	0.077	0.551	0.208	niekompetencja
incompetent	0.133	0.566	0.239	niekompetentny
incomplete	0.153	0.370	0.205	niekompletny
incompletely	0.344	0.442	0.232	niezupełnie
incompleteness	0.271	0.451	0.234	niekompletność
incomprehensible	0.250	0.550	0.344	niezrozumiały
inconceivable	0.198	0.552	0.561	niepojęty
inconclusive	0.153	0.442	0.340	nieprzekonywający
incongruous	0.177	0.504	0.343	absurdalny
inconsequential	0.250	0.480	0.345	niekonsekwentny
inconsiderate	0.224	0.519	0.423	nieuprzejmy
inconsistency	0.125	0.480	0.314	niezgodność
inconsistent	0.271	0.431	0.295	niespójny
inconspicuous	0.604	0.214	0.368	niepozorny
incontinence	0.150	0.598	0.272	niemożność utrzymania
inconvenience	0.063	0.667	0.291	niedogodność
inconvenient	0.224	0.610	0.375	niewygodny
incorporate	0.745	0.612	0.571	włączać
incorporation	0.573	0.404	0.768	włączenie
incorrect	0.140	0.569	0.255	błędny
incorrigible	0.130	0.667	0.500	niepoprawny
increase	0.810	0.657	0.886	zwiększać
increased	0.684	0.660	0.773	zwiększony
incredible	0.857	0.796	0.902	niesamowite
incredulous	0.286	0.510	0.269	niedowierzający
increment	0.684	0.637	0.750	przyrost
incriminate	0.188	0.810	0.416	obwiniać
incriminating	0.133	0.788	0.500	obciążające
incrimination	0.152	0.865	0.545	obwinienie
incubation	0.461	0.490	0.397	inkubacja
incubator	0.510	0.435	0.405	inkubator
incubus	0.458	0.529	0.482	zmora
incumbent	0.396	0.540	0.565	beneficjant
incur	0.312	0.667	0.495	ponieść
incurable	0.104	0.667	0.255	nieuleczalny
incursion	0.552	0.830	0.719	najazd
indebted	0.138	0.698	0.275	wdzięczny
indecency	0.135	0.670	0.491	nieprzyzwoitość
indecent	0.083	0.683	0.240	nieprzyzwoity
indecision	0.184	0.480	0.196	niezdecydowanie
indecisive	0.271	0.420	0.190	niezdecydowany
indefensible	0.173	0.647	0.484	nie do obrony
indefinite	0.448	0.292	0.296	nieokreślony
indelible	0.490	0.337	0.591	niezatarty
indemnification	0.521	0.490	0.770	odszkodowanie
indemnify	0.449	0.548	0.613	wynagradzać
indemnity	0.470	0.607	0.692	odszkodowanie
indent	0.479	0.346	0.379	akapit
indentation	0.374	0.500	0.349	wcięcie
indenture	0.434	0.382	0.636	umowa obustronna
independence	0.896	0.663	0.911	niezależność
independent	0.885	0.440	0.872	niezależny
indescribable	0.448	0.529	0.648	nie do opisania
indestructible	0.772	0.731	0.853	niezniszczalna
indeterminate	0.360	0.402	0.322	nieokreślony
index	0.448	0.268	0.342	indeks
indicate	0.594	0.350	0.676	wskazać
indicating	0.745	0.339	0.555	wskazując
indication	0.719	0.432	0.750	wskazanie
indicative	0.510	0.510	0.591	orientacyjny
indicator	0.573	0.451	0.670	wskaźnik
indice	0.469	0.377	0.541	indeks
indict	0.188	0.731	0.458	oskarżać
indictment	0.245	0.745	0.577	akt oskarżenia
indie	0.479	0.368	0.430	Indie
indifference	0.265	0.417	0.299	obojętność
indifferent	0.396	0.157	0.250	obojętny
indigenous	0.500	0.509	0.552	rdzenny
indigent	0.156	0.481	0.223	biedny
indigestion	0.204	0.610	0.182	niestrawność
indignant	0.260	0.600	0.423	oburzony
indignation	0.173	0.778	0.431	oburzenie
indignity	0.167	0.500	0.306	poniżenie
indigo	0.514	0.365	0.473	indygo
indirect	0.385	0.402	0.330	pośredni
indiscreet	0.177	0.587	0.342	niedyskretny
indiscretion	0.265	0.637	0.390	niedyskrecja
indispensable	0.710	0.449	0.802	niezbędny
indisposed	0.122	0.519	0.206	niedysponowany
indistinct	0.255	0.340	0.360	niewyraźny
indistinguishable	0.346	0.458	0.548	nie do odróżnienia
individual	0.627	0.327	0.533	indywidualny
individuality	0.612	0.469	0.527	indywidualność
indivisible	0.646	0.398	0.580	niepodzielny
indoctrination	0.327	0.657	0.698	indoktrynacja
indolent	0.177	0.381	0.259	leniwy
indomitable	0.458	0.800	0.830	nieposkromiony
indoor	0.615	0.245	0.347	wnętrz
induce	0.257	0.606	0.684	spowodować
induced	0.397	0.471	0.491	wywołany
inducement	0.647	0.765	0.685	nakłanianie
induction	0.392	0.593	0.627	wprowadzenie
indulge	0.833	0.716	0.669	pobłażać
indulgence	0.479	0.490	0.517	wyrozumiałość
indulgent	0.560	0.481	0.529	pobłażliwy
industrial	0.469	0.600	0.875	przemysłowy
industrialist	0.562	0.633	0.843	przemysłowiec
industrious	0.720	0.537	0.791	pracowity
industry	0.650	0.447	0.836	przemysł
ineffable	0.551	0.577	0.585	niewypowiedziany
ineffective	0.093	0.422	0.094	nieskuteczny
ineffectual	0.163	0.412	0.200	nieudolny
inefficiency	0.092	0.466	0.181	nieskuteczność
inefficient	0.190	0.460	0.173	nieskuteczny
inelastic	0.396	0.426	0.385	nieelastyczny
ineligible	0.143	0.377	0.457	którego nie można wybrać
inept	0.156	0.418	0.209	niedorzeczny
ineptitude	0.177	0.471	0.250	niestosowność
inequality	0.122	0.575	0.259	nierówność
inequitable	0.281	0.519	0.373	niesprawiedliwy
inert	0.323	0.180	0.319	obojętny
inertia	0.344	0.288	0.322	bezwładność
inevitable	0.316	0.419	0.623	nieunikniony
inexact	0.153	0.459	0.170	niedokładny
inexcusable	0.271	0.582	0.546	niewybaczalny
inexhaustible	0.602	0.541	0.643	niewyczerpany
inexpensive	0.694	0.414	0.260	niedrogi
inexperience	0.208	0.614	0.151	brak doświadczenia
inexperienced	0.281	0.473	0.231	niedoświadczony
inexplicable	0.224	0.635	0.443	niewytłumaczalny
inexpressible	0.198	0.608	0.364	niewyrażalny
infallibility	0.583	0.663	0.764	nieomylność
infallible	0.776	0.687	0.809	nieomylny
infamous	0.146	0.580	0.472	niesławny
infamy	0.177	0.676	0.421	hańba
infancy	0.750	0.399	0.370	dzieciństwo
infant	0.802	0.431	0.328	Dziecko
infanticide	0.167	0.856	0.443	dzieciobójca
infantile	0.604	0.382	0.259	infantylny
infantry	0.531	0.684	0.791	piechota
infarct	0.080	0.846	0.386	zawał
infatuated	0.729	0.764	0.417	zakochany
infatuation	0.844	0.745	0.530	zaślepienie
infeasible	0.245	0.472	0.236	niewykonalne
infect	0.102	0.777	0.424	infekować
infection	0.083	0.735	0.407	infekcja
infectious	0.142	0.760	0.422	zakaźny
infer	0.449	0.490	0.453	wywnioskować
inference	0.359	0.479	0.398	wnioskowanie
inferential	0.426	0.451	0.455	wnioskowania
inferior	0.260	0.254	0.106	gorszy
inferiority	0.177	0.430	0.205	niższość
infernal	0.083	0.837	0.571	piekielny
inferno	0.051	0.857	0.463	piekło
infertile	0.274	0.458	0.255	niepłodny
infertility	0.170	0.664	0.328	bezpłodność
infestation	0.256	0.776	0.527	plaga
infidel	0.177	0.740	0.404	niewierny
infidelity	0.062	0.777	0.392	niewierność
infield	0.510	0.571	0.438	pole bramkowe
infiltrate	0.408	0.745	0.587	infiltrować
infiltration	0.265	0.792	0.536	infiltracja
infinite	0.724	0.583	0.735	nieskończony
infinitely	0.688	0.643	0.829	nieskończenie
infinitesimal	0.388	0.472	0.496	nieskończenie mały
infinity	0.516	0.459	0.805	nieskończoność
infirm	0.115	0.521	0.210	niedołężny
infirmary	0.500	0.438	0.517	szpital
infirmity	0.094	0.482	0.252	niemoc
inflammation	0.146	0.765	0.423	zapalenie
inflammatory	0.177	0.642	0.404	zapalny
inflatable	0.510	0.510	0.400	nadmuchiwane
inflate	0.305	0.569	0.462	nadmuchać
inflated	0.303	0.431	0.617	nadmuchany
inflation	0.219	0.792	0.508	inflacja
inflection	0.385	0.635	0.377	przegięcie
inflict	0.167	0.760	0.609	zadać
infliction	0.302	0.722	0.571	zadanie
inflorescence	0.459	0.344	0.412	kwiatostan
influence	0.622	0.663	0.824	wpływ
influential	0.899	0.688	0.944	wpływowy
influenza	0.271	0.718	0.321	grypa
influx	0.622	0.635	0.575	napływ
info	0.750	0.330	0.642	informacje
infomercial	0.427	0.462	0.555	inforeklama
inform	0.723	0.582	0.679	poinformować
informal	0.480	0.398	0.441	nieformalny
informant	0.604	0.612	0.719	informator
information	0.765	0.370	0.711	Informacja
informative	0.812	0.419	0.741	informacyjny
informed	0.543	0.298	0.617	powiadomiony
informer	0.521	0.578	0.580	informator
infraction	0.245	0.660	0.471	naruszenie
infrared	0.469	0.588	0.526	podczerwień
infrastructure	0.604	0.460	0.694	infrastruktura
infrequent	0.312	0.377	0.192	nieczęsty
infrequently	0.204	0.250	0.327	nieczęsto
infringement	0.153	0.800	0.481	naruszenie
infuriate	0.102	0.934	0.596	rozwścieczyć
infuriated	0.073	0.930	0.510	wściekły
infuriates	0.135	0.913	0.627	wkurza
infuriating	0.139	0.870	0.509	doprowadzający do wściekłości
infuse	0.380	0.705	0.589	zaparzać
infused	0.385	0.473	0.546	napar
infuser	0.469	0.433	0.536	zaparzacz
infusion	0.583	0.365	0.453	napar
ingenious	0.760	0.690	0.891	pomysłowy
ingenuity	0.708	0.590	0.868	pomysłowość
ingest	0.510	0.559	0.473	łykać
ingestion	0.429	0.612	0.512	przyjmowanie pokarmu
ingot	0.688	0.444	0.615	wlewek
ingrained	0.531	0.490	0.712	zakorzeniony
ingrate	0.235	0.606	0.327	niewdzięczny
ingredient	0.792	0.373	0.451	składnik
ingress	0.601	0.366	0.736	ingres
inhabit	0.656	0.378	0.556	zamieszkać
inhabitant	0.604	0.356	0.519	mieszkaniec
inhabited	0.667	0.361	0.510	zamieszkany
inhabiting	0.458	0.440	0.598	zamieszkać
inhalation	0.510	0.613	0.464	inhalacja
inhale	0.427	0.340	0.492	wdychać
inhaler	0.408	0.500	0.349	inhalator
inherent	0.562	0.439	0.480	nieodłączny
inherit	0.745	0.546	0.694	dziedziczyć
inheritance	0.900	0.565	0.798	dziedzictwo
inhibit	0.167	0.479	0.447	hamować
inhibition	0.265	0.392	0.534	zahamowanie
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	nieprzyjazny
inhuman	0.107	0.660	0.492	nieludzki
inhumane	0.104	0.587	0.402	niehumanitarny
inhumanity	0.143	0.540	0.405	nieludzkość
inimaginable	0.542	0.636	0.534	niewyobrażalne
inimical	0.260	0.823	0.556	wrogi
inimitable	0.571	0.413	0.790	nie do naśladowania
iniquity	0.219	0.567	0.425	niesprawiedliwość
initial	0.583	0.314	0.539	Inicjał
initiate	0.719	0.480	0.553	zainicjować
initiated	0.760	0.490	0.650	zapoczątkowany
initiation	0.698	0.529	0.527	inicjacja
initiative	0.833	0.615	0.768	inicjatywa
inject	0.406	0.735	0.596	wstrzykiwać
injection	0.281	0.741	0.518	zastrzyk
injunction	0.281	0.422	0.519	nakaz
injure	0.177	0.710	0.364	zranić
injured	0.083	0.680	0.302	ranny
injuring	0.073	0.790	0.245	raniący
injurious	0.177	0.759	0.366	szkodliwy
injury	0.049	0.769	0.287	uraz
injustice	0.082	0.755	0.444	niesprawiedliwość
ink	0.471	0.408	0.235	atrament
inkling	0.448	0.551	0.570	poczucie
inland	0.510	0.417	0.423	śródlądowy
inlay	0.406	0.531	0.565	intarsja
inlet	0.646	0.378	0.466	wlot
inmate	0.235	0.663	0.398	więzień
inn	0.660	0.284	0.475	Zajazd
innards	0.302	0.480	0.400	bebech
innate	0.490	0.400	0.521	wrodzony
inner	0.551	0.216	0.443	wewnętrzny
innermost	0.583	0.500	0.510	najgłębszy
innerpeace	0.714	0.318	0.551	wewnętrzny spokój
inning	0.602	0.315	0.520	sprzęt zboża
innings	0.573	0.487	0.443	okres pełnienia obowiązków
innkeeper	0.578	0.224	0.472	oberżysta
innocence	0.802	0.260	0.307	niewinność
innocent	0.729	0.206	0.340	niewinny
innocently	0.776	0.250	0.302	niewinnie
innocuous	0.510	0.321	0.172	nieszkodliwy
innovate	0.898	0.872	0.750	wprowadzać innowacje
innovation	0.949	0.680	0.890	innowacja
innovative	0.880	0.640	0.830	innowacyjny
innuendo	0.467	0.670	0.463	insynuacja
innumerable	0.667	0.445	0.704	bez liku
inoculation	0.333	0.570	0.598	szczepienie ochronne
inoperable	0.184	0.422	0.304	nieoperacyjny
inoperative	0.138	0.425	0.273	nieczynny
inordinate	0.163	0.630	0.330	nadmierny
inorganic	0.385	0.345	0.282	nieorganiczny
input	0.643	0.337	0.527	Wejście
inquest	0.458	0.569	0.721	śledztwo
inquire	0.583	0.519	0.363	dowiadywać się
inquirer	0.573	0.598	0.776	informujący się
inquiring	0.479	0.510	0.500	dociekliwy
inquiry	0.541	0.420	0.536	zapytanie ofertowe
inquisitive	0.301	0.637	0.615	ciekawy
inquisitor	0.385	0.873	0.642	inkwizytor
insane	0.062	0.670	0.265	obłąkany
insanity	0.098	0.847	0.337	niepoczytalność
insatiable	0.375	0.656	0.558	nienasycony
inscription	0.592	0.422	0.542	napis
inscrutable	0.459	0.541	0.613	tajemniczy
insect	0.276	0.633	0.242	owad
