English Word	Valence	Arousal	Dominance	Spanish Word
motivating	0.958	0.820	0.787	motivador
motivation	0.854	0.784	0.802	motivación
motivational	0.906	0.646	0.858	motivacional
motive	0.667	0.588	0.663	motivo
motley	0.480	0.398	0.412	abigarrado
motor	0.531	0.551	0.648	motor
motorbike	0.552	0.608	0.616	moto
motorboat	0.677	0.500	0.390	motora
motorcade	0.708	0.730	0.593	desfile de automóviles
motorcar	0.694	0.565	0.682	automóvil
motorcycle	0.677	0.764	0.713	motocicleta
motorist	0.562	0.663	0.578	automovilista
motte	0.481	0.389	0.370	mota
mottled	0.380	0.336	0.295	abigarrado
motto	0.688	0.317	0.439	lema
mould	0.357	0.176	0.246	moho
mound	0.520	0.481	0.509	montículo
mount	0.500	0.292	0.348	montar
mountain	0.698	0.408	0.649	montaña
mountaineer	0.635	0.774	0.535	alpinista
mountainous	0.635	0.519	0.612	montañoso
mountains	0.766	0.433	0.569	montañas
mountaintop	0.653	0.541	0.713	cima de la montaña
mourn	0.056	0.583	0.150	llorar
mournful	0.180	0.441	0.188	triste
mourning	0.177	0.490	0.266	luto
mouse	0.427	0.441	0.206	ratón
mousetrap	0.180	0.643	0.330	ratonera
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	bigote
mousy	0.480	0.413	0.339	ratoncito
mouth	0.734	0.294	0.336	boca
mouthful	0.609	0.565	0.389	bocado
mouthpiece	0.573	0.346	0.393	boquilla
mouthwash	0.438	0.385	0.352	enjuague bucal
movable	0.469	0.509	0.500	móvil
move	0.656	0.647	0.670	Muevete
movement	0.656	0.654	0.658	movimienot
mover	0.615	0.539	0.466	agente de mudanzas
movie	0.792	0.560	0.471	película
movies	0.724	0.426	0.472	películas
moving	0.479	0.673	0.358	Moviente
movingforward	0.857	0.518	0.848	avanzando
movingon	0.490	0.529	0.435	hacia adelante
mow	0.420	0.559	0.393	cortar
mower	0.458	0.510	0.368	cortacésped
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	queso Mozzarella
mri	0.365	0.431	0.349	resonancia magnética
muchneeded	0.438	0.602	0.455	muy necesario
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	estiércol
mucked	0.184	0.500	0.373	estropeado
mucous	0.330	0.296	0.293	mucoso
mucus	0.143	0.309	0.228	moco
mud	0.333	0.260	0.185	lodo
muddle	0.184	0.710	0.336	confusión
muddled	0.250	0.615	0.263	confuso
muddy	0.292	0.400	0.283	lodoso
muff	0.542	0.335	0.314	manguito
muffin	0.684	0.430	0.306	mollete
muffled	0.479	0.330	0.421	sordo
muffler	0.357	0.407	0.454	silenciador
mug	0.542	0.214	0.382	tazón
mugger	0.125	0.850	0.500	asaltador
mulberry	0.469	0.315	0.361	mora
mulch	0.349	0.361	0.383	mantillo
mule	0.320	0.337	0.254	mula
mull	0.663	0.340	0.594	calentar con especias
mullet	0.521	0.356	0.377	mójol
multilateral	0.500	0.469	0.705	multilateral
multimedia	0.611	0.390	0.607	multimedia
multinational	0.656	0.510	0.842	multinacional
multiple	0.660	0.510	0.578	múltiple
multiple sclerosis	0.188	0.587	0.483	esclerosis múltiple
multiplex	0.610	0.590	0.667	multicine
multiplication	0.646	0.565	0.762	multiplicación
multiplicity	0.677	0.490	0.777	multiplicidad
multiplied	0.802	0.559	0.729	multiplicado
multiplier	0.643	0.615	0.741	multiplicador
multiply	0.802	0.625	0.777	multiplicar
multitude	0.562	0.765	0.847	multitud
mum	0.802	0.317	0.698	mamá
mumble	0.292	0.444	0.245	mascullar
mumbo	0.429	0.506	0.336	tonterías
mummy	0.400	0.588	0.415	momia
mumps	0.099	0.410	0.311	paperas
munch	0.541	0.277	0.434	mascar
munchies	0.562	0.470	0.491	bocadillos
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	mundano
municipal	0.625	0.390	0.758	municipal
municipality	0.569	0.280	0.614	municipio
mural	0.551	0.265	0.454	mural
murder	0.061	0.942	0.615	asesinato
murderer	0.010	0.960	0.650	asesino
murderess	0.041	0.941	0.462	asesina
murderous	0.017	0.940	0.682	asesino
murky	0.143	0.618	0.370	turbio
murmur	0.458	0.520	0.200	murmullo
muscle	0.359	0.490	0.645	músculo
muscular	0.531	0.434	0.577	muscular
muse	0.760	0.360	0.509	musa
muses	0.714	0.434	0.571	musas
museum	0.792	0.206	0.481	museo
mush	0.500	0.311	0.125	gachas
mushroom	0.490	0.274	0.269	hongo
mushy	0.520	0.200	0.182	pulposo
music	0.833	0.563	0.605	música
musical	0.908	0.630	0.530	musical
musician	0.816	0.509	0.618	músico
musing	0.740	0.151	0.465	meditando
musk	0.469	0.454	0.453	almizcle
musket	0.260	0.654	0.510	mosquete
musketeer	0.694	0.569	0.705	mosquetero
muskrat	0.439	0.510	0.368	rata almizclera
muslin	0.439	0.304	0.352	muselina
muss	0.418	0.438	0.302	chafar
must	0.408	0.382	0.441	deber
mustang	0.635	0.642	0.708	mustango
mustard	0.500	0.346	0.275	mostaza
muster	0.635	0.460	0.548	reunión
musty	0.354	0.367	0.267	rancio
mutable	0.426	0.531	0.491	mudable
mutant	0.337	0.676	0.573	mutante
mutate	0.281	0.548	0.463	mudar
mutation	0.365	0.625	0.611	mutación
mute	0.271	0.200	0.250	silencio
muted	0.260	0.167	0.162	apagado
mutilate	0.125	0.900	0.465	mutilar
mutilated	0.041	0.841	0.356	mutilado
mutilation	0.122	0.782	0.456	mutilación
mutiny	0.323	0.890	0.549	motín
mutt	0.418	0.408	0.387	chucho
mutter	0.406	0.427	0.228	murmurar
mutton	0.427	0.283	0.393	Carne de cordero
mutual	0.729	0.321	0.464	mutual
mutually	0.844	0.490	0.582	mutuamente
muzzle	0.388	0.430	0.232	bozal
myfavorite	0.812	0.587	0.615	mi favorito
myopia	0.245	0.387	0.226	miopía
myopic	0.344	0.396	0.218	miope
myriad	0.480	0.429	0.550	miríada
mysterious	0.448	0.699	0.455	misterioso
mystery	0.417	0.667	0.519	misterio
mystic	0.643	0.520	0.535	místico
mystical	0.594	0.443	0.689	místico
mysticism	0.594	0.598	0.423	misticismo
mystified	0.344	0.600	0.509	desconcertado
mystique	0.668	0.633	0.667	misterio
myth	0.458	0.432	0.338	mito
mythic	0.635	0.528	0.645	mítico
mythical	0.625	0.556	0.583	mítico
mythological	0.760	0.573	0.658	mitológico
mythology	0.684	0.439	0.688	mitología
nab	0.469	0.544	0.407	coger
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	rocín
nail	0.469	0.397	0.282	uña
nail gun	0.378	0.806	0.574	Pistola de clavos
naive	0.406	0.260	0.375	ingenuo
naked	0.323	0.885	0.288	desnudo
nakedness	0.480	0.760	0.350	desnudez
namaste	0.719	0.255	0.464	namasté
name	0.573	0.300	0.415	nombre
named	0.562	0.396	0.565	nombrada
nameless	0.344	0.280	0.164	sin nombre
namesake	0.418	0.327	0.404	homónimo
naming	0.667	0.410	0.559	nombrando
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	niñera
nanometer	0.375	0.356	0.446	nanómetro
nap	0.660	0.098	0.342	siesta
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nuca
napkin	0.469	0.142	0.209	servilleta
napping	0.765	0.046	0.306	durmiendo la siesta
nappy	0.529	0.333	0.207	pañal
narcissism	0.214	0.639	0.540	narcisismo
narcissist	0.173	0.614	0.629	narcisista
narcissistic	0.323	0.708	0.655	narcisista
narcotic	0.102	0.858	0.450	narcótico
narrate	0.541	0.480	0.473	narrar
narration	0.622	0.408	0.551	narración
narrative	0.580	0.303	0.443	narrativo
narrator	0.673	0.430	0.623	narrador
narrow	0.260	0.368	0.356	angosto
narrowing	0.354	0.593	0.357	estrechamiento
nasal	0.479	0.340	0.330	nasal
nascent	0.684	0.373	0.585	naciente
nasty	0.115	0.620	0.264	asqueroso
natal	0.755	0.462	0.481	natal
nation	0.594	0.443	0.821	nación
national	0.698	0.365	0.663	nacional
nationality	0.642	0.400	0.772	nacionalidad
nationwide	0.684	0.217	0.672	a escala nacional
native	0.635	0.422	0.710	nativo
nativity	0.750	0.337	0.673	natividad
natural	0.854	0.118	0.481	natural
natural gas	0.635	0.324	0.396	gas natural
naturalist	0.844	0.255	0.562	naturalista
naturalization	0.781	0.279	0.652	naturalización
naturalized	0.760	0.333	0.600	naturalizado
naturally	0.854	0.276	0.549	naturalmente
nature	0.857	0.184	0.643	naturaleza
naught	0.344	0.176	0.161	nada
naughty	0.451	0.857	0.371	travieso
nausea	0.104	0.781	0.273	náuseas
nauseate	0.062	0.660	0.176	repugnar
nauseating	0.021	0.640	0.250	nauseabundo
nauseous	0.135	0.780	0.284	nauseabundo
nautical	0.646	0.250	0.579	náutico
nautilus	0.396	0.509	0.517	nautilo
naval	0.542	0.449	0.679	naval
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	ombligo
navigable	0.749	0.406	0.645	navegable
navigate	0.740	0.555	0.675	navegar
navigation	0.841	0.470	0.720	navegación
navigational	0.573	0.481	0.564	relativo a la navegación
navigator	0.583	0.592	0.623	navegador
navy	0.531	0.760	0.764	Armada
nay	0.344	0.290	0.325	no
nearsighted	0.271	0.373	0.265	miope
neat	0.878	0.235	0.491	ordenado
neatly	0.802	0.412	0.588	pulcramente
nebula	0.510	0.418	0.438	nebulosa
nebulae	0.490	0.330	0.472	nebulosas
nebulous	0.469	0.347	0.417	nebuloso
necessarily	0.667	0.423	0.598	necesariamente
necessary	0.750	0.433	0.679	necesario
necessitate	0.578	0.604	0.516	necesitar
necessities	0.520	0.630	0.463	artículos de primera necesidad
necessity	0.567	0.471	0.588	necesidad
neck	0.541	0.245	0.345	cuello
necklace	0.760	0.294	0.373	collar
necktie	0.583	0.229	0.314	corbata
necromancer	0.333	0.625	0.536	nigromante
necrosis	0.115	0.622	0.385	necrosis
nectar	0.746	0.331	0.398	néctar
need	0.510	0.574	0.200	necesitar
needalife	0.490	0.443	0.394	vida necesaria
needed	0.677	0.342	0.679	necesario
needful	0.582	0.460	0.614	necesario
needit	0.250	0.472	0.356	necesito
needle	0.250	0.472	0.360	aguja
needlepoint	0.653	0.500	0.556	punto del aguja
needles	0.250	0.602	0.348	agujas
needless	0.327	0.385	0.200	innecesario
needtoknow	0.427	0.606	0.474	necesito saber
needtorelax	0.673	0.438	0.274	necesito relajarme
needy	0.360	0.451	0.245	necesitado
nefarious	0.184	0.720	0.528	vil
negation	0.255	0.461	0.297	negación
negative	0.102	0.527	0.176	negativo
negativity	0.060	0.520	0.273	negatividad
neglect	0.045	0.550	0.163	negligencia
neglected	0.271	0.385	0.160	descuidado
neglecting	0.177	0.441	0.230	descuidar
negligee	0.385	0.520	0.336	bata
negligence	0.092	0.570	0.251	negligencia
negligent	0.167	0.583	0.259	negligente
negligently	0.056	0.583	0.266	negligentemente
negligible	0.177	0.292	0.232	despreciable
negotiable	0.688	0.585	0.731	negociable
negotiate	0.612	0.708	0.769	negociar
negotiation	0.490	0.615	0.728	negociación
negotiator	0.635	0.471	0.817	negociador
negro	0.354	0.368	0.461	negro
neigh	0.378	0.642	0.373	relinchar
neighbor	0.657	0.448	0.434	Vecino
neighborhood	0.385	0.469	0.373	vecindario
neighboring	0.656	0.306	0.481	vecino
nemesis	0.271	0.688	0.647	justicia
neon	0.594	0.480	0.380	neón
neonatal	0.542	0.529	0.357	neonatal
neophyte	0.286	0.363	0.411	neófito
neoprene	0.316	0.451	0.443	neopreno
nephew	0.719	0.337	0.412	sobrino
nepotism	0.349	0.584	0.517	nepotismo
nerd	0.408	0.481	0.315	nerd
nerdy	0.296	0.255	0.292	nerd
nerve	0.129	0.698	0.307	nervio
nerves	0.333	0.783	0.264	nervios
nervous	0.235	0.820	0.213	nervioso
nervousness	0.163	0.915	0.241	nerviosismo
nervouswreck	0.112	0.867	0.179	nerviosismo
nervy	0.250	0.830	0.241	nervioso
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	nido
nestle	0.625	0.308	0.379	hacerse un nido
nestling	0.604	0.427	0.286	pajarito en el nido
net	0.441	0.288	0.417	red
nether	0.240	0.265	0.259	inferior
netting	0.368	0.509	0.585	red
nettle	0.406	0.324	0.490	ortiga
network	0.531	0.337	0.466	la red
networking	0.625	0.482	0.545	redes
neural	0.582	0.426	0.391	neural
neuralgia	0.092	0.706	0.439	neuralgia
neurological	0.500	0.540	0.558	neurológico
neurologist	0.608	0.500	0.736	neurólogo
neurology	0.459	0.537	0.580	neurología
neurosis	0.122	0.766	0.418	neurosis
neurosurgeon	0.590	0.673	0.755	neurocirujano
neurosurgery	0.490	0.632	0.730	neurocirugía
neurotic	0.198	0.801	0.387	neurótico
neuter	0.621	0.163	0.302	neutro
neutral	0.469	0.184	0.357	neutral
neutrality	0.469	0.205	0.434	neutralidad
neutralize	0.519	0.363	0.719	neutralizar
neutron	0.469	0.440	0.679	neutrón
new	0.917	0.490	0.582	nuevo
new age	0.694	0.556	0.727	nueva era
newbeginnings	0.802	0.613	0.524	nuevos comienzos
newborn	0.918	0.580	0.372	recién nacido
newcomer	0.622	0.380	0.396	recién llegado
newday	0.847	0.388	0.618	nuevo día
newfound	0.745	0.741	0.520	recién descubierto
newjob	0.755	0.643	0.729	Nuevo trabajo
newlife	0.898	0.646	0.701	nueva vida
newly	0.688	0.422	0.552	recién
newlywed	0.847	0.706	0.570	recién casado
newme	0.643	0.550	0.527	Nuevo yo
newness	0.740	0.522	0.588	novedad
news	0.633	0.580	0.610	noticias
newscast	0.531	0.509	0.714	telediario
newscaster	0.646	0.510	0.764	locutor de telediario
newsflash	0.604	0.637	0.518	noticia de última hora
newsletter	0.622	0.385	0.490	Boletin informativo
newsman	0.604	0.480	0.696	vendedor de periódicos
newspaper	0.602	0.283	0.444	periódico
newspaperman	0.561	0.458	0.750	periodista
newsreel	0.625	0.571	0.577	noticiario
newsroom	0.531	0.392	0.658	sala de redacción
newsstand	0.615	0.222	0.336	puesto de periódicos
newstart	0.802	0.510	0.667	nuevo comienzo
newt	0.458	0.380	0.541	tritón
newyear	0.938	0.784	0.520	Año Nuevo
nexus	0.496	0.368	0.412	nexo
nib	0.510	0.282	0.406	punta
nibble	0.551	0.551	0.411	picar
nice	0.930	0.442	0.650	bonito
niche	0.459	0.413	0.318	nicho
nichts	0.406	0.293	0.404	noches
nick	0.554	0.388	0.387	mella
nickel	0.510	0.347	0.406	níquel
nickname	0.490	0.470	0.263	apodo
nicotine	0.235	0.608	0.447	nicotina
niece	0.771	0.320	0.400	sobrina
nifty	0.740	0.745	0.815	hábil
nigh	0.653	0.216	0.336	cerca
night	0.598	0.396	0.404	noche
nightcap	0.750	0.196	0.268	gorro de dormir
nightclub	0.802	0.894	0.528	Club nocturno
nightfall	0.490	0.436	0.426	anochecer
nightgown	0.643	0.408	0.250	bata de noche
nightie	0.630	0.388	0.274	camisón
nightingale	0.740	0.340	0.496	ruiseñor
nightlife	0.542	0.783	0.510	la vida nocturna
nightly	0.673	0.410	0.474	nocturno
nightmare	0.005	0.810	0.436	pesadilla
nightmares	0.082	0.942	0.448	pesadillas
nightstand	0.490	0.130	0.327	mesita de noche
nightstick	0.500	0.461	0.348	porra de policía
nighttime	0.735	0.385	0.439	Noche
nihilism	0.367	0.510	0.364	nihilismo
nil	0.286	0.143	0.157	nulo
nimble	0.833	0.729	0.769	ágil
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	bobo
nine	0.552	0.255	0.327	nueve
nineteen	0.673	0.304	0.375	diecinueve
ninety	0.479	0.349	0.436	noventa
ninja	0.542	0.844	0.682	ninjas
ninny	0.344	0.343	0.309	bobo
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	noveno
nip	0.281	0.700	0.264	cortar
nipper	0.386	0.422	0.317	chiquillo
nipple	0.480	0.786	0.415	pezón
nippy	0.540	0.500	0.416	ágil
nitrate	0.388	0.406	0.500	nitrato
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	nitrógeno
nitrous	0.435	0.561	0.411	nitroso
nitwit	0.146	0.606	0.139	simplón
nix	0.330	0.380	0.404	nada
no anticipation	0.396	0.480	0.341	sin anticipación
no disgust	0.510	0.324	0.448	sin disgusto
no emotion	0.170	0.109	0.225	sin emoción
no sentiment	0.092	0.382	0.278	sin sentimiento
no surprise	0.171	0.224	0.412	No sorpresa
no trust	0.055	0.445	0.257	sin confianza
nobility	0.844	0.347	0.736	nobleza
noble	0.906	0.345	0.610	noble
nobleman	0.675	0.286	0.709	noble
nobodycares	0.365	0.410	0.354	a nadie le importa
nocomplaints	0.677	0.164	0.491	sin quejas
nocturnal	0.540	0.500	0.462	nocturno
nod	0.590	0.367	0.427	asentir
nodding	0.694	0.294	0.426	cabeceo
node	0.396	0.343	0.361	nodo
nodular	0.438	0.351	0.411	nodular
nodule	0.312	0.426	0.349	nódulo
noggin	0.510	0.433	0.382	vaso
nohope	0.200	0.441	0.385	sin esperanza
noir	0.375	0.394	0.365	negro
noise	0.260	0.883	0.388	ruido
noisy	0.271	0.812	0.561	ruidoso
nomad	0.375	0.413	0.433	nómada
nomadic	0.427	0.519	0.422	nómada
nomenclature	0.500	0.222	0.575	nomenclatura
nominal	0.594	0.250	0.463	nominal
nominate	0.615	0.471	0.669	nombrar
nomination	0.663	0.637	0.696	nominación
nominee	0.662	0.625	0.765	candidato
nonce	0.422	0.370	0.377	mientras tanto
nonchalant	0.312	0.314	0.366	despreocupado
noncompliance	0.112	0.598	0.259	incumplimiento
nondescript	0.490	0.434	0.348	mediocre
nonexistent	0.208	0.429	0.149	inexistente
nonfat	0.604	0.260	0.340	sin grasa
nonfiction	0.426	0.315	0.431	no ficción
nonpayment	0.229	0.510	0.298	falta de pago
nonresident	0.250	0.340	0.302	no residente
nonsense	0.214	0.531	0.155	disparates
nonsensical	0.173	0.268	0.193	absurdo
nonviolent	0.640	0.287	0.346	no violento
noob	0.417	0.430	0.267	novato
noodle	0.633	0.216	0.225	fideos
nook	0.480	0.321	0.296	rincón
noon	0.531	0.343	0.518	mediodía
noose	0.356	0.300	0.330	nudo corredizo
nopoint	0.276	0.324	0.314	No tiene sentido
noregrets	0.469	0.476	0.426	sin arrepentimientos
norm	0.500	0.245	0.527	norma
normal	0.740	0.127	0.380	normal
normalcy	0.805	0.151	0.620	normalidad
normality	0.781	0.089	0.444	normalidad
north	0.531	0.255	0.450	norte
northbound	0.604	0.454	0.491	dirección norte
northeast	0.562	0.260	0.375	Noreste
northern	0.570	0.340	0.472	del Norte
northwest	0.604	0.345	0.451	noroeste
northwestern	0.479	0.306	0.462	noroeste
noschool	0.490	0.400	0.380	no hay clases
nose	0.582	0.270	0.245	nariz
nosebleed	0.153	0.776	0.361	hemorragia nasal
nosey	0.276	0.655	0.223	curioso
nosnow	0.392	0.394	0.366	sin nieve
nostalgia	0.417	0.337	0.339	nostalgia
nostalgic	0.458	0.351	0.184	nostálgico
nostress	0.531	0.404	0.415	sin estrés
nostril	0.396	0.404	0.316	fosa nasal
nosun	0.388	0.380	0.351	nosun
nosy	0.292	0.558	0.433	curioso
not negative	0.622	0.270	0.444	no negativo
not positive	0.051	0.370	0.236	no positivo
notable	0.760	0.450	0.696	Incapaz
notables	0.594	0.608	0.755	notables
notably	0.792	0.533	0.689	notablemente
notamorningperson	0.469	0.578	0.440	persona no matutina
notary	0.541	0.451	0.676	notario
notation	0.635	0.380	0.558	notación
notch	0.459	0.361	0.358	muesca
notched	0.480	0.530	0.356	mellado
note	0.594	0.163	0.416	Nota
notebook	0.449	0.167	0.442	computadora portátil
noted	0.615	0.382	0.464	señalado
noteworthy	0.704	0.481	0.759	notable
nothappy	0.112	0.320	0.170	no feliz
nothingbetter	0.635	0.390	0.543	nada mejor
nothingness	0.204	0.080	0.161	nada
notice	0.646	0.408	0.491	aviso
noticeable	0.890	0.562	0.750	perceptible
notification	0.604	0.461	0.671	notificación
notify	0.643	0.471	0.573	notificar
notion	0.612	0.284	0.667	noción
notional	0.520	0.288	0.500	hipotético
notoriety	0.552	0.633	0.769	notoriedad
notorious	0.366	0.582	0.609	notorio
notready	0.133	0.400	0.196	no está listo
notwithstanding	0.367	0.316	0.433	a pesar de
nought	0.312	0.098	0.116	nada
noun	0.531	0.230	0.477	sustantivo
nourish	0.878	0.460	0.639	nutrir
nourishment	0.786	0.290	0.631	alimento
nouveau	0.633	0.438	0.432	nuevo
novel	0.702	0.352	0.439	novela
novelist	0.340	0.343	0.529	novelista
novelty	0.673	0.521	0.740	novedad
novice	0.429	0.346	0.180	principiante
nowadays	0.680	0.346	0.400	hoy en día
nowork	0.312	0.264	0.309	ningún trabajo
noworries	0.630	0.402	0.500	sin preocupaciones
noxious	0.177	0.585	0.379	nocivo
nozzle	0.438	0.330	0.287	boquilla
nuance	0.408	0.282	0.411	matiz
nuances	0.490	0.375	0.527	matices
nuclear	0.219	0.856	0.781	nuclear
nucleus	0.529	0.296	0.667	núcleo
nude	0.490	0.915	0.200	desnudo
nudge	0.448	0.500	0.509	empujar
nudie	0.500	0.529	0.373	revista pornográfica
nudist	0.440	0.796	0.483	nudista
nudity	0.438	0.853	0.415	desnudez
nugget	0.602	0.340	0.348	pepita
nuisance	0.198	0.817	0.227	tontería
nuke	0.125	0.905	0.873	arma nuclear
nul	0.337	0.358	0.264	nulo
null	0.253	0.147	0.152	nulo
nullify	0.255	0.373	0.395	anular
numb	0.108	0.420	0.352	adormecer
number	0.406	0.231	0.471	número
numbering	0.510	0.363	0.482	numeración
numbers	0.406	0.241	0.440	números
numbness	0.306	0.398	0.265	entumecimiento
numbskull	0.300	0.472	0.284	cabeza hueca
numeral	0.582	0.254	0.382	número
numerator	0.490	0.317	0.526	numerador
numerical	0.479	0.322	0.517	numérico
numerically	0.510	0.337	0.500	numéricamente
numerous	0.622	0.462	0.609	numeroso
nun	0.500	0.150	0.406	monja
nunchucks	0.337	0.580	0.526	nunchucks
nunnery	0.653	0.236	0.473	convento de monjas
nuptials	0.771	0.588	0.571	nupcias
nurse	0.635	0.578	0.521	enfermera
nursemaid	0.615	0.431	0.436	niñera
nursery	0.894	0.406	0.389	guardería
nursing	0.552	0.549	0.653	enfermería
nurture	0.745	0.378	0.657	nutrir
nut	0.365	0.310	0.250	nuez
nutcase	0.286	0.775	0.259	pirado
nutcracker	0.635	0.378	0.522	cascanueces
nuthouse	0.347	0.519	0.434	manicomio
nutmeg	0.635	0.302	0.350	nuez moscada
nutrition	0.885	0.420	0.579	nutrición
nutritional	0.812	0.406	0.676	nutricional
nutritious	0.833	0.337	0.655	nutritivo
nutritive	0.875	0.422	0.667	nutritivo
nuts	0.594	0.250	0.291	nueces
nutshell	0.458	0.407	0.310	cáscara de nuez
nutty	0.444	0.317	0.271	de nuez
nylon	0.490	0.304	0.295	nylon
nylong	0.439	0.248	0.351	nailon
nylons	0.556	0.379	0.320	medias de nylon
nymph	0.542	0.529	0.472	ninfa
nymphomaniac	0.398	0.894	0.536	ninfómana
oaf	0.344	0.357	0.330	zoquete
oak	0.583	0.245	0.536	roble
oar	0.469	0.392	0.316	remo
oasis	0.796	0.283	0.429	oasis
oat	0.622	0.170	0.298	avena
oath	0.543	0.615	0.824	juramento
oatmeal	0.592	0.192	0.241	avena
