English Word	Valence	Arousal	Dominance	Lao Word
pantry	0.622	0.294	0.312	ຫ້ອງອາຫານ
pants	0.673	0.320	0.333	ກາງເກງ
panty	0.451	0.557	0.303	ໂສ້ງ
pantyhose	0.570	0.539	0.250	ໂສ້ງ
pap	0.438	0.403	0.302	ປ
papa	0.656	0.340	0.527	ພໍ່
papacy	0.481	0.263	0.553	papacy
papal	0.493	0.304	0.559	ສັນຕະປາປາ
papaya	0.630	0.306	0.300	ໝາກຫຸ່ງ
paper	0.520	0.123	0.293	ເຈ້ຍ
paperback	0.633	0.269	0.314	ເຈ້ຍໃບ
paperboy	0.521	0.490	0.471	ເດັກນ້ອຍເຈ້ຍ
paperweight	0.421	0.278	0.433	ນ້ຳໜັກເຈ້ຍ
paperwork	0.448	0.355	0.422	ເອກະສານ
paprika	0.417	0.250	0.264	paprika
papyrus	0.459	0.240	0.324	ເຈ້ຍໃບ
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	ຄໍາອຸປະມາ
parabola	0.542	0.413	0.620	ພາຣາໂບລາ
parabolic	0.459	0.509	0.500	parabolic
parachute	0.562	0.787	0.564	ໂດດດ່ຽວ
parade	0.792	0.685	0.509	ຂະບວນແຫ່
paradigm	0.573	0.429	0.779	ຂະບວນວິວັດ
paradise	0.875	0.540	0.796	ອຸທິຍານ
paradox	0.417	0.442	0.482	paradox
paradoxical	0.406	0.547	0.433	paradoxical
paraffin	0.426	0.291	0.343	ພາຣາຟີນ
paragon	0.490	0.431	0.473	ພາຣາກອນ
paragraph	0.510	0.164	0.269	ວັກ
parakeet	0.576	0.387	0.227	ນົກກະທາ
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	parallax
parallel	0.568	0.284	0.465	ຂະໜານ
parallelism	0.549	0.363	0.527	ຂະໜານ
paralysis	0.156	0.500	0.305	ອຳມະພາດ
paralyze	0.188	0.367	0.471	ອຳມະພາດ
paramedic	0.673	0.464	0.636	ແພດ
paramedics	0.479	0.594	0.712	ແພດ
paramilitary	0.154	0.804	0.727	ທະຫານ
paramount	0.771	0.615	0.902	ສຳຄັນ
paranoia	0.146	0.841	0.407	ຄວາມວິຕົກກັງວົນ
paranoid	0.122	0.918	0.364	ວິຕົກກັງວົນ
paranormal	0.167	0.814	0.560	ອະພິປາຍ
parapet	0.450	0.356	0.279	parapet
paraphernalia	0.443	0.726	0.509	ເຄື່ອງໃຊ້
paraphrase	0.500	0.375	0.444	ຄຳຫຍໍ້
paraplegic	0.188	0.441	0.321	ອຳມະພາດ
parasite	0.092	0.442	0.324	ກາຝາກ
parasitic	0.037	0.600	0.364	ກາຝາກ
parasol	0.604	0.255	0.304	parasol
parcel	0.660	0.324	0.411	ພັດສະດຸ
parcels	0.551	0.445	0.418	ພັດສະດຸ
parched	0.250	0.235	0.255	ແຫ້ງແລ້ງ
parchment	0.615	0.228	0.455	parchment
pardon	0.552	0.413	0.542	ຂໍໂທດ
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parenchyma
parent	0.812	0.357	0.860	ພໍ່ແມ່
parentage	0.903	0.382	0.595	ພໍ່ແມ່
parental	0.760	0.430	0.627	ພໍ່ແມ່
parenthesis	0.510	0.255	0.380	ວົງເລັບ
parenthetical	0.490	0.327	0.391	ວົງເລັບ
parenthood	0.750	0.630	0.782	ຄວາມເປັນພໍ່ແມ່
parenting	0.812	0.520	0.676	ການລ້ຽງດູ
pariah	0.397	0.478	0.293	ປາຣິຢາ
parietal	0.481	0.333	0.491	parietal
paring	0.429	0.441	0.324	paring
parish	0.698	0.354	0.582	ເທດສະບານ
parity	0.582	0.406	0.407	ຄວາມສະເໝີພາບ
park	0.816	0.343	0.414	ສວນສາທາລະນະ
parka	0.469	0.481	0.395	parka
parking	0.777	0.469	0.510	ບ່ອນຈອດລົດ
parkinsons	0.104	0.570	0.373	ສວນສາທາລະນະ
parlance	0.510	0.350	0.462	ຄຳສັບ
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	ລັດຖະສະພາ
parliamentary	0.490	0.554	0.755	ລັດຖະສະພາ
parlor	0.500	0.327	0.366	ຫ້ອງໂຖງ
parmesan	0.698	0.321	0.382	Parmesan
parody	0.561	0.651	0.375	ການລໍ້ລວງ
parole	0.388	0.620	0.526	ການ​ລົງ​ໂທດ
parquet	0.541	0.240	0.422	parquet
parrot	0.588	0.333	0.292	ນົກແກ້ວ
parry	0.510	0.404	0.436	parry
parse	0.469	0.456	0.667	ວິເຄາະ
parsimonious	0.417	0.312	0.446	parsimonious
parsimony	0.449	0.280	0.403	parsimony
parsley	0.458	0.170	0.291	parsley
parson	0.583	0.250	0.615	parson
part	0.663	0.278	0.360	ສ່ວນ
partake	0.755	0.656	0.629	ຮັບສ່ວນ
partial	0.429	0.324	0.348	ບາງສ່ວນ
partiality	0.375	0.380	0.490	ພັກຝ່າຍຄ້ານ
partially	0.418	0.368	0.396	ບາງສ່ວນ
participant	0.712	0.598	0.613	ຜູ້ເຂົ້າຮ່ວມ
participate	0.755	0.580	0.684	ເຂົ້າຮ່ວມ
participation	0.781	0.700	0.702	ການມີສ່ວນຮ່ວມ
particle	0.521	0.265	0.438	ອະນຸພາກ
particular	0.562	0.402	0.552	ໂດຍສະເພາະ
particularity	0.670	0.434	0.586	ສະເພາະ
particulars	0.604	0.348	0.525	ໂດຍສະເພາະ
parting	0.260	0.542	0.353	ການແບ່ງແຍກ
partisan	0.615	0.549	0.669	ພັກຝ່າຍຄ້ານ
partisanship	0.438	0.566	0.551	ການມີສ່ວນຮ່ວມ
partition	0.615	0.469	0.567	ການແບ່ງສ່ວນ
partly	0.415	0.410	0.396	ສ່ວນນຶ່ງ
partner	0.673	0.302	0.586	ຄູ່ຮ່ວມງານ
partnership	0.786	0.387	0.545	ຫຸ້ນສ່ວນ
partridge	0.583	0.415	0.250	ຜັກກາດ
parts	0.459	0.327	0.392	ພາກສ່ວນ
party	0.948	0.840	0.547	ງານລ້ຽງ
pas	0.490	0.344	0.262	ປາ
pass	0.510	0.324	0.362	ຜ່ານ
passable	0.688	0.337	0.633	ຜ່ານໄດ້
passage	0.429	0.314	0.370	ທາງຜ່ານ
passageway	0.490	0.389	0.400	ທາງຜ່ານ
passe	0.531	0.357	0.426	ຜ່ານ
passenger	0.717	0.413	0.481	ຜູ້ໂດຍສານ
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	ຜ່ານ
passion	0.854	0.865	0.728	passion
passionate	0.990	0.827	0.731	ກະຕືລືລົ້ນ
passive	0.420	0.116	0.241	ຕົວຕັ້ງຕົວຕີ
passivity	0.241	0.115	0.246	passivity
passkey	0.646	0.500	0.791	ລະຫັດຜ່ານ
passport	0.653	0.457	0.682	ໜັງສືຜ່ານແດນ
password	0.390	0.356	0.559	ລະຫັດຜ່ານ
past	0.490	0.422	0.311	ທີ່ຜ່ານມາ
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	ວາງ
pastel	0.719	0.357	0.367	ສີ pastel
pastime	0.677	0.353	0.443	ເວລາຫວ່າງ
pastor	0.698	0.236	0.746	ສິດຍາພິບານ
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	ເຂົ້າ ໜົມ ປັງ
pasture	0.688	0.145	0.170	ທົ່ງຫຍ້າລ້ຽງສັດ
pasty	0.479	0.363	0.375	pasty
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	ເພີ້ມ
patchwork	0.500	0.260	0.325	ການ​ແກ້​ໄຂ
pate	0.406	0.260	0.260	pate
patella	0.430	0.260	0.342	patella
patent	0.724	0.391	0.609	ສິດທິບັດ
patented	0.571	0.422	0.685	ສິດທິບັດ
paternal	0.776	0.353	0.755	ພໍ່
paternity	0.704	0.590	0.806	ຄວາມເປັນພໍ່
path	0.590	0.245	0.421	ເສັ້ນທາງ
pathetic	0.088	0.464	0.139	ໜ້າເສົ້າ
pathological	0.220	0.602	0.580	ທາງດ້ານພະຍາດ
pathologist	0.354	0.552	0.585	ແພດສາດ
pathology	0.271	0.560	0.558	ພະຍາດວິທະຍາ
pathos	0.350	0.449	0.462	ໂຊກ​ດີ
pathway	0.646	0.410	0.519	ເສັ້ນທາງ
patience	0.771	0.125	0.387	ຄວາມອົດທົນ
patient	0.583	0.193	0.340	ຄົນ​ເຈັບ
patio	0.562	0.245	0.402	ລານ
patriarch	0.592	0.448	0.898	ປິຕຸ
patriarchal	0.531	0.500	0.857	ປິຕຸ
patrimony	0.719	0.406	0.740	ຄວາມຮັກແພງ
patriot	0.771	0.635	0.886	ຮັກຊາດ
patriotic	0.875	0.509	0.933	ຮັກຊາດ
patriotism	0.708	0.635	0.848	ຄວາມຮັກຊາດ
patrol	0.427	0.664	0.736	ລາດຕະເວນ
patrolman	0.469	0.731	0.884	ທະຫານລາດຕະເວນ
patron	0.583	0.451	0.870	ຜູ້ອຸປະຖໍາ
patronage	0.583	0.490	0.583	ການອຸປະຖໍາ
patronising	0.439	0.455	0.582	ການອຸປະຖໍາ
patronize	0.430	0.451	0.591	ສະໜັບສະໜູນ
patronizing	0.542	0.365	0.529	ການອຸປະຖໍາ
patter	0.312	0.635	0.451	ແກ້ມ
pattern	0.479	0.422	0.664	ຮູບແບບ
paucity	0.153	0.453	0.175	ຄວາມອ່ອນແອ
pauper	0.260	0.347	0.151	ຄົນຂີ້ຕົວະ
pause	0.429	0.188	0.264	ຢຸດ​ຊົ່ວ​ຄາວ
pave	0.594	0.490	0.509	ປູ
pavement	0.460	0.353	0.475	ທາງຍ່າງ
pavilion	0.583	0.500	0.770	ສາລາ
paving	0.408	0.469	0.545	ປູຢາງ
paw	0.417	0.360	0.286	paw
pawn	0.390	0.321	0.187	ຈຳນຳ
pawnshop	0.396	0.439	0.519	ໂຮງ​ຈໍາ​ນໍາ
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	ຈ່າຍ
payable	0.385	0.480	0.606	ຕ້ອງຈ່າຍ
payback	0.459	0.500	0.567	ຈ່າຍຄືນ
paycheck	0.896	0.630	0.652	ເງິນເດືອນ
payday	0.833	0.741	0.571	ມື້ຈ່າຍເງິນ
payer	0.313	0.630	0.638	ຜູ້ຈ່າຍເງິນ
payload	0.612	0.510	0.682	payload
payment	0.629	0.452	0.643	ການຈ່າຍເງິນ
payoff	0.740	0.644	0.673	ເງິນຈ່າຍ
payout	0.646	0.600	0.575	ການຈ່າຍເງິນ
payphone	0.469	0.360	0.370	ໂທລະສັບ
payroll	0.521	0.360	0.549	ເງິນເດືອນ
pea	0.580	0.275	0.298	ຖົ່ວ
peace	0.939	0.156	0.613	ສັນຕິພາບ
peaceable	0.776	0.134	0.453	ສະຫງົບ
peaceful	0.867	0.108	0.569	ສະຫງົບ
peacefully	0.901	0.190	0.639	ສະຫງົບ
peacekeeper	0.865	0.320	0.644	ຜູ້ຮັກສາສັນຕິພາບ
peaceofmind	0.786	0.160	0.519	ສັນຕິພາບ
peacetime	0.949	0.180	0.579	ເວລາສັນຕິພາບ
peach	0.704	0.480	0.272	peach
peachy	0.755	0.479	0.388	peachy
peacock	0.786	0.449	0.458	ນົກຍູງ
peak	0.500	0.345	0.431	ສູງສຸດ
peaked	0.677	0.704	0.857	ສູງສຸດ
peanut	0.646	0.202	0.246	ຖົ່ວດິນ
peanuts	0.542	0.294	0.324	ຖົ່ວດິນ
pear	0.677	0.158	0.241	ໝາກເດືອຍ
pearl	0.905	0.425	0.642	ໄຂ່ມຸກ
pearly	0.635	0.337	0.373	ໄຂ່ມຸກ
peas	0.542	0.283	0.310	ຣາວກັບແກະ
peasant	0.530	0.275	0.407	ຊາວນາ
peat	0.333	0.655	0.504	peat
pebble	0.354	0.353	0.287	ກ້ອນຫີນ
pecan	0.552	0.316	0.358	pecan
peck	0.202	0.530	0.321	peck
pecker	0.459	0.509	0.375	pecker
peculiar	0.600	0.491	0.564	ພິເສດ
peculiarities	0.511	0.460	0.528	ລັກສະນະພິເສດ
peculiarity	0.439	0.452	0.652	ພິເສດ
peculiarly	0.615	0.450	0.454	ພິເສດ
pecuniary	0.490	0.490	0.500	ເສດຖີ
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedantic
peddle	0.539	0.549	0.538	ເລ້
peddler	0.408	0.481	0.390	ຄົນຄ້າຂາຍ
pedestal	0.735	0.284	0.579	ຕີນລົດ
pedestrian	0.438	0.360	0.448	ຄົນຍ່າງ
pediatric	0.560	0.462	0.490	ເດັກນ້ອຍ
pediatrician	0.602	0.500	0.627	ແພດເດັກ
pediatrics	0.750	0.380	0.596	ແພດເດັກ
pedicure	0.695	0.269	0.296	ເລັບຕີນ
pedigree	0.625	0.340	0.609	ເຊື້ອສາຍ
pedometer	0.469	0.561	0.405	pedometer
pedophile	0.051	0.724	0.430	ເດັກນ້ອຍ
pee	0.449	0.529	0.391	ຊັກ
peek	0.486	0.360	0.411	ແນມ
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	ປອກເປືອກ
peep	0.573	0.317	0.269	ປິວ
peeper	0.182	0.537	0.343	peper
peephole	0.479	0.500	0.310	ຕາ​ແສງ​
peer	0.458	0.321	0.569	ເພື່ອນ
peering	0.514	0.409	0.451	ມິດສະຫາຍ
peerless	0.688	0.450	0.462	peerless
peeved	0.156	0.750	0.467	ຕົກໃຈ
peg	0.520	0.357	0.393	peg
pegs	0.408	0.286	0.386	pegs
peice	0.479	0.422	0.398	peice
pelagic	0.521	0.554	0.491	pelagic
pelican	0.573	0.391	0.380	ນົກກະທາ
pellet	0.448	0.390	0.466	ເມັດ
pelvic	0.320	0.632	0.373	ຜົ້ງທ້ອງ
pelvis	0.378	0.618	0.380	pelvis
pen	0.622	0.194	0.250	ປາກກາ
penal	0.208	0.565	0.610	ໂທດ
penalty	0.062	0.490	0.240	ການລົງໂທດ
penance	0.219	0.667	0.463	penance
penchant	0.688	0.480	0.609	penchant
pencil	0.552	0.200	0.263	ສໍ
pendant	0.676	0.321	0.385	pendant
pendency	0.396	0.452	0.472	pendency
pendent	0.470	0.380	0.425	ຄ້າງ
pending	0.396	0.441	0.473	ລໍຖ້າຢູ່
pendulum	0.542	0.368	0.434	pendulum
penetrate	0.287	0.877	0.732	ເຈາະ
penetrating	0.469	0.792	0.782	ເຈາະ
penetration	0.438	0.885	0.792	ການເຈາະ
penguin	0.615	0.296	0.307	ນົກເຕັນ
penicillin	0.417	0.431	0.566	ເປນີຊີລິນ
penile	0.490	0.736	0.491	ອະໄວຍະວະເພດ
peninsula	0.551	0.384	0.627	ແຫຼມ
penis	0.354	0.810	0.556	ອະໄວຍະວະເພດ
penitent	0.542	0.530	0.508	ສໍານຶກຜິດ
penitentiary	0.229	0.726	0.491	ອະ​ໄພ​ຍະ​ໂທດ
penmanship	0.677	0.284	0.509	ຝີມື
pennant	0.542	0.380	0.426	pennant
penniless	0.062	0.316	0.083	ສິ້ນເປືອງ
penny	0.615	0.302	0.324	ເງິນ
pension	0.625	0.409	0.406	ເງິນບໍານານ
pensioner	0.440	0.245	0.442	ພະນັກງານບໍານານ
pensive	0.540	0.220	0.529	pensive
pentagon	0.490	0.636	0.774	pentagon
pentagram	0.510	0.433	0.466	pentagram
penthouse	0.592	0.430	0.395	ຫໍພັກ
penultimate	0.469	0.366	0.255	ສຸດທ້າຍ
people	0.604	0.400	0.500	ຄົນ
peopled	0.594	0.450	0.679	ຄົນ
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	ພິກໄທ
peppermint	0.720	0.264	0.271	ໝາກພິກໄທ
pepperoni	0.796	0.472	0.358	ໝາກພິກໄທ
peppy	0.677	0.529	0.438	peppy
peptic	0.398	0.463	0.362	peptic
peptide	0.380	0.480	0.411	peptide
perceive	0.653	0.490	0.655	ຮັບຮູ້
percent	0.470	0.350	0.356	ເປີເຊັນ
percentage	0.469	0.400	0.553	ເປີເຊັນ
percentile	0.479	0.410	0.390	ເປີເຊັນ
perceptible	0.710	0.460	0.620	ຮັບຮູ້ໄດ້
perception	0.653	0.481	0.655	ຄວາມຮັບຮູ້
perceptive	0.745	0.500	0.741	ຄວາມເຂົ້າໃຈ
perch	0.531	0.300	0.314	perch
perchance	0.480	0.224	0.298	ໂອກາດ
percolation	0.397	0.417	0.415	percolation
percussion	0.622	0.635	0.642	ຄີກົ້
perdition	0.135	0.656	0.496	perdition
peremptory	0.429	0.426	0.606	ອະນຸຍາດ
perennial	0.527	0.358	0.500	ມີອາຍຸຫລາຍປີ
perfect	0.980	0.471	0.870	ສົມບູນ
perfection	0.881	0.745	0.934	ຄວາມສົມບູນແບບ
perfectionist	0.667	0.704	0.905	ເລີດ
perfecto	0.802	0.567	0.889	ສົມບູນ
perforated	0.219	0.607	0.344	ເຈາະ
perforation	0.365	0.668	0.578	ເຈາະ
perforce	0.357	0.689	0.354	ບັງຄັບ
perform	0.765	0.555	0.773	ປະຕິບັດ
performance	0.750	0.520	0.672	ການປະຕິບັດ
performer	0.541	0.530	0.708	ນັກສະແດງ
perfume	0.740	0.472	0.463	ນໍ້າຫອມ
perfumed	0.816	0.471	0.509	ຫອມ
peri	0.448	0.433	0.370	ເປຣີ
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	ອັນຕະລາຍ
perilous	0.143	0.862	0.575	ອັນຕະລາຍ
perimeter	0.470	0.443	0.555	ຂອບເຂດ
period	0.396	0.324	0.588	ໄລຍະເວລາ
periodic	0.677	0.324	0.508	ເປັນໄລຍະ
periodical	0.550	0.298	0.430	ແຕ່ລະໄລຍະ
periodically	0.480	0.314	0.515	ເປັນໄລຍະ
periodicity	0.646	0.324	0.645	ໄລຍະເວລາ
peripheral	0.406	0.406	0.549	ອຸປະກອນຕໍ່ຂ້າງ
periphery	0.469	0.360	0.366	ອ້ອມຮອບ
periscope	0.604	0.375	0.609	periscope
perish	0.296	0.570	0.415	ຕາຍ
perishable	0.270	0.464	0.354	ຕາຍໄດ້
perished	0.135	0.596	0.225	ຕາຍ
perishing	0.229	0.423	0.148	ຕາຍ
perjury	0.229	0.686	0.409	ຕົວະ
perk	0.903	0.519	0.682	ສິດທິປະໂຫຍດ
perky	0.896	0.792	0.673	ຕື່ນເຕັ້ນ
perm	0.667	0.465	0.741	perm
permanence	0.771	0.370	0.708	ຖາວອນ
permanent	0.745	0.345	0.736	ຖາວອນ
permeable	0.635	0.402	0.495	ຊຶມໄດ້
permeate	0.417	0.410	0.407	ຊຶມເຂົ້າ
permeation	0.418	0.559	0.536	ການຊຶມເຊື້ອ
permissible	0.684	0.646	0.612	ອະນຸຍາດ
permission	0.612	0.311	0.580	ການອະນຸຍາດ
permissive	0.633	0.389	0.413	ອະນຸຍາດ
permit	0.733	0.349	0.518	ອະນຸຍາດ
permitted	0.865	0.410	0.613	ອະນຸຍາດ
permitting	0.724	0.481	0.661	ອະນຸຍາດ
permutation	0.385	0.588	0.500	ການປ່ຽນແປງ
pernicious	0.229	0.600	0.382	ອັນຕະລາຍ
peroxide	0.458	0.529	0.510	peroxide
perpendicular	0.510	0.398	0.439	ຕັ້ງສາກ
perpetrate	0.327	0.837	0.732	ລ່ວງ​ລ້ຳ
perpetrator	0.229	0.765	0.538	ຜູ້ກະທຳຜິດ
perpetual	0.625	0.438	0.741	ຕະຫຼອດໄປ
perpetually	0.510	0.473	0.868	ຕະຫຼອດໄປ
perpetuate	0.397	0.588	0.788	ຕະຫຼອດໄປ
perpetuation	0.510	0.677	0.716	ຕະຫຼອດໄປ
perpetuity	0.590	0.434	0.759	ຕະຫຼອດໄປ
perplexed	0.312	0.705	0.318	ສັບສົນ
perplexing	0.316	0.530	0.362	ສັບສົນ
perplexity	0.275	0.720	0.500	ສັບສົນ
persecute	0.281	0.873	0.509	ຂົ່ມເຫັງ
persecution	0.229	0.865	0.660	ການຂົ່ມເຫັງ
perseverance	0.888	0.630	0.796	ຄວາມອົດທົນ
persevere	0.802	0.583	0.937	ອົດທົນ
persist	0.765	0.644	0.727	ຄົງຢູ່
persistence	0.684	0.611	0.873	ຄວາມຄົງທົນ
persistent	0.646	0.667	0.815	ຄົງຢູ່
persisting	0.697	0.677	0.745	ຄົງຢູ່
person	0.646	0.363	0.596	ຄົນ
persona	0.741	0.480	0.743	ບຸກຄົນ
personable	0.816	0.520	0.637	ບຸກຄະລິກກະພາບ
personage	0.653	0.324	0.698	ບຸກຄະລາກອນ
personal	0.750	0.311	0.467	ສ່ວນຕົວ
personality	0.896	0.513	0.790	ບຸກຄະລິກກະພາບ
personification	0.760	0.471	0.691	ບຸກຄະລິກກະພາບ
personnel	0.729	0.344	0.587	ບຸກຄະລາກອນ
persons	0.869	0.302	0.588	ຄົນ
perspective	0.688	0.470	0.704	ທັດສະນະ
perspiration	0.385	0.667	0.490	ເຫື່ອອອກ
persuade	0.620	0.618	0.709	ຊັກຊວນ
persuasion	0.612	0.670	0.537	ການຊັກຊວນ
persuasive	0.740	0.700	0.657	ຊັກຊວນ
pert	0.469	0.460	0.348	pert
pertinent	0.580	0.333	0.723	ທີ່ກ່ຽວຂ້ອງ
perturbation	0.270	0.840	0.500	ລົບກວນ
pertussis	0.279	0.569	0.386	ໄອໄກ່
perusal	0.622	0.235	0.543	perusal
peruse	0.503	0.270	0.439	peruse
pervading	0.418	0.684	0.728	ແຜ່ລາມ
perverse	0.146	0.808	0.464	ບິດເບືອນ
perversion	0.083	0.830	0.490	ບິດເບືອນ
pervert	0.082	0.863	0.500	ບິດເບືອນ
perverted	0.062	0.918	0.436	ບິດເບືອນ
pesky	0.250	0.760	0.431	ເປັນຕາຢ້ານ
pessimism	0.083	0.484	0.264	ແງ່ຮ້າຍ
pessimist	0.125	0.470	0.218	ຄົນບໍ່ດີ
pessimistic	0.088	0.394	0.236	ໃນແງ່ດີ
pest	0.188	0.680	0.452	ສັດຕູພືດ
pester	0.143	0.780	0.385	ສັດຕູພືດ
pestilence	0.122	0.660	0.283	ໂລກລະບາດ
pestle	0.427	0.463	0.426	pestle
pesto	0.531	0.323	0.336	pesto
pet	0.875	0.327	0.305	ສັດລ້ຽງ
petal	0.810	0.194	0.211	ກີບດອກ
petite	0.510	0.354	0.245	ນ້ອຍ
petition	0.498	0.575	0.415	ຄໍາຮ້ອງຟ້ອງ
petitioner	0.601	0.531	0.566	ຜູ້​ຮ້ອງ​ຟ້ອງ
petloss	0.271	0.481	0.424	petloss
petpeeve	0.375	0.594	0.392	petpeeve
petrified	0.221	0.625	0.232	ກາຍເປັນຫີນ
petrify	0.177	0.571	0.447	petify
petrol	0.418	0.519	0.577	ນ້ຳມັນ
petroleum	0.583	0.451	0.640	ນ້ຳມັນ
petticoat	0.550	0.396	0.351	ເສື້ອຍືດ
petting	0.812	0.462	0.480	ເລືອບ
petty	0.210	0.537	0.236	ນ້ອຍ
petulant	0.247	0.685	0.491	ຂີ້ຄ້ານ
petunia	0.583	0.260	0.356	petunia
pew	0.449	0.235	0.664	ປູ
pewter	0.396	0.260	0.321	ຝຸ່ນ
peyote	0.406	0.462	0.426	peyote
phalanx	0.398	0.398	0.455	ຜາລານ
phantom	0.260	0.759	0.448	ຜີສາດ
pharaoh	0.656	0.491	0.798	ຟາໂຣ
pharmaceutical	0.500	0.435	0.562	ຢາ
pharmacist	0.592	0.382	0.648	ແພດການຢາ
pharmacology	0.560	0.440	0.526	ແພດສາດ
pharmacy	0.531	0.337	0.542	ຮ້ານຂາຍຢາ
phase	0.645	0.300	0.482	ໄລຍະ
pheasant	0.541	0.362	0.292	ໄກ່ປ່າ
phenomenal	0.915	0.750	0.918	ປະກົດການ
phenomenon	0.625	0.721	0.848	ປະກົດການ
