English Word	Valence	Arousal	Dominance	Korean Word
obliging	0.740	0.402	0.545	기꺼이 남을 돌봐 주는
obligor	0.302	0.600	0.360	채무자
oblique	0.438	0.347	0.455	비스듬한
obliterate	0.250	0.539	0.569	말살
obliterated	0.240	0.469	0.344	말살
obliteration	0.177	0.622	0.397	말살
oblivion	0.153	0.330	0.282	망각
oblivious	0.229	0.388	0.355	잊기 쉬운
oblong	0.561	0.455	0.370	직사각형
obnoxious	0.088	0.602	0.256	불쾌한
oboe	0.510	0.340	0.392	오보에
obscene	0.050	0.745	0.348	역겨운
obscenity	0.083	0.843	0.418	외설
obscure	0.370	0.551	0.278	모호
obscured	0.115	0.356	0.298	가려진
obscurity	0.208	0.392	0.380	어둠
observance	0.531	0.315	0.632	준수
observant	0.740	0.422	0.708	관찰
observation	0.633	0.433	0.667	관찰
observatory	0.643	0.324	0.731	전망대
observe	0.771	0.390	0.360	관찰하다
observer	0.663	0.363	0.603	관찰자
observing	0.583	0.400	0.685	관찰
obsess	0.112	0.846	0.509	들리다
obsessed	0.219	0.840	0.439	중독된
obsessing	0.173	0.773	0.698	집착
obsession	0.229	0.847	0.571	집착
obsessive	0.219	0.823	0.480	강박 관념
obsolescence	0.250	0.431	0.377	노후화
obsolete	0.337	0.321	0.250	쓸모없는
obstacle	0.204	0.708	0.336	장애
obstetrician	0.521	0.636	0.604	산과 의사
obstetrics	0.530	0.582	0.564	산과학
obstinate	0.146	0.696	0.562	완고한
obstruct	0.115	0.660	0.458	막다
obstruction	0.125	0.742	0.491	방해
obstructive	0.204	0.650	0.613	방해하는
obtain	0.760	0.438	0.731	얻다
obtainable	0.677	0.327	0.702	얻을 수 있는
obtuse	0.281	0.460	0.345	무딘
obverse	0.470	0.394	0.464	앞면
obvious	0.625	0.336	0.585	분명한
ocarina	0.541	0.392	0.366	오카리나
occasion	0.700	0.451	0.398	기회
occasional	0.490	0.298	0.387	가끔
occasionally	0.538	0.240	0.264	가끔
occipital	0.398	0.408	0.518	후두부
occlusion	0.306	0.439	0.442	폐색
occult	0.292	0.382	0.406	신비한
occupancy	0.625	0.471	0.721	점유율
occupant	0.500	0.417	0.483	점유자
occupation	0.562	0.470	0.692	직업
occupational	0.583	0.469	0.596	직업
occupied	0.337	0.546	0.441	가득차 있는
occupier	0.427	0.438	0.600	거주자
occupy	0.396	0.520	0.589	차지하다
occupying	0.573	0.462	0.519	점유
occur	0.451	0.561	0.510	발생하다
occurrence	0.573	0.690	0.541	발생
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	대양
oceanic	0.740	0.317	0.632	대양 같은
octagon	0.602	0.349	0.462	팔각형
octave	0.438	0.380	0.482	옥타브
octopus	0.713	0.378	0.411	문어
ocular	0.418	0.370	0.400	접안 렌즈
odd	0.265	0.337	0.302	이상한
oddball	0.316	0.360	0.357	괴짜
oddity	0.312	0.557	0.386	괴벽
odds	0.500	0.472	0.680	승산
ode	0.604	0.269	0.519	송시
odious	0.235	0.708	0.235	추악한
odometer	0.367	0.470	0.388	주행 거리계
odor	0.337	0.363	0.404	냄새
odyssey	0.622	0.692	0.710	오디세이
oedipal	0.312	0.575	0.509	오디팔
oestrogen	0.521	0.608	0.561	에스트로겐
oeuvre	0.653	0.484	0.598	작품
offal	0.302	0.470	0.302	겨
offence	0.312	0.798	0.446	위반
offend	0.094	0.804	0.333	공격하다
offended	0.188	0.690	0.337	기분을 상하게
offender	0.104	0.851	0.537	범죄자
offense	0.230	0.765	0.510	위반
offensive	0.135	0.882	0.600	공격
offer	0.750	0.745	0.596	권하다
offered	0.582	0.490	0.544	제공
offering	0.688	0.462	0.585	헌금
offhand	0.388	0.500	0.368	아무렇게나
office	0.427	0.302	0.509	사무실
officer	0.542	0.430	0.877	장교
offices	0.469	0.312	0.534	진력
official	0.646	0.565	0.833	공식적인
officiate	0.688	0.453	0.704	집행하다
offing	0.490	0.412	0.447	난바다
offload	0.479	0.444	0.525	짐을 내리다
offset	0.719	0.394	0.704	오프셋
offshoot	0.517	0.330	0.361	파생물
offshore	0.417	0.484	0.441	난바다 쪽으로 부는
offside	0.323	0.519	0.443	오프사이드
offspring	0.656	0.435	0.600	자식
oft	0.500	0.308	0.474	자주
oftentimes	0.571	0.500	0.482	자주
ogre	0.135	0.698	0.510	오우거
ohdear	0.458	0.519	0.442	이런
ohgod	0.500	0.557	0.439	세상에
ohno	0.396	0.475	0.380	안 돼
ohshit	0.230	0.594	0.343	젠장
oil	0.521	0.278	0.306	기름
oils	0.459	0.229	0.391	유화
oily	0.276	0.533	0.385	기름진
oink	0.500	0.450	0.289	잉크
ointment	0.438	0.271	0.398	연고
okra	0.469	0.400	0.362	오크라
olden	0.284	0.213	0.425	늙게 하다
oldie	0.363	0.363	0.342	오래된
oldies	0.438	0.300	0.412	오래된
olfactory	0.602	0.409	0.452	후각
oligarchy	0.327	0.567	0.741	과두 정치
olive	0.571	0.231	0.406	올리브
omega	0.529	0.337	0.526	오메가
omelet	0.708	0.323	0.315	오믈렛
omen	0.390	0.657	0.583	전조
omgomgomg	0.490	0.551	0.358	옴곰곰
ominous	0.255	0.730	0.510	불길한
omission	0.367	0.333	0.275	생략
omit	0.330	0.265	0.451	생략
omitted	0.260	0.235	0.211	생략
omnibus	0.490	0.410	0.473	합승 마차
omnipotence	0.667	0.793	0.866	전능
omnipotent	0.719	0.679	0.919	전능한
omnipresent	0.688	0.452	0.825	편재
omniscient	0.656	0.334	0.778	전지전능한
onboard	0.612	0.451	0.491	온보드
oncologist	0.260	0.654	0.640	종양 전문의
oncology	0.204	0.424	0.500	종양학
oncoming	0.594	0.625	0.773	다가오는
one	0.542	0.292	0.370	하나
oneday	0.667	0.245	0.374	언젠가
onedge	0.479	0.552	0.400	원에지
onelove	0.816	0.577	0.541	하나의 사랑
oneness	0.745	0.272	0.720	단일성
onerous	0.500	0.480	0.462	번거로운
oneself	0.660	0.337	0.483	자신
ongoing	0.674	0.484	0.556	전진
onion	0.378	0.367	0.382	양파
onset	0.673	0.497	0.500	습격
onslaught	0.198	0.939	0.717	맹공격
onstage	0.719	0.673	0.583	무대 위에
ontology	0.510	0.450	0.518	존재론
onus	0.562	0.520	0.769	무거운 짐
onward	0.667	0.538	0.741	앞으로
onyx	0.571	0.461	0.380	오닉스
oodles	0.490	0.374	0.446	많음
oomph	0.449	0.613	0.315	으음
ooze	0.344	0.577	0.333	습지
oozing	0.238	0.515	0.427	스며 나오는
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	불투명
opal	0.623	0.479	0.379	오팔
opaque	0.344	0.265	0.342	불투명체
ope	0.375	0.380	0.395	빈 터
open	0.620	0.480	0.569	열려 있는
opener	0.584	0.526	0.377	여는 사람
opening	0.667	0.510	0.620	열리는
openly	0.603	0.388	0.553	공공연히
openness	0.837	0.561	0.667	개방 상태
opera	0.714	0.500	0.483	오페라
operate	0.582	0.690	0.691	작동하다
operatic	0.375	0.452	0.627	오페라
operation	0.475	0.611	0.755	작업
operational	0.562	0.570	0.679	운영
operations	0.480	0.549	0.798	작업
operative	0.541	0.635	0.718	일하는
operator	0.612	0.630	0.726	운영자
ophthalmic	0.427	0.385	0.444	안과의
ophthalmologist	0.552	0.389	0.491	안과 의사
opiate	0.281	0.594	0.598	아편제
opinion	0.594	0.482	0.638	의견
opinionated	0.156	0.800	0.491	독단적인
opium	0.276	0.490	0.333	아편
opponent	0.080	0.741	0.716	상대
opportune	0.796	0.538	0.767	기회
opportunism	0.571	0.752	0.673	기회주의
opportunity	0.938	0.745	0.833	기회
oppose	0.431	0.800	0.473	대들다
opposed	0.092	0.460	0.606	반대
opposing	0.188	0.660	0.518	반대
opposite	0.235	0.545	0.408	반대
opposites	0.281	0.518	0.462	반대
opposition	0.135	0.729	0.592	반대
oppress	0.186	0.654	0.555	억압하다
oppressed	0.119	0.640	0.259	억압받는
oppression	0.080	0.673	0.615	압박
oppressive	0.276	0.590	0.667	억압적인
oppressor	0.160	0.776	0.629	압제자
ops	0.417	0.550	0.528	작전
opt	0.510	0.471	0.345	고르다
optic	0.663	0.384	0.594	광학
optical	0.677	0.311	0.542	광학
optics	0.562	0.286	0.580	광학
optimism	0.949	0.565	0.814	낙천주의
optimist	0.875	0.539	0.787	낙관론자
optimistic	0.979	0.580	0.821	낙관적인
optimum	0.892	0.469	0.808	최적의
option	0.512	0.427	0.359	옵션
optional	0.755	0.350	0.440	선택 과목
optionally	0.365	0.405	0.481	선택적으로
options	0.622	0.327	0.473	옵션
optometrist	0.446	0.455	0.668	검안사
opulence	0.620	0.615	0.648	부유
opulent	0.562	0.660	0.660	풍부한
opus	0.458	0.368	0.391	작
oracle	0.552	0.531	0.670	신탁
oral	0.530	0.448	0.375	경구
orange	0.646	0.132	0.296	주황색
orange juice	0.719	0.343	0.445	오렌지 주스
orangutan	0.430	0.560	0.471	오랑우탄
oration	0.646	0.315	0.683	연설
orator	0.667	0.375	0.682	연설자
oratory	0.602	0.472	0.693	웅변
orb	0.463	0.370	0.444	구
orbit	0.561	0.422	0.575	궤도
orbital	0.458	0.451	0.559	궤도 함수
orbiting	0.520	0.643	0.554	궤도를 도는
orbs	0.469	0.355	0.482	오브
orc	0.240	0.510	0.388	오크
orchard	0.760	0.269	0.333	과수원
orchestra	0.708	0.500	0.664	오케스트라
orchid	0.840	0.345	0.382	난초
ordained	0.735	0.409	0.731	안수
ordeal	0.344	0.539	0.529	지독한 시련
order	0.780	0.295	0.814	주문하다
orderly	0.844	0.240	0.661	질서 있는
ordinance	0.615	0.452	0.776	의식
ordinary	0.375	0.312	0.286	평범한
ordination	0.688	0.490	0.765	안수
ordnance	0.354	0.825	0.679	병기
ore	0.500	0.333	0.356	광석
oregano	0.596	0.327	0.250	오레가노
organ	0.510	0.469	0.538	오르간
organic	0.719	0.343	0.535	본질적인
organism	0.457	0.559	0.800	유기체
organist	0.740	0.469	0.669	오르간 연주자
organization	0.810	0.535	0.851	조직
organize	0.802	0.655	0.781	정리하다
organized	0.816	0.337	0.746	조직화
organizer	0.604	0.577	0.846	조직자
orgasm	0.844	0.863	0.676	오르가슴
orgies	0.388	0.953	0.433	난교
orgy	0.346	0.962	0.536	진탕 마시고 떠드는 술잔치
orient	0.667	0.422	0.667	동양
oriental	0.592	0.409	0.598	동양인
orientation	0.667	0.454	0.686	정위
orifice	0.448	0.355	0.443	구멍
origami	0.684	0.276	0.294	종이접기
origin	0.729	0.435	0.591	기원
original	0.765	0.480	0.746	원래의
originality	0.898	0.500	0.824	독창성
originate	0.702	0.500	0.866	기원하다
origination	0.760	0.443	0.604	개시
originator	0.592	0.510	0.868	창작자
ornament	0.561	0.373	0.441	장식
ornamental	0.663	0.392	0.460	장식용
ornamentation	0.663	0.471	0.472	장식
ornamented	0.677	0.350	0.490	장식
ornate	0.812	0.356	0.500	화려한
ornery	0.361	0.520	0.509	비열한
orphan	0.133	0.388	0.140	유아
orphanage	0.184	0.439	0.425	고아원
orphaned	0.062	0.430	0.228	고아
orthodontist	0.469	0.615	0.564	치열 교정의
orthodox	0.388	0.471	0.647	전통적인
orthodoxy	0.271	0.388	0.612	정설
orthogonal	0.500	0.314	0.540	직교
orthopedic	0.406	0.346	0.473	정형외과
oscillate	0.449	0.580	0.397	진동하다
oscillating	0.469	0.548	0.402	진동하는
oscillation	0.562	0.433	0.431	진동
oscillatory	0.375	0.520	0.480	진동하는
ostensible	0.542	0.549	0.585	표면상
ostensibly	0.473	0.529	0.509	표면적으로
ostentatious	0.479	0.794	0.648	허세를 부리다
ostracized	0.115	0.690	0.377	배척
ostrich	0.592	0.382	0.241	타조
other	0.472	0.230	0.259	다른
otter	0.439	0.216	0.339	수달
otto	0.427	0.425	0.404	장미유
ottoman	0.531	0.337	0.444	오토만
ought	0.438	0.511	0.434	영
ounce	0.531	0.255	0.288	온스
oust	0.296	0.716	0.444	축출
outage	0.306	0.684	0.438	정전
outback	0.500	0.324	0.430	아웃백
outbid	0.594	0.622	0.540	입찰하다
outboard	0.448	0.491	0.456	선외
outbreak	0.260	0.632	0.472	발생
outburst	0.209	0.802	0.528	폭발
outcast	0.153	0.449	0.353	추방자
outcome	0.615	0.472	0.685	결과
outcry	0.271	0.773	0.718	항의
outdated	0.167	0.236	0.226	시대에 뒤쳐진
outdo	0.771	0.750	0.873	아웃도
outdoor	0.814	0.256	0.447	집 밖의
outdoors	0.781	0.444	0.453	옥외
outer	0.552	0.471	0.456	밖의
outfit	0.760	0.490	0.566	차림새
outgoing	0.650	0.472	0.538	나가는
outgrow	0.510	0.529	0.722	지나치게 자라다
outgrowth	0.771	0.620	0.688	파생물
outhouse	0.281	0.519	0.255	바깥채
outing	0.771	0.672	0.634	나들이
outlandish	0.448	0.737	0.657	이상한
outlast	0.620	0.786	0.685	오래 버티다
outlaw	0.255	0.662	0.482	무법자
outlet	0.610	0.396	0.245	콘센트
outline	0.542	0.365	0.509	개요
outlines	0.656	0.402	0.651	요점
outlive	0.565	0.769	0.724	오래 살다
outlook	0.830	0.525	0.625	시야
outlying	0.460	0.562	0.503	밖에 있는
outnumber	0.347	0.615	0.577	수보다 많다
outpatient	0.260	0.400	0.395	외래환자
outpost	0.635	0.571	0.675	전초
outpouring	0.562	0.685	0.552	유출
output	0.604	0.389	0.434	산출
outrage	0.060	0.689	0.542	격분
outraged	0.156	0.696	0.538	화난
outrageous	0.153	0.945	0.713	터무니없는
outrank	0.653	0.643	0.817	열등하다
outreach	0.540	0.462	0.672	지원 활동
outright	0.767	0.396	0.755	노골적인
outrun	0.531	0.833	0.573	달려서 이기다
outset	0.750	0.500	0.582	시초
outsider	0.398	0.549	0.447	문외한
outskirts	0.474	0.519	0.312	교외
outsmart	0.673	0.657	0.864	현명
outspoken	0.582	0.413	0.667	솔직한
outstanding	0.898	0.760	0.896	훌륭해
outstretched	0.448	0.481	0.519	펼친
outward	0.449	0.439	0.365	외부
outwards	0.440	0.472	0.400	밖으로
outweigh	0.486	0.600	0.682	과하다
outwit	0.302	0.755	0.356	바보
oval	0.417	0.280	0.330	타원형
ovary	0.469	0.399	0.280	난소
ovate	0.385	0.286	0.368	난형
ovation	0.719	0.758	0.750	대인기
oven	0.583	0.425	0.606	오븐
overactive	0.667	0.885	0.592	과민 반응
overall	0.583	0.370	0.670	전반적인
overalls	0.500	0.392	0.373	작업복
overbearing	0.323	0.833	0.861	뽐내는
overburden	0.115	0.755	0.546	너무 무거운 짐
overcast	0.417	0.250	0.475	흐린
overcharged	0.276	0.780	0.569	과충전
overcoat	0.594	0.265	0.430	외투
overcome	0.719	0.689	0.848	극복하다
overcoming	0.842	0.765	0.855	극복
overcrowded	0.292	0.520	0.491	과밀
overdo	0.156	0.864	0.602	지나치게 하다
overdose	0.110	0.820	0.468	과다 복용
overdrive	0.303	0.715	0.732	오버드라이브
overdue	0.125	0.427	0.259	연체
overestimate	0.367	0.796	0.444	과대평가
overestimated	0.344	0.646	0.527	과대평가
overflow	0.398	0.792	0.500	과다
overflowing	0.439	0.796	0.635	범람
overgrown	0.333	0.500	0.369	너무 크게 자란
overgrowth	0.417	0.790	0.673	과잉 성장
overhanging	0.698	0.755	0.812	돌출
overhaul	0.500	0.651	0.491	분해 검사
overhead	0.344	0.700	0.538	간접비
overhear	0.650	0.365	0.580	우연히 듣다
overheated	0.250	0.598	0.547	과열
overjoyed	0.908	0.708	0.755	기뻐하다
overkill	0.379	0.861	0.678	지나침
overlaid	0.620	0.610	0.676	겹쳐
overlap	0.594	0.615	0.627	겹치다
overlapping	0.595	0.578	0.684	겹치는
overlay	0.564	0.596	0.749	위에 까는 것
overload	0.381	0.690	0.652	초과 적재
overlook	0.292	0.418	0.415	간과하다
overlord	0.750	0.755	0.932	과부하
overlying	0.500	0.519	0.691	위에 놓인
overpaid	0.429	0.670	0.585	초과 지불
overpass	0.562	0.561	0.565	고가 도로
overplayed	0.224	0.798	0.586	과장된
overpower	0.448	0.859	0.783	지우다
overpowering	0.392	0.779	0.589	압도적
overpriced	0.271	0.556	0.472	비싼
overprotective	0.448	0.673	0.741	보호 이상
overrated	0.312	0.630	0.482	과대평가
overreact	0.306	0.912	0.471	과잉 반응
override	0.316	0.491	0.529	우세하다
overriding	0.240	0.490	0.384	우선
overrule	0.224	0.412	0.429	무효화하다
overrun	0.271	0.764	0.598	오버런
oversee	0.541	0.649	0.778	감독하다
overseer	0.552	0.520	0.873	감독
overshadow	0.333	0.549	0.654	그림자를 드리우다
oversight	0.385	0.618	0.723	감시
oversized	0.552	0.540	0.679	특대
overslept	0.408	0.315	0.300	늦잠
overstate	0.281	0.779	0.635	과장하다
overstock	0.344	0.592	0.589	공급 과다
overt	0.708	0.326	0.607	명백한
overtake	0.573	0.620	0.718	추월
overtaken	0.594	0.552	0.702	추월
overthemoon	0.643	0.531	0.481	초월
overthinker	0.430	0.606	0.552	지나치게 생각하는 사람
overthinking	0.408	0.761	0.525	지나친 생각
overthrow	0.260	0.868	0.620	타도
overtime	0.447	0.504	0.529	시간 외에
overtired	0.210	0.357	0.273	과로
overture	0.490	0.402	0.491	서장
overturn	0.240	0.765	0.396	전복
overview	0.615	0.380	0.539	개요
overweight	0.052	0.500	0.389	초과 중량
overwhelm	0.250	0.823	0.462	압도하다
overwhelmed	0.341	0.680	0.348	압도된
overwhelming	0.327	0.830	0.640	압도적
overworked	0.133	0.670	0.387	과로
overwrought	0.156	0.900	0.571	지나치게 공들인
overzealous	0.427	0.804	0.703	지나치게
owe	0.500	0.429	0.386	빚지다
owing	0.396	0.307	0.381	빚진
owl	0.520	0.270	0.321	올빼미
owner	0.776	0.449	0.920	소유자
ownership	0.628	0.445	0.741	소유권
ox	0.417	0.396	0.412	황소
oxidation	0.453	0.415	0.211	산화
oxide	0.354	0.377	0.298	산화물
oxygen	0.908	0.310	0.575	산소
oxymoron	0.427	0.481	0.398	모순
oyster	0.500	0.311	0.327	굴
ozone	0.560	0.345	0.518	오존
pace	0.510	0.380	0.390	속도
pacemaker	0.448	0.569	0.582	맥박 조정 장치
pacific	0.627	0.118	0.580	태평양
pacified	0.802	0.194	0.414	진정
pacifier	0.615	0.342	0.356	고무 젖꼭지
pacifist	0.663	0.153	0.557	평화주의자
pacify	0.812	0.283	0.629	진정시키다
pacing	0.583	0.551	0.491	속도
pack	0.510	0.347	0.475	팩
package	0.571	0.433	0.443	패키지
packaging	0.604	0.393	0.549	포장
packer	0.520	0.480	0.537	포장 기계
packet	0.582	0.385	0.407	패킷
pact	0.442	0.444	0.593	계약
pad	0.684	0.279	0.330	인주
padded	0.606	0.212	0.371	패딩
padding	0.561	0.398	0.423	심
paddle	0.561	0.375	0.393	외륜
paddle boat	0.663	0.373	0.415	외륜선
paddock	0.480	0.429	0.481	작은 목장
paddy	0.653	0.330	0.330	아일랜드 사람
padlock	0.459	0.284	0.457	맹꽁이 자물쇠
padre	0.684	0.407	0.647	패더
paean	0.552	0.547	0.471	파이안
pagan	0.292	0.578	0.542	이교도
paganism	0.240	0.640	0.411	무종교
page	0.677	0.224	0.278	페이지
pageant	0.719	0.667	0.651	행렬
pager	0.510	0.526	0.554	휴대용 소형 무선 호출기
pagination	0.459	0.333	0.400	쪽수 매기기
paging	0.542	0.398	0.423	페이징
pagoda	0.571	0.259	0.435	탑
pail	0.448	0.177	0.188	양동이
pain	0.012	0.765	0.395	통증
pained	0.112	0.500	0.250	고통받는
painful	0.050	0.742	0.330	괴로운
painfully	0.156	0.720	0.407	고통스럽게
painkiller	0.487	0.312	0.481	진통제
painless	0.785	0.173	0.491	무통
pains	0.106	0.673	0.362	고생
painstaking	0.396	0.335	0.386	애씀
paint	0.667	0.343	0.413	페인트
paintball	0.615	0.745	0.537	페인트볼
paintbrush	0.714	0.226	0.353	화필
painted	0.667	0.333	0.424	그린
painter	0.677	0.366	0.487	화가
painting	0.792	0.324	0.333	페인트 등
pair	0.552	0.317	0.304	쌍
paisley	0.531	0.327	0.347	페이즐리
pajama	0.908	0.157	0.245	잠옷
pajamas	0.719	0.170	0.264	잠옷
pal	0.812	0.426	0.596	단짝
palace	0.878	0.510	0.804	궁전
palatable	0.823	0.500	0.594	맛있는
palate	0.625	0.350	0.358	구개
pale	0.281	0.259	0.245	창백한
paleontology	0.438	0.308	0.617	고생물학
palette	0.590	0.333	0.205	팔레트
pall	0.277	0.387	0.394	물리다
palladium	0.470	0.380	0.393	보장
pallet	0.604	0.241	0.349	짚자리
palliative	0.548	0.394	0.518	완화제
palm	0.531	0.194	0.340	손바닥
palmer	0.480	0.269	0.413	성지 순례자
palomino	0.616	0.349	0.396	팔로미노
palpable	0.552	0.343	0.611	만져서 알 수 있는
palpitations	0.417	0.702	0.528	두근거림
palsy	0.083	0.446	0.221	바람
paltry	0.333	0.491	0.320	보잘것
pamper	0.792	0.321	0.348	하고 싶은 대로 하게 하다
pamphlet	0.530	0.250	0.327	팸플릿
pan	0.734	0.182	0.364	팬
panacea	0.420	0.427	0.613	만병 통치약
panache	0.510	0.363	0.306	깃털 장식
pancake	0.802	0.274	0.364	팬케이크
pancakes	0.844	0.373	0.402	팬케이크
pancreas	0.469	0.302	0.366	콩팥
panda	0.646	0.194	0.406	팬더
pandemic	0.160	0.790	0.544	전 세계적인 유행병
pandemonium	0.229	0.885	0.500	복마전
pane	0.385	0.250	0.444	창유리
panel	0.469	0.321	0.425	패널
pang	0.146	0.595	0.455	격통
panhandle	0.441	0.431	0.414	팬핸들
panic	0.062	0.938	0.400	공황
panicattack	0.255	0.724	0.386	공황 발작
panicked	0.100	0.949	0.260	당황
panicking	0.094	0.882	0.333	패닉
panicky	0.284	0.962	0.393	패닉
panier	0.500	0.392	0.380	파니에
panorama	0.719	0.402	0.625	파노라마
panoramic	0.542	0.462	0.684	파노라마의
pansy	0.653	0.283	0.589	팬지
pant	0.448	0.463	0.409	바지
pantheon	0.144	0.410	0.610	판테온
panther	0.303	0.594	0.682	표범
panties	0.594	0.529	0.312	팬티
pantomime	0.552	0.481	0.385	무언극
pantry	0.622	0.294	0.312	식료품 저장실
pants	0.673	0.320	0.333	바지
panty	0.451	0.557	0.303	팬티
pantyhose	0.570	0.539	0.250	팬티 스타킹
pap	0.438	0.403	0.302	어린애 속임수
papa	0.656	0.340	0.527	아빠
papacy	0.481	0.263	0.553	교황권
papal	0.493	0.304	0.559	교황
papaya	0.630	0.306	0.300	파파야
paper	0.520	0.123	0.293	종이
paperback	0.633	0.269	0.314	문고판
paperboy	0.521	0.490	0.471	페이퍼보이
paperweight	0.421	0.278	0.433	문진
paperwork	0.448	0.355	0.422	서류 작업
paprika	0.417	0.250	0.264	파프리카
papyrus	0.459	0.240	0.324	파피루스
par	0.615	0.372	0.429	평가
parable	0.479	0.357	0.525	우화
parabola	0.542	0.413	0.620	포물선
