English Word	Valence	Arousal	Dominance	Ukrainian Word
narrator	0.673	0.430	0.623	оповідач
narrow	0.260	0.368	0.356	вузькі
narrowing	0.354	0.593	0.357	звуження
nasal	0.479	0.340	0.330	носовий
nascent	0.684	0.373	0.585	зароджується
nasty	0.115	0.620	0.264	противний
natal	0.755	0.462	0.481	натальний
nation	0.594	0.443	0.821	нація
national	0.698	0.365	0.663	національний
nationality	0.642	0.400	0.772	національність
nationwide	0.684	0.217	0.672	загальнонаціональний
native	0.635	0.422	0.710	рідний
nativity	0.750	0.337	0.673	вертеп
natural	0.854	0.118	0.481	природний
natural gas	0.635	0.324	0.396	природний газ
naturalist	0.844	0.255	0.562	натураліст
naturalization	0.781	0.279	0.652	натуралізація
naturalized	0.760	0.333	0.600	натуралізований
naturally	0.854	0.276	0.549	природно
nature	0.857	0.184	0.643	природи
naught	0.344	0.176	0.161	нічого
naughty	0.451	0.857	0.371	неслухняний
nausea	0.104	0.781	0.273	нудота
nauseate	0.062	0.660	0.176	нудити
nauseating	0.021	0.640	0.250	нудотний
nauseous	0.135	0.780	0.284	нудотний
nautical	0.646	0.250	0.579	морський
nautilus	0.396	0.509	0.517	наутилус
naval	0.542	0.449	0.679	військово-морський
nave	0.583	0.448	0.585	неф
navel	0.448	0.261	0.276	пупок
navigable	0.749	0.406	0.645	судноплавний
navigate	0.740	0.555	0.675	орієнтуватися
navigation	0.841	0.470	0.720	навігація
navigational	0.573	0.481	0.564	навігаційний
navigator	0.583	0.592	0.623	навігатор
navy	0.531	0.760	0.764	флот
nay	0.344	0.290	0.325	ні
nearsighted	0.271	0.373	0.265	короткозорий
neat	0.878	0.235	0.491	акуратний
neatly	0.802	0.412	0.588	акуратно
nebula	0.510	0.418	0.438	туманність
nebulae	0.490	0.330	0.472	туманності
nebulous	0.469	0.347	0.417	туманний
necessarily	0.667	0.423	0.598	обов'язково
necessary	0.750	0.433	0.679	необхідно
necessitate	0.578	0.604	0.516	вимагати
necessities	0.520	0.630	0.463	предмети першої необхідності
necessity	0.567	0.471	0.588	необхідність
neck	0.541	0.245	0.345	шия
necklace	0.760	0.294	0.373	намисто
necktie	0.583	0.229	0.314	краватка
necromancer	0.333	0.625	0.536	некромант
necrosis	0.115	0.622	0.385	некроз
nectar	0.746	0.331	0.398	нектар
need	0.510	0.574	0.200	потреба
needalife	0.490	0.443	0.394	needlife
needed	0.677	0.342	0.679	необхідний
needful	0.582	0.460	0.614	необхідний
needit	0.250	0.472	0.356	потрібно це
needle	0.250	0.472	0.360	голка
needlepoint	0.653	0.500	0.556	голчастий
needles	0.250	0.602	0.348	голки
needless	0.327	0.385	0.200	непотрібний
needtoknow	0.427	0.606	0.474	потрібно знати
needtorelax	0.673	0.438	0.274	потрібно розслабитися
needy	0.360	0.451	0.245	нужденний
nefarious	0.184	0.720	0.528	мерзенний
negation	0.255	0.461	0.297	заперечення
negative	0.102	0.527	0.176	негативний
negativity	0.060	0.520	0.273	негативність
neglect	0.045	0.550	0.163	нехтування
neglected	0.271	0.385	0.160	знехтуваний
neglecting	0.177	0.441	0.230	нехтування
negligee	0.385	0.520	0.336	негліже
negligence	0.092	0.570	0.251	недбалість
negligent	0.167	0.583	0.259	недбалий
negligently	0.056	0.583	0.266	недбало
negligible	0.177	0.292	0.232	незначний
negotiable	0.688	0.585	0.731	договірна
negotiate	0.612	0.708	0.769	вести переговори
negotiation	0.490	0.615	0.728	переговори
negotiator	0.635	0.471	0.817	переговорник
negro	0.354	0.368	0.461	негр
neigh	0.378	0.642	0.373	ржати
neighbor	0.657	0.448	0.434	сусід
neighborhood	0.385	0.469	0.373	околиці
neighboring	0.656	0.306	0.481	сусідні
nemesis	0.271	0.688	0.647	Немезида
neon	0.594	0.480	0.380	неон
neonatal	0.542	0.529	0.357	неонатальний
neophyte	0.286	0.363	0.411	неофіт
neoprene	0.316	0.451	0.443	неопрен
nephew	0.719	0.337	0.412	племінник
nepotism	0.349	0.584	0.517	кумівство
nerd	0.408	0.481	0.315	ботанік
nerdy	0.296	0.255	0.292	ботанік
nerve	0.129	0.698	0.307	нерв
nerves	0.333	0.783	0.264	нерви
nervous	0.235	0.820	0.213	нервовий
nervousness	0.163	0.915	0.241	нервозність
nervouswreck	0.112	0.867	0.179	нервовий розлад
nervy	0.250	0.830	0.241	нервовий
ness	0.396	0.480	0.392	ність
nest	0.687	0.221	0.333	гніздо
nestle	0.625	0.308	0.379	гніздитися
nestling	0.604	0.427	0.286	пташеня
net	0.441	0.288	0.417	чистий
nether	0.240	0.265	0.259	нижній
netting	0.368	0.509	0.585	сітка сітка
nettle	0.406	0.324	0.490	кропива
network	0.531	0.337	0.466	мережі
networking	0.625	0.482	0.545	мережі
neural	0.582	0.426	0.391	нейронні
neuralgia	0.092	0.706	0.439	невралгія
neurological	0.500	0.540	0.558	неврологічні
neurologist	0.608	0.500	0.736	невролог
neurology	0.459	0.537	0.580	неврологія
neurosis	0.122	0.766	0.418	невроз
neurosurgeon	0.590	0.673	0.755	нейрохірург
neurosurgery	0.490	0.632	0.730	нейрохірургія
neurotic	0.198	0.801	0.387	невротичний
neuter	0.621	0.163	0.302	середнього роду
neutral	0.469	0.184	0.357	нейтральний
neutrality	0.469	0.205	0.434	нейтралітет
neutralize	0.519	0.363	0.719	нейтралізувати
neutron	0.469	0.440	0.679	нейтрон
new	0.917	0.490	0.582	новий
new age	0.694	0.556	0.727	Новий вік
newbeginnings	0.802	0.613	0.524	нові починання
newborn	0.918	0.580	0.372	новонароджений
newcomer	0.622	0.380	0.396	новачок
newday	0.847	0.388	0.618	новий день
newfound	0.745	0.741	0.520	новознайдений
newjob	0.755	0.643	0.729	Нова робота
newlife	0.898	0.646	0.701	нове життя
newly	0.688	0.422	0.552	нещодавно
newlywed	0.847	0.706	0.570	молодята
newme	0.643	0.550	0.527	newme
newness	0.740	0.522	0.588	новизна
news	0.633	0.580	0.610	новини
newscast	0.531	0.509	0.714	випуск новин
newscaster	0.646	0.510	0.764	диктор новин
newsflash	0.604	0.637	0.518	екстрене повідомлення
newsletter	0.622	0.385	0.490	інформаційний бюлетень
newsman	0.604	0.480	0.696	журналіст
newspaper	0.602	0.283	0.444	газета
newspaperman	0.561	0.458	0.750	газетяр
newsreel	0.625	0.571	0.577	кінохроніка
newsroom	0.531	0.392	0.658	редакція
newsstand	0.615	0.222	0.336	газетний кіоск
newstart	0.802	0.510	0.667	новий старт
newt	0.458	0.380	0.541	тритон
newyear	0.938	0.784	0.520	новий рік
nexus	0.496	0.368	0.412	нексус
nib	0.510	0.282	0.406	перо
nibble	0.551	0.551	0.411	гризти
nice	0.930	0.442	0.650	приємно
niche	0.459	0.413	0.318	ніша
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	нік
nickel	0.510	0.347	0.406	нікель
nickname	0.490	0.470	0.263	псевдонім
nicotine	0.235	0.608	0.447	нікотин
niece	0.771	0.320	0.400	племінниця
nifty	0.740	0.745	0.815	витончений
nigh	0.653	0.216	0.336	близько
night	0.598	0.396	0.404	ніч
nightcap	0.750	0.196	0.268	нічний ковпак
nightclub	0.802	0.894	0.528	нічний клуб
nightfall	0.490	0.436	0.426	сутінки
nightgown	0.643	0.408	0.250	нічна сорочка
nightie	0.630	0.388	0.274	ночнушка
nightingale	0.740	0.340	0.496	соловейко
nightlife	0.542	0.783	0.510	нічне життя
nightly	0.673	0.410	0.474	щоночі
nightmare	0.005	0.810	0.436	кошмар
nightmares	0.082	0.942	0.448	кошмари
nightstand	0.490	0.130	0.327	тумбочка
nightstick	0.500	0.461	0.348	палиця
nighttime	0.735	0.385	0.439	нічний час
nihilism	0.367	0.510	0.364	нігілізм
nil	0.286	0.143	0.157	нуль
nimble	0.833	0.729	0.769	спритний
nimrod	0.327	0.500	0.539	німрод
nincompoop	0.365	0.431	0.368	нінкомпоп
nine	0.552	0.255	0.327	дев'ять
nineteen	0.673	0.304	0.375	дев'ятнадцять
ninety	0.479	0.349	0.436	дев'яносто
ninja	0.542	0.844	0.682	ніндзя
ninny	0.344	0.343	0.309	нінні
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	дев'ятий
nip	0.281	0.700	0.264	затиснути
nipper	0.386	0.422	0.317	кусачки
nipple	0.480	0.786	0.415	соска
nippy	0.540	0.500	0.416	різкий
nitrate	0.388	0.406	0.500	селітра
nitro	0.500	0.647	0.639	нітро
nitrogen	0.427	0.435	0.562	азот
nitrous	0.435	0.561	0.411	азотистий
nitwit	0.146	0.606	0.139	дурень
nix	0.330	0.380	0.404	нікс
no anticipation	0.396	0.480	0.341	ніякого очікування
no disgust	0.510	0.324	0.448	ніякої огиди
no emotion	0.170	0.109	0.225	ніяких емоцій
no sentiment	0.092	0.382	0.278	ніяких сентиментів
no surprise	0.171	0.224	0.412	не дивно
no trust	0.055	0.445	0.257	немає довіри
nobility	0.844	0.347	0.736	дворянство
noble	0.906	0.345	0.610	шляхетний
nobleman	0.675	0.286	0.709	шляхтич
nobodycares	0.365	0.410	0.354	всім все одно
nocomplaints	0.677	0.164	0.491	скарг немає
nocturnal	0.540	0.500	0.462	нічний спосіб життя
nod	0.590	0.367	0.427	кивати
nodding	0.694	0.294	0.426	киваючи
node	0.396	0.343	0.361	вузол
nodular	0.438	0.351	0.411	вузлуватий
nodule	0.312	0.426	0.349	вузлик
noggin	0.510	0.433	0.382	баггінь
nohope	0.200	0.441	0.385	немає ніякої надії
noir	0.375	0.394	0.365	нуар
noise	0.260	0.883	0.388	шум
noisy	0.271	0.812	0.561	шумний
nomad	0.375	0.413	0.433	кочівник
nomadic	0.427	0.519	0.422	кочовий
nomenclature	0.500	0.222	0.575	номенклатура
nominal	0.594	0.250	0.463	номінальний
nominate	0.615	0.471	0.669	номінувати
nomination	0.663	0.637	0.696	номінація
nominee	0.662	0.625	0.765	номінант
nonce	0.422	0.370	0.377	один раз
nonchalant	0.312	0.314	0.366	безтурботний
noncompliance	0.112	0.598	0.259	невідповідність
nondescript	0.490	0.434	0.348	непоказний
nonexistent	0.208	0.429	0.149	неіснуючий
nonfat	0.604	0.260	0.340	знежирений
nonfiction	0.426	0.315	0.431	документальна література
nonpayment	0.229	0.510	0.298	несплата
nonresident	0.250	0.340	0.302	не резидент
nonsense	0.214	0.531	0.155	нісенітниця
nonsensical	0.173	0.268	0.193	безглуздий
nonviolent	0.640	0.287	0.346	ненасильницький
noob	0.417	0.430	0.267	новачок
noodle	0.633	0.216	0.225	локшина
nook	0.480	0.321	0.296	куточок
noon	0.531	0.343	0.518	полудень
noose	0.356	0.300	0.330	петля
nopoint	0.276	0.324	0.314	немає сенсу
noregrets	0.469	0.476	0.426	без жалю
norm	0.500	0.245	0.527	норма
normal	0.740	0.127	0.380	нормально
normalcy	0.805	0.151	0.620	нормальність
normality	0.781	0.089	0.444	нормальність
north	0.531	0.255	0.450	північ
northbound	0.604	0.454	0.491	на північ
northeast	0.562	0.260	0.375	північний схід
northern	0.570	0.340	0.472	північний
northwest	0.604	0.345	0.451	північний захід
northwestern	0.479	0.306	0.462	північно-західний
noschool	0.490	0.400	0.380	ніякої школи
nose	0.582	0.270	0.245	ніс
nosebleed	0.153	0.776	0.361	носова кровотеча
nosey	0.276	0.655	0.223	допитливий
nosnow	0.392	0.394	0.366	nosnow
nostalgia	0.417	0.337	0.339	ностальгія
nostalgic	0.458	0.351	0.184	ностальгічний
nostress	0.531	0.404	0.415	без стресу
nostril	0.396	0.404	0.316	ніздрі
nosun	0.388	0.380	0.351	носун
nosy	0.292	0.558	0.433	допитливий
not negative	0.622	0.270	0.444	не негативний
not positive	0.051	0.370	0.236	не позитивний
notable	0.760	0.450	0.696	помітний
notables	0.594	0.608	0.755	видатні особи
notably	0.792	0.533	0.689	особливо
notamorningperson	0.469	0.578	0.440	notamorningperson
notary	0.541	0.451	0.676	нотаріус
notation	0.635	0.380	0.558	позначення
notch	0.459	0.361	0.358	виїмка
notched	0.480	0.530	0.356	зубчастий
note	0.594	0.163	0.416	Примітка
notebook	0.449	0.167	0.442	блокнот
noted	0.615	0.382	0.464	зазначив
noteworthy	0.704	0.481	0.759	вартий уваги
nothappy	0.112	0.320	0.170	не щасливий
nothingbetter	0.635	0.390	0.543	нічого кращого
nothingness	0.204	0.080	0.161	нікчемність
notice	0.646	0.408	0.491	повідомлення
noticeable	0.890	0.562	0.750	помітний
notification	0.604	0.461	0.671	повідомлення
notify	0.643	0.471	0.573	повідомити
notion	0.612	0.284	0.667	поняття
notional	0.520	0.288	0.500	умовний
notoriety	0.552	0.633	0.769	відомість
notorious	0.366	0.582	0.609	горезвісний
notready	0.133	0.400	0.196	не готовий
notwithstanding	0.367	0.316	0.433	незважаючи на це
nought	0.312	0.098	0.116	нічого
noun	0.531	0.230	0.477	іменник
nourish	0.878	0.460	0.639	живити
nourishment	0.786	0.290	0.631	харчування
nouveau	0.633	0.438	0.432	нуво
novel	0.702	0.352	0.439	Роман
novelist	0.340	0.343	0.529	романіст
novelty	0.673	0.521	0.740	новизна
novice	0.429	0.346	0.180	новачок
nowadays	0.680	0.346	0.400	в наші дні
nowork	0.312	0.264	0.309	Немає роботи
noworries	0.630	0.402	0.500	зараз
noxious	0.177	0.585	0.379	шкідливий
nozzle	0.438	0.330	0.287	насадка
nuance	0.408	0.282	0.411	нюанс
nuances	0.490	0.375	0.527	нюанси
nuclear	0.219	0.856	0.781	ядерний
nucleus	0.529	0.296	0.667	ядро
nude	0.490	0.915	0.200	оголена
nudge	0.448	0.500	0.509	підштовхнути
nudie	0.500	0.529	0.373	ню
nudist	0.440	0.796	0.483	нудистський
nudity	0.438	0.853	0.415	нагота
nugget	0.602	0.340	0.348	самородок
nuisance	0.198	0.817	0.227	неприємність
nuke	0.125	0.905	0.873	ядерна бомба
nul	0.337	0.358	0.264	nul
null	0.253	0.147	0.152	нуль
nullify	0.255	0.373	0.395	звести нанівець
numb	0.108	0.420	0.352	оніміння
number	0.406	0.231	0.471	номер
numbering	0.510	0.363	0.482	нумерація
numbers	0.406	0.241	0.440	чисел
numbness	0.306	0.398	0.265	оніміння
numbskull	0.300	0.472	0.284	оніміння черепа
numeral	0.582	0.254	0.382	числівник
numerator	0.490	0.317	0.526	чисельник
numerical	0.479	0.322	0.517	числові
numerically	0.510	0.337	0.500	чисельно
