English Word	Valence	Arousal	Dominance	Hausa Word
isle	0.667	0.390	0.443	tsibirin
islet	0.612	0.314	0.367	tsibirin
isolate	0.235	0.422	0.336	ware
isolated	0.221	0.356	0.255	ware
isolation	0.198	0.338	0.339	kaɗaici
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotop
issue	0.316	0.819	0.351	batun
itch	0.319	0.610	0.465	ƙaiƙayi
itching	0.208	0.690	0.300	ƙaiƙayi
itchy	0.334	0.726	0.296	ƙaiƙayi
item	0.594	0.270	0.465	abu
itemize	0.459	0.527	0.518	abubuwa
items	0.542	0.401	0.434	abubuwa
iterate	0.449	0.460	0.440	maimaita
iteration	0.531	0.449	0.486	maimaitawa
iterative	0.429	0.420	0.500	maimaitawa
itinerant	0.449	0.545	0.439	mai tafiya
itinerary	0.551	0.550	0.454	hanyar tafiya
ivory	0.625	0.235	0.566	hauren giwa
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabbar
jack	0.487	0.450	0.441	jak
jackal	0.333	0.582	0.436	jakkali
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	jaka
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	fita
jaded	0.255	0.560	0.400	fitad
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	jagud
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	kurkuku
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	karya
jailer	0.194	0.630	0.632	mai tsaron gidan
jailhouse	0.104	0.887	0.430	gidan yari
jalopy	0.396	0.436	0.337	jalpy
jam	0.510	0.548	0.318	jam
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	cunkoso
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	mai kula
janitorial	0.490	0.373	0.481	gidan tsafi
japan	0.667	0.482	0.580	japan
jar	0.430	0.346	0.318	jar
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	jarring
jasmine	0.765	0.230	0.286	jasmine
jasper	0.480	0.425	0.402	jasper
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	mashin
jaw	0.500	0.510	0.420	jaw
jawbone	0.468	0.413	0.342	kashin baki
jaws	0.385	0.528	0.455	jaws
jay	0.531	0.408	0.389	yaya
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	kishi
jealousy	0.146	0.783	0.481	kishi
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	yin ba'a
jelly	0.651	0.294	0.256	jelly
jellybean	0.592	0.406	0.399	jellybean
jellyfish	0.531	0.567	0.377	jellyfish
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	yi hadari
jeopardy	0.129	0.908	0.536	hadari
jerk	0.194	0.630	0.238	zagi
jerks	0.214	0.788	0.395	zagi
jerky	0.233	0.538	0.358	jaki
jersey	0.594	0.317	0.411	riga
jest	0.520	0.736	0.222	wasa
jester	0.388	0.670	0.264	jester
jesus	0.800	0.400	0.620	Yesu
jet	0.612	0.721	0.606	jet
jetty	0.602	0.480	0.453	jetty
jewel	0.827	0.588	0.625	jauhari
jeweler	0.760	0.482	0.500	kayan ado
jewelry	0.823	0.569	0.597	kayan ado
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	jijjiga
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jihadi
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jita-jita
jittery	0.344	0.856	0.255	tashin hankali
jive	0.561	0.551	0.373	jiwo
job	0.694	0.541	0.717	aiki
jobinterview	0.684	0.837	0.723	hirar aiki
jock	0.592	0.656	0.473	wasa
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jog
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	shiga
joined	0.667	0.394	0.600	shiga
joining	0.755	0.469	0.685	shiga
joint	0.615	0.392	0.566	hadin gwiwa
jointly	0.708	0.425	0.602	tare
joke	0.704	0.610	0.316	wargi
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	wasa
jolly	0.959	0.705	0.708	m
jolt	0.365	0.708	0.358	jafar
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	jarida
journalism	0.622	0.500	0.684	aikin jarida
journalist	0.542	0.452	0.732	jarida
journalistic	0.696	0.449	0.495	aikin jarida
journey	0.910	0.702	0.625	tafiya
journeyman	0.765	0.596	0.741	matafiyi
joust	0.520	0.528	0.551	tsutsa
jovial	0.823	0.460	0.526	ban dariya
joy	0.980	0.824	0.794	murna
joyful	0.990	0.740	0.667	m
joyous	0.958	0.580	0.728	m
joyride	0.694	0.550	0.500	farin ciki
joys	0.981	0.643	0.651	murna
jubilant	0.844	0.673	0.664	murna
jubilee	0.916	0.500	0.579	jubili
judge	0.510	0.604	0.857	hukunci
judged	0.281	0.686	0.722	hukunci
judging	0.240	0.625	0.693	yin hukunci
judgment	0.396	0.600	0.816	hukunci
judgmental	0.330	0.602	0.579	hukunci
judicial	0.378	0.667	0.833	shari'a
judiciary	0.439	0.740	0.897	bangaren shari'a
judicious	0.630	0.432	0.772	m
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	jug
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	juggling
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	ruwan 'ya'yan itace
juicer	0.552	0.520	0.564	juicer
juicy	0.823	0.529	0.490	m
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	tsalle-tsalle
jumbled	0.292	0.602	0.445	jumbled
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	tsalle
jump rope	0.656	0.660	0.368	tsalle igiya
jumper	0.615	0.336	0.481	tsalle
jumpsuit	0.562	0.365	0.361	tsalle-tsalle
jumpy	0.353	0.810	0.216	tsalle
junction	0.490	0.481	0.364	junction
juncture	0.365	0.582	0.491	juncture
jungle	0.500	0.510	0.481	daji
junior	0.635	0.343	0.304	ƙarami
juniper	0.583	0.327	0.352	juniper
junk	0.115	0.481	0.118	takarce
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junki
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	junkyard
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	na shari'a
jurisdiction	0.480	0.580	0.820	hukumci
jurisprudence	0.360	0.425	0.764	fikihu
jurist	0.479	0.523	0.713	fikihu
juror	0.582	0.640	0.750	juror
jury	0.479	0.607	0.789	juri
justice	0.760	0.538	0.787	adalci
justifiable	0.786	0.413	0.821	baratacce
justification	0.622	0.444	0.661	barata
justify	0.612	0.473	0.615	barata
juststop	0.417	0.379	0.364	tsaya kawai
justthebeginning	0.573	0.451	0.481	tun farko
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	matasa
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaleidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangaroo
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kafuta
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karat
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmic
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kwal
keen	0.823	0.719	0.806	kyakyawan
keep	0.714	0.296	0.547	kiyaye
keeper	0.612	0.457	0.773	mai gadi
keeping	0.592	0.280	0.723	kiyayewa
keepsake	0.740	0.307	0.491	kiyayewa
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	gida
kerchief	0.520	0.189	0.236	kyalle
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kwaya
kerosene	0.302	0.472	0.427	kananzir
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	tukwane
key	0.615	0.275	0.519	key
keyboard	0.573	0.279	0.349	keyboard
keyed	0.469	0.497	0.521	keyed
keyhole	0.438	0.358	0.356	rijiyar maɓalli
keynote	0.630	0.431	0.545	mahimmin bayani
keypad	0.604	0.255	0.330	faifan maɓalli
keystone	0.573	0.438	0.491	dutsen maɓalli
keyword	0.602	0.520	0.747	keyword
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibar
kick	0.271	0.791	0.526	harba
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	harbawa
kickoff	0.583	0.600	0.629	kora
kid	0.760	0.453	0.298	yaro
kidder	0.708	0.768	0.471	yaro
kidding	0.622	0.625	0.457	wasa
kiddo	0.674	0.393	0.419	yaro
kiddos	0.500	0.480	0.342	yara
kidnap	0.032	0.923	0.535	sace
kidnapped	0.044	0.923	0.455	sace
kidnapper	0.115	0.906	0.618	mai garkuwa da mutane
kidnapping	0.094	0.880	0.561	sace mutane
kidney	0.448	0.363	0.380	koda
kids	0.837	0.500	0.417	yara
kill	0.052	0.941	0.736	kashe
killer	0.041	0.971	0.543	kisa
killing	0.080	0.959	0.696	kisa
killjoy	0.178	0.550	0.324	kisan kai
kiln	0.451	0.423	0.414	kiln
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogiram
kilometer	0.490	0.439	0.485	kilomita
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	dangi
kind	0.918	0.240	0.618	irin
kindergarten	0.833	0.462	0.308	kindergarten
kindling	0.520	0.651	0.421	hurawa
kindness	0.938	0.350	0.508	alheri
kindred	0.760	0.418	0.517	dangi
kinematics	0.594	0.480	0.614	kinematics
kinesiology	0.491	0.480	0.633	kinesiology
kinetic	0.582	0.540	0.537	motsin rai
king	0.677	0.690	0.892	sarki
king snake	0.458	0.835	0.647	sarki maciji
kingdom	0.714	0.547	0.910	mulki
kingpin	0.357	0.626	0.642	sarki
kink	0.337	0.634	0.321	kinki
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	dangi
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirki
kiss	0.967	0.813	0.630	sumba
kisser	0.844	0.682	0.618	kisser
kissy	0.874	0.684	0.402	sumba
kit	0.583	0.344	0.420	kit
kitchen	0.700	0.234	0.398	kitchen
kite	0.643	0.500	0.573	kit
kitten	0.816	0.343	0.260	kyanwa
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	gwaninta
knapsack	0.551	0.317	0.268	jakar jaka
knead	0.490	0.457	0.345	durƙusa
knee	0.520	0.245	0.396	gwiwa
kneecap	0.427	0.360	0.440	gwiwa
kneel	0.426	0.417	0.217	durkusa
kneeling	0.245	0.435	0.144	durkusawa
knell	0.354	0.500	0.377	durkusa
knick	0.480	0.509	0.420	knik
knickers	0.552	0.428	0.328	knickers
knife	0.344	0.717	0.573	wuka
knight	0.780	0.441	0.835	jarumi
knighthood	0.740	0.660	0.769	Knight
knit	0.630	0.144	0.295	saƙa
knob	0.340	0.360	0.272	dunƙule
knock	0.312	0.531	0.527	buga
knockoff	0.350	0.606	0.240	knockoff
knockout	0.388	0.755	0.664	knockout
knoll	0.434	0.347	0.333	sani
knot	0.541	0.221	0.408	kulli
knots	0.418	0.346	0.267	kulli
knotted	0.226	0.412	0.294	kulli
know	0.765	0.361	0.704	sani
knowing	0.833	0.353	0.658	sani
knowingly	0.500	0.459	0.481	da saninsa
knowledge	0.847	0.430	0.896	ilimi
knowledgeable	0.865	0.455	0.971	mai ilimi
knuckle	0.655	0.333	0.393	dunƙule
knucklehead	0.157	0.485	0.288	kwankwaso
knuckles	0.271	0.461	0.320	dunƙulewa
koala	0.608	0.210	0.311	kowa
kook	0.417	0.471	0.398	kowa
kooky	0.418	0.582	0.366	kowa
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonit
kudos	0.925	0.587	0.642	godiya
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	lakabi
labor	0.594	0.639	0.754	aiki
laboratory	0.571	0.490	0.537	dakin gwaje-gwaje
labored	0.646	0.451	0.637	yayi aiki
laborer	0.561	0.510	0.698	ma'aikaci
laboring	0.705	0.644	0.737	aiki
laborious	0.393	0.635	0.709	m
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	yadin da aka saka
laceration	0.143	0.667	0.443	laceration
lack	0.250	0.365	0.242	rashi
lackey	0.260	0.510	0.166	lace
lacking	0.229	0.375	0.121	rashi
lackluster	0.250	0.311	0.264	rashin haske
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactose
lad	0.637	0.388	0.336	yaro
ladder	0.560	0.438	0.358	tsani
laddie	0.668	0.539	0.391	baiwar Allah
laden	0.392	0.478	0.554	kayatarwa
lading	0.388	0.463	0.409	kaya
ladle	0.531	0.368	0.352	leda
lady	0.854	0.481	0.602	mace
lady bug	0.490	0.434	0.381	lady bug
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	irin mace
ladyship	0.561	0.480	0.822	mace
lag	0.220	0.375	0.246	lago
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	lagging
lagoon	0.660	0.231	0.373	lagon
lair	0.469	0.438	0.392	layi
laity	0.510	0.320	0.487	yan boko
lake	0.694	0.196	0.425	tafkin
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	dan tunkiya
lame	0.145	0.410	0.217	gurguwa
lament	0.198	0.398	0.352	kuka
lamenting	0.156	0.390	0.254	baƙin ciki
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminated
lamp	0.510	0.260	0.309	fitila
lamppost	0.420	0.337	0.455	fitilar fitila
lance	0.406	0.620	0.587	lance
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	ƙasa
landed	0.709	0.620	0.480	ya sauka
landfall	0.521	0.434	0.407	kasa
landfill	0.398	0.423	0.324	shara
landing	0.552	0.696	0.596	saukowa
landlady	0.677	0.303	0.417	uwar gida
landlocked	0.280	0.391	0.367	marar kasa
landlord	0.684	0.500	0.858	mai gida
landmark	0.694	0.355	0.681	alamar ƙasa
lands	0.594	0.280	0.492	ƙasashe
landscape	0.719	0.176	0.423	shimfidar wuri
landscaping	0.823	0.379	0.519	gyara shimfidar wuri
landslide	0.250	0.864	0.530	zaftarewar kasa
lane	0.449	0.490	0.451	layi
language	0.677	0.337	0.704	harshe
languid	0.281	0.270	0.283	m
languish	0.235	0.408	0.382	wahala
languishing	0.308	0.459	0.353	wahala
lanky	0.412	0.426	0.370	m
lantern	0.622	0.250	0.243	fitilu
lap	0.583	0.510	0.412	cinya
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lafazin
lapse	0.420	0.316	0.281	kasala
lapsed	0.357	0.333	0.276	lapsed
laptop	0.724	0.270	0.519	kwamfutar tafi-da-gidanka
larceny	0.272	0.821	0.454	lalata
lard	0.427	0.239	0.179	man alade
larder	0.656	0.290	0.509	babba
large	0.704	0.565	0.736	babba
larger	0.729	0.654	0.763	ya fi girma
largo	0.521	0.480	0.517	babba
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	tsutsa
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	larynx
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	Laser
lash	0.235	0.794	0.609	lallashi
lass	0.656	0.536	0.433	lass
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	jiya
lasting	0.804	0.535	0.745	m
lastminute	0.418	0.582	0.385	karshen minti
latch	0.395	0.263	0.288	lashi
late	0.245	0.358	0.315	marigayi
lateness	0.214	0.388	0.343	latti
latent	0.469	0.500	0.653	latent
lateral	0.469	0.370	0.322	na gefe
laterally	0.562	0.255	0.450	a gefe
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	latsa
lather	0.635	0.327	0.313	farfesa
latitude	0.562	0.306	0.490	latitude
latrine	0.380	0.353	0.176	ɗakin bayan gida
latrines	0.214	0.462	0.267	ɗakin bayan gida
latte	0.615	0.320	0.311	latti
lattice	0.406	0.420	0.349	latti
laud	0.493	0.427	0.383	godiya
laudable	0.740	0.472	0.682	abin yabo
laudation	0.542	0.547	0.623	yabo
laudatory	0.612	0.417	0.450	abin yabo
laugh	0.980	0.639	0.587	dariya
laughable	0.592	0.627	0.298	abin dariya
laughing	0.906	0.596	0.534	dariya
laughingstock	0.427	0.779	0.312	dariya
laughs	0.812	0.846	0.425	dariya
laughter	0.959	0.654	0.588	dariya
launch	0.684	0.814	0.598	kaddamar da
launcher	0.677	0.745	0.808	mai ƙaddamarwa
launches	0.490	0.663	0.602	kaddamar da
launder	0.479	0.450	0.349	wanki
laundering	0.439	0.327	0.444	wanke wanke
laundry	0.644	0.292	0.377	wanki
laureate	0.724	0.402	0.702	mai nasara
laurel	0.646	0.146	0.302	laurel
laurels	0.684	0.279	0.545	laurel
lava	0.280	0.539	0.615	lawa
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	dakin wanka
lavender	0.812	0.198	0.388	lavender
lavish	0.792	0.648	0.730	m
law	0.740	0.590	0.815	doka
lawful	0.660	0.394	0.780	halal
lawless	0.219	0.690	0.420	m
lawlessness	0.156	0.804	0.509	rashin bin doka
lawman	0.510	0.523	0.786	dan doka
lawn	0.686	0.153	0.192	lawn
lawnmower	0.480	0.531	0.355	na'urar yanke ciyawa
lawsuit	0.219	0.794	0.611	kara
lawyer	0.521	0.569	0.784	lauya
lax	0.430	0.401	0.300	lallashi
laxative	0.271	0.550	0.528	laxative
lay	0.521	0.336	0.491	kwanta
layaway	0.429	0.510	0.451	layway
layer	0.500	0.208	0.366	Layer
layered	0.571	0.306	0.436	lebur
layman	0.531	0.339	0.424	layman
layout	0.615	0.442	0.557	shimfidar wuri
layover	0.520	0.355	0.500	layover
laziness	0.271	0.240	0.132	kasala
lazy	0.392	0.264	0.096	malalaci
lazyday	0.337	0.319	0.145	lazyday
lea	0.583	0.294	0.358	leya
lead	0.323	0.657	0.455	jagora
leaded	0.439	0.625	0.595	jagoranci
leader	0.833	0.582	0.926	shugaba
leadership	0.870	0.690	0.983	jagoranci
leading	0.823	0.698	0.954	jagora
leads	0.530	0.471	0.615	jagora
leaf	0.583	0.156	0.294	ganye
leaflet	0.490	0.206	0.375	leaflet
leafy	0.653	0.530	0.700	ganye
league	0.656	0.340	0.462	gasar
leak	0.378	0.833	0.520	zubo
leakage	0.188	0.731	0.528	yabo
leaky	0.170	0.686	0.288	leka
lean	0.734	0.353	0.438	jingina
leaned	0.570	0.373	0.490	jingina
leaning	0.480	0.409	0.352	jingina
leap	0.750	0.663	0.667	tsalle
learn	0.833	0.643	0.829	koyi
learned	0.704	0.462	0.543	koyi
learner	0.698	0.475	0.398	mai koyo
learning	0.833	0.588	0.574	koyo
lease	0.520	0.463	0.545	haya
leash	0.320	0.347	0.427	leshi
leather	0.510	0.324	0.341	fata
leathery	0.418	0.471	0.411	fata
leave	0.375	0.315	0.295	barin
leavemealone	0.240	0.472	0.402	Ku bar ni
leaving	0.163	0.542	0.371	barin
lecherous	0.135	0.704	0.376	lecheous
lecture	0.594	0.462	0.737	lacca
lecturer	0.677	0.549	0.736	malami
ledge	0.406	0.235	0.339	tudu
ledger	0.510	0.362	0.609	littafi
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	lefe
leeches	0.115	0.698	0.295	letches
leer	0.612	0.348	0.509	ledar
leery	0.337	0.640	0.410	lery
lees	0.360	0.567	0.406	les
leeway	0.562	0.577	0.569	leway
left	0.354	0.370	0.361	hagu
leftout	0.229	0.365	0.245	bari
leftover	0.490	0.460	0.222	ragowar
leftovers	0.219	0.350	0.116	ragowar
lefty	0.490	0.406	0.379	hagu
leg	0.510	0.373	0.313	kafa
legacy	0.792	0.529	0.827	gado
legal	0.653	0.387	0.887	na shari'a
legality	0.765	0.343	0.713	halacci
legalize	0.510	0.460	0.818	halasta
legalized	0.760	0.440	0.855	halattacce
legally	0.771	0.482	0.842	bisa doka
legend	0.837	0.519	0.750	labari
legendary	0.857	0.537	0.863	almara
legibility	0.771	0.481	0.580	halacci
legible	0.673	0.279	0.509	m
legion	0.469	0.570	0.852	legion
legislate	0.571	0.582	0.736	kafa doka
legislation	0.531	0.418	0.808	doka
legislative	0.633	0.365	0.800	na majalisa
legislator	0.490	0.580	0.877	dan majalisa
legislature	0.540	0.435	0.698	majalisa
legit	0.747	0.427	0.849	halal
legitimacy	0.823	0.420	0.855	halacci
legitimate	0.792	0.363	0.841	halattacce
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	kafafu
legume	0.520	0.302	0.465	legume
legwork	0.622	0.560	0.509	aikin kafa
leisure	0.631	0.429	0.421	nishadi
leisurely	0.806	0.250	0.367	cikin nishadi
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	lemun tsami
lemonade	0.661	0.287	0.412	lemun tsami
lend	0.520	0.461	0.508	bashi
lender	0.340	0.520	0.703	mai ba da bashi
lending	0.510	0.585	0.462	bashi
length	0.479	0.308	0.533	tsayi
lengthen	0.619	0.481	0.566	tsawo
lengthened	0.448	0.530	0.474	tsawo
lengthening	0.673	0.530	0.528	tsawo
lengthwise	0.571	0.470	0.528	tsayin tsayi
lengthy	0.570	0.342	0.528	tsawo
leniency	0.517	0.436	0.545	sassauci
lenient	0.520	0.451	0.340	m
lens	0.420	0.245	0.472	ruwan tabarau
leopard	0.542	0.755	0.611	damisa
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	kuturu
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	kuturu
lesion	0.240	0.623	0.361	rauni
less	0.265	0.240	0.115	Kadan
lessee	0.417	0.474	0.595	mai haya
lessen	0.235	0.284	0.255	rage
lessening	0.375	0.300	0.277	ragewa
lesser	0.396	0.167	0.211	karami
lesson	0.704	0.577	0.593	darasi
lessor	0.552	0.490	0.623	m
let	0.427	0.373	0.307	bari
lethal	0.156	0.800	0.745	m
lethargic	0.214	0.245	0.375	lethargic
lethargy	0.194	0.302	0.316	lethargy
letter	0.635	0.279	0.342	harafi
lettered	0.542	0.361	0.482	rubuta
letterhead	0.450	0.316	0.462	rubutun rubutu
lettering	0.541	0.180	0.431	rubutawa
letters	0.663	0.327	0.364	haruffa
lettuce	0.594	0.163	0.291	letas
leukemia	0.094	0.572	0.351	cutar sankarar bargo
levee	0.520	0.324	0.490	lefe
level	0.622	0.277	0.491	matakin
lever	0.400	0.343	0.402	lefa
leverage	0.459	0.500	0.629	amfani
levitate	0.561	0.598	0.551	lefita
levy	0.438	0.420	0.491	haraji
lewd	0.188	0.673	0.412	lalata
lexicon	0.561	0.463	0.615	lexicon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	wajibai
liability	0.646	0.500	0.802	alhaki
liable	0.656	0.519	0.821	abin alhaki
liaison	0.698	0.337	0.472	haɗin gwiwa
liar	0.042	0.606	0.339	maƙaryaci
libel	0.128	0.694	0.403	zagi
libelous	0.125	0.735	0.436	m
liberal	0.565	0.565	0.755	m
liberalism	0.562	0.712	0.750	sassaucin ra'ayi
liberate	0.760	0.632	0.708	'yantar da
liberated	0.780	0.630	0.683	'yantar da
liberating	0.915	0.620	0.745	'yanci
liberation	0.745	0.614	0.857	'yanci
liberty	0.938	0.579	0.836	'yanci
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	ma'aikacin laburare
library	0.776	0.122	0.549	ɗakin karatu
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	latsa
license	0.500	0.394	0.702	lasisi
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	lasa
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	murfi
lie	0.130	0.725	0.272	karya
liege	0.479	0.426	0.452	lige
lien	0.396	0.580	0.441	karya
lieu	0.427	0.410	0.312	maimakon
lieutenant	0.594	0.612	0.920	laftanar
life	0.918	0.615	0.824	rayuwa
lifeblood	0.673	0.690	0.708	jinin rai
