English Word	Valence	Arousal	Dominance	Nepali Word
notamorningperson	0.469	0.578	0.440	नराम्रा व्यक्ति
notary	0.541	0.451	0.676	नोटरी
notation	0.635	0.380	0.558	नोटेशन
notch	0.459	0.361	0.358	खाच
notched	0.480	0.530	0.356	खाँचिएको
note	0.594	0.163	0.416	नोट
notebook	0.449	0.167	0.442	नोटबुक
noted	0.615	0.382	0.464	नोट गरियो
noteworthy	0.704	0.481	0.759	उल्लेखनीय
nothappy	0.112	0.320	0.170	दुखी
nothingbetter	0.635	0.390	0.543	केहि राम्रो छैन
nothingness	0.204	0.080	0.161	शून्यता
notice	0.646	0.408	0.491	सूचना
noticeable	0.890	0.562	0.750	ध्यान दिने
notification	0.604	0.461	0.671	सूचना
notify	0.643	0.471	0.573	सूचित गर्नुहोस्
notion	0.612	0.284	0.667	धारणा
notional	0.520	0.288	0.500	काल्पनिक
notoriety	0.552	0.633	0.769	कुख्यात
notorious	0.366	0.582	0.609	कुख्यात
notready	0.133	0.400	0.196	तयार छैन
notwithstanding	0.367	0.316	0.433	यद्यपि
nought	0.312	0.098	0.116	शून्य
noun	0.531	0.230	0.477	संज्ञा
nourish	0.878	0.460	0.639	पोषण
nourishment	0.786	0.290	0.631	पोषण
nouveau	0.633	0.438	0.432	nouveau
novel	0.702	0.352	0.439	उपन्यास
novelist	0.340	0.343	0.529	उपन्यासकार
novelty	0.673	0.521	0.740	नवीनता
novice	0.429	0.346	0.180	नौसिखिया
nowadays	0.680	0.346	0.400	आजकल
nowork	0.312	0.264	0.309	काम छैन
noworries	0.630	0.402	0.500	अब चिन्ता
noxious	0.177	0.585	0.379	हानिकारक
nozzle	0.438	0.330	0.287	नोजल
nuance	0.408	0.282	0.411	सूक्ष्मता
nuances	0.490	0.375	0.527	सूक्ष्मताहरू
nuclear	0.219	0.856	0.781	आणविक
nucleus	0.529	0.296	0.667	केन्द्रक
nude	0.490	0.915	0.200	नग्न
nudge	0.448	0.500	0.509	नज
nudie	0.500	0.529	0.373	नग्न
nudist	0.440	0.796	0.483	न्युडिस्ट
nudity	0.438	0.853	0.415	नग्नता
nugget	0.602	0.340	0.348	डला
nuisance	0.198	0.817	0.227	उपद्रव
nuke	0.125	0.905	0.873	परमाणु
nul	0.337	0.358	0.264	नल
null	0.253	0.147	0.152	खाली
nullify	0.255	0.373	0.395	रद्द गर्नुहोस्
numb	0.108	0.420	0.352	सुन्न
number	0.406	0.231	0.471	संख्या
numbering	0.510	0.363	0.482	नम्बरिङ
numbers	0.406	0.241	0.440	संख्याहरू
numbness	0.306	0.398	0.265	सुन्नता
numbskull	0.300	0.472	0.284	numbskull
numeral	0.582	0.254	0.382	संख्यात्मक
numerator	0.490	0.317	0.526	अंक
numerical	0.479	0.322	0.517	संख्यात्मक
numerically	0.510	0.337	0.500	संख्यात्मक रूपमा
numerous	0.622	0.462	0.609	धेरै
nun	0.500	0.150	0.406	नन
nunchucks	0.337	0.580	0.526	nunchucks
nunnery	0.653	0.236	0.473	भोजनालय
nuptials	0.771	0.588	0.571	विवाह
nurse	0.635	0.578	0.521	नर्स
nursemaid	0.615	0.431	0.436	नर्समेड
nursery	0.894	0.406	0.389	नर्सरी
nursing	0.552	0.549	0.653	नर्सिङ
nurture	0.745	0.378	0.657	पालनपोषण
nut	0.365	0.310	0.250	नट
nutcase	0.286	0.775	0.259	नटकेस
nutcracker	0.635	0.378	0.522	नटक्र्याकर
nuthouse	0.347	0.519	0.434	नटहाउस
nutmeg	0.635	0.302	0.350	जायफल
nutrition	0.885	0.420	0.579	पोषण
nutritional	0.812	0.406	0.676	पोषण सम्बन्धी
nutritious	0.833	0.337	0.655	पौष्टिक
nutritive	0.875	0.422	0.667	पौष्टिक
nuts	0.594	0.250	0.291	नट
nutshell	0.458	0.407	0.310	संक्षेपमा
nutty	0.444	0.317	0.271	अखरोट
nylon	0.490	0.304	0.295	नायलन
nylong	0.439	0.248	0.351	नाइलङ
nylons	0.556	0.379	0.320	नाइलन
nymph	0.542	0.529	0.472	अप्सरा
nymphomaniac	0.398	0.894	0.536	nymphomaniac
oaf	0.344	0.357	0.330	oaf
oak	0.583	0.245	0.536	ओक
oar	0.469	0.392	0.316	ओअर
oasis	0.796	0.283	0.429	ओएसिस
oat	0.622	0.170	0.298	ओट
oath	0.543	0.615	0.824	शपथ
oatmeal	0.592	0.192	0.241	दलिया
obedience	0.765	0.287	0.536	आज्ञाकारिता
obedient	0.800	0.179	0.518	आज्ञाकारी
obediently	0.802	0.304	0.577	आज्ञाकारी रूपमा
obelisk	0.604	0.408	0.596	ओबिलिस्क
obese	0.133	0.427	0.250	मोटोपन
obesity	0.215	0.370	0.328	मोटोपना
obey	0.677	0.433	0.533	पालना
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obit
obituary	0.188	0.330	0.423	मृत्युपत्र
object	0.531	0.356	0.375	वस्तु
objection	0.347	0.592	0.709	आपत्ति
objectionable	0.459	0.382	0.558	आपत्तिजनक
objective	0.724	0.337	0.736	उद्देश्य
objectivity	0.765	0.431	0.711	वस्तुनिष्ठता
obligation	0.222	0.596	0.718	दायित्व
obligatory	0.337	0.571	0.780	अनिवार्य
oblige	0.281	0.770	0.614	बाध्य
obliged	0.327	0.680	0.411	बाध्य
obliging	0.740	0.402	0.545	बाध्यकारी
obligor	0.302	0.600	0.360	बाध्यकारी
oblique	0.438	0.347	0.455	तिरछा
obliterate	0.250	0.539	0.569	मेटाउने
obliterated	0.240	0.469	0.344	मेटिएको
obliteration	0.177	0.622	0.397	उन्मूलन
oblivion	0.153	0.330	0.282	विस्मरण
oblivious	0.229	0.388	0.355	बेवास्ता गर्ने
oblong	0.561	0.455	0.370	आयताकार
obnoxious	0.088	0.602	0.256	घृणित
oboe	0.510	0.340	0.392	oboe
obscene	0.050	0.745	0.348	अश्लील
obscenity	0.083	0.843	0.418	अश्लीलता
obscure	0.370	0.551	0.278	अस्पष्ट
obscured	0.115	0.356	0.298	अस्पष्ट
obscurity	0.208	0.392	0.380	अस्पष्टता
observance	0.531	0.315	0.632	पालना
observant	0.740	0.422	0.708	पर्यवेक्षक
observation	0.633	0.433	0.667	अवलोकन
observatory	0.643	0.324	0.731	वेधशाला
observe	0.771	0.390	0.360	अवलोकन गर्नुहोस्
observer	0.663	0.363	0.603	पर्यवेक्षक
observing	0.583	0.400	0.685	अवलोकन गर्दै
obsess	0.112	0.846	0.509	जुनून
obsessed	0.219	0.840	0.439	पागल
obsessing	0.173	0.773	0.698	जुनूनी
obsession	0.229	0.847	0.571	जुनून
obsessive	0.219	0.823	0.480	जुनूनी
obsolescence	0.250	0.431	0.377	अप्रचलितता
obsolete	0.337	0.321	0.250	अप्रचलित
obstacle	0.204	0.708	0.336	अवरोध
obstetrician	0.521	0.636	0.604	प्रसूति विशेषज्ञ
obstetrics	0.530	0.582	0.564	प्रसूति विज्ञान
obstinate	0.146	0.696	0.562	जिद्दी
obstruct	0.115	0.660	0.458	अवरोध गर्ने
obstruction	0.125	0.742	0.491	अवरोध
obstructive	0.204	0.650	0.613	अवरोध गर्ने
obtain	0.760	0.438	0.731	प्राप्त गर्नुहोस्
obtainable	0.677	0.327	0.702	प्राप्य
obtuse	0.281	0.460	0.345	कुरूप
obverse	0.470	0.394	0.464	उल्टो
obvious	0.625	0.336	0.585	स्पष्ट
ocarina	0.541	0.392	0.366	ocarina
occasion	0.700	0.451	0.398	अवसर
occasional	0.490	0.298	0.387	कहिले काँही
occasionally	0.538	0.240	0.264	कहिले काँही
occipital	0.398	0.408	0.518	occipital
occlusion	0.306	0.439	0.442	अवरोध
occult	0.292	0.382	0.406	जादू
occupancy	0.625	0.471	0.721	अधिभोग
occupant	0.500	0.417	0.483	कब्जा गर्ने
occupation	0.562	0.470	0.692	पेशा
occupational	0.583	0.469	0.596	पेशागत
occupied	0.337	0.546	0.441	कब्जा गरेको
occupier	0.427	0.438	0.600	कब्जा गर्ने
occupy	0.396	0.520	0.589	ओगट्नु
occupying	0.573	0.462	0.519	कब्जा गर्दै
occur	0.451	0.561	0.510	उत्पन्न हुन्छ
occurrence	0.573	0.690	0.541	घटना
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	महासागर
oceanic	0.740	0.317	0.632	समुद्री
octagon	0.602	0.349	0.462	अष्टभुज
octave	0.438	0.380	0.482	अष्टक
octopus	0.713	0.378	0.411	अक्टोपस
ocular	0.418	0.370	0.400	आँखा
odd	0.265	0.337	0.302	अजीब
oddball	0.316	0.360	0.357	oddball
oddity	0.312	0.557	0.386	विचित्रता
odds	0.500	0.472	0.680	बाधाहरू
ode	0.604	0.269	0.519	ode
odious	0.235	0.708	0.235	घृणित
odometer	0.367	0.470	0.388	ओडोमिटर
odor	0.337	0.363	0.404	गन्ध
odyssey	0.622	0.692	0.710	ओडिसी
oedipal	0.312	0.575	0.509	oedipal
oestrogen	0.521	0.608	0.561	एस्ट्रोजन
oeuvre	0.653	0.484	0.598	oeuvre
offal	0.302	0.470	0.302	अफल
offence	0.312	0.798	0.446	अपराध
offend	0.094	0.804	0.333	अपमान
offended	0.188	0.690	0.337	अपमानित
offender	0.104	0.851	0.537	अपराधी
offense	0.230	0.765	0.510	अपराध
offensive	0.135	0.882	0.600	आपत्तिजनक
offer	0.750	0.745	0.596	प्रस्ताव
offered	0.582	0.490	0.544	प्रस्ताव गरिएको
offering	0.688	0.462	0.585	प्रस्ताव
offhand	0.388	0.500	0.368	अफह्यान्ड
office	0.427	0.302	0.509	कार्यालय
officer	0.542	0.430	0.877	अधिकारी
offices	0.469	0.312	0.534	कार्यालयहरू
official	0.646	0.565	0.833	आधिकारिक
officiate	0.688	0.453	0.704	पदाधिकारी
offing	0.490	0.412	0.447	अफिंग
offload	0.479	0.444	0.525	अफलोड
offset	0.719	0.394	0.704	अफसेट
offshoot	0.517	0.330	0.361	अफशूट
offshore	0.417	0.484	0.441	अपतटीय
offside	0.323	0.519	0.443	अफसाइड
offspring	0.656	0.435	0.600	सन्तान
oft	0.500	0.308	0.474	प्राय:
oftentimes	0.571	0.500	0.482	पटक पटक
ogre	0.135	0.698	0.510	राक्षस
ohdear	0.458	0.519	0.442	हरे शिव
ohgod	0.500	0.557	0.439	हे भगवान
ohno	0.396	0.475	0.380	धत्तेरिका
ohshit	0.230	0.594	0.343	ओहो
oil	0.521	0.278	0.306	तेल
oils	0.459	0.229	0.391	तेलहरू
oily	0.276	0.533	0.385	तेलयुक्त
oink	0.500	0.450	0.289	oink
ointment	0.438	0.271	0.398	मलम
okra	0.469	0.400	0.362	भिंडी
olden	0.284	0.213	0.425	पुरानो
oldie	0.363	0.363	0.342	पुरानो
oldies	0.438	0.300	0.412	पुरानाहरु
olfactory	0.602	0.409	0.452	घ्राण
oligarchy	0.327	0.567	0.741	कुलीन वर्ग
olive	0.571	0.231	0.406	जैतून
omega	0.529	0.337	0.526	ओमेगा
omelet	0.708	0.323	0.315	आमलेट
omen	0.390	0.657	0.583	शगुन
omgomgomg	0.490	0.551	0.358	omgomgomg
ominous	0.255	0.730	0.510	अशुभ
omission	0.367	0.333	0.275	बहिष्कार
omit	0.330	0.265	0.451	छोड्नुहोस्
omitted	0.260	0.235	0.211	हटाइयो
omnibus	0.490	0.410	0.473	ओम्निबस
omnipotence	0.667	0.793	0.866	सर्वशक्तिमानता
omnipotent	0.719	0.679	0.919	सर्वशक्तिमान
omnipresent	0.688	0.452	0.825	सर्वव्यापी
omniscient	0.656	0.334	0.778	सर्वज्ञ
onboard	0.612	0.451	0.491	जहाजमा
oncologist	0.260	0.654	0.640	क्यान्सर विशेषज्ञ
oncology	0.204	0.424	0.500	ओन्कोलोजी
oncoming	0.594	0.625	0.773	आउँदैछ
one	0.542	0.292	0.370	एउटा
oneday	0.667	0.245	0.374	एक दिन
onedge	0.479	0.552	0.400	onedge
onelove	0.816	0.577	0.541	एउटा माया
oneness	0.745	0.272	0.720	एकता
onerous	0.500	0.480	0.462	कठिन
oneself	0.660	0.337	0.483	आफैलाई
ongoing	0.674	0.484	0.556	चलिरहेको
onion	0.378	0.367	0.382	प्याज
onset	0.673	0.497	0.500	शुरुवात
onslaught	0.198	0.939	0.717	आक्रमण
onstage	0.719	0.673	0.583	मञ्चमा
ontology	0.510	0.450	0.518	ओन्टोलजी
onus	0.562	0.520	0.769	जिम्मेवारी
onward	0.667	0.538	0.741	अगाडि
onyx	0.571	0.461	0.380	गोमेद
oodles	0.490	0.374	0.446	ओडल्स
oomph	0.449	0.613	0.315	ओम्फ
ooze	0.344	0.577	0.333	झर्नु
oozing	0.238	0.515	0.427	बगिरहेको
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	अस्पष्टता
opal	0.623	0.479	0.379	ओपल
opaque	0.344	0.265	0.342	अपारदर्शी
ope	0.375	0.380	0.395	खोल्नुहोस्
open	0.620	0.480	0.569	खोल्नुहोस्
opener	0.584	0.526	0.377	ओपनर
opening	0.667	0.510	0.620	उद्घाटन
openly	0.603	0.388	0.553	खुला रूपमा
openness	0.837	0.561	0.667	खुलापन
opera	0.714	0.500	0.483	ओपेरा
operate	0.582	0.690	0.691	सञ्चालन गर्ने
operatic	0.375	0.452	0.627	अपरेटिक
operation	0.475	0.611	0.755	सञ्चालन
operational	0.562	0.570	0.679	परिचालन
operations	0.480	0.549	0.798	सञ्चालनहरू
operative	0.541	0.635	0.718	अपरेटिभ
operator	0.612	0.630	0.726	अपरेटर
ophthalmic	0.427	0.385	0.444	नेत्र सम्बन्धी
ophthalmologist	0.552	0.389	0.491	नेत्र रोग विशेषज्ञ
opiate	0.281	0.594	0.598	अफिम
opinion	0.594	0.482	0.638	राय
opinionated	0.156	0.800	0.491	विचार गरिएको
opium	0.276	0.490	0.333	अफिम
opponent	0.080	0.741	0.716	विरोधी
opportune	0.796	0.538	0.767	अवसर
opportunism	0.571	0.752	0.673	अवसरवाद
opportunity	0.938	0.745	0.833	अवसर
oppose	0.431	0.800	0.473	विरोध
opposed	0.092	0.460	0.606	विरोध
opposing	0.188	0.660	0.518	विरोध गर्दै
opposite	0.235	0.545	0.408	विपरीत
opposites	0.281	0.518	0.462	विपरीतहरू
opposition	0.135	0.729	0.592	विरोध
oppress	0.186	0.654	0.555	दमन गर्ने
oppressed	0.119	0.640	0.259	उत्पीडित
oppression	0.080	0.673	0.615	दमन
oppressive	0.276	0.590	0.667	दमनकारी
oppressor	0.160	0.776	0.629	उत्पीडक
ops	0.417	0.550	0.528	अप्स
opt	0.510	0.471	0.345	अप्ट
optic	0.663	0.384	0.594	अप्टिक
optical	0.677	0.311	0.542	अप्टिकल
optics	0.562	0.286	0.580	अप्टिक्स
optimism	0.949	0.565	0.814	आशावाद
optimist	0.875	0.539	0.787	आशावादी
optimistic	0.979	0.580	0.821	आशावादी
optimum	0.892	0.469	0.808	इष्टतम
option	0.512	0.427	0.359	विकल्प
optional	0.755	0.350	0.440	वैकल्पिक
optionally	0.365	0.405	0.481	वैकल्पिक रूपमा
options	0.622	0.327	0.473	विकल्पहरू
optometrist	0.446	0.455	0.668	नेत्रचिकित्सक
opulence	0.620	0.615	0.648	ऐश्वर्य
opulent	0.562	0.660	0.660	धनी
opus	0.458	0.368	0.391	रचना
oracle	0.552	0.531	0.670	ओरेकल
oral	0.530	0.448	0.375	मौखिक
orange	0.646	0.132	0.296	सुन्तला
orange juice	0.719	0.343	0.445	सुन्तलको रस
orangutan	0.430	0.560	0.471	ओराङ्गुटान
oration	0.646	0.315	0.683	भाषण
orator	0.667	0.375	0.682	वक्ता
oratory	0.602	0.472	0.693	वक्तृत्व
orb	0.463	0.370	0.444	orb
orbit	0.561	0.422	0.575	कक्षा
orbital	0.458	0.451	0.559	कक्षीय
orbiting	0.520	0.643	0.554	परिक्रमा गर्दै
orbs	0.469	0.355	0.482	orbs
orc	0.240	0.510	0.388	orc
orchard	0.760	0.269	0.333	बगैचा
orchestra	0.708	0.500	0.664	आर्केस्ट्रा
orchid	0.840	0.345	0.382	आर्किड
ordained	0.735	0.409	0.731	नियुक्त
ordeal	0.344	0.539	0.529	परीक्षा
order	0.780	0.295	0.814	आदेश
orderly	0.844	0.240	0.661	व्यवस्थित
ordinance	0.615	0.452	0.776	अध्यादेश
ordinary	0.375	0.312	0.286	सामान्य
ordination	0.688	0.490	0.765	अध्यादेश
ordnance	0.354	0.825	0.679	अस्त्र
ore	0.500	0.333	0.356	अयस्क
oregano	0.596	0.327	0.250	ओरेगानो
organ	0.510	0.469	0.538	अंग
