English Word	Valence	Arousal	Dominance	Myanmar-Burmese Word
incitement	0.302	0.943	0.598	လှုံ့ဆော်မှု
inclement	0.260	0.676	0.616	inclement
inclination	0.378	0.490	0.538	ယိုင်ခြင်း။
incline	0.490	0.423	0.345	ညွတ်
inclined	0.469	0.347	0.402	ရှိုင်း
include	0.729	0.449	0.702	ပါဝင်ပါတယ်။
included	0.760	0.402	0.570	ပါဝင်ပါသည်။
including	0.700	0.378	0.518	အပါအဝင်
inclusion	0.774	0.404	0.712	ပါဝင်မှု
inclusive	0.604	0.420	0.564	ပါဝင်ပါသည်။
incognito	0.610	0.490	0.446	ရုပ်ဖျက်
incoherent	0.122	0.612	0.250	ကမောက်ကမ
income	0.750	0.510	0.728	ဝင်ငွေ
incoming	0.660	0.509	0.596	ဝင်လာ
incomparable	0.625	0.577	0.670	တုနှိုင်းမရ
incompatible	0.196	0.500	0.310	သဟဇာတမဖြစ်
incompetence	0.077	0.551	0.208	အရည်အချင်းမရှိခြင်း။
incompetent	0.133	0.566	0.239	အရည်အချင်းမပြည့်မီ
incomplete	0.153	0.370	0.205	မပြည့်စုံ
incompletely	0.344	0.442	0.232	အပြည့်အစုံ
incompleteness	0.271	0.451	0.234	မပြည့်စုံခြင်း။
incomprehensible	0.250	0.550	0.344	နားမလည်နိုင်
inconceivable	0.198	0.552	0.561	စိတ်ကူးမယဉ်နိုင်
inconclusive	0.153	0.442	0.340	ခိုင်လုံသော
incongruous	0.177	0.504	0.343	ရှုပ်ထွေးသော
inconsequential	0.250	0.480	0.345	အကျိုးဆက်
inconsiderate	0.224	0.519	0.423	မစာနာ
inconsistency	0.125	0.480	0.314	ရှေ့နောက်မညီခြင်း။
inconsistent	0.271	0.431	0.295	တသမတ်တည်း
inconspicuous	0.604	0.214	0.368	မထင်ရှား
incontinence	0.150	0.598	0.272	မထိန်းနိုင်
inconvenience	0.063	0.667	0.291	အဆင်မပြေ
inconvenient	0.224	0.610	0.375	အဆင်မပြေ
incorporate	0.745	0.612	0.571	ပေါင်းစပ်ပါ။
incorporation	0.573	0.404	0.768	ပေါင်းစပ်ခြင်း။
incorrect	0.140	0.569	0.255	မမှန်ပါ။
incorrigible	0.130	0.667	0.500	မမှန်ပါ။
increase	0.810	0.657	0.886	တိုးမြှင့်လာသည်
increased	0.684	0.660	0.773	တိုးလာသည်။
incredible	0.857	0.796	0.902	မယုံနိုင်လောက်အောင်
incredulous	0.286	0.510	0.269	မယုံနိုင်စရာ
increment	0.684	0.637	0.750	တိုး
incriminate	0.188	0.810	0.416	အကျဉ်းချခံရ
incriminating	0.133	0.788	0.500	အလုံပိတ်
incrimination	0.152	0.865	0.545	စိတ်မလုံ
incubation	0.461	0.490	0.397	ပေါက်ဖွားခြင်း။
incubator	0.510	0.435	0.405	ပေါက်ဖွားသည်။
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	လက်ရှိသမ္မတ
incur	0.312	0.667	0.495	အကျုံးဝင်သည်။
incurable	0.104	0.667	0.255	ကုမရပါ။
incursion	0.552	0.830	0.719	ကျုးကျော်ခြင်း။
indebted	0.138	0.698	0.275	အကြွေး
indecency	0.135	0.670	0.491	အယုတ်တမာ
indecent	0.083	0.683	0.240	မဖွယ်မရာ
indecision	0.184	0.480	0.196	ဆုံးဖြတ်ချက်မချ
indecisive	0.271	0.420	0.190	ပြတ်ပြတ်သားသား
indefensible	0.173	0.647	0.484	အကာအကွယ်မဲ့
indefinite	0.448	0.292	0.296	အကန့်အသတ်မရှိ
indelible	0.490	0.337	0.591	ဖျောက်ဖျက်လို့မရသော
indemnification	0.521	0.490	0.770	လျော်ကြေးပေးခြင်း
indemnify	0.449	0.548	0.613	လျော်ကြေးပေးသည်။
indemnity	0.470	0.607	0.692	လျော်ကြေးငွေ
indent	0.479	0.346	0.379	အင်တင်း
indentation	0.374	0.500	0.349	indentation
indenture	0.434	0.382	0.636	indenture
independence	0.896	0.663	0.911	လွတ်လပ်ရေး
independent	0.885	0.440	0.872	လွတ်လပ်သော
indescribable	0.448	0.529	0.648	ဖော်မပြနိုင်သော
indestructible	0.772	0.731	0.853	မပျက်စီးနိုင်သော
indeterminate	0.360	0.402	0.322	အတိအကျသတ်မှတ်
index	0.448	0.268	0.342	အညွှန်း
indicate	0.594	0.350	0.676	ညွှန်ပြ
indicating	0.745	0.339	0.555	ညွှန်ပြသည်။
indication	0.719	0.432	0.750	ညွှန်ပြချက်
indicative	0.510	0.510	0.591	ညွှန်ပြသည်။
indicator	0.573	0.451	0.670	ညွှန်ပြချက်
indice	0.469	0.377	0.541	အင်ဒစ်
indict	0.188	0.731	0.458	စွဲချက်တင်သည်။
indictment	0.245	0.745	0.577	စွဲချက်တင်ခြင်း။
indie	0.479	0.368	0.430	အင်ဒီ
indifference	0.265	0.417	0.299	ဥပေက္ခာ
indifferent	0.396	0.157	0.250	ဘာမှမထူးခြားပါ။
indigenous	0.500	0.509	0.552	ဌာနေတိုင်းရင်းသား
indigent	0.156	0.481	0.223	indigent
indigestion	0.204	0.610	0.182	အစာမကြေခြင်း။
indignant	0.260	0.600	0.423	ဒေါသ
indignation	0.173	0.778	0.431	ဒေါသထွက်ခြင်း။
indignity	0.167	0.500	0.306	ဂုဏ်သိက္ခာ
indigo	0.514	0.365	0.473	မဲနယ်
indirect	0.385	0.402	0.330	သွယ်ဝိုက်သော
indiscreet	0.177	0.587	0.342	သတိလက်လွတ်
indiscretion	0.265	0.637	0.390	သတိလက်လွတ်
indispensable	0.710	0.449	0.802	မရှိမဖြစ်
indisposed	0.122	0.519	0.206	ဓာတ်ပျက်
indistinct	0.255	0.340	0.360	ဝေခွဲမရ
indistinguishable	0.346	0.458	0.548	ခွဲခြားလို့မရပါဘူး။
individual	0.627	0.327	0.533	တစ်ဦးချင်း
individuality	0.612	0.469	0.527	ပုဂ္ဂိုလ်ရေး
indivisible	0.646	0.398	0.580	ခွဲခြားလို့မရပါဘူး။
indoctrination	0.327	0.657	0.698	လာပြန်ပြီ။
indolent	0.177	0.381	0.259	ဝီရိယ
indomitable	0.458	0.800	0.830	မခံချင်စိတ်
indoor	0.615	0.245	0.347	မိုးလုံလေလုံ
induce	0.257	0.606	0.684	နှစ်ခြိုက်စွာ
induced	0.397	0.471	0.491	လှုံ့ဆော်ပေးသည်။
inducement	0.647	0.765	0.685	သွေးဆောင်မှု
induction	0.392	0.593	0.627	induction
indulge	0.833	0.716	0.669	လုပ်ကြ
indulgence	0.479	0.490	0.517	ဖူးဖူးမှုတ်
indulgent	0.560	0.481	0.529	နှိုက်နှိုက်ချွတ်ချွတ်
industrial	0.469	0.600	0.875	စက်မှု
industrialist	0.562	0.633	0.843	စက်မှုသမား
industrious	0.720	0.537	0.791	ဝီရိယ
industry	0.650	0.447	0.836	စက်မှုလုပ်ငန်း
ineffable	0.551	0.577	0.585	inefable
ineffective	0.093	0.422	0.094	မထိရောက်ဘူး။
ineffectual	0.163	0.412	0.200	ထိရောက်မှုမရှိပါ။
inefficiency	0.092	0.466	0.181	အုပ်စိုးမှု မရှိခြင်း။
inefficient	0.190	0.460	0.173	စွမ်းဆောင်ရည် မပြည့်မီ
inelastic	0.396	0.426	0.385	မပျော့ပျောင်း
ineligible	0.143	0.377	0.457	အရည်အချင်းမပြည့်မီ
inept	0.156	0.418	0.209	မကောင်းတဲ့
ineptitude	0.177	0.471	0.250	ညံ့ဖျင်းခြင်း
inequality	0.122	0.575	0.259	မညီမျှမှု
inequitable	0.281	0.519	0.373	မမျှတသော
inert	0.323	0.180	0.319	အစွမ်းသတ္တိ
inertia	0.344	0.288	0.322	အင်တာတိ
inevitable	0.316	0.419	0.623	မလွှဲမရှောင်သာ
inexact	0.153	0.459	0.170	မတိကျ
inexcusable	0.271	0.582	0.546	ခွင့်မလွှတ်နိုင်သော
inexhaustible	0.602	0.541	0.643	မကုန်ခန်းနိုင်
inexpensive	0.694	0.414	0.260	စျေးမကြီးဘူး။
inexperience	0.208	0.614	0.151	အတွေ့အကြုံမရှိ
inexperienced	0.281	0.473	0.231	အတွေ့အကြုံမရှိသူ
inexplicable	0.224	0.635	0.443	နားမလည်နိုင်သော
inexpressible	0.198	0.608	0.364	ဖော်ပြမထားသော
infallibility	0.583	0.663	0.764	မှားယွင်းနိုင်မှု
infallible	0.776	0.687	0.809	မမှားနိုင်သော
infamous	0.146	0.580	0.472	နာမည်ဆိုး
infamy	0.177	0.676	0.421	နာမည်ပျက်
infancy	0.750	0.399	0.370	နို့စို့အရွယ်
infant	0.802	0.431	0.328	မွေးကင်းစ
infanticide	0.167	0.856	0.443	မွေးကင်းစကလေးများ
infantile	0.604	0.382	0.259	မွေးကင်းစကလေး
infantry	0.531	0.684	0.791	ခြေလျင်တပ်
infarct	0.080	0.846	0.386	infarct
infatuated	0.729	0.764	0.417	စွဲလန်းသည်။
infatuation	0.844	0.745	0.530	အရူးအမူး
infeasible	0.245	0.472	0.236	မဖြစ်နိုင်ဘူး။
infect	0.102	0.777	0.424	ကူးစက်
infection	0.083	0.735	0.407	ကူးစက်မှု
infectious	0.142	0.760	0.422	ကူးစက်သည်။
infer	0.449	0.490	0.453	ကောက်ချက်
inference	0.359	0.479	0.398	အနုမာန
inferential	0.426	0.451	0.455	အတုအယောင်
inferior	0.260	0.254	0.106	ယုတ်ညံ့သည်။
inferiority	0.177	0.430	0.205	သိမ်ငယ်ခြင်း။
infernal	0.083	0.837	0.571	Infernal
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	မျိုးမပွားနိုင်သော
infertility	0.170	0.664	0.328	မျိုးမပွားနိုင်ခြင်း
infestation	0.256	0.776	0.527	ကျရောက်ခြင်း။
infidel	0.177	0.740	0.404	သစ္စာမဲ့
infidelity	0.062	0.777	0.392	ဖောက်ပြန်မှု
infield	0.510	0.571	0.438	လယ်ကွင်း
infiltrate	0.408	0.745	0.587	စိမ့်ဝင်
infiltration	0.265	0.792	0.536	အောင်ကြီး
infinite	0.724	0.583	0.735	အနန္တ
infinitely	0.688	0.643	0.829	အကန့်အသတ်မရှိ
infinitesimal	0.388	0.472	0.496	အဆုံးမရှိ
infinity	0.516	0.459	0.805	အဆုံးမရှိ
infirm	0.115	0.521	0.210	ချည့်နဲ့
infirmary	0.500	0.438	0.517	ဆေးရုံ
infirmity	0.094	0.482	0.252	အနာရောဂါ
inflammation	0.146	0.765	0.423	ရောင်ရမ်းခြင်း။
inflammatory	0.177	0.642	0.404	ရောင်ရမ်းခြင်း။
inflatable	0.510	0.510	0.400	ဖောင်းတယ်။
inflate	0.305	0.569	0.462	ဖောင်းပွ
inflated	0.303	0.431	0.617	ဖောင်းတယ်။
inflation	0.219	0.792	0.508	ငွေကြေးဖောင်းပွမှု
inflection	0.385	0.635	0.377	inflection
inflict	0.167	0.760	0.609	နှိပ်စက်သည်။
infliction	0.302	0.722	0.571	ထိခိုက်မှု
inflorescence	0.459	0.344	0.412	ပန်းပွင့်
influence	0.622	0.663	0.824	လွှမ်းမိုးမှု
influential	0.899	0.688	0.944	ဩဇာရှိသော
influenza	0.271	0.718	0.321	တုပ်ကွေး
influx	0.622	0.635	0.575	ဝင်လာ
info	0.750	0.330	0.642	အချက်အလက်
infomercial	0.427	0.462	0.555	သတင်းအချက်အလတ်
inform	0.723	0.582	0.679	အကြောင်းကြား
informal	0.480	0.398	0.441	အလွတ်သဘော
informant	0.604	0.612	0.719	သတင်းပေး
information	0.765	0.370	0.711	သတင်းအချက်အလက်
informative	0.812	0.419	0.741	သတင်းအချက်အလက်
informed	0.543	0.298	0.617	အသိပေးသည်။
informer	0.521	0.578	0.580	ဖော်ကောင်
infraction	0.245	0.660	0.471	ချိုးဖောက်မှု
infrared	0.469	0.588	0.526	အနီအောက်ရောင်ခြည်
infrastructure	0.604	0.460	0.694	အခြေခံအဆောက်အဦ
infrequent	0.312	0.377	0.192	မကြာခဏ
infrequently	0.204	0.250	0.327	မကြာခဏ
infringement	0.153	0.800	0.481	ချိုးဖောက်မှု
infuriate	0.102	0.934	0.596	ဒေါသထွက်သည်။
infuriated	0.073	0.930	0.510	ဒေါသထွက်သည်။
infuriates	0.135	0.913	0.627	ဒေါသထွက်သည်။
infuriating	0.139	0.870	0.509	ဒေါသထွက်ခြင်း။
infuse	0.380	0.705	0.589	မသွားအောင်
infused	0.385	0.473	0.546	သွတ်သွင်းထားသည်။
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	ပြုတ်ရည်
ingenious	0.760	0.690	0.891	ပညာသားပါပါ
ingenuity	0.708	0.590	0.868	ကြံစည်ဖန်တီးတတ်ခြင်း
ingest	0.510	0.559	0.473	စားသုံးမိခြင်း။
ingestion	0.429	0.612	0.512	စားသုံးမိခြင်း။
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	အရိုးစွဲ
ingrate	0.235	0.606	0.327	ထည့်သွင်းပါ။
ingredient	0.792	0.373	0.451	ပါဝင်ပစ္စည်း
ingress	0.601	0.366	0.736	ဝင်ခွင့်
inhabit	0.656	0.378	0.556	နေထိုင်
inhabitant	0.604	0.356	0.519	မြို့သား
inhabited	0.667	0.361	0.510	မှီတင်းနေထိုင်သည်။
inhabiting	0.458	0.440	0.598	နေထိုင်သည်။
inhalation	0.510	0.613	0.464	မွှန်
inhale	0.427	0.340	0.492	ရှူသွင်းပါ။
inhaler	0.408	0.500	0.349	ရှူဆေး
inherent	0.562	0.439	0.480	မွေးရာပါ
inherit	0.745	0.546	0.694	အမွေ
inheritance	0.900	0.565	0.798	အမွေ
inhibit	0.167	0.479	0.447	တားဆီး
inhibition	0.265	0.392	0.534	တားစီးခြင်း။
inhibitor	0.281	0.450	0.471	တားဆေး
inhospitable	0.265	0.531	0.395	ဧည့်ဝတ်မကျေ
inhuman	0.107	0.660	0.492	လူမဆန်ဘူး။
inhumane	0.104	0.587	0.402	လူမဆန်စွာ
inhumanity	0.143	0.540	0.405	လူသားဆန်မှု
inimaginable	0.542	0.636	0.534	စိတ်ကူးမယဉ်နိုင်
inimical	0.260	0.823	0.556	အတုမရှိ
inimitable	0.571	0.413	0.790	အတုမယူနိုင်သော
iniquity	0.219	0.567	0.425	ဒုစရိုက်
initial	0.583	0.314	0.539	ကနဦး
initiate	0.719	0.480	0.553	စတင်ပါ။
initiated	0.760	0.490	0.650	စတင်ခဲ့သည်။
initiation	0.698	0.529	0.527	စတင်ခြင်း
initiative	0.833	0.615	0.768	အစပျိုးမှု
inject	0.406	0.735	0.596	ထိုး
injection	0.281	0.741	0.518	ဆေးထိုး
injunction	0.281	0.422	0.519	တားမြစ်ချက်
injure	0.177	0.710	0.364	ဒဏ်ရာ
injured	0.083	0.680	0.302	ဒဏ်ရာရ
injuring	0.073	0.790	0.245	ဒဏ်ရာရ
injurious	0.177	0.759	0.366	ဒဏ်ရာ
injury	0.049	0.769	0.287	ဒဏ်ရာ
injustice	0.082	0.755	0.444	မတရားမှု
ink	0.471	0.408	0.235	မှင်
inkling	0.448	0.551	0.570	အရိပ်အငွေ့
inland	0.510	0.417	0.423	ကုန်းတွင်းပိုင်း
inlay	0.406	0.531	0.565	အင်းလေး
inlet	0.646	0.378	0.466	ဝင်ပေါက်
inmate	0.235	0.663	0.398	အကျဉ်းသား
inn	0.660	0.284	0.475	တည်းခိုခန်း
innards	0.302	0.480	0.400	အတွင်းပိုင်း
innate	0.490	0.400	0.521	မွေးရာပါ
inner	0.551	0.216	0.443	အတွင်းပိုင်း
innermost	0.583	0.500	0.510	အတွင်းအကျဆုံး
innerpeace	0.714	0.318	0.551	အတွင်းငြိမ်းချမ်းရေး
inning	0.602	0.315	0.520	ဝင်ထွက်
innings	0.573	0.487	0.443	ကစားချိန်
innkeeper	0.578	0.224	0.472	တည်းခိုခန်းပိုင်ရှင်
innocence	0.802	0.260	0.307	အပြစ်ကင်းတယ်။
innocent	0.729	0.206	0.340	အပြစ်မရှိ။
innocently	0.776	0.250	0.302	အပြစ်ကင်းတယ်။
innocuous	0.510	0.321	0.172	အပြစ်ကင်းသော
innovate	0.898	0.872	0.750	ဆန်းသစ်တီထွင်ပါ။
innovation	0.949	0.680	0.890	ဆန်းသစ်တီထွင်မှု
innovative	0.880	0.640	0.830	ဆန်းသစ်သော
innuendo	0.467	0.670	0.463	စော်ကားခြင်း
